osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel,access
37036735,4,Goethestraße,tertiary,50,False,True,36.816,"LINESTRING (10.96261 50.2551269, 10.962624 50.2550681, 10.9626441 50.2549619, 10.9626478 50.2548816, 10.9626467 50.2547973)",,,,
"[296081408, 296081406]",4,Goethestraße,tertiary,50,False,False,82.946,"LINESTRING (10.96261 50.2551269, 10.9625895 50.2551852, 10.9625521 50.2552824, 10.9625235 50.2553651, 10.9625058 50.2554164, 10.9624756 50.2555038, 10.9623488 50.2558539)",,,,
1177224020,,Viktoriastraße,tertiary,50,False,True,11.327,"LINESTRING (10.9602744 50.2593013, 10.9602802 50.2591995)",,,,
"[23306434, 1177224019, 23306436, 23306437]",,Judengasse,residential,30,True,False,136.438,"LINESTRING (10.9602744 50.2593013, 10.9600427 50.2593274, 10.9598872 50.2593325, 10.9595877 50.2593423, 10.9590648 50.2593594, 10.9589894 50.2593639, 10.9589568 50.2593658, 10.9585514 50.259405, 10.9584547 50.2594146, 10.9583684 50.2594271)",yes,,,
664228500,,Viktoriastraße,tertiary,50,False,False,9.690000000000001,"LINESTRING (10.9602744 50.2593013, 10.9602714 50.2593424, 10.9602667 50.2593883)",,,,
"[23306432, 1257219362, 23306475]",4,"['Viktoriastraße', 'Lossaustraße']",tertiary,50,False,False,113.026,"LINESTRING (10.9600545 50.2595957, 10.9598196 50.2597457, 10.9596889 50.2598378, 10.9595844 50.259918, 10.9594784 50.259998, 10.9594165 50.2600533, 10.9592888 50.2601809, 10.9592103 50.2602855, 10.9591214 50.2604081)",yes,,,
23306435,,Floßstegstraße,residential,,False,False,53.873999999999995,"LINESTRING (10.9600545 50.2595957, 10.9598992 50.2595775, 10.9595391 50.2595889, 10.9594864 50.2596028, 10.9593741 50.2596947)",,,,
1177224018,,Viktoriastraße,tertiary,50,False,True,28.326999999999998,"LINESTRING (10.9600545 50.2595957, 10.9601225 50.2595566, 10.9601885 50.259514, 10.9602215 50.2594804, 10.9602369 50.2594559, 10.9602667 50.2593883)",,,,
12925964,1,Sonntagsanger,unclassified,50,True,False,53.849,"LINESTRING (10.9589253 50.2607469, 10.9588674 50.2605286, 10.9588366 50.2604438, 10.9587328 50.260281)",,,,
23306433,3,Lossaustraße,tertiary,50,False,True,40.172,"LINESTRING (10.9589253 50.2607469, 10.9590533 50.2605197, 10.9591214 50.2604081)",,,,
"[215089432, 254624553, 241175610, 109450066]","['2', '3']",Lossaustraße,tertiary,50,False,True,139.896,"LINESTRING (10.9589253 50.2607469, 10.9589158 50.260767, 10.9588445 50.2609239, 10.958759 50.2611448, 10.9586878 50.261347, 10.9586319 50.2615098, 10.9585494 50.2617502, 10.9585098 50.2618626, 10.9584711 50.2619707)",,,,
146402752,3,Lossaustraße,tertiary,50,False,True,65.01400000000001,"LINESTRING (10.9584711 50.2619707, 10.9584362 50.2620797, 10.9583005 50.2625451)",,,,
"[215089432, 254624553, 109450066, 241175610]","['2', '3']",Lossaustraße,tertiary,50,False,False,139.89600000000002,"LINESTRING (10.9584711 50.2619707, 10.9585098 50.2618626, 10.9585494 50.2617502, 10.9586319 50.2615098, 10.9586878 50.261347, 10.958759 50.2611448, 10.9588445 50.2609239, 10.9589158 50.260767, 10.9589253 50.2607469)",,,,
"[1072451753, 92227079]",3,Mohrenstraße,tertiary,50,False,True,109.788,"LINESTRING (10.9584711 50.2619707, 10.9585747 50.2620019, 10.9593641 50.2620979, 10.9598398 50.2621557, 10.9599805 50.2621688)",,,,
11538544,,Kanalstraße,unclassified,30,False,True,77.645,"LINESTRING (10.9599805 50.2621688, 10.9599947 50.2621049, 10.9601229 50.2616189, 10.9601467 50.2615289, 10.9601596 50.26148)",,,,
"[45678673, 127168691]",2,Mohrenstraße,tertiary,50,False,True,59.507000000000005,"LINESTRING (10.9599805 50.2621688, 10.9601773 50.2621868, 10.9603889 50.2622066, 10.9605653 50.2622193, 10.9606648 50.2622226, 10.9607063 50.2622201, 10.9607352 50.2622153, 10.9607623 50.2622103, 10.960806 50.2621983)",,,,
"[1072451753, 92227079]",3,Mohrenstraße,tertiary,50,False,False,109.788,"LINESTRING (10.9599805 50.2621688, 10.9598398 50.2621557, 10.9593641 50.2620979, 10.9585747 50.2620019, 10.9584711 50.2619707)",,,,
11966686,1,,trunk_link,50,True,False,39.617000000000004,"LINESTRING (10.9586334 50.2537169, 10.9586127 50.2538298, 10.9585799 50.2540715)",yes,,,
118146566,3,Frankenbrücke,tertiary,50,False,False,44.480000000000004,"LINESTRING (10.9586334 50.2537169, 10.9588248 50.2538906, 10.9590279 50.2540259)",yes,,,
"[68007446, 12570567]",4,Ernstplatz,tertiary,50,False,False,46.488,"LINESTRING (10.9625942 50.2543806, 10.9626125 50.2545019, 10.9626467 50.2547973)",,,,
"[24499650, 817574467, 817574468, 296770796]",4,Schützenstraße,tertiary,50,False,False,153.68900000000002,"LINESTRING (10.9625942 50.2543806, 10.9627718 50.2543494, 10.9629674 50.2543281, 10.9633898 50.2542874, 10.9637168 50.2542559, 10.9638572 50.2542421, 10.9640088 50.2542254, 10.9641515 50.2542132, 10.964294 50.2542129, 10.9644803 50.2542322, 10.9645836 50.2542439, 10.9646864 50.2542635, 10.9647228 50.2542704)",,,,
"[27861712, 296770797]",5,Schillerplatz,tertiary,50,False,True,138.85500000000002,"LINESTRING (10.9625942 50.2543806, 10.9624112 50.2544019, 10.9620539 50.2544447, 10.9619064 50.2544602, 10.9617495 50.2544741, 10.9616009 50.2544812, 10.9614633 50.2544822, 10.9612846 50.254477, 10.9610919 50.2544658, 10.9610486 50.2544639, 10.9606579 50.2544353)",,,,
"[254624560, 366953547]",3,Sonntagsanger,unclassified,50,False,False,55.739,"LINESTRING (10.9584782 50.2599223, 10.9584504 50.2598468, 10.9584372 50.2597797, 10.9584156 50.2596171, 10.9584038 50.2595331, 10.9583905 50.2594792, 10.9583684 50.2594271)",,,,
389707680,3,Sonntagsanger,unclassified,50,False,True,43.858999999999995,"LINESTRING (10.9584782 50.2599223, 10.9585118 50.2599884, 10.9586034 50.26011, 10.9587328 50.260281)",,,,
"[29350513, 29350515, 29350517]",2,Schlachthofstraße,unclassified,,False,False,102.727,"LINESTRING (10.9591751 50.2539594, 10.959223 50.253955, 10.9592649 50.2539622, 10.9593167 50.2539835, 10.9593652 50.2540111, 10.9594233 50.2540345, 10.9595366 50.2540753, 10.9596737 50.2541151, 10.959972 50.2541885, 10.9600152 50.2541981, 10.9600921 50.2542071, 10.9601537 50.254204, 10.9602248 50.2541914, 10.960298 50.2541697, 10.9603573 50.2541499, 10.960476 50.2540906)",yes,,,
