osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,tunnel,access,junction
179353920,False,Augustinerstraße,residential,50,True,96.945,"LINESTRING (12.977061 47.8384678, 12.9774007 47.8393093)",,,,,
158241090,False,Rupertusstraße,unclassified,50,True,197.67399999999998,"LINESTRING (12.977061 47.8384678, 12.9779647 47.8383592, 12.9782012 47.8383306, 12.978292 47.8382875, 12.9785374 47.8381089, 12.9790004 47.8377348, 12.9790148 47.8377238, 12.9791934 47.8375874)",,,,,
23658879,False,Lindenstraße,residential,30,False,25.373,"LINESTRING (12.9791934 47.8375874, 12.9794608 47.8377283)",,,,,
158241090,False,Rupertusstraße,unclassified,50,True,7.482,"LINESTRING (12.9791934 47.8375874, 12.9792635 47.8375393)",,,,,
158241090,False,Rupertusstraße,unclassified,50,False,197.67399999999998,"LINESTRING (12.9791934 47.8375874, 12.9790148 47.8377238, 12.9790004 47.8377348, 12.9785374 47.8381089, 12.978292 47.8382875, 12.9782012 47.8383306, 12.9779647 47.8383592, 12.977061 47.8384678)",,,,,
23658879,False,Lindenstraße,residential,30,False,65.089,"LINESTRING (12.9794608 47.8377283, 12.9796926 47.8382926)",,,,,
23658879,False,Lindenstraße,residential,30,True,25.373,"LINESTRING (12.9794608 47.8377283, 12.9791934 47.8375874)",,,,,
444337764,False,Münchener Straße,secondary,50,True,98.273,"LINESTRING (12.9810038 47.8415967, 12.9797307 47.8418224)",2,St 2104,,,
"[201096496, 50510145, 80846843]",False,Münchener Straße,secondary,50,False,117.61900000000001,"LINESTRING (12.9810038 47.8415967, 12.9818733 47.8413163, 12.9818964 47.8413063, 12.9821689 47.8411884, 12.9823222 47.8411177, 12.9823881 47.8410957)","['2', '3']",St 2104,,,
158241075,False,Lindenstraße,residential,30,True,123.79500000000002,"LINESTRING (12.9810038 47.8415967, 12.9810001 47.8415878, 12.9808191 47.8411454, 12.9808107 47.8411247, 12.9808016 47.8411025, 12.9807646 47.8410077, 12.9805747 47.8405213)",,,,,
23710618,False,Rupertusstraße,unclassified,50,True,126.15200000000002,"LINESTRING (12.9810739 47.8367935, 12.9817387 47.8361612, 12.9820973 47.8358927)",,,,,
446604425,False,Rupertusstraße,unclassified,50,False,132.072,"LINESTRING (12.9810739 47.8367935, 12.9807088 47.8370158, 12.9805619 47.8370511, 12.9797484 47.8372469, 12.9795356 47.8373428)",,,,,
23710871,True,Hauptstraße,residential,,False,29.863,"LINESTRING (12.9815035 47.8376801, 12.9813821 47.8374242)",,,,,
152980272,False,Jahnstraße,residential,,True,29.199,"LINESTRING (12.9807516 47.8399449, 12.9803709 47.8400054)",,,,,
152980272,False,Jahnstraße,residential,,False,29.199,"LINESTRING (12.9803709 47.8400054, 12.9807516 47.8399449)",,,,,
23658879,False,Lindenstraße,residential,30,True,127.971,"LINESTRING (12.9803709 47.8400054, 12.9801814 47.8395474, 12.9799121 47.8388965)",,,,,
158241075,False,Lindenstraße,residential,30,False,46.559000000000005,"LINESTRING (12.9803709 47.8400054, 12.9804797 47.8403031, 12.980514 47.8404129)",,,,,
158241075,False,Lindenstraße,residential,30,True,12.877,"LINESTRING (12.9805747 47.8405213, 12.980514 47.8404129)",,,,,
158241075,False,Lindenstraße,residential,30,False,123.795,"LINESTRING (12.9805747 47.8405213, 12.9807646 47.8410077, 12.9808016 47.8411025, 12.9808107 47.8411247, 12.9808191 47.8411454, 12.9810001 47.8415878, 12.9810038 47.8415967)",,,,,
23659219,True,Sebastianigasse,residential,,False,114.118,"LINESTRING (12.9820699 47.8403066, 12.9805747 47.8405213)",,,,,
80846860,False,Hauptstraße,residential,30,True,91.153,"LINESTRING (12.9820699 47.8403066, 12.9822171 47.8407547, 12.9822483 47.8408496, 12.9822988 47.8409538, 12.9823505 47.8410431, 12.9823881 47.8410957)",,,,,
23659251,False,Martin-Oberndorfer-Straße,residential,30,False,114.25,"LINESTRING (12.9781042 47.8415677, 12.9785727 47.8415037, 12.9786885 47.8414879, 12.9796054 47.8413665)",,,,,
179353920,False,Augustinerstraße,residential,50,False,85.262,"LINESTRING (12.9781042 47.8415677, 12.9780872 47.8415015, 12.9780541 47.8413735, 12.9778705 47.8408173)",,,,,
179353920,False,Augustinerstraße,residential,50,True,8.53,"LINESTRING (12.9781042 47.8415677, 12.9781109 47.8416026, 12.9781216 47.8416435)",,,,,
23659251,False,Martin-Oberndorfer-Straße,residential,30,False,51.549,"LINESTRING (12.9796054 47.8413665, 12.9796252 47.8414387, 12.9797298 47.8418192, 12.9797307 47.8418224)",,,,,
23659251,False,Martin-Oberndorfer-Straße,residential,30,True,114.25,"LINESTRING (12.9796054 47.8413665, 12.9786885 47.8414879, 12.9785727 47.8415037, 12.9781042 47.8415677)",,,,,
23659258,False,Jahnstraße,residential,,False,108.50399999999999,"LINESTRING (12.9796054 47.8413665, 12.979686 47.8411459, 12.9798058 47.8410061, 12.9800551 47.8407257, 12.9801493 47.840604, 12.980127 47.8404812)",,,,,
444337764,False,Münchener Straße,secondary,50,False,98.273,"LINESTRING (12.9797307 47.8418224, 12.9810038 47.8415967)",2,St 2104,,,
23659251,False,Martin-Oberndorfer-Straße,residential,30,True,51.54900000000001,"LINESTRING (12.9797307 47.8418224, 12.9797298 47.8418192, 12.9796252 47.8414387, 12.9796054 47.8413665)",,,,,
444337764,False,Münchener Straße,secondary,50,True,67.515,"LINESTRING (12.9797307 47.8418224, 12.9791201 47.8419161, 12.9788488 47.8419577)",2,St 2104,,,
23659278,False,Virgiliusstraße,residential,30,False,66.963,"LINESTRING (12.980127 47.8404812, 12.9792475 47.8406003)",,,,,
23659278,False,Virgiliusstraße,residential,30,True,29.865,"LINESTRING (12.980127 47.8404812, 12.980514 47.8404129)",,,,,
23659258,False,Jahnstraße,residential,,True,108.50399999999999,"LINESTRING (12.980127 47.8404812, 12.9801493 47.840604, 12.9800551 47.8407257, 12.9798058 47.8410061, 12.979686 47.8411459, 12.9796054 47.8413665)",,,,,
23659278,False,Virgiliusstraße,residential,30,False,29.865,"LINESTRING (12.980514 47.8404129, 12.980127 47.8404812)",,,,,
158241075,False,Lindenstraße,residential,30,False,12.877,"LINESTRING (12.980514 47.8404129, 12.9805747 47.8405213)",,,,,
158241075,False,Lindenstraße,residential,30,True,46.559000000000005,"LINESTRING (12.980514 47.8404129, 12.9804797 47.8403031, 12.9803709 47.8400054)",,,,,
23659278,False,Virgiliusstraße,residential,30,True,105.565,"LINESTRING (12.9778705 47.8408173, 12.9792475 47.8406003)",,,,,
179353920,False,Augustinerstraße,residential,50,False,171.312,"LINESTRING (12.9778705 47.8408173, 12.9778252 47.8406691, 12.9777702 47.8404891, 12.9777551 47.8404395, 12.9777001 47.840269, 12.9775963 47.8399332, 12.9775299 47.8397193, 12.9775163 47.8396754, 12.9774796 47.8395673, 12.9774356 47.8394258, 12.9774178 47.8393647, 12.9774007 47.8393093)",,,,,
179353920,False,Augustinerstraße,residential,50,True,85.262,"LINESTRING (12.9778705 47.8408173, 12.9780541 47.8413735, 12.9780872 47.8415015, 12.9781042 47.8415677)",,,,,
"[709768208, 23710922, 562033042]",False,Laufener Straße,tertiary,50,True,157.112,"LINESTRING (12.9840401 47.842094, 12.984019 47.8420795, 12.9836769 47.8418396, 12.9834889 47.8416936, 12.9833716 47.8416061, 12.983187 47.8414598, 12.9831494 47.8414184, 12.9830902 47.8413454, 12.9830332 47.8412548, 12.9830029 47.8411821, 12.9829692 47.84109, 12.9829483 47.8409863, 12.9829461 47.8409618, 12.9829405 47.8409333)",3,,,,
23658879,False,Lindenstraße,residential,30,False,127.971,"LINESTRING (12.9799121 47.8388965, 12.9801814 47.8395474, 12.9803709 47.8400054)",,,,,
