osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,access
145163654,Am Bahnhof,secondary,50,False,False,206.52100000000002,"LINESTRING (12.7022239 50.7978246, 12.7026939 50.7979449, 12.7031371 50.7980768, 12.7037595 50.7982729, 12.7043749 50.7985215, 12.704798 50.7987079)",S 252,2,,
"[23255392, 1113594341]",Zeißigstraße,secondary,50,False,True,120.09599999999998,"LINESTRING (12.7022239 50.7978246, 12.7021948 50.7978818, 12.7021052 50.7979858, 12.7018958 50.7980831, 12.7016397 50.7981809, 12.7015758 50.7982066, 12.7012983 50.7983094, 12.7010928 50.7983884, 12.700913 50.7984784)",S 245,"['2', '3']",,
145163654,Am Bahnhof,secondary,50,False,True,206.52100000000002,"LINESTRING (12.704798 50.7987079, 12.7043749 50.7985215, 12.7037595 50.7982729, 12.7031371 50.7980768, 12.7026939 50.7979449, 12.7022239 50.7978246)",S 252,2,,
"[145163649, 145170126, 462432687]",Am Bahnhof,secondary,50,False,False,86.679,"LINESTRING (12.704798 50.7987079, 12.704839 50.7987255, 12.7050929 50.7988228, 12.7052765 50.7988789, 12.7059421 50.7989755)",S 252,"['2', '3']",,
237921963,Schillerstraße,residential,50,False,True,72.64500000000001,"LINESTRING (12.704798 50.7987079, 12.7045358 50.7990357, 12.704396 50.7992508, 12.7043354 50.7992881)",,,,
23270922,Schubertstraße,secondary,50,True,False,86.459,"LINESTRING (12.7095359 50.7989364, 12.7096874 50.7989946, 12.7098637 50.799089, 12.7100307 50.7991594, 12.7102257 50.7991982, 12.7106307 50.7992601)",S 252,,,
"[1123834410, 23270925]",Weinkellerstraße,residential,20,False,True,145.354,"LINESTRING (12.7095359 50.7989364, 12.7094614 50.7991725, 12.7093866 50.7994093, 12.7093462 50.7995371, 12.7092458 50.7998189, 12.7092326 50.7998559, 12.7091832 50.7999945, 12.7090873 50.800212)",,,,
"[161613560, 1124630864, 145163648, 1124630928]",Am Bahnhof,secondary,50,False,True,255.197,"LINESTRING (12.7095359 50.7989364, 12.7092954 50.7989036, 12.7090416 50.7989002, 12.7087409 50.7989116, 12.708339 50.7989808, 12.7079757 50.7990289, 12.7076581 50.7990585, 12.7071405 50.7990402, 12.7065667 50.7990048, 12.7063219 50.7989933, 12.7059421 50.7989755)",S 252,2,,
26129371,Lungwitzer Straße,secondary,50,False,False,39.865,"LINESTRING (12.7139814 50.7998381, 12.7139244 50.7999471, 12.7139061 50.7999821, 12.7138034 50.8001785)",S 252,,,
5080766,Dresdner Straße,secondary,50,True,False,102.29199999999999,"LINESTRING (12.7110698 50.8024684, 12.7108246 50.8024128, 12.7105688 50.8023677, 12.7105018 50.8023626, 12.710477 50.8023608, 12.7101955 50.8023393, 12.7097068 50.802321, 12.7096736 50.80232, 12.7096429 50.802319)",S 245,,,
23270921,Weinkellerstraße,residential,20,True,False,130.174,"LINESTRING (12.7080517 50.8021292, 12.708089 50.8020347, 12.708275 50.8015639, 12.7084391 50.8012972, 12.7086176 50.8010172)",,,,
26130087,Altmarkt,secondary,50,False,False,109.434,"LINESTRING (12.7080517 50.8021292, 12.7078752 50.8020933, 12.7075516 50.8020266, 12.7074674 50.8020092, 12.707302 50.8019751, 12.7070773 50.8019288, 12.7068272 50.8018772, 12.7066821 50.8018473, 12.7065702 50.8018261)",S 245,2,,
26130108,Friedrich-Engels-Straße,secondary,50,False,True,91.918,"LINESTRING (12.7052696 50.8017834, 12.7053794 50.8017865, 12.7055937 50.8017768, 12.7058892 50.8017679, 12.7061334 50.801784, 12.7065702 50.8018261)",S 245,2,,
"[273980912, 748873261]",Friedrich-Engels-Straße,secondary,50,False,False,62.648,"LINESTRING (12.7052696 50.8017834, 12.7051963 50.8017954, 12.7051199 50.8018079, 12.7048693 50.80183, 12.7046259 50.8018431, 12.7043864 50.8018414)",S 245,2,,
1123720625,Immanuel-Kant-Straße,unclassified,50,False,True,132.03500000000003,"LINESTRING (12.7052696 50.8017834, 12.7053226 50.8017269, 12.7054658 50.8013386, 12.7057479 50.8006379)",,2,,
"[1123843147, 31106517]",Lichtensteiner Straße,residential,50,False,False,273.57099999999997,"LINESTRING (12.7043864 50.8018414, 12.7043705 50.801881, 12.704377 50.8019258, 12.7044606 50.8019749, 12.7047591 50.8020764, 12.7050841 50.8021315, 12.705174 50.8021427, 12.7054155 50.8021729, 12.7055005 50.8021776, 12.7055626 50.8021846, 12.705772 50.8022016, 12.7059622 50.8022207, 12.7061501 50.8022412, 12.70635 50.802253, 12.7065143 50.8023188, 12.7069979 50.8025524, 12.7071324 50.8026144, 12.7071764 50.8026283, 12.7073097 50.8026852, 12.707351 50.8027054, 12.7074299 50.8027501, 12.7074782 50.8027781, 12.7075146 50.8028015, 12.7075519 50.802831, 12.7075651 50.8028444, 12.7075832 50.8028628, 12.7075969 50.8028804, 12.7076136 50.8029018, 12.7076291 50.8029271)",,,4,
"[124673592, 360988443]",Friedrich-Engels-Straße,secondary,50,False,False,119.0,"LINESTRING (12.7043864 50.8018414, 12.7042244 50.8018129, 12.7039319 50.8017441, 12.7034518 50.8016161, 12.7031895 50.8015461, 12.7028143 50.801446)",S 245,2,,
"[273980912, 748873261]",Friedrich-Engels-Straße,secondary,50,False,True,62.648,"LINESTRING (12.7043864 50.8018414, 12.7046259 50.8018431, 12.7048693 50.80183, 12.7051199 50.8018079, 12.7051963 50.8017954, 12.7052696 50.8017834)",S 245,2,,
23255392,Zeißigstraße,secondary,50,False,False,89.731,"LINESTRING (12.7004044 50.7992184, 12.7007793 50.7986557, 12.7008622 50.798544, 12.700913 50.7984784)",S 245,2,,
23270760,Conrad-Clauß-Straße,residential,50,False,False,205.054,"LINESTRING (12.7004044 50.7992184, 12.7004573 50.7992323, 12.7018726 50.7996048, 12.7020786 50.799659, 12.7022504 50.7997043, 12.7030979 50.7999273)",,,,
145163665,Conrad-Clauß-Straße,residential,50,False,False,71.253,"LINESTRING (12.7057479 50.8006379, 12.7067403 50.8007691)",,,,
145163665,Conrad-Clauß-Straße,residential,50,False,True,202.306,"LINESTRING (12.7057479 50.8006379, 12.7037688 50.8001084, 12.7030979 50.7999273)",,,,
1123720625,Immanuel-Kant-Straße,unclassified,50,False,False,132.035,"LINESTRING (12.7057479 50.8006379, 12.7054658 50.8013386, 12.7053226 50.8017269, 12.7052696 50.8017834)",,2,,
"[23270920, 1123720625]",Immanuel-Kant-Straße,unclassified,50,False,True,191.83799999999997,"LINESTRING (12.7057479 50.8006379, 12.7061894 50.7995323, 12.7061786 50.7994824, 12.7061368 50.7994001, 12.7060609 50.7993074, 12.7059918 50.7991984, 12.7059459 50.7990781, 12.7059421 50.7989755)",,2,,
23270923,Conrad-Clauß-Straße,residential,20,True,False,36.05,"LINESTRING (12.7086176 50.8010172, 12.7081155 50.8009508)",,,,
23270760,Conrad-Clauß-Straße,residential,50,False,True,205.054,"LINESTRING (12.7030979 50.7999273, 12.7022504 50.7997043, 12.7020786 50.799659, 12.7018726 50.7996048, 12.7004573 50.7992323, 12.7004044 50.7992184)",,,,
"[23270761, 23270762]",Schillerstraße,residential,50,True,False,159.417,"LINESTRING (12.7030979 50.7999273, 12.7032375 50.7996504, 12.7035196 50.7990909, 12.7038021 50.7991673, 12.7042444 50.799287, 12.7043354 50.7992881)",,,,
31472026,Schillerstraße,residential,,False,False,155.673,"LINESTRING (12.7030979 50.7999273, 12.7029187 50.8002729, 12.7027635 50.8005724, 12.7024082 50.8012577)",,,4,
145163665,Conrad-Clauß-Straße,residential,50,False,False,202.306,"LINESTRING (12.7030979 50.7999273, 12.7037688 50.8001084, 12.7057479 50.8006379)",,,,
237921963,Schillerstraße,residential,50,False,False,72.64500000000001,"LINESTRING (12.7043354 50.7992881, 12.704396 50.7992508, 12.7045358 50.7990357, 12.704798 50.7987079)",,,,
"[23270920, 1123720625]",Immanuel-Kant-Straße,unclassified,50,False,False,191.838,"LINESTRING (12.7059421 50.7989755, 12.7059459 50.7990781, 12.7059918 50.7991984, 12.7060609 50.7993074, 12.7061368 50.7994001, 12.7061786 50.7994824, 12.7061894 50.7995323, 12.7057479 50.8006379)",,2,,
"[145163649, 145170126, 462432687]",Am Bahnhof,secondary,50,False,True,86.679,"LINESTRING (12.7059421 50.7989755, 12.7052765 50.7988789, 12.7050929 50.7988228, 12.704839 50.7987255, 12.704798 50.7987079)",S 252,"['2', '3']",,
"[1124630864, 1124630928, 145163648, 161613560]",Am Bahnhof,secondary,50,False,False,255.197,"LINESTRING (12.7059421 50.7989755, 12.7063219 50.7989933, 12.7065667 50.7990048, 12.7071405 50.7990402, 12.7076581 50.7990585, 12.7079757 50.7990289, 12.708339 50.7989808, 12.7087409 50.7989116, 12.7090416 50.7989002, 12.7092954 50.7989036, 12.7095359 50.7989364)",S 252,2,,
23270924,Weinkellerstraße,residential,20,True,False,95.469,"LINESTRING (12.7090873 50.800212, 12.7090699 50.8002521, 12.708881 50.8005799, 12.7087528 50.8008123, 12.7086176 50.8010172)",,,,
23271132,Dr.-Wilhelm-Külz-Platz,residential,20,False,False,95.352,"LINESTRING (12.7090873 50.800212, 12.7092544 50.8002675, 12.7094107 50.8002828, 12.7097026 50.8002886, 12.7099366 50.8002948, 12.7103233 50.8003486, 12.7104089 50.8003605)",,,,
"[1123834410, 23270925]",Weinkellerstraße,residential,20,False,False,145.354,"LINESTRING (12.7090873 50.800212, 12.7091832 50.7999945, 12.7092326 50.7998559, 12.7092458 50.7998189, 12.7093462 50.7995371, 12.7093866 50.7994093, 12.7094614 50.7991725, 12.7095359 50.7989364)",,,,
145163665,Conrad-Clauß-Straße,residential,50,False,True,98.735,"LINESTRING (12.7081155 50.8009508, 12.7070242 50.8008066, 12.7067403 50.8007691)",,,,
"[23271137, 23270953]","['An der Insel', 'Lungwitzer Straße']",residential,50,False,"[False, True]",257.697,"LINESTRING (12.712977 50.8012757, 12.713029 50.8013043, 12.7133151 50.8013605, 12.7134335 50.8013838, 12.7134866 50.8014012, 12.7135072 50.801431, 12.7135799 50.8016087, 12.7136188 50.8019916, 12.7135311 50.8026643, 12.7134501 50.8029704, 12.7133979 50.8031679, 12.7133762 50.8032041, 12.7132938 50.8033388)",,,,
23271139,An der Insel,tertiary,50,False,False,26.873999999999995,"LINESTRING (12.712977 50.8012757, 12.7128797 50.8012951, 12.7127928 50.8012831, 12.7127135 50.8012724, 12.7126039 50.8012644)",,,,
128468393,Lungwitzer Straße,tertiary,50,False,True,42.803,"LINESTRING (12.712977 50.8012757, 12.7130182 50.8012556, 12.713151 50.8011029, 12.7132951 50.8009502)",,,,
23271132,Dr.-Wilhelm-Külz-Platz,residential,20,False,True,95.352,"LINESTRING (12.7104089 50.8003605, 12.7103233 50.8003486, 12.7099366 50.8002948, 12.7097026 50.8002886, 12.7094107 50.8002828, 12.7092544 50.8002675, 12.7090873 50.800212)",,,,
"[23271133, 23271134]","['Herrmannstraße', 'Zillplatz']",residential,20,False,"[False, True]",213.66600000000003,"LINESTRING (12.7104089 50.8003605, 12.7111313 50.8004874, 12.7111825 50.8004866, 12.7115937 50.8005635, 12.7125836 50.800773, 12.7132263 50.800922, 12.7132951 50.8009502)",,,,
145163677,Schulstraße,residential,20,True,False,89.428,"LINESTRING (12.7104089 50.8003605, 12.7104761 50.8002096, 12.7104719 50.8001273, 12.7104551 50.7997989, 12.7104725 50.7996617, 12.7105024 50.7995646)",,,,
"[23271138, 748873262]",Breite Straße,tertiary,50,True,False,178.55,"LINESTRING (12.7126039 50.8012644, 12.7123754 50.8016504, 12.7121192 50.801978, 12.7120204 50.8020489, 12.7119871 50.8020729, 12.7118748 50.8021213, 12.7110698 50.8024684)",,1,,
23271139,An der Insel,tertiary,50,False,True,26.874000000000002,"LINESTRING (12.7126039 50.8012644, 12.7127135 50.8012724, 12.7127928 50.8012831, 12.7128797 50.8012951, 12.712977 50.8012757)",,,,
24739004,Pfarrhain,residential,20,True,False,188.19799999999998,"LINESTRING (12.7126039 50.8012644, 12.7125415 50.8012149, 12.7125255 50.8011947, 12.7125224 50.801115, 12.7124965 50.8010617, 12.7124269 50.8010349, 12.711726 50.8009432, 12.7115312 50.8009177, 12.7102144 50.8007931)",,,,
"[1123833266, 5080766]",Dresdner Straße,secondary,50,True,False,115.019,"LINESTRING (12.7096429 50.802319, 12.7090185 50.8023059, 12.7089583 50.8023025, 12.708638 50.8022697, 12.7080517 50.8021292)",S 245,1,,
"[275429521, 33177050]",Schulstraße,residential,20,True,False,175.39000000000001,"LINESTRING (12.7096429 50.802319, 12.7096644 50.8019811, 12.7096678 50.8019505, 12.7097114 50.801866, 12.7100352 50.8012382, 12.7100465 50.8012103, 12.7100692 50.8011538, 12.7100868 50.8011101, 12.7101953 50.8008405, 12.7102144 50.8007931)",,,"['4.4', '4.9']",
161720896,Schulstraße,residential,20,False,False,35.039,"LINESTRING (12.7105024 50.7995646, 12.7106307 50.7992601)",,,,
145163676,Schubertstraße,secondary,50,True,False,104.067,"LINESTRING (12.7106307 50.7992601, 12.7120695 50.7994813)",S 252,,,
161720896,Schulstraße,residential,20,False,True,35.039,"LINESTRING (12.7106307 50.7992601, 12.7105024 50.7995646)",,,,
275429521,Schulstraße,residential,20,True,False,50.093,"LINESTRING (12.7102144 50.8007931, 12.7102556 50.8007159, 12.7103502 50.8005387, 12.7103702 50.8004781, 12.7104089 50.8003605)",,,4.4,
145170002,Paul-Greifzu-Straße,secondary,50,False,False,51.141,"LINESTRING (12.7019202 50.8018888, 12.7020739 50.8017786, 12.7020951 50.8017634, 12.7023679 50.8015268)",S 245,2,,
32913576,Lichtensteiner Straße,residential,,False,False,24.519,"LINESTRING (12.7076291 50.8029271, 12.7077278 50.8031386)",,,4,
674977537,Lichtensteiner Straße,residential,50,False,False,26.802999999999997,"LINESTRING (12.7076291 50.8029271, 12.707615 50.8029459, 12.7075895 50.8029637, 12.7075507 50.8029782, 12.7075117 50.8029861, 12.7074608 50.8029928, 12.7072897 50.8030065)",,2,4,
"[1123843147, 31106517]",Lichtensteiner Straße,residential,50,False,True,273.57099999999997,"LINESTRING (12.7076291 50.8029271, 12.7076136 50.8029018, 12.7075969 50.8028804, 12.7075832 50.8028628, 12.7075651 50.8028444, 12.7075519 50.802831, 12.7075146 50.8028015, 12.7074782 50.8027781, 12.7074299 50.8027501, 12.707351 50.8027054, 12.7073097 50.8026852, 12.7071764 50.8026283, 12.7071324 50.8026144, 12.7069979 50.8025524, 12.7065143 50.8023188, 12.70635 50.802253, 12.7061501 50.8022412, 12.7059622 50.8022207, 12.705772 50.8022016, 12.7055626 50.8021846, 12.7055005 50.8021776, 12.7054155 50.8021729, 12.705174 50.8021427, 12.7050841 50.8021315, 12.7047591 50.8020764, 12.7044606 50.8019749, 12.704377 50.8019258, 12.7043705 50.801881, 12.7043864 50.8018414)",,,4,
235741075,Altmarkt,unclassified,50,False,False,34.112,"LINESTRING (12.7072897 50.8030065, 12.7077278 50.8031386)",,1,,yes
"[44334099, 249895059, 115129987, 5080765]","['Hinrich-Wichern-Straße', 'Altmarkt']",unclassified,"['50', '30']",False,True,175.28500000000003,"LINESTRING (12.7072897 50.8030065, 12.7070815 50.8029789, 12.7069724 50.8029644, 12.7066054 50.8029095, 12.7065318 50.8029048, 12.706472 50.8029044, 12.7064286 50.8029064, 12.7063879 50.8029116, 12.7063533 50.8029234, 12.70633 50.8029362, 12.7062731 50.803005, 12.7062638 50.8030349, 12.7062415 50.8031186, 12.7062202 50.8031294, 12.7061974 50.8031333, 12.7058606 50.8031167, 12.7056999 50.8031088, 12.7056088 50.8031074, 12.7054401 50.8031532, 12.7052889 50.8031981, 12.7052159 50.8032275, 12.7051145 50.8032684)",,,,yes
674977537,Lichtensteiner Straße,residential,50,False,True,26.803,"LINESTRING (12.7072897 50.8030065, 12.7074608 50.8029928, 12.7075117 50.8029861, 12.7075507 50.8029782, 12.7075895 50.8029637, 12.707615 50.8029459, 12.7076291 50.8029271)",,2,4,
26130087,Altmarkt,secondary,50,False,True,109.43400000000001,"LINESTRING (12.7065702 50.8018261, 12.7066821 50.8018473, 12.7068272 50.8018772, 12.7070773 50.8019288, 12.707302 50.8019751, 12.7074674 50.8020092, 12.7075516 50.8020266, 12.7078752 50.8020933, 12.7080517 50.8021292)",S 245,2,,
26130108,Friedrich-Engels-Straße,secondary,50,False,False,91.918,"LINESTRING (12.7065702 50.8018261, 12.7061334 50.801784, 12.7058892 50.8017679, 12.7055937 50.8017768, 12.7053794 50.8017865, 12.7052696 50.8017834)",S 245,2,,
31116606,Kunzegasse,residential,,False,False,122.25999999999999,"LINESTRING (12.7065702 50.8018261, 12.7066014 50.8017559, 12.7067285 50.80147, 12.7067816 50.8012175, 12.7067732 50.8011645, 12.7066439 50.8009864, 12.7067403 50.8007691)",,,3,destination
145163665,Conrad-Clauß-Straße,residential,50,False,True,71.253,"LINESTRING (12.7067403 50.8007691, 12.7057479 50.8006379)",,,,
31116606,Kunzegasse,residential,,False,True,122.26000000000002,"LINESTRING (12.7067403 50.8007691, 12.7066439 50.8009864, 12.7067732 50.8011645, 12.7067816 50.8012175, 12.7067285 50.80147, 12.7066014 50.8017559, 12.7065702 50.8018261)",,,3,destination
145163665,Conrad-Clauß-Straße,residential,50,False,False,98.735,"LINESTRING (12.7067403 50.8007691, 12.7070242 50.8008066, 12.7081155 50.8009508)",,,,
31472026,Schillerstraße,residential,,False,True,155.673,"LINESTRING (12.7024082 50.8012577, 12.7027635 50.8005724, 12.7029187 50.8002729, 12.7030979 50.7999273)",,,4,
"[249895059, 44334099, 115129987, 5080765]","['Altmarkt', 'Hinrich-Wichern-Straße']",unclassified,"['50', '30']",False,False,175.28500000000003,"LINESTRING (12.7051145 50.8032684, 12.7052159 50.8032275, 12.7052889 50.8031981, 12.7054401 50.8031532, 12.7056088 50.8031074, 12.7056999 50.8031088, 12.7058606 50.8031167, 12.7061974 50.8031333, 12.7062202 50.8031294, 12.7062415 50.8031186, 12.7062638 50.8030349, 12.7062731 50.803005, 12.70633 50.8029362, 12.7063533 50.8029234, 12.7063879 50.8029116, 12.7064286 50.8029064, 12.706472 50.8029044, 12.7065318 50.8029048, 12.7066054 50.8029095, 12.7069724 50.8029644, 12.7070815 50.8029789, 12.7072897 50.8030065)",,,,yes
44334099,Hinrich-Wichern-Straße,unclassified,50,False,True,226.181,"LINESTRING (12.7051145 50.8032684, 12.7050945 50.8032747, 12.7049919 50.8033058, 12.704715 50.803394, 12.70444 50.8034804, 12.703719 50.8036485, 12.7035651 50.8036747, 12.7023038 50.8038646, 12.7022534 50.8038972, 12.7022139 50.8039406, 12.7021789 50.8039926)",,,,
237539867,,living_street,,False,False,75.969,"LINESTRING (12.7051145 50.8032684, 12.7049759 50.8031395, 12.7041507 50.8030612)",,,,
237539867,,living_street,,False,True,29.916,"LINESTRING (12.7037297 50.8030213, 12.7041507 50.8030612)",,,,
32497309,Zur Schönen Aussicht,residential,,False,False,179.326,"LINESTRING (12.7009058 50.8040743, 12.7007889 50.8045088, 12.7006113 50.8050585, 12.7004487 50.8054814, 12.7003651 50.805649)",,,3,
114298699,Hinrich-Wichern-Straße,tertiary,50,False,False,91.24,"LINESTRING (12.7009058 50.8040743, 12.7013408 50.8040769, 12.701461 50.8040612, 12.7018161 50.8039847, 12.7019362 50.8039748, 12.7021789 50.8039926)",K 7317,2,,
32497309,Zur Schönen Aussicht,residential,,False,True,179.326,"LINESTRING (12.7003651 50.805649, 12.7004487 50.8054814, 12.7006113 50.8050585, 12.7007889 50.8045088, 12.7009058 50.8040743)",,,3,
32859719,Wettinstraße,residential,,False,False,83.981,"LINESTRING (12.7120695 50.7994813, 12.7119623 50.7997621, 12.7119028 50.7997928, 12.7117247 50.8001952)",,,,
145163676,Schubertstraße,secondary,50,True,False,140.111,"LINESTRING (12.7120695 50.7994813, 12.7127685 50.7996055, 12.7129367 50.7996357, 12.7137163 50.7997867, 12.7137734 50.7997978, 12.7139814 50.7998381)",S 252,,,
5080763,Bernhard-Anger-Straße,tertiary,50,False,False,102.99999999999999,"LINESTRING (12.705384 50.8043958, 12.704367 50.8043398, 12.7041106 50.8043194, 12.7039277 50.8042965)",K 7317,,,
51392509,An der Windmühle,residential,,False,False,132.534,"LINESTRING (12.705384 50.8043958, 12.7051634 50.8049188, 12.7047874 50.8055245)",,,3,
51392509,An der Windmühle,residential,,False,True,132.534,"LINESTRING (12.7047874 50.8055245, 12.7051634 50.8049188, 12.705384 50.8043958)",,,3,
"[5080763, 44964678]",Bernhard-Anger-Straße,tertiary,50,False,False,127.62400000000001,"LINESTRING (12.7039277 50.8042965, 12.7038366 50.8042778, 12.7035224 50.8042092, 12.7025888 50.8040773, 12.7022565 50.8040074, 12.7021789 50.8039926)",K 7317,,,
5080763,Bernhard-Anger-Straße,tertiary,50,False,True,103.0,"LINESTRING (12.7039277 50.8042965, 12.7041106 50.8043194, 12.704367 50.8043398, 12.705384 50.8043958)",K 7317,,,
48916273,Am Kirchenfeld,residential,,False,True,244.542,"LINESTRING (12.7039277 50.8042965, 12.7033947 50.8053371, 12.7032073 50.8057585, 12.7031567 50.8058722, 12.7030536 50.8061709, 12.7029714 50.8064092)",,,3,
48916273,Am Kirchenfeld,residential,,False,False,244.54199999999997,"LINESTRING (12.7029714 50.8064092, 12.7030536 50.8061709, 12.7031567 50.8058722, 12.7032073 50.8057585, 12.7033947 50.8053371, 12.7039277 50.8042965)",,,3,
114028632,Friedrich-Engels-Straße,secondary,50,True,False,33.619,"LINESTRING (12.7028143 50.801446, 12.7026647 50.80145, 12.7025375 50.8014602, 12.7024399 50.8014921, 12.7023679 50.8015268)",,1,,
133496145,Friedrich-Engels-Straße,secondary,50,False,False,36.375,"LINESTRING (12.7028143 50.801446, 12.7025616 50.8013669, 12.7024991 50.8013474, 12.70234 50.8013177)",S 245,2,,
