osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,access,junction
24681710,2,Hemmerichstraße,tertiary,30,False,False,93.50200000000001,"LINESTRING (10.081347 50.2003281, 10.0812687 50.2003838, 10.0812052 50.2005039, 10.081188 50.2006378, 10.0811277 50.2010554, 10.0811052 50.2011396)",,,,
"[76466553, 24681711]",,Kapellenstraße,residential,30,False,False,136.54600000000002,"LINESTRING (10.081347 50.2003281, 10.0810304 50.2002091, 10.080381 50.1999472, 10.0801962 50.1998769, 10.0799681 50.1997798, 10.0797222 50.1996757)",,,,
24679813,,Rosenstraße,residential,30,False,False,124.104,"LINESTRING (10.071232 50.1977194, 10.0711494 50.197857, 10.0707988 50.1982543, 10.0707141 50.1983303, 10.0705887 50.1983952, 10.0704405 50.1984387, 10.0702632 50.1984615, 10.0701138 50.198459)",,,,
1058370653,2,Schönbornstraße,unclassified,30,False,False,75.647,"LINESTRING (10.071232 50.1977194, 10.0714024 50.1977301, 10.0717049 50.1977491, 10.0719632 50.1977624, 10.0721247 50.1977707, 10.0722905 50.19778)",,,,
135592749,,Rosenstraße,residential,30,False,False,112.83899999999998,"LINESTRING (10.0693077 50.1983871, 10.0687172 50.1985801, 10.0685741 50.1986329, 10.0684664 50.1986748, 10.0682069 50.1988035, 10.0681745 50.1988232, 10.0680919 50.1988677, 10.0679841 50.1989346)",,,,
135592750,,Rosenstraße,residential,,False,True,57.949999999999996,"LINESTRING (10.0693077 50.1983871, 10.0699192 50.1984471, 10.0701138 50.198459)",,,,
24679819,,Boxbergerstraße,residential,30,False,False,320.23099999999994,"LINESTRING (10.0679841 50.1989346, 10.0687041 50.1993705, 10.0690224 50.1995624, 10.0696333 50.1998952, 10.0700647 50.2001359, 10.0702107 50.2002323, 10.0702909 50.2002932, 10.070381 50.2003695, 10.0704619 50.2004544, 10.0705088 50.2005421, 10.0705225 50.2006377, 10.0705208 50.2006944, 10.0705043 50.2007694, 10.0704543 50.2008399, 10.0703951 50.2008923, 10.0703212 50.2009503, 10.0701792 50.2010551)",,,,
135592749,,Rosenstraße,residential,30,False,True,112.839,"LINESTRING (10.0679841 50.1989346, 10.0680919 50.1988677, 10.0681745 50.1988232, 10.0682069 50.1988035, 10.0684664 50.1986748, 10.0685741 50.1986329, 10.0687172 50.1985801, 10.0693077 50.1983871)",,,,
24679819,,Boxbergerstraße,residential,30,False,True,95.469,"LINESTRING (10.0684755 50.2024382, 10.0686874 50.2021996, 10.0692185 50.2017246)",,,,
24679819,,Boxbergerstraße,residential,30,False,False,101.089,"LINESTRING (10.0701792 50.2010551, 10.0694356 50.2015666, 10.0692185 50.2017246)",,,,
24679819,,Boxbergerstraße,residential,30,False,True,320.231,"LINESTRING (10.0701792 50.2010551, 10.0703212 50.2009503, 10.0703951 50.2008923, 10.0704543 50.2008399, 10.0705043 50.2007694, 10.0705208 50.2006944, 10.0705225 50.2006377, 10.0705088 50.2005421, 10.0704619 50.2004544, 10.070381 50.2003695, 10.0702909 50.2002932, 10.0702107 50.2002323, 10.0700647 50.2001359, 10.0696333 50.1998952, 10.0690224 50.1995624, 10.0687041 50.1993705, 10.0679841 50.1989346)",,,,
24679819,,Boxbergerstraße,residential,30,False,False,95.469,"LINESTRING (10.0692185 50.2017246, 10.0686874 50.2021996, 10.0684755 50.2024382)",,,,
24679819,,Boxbergerstraße,residential,30,False,True,101.089,"LINESTRING (10.0692185 50.2017246, 10.0694356 50.2015666, 10.0701792 50.2010551)",,,,
24749180,,Bismarckstraße,residential,30,False,True,149.128,"LINESTRING (10.0726435 50.1964581, 10.072509 50.1969579, 10.0724544 50.1971573, 10.0723136 50.1976719, 10.0722905 50.19778)",6,,,
26516505,,Altenbergweg,residential,30,False,True,177.123,"LINESTRING (10.0726435 50.1964581, 10.0725427 50.1964482, 10.0722505 50.1964197, 10.0716917 50.1963652, 10.0712325 50.1963555, 10.0710672 50.1963677, 10.070865 50.1965663, 10.0707256 50.1967511, 10.0706334 50.196871)",,,,
"[24749177, 24749178, 131547487, 24681639]",,Ludwigstraße,unclassified,30,False,False,217.254,"LINESTRING (10.0722905 50.19778, 10.0723795 50.1977928, 10.0724707 50.1978172, 10.0725272 50.1978357, 10.0737228 50.1981537, 10.0737876 50.1981691, 10.0742309 50.1982845, 10.0747954 50.1984314, 10.0751168 50.198515)","['7', '6']",yes,,
24749180,,Bismarckstraße,residential,30,False,False,149.12800000000001,"LINESTRING (10.0722905 50.19778, 10.0723136 50.1976719, 10.0724544 50.1971573, 10.072509 50.1969579, 10.0726435 50.1964581)",6,,,
"[236040904, 197636373]",,Bismarckstraße,residential,30,False,True,155.36700000000002,"LINESTRING (10.0722905 50.19778, 10.072267 50.1979008, 10.0722551 50.1979375, 10.0722051 50.198156, 10.0721332 50.1984088, 10.0720871 50.1985933, 10.0720318 50.1988142, 10.0719951 50.1991631)",6,,,
1058370653,2,Schönbornstraße,unclassified,30,False,True,75.647,"LINESTRING (10.0722905 50.19778, 10.0721247 50.1977707, 10.0719632 50.1977624, 10.0717049 50.1977491, 10.0714024 50.1977301, 10.071232 50.1977194)",,,,
24743410,,Von-Hessing-Straße,living_street,,False,True,40.022,"LINESTRING (10.0788459 50.1998259, 10.0791027 50.1995764, 10.0791862 50.1995467)",5,,,
"[78314315, 24744276]",,Von-Hessing-Straße,"['living_street', 'residential']",30,True,False,116.79499999999999,"LINESTRING (10.0788459 50.1998259, 10.0787868 50.1998977, 10.0785842 50.2001603, 10.0784288 50.2004391, 10.078271 50.2006889, 10.0782678 50.2007475, 10.0782794 50.2007992)","['7', '5']",,,
24743475,,Schloßstraße,residential,30,True,False,17.042,"LINESTRING (10.0806309 50.1948635, 10.0805825 50.1947134)",4.5,,,
24743413,,Menzelstraße,residential,30,False,False,12.489,"LINESTRING (10.0806309 50.1948635, 10.0806864 50.1949104, 10.0807379 50.1949525)",,,no,
166467635,,Schloßstraße,residential,30,False,False,313.991,"LINESTRING (10.0806309 50.1948635, 10.0805884 50.1949492, 10.0804696 50.1951887, 10.0803879 50.1953276, 10.0802726 50.1954751, 10.0800672 50.1957039, 10.0799786 50.1957875, 10.0799346 50.195829, 10.0797677 50.1959541, 10.079602 50.1960471, 10.0793803 50.1961261, 10.0789234 50.1963055, 10.0784571 50.1964711, 10.0783342 50.1965066, 10.078159 50.1965553, 10.077977 50.1965879, 10.077813 50.1965879, 10.0775525 50.1965773)",6.7,,,
"[76232536, 24681643]",,Prinzregentenstraße,"['residential', 'living_street']",30,False,False,273.974,"LINESTRING (10.0807379 50.1949525, 10.0806179 50.1951765, 10.080549 50.1952986, 10.0805216 50.1953473, 10.0802413 50.1958663, 10.0801999 50.1959429, 10.0795408 50.1970737, 10.0794174 50.1972665)","['6', '8']",,,
24743412,,Menzelstraße,residential,30,False,False,330.851,"LINESTRING (10.0807379 50.1949525, 10.0811408 50.1954522, 10.0812047 50.1955334, 10.0812517 50.1955986, 10.0816638 50.196123, 10.0816598 50.1961619, 10.0811653 50.196785, 10.0805106 50.1976101)",,,,
24743413,,Menzelstraße,residential,30,False,True,12.489,"LINESTRING (10.0807379 50.1949525, 10.0806864 50.1949104, 10.0806309 50.1948635)",,,no,
131547487,,Ludwigstraße,unclassified,30,False,True,33.726,"LINESTRING (10.0755542 50.1986316, 10.0751168 50.198515)",7,,,
24681645,,Theresienstraße,residential,,False,False,162.405,"LINESTRING (10.0755542 50.1986316, 10.0752667 50.1989204, 10.0747943 50.1993949, 10.074328 50.1998633)",,,,
"[24748744, 24775241]",,"['Ludwigstraße', 'Am Kurgarten']",living_street,,False,False,109.86300000000001,"LINESTRING (10.0755542 50.1986316, 10.0762271 50.1987961, 10.0764378 50.1985191, 10.0764984 50.1983777, 10.0764953 50.1983055)",,,,
"[24681641, 24681645]",,"['Maxstraße', 'Theresienstraße']",residential,30,False,False,263.426,"LINESTRING (10.074328 50.1998633, 10.0741489 50.2000451, 10.0734039 50.2008012, 10.0739892 50.2010344, 10.0743816 50.2011905, 10.0744894 50.2012334, 10.0747824 50.201352, 10.075073 50.2014695)",,,,
24681645,,Theresienstraße,residential,,False,True,162.405,"LINESTRING (10.074328 50.1998633, 10.0747943 50.1993949, 10.0752667 50.1989204, 10.0755542 50.1986316)",,,,
24681647,,Bachstraße,residential,,True,False,146.256,"LINESTRING (10.074328 50.1998633, 10.0746721 50.2000245, 10.0749656 50.2001913, 10.0753905 50.200506, 10.0758177 50.2007069, 10.0758612 50.2007295)",,,,
"[24748745, 1152885710]",,Spitalgasse,living_street,,False,False,99.595,"LINESTRING (10.0758612 50.2007295, 10.0757603 50.2008213, 10.0752618 50.2012868, 10.0751941 50.2013501, 10.075073 50.2014695)",,,,
345686990,,Maxstraße,residential,30,False,True,48.25,"LINESTRING (10.0789269 50.2030624, 10.0785603 50.2029103, 10.078358 50.2028264)",,,,
24681706,,Erhardstraße,residential,30,False,True,28.509,"LINESTRING (10.0804934 50.2021366, 10.0803718 50.2020873, 10.0801698 50.201986)",,,,
24681710,2,Hemmerichstraße,tertiary,30,False,False,44.60099999999999,"LINESTRING (10.0809482 50.2013973, 10.0808366 50.2015694, 10.0807884 50.2016344, 10.0807218 50.2016946, 10.0806444 50.2017427)",,,,
24681710,2,Hemmerichstraße,tertiary,30,False,True,30.759,"LINESTRING (10.0809482 50.2013973, 10.0809941 50.2013181, 10.0811052 50.2011396)",,,,
24748742,,Hartmannstraße,residential,30,True,False,182.419,"LINESTRING (10.0809482 50.2013973, 10.0797543 50.2009976, 10.0790776 50.200771, 10.0789352 50.2009335, 10.0789111 50.2009615, 10.0788577 50.2010237)",,,,
24748893,,Maxstraße,tertiary,30,False,True,125.12899999999999,"LINESTRING (10.078358 50.2028264, 10.0778815 50.2026333, 10.0773283 50.202409, 10.0770018 50.2022792, 10.0768702 50.2022269)",,,,
345686990,,Maxstraße,residential,30,False,False,48.25,"LINESTRING (10.078358 50.2028264, 10.0785603 50.2029103, 10.0789269 50.2030624)",,,,
76466553,,Kapellenstraße,residential,30,False,False,41.677,"LINESTRING (10.0797222 50.1996757, 10.0795441 50.1996312, 10.0793282 50.1996104, 10.079249 50.1995867, 10.0791862 50.1995467)",,,,
"[76466553, 24681711]",,Kapellenstraße,residential,30,False,True,136.546,"LINESTRING (10.0797222 50.1996757, 10.0799681 50.1997798, 10.0801962 50.1998769, 10.080381 50.1999472, 10.0810304 50.2002091, 10.081347 50.2003281)",,,,
24743410,,Von-Hessing-Straße,living_street,,False,False,40.022,"LINESTRING (10.0791862 50.1995467, 10.0791027 50.1995764, 10.0788459 50.1998259)",5,,,
76466553,,Kapellenstraße,residential,30,False,True,41.677,"LINESTRING (10.0791862 50.1995467, 10.079249 50.1995867, 10.0793282 50.1996104, 10.0795441 50.1996312, 10.0797222 50.1996757)",,,,
"[166467634, 981012724]",,Kapellenstraße,residential,30,False,False,54.84400000000001,"LINESTRING (10.0791862 50.1995467, 10.0791611 50.1994943, 10.079171 50.1994415, 10.0792512 50.1993332, 10.0793214 50.1992447, 10.0793312 50.1992044, 10.0793033 50.199165, 10.0792317 50.1990969)",9,,,
"[24744273, 76232541]",,Martin-Luther-Straße,"['residential', 'living_street']",30,False,False,98.311,"LINESTRING (10.0792317 50.1990969, 10.0792013 50.1990712, 10.0790428 50.1989371, 10.0786776 50.198628, 10.0783815 50.1984004)","['5', '9']",,,
"[166467634, 981012724]",,Kapellenstraße,residential,30,False,True,54.844,"LINESTRING (10.0792317 50.1990969, 10.0793033 50.199165, 10.0793312 50.1992044, 10.0793214 50.1992447, 10.0792512 50.1993332, 10.079171 50.1994415, 10.0791611 50.1994943, 10.0791862 50.1995467)",9,,,
24681641,,Maxstraße,residential,30,False,False,153.174,"LINESTRING (10.075073 50.2014695, 10.0751926 50.2015153, 10.075854 50.2018059, 10.0763485 50.2020121, 10.076447 50.2020532, 10.0767611 50.2021821, 10.0768702 50.2022269)",,,,
"[24681641, 24681645]",,"['Maxstraße', 'Theresienstraße']",residential,30,False,True,263.42600000000004,"LINESTRING (10.075073 50.2014695, 10.0747824 50.201352, 10.0744894 50.2012334, 10.0743816 50.2011905, 10.0739892 50.2010344, 10.0734039 50.2008012, 10.0741489 50.2000451, 10.074328 50.1998633)",,,,
"[24748745, 1152885710]",,Spitalgasse,living_street,,False,True,99.595,"LINESTRING (10.075073 50.2014695, 10.0751941 50.2013501, 10.0752618 50.2012868, 10.0757603 50.2008213, 10.0758612 50.2007295)",,,,
24681706,,Erhardstraße,residential,30,False,False,28.509,"LINESTRING (10.0801698 50.201986, 10.0803718 50.2020873, 10.0804934 50.2021366)",,,,
576465375,,Hemmerichstraße,tertiary,30,False,True,43.387,"LINESTRING (10.0801698 50.201986, 10.0803872 50.2018921, 10.0806444 50.2017427)",,,,
