osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,width,tunnel,junction,est_width
"[48001602, 419047994]",False,,Ludwig-Herr-Straße,residential,40,True,93.035,2,"LINESTRING (9.1914423 48.8592413, 9.1914914 48.859092, 9.191528 48.858979, 9.1916446 48.858517, 9.1916667 48.858418)",,,,
22870101,False,,Richthofenallee,residential,30,False,70.834,,"LINESTRING (9.192274 48.859352, 9.1932361 48.8594237)",,,,
22870101,False,,Richthofenallee,residential,30,True,62.077,,"LINESTRING (9.192274 48.859352, 9.1914423 48.8592413)",,,,
22877134,False,,Kochstraße,residential,30,False,177.17000000000002,,"LINESTRING (9.192274 48.859352, 9.1921901 48.859866, 9.192133 48.8602159, 9.1921153 48.8603244, 9.1920639 48.8609388)",,,,
22870101,False,,Richthofenallee,residential,30,False,64.284,,"LINESTRING (9.1932361 48.8594237, 9.1941112 48.8594761)",,,,
22870101,False,,Richthofenallee,residential,30,True,70.834,,"LINESTRING (9.1932361 48.8594237, 9.192274 48.859352)",,,,
22870118,False,,Dinkelgarbe,residential,30,True,165.80700000000002,,"LINESTRING (9.1932361 48.8594237, 9.1930843 48.8601615, 9.1929792 48.8609049)",,,,
22870101,False,,Richthofenallee,residential,30,True,64.284,,"LINESTRING (9.1941112 48.8594761, 9.1932361 48.8594237)",,,,
22948540,False,,Im Weizen,residential,30,False,157.323,,"LINESTRING (9.1941112 48.8594761, 9.1939501 48.8601711, 9.1938246 48.8608781)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,58.634,2,"LINESTRING (9.1929792 48.8609049, 9.1921792 48.8609373)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,9.752,2,"LINESTRING (9.1929792 48.8609049, 9.1931122 48.860899)",,,,
22870118,False,,Dinkelgarbe,residential,30,False,165.80700000000002,,"LINESTRING (9.1929792 48.8609049, 9.1930843 48.8601615, 9.1932361 48.8594237)",,,,
22950557,False,,Bergstraße,residential,30,False,85.119,,"LINESTRING (9.1935514 48.8654816, 9.1932594 48.8647406)",,,,
22950557,False,,Bergstraße,residential,30,True,3.837,,"LINESTRING (9.1935514 48.8654816, 9.1935571 48.8655159)",,,,
22950557,False,,Bergstraße,residential,30,True,85.119,,"LINESTRING (9.1932594 48.8647406, 9.1935514 48.8654816)",,,,
22877128,False,,Mühlhäuser Straße,residential,30,False,90.62400000000001,,"LINESTRING (9.1932594 48.8647406, 9.1933844 48.8646382, 9.1939174 48.8642298, 9.1940171 48.864129, 9.1940388 48.8641083)",,,,
22950552,False,,Mühlhäuser Straße,residential,30,False,217.68,,"LINESTRING (9.1932594 48.8647406, 9.1927567 48.8650001, 9.1923488 48.865139, 9.1922249 48.8651728, 9.1920106 48.8652308, 9.1919731 48.865241, 9.1914166 48.865373, 9.1906539 48.8654898, 9.1905712 48.8655225)",,,,
22815845,False,K 1691,Pfarrer-Hahn-Straße,secondary,30,True,10.2,3,"LINESTRING (9.1905712 48.8655225, 9.1905323 48.8654892, 9.1904648 48.8654668)",,,,
22950552,False,,Mühlhäuser Straße,residential,30,True,217.67999999999998,,"LINESTRING (9.1905712 48.8655225, 9.1906539 48.8654898, 9.1914166 48.865373, 9.1919731 48.865241, 9.1920106 48.8652308, 9.1922249 48.8651728, 9.1923488 48.865139, 9.1927567 48.8650001, 9.1932594 48.8647406)",,,,
22877132,False,,Kochstraße,residential,30,False,69.685,,"LINESTRING (9.1919006 48.864029, 9.1920007 48.863533, 9.1920264 48.8634078)",,,,
22950541,False,,Im Wiesengrund,residential,30,False,155.90599999999998,,"LINESTRING (9.1919006 48.864029, 9.1924931 48.8640549, 9.1929694 48.8640472, 9.1933441 48.8640201, 9.1937151 48.8639778, 9.1938673 48.8639849, 9.1939647 48.8640116, 9.1940083 48.864027)",,,,
22950541,False,,Im Wiesengrund,residential,30,True,120.845,,"LINESTRING (9.1919006 48.864029, 9.1903934 48.863956, 9.1902535 48.8639662)",,,,
22950530,False,,Lammstraße,residential,30,True,19.893,,"LINESTRING (9.1902535 48.8639662, 9.1902312 48.8637879)",,,,
639199863,False,,Lammstraße,residential,30,False,42.703,,"LINESTRING (9.1902535 48.8639662, 9.1903325 48.8643467)",,,,
22950541,False,,Im Wiesengrund,residential,30,False,120.845,,"LINESTRING (9.1902535 48.8639662, 9.1903934 48.863956, 9.1919006 48.864029)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,48.055,2,"LINESTRING (9.1920639 48.8609388, 9.1914078 48.8609602)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,8.436,2,"LINESTRING (9.1920639 48.8609388, 9.1921792 48.8609373)",,,,
22877134,False,,Kochstraße,residential,30,True,177.17,,"LINESTRING (9.1920639 48.8609388, 9.1921153 48.8603244, 9.192133 48.8602159, 9.1921901 48.859866, 9.192274 48.859352)",,,,
22877949,False,,Mörikestraße,residential,30,False,73.489,,"LINESTRING (9.1846843 48.8601017, 9.1847227 48.8604148, 9.1847476 48.8607612)",,,,
13884127,True,,Güterbahnhofstraße,residential,20,False,155.77,,"LINESTRING (9.1814168 48.8632062, 9.1814427 48.8634694, 9.1815228 48.863753, 9.1816895 48.8642264, 9.181809 48.8645805)",3.5,,,
47669052,False,,Karlstraße,residential,30,False,52.196,,"LINESTRING (9.1814168 48.8632062, 9.181348 48.8632027, 9.1810963 48.8631777, 9.1807104 48.8631407)",,,,
"[47914952, 47669052]",False,,Karlstraße,residential,30,True,100.196,,"LINESTRING (9.1814168 48.8632062, 9.1814893 48.8632056, 9.1815752 48.8632049, 9.1818203 48.8631957, 9.1823688 48.863175, 9.1827845 48.8631589)",,,,
22902319,False,,Alexanderstraße,residential,30,False,72.469,,"LINESTRING (9.1867793 48.8614627, 9.1868763 48.8621113)",,,,
22996659,False,,Zeppelinstraße,residential,50,True,10.442,2,"LINESTRING (9.1867793 48.8614627, 9.1866924 48.8613882)",,,,
"[20598848, 1017300241]",True,,Zeppelinstraße,tertiary,50,False,78.505,,"LINESTRING (9.1867793 48.8614627, 9.1859372 48.8615708, 9.1858648 48.8615615, 9.1857394 48.8615185)",,,,
22877140,False,,Schützenstraße,residential,30,False,28.877,,"LINESTRING (9.1885498 48.8606191, 9.1885498 48.8603594)",,,,
22877140,False,,Schützenstraße,residential,30,True,58.483,,"LINESTRING (9.1885498 48.8606191, 9.1887157 48.8611336)",,,,
22966929,False,,Danneckerstraße,residential,30,True,143.32,,"LINESTRING (9.1885498 48.8606191, 9.18661 48.8607998)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,False,69.961,,"LINESTRING (9.1831897 48.8581873, 9.1829056 48.8576255, 9.1828878 48.8575903)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,True,68.393,,"LINESTRING (9.1831897 48.8581873, 9.1834048 48.8586906, 9.1834428 48.8587794)",,,,
"[22902330, 1242489188]",False,,Anton-Bruckner-Weg,living_street,,False,89.622,,"LINESTRING (9.1831897 48.8581873, 9.1830404 48.8582171, 9.1820557 48.8584141, 9.1820176 48.8584217)",5.8,,,
22902336,False,,Wolfgang-Amadeus-Mozart-Straße,living_street,,False,71.798,,"LINESTRING (9.181164 48.8586108, 9.1811005 48.8584761, 9.1810243 48.8583148, 9.1809482 48.8581534, 9.1809505 48.8581245, 9.180974 48.8580711, 9.1809823 48.8580161, 9.1809767 48.8579894)",,,,
22902336,False,,Wolfgang-Amadeus-Mozart-Straße,living_street,,True,62.218,,"LINESTRING (9.181164 48.8586108, 9.1811804 48.8586456, 9.1812216 48.8587329, 9.1812913 48.8588807, 9.1814161 48.8591452)",,,,
"[1242489188, 1242489189]",False,,Anton-Bruckner-Weg,living_street,,True,65.892,,"LINESTRING (9.181164 48.8586108, 9.1819775 48.8584306, 9.1820176 48.8584217)",5.8,,,
22868918,False,,Karl-Joos-Straße,residential,30,True,68.817,,"LINESTRING (9.1825102 48.8569617, 9.1828328 48.8575118, 9.1828488 48.8575391)",,,,
95398216,False,,Friedrichstraße,residential,30,True,51.469,,"LINESTRING (9.1823942 48.8589884, 9.1824181 48.859451)",5,,,
"[481235133, 22948455]",False,,Joseph-Haydn-Straße,living_street,,True,114.287,,"LINESTRING (9.1823942 48.8589884, 9.1823132 48.8590038, 9.1814608 48.8591706, 9.1813716 48.8592112, 9.1813191 48.859271, 9.1812963 48.8593329, 9.1813087 48.8594679, 9.1813151 48.8595156)",,,,
490520141,False,,Blücherstraße,living_street,,False,80.175,,"LINESTRING (9.1823942 48.8589884, 9.1833214 48.8588009, 9.1834062 48.8587837, 9.1834428 48.8587794)",,,,
48038141,False,,Stuttgarter Straße,secondary,40,True,252.133,2,"LINESTRING (9.1854849 48.8592574, 9.1854981 48.8593617, 9.1855024 48.8594017, 9.1855396 48.8596343, 9.1855587 48.8597624, 9.1855654 48.8598315, 9.1855897 48.8600835, 9.1856088 48.8602818, 9.1856196 48.8603931, 9.1856337 48.8605394, 9.185724 48.8613621, 9.1857394 48.8615185)",,,,
"[446528640, 446528642, 446528637]",False,,Stuttgarter Straße,secondary,40,False,179.76,"['2', '3']","LINESTRING (9.1854849 48.8592574, 9.1854673 48.8591186, 9.1854635 48.8590893, 9.1854353 48.8588823, 9.1854127 48.8586921, 9.18539 48.8584552, 9.1853486 48.8581231, 9.1852956 48.8576997, 9.1852885 48.857646)",,,,
"[22948478, 446534063]",False,,Jakob-Sigle-Platz,residential,30,True,67.805,,"LINESTRING (9.1854849 48.8592574, 9.1853363 48.8592651, 9.1852943 48.8592674, 9.1852194 48.859272, 9.1845615 48.8593099)",,,,
22948520,False,,Hohenstauffenallee,residential,30,True,92.62100000000001,,"LINESTRING (9.1904031 48.8584581, 9.1905764 48.8584437, 9.1911685 48.8584217, 9.1915247 48.8584161, 9.1915818 48.8584169, 9.1916667 48.858418)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,13.47,2,"LINESTRING (9.1938246 48.8608781, 9.1940086 48.8608736)",,,,
22948540,False,,Im Weizen,residential,30,True,157.323,,"LINESTRING (9.1938246 48.8608781, 9.1939501 48.8601711, 9.1941112 48.8594761)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,52.17,2,"LINESTRING (9.1938246 48.8608781, 9.1934837 48.8608907, 9.1931122 48.860899)",,,,
638858194,True,L 1143,Bahnhofstraße,residential,20,False,80.569,,"LINESTRING (9.1828969 48.8644673, 9.1828303 48.8644734, 9.181809 48.8645805)",,,,
22950530,False,,Lammstraße,residential,30,False,39.251999999999995,,"LINESTRING (9.1902357 48.863435, 9.1902306 48.8634937, 9.1902312 48.8637879)",,,,
22950530,False,,Lammstraße,residential,30,True,58.185,,"LINESTRING (9.1902357 48.863435, 9.1902618 48.863112, 9.1902646 48.8630934, 9.1902797 48.8629929, 9.1902949 48.8629134)",,,,
22960547,False,,Amselweg,residential,30,False,90.566,,"LINESTRING (9.1902357 48.863435, 9.1903451 48.8634364, 9.1914691 48.8635038)",4.5,,,
638785584,False,,Stuttgarter Straße,secondary,50,False,10.318,3,"LINESTRING (9.1856108 48.8641397, 9.1855996 48.8642322)",,,,
"[638785585, 419048020, 20598846]",False,,Stuttgarter Straße,secondary,"['50', '40']",False,121.52,"['2', '3']","LINESTRING (9.1856108 48.8641397, 9.1856191 48.8640726, 9.1856258 48.8640196, 9.1856446 48.8638828, 9.1856593 48.8637761, 9.1857159 48.863417, 9.1857475 48.8631656, 9.1857648 48.8630516)",,,,
"[639297800, 638793001, 22960442, 22960428]",True,,"['Badstraße', 'Bachstraße']",residential,30,False,181.81100000000004,,"LINESTRING (9.1856108 48.8641397, 9.1857586 48.8641467, 9.1857934 48.8641475, 9.1859222 48.8641489, 9.1860804 48.864151, 9.1865971 48.8641482, 9.1867854 48.8641472, 9.1869069 48.8641472, 9.1870097 48.8641499, 9.1875489 48.8641642, 9.187647 48.8641665, 9.1877226 48.864181, 9.1877945 48.8642118, 9.1878402 48.8642476, 9.1878683 48.8642978, 9.1878787 48.8643839)",5.5,,,
419047993,False,K 1691,Lange Straße,secondary,30,False,49.515,2,"LINESTRING (9.1897937 48.8654094, 9.1899972 48.8654239, 9.1901211 48.8654327, 9.1902891 48.8654485, 9.1904648 48.8654668)",,,,
419047993,False,K 1691,Lange Straße,secondary,30,True,126.448,2,"LINESTRING (9.1897937 48.8654094, 9.1889622 48.8653457, 9.1885966 48.8653166, 9.1885867 48.8653158, 9.1881844 48.8652944, 9.1880751 48.8652883)",,,,
22950557,False,,Bergstraße,residential,30,False,3.837,,"LINESTRING (9.1935571 48.8655159, 9.1935514 48.8654816)",,,,
22960522,False,,Dorfwiesenstraße,residential,30,False,179.541,,"LINESTRING (9.1878787 48.8643839, 9.1887 48.8643707, 9.1903325 48.8643467)",,,,
639200752,False,,Bachstraße,residential,30,False,99.953,,"LINESTRING (9.1878787 48.8643839, 9.1878947 48.8647005, 9.1879241 48.8652823)",,,,
639199863,False,,Lammstraße,residential,30,True,42.703,,"LINESTRING (9.1903325 48.8643467, 9.1902535 48.8639662)",,,,
703130325,False,,Lammstraße,residential,30,False,37.569,,"LINESTRING (9.1903325 48.8643467, 9.1903993 48.8646817)",,,,
22960522,False,,Dorfwiesenstraße,residential,30,True,179.541,,"LINESTRING (9.1903325 48.8643467, 9.1887 48.8643707, 9.1878787 48.8643839)",,,,
703130325,False,,Lammstraße,residential,30,True,37.569,,"LINESTRING (9.1903993 48.8646817, 9.1903325 48.8643467)",,,,
22960524,False,,Lammstraße,residential,,False,69.112,,"LINESTRING (9.1903993 48.8646817, 9.190498 48.8646795, 9.191344 48.8646859)",,,,
120077355,False,,Lammstraße,residential,30,False,87.80799999999999,,"LINESTRING (9.1903993 48.8646817, 9.1904602 48.8651115, 9.1904649 48.8651413, 9.190494 48.8653456, 9.1904794 48.8654242, 9.1904648 48.8654668)",,,,
22960524,False,,Lammstraße,residential,,True,69.112,,"LINESTRING (9.191344 48.8646859, 9.190498 48.8646795, 9.1903993 48.8646817)",,,,
22960547,False,,Amselweg,residential,30,True,90.566,,"LINESTRING (9.1914691 48.8635038, 9.1903451 48.8634364, 9.1902357 48.863435)",4.5,,,
22950530,False,,Lammstraße,residential,30,False,58.185,,"LINESTRING (9.1902949 48.8629134, 9.1902797 48.8629929, 9.1902646 48.8630934, 9.1902618 48.863112, 9.1902357 48.863435)",,,,
22950530,False,,Lammstraße,residential,30,True,57.899,,"LINESTRING (9.1902949 48.8629134, 9.1903907 48.86248, 9.1904239 48.8624002)",,,,
465948865,False,,Finkenweg,residential,30,False,95.11,,"LINESTRING (9.1902949 48.8629134, 9.1913282 48.8629269, 9.1915732 48.8629962)",,,,
465948865,False,,Finkenweg,residential,30,True,95.11,,"LINESTRING (9.1915732 48.8629962, 9.1913282 48.8629269, 9.1902949 48.8629134)",,,,
22877132,False,,Kochstraße,residential,30,False,70.191,,"LINESTRING (9.1920264 48.8634078, 9.192089 48.863032, 9.1921579 48.8627829)",,,,
22877132,False,,Kochstraße,residential,30,True,69.685,,"LINESTRING (9.1920264 48.8634078, 9.1920007 48.863533, 9.1919006 48.864029)",,,,
22877132,False,,Kochstraße,residential,30,False,61.604,,"LINESTRING (9.1921579 48.8627829, 9.1923004 48.8623327, 9.1923218 48.8622396)",,,,
22877132,False,,Kochstraße,residential,30,True,70.191,,"LINESTRING (9.1921579 48.8627829, 9.192089 48.863032, 9.1920264 48.8634078)",,,,
"[22966915, 22877140]",False,,"['Schützenstraße', 'Parkstraße']",residential,30,True,239.309,,"LINESTRING (9.1912347 48.8598471, 9.188567 48.8597668, 9.1885392 48.8601616)",,,,
48001602,False,,Ludwig-Herr-Straße,residential,40,False,58.977000000000004,2,"LINESTRING (9.1912347 48.8598471, 9.1911427 48.8601281, 9.1910649 48.8603656)",,,,
48001602,False,,Ludwig-Herr-Straße,residential,40,True,69.1,2,"LINESTRING (9.1912347 48.8598471, 9.1912546 48.8597853, 9.1913489 48.8594927, 9.19142 48.8593287, 9.1914423 48.8592413)",,,,
22877140,False,,Schützenstraße,residential,30,False,22.008,,"LINESTRING (9.1885498 48.8603594, 9.1885392 48.8601616)",,,,
22877140,False,,Schützenstraße,residential,30,True,28.877,,"LINESTRING (9.1885498 48.8603594, 9.1885498 48.8606191)",,,,
22966916,False,,Rosenstraße,residential,30,False,184.014,,"LINESTRING (9.1885498 48.8603594, 9.1909768 48.8603608, 9.1910649 48.8603656)",,,,
22966916,False,,Rosenstraße,residential,30,True,184.014,,"LINESTRING (9.1910649 48.8603656, 9.1909768 48.8603608, 9.1885498 48.8603594)",,,,
"[48001602, 703115666]",False,,Ludwig-Herr-Straße,residential,"['50', '40']",False,69.02499999999999,"['2', '3']","LINESTRING (9.1910649 48.8603656, 9.1910185 48.8605715, 9.1909446 48.860831, 9.1909325 48.860869, 9.190901 48.8609768)",,,,
48001602,False,,Ludwig-Herr-Straße,residential,40,True,58.977000000000004,2,"LINESTRING (9.1910649 48.8603656, 9.1911427 48.8601281, 9.1912347 48.8598471)",,,,
22877140,False,,Schützenstraße,residential,30,True,22.008,,"LINESTRING (9.1885392 48.8601616, 9.1885498 48.8603594)",,,,
"[22966915, 22877140]",False,,"['Schützenstraße', 'Parkstraße']",residential,30,False,239.309,,"LINESTRING (9.1885392 48.8601616, 9.188567 48.8597668, 9.1912347 48.8598471)",,,,
"[22966924, 22966926]",False,,"['Alexanderstraße', 'Kantstraße']",residential,30,True,214.55799999999996,,"LINESTRING (9.1885392 48.8601616, 9.1878218 48.8601652, 9.1865391 48.8601882, 9.1865456 48.8602446, 9.18661 48.8607998)",,,,
22966924,False,,Alexanderstraße,residential,30,True,65.704,,"LINESTRING (9.18661 48.8607998, 9.1866924 48.8613882)",,,,
22966929,False,,Danneckerstraße,residential,30,False,143.32,,"LINESTRING (9.18661 48.8607998, 9.1885498 48.8606191)",,,,
"[22966924, 22966926]",False,,"['Alexanderstraße', 'Kantstraße']",residential,30,False,214.558,,"LINESTRING (9.18661 48.8607998, 9.1865456 48.8602446, 9.1865391 48.8601882, 9.1878218 48.8601652, 9.1885392 48.8601616)",,,,
22902319,False,,Alexanderstraße,residential,30,False,81.747,,"LINESTRING (9.1868763 48.8621113, 9.1869493 48.8628449)",,,,
22902319,False,,Alexanderstraße,residential,30,True,72.469,,"LINESTRING (9.1868763 48.8621113, 9.1867793 48.8614627)",,,,
22967031,False,,Oststraße,residential,30,False,145.092,,"LINESTRING (9.1868763 48.8621113, 9.1888307 48.8618889)",,,,
22967031,False,,Oststraße,residential,30,True,145.092,,"LINESTRING (9.1888307 48.8618889, 9.1868763 48.8621113)",,,,
175879736,False,,Schützenstraße,residential,30,True,67.097,,"LINESTRING (9.1888307 48.8618889, 9.1889057 48.8624903)",,,,
22967031,False,,Oststraße,residential,30,False,131.029,,"LINESTRING (9.1888307 48.8618889, 9.1898105 48.8617742, 9.1905235 48.8617918, 9.1906053 48.8617987)",,,,
175879736,False,,Schützenstraße,residential,30,False,74.29899999999999,,"LINESTRING (9.1888307 48.8618889, 9.1887538 48.8612753, 9.1887391 48.8612237)",,,,
22967031,False,,Oststraße,residential,30,True,131.029,,"LINESTRING (9.1906053 48.8617987, 9.1905235 48.8617918, 9.1898105 48.8617742, 9.1888307 48.8618889)",,,,
703115667,False,,Ludwig-Herr-Straße,residential,30,False,68.207,,"LINESTRING (9.1906053 48.8617987, 9.1904457 48.8623, 9.1904239 48.8624002)",,,,
"[638862560, 703115667]",False,,Ludwig-Herr-Straße,residential,30,True,93.94,3,"LINESTRING (9.1906053 48.8617987, 9.1906978 48.8615086, 9.1907528 48.8613613, 9.1908185 48.8612034, 9.1908262 48.8611821, 9.1908402 48.8611438, 9.190901 48.8609768)",,,,
22976806,False,,Blücherstraße,residential,30,False,32.661,,"LINESTRING (9.1840757 48.8587159, 9.1845204 48.8586899)",,,,
22976806,False,,Blücherstraße,residential,30,True,46.836,,"LINESTRING (9.1840757 48.8587159, 9.1834428 48.8587794)",,,,
53507710,False,,Mittelfeldstraße,residential,30,True,151.40300000000002,,"LINESTRING (9.1840757 48.8587159, 9.1839047 48.8580782, 9.183678 48.8573799)",,,,
22976806,False,,Blücherstraße,residential,30,True,32.661,,"LINESTRING (9.1845204 48.8586899, 9.1840757 48.8587159)",,,,
22976810,False,,Jägerstraße,residential,30,False,69.006,,"LINESTRING (9.1845204 48.8586899, 9.1845615 48.8593099)",,,,
22976810,False,,Jägerstraße,residential,30,True,152.637,,"LINESTRING (9.1845204 48.8586899, 9.184442 48.858248, 9.1842974 48.8573251)",,,,
22976810,False,,Jägerstraße,residential,30,True,41.264,,"LINESTRING (9.1842974 48.8573251, 9.1841931 48.8569604)",,,,
22976810,False,,Jägerstraße,residential,30,False,152.637,,"LINESTRING (9.1842974 48.8573251, 9.184442 48.858248, 9.1845204 48.8586899)",,,,
22976840,False,,Gerokstraße,residential,30,False,45.745000000000005,,"LINESTRING (9.1842974 48.8573251, 9.1838998 48.857354, 9.183678 48.8573799)",,,,
"[22976840, 1017021856]",False,,Gerokstraße,residential,30,True,69.292,,"LINESTRING (9.1842974 48.8573251, 9.1850674 48.8572636, 9.1851043 48.8572619, 9.1852383 48.8572543)",,,,
22976810,False,,Jägerstraße,residential,30,True,69.006,,"LINESTRING (9.1845615 48.8593099, 9.1845204 48.8586899)",,,,
"[22948478, 446534063]",False,,Jakob-Sigle-Platz,residential,30,False,67.80499999999999,,"LINESTRING (9.1845615 48.8593099, 9.1852194 48.859272, 9.1852943 48.8592674, 9.1853363 48.8592651, 9.1854849 48.8592574)",,,,
22948478,False,,Jakob-Sigle-Platz,residential,30,True,66.11,,"LINESTRING (9.1845615 48.8593099, 9.1845478 48.8593161, 9.183869 48.8593562, 9.1836643 48.8593684)",,,,
"[446528632, 446528633, 446528635]",False,,Stuttgarter Straße,secondary,40,True,43.712,"['2', '3']","LINESTRING (9.1852383 48.8572543, 9.185244 48.8572867, 9.1852709 48.8574942, 9.1852885 48.857646)",,,,
"[1017021856, 22976840]",False,,Gerokstraße,residential,30,False,69.292,,"LINESTRING (9.1852383 48.8572543, 9.1851043 48.8572619, 9.1850674 48.8572636, 9.1842974 48.8573251)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,True,6.368,,"LINESTRING (9.1828488 48.8575391, 9.1828878 48.8575903)",,,,
22976840,False,,Gerokstraße,residential,30,True,53.51,,"LINESTRING (9.1828488 48.8575391, 9.1835468 48.8573953)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,False,68.817,,"LINESTRING (9.1828488 48.8575391, 9.1828328 48.8575118, 9.1825102 48.8569617)",,,,
396575570,True,,Im Rosenhag,residential,30,False,33.989,,"LINESTRING (9.184648 48.8568983, 9.1841931 48.8569604)",,,,2.3
22976810,False,,Jägerstraße,residential,30,False,41.264,,"LINESTRING (9.1841931 48.8569604, 9.1842974 48.8573251)",,,,
22977070,False,,Neuffenstraße,residential,30,False,63.321,,"LINESTRING (9.1890769 48.8570621, 9.1890052 48.8576296)",,,,
22977070,False,,Neuffenstraße,residential,30,True,63.321,,"LINESTRING (9.1890052 48.8576296, 9.1890769 48.8570621)",,,,
22870086,False,,Rechbergstraße,residential,30,False,73.143,,"LINESTRING (9.1890052 48.8576296, 9.1891901 48.8576451, 9.1900004 48.8576917)",,,,
22870086,False,,Rechbergstraße,residential,30,True,88.168,,"LINESTRING (9.1890052 48.8576296, 9.1885541 48.8576074, 9.1883373 48.8575984, 9.1880237 48.8575854, 9.1878027 48.8575771)",,,,
22870086,False,,Rechbergstraße,residential,30,True,71.96,,"LINESTRING (9.1878027 48.8575771, 9.1868191 48.8575795)",,,,
22977093,False,,Teckstraße,residential,30,False,55.302,,"LINESTRING (9.1878027 48.8575771, 9.1877515 48.8570809)",,,,
22870086,False,,Rechbergstraße,residential,30,False,88.168,,"LINESTRING (9.1878027 48.8575771, 9.1880237 48.8575854, 9.1883373 48.8575984, 9.1885541 48.8576074, 9.1890052 48.8576296)",,,,
22977093,False,,Teckstraße,residential,30,True,55.302,,"LINESTRING (9.1877515 48.8570809, 9.1878027 48.8575771)",,,,
22977112,True,,Stuifenstraße,residential,30,False,97.27,,"LINESTRING (9.1877515 48.8570809, 9.1884159 48.8570545, 9.1887523 48.8570382, 9.1890769 48.8570621)",,,,
22902336,False,,Wolfgang-Amadeus-Mozart-Straße,living_street,,True,71.798,,"LINESTRING (9.1809767 48.8579894, 9.1809823 48.8580161, 9.180974 48.8580711, 9.1809505 48.8581245, 9.1809482 48.8581534, 9.1810243 48.8583148, 9.1811005 48.8584761, 9.181164 48.8586108)",,,,
22985101,False,,Johannes-Brahms-Straße,living_street,,True,152.241,,"LINESTRING (9.1809767 48.8579894, 9.1812582 48.8579308, 9.1813396 48.8578464, 9.1816762 48.857776, 9.1817312 48.8577641, 9.1818987 48.8578074, 9.1827554 48.857617, 9.1828878 48.8575903)",,,,
22902336,False,,Wolfgang-Amadeus-Mozart-Straße,living_street,,False,62.218,,"LINESTRING (9.1814161 48.8591452, 9.1812913 48.8588807, 9.1812216 48.8587329, 9.1811804 48.8586456, 9.181164 48.8586108)",,,,
22950541,False,,Im Wiesengrund,residential,30,True,155.906,,"LINESTRING (9.1940083 48.864027, 9.1939647 48.8640116, 9.1938673 48.8639849, 9.1937151 48.8639778, 9.1933441 48.8640201, 9.1929694 48.8640472, 9.1924931 48.8640549, 9.1919006 48.864029)",,,,
22985743,True,,Mühlhäuser Straße,residential,30,False,10.313,,"LINESTRING (9.1940083 48.864027, 9.194031 48.8640093, 9.1940621 48.8639984, 9.1940972 48.8639959, 9.1941311 48.8640022)",,,roundabout,
22985743,True,,Mühlhäuser Straße,residential,30,False,10.672,,"LINESTRING (9.1941311 48.8640022, 9.1941599 48.8640169, 9.1941779 48.8640378, 9.1941823 48.8640616, 9.1941724 48.8640847)",,,roundabout,
22985743,True,,Mühlhäuser Straße,residential,30,False,11.354,,"LINESTRING (9.1941724 48.8640847, 9.1941539 48.8641011, 9.1941282 48.8641126, 9.1940982 48.8641179, 9.1940673 48.8641164, 9.1940388 48.8641083)",,,roundabout,
22877140,False,,Schützenstraße,residential,30,False,58.483,,"LINESTRING (9.1887157 48.8611336, 9.1885498 48.8606191)",,,,
22996705,False,,Zeppelinstraße,residential,50,False,10.164,,"LINESTRING (9.1887157 48.8611336, 9.1887391 48.8612237)",,,,
22996543,True,,Zeppelinstraße,tertiary,50,False,161.913,,"LINESTRING (9.1887157 48.8611336, 9.1890233 48.8610996, 9.1899291 48.8609777, 9.1906375 48.8609581, 9.1906831 48.8609563, 9.1907758 48.8609552, 9.190901 48.8609768)",,,,
22966924,False,,Alexanderstraße,residential,30,False,65.704,,"LINESTRING (9.1866924 48.8613882, 9.18661 48.8607998)",,,,
22996543,True,,Zeppelinstraße,tertiary,50,False,150.695,,"LINESTRING (9.1866924 48.8613882, 9.1887157 48.8611336)",,,,
22996659,False,,Zeppelinstraße,residential,50,False,10.442,2,"LINESTRING (9.1866924 48.8613882, 9.1867793 48.8614627)",,,,
22950530,False,,Lammstraße,residential,30,False,19.893,,"LINESTRING (9.1902312 48.8637879, 9.1902535 48.8639662)",,,,
22950530,False,,Lammstraße,residential,30,True,39.251999999999995,,"LINESTRING (9.1902312 48.8637879, 9.1902306 48.8634937, 9.1902357 48.863435)",,,,
23020706,False,,Am Stadtgarten,residential,,False,164.929,,"LINESTRING (9.1902312 48.8637879, 9.1896798 48.8637813, 9.1879778 48.8637396)",,,,
23020706,False,,Am Stadtgarten,residential,,True,164.929,,"LINESTRING (9.1879778 48.8637396, 9.1896798 48.8637813, 9.1902312 48.8637879)",,,,
22870431,False,,Jakobstraße,secondary,50,False,120.10300000000001,,"LINESTRING (9.1838005 48.8650956, 9.1835907 48.8650997, 9.1833334 48.8651017, 9.1830755 48.8651117, 9.1828208 48.865128, 9.1826038 48.8651516, 9.1824807 48.8651697, 9.1823437 48.8651911, 9.1821765 48.8652217)",,,,
