osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,lanes
"[25221712, 28186085, 25221711]","['Probsteiweg', 'Probsteisiedlung']","['living_street', 'residential']",,False,False,218.976,"LINESTRING (12.2584352 51.1702558, 12.2583879 51.1702221, 12.2581962 51.170204, 12.2580166 51.1701985, 12.2571429 51.1702502, 12.2564791 51.1702909, 12.2556435 51.1703224, 12.2553304 51.1703088)",yes,,
28186085,Probsteisiedlung,living_street,,False,True,215.48399999999998,"LINESTRING (12.2584352 51.1702558, 12.2583946 51.1709639, 12.2603521 51.1708941)",,,
25221713,Am Fasanenwinkel,residential,,False,False,8.553,"LINESTRING (12.2546452 51.171177, 12.2547494 51.1711364)",,,
"[23661491, 23848389, 28224707]","['Leipziger Straße', 'Leipziger Vorstadt']",secondary,,False,True,90.80399999999999,"LINESTRING (12.2609725 51.1651298, 12.2608715 51.1651334, 12.2606564 51.1651468, 12.2603634 51.1651836, 12.2601787 51.1652219, 12.2598239 51.1652881, 12.2597081 51.165311)",yes,S 68,
27895591,Schützenplatz,residential,,False,True,153.96,"LINESTRING (12.2609725 51.1651298, 12.2609657 51.1650902, 12.2608949 51.1648247, 12.2606022 51.1638268, 12.2605835 51.163767)",,,
27895591,Schützenplatz,residential,,False,False,153.95999999999998,"LINESTRING (12.2605835 51.163767, 12.2606022 51.1638268, 12.2608949 51.1648247, 12.2609657 51.1650902, 12.2609725 51.1651298)",,,
28166536,Vorwerk,residential,30,False,False,11.786,"LINESTRING (12.2516184 51.1678807, 12.2514497 51.1678874)",,,
28177855,Vorwerk,residential,30,True,False,46.011,"LINESTRING (12.2516184 51.1678807, 12.2515354 51.1674702)",,,
28166536,Vorwerk,residential,30,False,True,181.161,"LINESTRING (12.2516184 51.1678807, 12.2526216 51.1678218, 12.253293 51.1678331, 12.2536161 51.1678644, 12.2537717 51.1678794, 12.254206 51.1678909)",,,
28166536,Vorwerk,residential,30,False,True,11.786,"LINESTRING (12.2514497 51.1678874, 12.2516184 51.1678807)",,,
28186085,Probsteisiedlung,living_street,,False,True,29.168,"LINESTRING (12.2603521 51.1708941, 12.2607698 51.1708793)",,,
25221710,Probsteisiedlung,living_street,,False,True,80.658,"LINESTRING (12.2603521 51.1708941, 12.2603474 51.1708509, 12.2603835 51.1701692)",,,
28186085,Probsteisiedlung,living_street,,False,False,215.48399999999998,"LINESTRING (12.2603521 51.1708941, 12.2583946 51.1709639, 12.2584352 51.1702558)",,,
25221710,Probsteisiedlung,living_street,,False,False,80.658,"LINESTRING (12.2603835 51.1701692, 12.2603474 51.1708509, 12.2603521 51.1708941)",,,
347093120,Breitstraße,secondary,50,False,False,86.382,"LINESTRING (12.2515354 51.1674702, 12.25221 51.1673841, 12.2527371 51.1672846)",,S 68,2
347093120,Breitstraße,secondary,50,False,True,93.751,"LINESTRING (12.2515354 51.1674702, 12.2510047 51.1675019, 12.2501938 51.1675214)",,S 68,2
28186069,Frankeplatz,residential,,False,True,8.767,"LINESTRING (12.2562295 51.1669268, 12.2562112 51.1670048)",,,
28177857,Topfmarkt,residential,,False,False,74.625,"LINESTRING (12.2562295 51.1669268, 12.2566062 51.166896, 12.2572941 51.1668593)",,,
28186069,Frankeplatz,residential,,False,False,56.96,"LINESTRING (12.2562295 51.1669268, 12.2562433 51.166757, 12.256224 51.1666441, 12.2561903 51.1665368, 12.2561395 51.1664218)",,,
28177858,Ottomarsplatz,residential,,False,True,28.276,"LINESTRING (12.2596372 51.1658995, 12.259239 51.1659476)",,,
784755644,Ottomarsplatz,residential,,False,False,61.05199999999999,"LINESTRING (12.2596372 51.1658995, 12.2595188 51.165667, 12.2594867 51.1656315, 12.2594038 51.165568, 12.2593362 51.1654741, 12.2592957 51.1653992)",,,
784755644,Ottomarsplatz,residential,,False,True,17.569000000000003,"LINESTRING (12.2596372 51.1658995, 12.2596975 51.166011, 12.2596868 51.1660507)",,,
28177858,Ottomarsplatz,residential,,False,False,28.276,"LINESTRING (12.259239 51.1659476, 12.2596372 51.1658995)",,,
"[28177858, 28186068]","['Martin-Luther-Platz', 'Ottomarsplatz']",residential,,False,True,130.713,"LINESTRING (12.259239 51.1659476, 12.2587445 51.1659417, 12.2586243 51.1659021, 12.2584571 51.1658798, 12.2580795 51.1659317, 12.2579245 51.1659535, 12.2576729 51.165989, 12.2575688 51.1660036, 12.2574087 51.166024)",,,
784755645,Webergasse,residential,30,False,True,16.924,"LINESTRING (12.259239 51.1659476, 12.2592296 51.1660579, 12.2592189 51.1660991)",,,
23842531,Mühlgasse,residential,30,False,False,17.118,"LINESTRING (12.2574087 51.166024, 12.2573186 51.1658808)",,,
23842531,Mühlgasse,residential,30,False,True,20.929000000000002,"LINESTRING (12.2574087 51.166024, 12.2574205 51.1660777, 12.2574059 51.1661929, 12.2574039 51.1662113)",,,
"[28177858, 28186068]","['Martin-Luther-Platz', 'Ottomarsplatz']",residential,,False,False,130.713,"LINESTRING (12.2574087 51.166024, 12.2575688 51.1660036, 12.2576729 51.165989, 12.2579245 51.1659535, 12.2580795 51.1659317, 12.2584571 51.1658798, 12.2586243 51.1659021, 12.2587445 51.1659417, 12.259239 51.1659476)",,,
28186077,Weberplatz,residential,30,False,False,61.465,"LINESTRING (12.2581694 51.166923, 12.2583352 51.1663801)",,,
28186077,Weberplatz,residential,30,False,True,53.494,"LINESTRING (12.2581694 51.166923, 12.2579422 51.1673825)",,,
28177865,Planckengässchen,residential,,False,True,61.717,"LINESTRING (12.2581694 51.166923, 12.2575937 51.1668566, 12.2572966 51.1668315)",,,
28186077,Weberplatz,residential,30,False,False,53.494,"LINESTRING (12.2579422 51.1673825, 12.2581694 51.166923)",,,
28224710,Gerbergasse,residential,,True,False,52.226,"LINESTRING (12.2579422 51.1673825, 12.257883 51.1674011, 12.2578188 51.1673996, 12.2576775 51.1673858, 12.2573872 51.1673591, 12.257209 51.1673354)",,,
23842531,Mühlgasse,residential,30,False,False,69.368,"LINESTRING (12.2572966 51.1668315, 12.2574039 51.1662113)",,,
23842531,Mühlgasse,residential,30,False,True,3.096,"LINESTRING (12.2572966 51.1668315, 12.2572941 51.1668593)",,,
28177865,Planckengässchen,residential,,False,False,61.717,"LINESTRING (12.2572966 51.1668315, 12.2575937 51.1668566, 12.2581694 51.166923)",,,
32326220,An der Untermühle,residential,,False,True,63.972,"LINESTRING (12.2553541 51.1680492, 12.2562189 51.1682414)",,,
"[28177860, 23842524, 23842525, 28200342]","['Gerberplatz', 'Ernst-Reinsdorf-Straße']",residential,30,False,False,171.30999999999997,"LINESTRING (12.2553541 51.1680492, 12.2554082 51.1679925, 12.2555813 51.1678114, 12.2556617 51.1677236, 12.2557089 51.167672, 12.2557802 51.1676214, 12.2559004 51.1675731, 12.2563816 51.1675518, 12.2566646 51.1675509, 12.2569135 51.16755, 12.2570175 51.16753, 12.2571215 51.1674912, 12.2571794 51.1674044, 12.257209 51.1673354)",yes,,
28200342,Ernst-Reinsdorf-Straße,residential,30,False,True,62.434,"LINESTRING (12.2553541 51.1680492, 12.2551961 51.1682573, 12.2551628 51.1683267, 12.2550931 51.1684626, 12.2550412 51.1685737)",,,
28177867,An der Untermühle,residential,,False,True,34.615,"LINESTRING (12.2562189 51.1682414, 12.2563848 51.167948)",,,
32326220,An der Untermühle,residential,,False,False,63.972,"LINESTRING (12.2562189 51.1682414, 12.2553541 51.1680492)",,,
"[28177866, 32326220]",An der Untermühle,residential,,False,True,107.64399999999999,"LINESTRING (12.2562189 51.1682414, 12.2563957 51.168278, 12.2566536 51.1683315, 12.2568727 51.1683778, 12.2570371 51.1684125, 12.2571111 51.168272, 12.2571395 51.1682179, 12.2571658 51.168168, 12.2572507 51.1680068)",,,
28177867,An der Untermühle,residential,,False,False,34.615,"LINESTRING (12.2563848 51.167948, 12.2562189 51.1682414)",,,
28231124,Gerberplatz,residential,,False,True,48.476,"LINESTRING (12.2565292 51.167244, 12.257209 51.1673354)",,,
25221713,Am Fasanenwinkel,residential,,False,False,38.04,"LINESTRING (12.2547494 51.1711364, 12.2552731 51.1710404)",,,
25221713,Am Fasanenwinkel,residential,,False,True,8.553,"LINESTRING (12.2547494 51.1711364, 12.2546452 51.171177)",,,
25221713,Am Fasanenwinkel,residential,,False,False,20.901,"LINESTRING (12.2552731 51.1710404, 12.255558 51.1709819)",,,
25221713,Am Fasanenwinkel,residential,,False,True,38.04,"LINESTRING (12.2552731 51.1710404, 12.2547494 51.1711364)",,,
28182850,Am Fasanenwinkel,residential,,False,True,29.698,"LINESTRING (12.2552731 51.1710404, 12.2551434 51.170786)",,,
28182850,Am Fasanenwinkel,residential,,False,False,29.698,"LINESTRING (12.2551434 51.170786, 12.2552731 51.1710404)",,,
25221713,Am Fasanenwinkel,residential,,False,False,28.229,"LINESTRING (12.255558 51.1709819, 12.2559431 51.1709035)",,,
25221713,Am Fasanenwinkel,residential,,False,True,20.901,"LINESTRING (12.255558 51.1709819, 12.2552731 51.1710404)",,,
28186069,Frankeplatz,residential,,False,False,8.767,"LINESTRING (12.2562112 51.1670048, 12.2562295 51.1669268)",,,
23848094,Helbigstraße,secondary,,False,False,9.816,"LINESTRING (12.256101 51.1661844, 12.2559647 51.1662065)",,S 68,
23848094,Helbigstraße,secondary,,False,True,44.066,"LINESTRING (12.256101 51.1661844, 12.2563336 51.1661457, 12.2565059 51.1661116, 12.2567027 51.1660645)",,S 68,
28186074,Frankeplatz,residential,,True,False,27.43,"LINESTRING (12.256101 51.1661844, 12.2561719 51.1663741, 12.2561395 51.1664218)",,,
28186069,Frankeplatz,residential,,False,True,56.96,"LINESTRING (12.2561395 51.1664218, 12.2561903 51.1665368, 12.256224 51.1666441, 12.2562433 51.166757, 12.2562295 51.1669268)",,,
28186075,Frankeplatz,residential,,True,False,27.625,"LINESTRING (12.2561395 51.1664218, 12.2560704 51.1663888, 12.2559647 51.1662065)",,,
23848094,Helbigstraße,secondary,,False,True,9.816,"LINESTRING (12.2559647 51.1662065, 12.256101 51.1661844)",,S 68,
"[23848093, 23848094, 23842535]",Helbigstraße,secondary,,False,False,70.822,"LINESTRING (12.2559647 51.1662065, 12.2558856 51.1662227, 12.2556806 51.16628, 12.2554878 51.1663576, 12.2553732 51.166409, 12.2550915 51.1665262)",yes,S 68,
28203826,Grünes Tal,residential,,False,True,76.706,"LINESTRING (12.2525798 51.1656916, 12.2526859 51.1659355, 12.2526879 51.1659637, 12.2526916 51.1660156, 12.2526238 51.1663699)",,,
28203827,Kreuzgasse,residential,,False,False,138.564,"LINESTRING (12.2496373 51.1645126, 12.2495739 51.1657581)",,,
"[28224721, 331733915]",Poetenweg,residential,,False,True,124.821,"LINESTRING (12.2589125 51.1643959, 12.2589981 51.1643889, 12.259104 51.1644026, 12.2592023 51.1644488, 12.259297 51.164527, 12.2593952 51.1647113, 12.2594043 51.1647297, 12.2595288 51.1649827, 12.2597081 51.165311)",,,
28224707,Leipziger Straße,secondary,,False,True,30.382,"LINESTRING (12.2597081 51.165311, 12.2592957 51.1653992)",,S 68,
"[23848389, 28224707, 23661491]","['Leipziger Vorstadt', 'Leipziger Straße']",secondary,,False,False,90.804,"LINESTRING (12.2597081 51.165311, 12.2598239 51.1652881, 12.2601787 51.1652219, 12.2603634 51.1651836, 12.2606564 51.1651468, 12.2608715 51.1651334, 12.2609725 51.1651298)",yes,S 68,
"[28224721, 331733915]",Poetenweg,residential,,False,False,124.82100000000001,"LINESTRING (12.2597081 51.165311, 12.2595288 51.1649827, 12.2594043 51.1647297, 12.2593952 51.1647113, 12.259297 51.164527, 12.2592023 51.1644488, 12.259104 51.1644026, 12.2589981 51.1643889, 12.2589125 51.1643959)",,,
23842531,Mühlgasse,residential,30,False,True,17.118,"LINESTRING (12.2573186 51.1658808, 12.2574087 51.166024)",,,
23842540,Martin-Luther-Platz,secondary,,False,False,19.995,"LINESTRING (12.2573186 51.1658808, 12.2575806 51.1658077)",,S 68,
23842540,Martin-Luther-Platz,secondary,,False,True,47.562,"LINESTRING (12.2573186 51.1658808, 12.257147 51.1659324, 12.2569506 51.1659941, 12.2567027 51.1660645)",,S 68,
"[28177866, 32326220]",An der Untermühle,residential,,False,False,107.644,"LINESTRING (12.2572507 51.1680068, 12.2571658 51.168168, 12.2571395 51.1682179, 12.2571111 51.168272, 12.2570371 51.1684125, 12.2568727 51.1683778, 12.2566536 51.1683315, 12.2563957 51.168278, 12.2562189 51.1682414)",,,
705016731,,residential,,False,True,15.447,"LINESTRING (12.2586555 51.170241, 12.2584352 51.1702558)",,,
28186085,Probsteisiedlung,living_street,,False,False,29.168,"LINESTRING (12.2607698 51.1708793, 12.2603521 51.1708941)",,,
33479997,Webergasse,residential,,False,True,104.624,"LINESTRING (12.2596868 51.1660507, 12.2597772 51.1660759, 12.2598368 51.1661056, 12.2598856 51.1661546, 12.2599045 51.1661957, 12.2599006 51.166235, 12.2598721 51.1663062, 12.2597476 51.1664444, 12.2596633 51.166505, 12.259584 51.1665322, 12.2594887 51.1665383, 12.2590761 51.1664975)",,,
784755644,Ottomarsplatz,residential,,False,False,17.569000000000003,"LINESTRING (12.2596868 51.1660507, 12.2596975 51.166011, 12.2596372 51.1658995)",,,
784755644,Ottomarsplatz,residential,,False,True,33.577,"LINESTRING (12.2596868 51.1660507, 12.2596479 51.166066, 12.2593604 51.1661027, 12.2592887 51.166105, 12.2592189 51.1660991)",,,
784755644,Ottomarsplatz,residential,,False,False,33.577,"LINESTRING (12.2592189 51.1660991, 12.2592887 51.166105, 12.2593604 51.1661027, 12.2596479 51.166066, 12.2596868 51.1660507)",,,
784755645,Webergasse,residential,30,False,False,16.924,"LINESTRING (12.2592189 51.1660991, 12.2592296 51.1660579, 12.259239 51.1659476)",,,
784755645,Webergasse,residential,30,False,True,45.406,"LINESTRING (12.2592189 51.1660991, 12.2591783 51.1662155, 12.2590761 51.1664975)",,,
33479997,Webergasse,residential,,False,False,104.624,"LINESTRING (12.2590761 51.1664975, 12.2594887 51.1665383, 12.259584 51.1665322, 12.2596633 51.166505, 12.2597476 51.1664444, 12.2598721 51.1663062, 12.2599006 51.166235, 12.2599045 51.1661957, 12.2598856 51.1661546, 12.2598368 51.1661056, 12.2597772 51.1660759, 12.2596868 51.1660507)",,,
784755645,Webergasse,residential,30,False,False,45.406,"LINESTRING (12.2590761 51.1664975, 12.2591783 51.1662155, 12.2592189 51.1660991)",,,
784755645,Webergasse,residential,30,False,True,53.302,"LINESTRING (12.2590761 51.1664975, 12.2589489 51.1664794, 12.2586731 51.16644, 12.2583352 51.1663801)",,,
28186077,Weberplatz,residential,30,False,True,61.465,"LINESTRING (12.2583352 51.1663801, 12.2581694 51.166923)",,,
784755645,Webergasse,residential,30,False,False,53.302,"LINESTRING (12.2583352 51.1663801, 12.2586731 51.16644, 12.2589489 51.1664794, 12.2590761 51.1664975)",,,
784755645,Webergasse,residential,30,False,True,67.78,"LINESTRING (12.2583352 51.1663801, 12.2578483 51.166281, 12.2577031 51.1662484, 12.257492 51.1662152, 12.2574039 51.1662113)",,,
23842531,Mühlgasse,residential,30,False,True,69.368,"LINESTRING (12.2574039 51.1662113, 12.2572966 51.1668315)",,,
23842531,Mühlgasse,residential,30,False,False,20.929,"LINESTRING (12.2574039 51.1662113, 12.2574059 51.1661929, 12.2574205 51.1660777, 12.2574087 51.166024)",,,
784755645,Webergasse,residential,30,False,False,67.78,"LINESTRING (12.2574039 51.1662113, 12.257492 51.1662152, 12.2577031 51.1662484, 12.2578483 51.166281, 12.2583352 51.1663801)",,,
