osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,bridge
329175381,2,Hahilingastraße,residential,30,False,False,46.391,,"LINESTRING (11.5991251 48.0304532, 11.5986838 48.0301583)",,
329175381,2,Hahilingastraße,residential,30,False,True,23.089,,"LINESTRING (11.5991251 48.0304532, 11.5993508 48.0305958)",,
"[528993442, 8494061]","['2', '3']",Lanzenhaarer Straße,tertiary,50,False,False,143.626,M 11,"LINESTRING (11.5974541 48.0242486, 11.5976241 48.024214, 11.5976778 48.0242031, 11.5978511 48.0241678, 11.5981706 48.024076, 11.5983644 48.0240081, 11.5985242 48.0239389, 11.5986489 48.0238804, 11.5988672 48.023773, 11.5991271 48.0236305)",,
"[984955558, 230256423, 554087786, 1042031342, 325708851]","['2', '3']",Tölzer Straße,secondary,50,False,True,195.781,St 2368,"LINESTRING (11.5974541 48.0242486, 11.5975265 48.024404, 11.5975458 48.0244454, 11.5976669 48.0247051, 11.5977401 48.024862, 11.597813 48.0250183, 11.5978719 48.02514, 11.5979872 48.0253814, 11.598082 48.0255786, 11.5981576 48.0257362, 11.5982628 48.0259239)",,
"[1094952481, 1094953490, 1186223738, 1094953659, 56251228]",2,Lanzenhaarer Straße,residential,30,False,True,191.51,,"LINESTRING (11.5974541 48.0242486, 11.597327 48.0242745, 11.5972773 48.0242846, 11.5971628 48.024308, 11.597052 48.0243291, 11.5968477 48.024383, 11.5967984 48.0243986, 11.596644 48.0244792, 11.5965937 48.0245211, 11.5965612 48.0245469, 11.5964749 48.0246382, 11.5963607 48.0247694, 11.5963259 48.0248121, 11.5962468 48.024909, 11.5960952 48.0250421, 11.5959145 48.0251868, 11.5957908 48.0252833, 11.5957098 48.0253429, 11.5956422 48.0253782)",,
"[4060548, 1097350797]",3,Tölzer Straße,secondary,50,False,False,83.271,St 2368,"LINESTRING (11.5974541 48.0242486, 11.5973895 48.0240988, 11.5973817 48.0240811, 11.597139 48.02353)",,
36946756,,Kybergstraße,residential,30,True,False,15.370999999999999,,"LINESTRING (11.5899185 48.0264504, 11.5898916 48.0264294, 11.5898768 48.0264036, 11.5898758 48.0263759, 11.5898886 48.0263497, 11.5899139 48.0263278)",roundabout,
36327565,,Kybergstraße,residential,30,True,False,21.796000000000003,,"LINESTRING (11.5899139 48.0263278, 11.5899558 48.026311, 11.5900042 48.0263065, 11.5900513 48.0263152, 11.5900895 48.0263355, 11.5901127 48.0263643, 11.5901171 48.0263968)",roundabout,
"[34309856, 1098022178, 374233771, 164527343, 1098022037]",2,Tisinstraße,residential,30,False,True,270.07599999999996,,"LINESTRING (11.5937851 48.0255544, 11.593717 48.0254329, 11.5936737 48.0254002, 11.5935395 48.0253183, 11.5934621 48.0252668, 11.5933151 48.0251225, 11.5932184 48.0250264, 11.5931977 48.0249734, 11.5931827 48.0248637, 11.5932071 48.0246592, 11.59321 48.0246352, 11.5932248 48.0245198, 11.5932541 48.0242674, 11.5932952 48.0241153, 11.5933101 48.02406, 11.5934322 48.0236744, 11.5934524 48.0235913, 11.5934619 48.0235268, 11.5934652 48.0234269, 11.5934716 48.0232735)",,
"[36780706, 36780707, 56251228, 36946759]",2,"['Kybergstraße', 'Lanzenhaarer Straße']",residential,30,False,False,141.78400000000002,,"LINESTRING (11.5937851 48.0255544, 11.5939673 48.0255867, 11.5939895 48.0255874, 11.5940355 48.025585, 11.5942851 48.025576, 11.5945757 48.0255596, 11.5946221 48.0255569, 11.594684 48.0255505, 11.5948039 48.0255411, 11.5949066 48.0255297, 11.5951255 48.0254971, 11.5953251 48.0254642, 11.595402 48.0254487, 11.5954877 48.0254316, 11.5955664 48.0254095, 11.5956422 48.0253782)",,yes
"[236728084, 236728085]",2,Kybergstraße,residential,30,False,True,269.68,,"LINESTRING (11.5937851 48.0255544, 11.5936556 48.025599, 11.5934962 48.0256265, 11.5930776 48.0256867, 11.5926982 48.0257567, 11.5923923 48.025829, 11.5918754 48.0259768, 11.5916946 48.0260178, 11.5913586 48.0261259, 11.5910147 48.0262441, 11.5908876 48.0262852, 11.5905712 48.0263537, 11.5903937 48.026385)",,
202775908,,Abt-Petto-Straße,residential,30,False,True,18.846,,"LINESTRING (11.5901075 48.023323, 11.5900315 48.0233846, 11.5899116 48.0234246)",,
"[164528972, 664420127]",,Kastanienallee,residential,30,False,False,70.759,,"LINESTRING (11.5901075 48.023323, 11.5902082 48.0233761, 11.5902744 48.0234834, 11.5903781 48.0236605, 11.5904108 48.0237167, 11.5904252 48.0237415, 11.5904157 48.0237815, 11.5903795 48.0238157, 11.5903306 48.023839, 11.5902807 48.023849)",,
39169915,,Kastanienallee,residential,30,False,True,36.568,,"LINESTRING (11.5902807 48.023849, 11.590285 48.023941, 11.5904285 48.0241575)",,
164528972,,Kastanienallee,residential,30,False,False,56.681,,"LINESTRING (11.5902807 48.023849, 11.5902123 48.0238364, 11.5901667 48.0238112, 11.5901441 48.0237844, 11.5899116 48.0234246)",,
"[164528972, 664420127]",,Kastanienallee,residential,30,False,True,70.759,,"LINESTRING (11.5902807 48.023849, 11.5903306 48.023839, 11.5903795 48.0238157, 11.5904157 48.0237815, 11.5904252 48.0237415, 11.5904108 48.0237167, 11.5903781 48.0236605, 11.5902744 48.0234834, 11.5902082 48.0233761, 11.5901075 48.023323)",,
164528972,,Kastanienallee,residential,30,False,True,56.681,,"LINESTRING (11.5899116 48.0234246, 11.5901441 48.0237844, 11.5901667 48.0238112, 11.5902123 48.0238364, 11.5902807 48.023849)",,
202775908,,Abt-Petto-Straße,residential,30,False,False,18.846,,"LINESTRING (11.5899116 48.0234246, 11.5900315 48.0233846, 11.5901075 48.023323)",,
