osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,tunnel,access,bridge
"[1238328058, 23730909]",Marktplatz,residential,30,False,False,74.245,"LINESTRING (11.2143565 49.3752679, 11.214419 49.3752404, 11.2144753 49.3752171, 11.2145341 49.3751965, 11.2152775 49.3749765)",,,,,,
"[42259818, 34058966]",Bahnhofstraße,residential,30,False,False,82.24699999999999,"LINESTRING (11.2102589 49.3781681, 11.2101393 49.3782106, 11.2099186 49.378326, 11.2096446 49.3785715, 11.2094972 49.3787035)",,,,,,
56095643,Hauptstraße,tertiary,50,True,False,14.825,"LINESTRING (11.2102589 49.3781681, 11.2102429 49.3781393, 11.2102403 49.3781056, 11.2102536 49.3780732, 11.2102835 49.3780436)",,,roundabout,,,
56095643,Hauptstraße,tertiary,50,True,False,17.892,"LINESTRING (11.2104726 49.3782164, 11.2104101 49.3782255, 11.2103512 49.3782194, 11.210293 49.3781967, 11.2102589 49.3781681)",,,roundabout,,,
144504397,Nürnberger Straße,tertiary,50,False,False,69.208,"LINESTRING (11.2104726 49.3782164, 11.2105134 49.3782845, 11.2109121 49.3787686)",,,,,,
56095643,Hauptstraße,tertiary,50,True,False,25.247000000000003,"LINESTRING (11.2105031 49.3780291, 11.2105392 49.3780521, 11.2105657 49.3780867, 11.2105708 49.3781321, 11.2105477 49.3781739, 11.2105118 49.3782008, 11.2104726 49.3782164)",,,roundabout,,,
"[54266197, 199025054]",Hauptstraße,tertiary,30,False,True,165.748,"LINESTRING (11.2105031 49.3780291, 11.2105703 49.3779531, 11.210674 49.3778602, 11.2110188 49.3776205, 11.211325 49.3774015, 11.2114637 49.3772861, 11.2116158 49.3771219, 11.2118473 49.3768337)",,2,,,,
144504397,Nürnberger Straße,tertiary,50,False,False,26.059,"LINESTRING (11.2109121 49.3787686, 11.2110857 49.3789739)",,,,,,
4628235,Burkhardtstraße,residential,30,False,False,146.10500000000002,"LINESTRING (11.2109121 49.3787686, 11.2109858 49.3787479, 11.2127615 49.3782426)",,,,,,
144504397,Nürnberger Straße,tertiary,50,False,True,69.208,"LINESTRING (11.2109121 49.3787686, 11.2105134 49.3782845, 11.2104726 49.3782164)",,,,,,
748888929,Regensburger Straße,secondary,30,False,False,44.436,"LINESTRING (11.2161652 49.3730261, 11.2163064 49.3726372)",,,,,,
4628218,Wiesenstraße,residential,30,False,True,273.259,"LINESTRING (11.2161652 49.3730261, 11.2171195 49.3728581, 11.2173052 49.3728217, 11.2179375 49.3726978, 11.2183258 49.3726, 11.2186799 49.3724778, 11.2196575 49.3721297)",,,,,,
"[34133696, 748888929, 785251738]",Regensburger Straße,secondary,30,False,True,81.889,"LINESTRING (11.2161652 49.3730261, 11.2160462 49.3733921, 11.2160058 49.3734734, 11.2159836 49.3735178, 11.2159131 49.3735426, 11.215663 49.3736145)",,,,,,
4292627,Regensburger Straße,secondary,30,False,False,133.76799999999997,"LINESTRING (11.2138244 49.3737018, 11.2139508 49.3736911, 11.2141101 49.3736835, 11.2146801 49.3736803, 11.2150654 49.3736721, 11.2153933 49.3736502, 11.2156065 49.3736231, 11.215663 49.3736145)",,,,,,
4628227,Schwabacher Straße,secondary,50,False,False,51.688,"LINESTRING (11.2138244 49.3737018, 11.2137154 49.373426, 11.2136404 49.3732527)",St 2239,,,,,
"[1264162137, 69382130, 29388181, 69382070]",Hauptstraße,secondary,50,False,False,178.896,"LINESTRING (11.2138244 49.3737018, 11.2138906 49.3740451, 11.2138934 49.3740615, 11.2139618 49.3743032, 11.2140253 49.3744336, 11.2141096 49.374607, 11.2142032 49.3747992, 11.2142339 49.3748752, 11.2142527 49.3749381, 11.2142681 49.3750003, 11.2142824 49.3750751, 11.2142956 49.3751213, 11.214307 49.3751612, 11.2143291 49.3752204, 11.2143565 49.3752679)",,"['2', '3']",,,,
4628225,Hainstraße,residential,30,False,False,90.97300000000001,"LINESTRING (11.2201227 49.3711695, 11.2199759 49.37119, 11.2193434 49.3713601, 11.2193328 49.3713746, 11.2193116 49.3714035, 11.2194201 49.3716189)",,,,,,
35583987,Bahnhofstraße,residential,30,False,True,46.769,"LINESTRING (11.209109 49.3790397, 11.2094972 49.3787035)",,,,,,
748888929,Regensburger Straße,secondary,30,False,True,44.436,"LINESTRING (11.2163064 49.3726372, 11.2161652 49.3730261)",,,,,,
4628231,Kiefernweg,residential,30,False,False,80.08500000000001,"LINESTRING (11.2163064 49.3726372, 11.2157753 49.3725469, 11.2152187 49.3725302)",,,,,,
45192469,Regensburger Straße,secondary,50,False,False,124.52199999999999,"LINESTRING (11.2163064 49.3726372, 11.2165209 49.3722297, 11.2166842 49.371973, 11.216783 49.3718484, 11.2169074 49.3717176, 11.2170021 49.371618)",,,,,,
4628235,Burkhardtstraße,residential,30,False,True,146.10500000000002,"LINESTRING (11.2127615 49.3782426, 11.2109858 49.3787479, 11.2109121 49.3787686)",,,,,,
"[34057291, 28244940, 34060805, 24911421]",Fischbacher Straße,residential,30,False,False,102.08800000000001,"LINESTRING (11.2127615 49.3782426, 11.2130689 49.3788171, 11.2131032 49.3788717, 11.2131957 49.3790008, 11.2132718 49.3790971)",,,,yes,,
34057291,Fischbacher Straße,residential,30,False,True,66.363,"LINESTRING (11.2127615 49.3782426, 11.2126154 49.3779813, 11.2124479 49.3776818)",,,,,,
4628225,Hainstraße,residential,30,False,True,90.973,"LINESTRING (11.2194201 49.3716189, 11.2193116 49.3714035, 11.2193328 49.3713746, 11.2193434 49.3713601, 11.2199759 49.37119, 11.2201227 49.3711695)",,,,,,
4628250,Buchenstraße,residential,30,False,True,186.09699999999998,"LINESTRING (11.2194201 49.3716189, 11.217839 49.3718582, 11.2176566 49.3718617, 11.2174286 49.3718206, 11.2170021 49.371618)",,,,,,
770706029,Hainstraße,residential,30,False,False,59.342999999999996,"LINESTRING (11.2194201 49.3716189, 11.2195234 49.3718451, 11.2196575 49.3721297)",,,,,,
144504397,Nürnberger Straße,tertiary,50,False,True,26.059,"LINESTRING (11.2110857 49.3789739, 11.2109121 49.3787686)",,,,,,
4628220,Palmstraße,residential,30,True,False,157.987,"LINESTRING (11.2110857 49.3789739, 11.2103144 49.3792343, 11.210182 49.3792607, 11.2100427 49.3792769, 11.2099273 49.3792849, 11.2097968 49.3792755, 11.2096704 49.3792593, 11.2095458 49.3792278, 11.209109 49.3790397)",,,,,,
35583987,Bahnhofstraße,residential,30,False,False,46.769,"LINESTRING (11.2094972 49.3787035, 11.209109 49.3790397)",,,,,,
"[42259818, 34058966]",Bahnhofstraße,residential,30,False,True,82.247,"LINESTRING (11.2094972 49.3787035, 11.2096446 49.3785715, 11.2099186 49.378326, 11.2101393 49.3782106, 11.2102589 49.3781681)",,,,,,
"[1238328058, 23730909]",Marktplatz,residential,30,False,True,74.24499999999999,"LINESTRING (11.2152775 49.3749765, 11.2145341 49.3751965, 11.2144753 49.3752171, 11.214419 49.3752404, 11.2143565 49.3752679)",,,,,,
24594047,Spinnbahn,residential,30,False,False,55.781000000000006,"LINESTRING (11.2152775 49.3749765, 11.2152681 49.3748001, 11.215423 49.374491)",,2,,,yes,
24635287,Sudetendeutsche Straße,residential,30,False,False,133.432,"LINESTRING (11.2152775 49.3749765, 11.2169171 49.3747625, 11.2170858 49.3747452)",,,,,,
4292627,Regensburger Straße,secondary,30,False,True,133.76800000000003,"LINESTRING (11.215663 49.3736145, 11.2156065 49.3736231, 11.2153933 49.3736502, 11.2150654 49.3736721, 11.2146801 49.3736803, 11.2141101 49.3736835, 11.2139508 49.3736911, 11.2138244 49.3737018)",,,,,,
24594047,Spinnbahn,residential,30,False,True,103.38,"LINESTRING (11.215663 49.3736145, 11.2156998 49.3736583, 11.2157779 49.3737716, 11.215423 49.374491)",,2,,,yes,
"[34133696, 748888929, 785251738]",Regensburger Straße,secondary,30,False,False,81.889,"LINESTRING (11.215663 49.3736145, 11.2159131 49.3735426, 11.2159836 49.3735178, 11.2160058 49.3734734, 11.2160462 49.3733921, 11.2161652 49.3730261)",,,,,,
28549176,Tannensteig,residential,30,False,False,50.757,"LINESTRING (11.2169392 49.3762694, 11.217572 49.3760729)",,,,,,
28549176,Tannensteig,residential,30,False,True,6.273,"LINESTRING (11.2169392 49.3762694, 11.2168613 49.3762941)",,,,,,
26710469,Saganer Straße,living_street,,False,False,75.643,"LINESTRING (11.2169392 49.3762694, 11.2170182 49.3765072, 11.2170656 49.3768402, 11.2171932 49.3769003)",,,,,,
28549176,Tannensteig,residential,30,False,False,47.934,"LINESTRING (11.2177698 49.3760055, 11.2183816 49.3758407)",,,,,,
28549176,Tannensteig,residential,30,False,True,16.163,"LINESTRING (11.2177698 49.3760055, 11.217572 49.3760729)",,,,,,
24635712,Schlesier Straße,residential,30,False,False,153.526,"LINESTRING (11.2177698 49.3760055, 11.2177243 49.3759252, 11.2176674 49.3758474, 11.2174644 49.3757215, 11.2173222 49.3756116, 11.2172596 49.3755115, 11.2172168 49.3753229, 11.2171641 49.3750905, 11.2171484 49.375021, 11.2170858 49.3747452)",,,,,,
24635287,Sudetendeutsche Straße,residential,30,False,False,124.11999999999999,"LINESTRING (11.2170858 49.3747452, 11.2172351 49.3747355, 11.2175697 49.3746964, 11.2179708 49.3746469, 11.2181117 49.3746295, 11.2183681 49.3745978, 11.2187731 49.3745495)",,,,,,
24635287,Sudetendeutsche Straße,residential,30,False,True,133.432,"LINESTRING (11.2170858 49.3747452, 11.2169171 49.3747625, 11.2152775 49.3749765)",,,,,,
24635712,Schlesier Straße,residential,30,False,True,153.52599999999998,"LINESTRING (11.2170858 49.3747452, 11.2171484 49.375021, 11.2171641 49.3750905, 11.2172168 49.3753229, 11.2172596 49.3755115, 11.2173222 49.3756116, 11.2174644 49.3757215, 11.2176674 49.3758474, 11.2177243 49.3759252, 11.2177698 49.3760055)",,,,,,
24635287,Sudetendeutsche Straße,residential,30,False,False,12.482,"LINESTRING (11.2187731 49.3745495, 11.2189407 49.3745232)",,,,,,
24635287,Sudetendeutsche Straße,residential,30,False,True,124.11999999999999,"LINESTRING (11.2187731 49.3745495, 11.2183681 49.3745978, 11.2181117 49.3746295, 11.2179708 49.3746469, 11.2175697 49.3746964, 11.2172351 49.3747355, 11.2170858 49.3747452)",,,,,,
24635771,Komotauer Straße,residential,30,False,False,54.29,"LINESTRING (11.2187731 49.3745495, 11.2186812 49.3741094, 11.2186249 49.3740849)",,,,,,
24673863,Viktor-von-Scheffel-Straße,residential,30,False,False,69.894,"LINESTRING (11.2226084 49.3743801, 11.2225999 49.3740919, 11.2226848 49.3737561)",,,,,,
28231597,Ludwig-Thoma-Straße,residential,,False,False,39.327000000000005,"LINESTRING (11.2226084 49.3743801, 11.2225188 49.3743717, 11.222436 49.3743955, 11.2223852 49.3744443, 11.2223819 49.3745032, 11.2224271 49.3745543, 11.222507 49.374582)",,,,,,
28231597,Ludwig-Thoma-Straße,residential,,False,True,34.42,"LINESTRING (11.2226084 49.3743801, 11.2226779 49.3744186, 11.2227051 49.3744753, 11.2226903 49.374522, 11.2226457 49.3745598, 11.2225802 49.3745812, 11.222507 49.374582)",,,,,,
770706028,Birkenstraße,residential,30,False,False,81.903,"LINESTRING (11.2151783 49.3732663, 11.2152187 49.3725302)",,,,,,
28549176,Tannensteig,residential,30,False,True,58.413,"LINESTRING (11.2191253 49.375637, 11.2183816 49.3758407)",,,,,,
43913749,Tannensteig,residential,30,False,False,29.941,"LINESTRING (11.2191253 49.375637, 11.2195097 49.3755377)",,,,,,
24645346,Pilsener Straße,residential,30,False,True,124.581,"LINESTRING (11.2191253 49.375637, 11.2190766 49.3752732, 11.2190049 49.3748706, 11.2189872 49.3747752, 11.2189407 49.3745232)",,,,,,
24644523,Marienbader Straße,residential,30,False,True,171.054,"LINESTRING (11.2199593 49.3728589, 11.220025 49.3732807, 11.2200464 49.3734248, 11.2201095 49.3737662, 11.2201349 49.3739924, 11.2201484 49.3740779, 11.2201671 49.3743006, 11.2201712 49.3743905)",,,,,,
24673716,Reichenberger Straße,residential,30,False,True,156.08,"LINESTRING (11.2199593 49.3728589, 11.2197805 49.3728266, 11.2182384 49.3731939, 11.2182279 49.3732405, 11.2183124 49.3733977)",,,,,,
28540472,Viktor-von-Scheffel-Straße,residential,30,False,False,81.09,"LINESTRING (11.2199593 49.3728589, 11.2200205 49.3728175, 11.220172 49.3728219, 11.2205276 49.3729012, 11.2207133 49.3729416, 11.2210161 49.3729797)",,,,,,
25095482,Rummelsberger Weg,residential,,False,False,15.02,"LINESTRING (11.2212561 49.3769935, 11.2210576 49.3770328)",,,,,,
24645120,Käferweg,living_street,,False,True,112.56099999999999,"LINESTRING (11.2212561 49.3769935, 11.2209544 49.3761221, 11.2208658 49.376018)",,,,,,
25095482,Rummelsberger Weg,residential,,False,True,52.214,"LINESTRING (11.2212561 49.3769935, 11.2216061 49.3769472, 11.2219629 49.3769001)",,,,,,
24709415,Schäferweg,residential,30,False,True,199.08599999999998,"LINESTRING (11.2219629 49.3769001, 11.2221054 49.377428, 11.2221794 49.3782245, 11.222242 49.3783603, 11.2223463 49.3784628, 11.2224848 49.378632)",,,,,,
25095482,Rummelsberger Weg,residential,,False,False,52.214,"LINESTRING (11.2219629 49.3769001, 11.2216061 49.3769472, 11.2212561 49.3769935)",,,,,,
24803325,Chormantelweg,residential,30,False,False,29.237,"LINESTRING (11.2224848 49.378632, 11.2220836 49.3786621)",,,,,,
24709415,Schäferweg,residential,30,False,False,199.08599999999998,"LINESTRING (11.2224848 49.378632, 11.2223463 49.3784628, 11.222242 49.3783603, 11.2221794 49.3782245, 11.2221054 49.377428, 11.2219629 49.3769001)",,,,,,
24709415,Schäferweg,residential,30,False,True,61.153,"LINESTRING (11.2224848 49.378632, 11.2225462 49.3787232, 11.2225838 49.3789144, 11.2225784 49.379172)",,,,,,
24645120,Käferweg,living_street,,False,False,112.56099999999999,"LINESTRING (11.2208658 49.376018, 11.2209544 49.3761221, 11.2212561 49.3769935)",,,,,,
24644523,Marienbader Straße,residential,30,False,False,103.488,"LINESTRING (11.220367 49.37531, 11.2203039 49.3749904, 11.2202342 49.3747119, 11.2202127 49.3746508, 11.2201604 49.3744534, 11.2201712 49.3743905)",,,,,,
24644523,Marienbader Straße,residential,30,False,True,63.90899999999999,"LINESTRING (11.220367 49.37531, 11.2207476 49.3752515, 11.2212306 49.3751917)",,,,,,
43913749,Tannensteig,residential,30,False,True,67.036,"LINESTRING (11.220367 49.37531, 11.2202546 49.375338, 11.2195097 49.3755377)",,,,,,
4628221,Bogenstraße,residential,30,False,False,183.233,"LINESTRING (11.2111411 49.3708361, 11.212057 49.3711072, 11.2125333 49.3712289, 11.2130263 49.371277, 11.2135407 49.3712783)",,,,,,
24666478,Brückkanalstraße,residential,30,False,True,60.111,"LINESTRING (11.2111411 49.3708361, 11.211126 49.3709534, 11.211107 49.3710534, 11.2110824 49.3711942, 11.2109846 49.371363)",,,,,,
24666478,Brückkanalstraße,residential,30,False,False,60.111,"LINESTRING (11.2109846 49.371363, 11.2110824 49.3711942, 11.211107 49.3710534, 11.211126 49.3709534, 11.2111411 49.3708361)",,,,,,
"[204663489, 1238328050]",Schwabacher Straße,secondary,50,False,False,102.427,"LINESTRING (11.2109846 49.371363, 11.2111181 49.3714309, 11.2112957 49.3715211, 11.2114017 49.3715848, 11.2116015 49.3717307, 11.2119596 49.3720241)",St 2239,,,,,
24635771,Komotauer Straße,residential,30,False,True,80.9,"LINESTRING (11.2183124 49.3733977, 11.2184827 49.3736422, 11.2186436 49.3739854, 11.2186249 49.3740849)",,,,,,
25374101,Karlsbader Straße,residential,30,False,True,301.44100000000003,"LINESTRING (11.2183124 49.3733977, 11.2178591 49.373506, 11.2175804 49.3735666, 11.2171778 49.3736151, 11.2169886 49.373632, 11.216917 49.3737027, 11.2170035 49.3742858, 11.2170378 49.3743498, 11.2171765 49.3743608, 11.2173665 49.3743462, 11.2176463 49.374288, 11.2179233 49.3742275, 11.2182307 49.3741551, 11.2186249 49.3740849)",,,,,,
24673716,Reichenberger Straße,residential,30,False,False,156.08,"LINESTRING (11.2183124 49.3733977, 11.2182279 49.3732405, 11.2182384 49.3731939, 11.2197805 49.3728266, 11.2199593 49.3728589)",,,,,,
28540472,Viktor-von-Scheffel-Straße,residential,30,False,True,81.09,"LINESTRING (11.2210161 49.3729797, 11.2207133 49.3729416, 11.2205276 49.3729012, 11.220172 49.3728219, 11.2200205 49.3728175, 11.2199593 49.3728589)",,,,,,
225051217,Ludwig-Ganghofer-Straße,residential,30,False,True,35.157000000000004,"LINESTRING (11.2210161 49.3729797, 11.2209855 49.3729197, 11.2210134 49.3728591, 11.2210897 49.37282, 11.2211867 49.3728165, 11.2212691 49.3728499)",,,,,,
770028744,Viktor-von-Scheffel-Straße,residential,30,False,False,20.896,"LINESTRING (11.2210161 49.3729797, 11.2210996 49.3730186, 11.2212023 49.3730167, 11.2212703 49.3729855)",,,,,,
28231595,Viktor-von-Scheffel-Straße,residential,30,False,False,50.791999999999994,"LINESTRING (11.2227176 49.3735819, 11.2226199 49.3735581, 11.2225126 49.3735749, 11.2224544 49.3736247, 11.2224505 49.3736906, 11.2224955 49.3737391, 11.2225658 49.3737648, 11.2226189 49.3737682, 11.2226848 49.3737561)",,,,,,
28231595,Viktor-von-Scheffel-Straße,residential,30,False,True,22.663,"LINESTRING (11.2227176 49.3735819, 11.2227675 49.3736356, 11.2227682 49.3736857, 11.2227316 49.3737321, 11.2226848 49.3737561)",,,,,,
29976116,Viktor-von-Scheffel-Straße,residential,30,False,False,153.044,"LINESTRING (11.2227176 49.3735819, 11.2227099 49.3734518, 11.2226428 49.3732815, 11.2225771 49.3731715, 11.2224805 49.3730702, 11.2223594 49.3730329, 11.2218212 49.3730672, 11.2216668 49.3730626, 11.2213505 49.3730551, 11.2212703 49.3729855)",,,,,,
29976116,Viktor-von-Scheffel-Straße,residential,30,False,True,153.044,"LINESTRING (11.2212703 49.3729855, 11.2213505 49.3730551, 11.2216668 49.3730626, 11.2218212 49.3730672, 11.2223594 49.3730329, 11.2224805 49.3730702, 11.2225771 49.3731715, 11.2226428 49.3732815, 11.2227099 49.3734518, 11.2227176 49.3735819)",,,,,,
225051217,Ludwig-Ganghofer-Straße,residential,30,False,False,16.244,"LINESTRING (11.2212703 49.3729855, 11.2213037 49.3729419, 11.2213032 49.3728932, 11.2212691 49.3728499)",,,,,,
770028744,Viktor-von-Scheffel-Straße,residential,30,False,True,20.896,"LINESTRING (11.2212703 49.3729855, 11.2212023 49.3730167, 11.2210996 49.3730186, 11.2210161 49.3729797)",,,,,,
4628218,Wiesenstraße,residential,30,False,False,273.259,"LINESTRING (11.2196575 49.3721297, 11.2186799 49.3724778, 11.2183258 49.3726, 11.2179375 49.3726978, 11.2173052 49.3728217, 11.2171195 49.3728581, 11.2161652 49.3730261)",,,,,,
4628218,Wiesenstraße,residential,30,False,True,113.387,"LINESTRING (11.2196575 49.3721297, 11.219986 49.372005, 11.2204058 49.371852, 11.2210583 49.3716787)",,,,,,
770706029,Hainstraße,residential,30,False,True,59.342999999999996,"LINESTRING (11.2196575 49.3721297, 11.2195234 49.3718451, 11.2194201 49.3716189)",,,,,,
24709511,Glogauer Straße,living_street,,False,True,51.765,"LINESTRING (11.2196556 49.3759807, 11.2195794 49.3759288, 11.2195439 49.3757296, 11.2195097 49.3755377)",,,,,,
43913749,Tannensteig,residential,30,False,True,29.941,"LINESTRING (11.2195097 49.3755377, 11.2191253 49.375637)",,,,,,
24709511,Glogauer Straße,living_street,,False,False,51.765,"LINESTRING (11.2195097 49.3755377, 11.2195439 49.3757296, 11.2195794 49.3759288, 11.2196556 49.3759807)",,,,,,
43913749,Tannensteig,residential,30,False,False,67.036,"LINESTRING (11.2195097 49.3755377, 11.2202546 49.375338, 11.220367 49.37531)",,,,,,
"[69382122, 24709563]",Unterer Zeidlerweg,living_street,,False,False,77.151,"LINESTRING (11.2146901 49.3757134, 11.2143383 49.3757859, 11.214209 49.3757935, 11.2141757 49.3757955, 11.2140993 49.3758162, 11.2140069 49.3758412, 11.2139027 49.3758837, 11.213702 49.3759536)",,,,,,
27336843,Altdorfer Straße,secondary,50,False,False,127.818,"LINESTRING (11.2146901 49.3757134, 11.2147208 49.3757583, 11.2147571 49.3758112, 11.2149312 49.3760786, 11.2154008 49.3767656)",St 2239,,,,,
1133898197,Altdorfer Straße,secondary,50,False,True,55.113,"LINESTRING (11.2146901 49.3757134, 11.2144403 49.3753799, 11.2144189 49.3753513, 11.2143565 49.3752679)",St 2239,2,,,,
735068742,Fischbacher Straße,residential,30,False,False,18.822,"LINESTRING (11.2118473 49.3768337, 11.212076 49.3769142)",,,,,,
4628232,Obere Kellerstraße,residential,30,False,False,149.379,"LINESTRING (11.2118473 49.3768337, 11.2117465 49.3768185, 11.2116558 49.3768187, 11.209869 49.377176)",,,,,,
"[54266197, 199025054]",Hauptstraße,tertiary,30,False,False,165.74800000000002,"LINESTRING (11.2118473 49.3768337, 11.2116158 49.3771219, 11.2114637 49.3772861, 11.211325 49.3774015, 11.2110188 49.3776205, 11.210674 49.3778602, 11.2105703 49.3779531, 11.2105031 49.3780291)",,2,,,,
"[69382080, 69382133, 59148818, 59148813]",Hauptstraße,tertiary,30,False,True,87.24800000000002,"LINESTRING (11.2118473 49.3768337, 11.2119428 49.3767118, 11.2120601 49.3765627, 11.2121081 49.3765147, 11.2121565 49.3764702, 11.2123418 49.3763136, 11.2124434 49.3762404, 11.2125203 49.3761885)",,2,,,,
735068742,Fischbacher Straße,residential,30,False,True,18.822,"LINESTRING (11.212076 49.3769142, 11.2118473 49.3768337)",,,,,,
28244941,Fischbacher Straße,residential,30,False,False,89.696,"LINESTRING (11.212076 49.3769142, 11.2121933 49.3772439, 11.2124479 49.3776818)",,,,,,
"[36780400, 225051219, 69382075]",Oberer Zeidlerweg,living_street,,False,True,110.65300000000002,"LINESTRING (11.212076 49.3769142, 11.2123704 49.3767254, 11.2124289 49.3767024, 11.2124677 49.3766865, 11.2127451 49.3765728, 11.2127643 49.376566, 11.2127998 49.3765533, 11.2129117 49.376513, 11.2129971 49.3764841, 11.2130687 49.3764852, 11.2131605 49.3765108, 11.2132773 49.3766285)",,,,,,
1128069937,Kapellenplatz,residential,30,False,True,107.997,"LINESTRING (11.2124479 49.3776818, 11.2138288 49.3773144)",,,,,,
28244941,Fischbacher Straße,residential,30,False,True,89.696,"LINESTRING (11.2124479 49.3776818, 11.2121933 49.3772439, 11.212076 49.3769142)",,,,,,
34057291,Fischbacher Straße,residential,30,False,False,66.363,"LINESTRING (11.2124479 49.3776818, 11.2126154 49.3779813, 11.2127615 49.3782426)",,,,,,
28549176,Tannensteig,residential,30,False,False,118.021,"LINESTRING (11.2154008 49.3767656, 11.2168613 49.3762941)",,,,,,
