osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry,bridge
722344159,2,S 242,Dr.-Wilhelm-Külz-Straße,secondary,50,False,True,4.856,,"LINESTRING (12.812175 50.9213911, 12.8122009 50.9214316)",
14837729,,,Dr.-Wilhelm-Külz-Straße,residential,,False,False,92.635,6.9,"LINESTRING (12.812175 50.9213911, 12.8119623 50.9213423, 12.8113032 50.9209245, 12.8112006 50.9208467)",
23247424,2,S 242,Kurt-Mauersberger-Straße,secondary,50,False,False,84.667,,"LINESTRING (12.812175 50.9213911, 12.8121559 50.9213079, 12.8121456 50.9212287, 12.8120608 50.9206332)",
"[564008944, 23606021, 564008943]",2,S 241,Kurt-Mauersberger-Straße,secondary,50,False,True,166.346,,"LINESTRING (12.8118284 50.9191464, 12.8118664 50.9192193, 12.8118805 50.9193232, 12.8118945 50.9194382, 12.811901 50.9194911, 12.8119767 50.9200749, 12.812022 50.9203921, 12.8120608 50.9206332)",
709004051,2,S 241,Dr.-Heinrich-Hahn-Straße,secondary,50,False,False,72.861,,"LINESTRING (12.8118284 50.9191464, 12.8117658 50.919095, 12.8113006 50.9188473, 12.8110787 50.9186953)",
23247423,2,,August-Bebel-Straße,residential,30,False,False,63.298,,"LINESTRING (12.8110787 50.9186953, 12.8108872 50.9188364, 12.8107689 50.9189235, 12.8107245 50.9189563, 12.8104916 50.9191278)",
"[27889100, 1220569143]",2,,Robert-Gärtner-Straße,residential,,False,True,144.982,,"LINESTRING (12.8110787 50.9186953, 12.8109583 50.9186485, 12.8109041 50.9186414, 12.8107747 50.9186524, 12.8106338 50.9186763, 12.8104462 50.9187116, 12.8091054 50.9189637)",
"[564008946, 23247422]","['2', '3']",S 241,August-Bebel-Straße,secondary,50,False,True,95.459,,"LINESTRING (12.8110787 50.9186953, 12.8114348 50.9184198, 12.8115635 50.9182728, 12.8117039 50.9179495)",
709004051,2,S 241,Dr.-Heinrich-Hahn-Straße,secondary,50,False,True,72.861,,"LINESTRING (12.8110787 50.9186953, 12.8113006 50.9188473, 12.8117658 50.919095, 12.8118284 50.9191464)",
"[23186473, 1220568751, 1220568594, 1220568570, 151472154]",2,,Bahnhofstraße,secondary,50,False,False,233.29599999999996,,"LINESTRING (12.8117039 50.9179495, 12.8118657 50.9174592, 12.8120595 50.9168294, 12.8121651 50.9164863, 12.8121791 50.9163793, 12.8121748 50.916299, 12.8121232 50.9161498, 12.8120091 50.915989, 12.8119471 50.9159083)",
"[564008946, 23247422]","['2', '3']",S 241,August-Bebel-Straße,secondary,50,False,False,95.459,,"LINESTRING (12.8117039 50.9179495, 12.8115635 50.9182728, 12.8114348 50.9184198, 12.8110787 50.9186953)",
"[908659321, 564008947, 1220568822]","['2', '3']",S 242,Straße der Deutschen Einheit,secondary,50,False,False,194.562,,"LINESTRING (12.8117039 50.9179495, 12.8114158 50.917957, 12.8111337 50.91797, 12.8109246 50.9179843, 12.8107141 50.9179987, 12.8102949 50.9180274, 12.8099482 50.9180511, 12.8096201 50.9180768, 12.8089441 50.9181297)",
313754477,,,Schillerstraße,residential,50,False,True,238.284,,"LINESTRING (12.8119471 50.9159083, 12.8085744 50.9161744)",
"[23186473, 1220568751, 1220568594, 1220568570, 151472154]",2,,Bahnhofstraße,secondary,50,False,True,233.29600000000002,,"LINESTRING (12.8119471 50.9159083, 12.8120091 50.915989, 12.8121232 50.9161498, 12.8121748 50.916299, 12.8121791 50.9163793, 12.8121651 50.9164863, 12.8120595 50.9168294, 12.8118657 50.9174592, 12.8117039 50.9179495)",
907873022,2,,Mohsdorfer Straße,residential,50,False,False,151.969,,"LINESTRING (12.8115661 50.9230287, 12.8111106 50.9228578, 12.8109569 50.9228001, 12.8105387 50.9226432, 12.8096628 50.9223769)",
23247423,2,,August-Bebel-Straße,residential,30,False,True,68.423,,"LINESTRING (12.8098777 50.9196062, 12.8104916 50.9191278)",
