osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,bridge,geometry,lanes,ref
32859649,Bauerngasse,residential,,False,False,20.427,,,"LINESTRING (10.1931399 50.2482315, 10.1929892 50.2483879)",,
32859649,Bauerngasse,residential,,False,True,34.031,,,"LINESTRING (10.1931399 50.2482315, 10.1933673 50.2479622)",,
"[584829236, 32860077]","['Bauerngasse', 'Uhlsgasse']",residential,,False,True,65.694,,,"LINESTRING (10.1931399 50.2482315, 10.1930659 50.2481756, 10.1929245 50.2481528, 10.1928391 50.2481463, 10.1927951 50.2481637, 10.1927975 50.2483544, 10.1928126 50.2484996)",,
32935963,Burggäßchen,living_street,,False,False,62.966,,,"LINESTRING (10.1969325 50.2490024, 10.1964033 50.2488949, 10.1961611 50.2487513)",,
32935962,Hafenmarkt,living_street,,False,False,23.119,,,"LINESTRING (10.1961611 50.2487513, 10.1960002 50.2487934, 10.19593 50.2488791)",,
32935962,Hafenmarkt,living_street,,False,True,68.21799999999999,,,"LINESTRING (10.1961611 50.2487513, 10.196426 50.2486892, 10.1970708 50.2485567)",,
32935963,Burggäßchen,living_street,,False,True,62.966,,,"LINESTRING (10.1961611 50.2487513, 10.1964033 50.2488949, 10.1969325 50.2490024)",,
32935962,Hafenmarkt,living_street,,False,True,23.119,,,"LINESTRING (10.19593 50.2488791, 10.1960002 50.2487934, 10.1961611 50.2487513)",,
"[479078934, 874636471]",Hafenmarkt,residential,30,False,False,44.666000000000004,,,"LINESTRING (10.19593 50.2488791, 10.1959013 50.2488653, 10.1958601 50.2488456, 10.1956052 50.2487255, 10.1953846 50.2486999)",,
"[5096193, 479078934, 874636566]",Hafenmarkt,residential,30,False,True,53.485,,,"LINESTRING (10.19593 50.2488791, 10.1962337 50.2490762, 10.1963812 50.249188, 10.1964379 50.2492333)",,
32935962,Hafenmarkt,living_street,,False,False,68.21799999999999,,,"LINESTRING (10.1970708 50.2485567, 10.196426 50.2486892, 10.1961611 50.2487513)",,
"[38194227, 32873107]",Seminarstraße,residential,,False,True,317.358,,,"LINESTRING (10.1934746 50.2518226, 10.1933978 50.2517527, 10.1932896 50.2516905, 10.1930213 50.2515653, 10.1927452 50.2514936, 10.1923667 50.2513141, 10.1918605 50.2510014, 10.1918205 50.2509779, 10.1914985 50.2505759, 10.1911027 50.2499801, 10.190931 50.2496084)",,
"[5096224, 5096225, 8159906, 202456213]",Zentstraße,tertiary,,False,True,241.29600000000005,,yes,"LINESTRING (10.1981721 50.2534922, 10.1977308 50.2533332, 10.1976604 50.2532926, 10.1974788 50.2531878, 10.1974129 50.2531633, 10.1971888 50.2530817, 10.1969565 50.2530572, 10.1967156 50.2531065, 10.1965149 50.2531796, 10.1963914 50.2532135, 10.1962396 50.2532293, 10.1961371 50.2532268, 10.1960346 50.2532089, 10.1959422 50.2531834, 10.1958585 50.2531407, 10.1957828 50.2530876, 10.1957286 50.2530407, 10.1956986 50.2529861, 10.1956741 50.2528737, 10.1956475 50.252671)",,KG 14
"[5096194, 5096206]","['Grube', 'Streitgasse']",residential,,False,False,68.366,,,"LINESTRING (10.1955533 50.2471041, 10.1953639 50.2468405, 10.1948561 50.2468384)",,
"[32854332, 5096206]",Grube,"['residential', 'living_street']",,False,"[False, True]",146.876,,,"LINESTRING (10.1955533 50.2471041, 10.1958024 50.2475294, 10.196067 50.2476207, 10.1962413 50.2477792, 10.1962495 50.2479321, 10.19613 50.2480464, 10.1961104 50.2482362)",,
101091420,Grube,residential,,False,True,57.768,,,"LINESTRING (10.1955533 50.2471041, 10.195473 50.2471895, 10.1955426 50.247607)",,
101091420,Grube,residential,,False,False,57.768,,,"LINESTRING (10.1955426 50.247607, 10.195473 50.2471895, 10.1955533 50.2471041)",,
520249359,Stenayer Platz,residential,,False,False,24.492,,,"LINESTRING (10.1931015 50.2499997, 10.1931784 50.249785)",,
101107024,Klostergasse,residential,,False,True,68.54100000000001,,,"LINESTRING (10.1931015 50.2499997, 10.1937234 50.2501342, 10.1939748 50.2501307, 10.1940308 50.2501299)",,
"[584829237, 102044902]",Stenayer Platz,residential,,False,False,50.149,,,"LINESTRING (10.1931015 50.2499997, 10.1926601 50.2498591, 10.1926902 50.2497248)",,
104480668,Gymnasiumstraße,residential,,False,True,11.368,,,"LINESTRING (10.1931784 50.249785, 10.1930202 50.2497702)",,
520249359,Stenayer Platz,residential,,False,True,24.492,,,"LINESTRING (10.1931784 50.249785, 10.1931015 50.2499997)",,
"[104480668, 5096198]","['Klostergasse', 'Gymnasiumstraße']",residential,,False,False,84.836,,,"LINESTRING (10.1931784 50.249785, 10.1940366 50.2499362, 10.1940308 50.2501299)",,
181655523,Gymnasiumstraße,residential,,False,False,24.001,,,"LINESTRING (10.1926902 50.2497248, 10.1930202 50.2497702)",,
181655523,Gymnasiumstraße,residential,,False,True,21.334,,,"LINESTRING (10.1926902 50.2497248, 10.1923946 50.2496919)",,
"[584829237, 102044902]",Stenayer Platz,residential,,False,True,50.149,,,"LINESTRING (10.1926902 50.2497248, 10.1926601 50.2498591, 10.1931015 50.2499997)",,
32854256,Riemenschneiderstraße,tertiary,30,False,True,26.785,,,"LINESTRING (10.1947068 50.2493968, 10.1946197 50.2492824, 10.1945491 50.2491781)",,
"[479078929, 183228298, 102149844]","['Kirchgasse', 'Kirchplatz']",residential,30,False,"[False, True]",200.46200000000002,,,"LINESTRING (10.1947068 50.2493968, 10.1952422 50.2493667, 10.1953433 50.2492307, 10.195843 50.2491756, 10.1961674 50.2491814, 10.1962467 50.2492353, 10.1963129 50.249286, 10.196335 50.2493984, 10.1962618 50.2494677, 10.1961007 50.2495417, 10.1956125 50.2495638)",,
982209014,Riemenschneiderstraße,tertiary,30,False,False,55.945,,,"LINESTRING (10.1947068 50.2493968, 10.1947701 50.2495862, 10.1948706 50.2498889)",,
107315622,Grube,living_street,,False,True,45.815,,,"LINESTRING (10.196703 50.2480775, 10.1962895 50.2482036, 10.1961104 50.2482362)",,
211098842,Coburger Straße,secondary,50,False,True,7.565,,,"LINESTRING (10.1969851 50.2524433, 10.1970867 50.2524231)",,St 2282
202456208,Coburger Straße,secondary,50,False,False,33.25,,,"LINESTRING (10.1969851 50.2524433, 10.1968379 50.2524753, 10.1965484 50.25255)",3,St 2282
38194225,Gymnasiumstraße,residential,,False,False,48.943,,,"LINESTRING (10.190931 50.2496084, 10.1916192 50.2496173)",,
5096197,Gymnasiumstraße,residential,30,False,True,48.272000000000006,,,"LINESTRING (10.190931 50.2496084, 10.1904716 50.249455, 10.1903387 50.2493973)",,
"[38194227, 32873107]",Seminarstraße,residential,,False,False,317.358,,,"LINESTRING (10.190931 50.2496084, 10.1911027 50.2499801, 10.1914985 50.2505759, 10.1918205 50.2509779, 10.1918605 50.2510014, 10.1923667 50.2513141, 10.1927452 50.2514936, 10.1930213 50.2515653, 10.1932896 50.2516905, 10.1933978 50.2517527, 10.1934746 50.2518226)",,
211098858,Zentstraße,living_street,,False,True,96.84199999999998,,,"LINESTRING (10.1973699 50.2529923, 10.1971661 50.2529923, 10.1969569 50.2529409, 10.1968791 50.252862, 10.1968442 50.2527934, 10.196863 50.2527059, 10.1970025 50.2526339, 10.1970695 50.2525876, 10.1970934 50.2524944, 10.1970867 50.2524231)",,
"[107314533, 183444822]",Riemenschneiderstraße,tertiary,50,False,"[False, True]",32.959,,yes,"LINESTRING (10.1964389 50.252262, 10.1964546 50.2522987, 10.1965484 50.25255)",3,
"[211098849, 875267650, 297244157, 371264413]",Riemenschneiderstraße,tertiary,50,False,"[False, True]",107.162,,yes,"LINESTRING (10.1964389 50.252262, 10.1963902 50.2521625, 10.1962994 50.251972, 10.1960566 50.2515015, 10.1959821 50.2514007, 10.1959395 50.2513548)","['4', '3']",
211098859,,tertiary_link,,True,False,45.721000000000004,,,"LINESTRING (10.1964389 50.252262, 10.1964914 50.2522999, 10.1966508 50.2523949, 10.1967493 50.2524234, 10.1969851 50.2524433)",,
5052205,Meininger Straße,primary,DE:urban,False,True,39.972,,,"LINESTRING (10.1966773 50.2528999, 10.1965484 50.25255)",3,B 287
186186615,,primary_link,DE:urban,True,False,51.75000000000001,,,"LINESTRING (10.1966773 50.2528999, 10.1965462 50.2527962, 10.1964739 50.2527559, 10.1963691 50.2527139, 10.1962377 50.2526695, 10.1960968 50.2526346)",,
203907626,,primary,50,False,False,35.897,,,"LINESTRING (10.1931676 50.2459746, 10.1930235 50.246284)",2,B 287
187373872,,tertiary,,True,False,45.176,,,"LINESTRING (10.1931676 50.2459746, 10.1931991 50.2461312, 10.1932098 50.2462566, 10.1932964 50.2463662)",1,
211098842,Coburger Straße,secondary,50,False,False,7.565,,,"LINESTRING (10.1970867 50.2524231, 10.1969851 50.2524433)",,St 2282
211098858,Zentstraße,living_street,,False,False,96.84199999999998,,,"LINESTRING (10.1970867 50.2524231, 10.1970934 50.2524944, 10.1970695 50.2525876, 10.1970025 50.2526339, 10.196863 50.2527059, 10.1968442 50.2527934, 10.1968791 50.252862, 10.1969569 50.2529409, 10.1971661 50.2529923, 10.1973699 50.2529923)",,
204809677,,primary,50,False,True,32.2,,,"LINESTRING (10.1960968 50.2526346, 10.1956475 50.252671)",3,B 287
211098841,,primary,50,False,False,33.578,,,"LINESTRING (10.1960968 50.2526346, 10.1962464 50.2526185, 10.196376 50.2525922, 10.1965484 50.25255)",3,B 287
982209015,,primary,60,False,False,10.48,,,"LINESTRING (10.1891685 50.2507446, 10.1891542 50.2508384)",3,B 287
"[870769704, 1193565209, 873094610, 29081226]",,primary,60,False,True,174.33100000000002,,,"LINESTRING (10.1891685 50.2507446, 10.1891897 50.2506615, 10.1892243 50.2505444, 10.1892487 50.2504826, 10.1893138 50.2503431, 10.1893896 50.2502252, 10.1894622 50.2501403, 10.1895149 50.2500879, 10.1895651 50.2500464, 10.1903387 50.2493973)",3,B 287
873094611,,primary,60,False,True,22.243,,,"LINESTRING (10.1891391 50.2510382, 10.1891542 50.2508384)",2,B 287
873094613,,tertiary_link,60,True,False,31.589,,,"LINESTRING (10.1891391 50.2510382, 10.1890916 50.250974, 10.1890263 50.2509165, 10.1889455 50.2508678, 10.1888519 50.2508296)",,
"[32853732, 32853733, 110138215, 875159401, 29081227, 741019565, 873094614]",,primary,"['50', '60']",False,False,544.321,,yes,"LINESTRING (10.1891391 50.2510382, 10.1891527 50.2511496, 10.1892041 50.2512825, 10.1892709 50.2514167, 10.1893699 50.2515544, 10.1895211 50.2517082, 10.1897367 50.2518962, 10.1901299 50.2521058, 10.1905914 50.2522392, 10.1913105 50.2524029, 10.1922548 50.2525401, 10.1933661 50.2526527, 10.1937354 50.2526738, 10.1941987 50.2526967, 10.1944935 50.2527005, 10.1951631 50.2526943, 10.1955278 50.2526761, 10.1956475 50.252671)","['2', '3']",B 287
