osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,bridge,width
"[51492801, 627106293, 73651806]",False,K 7706,"['Altmarkt', 'Lange Straße']",tertiary,50,"[False, True]",96.677,,"LINESTRING (13.167041 50.8599968, 13.1669506 50.8603222, 13.1669512 50.8603469, 13.1669548 50.8603882, 13.1670225 50.8606276, 13.1670314 50.8606421, 13.1670663 50.8606992, 13.167098 50.8607386, 13.1671676 50.8608099, 13.1671765 50.8608344)",,
284434693,False,,Talstraße,residential,,False,7.564,,"LINESTRING (13.1713322 50.8602921, 13.1712549 50.8602447)",,
26241891,False,,Görbersdorfer Hohle,residential,,False,181.622,,"LINESTRING (13.1713322 50.8602921, 13.1715517 50.8602379, 13.1717515 50.860182, 13.1719963 50.8600317, 13.1722821 50.859821, 13.1724409 50.859739, 13.1726024 50.8596713, 13.1726871 50.8596435, 13.1728354 50.8596082, 13.1729967 50.8595257, 13.1731529 50.8593737, 13.1732296 50.8592538)",,
"[73651867, 57045668, 57045670]",False,,Unterstadt,residential,,True,29.282,,"LINESTRING (13.1713322 50.8602921, 13.1712691 50.8603272, 13.1710826 50.8603714, 13.1710372 50.8603825, 13.1709748 50.8603998, 13.1709588 50.8604035)",yes,
284434693,False,,Talstraße,residential,,True,39.502,,"LINESTRING (13.1713322 50.8602921, 13.1716136 50.8604658, 13.1717558 50.8605237)",,
247455344,False,,Talstraße,residential,,True,10.6,,"LINESTRING (13.1699026 50.8594229, 13.1700504 50.8594425)",,
51493052,False,,Teichplan,residential,,False,80.499,,"LINESTRING (13.1699026 50.8594229, 13.1697306 50.8594916, 13.1696143 50.8595463, 13.169508 50.8596174, 13.1694803 50.8596724, 13.1694942 50.8597588, 13.1695506 50.8598573, 13.1696484 50.8600015)",,
247455344,False,,Talstraße,residential,,False,127.946,,"LINESTRING (13.1699026 50.8594229, 13.1697614 50.8593598, 13.1695699 50.8592314, 13.1688885 50.858746, 13.1688234 50.8586607, 13.1687582 50.858546)",,
8405606,True,K 7706,Anger,tertiary,,False,155.404,,"LINESTRING (13.1660426 50.8625201, 13.1664673 50.8627837, 13.1667647 50.8629165, 13.1668259 50.8629332, 13.1675153 50.8631209, 13.1677989 50.8632281, 13.1678938 50.8632583)",,
"[30768249, 627106292]",False,K 7706,Frankenberger Straße,tertiary,,False,72.117,,"LINESTRING (13.1660426 50.8625201, 13.1658997 50.8625807, 13.1652522 50.8629335)",,
8405608,True,K 7706,Badgasse,tertiary,,False,109.58800000000001,,"LINESTRING (13.1678938 50.8632583, 13.1679848 50.8632526, 13.1681054 50.8632378, 13.1688266 50.8628792, 13.169037 50.8627149, 13.1690963 50.8626686)",,
26569572,False,,An der Bleiche,residential,,True,204.99599999999998,,"LINESTRING (13.1678938 50.8632583, 13.1679177 50.8633685, 13.168127 50.8636157, 13.1683231 50.8638757, 13.1684386 50.864004, 13.1687221 50.8644082, 13.1688381 50.8645873, 13.1690818 50.8649359)",,
27678485,False,,Durchfahrt,residential,30,False,84.54199999999999,,"LINESTRING (13.1640604 50.8597158, 13.1639915 50.8596145, 13.1639512 50.8595734, 13.1635299 50.8594086, 13.1633659 50.8593322, 13.1631793 50.8592236)",,3
73651785,False,,Wiesenstraße,residential,30,False,33.874,1,"LINESTRING (13.1640604 50.8597158, 13.1641686 50.859698, 13.1642639 50.8596923, 13.1643551 50.8597008, 13.1645363 50.8596852)",,4
1117624289,False,,Durchfahrt,residential,30,False,9.652,,"LINESTRING (13.1645363 50.8596852, 13.1646677 50.8597108)",,3
"[53410880, 73651729]",False,,Wiesenstraße,residential,"['50', '30']",False,102.526,1,"LINESTRING (13.1645363 50.8596852, 13.1647847 50.8593957, 13.1650812 50.8590629, 13.1651971 50.858865)",,4
73651785,False,,Wiesenstraße,residential,30,True,33.874,1,"LINESTRING (13.1645363 50.8596852, 13.1643551 50.8597008, 13.1642639 50.8596923, 13.1641686 50.859698, 13.1640604 50.8597158)",,4
50124103,False,K 7706,Augustusburger Straße,tertiary,,False,85.968,2,"LINESTRING (13.1651971 50.858865, 13.1663576 50.8591122)",,
50124103,False,K 7706,Augustusburger Straße,tertiary,,True,246.906,2,"LINESTRING (13.1651971 50.858865, 13.1649379 50.8588103, 13.1644882 50.8586889, 13.1643488 50.8586518, 13.1639113 50.8585096, 13.1637233 50.8584397, 13.1635452 50.8583473, 13.1632289 50.8581569, 13.1629032 50.8579442, 13.1625298 50.8575282)",,
"[53410880, 73651729]",False,,Wiesenstraße,residential,"['50', '30']",True,102.52600000000001,1,"LINESTRING (13.1651971 50.858865, 13.1650812 50.8590629, 13.1647847 50.8593957, 13.1645363 50.8596852)",,4
50124103,False,K 7706,Augustusburger Straße,tertiary,,True,85.968,2,"LINESTRING (13.1663576 50.8591122, 13.1651971 50.858865)",,
24614049,False,K 7706,Brühl,tertiary,,False,84.489,2,"LINESTRING (13.1663576 50.8591122, 13.1665863 50.8591909, 13.1666285 50.859213, 13.1673122 50.8595711)",,
178840279,False,,Brühl,residential,,False,232.345,,"LINESTRING (13.1663576 50.8591122, 13.1662884 50.8589673, 13.1661594 50.8588504, 13.1659094 50.8585495, 13.1658655 50.8585058, 13.1658083 50.8583135, 13.1657685 50.8582382, 13.165585 50.8579933, 13.1654735 50.8578801, 13.1653353 50.8577824, 13.1651317 50.8576911, 13.1649196 50.8576198, 13.1647388 50.8575226, 13.1646553 50.8574777, 13.1645596 50.8574524)",,
24614049,False,K 7706,Brühl,tertiary,,True,84.489,2,"LINESTRING (13.1673122 50.8595711, 13.1666285 50.859213, 13.1665863 50.8591909, 13.1663576 50.8591122)",,
50124104,False,K 7706,Lange Straße,tertiary,50,False,51.044000000000004,,"LINESTRING (13.1673122 50.8595711, 13.1670999 50.8598879, 13.167041 50.8599968)",,
627106286,False,,Lange Straße,tertiary,,True,121.144,,"LINESTRING (13.1673122 50.8595711, 13.1676528 50.8591179, 13.1681654 50.8586271)",,
100007736,False,,Sommersteig,residential,,True,196.846,,"LINESTRING (13.172129 50.8569852, 13.1720577 50.8569553, 13.1716823 50.8571539, 13.1715961 50.857166, 13.1714928 50.8571632, 13.1712889 50.8571593, 13.1710748 50.8571504, 13.1705988 50.8571218, 13.1703227 50.8571242, 13.1701094 50.8571164, 13.1698703 50.8571253, 13.1697312 50.8571437, 13.1696454 50.8571589, 13.1695787 50.8571859, 13.1695462 50.8572022, 13.1694963 50.8572224)",,
"[1015683426, 1015683427]",False,S 207,Gerichtsstraße,secondary,50,True,27.212000000000003,2,"LINESTRING (13.172129 50.8569852, 13.1722669 50.8570894, 13.1723662 50.8571785)",,
24304754,False,,Bahnhofstraße,tertiary,50,True,61.47699999999999,,"LINESTRING (13.1737313 50.8574315, 13.1735752 50.8575047, 13.1734527 50.8575967, 13.1732687 50.8578017, 13.1732105 50.8578663)",,
32810120,False,,Bahnhofstraße,tertiary,,False,85.339,,"LINESTRING (13.1737313 50.8574315, 13.1735732 50.8574191, 13.1735371 50.8574159, 13.1727836 50.857348, 13.1725277 50.8573233)",,
8311451,False,,Bahnhofstraße,tertiary,,False,76.469,,"LINESTRING (13.1712264 50.8591085, 13.1710763 50.8591137, 13.1708926 50.8591048, 13.1705985 50.8590589, 13.1701776 50.858955)",,
23398326,False,,Poststraße,tertiary,,False,102.11899999999997,,"LINESTRING (13.1712264 50.8591085, 13.1713759 50.8591879, 13.1715545 50.8592602, 13.1716542 50.8592914, 13.1716768 50.8592985, 13.1719347 50.859376, 13.1719885 50.8593915, 13.1720316 50.859402, 13.1721651 50.8594159, 13.1723332 50.8594202, 13.172549 50.8594106)",,
"[627106298, 627106299]",False,,Bahnhofstraße,tertiary,50,False,203.868,,"LINESTRING (13.1712264 50.8591085, 13.1715074 50.8590655, 13.1718041 50.858985, 13.1719974 50.8589088, 13.1720497 50.8588831, 13.1722078 50.8587965, 13.1724635 50.8586095, 13.1728753 50.8582511, 13.1730076 50.8581159, 13.1732105 50.8578663)",,
1015683427,False,S 207,Gerichtsstraße,secondary,50,True,19.691,2,"LINESTRING (13.1723662 50.8571785, 13.1725277 50.8573233)",,
26152158,True,,Dr.-Richard-Heyder-Straße,residential,,False,273.167,,"LINESTRING (13.1723662 50.8571785, 13.1719353 50.8574676, 13.1716269 50.8577732, 13.1715007 50.8579262, 13.1713846 50.8580163, 13.1712708 50.8581035, 13.1710395 50.8581817, 13.1707763 50.8582309, 13.1705118 50.8582774, 13.1703021 50.8583577, 13.1701714 50.8584656, 13.1701328 50.8585897, 13.1701498 50.8587434, 13.1701776 50.858955)",,
"[1015683426, 1015683427]",False,S 207,Gerichtsstraße,secondary,50,False,27.212000000000003,2,"LINESTRING (13.1723662 50.8571785, 13.1722669 50.8570894, 13.172129 50.8569852)",,
8311451,False,,Bahnhofstraße,tertiary,,False,109.55,,"LINESTRING (13.1701776 50.858955, 13.1698509 50.8588719, 13.1687582 50.858546)",,
8311451,False,,Bahnhofstraße,tertiary,,True,76.46900000000001,,"LINESTRING (13.1701776 50.858955, 13.1705985 50.8590589, 13.1708926 50.8591048, 13.1710763 50.8591137, 13.1712264 50.8591085)",,
23398326,False,,Poststraße,tertiary,,False,50.853,,"LINESTRING (13.172549 50.8594106, 13.1732296 50.8592538)",,
23398326,False,,Poststraße,tertiary,,True,102.119,,"LINESTRING (13.172549 50.8594106, 13.1723332 50.8594202, 13.1721651 50.8594159, 13.1720316 50.859402, 13.1719885 50.8593915, 13.1719347 50.859376, 13.1716768 50.8592985, 13.1716542 50.8592914, 13.1715545 50.8592602, 13.1713759 50.8591879, 13.1712264 50.8591085)",,
57045669,False,,Teubnerberg,residential,,False,142.757,,"LINESTRING (13.172549 50.8594106, 13.1725176 50.8594484, 13.1724251 50.8594875, 13.1721795 50.8595257, 13.1718111 50.85958, 13.1717545 50.8596031, 13.1715791 50.8597153, 13.1713818 50.8599372, 13.1713232 50.8600865, 13.1712549 50.8602447)",,
290315440,False,S 207,Gerichtsstraße,secondary,50,False,159.16899999999998,2,"LINESTRING (13.175899 50.8601745, 13.1758707 50.860025, 13.1757388 50.859841, 13.1754939 50.8596191, 13.1753893 50.8595243, 13.1748294 50.8591184, 13.1746684 50.8590017)",,
290315440,False,S 207,Gerichtsstraße,secondary,50,True,78.48400000000001,2,"LINESTRING (13.175899 50.8601745, 13.1758696 50.860281, 13.1758516 50.8603501, 13.1758042 50.8604183, 13.1756697 50.8605439, 13.1755232 50.860657, 13.1753121 50.8607372)",,
922257554,False,S 207,Gerichtsstraße,secondary,50,False,77.088,2,"LINESTRING (13.1732105 50.8578663, 13.1725277 50.8573233)",,
24304754,False,,Bahnhofstraße,tertiary,50,False,61.477000000000004,,"LINESTRING (13.1732105 50.8578663, 13.1732687 50.8578017, 13.1734527 50.8575967, 13.1735752 50.8575047, 13.1737313 50.8574315)",,
"[627106298, 627106299]",False,,Bahnhofstraße,tertiary,50,True,203.868,,"LINESTRING (13.1732105 50.8578663, 13.1730076 50.8581159, 13.1728753 50.8582511, 13.1724635 50.8586095, 13.1722078 50.8587965, 13.1720497 50.8588831, 13.1719974 50.8589088, 13.1718041 50.858985, 13.1715074 50.8590655, 13.1712264 50.8591085)",,
920130967,False,S 207,Gerichtsstraße,secondary,50,True,148.767,2,"LINESTRING (13.1732105 50.8578663, 13.173373 50.8580202, 13.1734523 50.858081, 13.1736528 50.8582348, 13.17454 50.8589071)",,
26405590,False,,Mühlberg,residential,,False,51.07,,"LINESTRING (13.1696484 50.8600015, 13.1690806 50.8602887)",,
51493052,False,,Teichplan,residential,,True,80.49900000000001,,"LINESTRING (13.1696484 50.8600015, 13.1695506 50.8598573, 13.1694942 50.8597588, 13.1694803 50.8596724, 13.169508 50.8596174, 13.1696143 50.8595463, 13.1697306 50.8594916, 13.1699026 50.8594229)",,
51493053,False,,Teichplan,residential,,False,37.542,,"LINESTRING (13.1696484 50.8600015, 13.1697788 50.8599571, 13.1698593 50.8599371, 13.1699146 50.8599293, 13.1700472 50.8599104, 13.1701547 50.8599073)",,
26171333,False,,Fiedlerstraße,tertiary,,True,208.004,,"LINESTRING (13.1749202 50.86079, 13.1740606 50.8599887, 13.1732296 50.8592538)",,
73887684,False,S 207,Gerichtsstraße,secondary,50,False,28.332,2,"LINESTRING (13.1749202 50.86079, 13.1751313 50.8607772, 13.1753121 50.8607372)",,
73887684,False,S 207,Gerichtsstraße,secondary,50,True,182.439,2,"LINESTRING (13.1749202 50.86079, 13.1747529 50.8607809, 13.1745688 50.8607566, 13.1744853 50.8607456, 13.1743102 50.8607217, 13.1739986 50.8606792, 13.1730081 50.8605498, 13.1728047 50.8605379, 13.1726756 50.8605407, 13.1725996 50.8605527, 13.1725205 50.8605758, 13.1723909 50.860623)",,
23398326,False,,Poststraße,tertiary,,True,50.853,,"LINESTRING (13.1732296 50.8592538, 13.172549 50.8594106)",,
23398326,False,,Poststraße,tertiary,,False,99.791,,"LINESTRING (13.1732296 50.8592538, 13.1740978 50.8590318, 13.1744089 50.8589522, 13.17454 50.8589071)",,
26171333,False,,Fiedlerstraße,tertiary,,False,208.004,,"LINESTRING (13.1732296 50.8592538, 13.1740606 50.8599887, 13.1749202 50.86079)",,
26241891,False,,Görbersdorfer Hohle,residential,,True,181.622,,"LINESTRING (13.1732296 50.8592538, 13.1731529 50.8593737, 13.1729967 50.8595257, 13.1728354 50.8596082, 13.1726871 50.8596435, 13.1726024 50.8596713, 13.1724409 50.859739, 13.1722821 50.859821, 13.1719963 50.8600317, 13.1717515 50.860182, 13.1715517 50.8602379, 13.1713322 50.8602921)",,
73887684,False,S 207,Gerichtsstraße,secondary,50,False,182.439,2,"LINESTRING (13.1723909 50.860623, 13.1725205 50.8605758, 13.1725996 50.8605527, 13.1726756 50.8605407, 13.1728047 50.8605379, 13.1730081 50.8605498, 13.1739986 50.8606792, 13.1743102 50.8607217, 13.1744853 50.8607456, 13.1745688 50.8607566, 13.1747529 50.8607809, 13.1749202 50.86079)",,
73887684,False,S 207,Gerichtsstraße,secondary,50,True,7.668,2,"LINESTRING (13.1723909 50.860623, 13.1723515 50.8606437, 13.1723115 50.8606702)",,
4013307,False,,Talstraße,residential,50,True,42.268,,"LINESTRING (13.1717558 50.8605237, 13.1723115 50.8606702)",,
"[26241888, 73887689, 32492816, 32492817, 73887678]",False,,Tuchmachergasse,living_street,,True,140.973,,"LINESTRING (13.1717558 50.8605237, 13.1716644 50.8607226, 13.1716553 50.8607367, 13.1716384 50.8607695, 13.1716202 50.8607974, 13.1711239 50.8613096, 13.1710241 50.8614119, 13.1712443 50.8614941, 13.1713928 50.8615253)",yes,
284434693,False,,Talstraße,residential,,False,39.502,,"LINESTRING (13.1717558 50.8605237, 13.1716136 50.8604658, 13.1713322 50.8602921)",,
8311447,False,S 207,Gerichtsstraße,secondary,50,True,55.047,,"LINESTRING (13.1713928 50.8615253, 13.1709447 50.8619316)",,
"[26241888, 73887689, 32492816, 32492817, 73887678]",False,,Tuchmachergasse,living_street,,False,140.97299999999998,,"LINESTRING (13.1713928 50.8615253, 13.1712443 50.8614941, 13.1710241 50.8614119, 13.1711239 50.8613096, 13.1716202 50.8607974, 13.1716384 50.8607695, 13.1716553 50.8607367, 13.1716644 50.8607226, 13.1717558 50.8605237)",yes,
"[73887684, 290315436, 32492819, 73887667, 26161012, 627106297]",False,S 207,Gerichtsstraße,secondary,50,False,114.903,2,"LINESTRING (13.1713928 50.8615253, 13.171577 50.8613542, 13.1718438 50.8610929, 13.1720494 50.8609097, 13.1720679 50.8608932, 13.1720795 50.8608822, 13.1721101 50.8608527, 13.1721227 50.8608405, 13.1723115 50.8606702)",yes,
8311447,False,S 207,Gerichtsstraße,secondary,50,False,55.047,,"LINESTRING (13.1709447 50.8619316, 13.1713928 50.8615253)",,
8311447,False,S 207,Gerichtsstraße,secondary,50,True,7.15,,"LINESTRING (13.1709447 50.8619316, 13.1709197 50.8619599, 13.1709049 50.8619904)",,
26365638,True,,Kreuzgang,residential,30,False,100.373,,"LINESTRING (13.1709447 50.8619316, 13.1706449 50.861704, 13.1705866 50.86168, 13.1703123 50.8615957, 13.1700837 50.8615312, 13.1699102 50.8615001, 13.169761 50.861472)",,2
26365638,True,,Kreuzgang,residential,30,False,126.44900000000001,,"LINESTRING (13.169761 50.861472, 13.169602 50.861397, 13.1694866 50.8613204, 13.1692519 50.8611518, 13.1691433 50.8610824, 13.1690029 50.8610316, 13.1687483 50.8609967, 13.1682459 50.8609789)",,2
26569577,False,,An der Spüle,residential,,False,70.245,,"LINESTRING (13.169761 50.861472, 13.1701903 50.8620025, 13.1702199 50.8620333)",,
"[173920978, 26365639]",False,,An der Kirche,residential,,False,68.367,,"LINESTRING (13.1680959 50.8610188, 13.1679672 50.8609629, 13.1678368 50.8609311, 13.167799 50.8609233, 13.1673317 50.8608587, 13.1671765 50.8608344)",,3
26405594,True,,Enge Gasse,residential,,False,113.072,,"LINESTRING (13.1680959 50.8610188, 13.1682166 50.8611233, 13.1683138 50.8612306, 13.1688734 50.861908)",,2
4015477,False,K 7706,Große Kirchgasse,tertiary,50,True,74.625,,"LINESTRING (13.1671765 50.8608344, 13.1670571 50.8612343, 13.1669295 50.8614859)",,
"[173920978, 26365639]",False,,An der Kirche,residential,,True,68.36699999999999,,"LINESTRING (13.1671765 50.8608344, 13.1673317 50.8608587, 13.167799 50.8609233, 13.1678368 50.8609311, 13.1679672 50.8609629, 13.1680959 50.8610188)",,3
"[51492801, 627106293, 73651806]",False,K 7706,"['Altmarkt', 'Lange Straße']",tertiary,50,"[False, True]",96.677,,"LINESTRING (13.1671765 50.8608344, 13.1671676 50.8608099, 13.167098 50.8607386, 13.1670663 50.8606992, 13.1670314 50.8606421, 13.1670225 50.8606276, 13.1669548 50.8603882, 13.1669512 50.8603469, 13.1669506 50.8603222, 13.167041 50.8599968)",,
26405591,False,,Mühlberg,residential,,False,69.61500000000001,,"LINESTRING (13.1688831 50.8604997, 13.1687133 50.8606174, 13.168594 50.8607052, 13.1684035 50.8608453, 13.1682459 50.8609789)",,3
"[80589113, 4013308, 173920981]",False,,Pfarrgasse,residential,,True,142.79500000000002,,"LINESTRING (13.1688831 50.8604997, 13.1687571 50.8604499, 13.1685929 50.8604488, 13.1684794 50.8604291, 13.168379 50.8604146, 13.1682271 50.8603605, 13.1681365 50.8603304, 13.1678632 50.860238, 13.1674654 50.8600809, 13.167041 50.8599968)",,
"[8311454, 173920982]",False,,"['Unterstadt', 'Pfarrgasse']",residential,,False,67.023,,"LINESTRING (13.1688831 50.8604997, 13.1690141 50.8605291, 13.1691288 50.8605636, 13.1691967 50.8605552, 13.1695715 50.8604439, 13.1697768 50.8604485)",,
4015477,False,K 7706,Große Kirchgasse,tertiary,50,False,74.625,,"LINESTRING (13.1669295 50.8614859, 13.1670571 50.8612343, 13.1671765 50.8608344)",,
"[725190954, 26803971]",True,,Große Kirchgasse,tertiary,50,False,40.966,,"LINESTRING (13.1669295 50.8614859, 13.1669792 50.8616416, 13.1670183 50.8618057, 13.1669955 50.8618469)",,
"[51493056, 26405595]",True,,"['Webergasse', 'Enge Gasse']",residential,,False,95.48400000000001,,"LINESTRING (13.1688734 50.861908, 13.16926 50.8623099, 13.1691216 50.862377, 13.1688119 50.8625752)",,2
54259111,False,B 173,Freiberger Straße,primary,50,False,45.446,2,"LINESTRING (13.1682672 50.8623542, 13.1688119 50.8625752)",,
26405596,True,,Schulgasse,residential,,False,65.423,,"LINESTRING (13.1682672 50.8623542, 13.1684966 50.8621689, 13.1685436 50.8621309, 13.1688734 50.861908)",,2
"[50124105, 725190953, 580243646, 54259111]",False,B 173,"['Markt', 'Freiberger Straße']",primary,50,True,105.67899999999999,2,"LINESTRING (13.1682672 50.8623542, 13.1679459 50.8622271, 13.1679267 50.8622182, 13.1675506 50.8620618, 13.1673447 50.8619733, 13.167296 50.8619553, 13.1671511 50.8618953, 13.1669955 50.8618469)",,
54259111,False,B 173,Freiberger Straße,primary,50,True,45.446,2,"LINESTRING (13.1688119 50.8625752, 13.1682672 50.8623542)",,
54259111,False,B 173,Freiberger Straße,primary,50,False,22.551,2,"LINESTRING (13.1688119 50.8625752, 13.1689962 50.8626428, 13.1690462 50.8626566, 13.1690963 50.8626686)",,
922257554,False,S 207,Gerichtsstraße,secondary,50,True,77.088,2,"LINESTRING (13.1725277 50.8573233, 13.1732105 50.8578663)",,
1015683427,False,S 207,Gerichtsstraße,secondary,50,False,19.691,2,"LINESTRING (13.1725277 50.8573233, 13.1723662 50.8571785)",,
32810120,False,,Bahnhofstraße,tertiary,,True,85.339,,"LINESTRING (13.1725277 50.8573233, 13.1727836 50.857348, 13.1735371 50.8574159, 13.1735732 50.8574191, 13.1737313 50.8574315)",,
26569571,False,,Am Hang,residential,,False,37.806000000000004,,"LINESTRING (13.1735257 50.8652735, 13.173056 50.8653928, 13.173026 50.8654005)",,
27400713,False,S 201,Hainichener Straße,secondary,50,True,399.169,,"LINESTRING (13.1735257 50.8652735, 13.1734397 50.8651671, 13.1730503 50.8647129, 13.1726508 50.8643703, 13.1725571 50.8643098, 13.1722903 50.8641374, 13.1721509 50.8640796, 13.1720188 50.864022, 13.1718887 50.863965, 13.1718377 50.8639426, 13.171535 50.8638123, 13.1711382 50.8636433, 13.1707797 50.8634439, 13.170477 50.8632611, 13.1703288 50.8631716, 13.169784 50.8628426, 13.1696014 50.8627429)",,
26569576,False,,Am Hang,residential,,False,47.319,,"LINESTRING (13.173026 50.8654005, 13.172716 50.8650226)",,
26569571,False,,Am Hang,residential,,False,41.602000000000004,,"LINESTRING (13.173026 50.8654005, 13.1727172 50.8654619, 13.1724606 50.8655129)",,
26569571,False,,Am Hang,residential,,True,37.806000000000004,,"LINESTRING (13.173026 50.8654005, 13.173056 50.8653928, 13.1735257 50.8652735)",,
26569571,False,,Am Hang,residential,,True,156.327,,"LINESTRING (13.1705281 50.8647344, 13.1712931 50.8655925, 13.1713274 50.8656257, 13.1716107 50.8656444, 13.1719274 50.8656162)",,
