osmid,name,highway,oneway,reversed,length,bridge,geometry,tunnel,lanes,maxspeed,ref
806461488,Markt,living_street,False,True,4.341,,"LINESTRING (6.7636136 50.5540495, 6.7636228 50.5540881)",,,,
"[51671237, 556355432, 10069277]",Markt,living_street,False,False,16.758,yes,"LINESTRING (6.7636136 50.5540495, 6.763696 50.5540426, 6.7638211 50.5540283, 6.7638473 50.5540242)",,,,
"[356273802, 51671236, 51671238]",Markt,living_street,False,False,35.254000000000005,,"LINESTRING (6.7636136 50.5540495, 6.763592 50.5539527, 6.7635803 50.5538884, 6.7635794 50.5538364, 6.7635791 50.5537525, 6.7635753 50.553734)",,,,
10069273,Trierer Straße,living_street,False,True,18.373,,"LINESTRING (6.7630945 50.5517944, 6.7630483 50.5516318)",,,,
"[143614288, 143614290, 51991941]",Orchheimer Straße,living_street,True,False,31.19,,"LINESTRING (6.7630945 50.5517944, 6.7630909 50.5519454, 6.7630998 50.5519799, 6.763118 50.5520589, 6.7631217 50.5520734)",yes,,,
"[51991594, 865733371]",In der Dreimühle,living_street,False,False,71.264,,"LINESTRING (6.7630945 50.5517944, 6.7631968 50.5517949, 6.7634572 50.5517962, 6.7635789 50.5518103, 6.7636379 50.5518355, 6.7636874 50.5518909, 6.7638457 50.5519703, 6.7639777 50.5520145)",,,,
10069549,Burg,living_street,False,False,25.404,,"LINESTRING (6.7654134 50.5543876, 6.7654953 50.554545, 6.7655576 50.5545936)",,,,
"[245868494, 54619858, 54619860, 799780693, 54619861, 10069278]",Delle,living_street,False,"[False, True]",74.754,,"LINESTRING (6.7654134 50.5543876, 6.765605 50.5543411, 6.7657364 50.5542711, 6.7658132 50.5542253, 6.7658541 50.5542004, 6.7659898 50.5541246, 6.7661889 50.5540561, 6.7662988 50.5540409)",building_passage,,,
331990608,Delle,living_street,False,True,137.36199999999997,,"LINESTRING (6.7654134 50.5543876, 6.7652976 50.5542448, 6.7651766 50.5540642, 6.7650919 50.5540007, 6.7650523 50.553991, 6.7650055 50.5539907, 6.764836 50.5539973, 6.7647324 50.5540013, 6.764675 50.5540036, 6.7646439 50.5540048, 6.7646079 50.5540104, 6.7645545 50.5540211, 6.7645355 50.5540239, 6.7643837 50.5540539, 6.764266 50.5540761, 6.7642486 50.5540782, 6.7640433 50.5540957, 6.7640032 50.5540911, 6.7639422 50.5540803, 6.7638654 50.5540797)",,1,,
"[245868494, 54619858, 54619860, 799780693, 54619861, 10069278]",Delle,living_street,False,"[False, True]",74.754,,"LINESTRING (6.7662988 50.5540409, 6.7661889 50.5540561, 6.7659898 50.5541246, 6.7658541 50.5542004, 6.7658132 50.5542253, 6.7657364 50.5542711, 6.765605 50.5543411, 6.7654134 50.5543876)",building_passage,,,
148232243,Alte Gasse,residential,False,False,118.642,,"LINESTRING (6.7642696 50.5570956, 6.7642803 50.557066, 6.7642864 50.5568832, 6.764288 50.5568619, 6.7642892 50.5568191, 6.7642816 50.5566663, 6.7642246 50.5561497, 6.7642115 50.5560311)",,1,30,
"[148232241, 43164210, 148232243]",Alte Gasse,residential,False,True,29.166000000000004,,"LINESTRING (6.7642696 50.5570956, 6.7642553 50.5571196, 6.7642459 50.5571654, 6.7642476 50.5571943, 6.7642477 50.5572231, 6.7642451 50.5572556, 6.764249 50.5573293, 6.7642512 50.5573557)",building_passage,1,30,
299002394,Wallgasse,residential,False,False,46.416,,"LINESTRING (6.7642696 50.5570956, 6.7643557 50.5570923, 6.7649265 50.5570925)",,,,
304518437,Marquardstraße,residential,False,False,14.126,,"LINESTRING (6.7643115 50.5579919, 6.7643064 50.5578649)",,,,
"[59338115, 59338118]",Marquardstraße,residential,False,True,106.494,,"LINESTRING (6.7643115 50.5579919, 6.7642928 50.5581082, 6.7640882 50.5581137, 6.7639577 50.5581205, 6.7638926 50.5581289, 6.7638445 50.5581475, 6.7638324 50.5581659, 6.763826 50.558185, 6.763805 50.5583342, 6.7637951 50.5583528, 6.7637778 50.5583686, 6.7637485 50.5583814, 6.7636856 50.5583907, 6.7635404 50.5583915, 6.7633924 50.5583962, 6.7632807 50.5584042)",,,,
304517334,Marquardstraße,residential,False,False,39.123000000000005,,"LINESTRING (6.7643115 50.5579919, 6.7645297 50.5579858, 6.7645688 50.5579843, 6.7648645 50.5579729)",,,,
27097116,Marktstraße,living_street,False,False,44.791000000000004,,"LINESTRING (6.7618016 50.5543422, 6.7618621 50.5543617, 6.7619593 50.5543416, 6.7622794 50.554277, 6.7623545 50.5542701, 6.7624064 50.5542737)",,,,
74195639,Heisterbacher Straße,living_street,True,False,115.589,,"LINESTRING (6.7618016 50.5543422, 6.7617357 50.5542292, 6.7616829 50.5541355, 6.7616033 50.5539945, 6.7614765 50.55384, 6.7613619 50.5537031, 6.7611151 50.553401)",,,,
27097116,Marktstraße,living_street,False,True,44.791000000000004,,"LINESTRING (6.7624064 50.5542737, 6.7623545 50.5542701, 6.7622794 50.554277, 6.7619593 50.5543416, 6.7618621 50.5543617, 6.7618016 50.5543422)",,,,
"[301267525, 301267526]",Langenhecke,living_street,False,False,112.91099999999997,,"LINESTRING (6.7624064 50.5542737, 6.7623925 50.5543016, 6.7623894 50.5543374, 6.7623952 50.5543783, 6.7624234 50.5544541, 6.7624269 50.5545019, 6.7624171 50.5545569, 6.7623685 50.5547169, 6.7623519 50.554795, 6.7623375 50.5548626, 6.7623362 50.5548994, 6.7623444 50.5549336, 6.7624815 50.5552481, 6.7624901 50.5552678)",,,,
"[401784835, 1079309453]",Marktstraße,living_street,False,False,90.801,,"LINESTRING (6.7624064 50.5542737, 6.7624296 50.5542429, 6.7624672 50.5542207, 6.7625155 50.5542062, 6.7625345 50.5542014, 6.7625767 50.5541909, 6.7627031 50.5541723, 6.7629164 50.5541543, 6.7631526 50.5541415, 6.7633469 50.5541304, 6.7635071 50.5541086, 6.7636228 50.5540881)",,,,
54310534,Alte Gasse,living_street,False,False,60.95399999999999,,"LINESTRING (6.7642115 50.5560311, 6.7641504 50.5557777, 6.7640695 50.5555218, 6.7640592 50.5554917)",,1,,
148232243,Alte Gasse,residential,False,True,118.642,,"LINESTRING (6.7642115 50.5560311, 6.7642246 50.5561497, 6.7642816 50.5566663, 6.7642892 50.5568191, 6.764288 50.5568619, 6.7642864 50.5568832, 6.7642803 50.557066, 6.7642696 50.5570956)",,1,30,
148684912,Fibergasse,living_street,False,False,49.185,,"LINESTRING (6.7625296 50.554003, 6.7625232 50.5539514, 6.7624997 50.5538822, 6.7624858 50.5538445, 6.7624818 50.5537941, 6.7624889 50.553767, 6.7625073 50.5537493, 6.7625269 50.5537303, 6.7626019 50.5536954, 6.7627451 50.5536536)",,,,
44819982,Markt,living_street,False,False,42.601,,"LINESTRING (6.7639996 50.5544417, 6.7639366 50.5544057, 6.7638767 50.5541641, 6.7638654 50.5540797)",,1,,
"[148088536, 30493958, 148088535]",Johannisstraße,living_street,False,True,14.792,yes,"LINESTRING (6.7639996 50.5544417, 6.7639719 50.5544423, 6.763821 50.5544539, 6.7637915 50.5544559)",,1,,
331991637,Johannisstraße,living_street,False,False,41.906000000000006,,"LINESTRING (6.7639996 50.5544417, 6.764039 50.5544485, 6.764214 50.5544424, 6.7643725 50.5544296, 6.7645897 50.5544254)",,1,,
806461489,Markt,living_street,False,True,6.302,,"LINESTRING (6.7638473 50.5540242, 6.7638654 50.5540797)",,,,
148088551,Markt,living_street,False,False,39.814,,"LINESTRING (6.7638473 50.5540242, 6.7637552 50.5538131, 6.7635753 50.553734)",,,,
"[556355432, 10069277, 51671237]",Markt,living_street,False,True,16.758000000000003,yes,"LINESTRING (6.7638473 50.5540242, 6.7638211 50.5540283, 6.763696 50.5540426, 6.7636136 50.5540495)",,,,
299002394,Wallgasse,residential,False,True,46.416,,"LINESTRING (6.7649265 50.5570925, 6.7643557 50.5570923, 6.7642696 50.5570956)",,,,
301624120,Hubertusweg,residential,False,False,53.540000000000006,,"LINESTRING (6.7626941 50.5577683, 6.7625787 50.5576069, 6.7625451 50.5575533, 6.7625362 50.5575124, 6.762528 50.5574284, 6.762539 50.5573507, 6.7625471 50.5573382, 6.7625649 50.5573109)",,,30,
28950056,Von-Ayx-Straße,living_street,False,False,22.421,,"LINESTRING (6.7632807 50.5584042, 6.76329 50.5584487, 6.7633222 50.5586041)",,,,
28950056,Von-Ayx-Straße,living_street,False,True,116.046,,"LINESTRING (6.7632807 50.5584042, 6.7632778 50.5583892, 6.7632695 50.5583476, 6.7632029 50.5580131, 6.7631629 50.5578188, 6.7631142 50.5575544, 6.7631018 50.5574045, 6.7630987 50.5573674)",,,,
"[59338115, 59338118]",Marquardstraße,residential,False,False,106.49399999999999,,"LINESTRING (6.7632807 50.5584042, 6.7633924 50.5583962, 6.7635404 50.5583915, 6.7636856 50.5583907, 6.7637485 50.5583814, 6.7637778 50.5583686, 6.7637951 50.5583528, 6.763805 50.5583342, 6.763826 50.558185, 6.7638324 50.5581659, 6.7638445 50.5581475, 6.7638926 50.5581289, 6.7639577 50.5581205, 6.7640882 50.5581137, 6.7642928 50.5581082, 6.7643115 50.5579919)",,,,
55875074,Kölner Straße,residential,False,True,71.248,,"LINESTRING (6.7651016 50.5579671, 6.7651212 50.5577201, 6.765119 50.5575111, 6.7651215 50.5573909, 6.7651225 50.5573659, 6.765114 50.5573478, 6.7650935 50.5573322)",,,,
"[300553514, 806461487]",Marquardstraße,residential,False,True,16.762999999999998,,"LINESTRING (6.7651016 50.5579671, 6.7650183 50.5579699, 6.7648645 50.5579729)",,,,
102282439,Orchheimer Straße,living_street,False,True,26.704,,"LINESTRING (6.7630918 50.553295, 6.7631478 50.5535325)",,,,
"[71183418, 71183419, 71183420, 71183421]","['Werkbrücke', 'Unnaustraße']",living_street,False,True,150.84399999999997,yes,"LINESTRING (6.7630918 50.553295, 6.7628865 50.5532962, 6.7627472 50.5532854, 6.7626526 50.5532603, 6.7625148 50.5532151, 6.7621479 50.553226, 6.7620027 50.5532139, 6.7618652 50.5531893, 6.7617246 50.5531555, 6.7616538 50.553178, 6.7615626 50.5532071, 6.7614127 50.5532565, 6.7613307 50.5532934, 6.7612887 50.5533108, 6.7611678 50.5533736, 6.7611151 50.553401)",,,,
"[70576844, 22718548, 28515863]","['Bergstraße', 'Hennesweg']",residential,False,"[False, True]",388.873,,"LINESTRING (6.7578323 50.5506265, 6.7579006 50.550682, 6.7579917 50.550756, 6.7580103 50.5507712, 6.758109 50.5508819, 6.7581514 50.5509259, 6.7581821 50.5509706, 6.758203 50.5510011, 6.7582152 50.5510175, 6.7582199 50.5510619, 6.7582224 50.5510856, 6.7582233 50.5510943, 6.7581772 50.551179, 6.7581159 50.5513646, 6.7581189 50.5513919, 6.758122 50.5514194, 6.758133 50.5514525, 6.7581803 50.5515018, 6.7582453 50.5515479, 6.7583276 50.5515738, 6.7583688 50.5515868, 6.7584952 50.5516055, 6.7586713 50.5516182, 6.7588125 50.5516284, 6.7589774 50.5516768, 6.759065 50.5517282, 6.7591064 50.5517524, 6.7592571 50.5518605, 6.7592973 50.5518892, 6.7593248 50.551909, 6.7593702 50.5519416, 6.7593976 50.5519612, 6.7595122 50.5520869, 6.7596292 50.5522152, 6.7596696 50.5522595, 6.7598054 50.5524032, 6.7598365 50.5524361, 6.7598892 50.5524771, 6.759953 50.5525012, 6.7599833 50.5525126, 6.7601695 50.5525306, 6.7602632 50.5525428, 6.7603643 50.5525479, 6.760465 50.5525552, 6.7605282 50.5525598, 6.7605692 50.5525851, 6.760591 50.5526064, 6.7606124 50.5526367, 6.7606413 50.5526904, 6.7606949 50.5528148, 6.7607889 50.5530119, 6.7607952 50.553025, 6.7608046 50.5530594, 6.7608134 50.5530919)",,2,30,
"[148232241, 43164210, 148232243]",Alte Gasse,residential,False,False,29.166,,"LINESTRING (6.7642512 50.5573557, 6.764249 50.5573293, 6.7642451 50.5572556, 6.7642477 50.5572231, 6.7642476 50.5571943, 6.7642459 50.5571654, 6.7642553 50.5571196, 6.7642696 50.5570956)",building_passage,1,30,
70576820,Sebastian-Kneipp-Promenade,residential,False,False,59.99600000000001,,"LINESTRING (6.7642512 50.5573557, 6.7643114 50.557354, 6.7644646 50.5573492, 6.7646372 50.5573433, 6.7646975 50.5573392, 6.7649467 50.5573213, 6.7650216 50.5573195, 6.7650683 50.5573225, 6.7650935 50.5573322)",,,,
