osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,width
1051131381,Neuhauser Straße,residential,40,False,False,6.039,"LINESTRING (12.1585479 49.7986987, 12.1586289 49.7987134)",,,,
152549689,Hauptstraße,living_street,7,False,False,82.763,"LINESTRING (12.1585479 49.7986987, 12.1583175 49.7988914, 12.1580446 49.7991546, 12.1578924 49.7993104)",,,,
"[29092904, 972054134, 972054135]",Angerpointstraße,residential,40,False,True,34.81,"LINESTRING (12.1585479 49.7986987, 12.1585044 49.7986877, 12.1584475 49.7986702, 12.1583201 49.7986125, 12.1582502 49.7985808, 12.1581601 49.7985166)",2,yes,,
29091396,Bahnhofstraße,residential,,False,False,9.937,"LINESTRING (12.1614857 49.7963229, 12.1616042 49.7962767)",,,,
129211882,Bahnhofstraße,residential,,False,True,75.727,"LINESTRING (12.1614857 49.7963229, 12.1611672 49.796473, 12.1611046 49.7965042, 12.1607447 49.7966883, 12.1606453 49.7967344)",,,,
28972139,Ritzerbergstraße,residential,,False,False,53.848,"LINESTRING (12.1551992 49.7981491, 12.1545002 49.7979732)",,,,
152549799,Neustädter Straße,secondary,50,False,True,79.416,"LINESTRING (12.1551992 49.7981491, 12.1551291 49.7984191, 12.1551267 49.7984285, 12.1551121 49.7984848, 12.155109 49.7984967, 12.1550164 49.7988535)",2,,St 2395,
476962378,Neustädter Straße,secondary,50,False,False,41.086999999999996,"LINESTRING (12.1551992 49.7981491, 12.155218 49.7980102, 12.1552491 49.797781)",2,,St 2395,
152549799,Neustädter Straße,secondary,50,False,False,52.849,"LINESTRING (12.1545141 49.8021897, 12.1544331 49.8017173)",2,,St 2395,
28192379,Bürgermeister-Gierisch-Straße,residential,,False,False,35.974999999999994,"LINESTRING (12.1545141 49.8021897, 12.1546316 49.8021884, 12.1548072 49.8021865, 12.1550083 49.8022211)",,,,
152549799,Neustädter Straße,secondary,50,False,True,52.8,"LINESTRING (12.1545141 49.8021897, 12.1544944 49.8022411, 12.1542352 49.8026284)",2,,St 2395,
