osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction,width,bridge
"[561059619, 387874131, 561062811, 32509455]",,Am Anger,residential,20,False,False,121.407,"LINESTRING (12.1265021 47.8534975, 12.1264786 47.8535513, 12.1264704 47.8536028, 12.1264829 47.8537498, 12.1265161 47.8540367, 12.1265583 47.8543243, 12.1266489 47.8545243, 12.1266828 47.8545699)",,yes,,,
"[311798773, 311798774, 627006134, 534284283, 118069470]",3,Brixstraße,residential,"['20', '50']",False,False,127.024,"LINESTRING (12.1265021 47.8534975, 12.1266247 47.8535321, 12.1269016 47.8535373, 12.1272808 47.8535279, 12.1276139 47.8534804, 12.1277877 47.8534689, 12.1278993 47.8534689, 12.1279755 47.8534779, 12.128028 47.8535022, 12.1280608 47.8535286, 12.1281209 47.8535769)",,,,,
"[36732664, 443225489, 443237948]","['2', '3']",Rathausstraße,secondary,50,False,False,178.04999999999998,"LINESTRING (12.1281209 47.8535769, 12.1282921 47.8534719, 12.1286621 47.8532598, 12.1292734 47.8528989, 12.1297652 47.852623, 12.1299282 47.8525316)",B 15,,,,
97072091,,Rathausstraße,secondary,50,False,True,35.274,"LINESTRING (12.1281209 47.8535769, 12.1278988 47.8537278, 12.1277966 47.8538075)",B 15,,,,
"[311798773, 627006134, 311798774, 534284283, 118069470]",3,Brixstraße,residential,"['50', '20']",False,True,127.024,"LINESTRING (12.1281209 47.8535769, 12.1280608 47.8535286, 12.128028 47.8535022, 12.1279755 47.8534779, 12.1278993 47.8534689, 12.1277877 47.8534689, 12.1276139 47.8534804, 12.1272808 47.8535279, 12.1269016 47.8535373, 12.1266247 47.8535321, 12.1265021 47.8534975)",,,,,
7245684,2,Gießereistraße,secondary,50,False,True,29.103,"LINESTRING (12.1274088 47.8495764, 12.1275499 47.8495586, 12.1276137 47.8495456, 12.1276563 47.849537, 12.1277818 47.8495031)",,,,,
"[447548776, 447548777, 858625698, 440614670]",3,Gießereistraße,secondary,50,False,False,227.36800000000002,"LINESTRING (12.1274088 47.8495764, 12.1271632 47.8495706, 12.1268177 47.8495584, 12.1266269 47.8495493, 12.1262826 47.8495329, 12.1244867 47.8494793, 12.1243657 47.8494757)",,,,,
"[327796761, 39067366, 443225487]",3,Prinzregentenstraße,secondary,50,False,True,131.447,"LINESTRING (12.1225421 47.8567177, 12.1226465 47.8566752, 12.1230337 47.8565054, 12.1238909 47.8561369, 12.1240246 47.8560791)",B 15,,,,
"[438296852, 438296853]",,Prinzregentenstraße,secondary,50,False,False,64.68299999999999,"LINESTRING (12.1225421 47.8567177, 12.1221563 47.8568913, 12.12182 47.8570396)",B 15,,,,
438296855,2,Wittelsbacherstraße,residential,50,False,False,77.189,"LINESTRING (12.1225421 47.8567177, 12.1224731 47.8566904, 12.1215466 47.8565365)",,,,,
"[438296850, 7245717]",,Herzog-Heinrich-Straße,residential,30,False,False,53.334999999999994,"LINESTRING (12.1215466 47.8565365, 12.1215901 47.8564844, 12.1218543 47.8561327, 12.1218718 47.8561094)",,,,,
438296855,2,Wittelsbacherstraße,residential,50,False,True,77.189,"LINESTRING (12.1215466 47.8565365, 12.1224731 47.8566904, 12.1225421 47.8567177)",,,,,
22779340,,Am Roßacker,residential,30,False,True,11.479,"LINESTRING (12.1225817 47.8553099, 12.122644 47.8553127, 12.1227324 47.8552971)",,,,,
7245720,,Herzog-Heinrich-Straße,residential,30,True,False,103.484,"LINESTRING (12.1218718 47.8561094, 12.122519 47.8553805, 12.1225817 47.8553099)",,,,,
"[438296850, 7245717]",,Herzog-Heinrich-Straße,residential,30,False,True,53.334999999999994,"LINESTRING (12.1218718 47.8561094, 12.1218543 47.8561327, 12.1215901 47.8564844, 12.1215466 47.8565365)",,,,,
7994773,,Am Nörreut,residential,30,False,True,39.934999999999995,"LINESTRING (12.1303328 47.8536111, 12.1303012 47.8536099, 12.1302645 47.8536053, 12.1301764 47.8535866, 12.1299126 47.8535275, 12.1298228 47.8535053)",,,,,
"[568691936, 568691944, 251925805]",,Am Nörreut,residential,30,True,False,295.83799999999997,"LINESTRING (12.1303328 47.8536111, 12.1303715 47.8536092, 12.1304172 47.8536021, 12.1308403 47.8535346, 12.1308907 47.8535277, 12.1313726 47.8534619, 12.1314406 47.8534586, 12.13148 47.8534579, 12.131532 47.8534583, 12.1317073 47.8534781, 12.1319889 47.8535426, 12.1327139 47.8537431, 12.1327711 47.8537629, 12.1327883 47.8537813, 12.1327705 47.8538335, 12.1327521 47.8539265, 12.1329024 47.854646, 12.1329139 47.8547011)",,,,,
7994758,,Sedanstraße,living_street,,False,True,50.257,"LINESTRING (12.1305812 47.8544512, 12.1307137 47.8548697, 12.1307212 47.8548933)",,,,,
7994772,,Dr.-Geiger-Straße,residential,30,True,False,89.65899999999998,"LINESTRING (12.1305812 47.8544512, 12.1305377 47.8544564, 12.1301185 47.8545168, 12.1300821 47.8545203, 12.1300653 47.8545219, 12.1300238 47.8545211, 12.1295068 47.8544331, 12.1294098 47.8544166)",,,,,
401262734,,Sedanstraße,living_street,,True,False,95.313,"LINESTRING (12.1305812 47.8544512, 12.1303323 47.8536425, 12.1303328 47.8536111)",,,,,
311798123,,Königstraße,residential,50,False,False,20.009,"LINESTRING (12.1294098 47.8544166, 12.1293286 47.8545881)",,,,,
311798123,,Königstraße,residential,50,False,True,105.923,"LINESTRING (12.1294098 47.8544166, 12.1296336 47.8539438, 12.1298228 47.8535053)",,,,,
7994773,,Am Nörreut,residential,30,False,False,39.93500000000001,"LINESTRING (12.1298228 47.8535053, 12.1299126 47.8535275, 12.1301764 47.8535866, 12.1302645 47.8536053, 12.1303012 47.8536099, 12.1303328 47.8536111)",,,,,
311798123,,Königstraße,residential,50,False,False,105.923,"LINESTRING (12.1298228 47.8535053, 12.1296336 47.8539438, 12.1294098 47.8544166)",,,,,
"[5942792, 444934697, 311798123]",3,Königstraße,residential,50,False,True,116.99300000000001,"LINESTRING (12.1298228 47.8535053, 12.1298287 47.8534927, 12.1298593 47.8534269, 12.1298877 47.8533563, 12.1300049 47.8531162, 12.1300415 47.8530409, 12.1300618 47.8529901, 12.1301157 47.8528648, 12.1301316 47.8528164, 12.1301316 47.8527702, 12.1301303 47.8527288, 12.1301143 47.8526882, 12.1300761 47.8526326, 12.1300012 47.85258, 12.1299282 47.8525316)",,,,,
26586670,,Innstraße,residential,50,False,True,78.489,"LINESTRING (12.1318673 47.8547722, 12.1329139 47.8547011)",,,,,
"[120394102, 26586670]",,Innstraße,residential,50,False,False,59.142,"LINESTRING (12.1318673 47.8547722, 12.1317477 47.8547806, 12.1313209 47.8548149, 12.1310804 47.854836)",,,,,
"[572846020, 7994774]",,Am Innreit,residential,30,True,False,149.995,"LINESTRING (12.1318673 47.8547722, 12.1318749 47.8548268, 12.1320306 47.8557892, 12.1315652 47.8558829)",,,,,
26586670,,Innstraße,residential,50,False,False,16.895,"LINESTRING (12.1331379 47.8546789, 12.1329139 47.8547011)",,,,,
"[7994778, 568691941]",,Bayerstraße,residential,50,False,False,134.239,"LINESTRING (12.1331379 47.8546789, 12.1331583 47.8547707, 12.1332762 47.8553014, 12.1333842 47.8558137, 12.1334032 47.8558728)",,,,,
7994775,,Hofmannstraße,residential,30,True,False,121.926,"LINESTRING (12.1310804 47.854836, 12.131097 47.8548878, 12.1315652 47.8558829)",,,,,
120394102,,Innstraße,residential,50,False,False,27.558,"LINESTRING (12.1310804 47.854836, 12.1309734 47.8548511, 12.1308332 47.8548723, 12.1307212 47.8548933)",,,,,
"[26586670, 120394102]",,Innstraße,residential,50,False,True,59.142,"LINESTRING (12.1310804 47.854836, 12.1313209 47.8548149, 12.1317477 47.8547806, 12.1318673 47.8547722)",,,,,
7994758,,Sedanstraße,living_street,,False,False,50.257,"LINESTRING (12.1307212 47.8548933, 12.1307137 47.8548697, 12.1305812 47.8544512)",,,,,
120394102,,Innstraße,residential,50,False,False,105.78799999999998,"LINESTRING (12.1307212 47.8548933, 12.1305334 47.8549543, 12.1303677 47.8550447, 12.129984 47.855282, 12.1298271 47.8554489, 12.1297312 47.8555509)",,,,,
120394102,,Innstraße,residential,50,False,True,27.558,"LINESTRING (12.1307212 47.8548933, 12.1308332 47.8548723, 12.1309734 47.8548511, 12.1310804 47.854836)",,,,,
7994776,,Spitalstraße,residential,30,False,True,124.03000000000002,"LINESTRING (12.1306868 47.8563736, 12.1306722 47.856324, 12.1305492 47.856081, 12.1304181 47.8558221, 12.1297833 47.8555728, 12.1297312 47.8555509)",,,,4.9,
"[55974729, 568691940]",,Färberstraße,"['residential', 'living_street']",30,False,False,37.528000000000006,"LINESTRING (12.1306868 47.8563736, 12.1306278 47.856376, 12.1305106 47.8563956, 12.1301939 47.8564385)",,,,4.8,
568691940,,Färberstraße,residential,30,False,True,51.616,"LINESTRING (12.1306868 47.8563736, 12.1307477 47.8563761, 12.1309114 47.8563888, 12.1313388 47.856422, 12.1313743 47.8564248)",,,,,
7994777,,Färberstraße,living_street,,False,False,22.558,"LINESTRING (12.1302709 47.8565735, 12.1300065 47.8564751)",,,,,
7994777,,Färberstraße,living_street,,False,True,17.457,"LINESTRING (12.1302709 47.8565735, 12.1301789 47.8564937, 12.1301939 47.8564385)",,,,,
"[568721518, 7994782, 568691943]",,An der Burgermühle,living_street,,False,False,113.977,"LINESTRING (12.1302709 47.8565735, 12.130246 47.8566057, 12.1302396 47.8566397, 12.130067 47.8568707, 12.1303238 47.8569639, 12.130297 47.8570161, 12.1301034 47.8574318, 12.1300992 47.8574408)",,,,,yes
7994780,,Färberstraße,residential,30,False,True,18.671,"LINESTRING (12.1314148 47.8565905, 12.1313743 47.8564248)",,,,,
"[568691939, 568691945, 568691932, 568691933, 7994781]",,Färberstraße,residential,30,True,False,88.87899999999999,"LINESTRING (12.1314148 47.8565905, 12.1313758 47.8566081, 12.1312821 47.8566461, 12.1312023 47.8566731, 12.1311361 47.8566772, 12.1308377 47.8566406, 12.1302709 47.8565735)",,,,,
7994780,,Färberstraße,residential,30,False,False,18.671,"LINESTRING (12.1313743 47.8564248, 12.1314148 47.8565905)",,,,,
568691940,,Färberstraße,residential,30,False,True,33.276,"LINESTRING (12.1313743 47.8564248, 12.131792 47.8563199)",,,,,
568691940,,Färberstraße,residential,30,False,False,51.616,"LINESTRING (12.1313743 47.8564248, 12.1313388 47.856422, 12.1309114 47.8563888, 12.1307477 47.8563761, 12.1306868 47.8563736)",,,,,
7994781,,Färberstraße,residential,30,True,False,41.2,"LINESTRING (12.131792 47.8563199, 12.1314148 47.8565905)",,,,,
568691940,,Färberstraße,residential,30,False,False,33.276,"LINESTRING (12.131792 47.8563199, 12.1313743 47.8564248)",,,,,
568691940,,Färberstraße,residential,30,False,True,63.186,"LINESTRING (12.131792 47.8563199, 12.131835 47.8563083, 12.1324947 47.8561301, 12.1325776 47.8561077)",,,,,
7994775,,Hofmannstraße,residential,30,True,False,51.456,"LINESTRING (12.1315652 47.8558829, 12.1317757 47.8562854, 12.131792 47.8563199)",,,,,
116852452,,Färberstraße,residential,50,False,True,42.726,"LINESTRING (12.1334032 47.8558728, 12.1339433 47.8557451)",,,,,
"[568691946, 7994779, 55974732, 568691942]",,Färberstraße,residential,"['50', '30']",False,False,66.917,"LINESTRING (12.1334032 47.8558728, 12.1333465 47.8558886, 12.1331211 47.8559515, 12.1327147 47.8560648, 12.1325776 47.8561077)",,,,,
"[7994778, 568691941]",,Bayerstraße,residential,50,False,True,134.239,"LINESTRING (12.1334032 47.8558728, 12.1333842 47.8558137, 12.1332762 47.8553014, 12.1331583 47.8547707, 12.1331379 47.8546789)",,,,,
"[7994782, 568721518, 568691943]",,An der Burgermühle,living_street,,False,True,113.97700000000002,"LINESTRING (12.1300992 47.8574408, 12.1301034 47.8574318, 12.130297 47.8570161, 12.1303238 47.8569639, 12.130067 47.8568707, 12.1302396 47.8566397, 12.130246 47.8566057, 12.1302709 47.8565735)",,,,,yes
7994777,,Färberstraße,living_street,,False,True,14.562,"LINESTRING (12.1301939 47.8564385, 12.1300065 47.8564751)",,,,,
7994777,,Färberstraße,living_street,,False,False,17.457,"LINESTRING (12.1301939 47.8564385, 12.1301789 47.8564937, 12.1302709 47.8565735)",,,,,
"[55974729, 568691940]",,Färberstraße,"['living_street', 'residential']",30,False,True,37.528000000000006,"LINESTRING (12.1301939 47.8564385, 12.1305106 47.8563956, 12.1306278 47.856376, 12.1306868 47.8563736)",,,,4.8,
7994777,,Färberstraße,living_street,,False,False,14.562,"LINESTRING (12.1300065 47.8564751, 12.1301939 47.8564385)",,,,,
7994777,,Färberstraße,living_street,,False,True,22.558,"LINESTRING (12.1300065 47.8564751, 12.1302709 47.8565735)",,,,,
"[101558125, 24728191]",,"['Adlzreiterstraße', 'Färberstraße']",living_street,,False,False,54.794,"LINESTRING (12.1300065 47.8564751, 12.1299157 47.8564612, 12.1298708 47.8564539, 12.1298512 47.8564546, 12.129833 47.8564553, 12.129776 47.8564716, 12.129733 47.8565044, 12.1296444 47.8565921, 12.1296038 47.8566397, 12.129554 47.8567046, 12.1295299 47.856757)",,,,3,
36742012,,Frühlingstraße,residential,50,False,True,95.142,"LINESTRING (12.1261799 47.8582656, 12.1261317 47.8582401, 12.1251782 47.8577361)",,,,,
103879851,,Steinbökstraße,residential,50,True,False,82.46000000000001,"LINESTRING (12.1261799 47.8582656, 12.1262112 47.8582412, 12.1268855 47.8577454, 12.1269245 47.8577176)",,,,,
80000534,,Am Salzstadel,residential,50,False,False,35.537,"LINESTRING (12.1269245 47.8577176, 12.1266554 47.8574539)",,,,,
"[99750736, 17433335]",,Am Salzstadel,residential,50,True,False,116.38199999999999,"LINESTRING (12.1269245 47.8577176, 12.1273906 47.8580103, 12.1275688 47.8580867, 12.1281177 47.8580436, 12.1281994 47.8580456, 12.1282388 47.8580466, 12.1282748 47.8580441)",,,,,
103876549,,Westermayerstraße,residential,30,True,False,78.607,"LINESTRING (12.1225583 47.8578112, 12.1225921 47.8578435, 12.122756 47.8579609, 12.1230361 47.8581038, 12.1233011 47.8581989, 12.1233918 47.8582311)",,,,,
354925086,,Heilig-Geist-Straße,residential,50,False,False,198.53599999999997,"LINESTRING (12.1225583 47.8578112, 12.1226306 47.8577769, 12.1247304 47.8568728, 12.1247971 47.8568463)",,,,,
"[1263285940, 456828700]",,Heilig-Geist-Straße,residential,30,False,True,97.726,"LINESTRING (12.1225583 47.8578112, 12.1224862 47.857842, 12.1216914 47.8581736, 12.1215683 47.8582362, 12.121463 47.8582918)",,,,,
"[17541747, 438296854, 552001399]",,Westermayerstraße,residential,50,False,True,101.963,"LINESTRING (12.1225583 47.8578112, 12.1225082 47.8577618, 12.122129 47.8573679, 12.1218631 47.8570854, 12.12182 47.8570396)",,,,,
"[17541748, 118224287]",,Sternstraße,residential,30,False,False,174.3,"LINESTRING (12.1233918 47.8582311, 12.1234665 47.8581836, 12.1241013 47.8577356, 12.1244122 47.8575005, 12.1246234 47.8573409, 12.1250072 47.8571001)",,,,,
36742012,,Frühlingstraße,residential,50,False,False,73.89,"LINESTRING (12.1250072 47.8571001, 12.1251274 47.85723, 12.1251879 47.8573785, 12.1251782 47.8577361)",,,,,
36742012,,Frühlingstraße,residential,50,False,True,32.301,"LINESTRING (12.1250072 47.8571001, 12.1248328 47.8568974, 12.1247971 47.8568463)",,,,,
"[17541748, 118224287]",,Sternstraße,residential,30,False,True,174.3,"LINESTRING (12.1250072 47.8571001, 12.1246234 47.8573409, 12.1244122 47.8575005, 12.1241013 47.8577356, 12.1234665 47.8581836, 12.1233918 47.8582311)",,,,,
"[576880621, 576880622]",2,Anton-Kathrein-Straße,residential,50,False,False,34.39,"LINESTRING (12.1236054 47.8509693, 12.1237955 47.8510625, 12.1238989 47.8511141, 12.1239764 47.8511528)",,,,,
"[576880626, 576880622, 17542623]",2,Anton-Kathrein-Straße,residential,50,False,True,209.89799999999997,"LINESTRING (12.1236054 47.8509693, 12.1234164 47.850947, 12.1225832 47.8508485, 12.1225398 47.8508434, 12.1223697 47.8508233, 12.1220807 47.8507891, 12.1211276 47.8506765, 12.1211006 47.8506733, 12.1208859 47.8505639)",,,,,
"[576880624, 17542625, 576880620]",1,Anton-Kathrein-Straße,residential,50,True,False,38.497,"LINESTRING (12.1236054 47.8509693, 12.1236473 47.8509636, 12.1239247 47.850926, 12.1240056 47.8509014, 12.1240979 47.8508733)",,,,,
332921991,,Salinstraße,residential,50,False,False,158.049,"LINESTRING (12.1240979 47.8508733, 12.1241326 47.8507637, 12.1241427 47.8506446, 12.1240916 47.8504995, 12.1240587 47.8503989, 12.1240231 47.8502838, 12.1239616 47.8500809, 12.1239413 47.8499682, 12.1239571 47.8495004, 12.123957 47.8494685)",,,,,
332921991,,Salinstraße,residential,50,False,True,32.373999999999995,"LINESTRING (12.1240979 47.8508733, 12.1240046 47.851088, 12.1239764 47.8511528)",,,,,
"[251384395, 440614669, 440614671, 54629588, 54629589]","['4', '3']",Gießereistraße,secondary,50,False,False,266.83099999999996,"LINESTRING (12.123957 47.8494685, 12.1236714 47.8494707, 12.1235501 47.8494726, 12.1233687 47.8494991, 12.1231183 47.849567, 12.122431 47.8497716, 12.1220154 47.8499019, 12.1218732 47.8499626, 12.1217602 47.8500196, 12.1214222 47.8502256, 12.1212313 47.8503453, 12.1210545 47.8504596, 12.1208859 47.8505639)",,,,,yes
251384395,3,Gießereistraße,secondary,50,False,True,30.509,"LINESTRING (12.123957 47.8494685, 12.1240582 47.8494701, 12.124096 47.8494704, 12.1241339 47.8494707, 12.1241495 47.8494712, 12.1241849 47.8494719, 12.1243657 47.8494757)",,,,,
332921991,,Salinstraße,residential,50,False,True,158.04899999999998,"LINESTRING (12.123957 47.8494685, 12.1239571 47.8495004, 12.1239413 47.8499682, 12.1239616 47.8500809, 12.1240231 47.8502838, 12.1240587 47.8503989, 12.1240916 47.8504995, 12.1241427 47.8506446, 12.1241326 47.8507637, 12.1240979 47.8508733)",,,,,
5942798,,Kaiserstraße,residential,50,False,True,35.661,"LINESTRING (12.1282748 47.8580441, 12.1282756 47.8579815, 12.1282765 47.857918, 12.1282861 47.8577235)",,,,,
675232613,,Samerstraße,residential,50,True,False,17.605,"LINESTRING (12.1209165 47.8534685, 12.1208978 47.8533793, 12.1208519 47.8533184)",,,,,
"[7245722, 561062814]",,Am Esbaum,residential,20,False,True,57.456,"LINESTRING (12.1233273 47.8550267, 12.1232343 47.8550471, 12.1231825 47.8550726, 12.1231099 47.8551776, 12.1231015 47.8551898, 12.1230832 47.8551999, 12.1229591 47.8552689, 12.1228123 47.8552863, 12.1227324 47.8552971)",,,,,
"[561059618, 117526692]",,Am Esbaum,residential,20,True,False,81.341,"LINESTRING (12.1233273 47.8550267, 12.1234526 47.855028, 12.1241331 47.8550178, 12.1243527 47.8550145, 12.1244172 47.855013)",,,,,
24728192,1,Adlzreiterstraße,living_street,,True,False,24.218,"LINESTRING (12.1295299 47.856757, 12.1294581 47.8569694)",,,,,
"[101558125, 24728191]",,"['Adlzreiterstraße', 'Färberstraße']",living_street,,False,True,54.794,"LINESTRING (12.1295299 47.856757, 12.129554 47.8567046, 12.1296038 47.8566397, 12.1296444 47.8565921, 12.129733 47.8565044, 12.129776 47.8564716, 12.129833 47.8564553, 12.1298512 47.8564546, 12.1298708 47.8564539, 12.1299157 47.8564612, 12.1300065 47.8564751)",,,,3,
84335100,1,Weinstraße,living_street,,False,True,32.689,"LINESTRING (12.1294581 47.8569694, 12.12902 47.8569727)",,,,,
24728192,1,Adlzreiterstraße,living_street,,True,False,67.924,"LINESTRING (12.1294581 47.8569694, 12.1294361 47.8571105, 12.129419 47.8572991, 12.1294067 47.8573992, 12.1293799 47.8575779)",,,,,
"[6269244, 835078351]",1,"['Weinstraße', 'Adlzreiterstraße']",living_street,,False,False,84.548,"LINESTRING (12.1293799 47.8575779, 12.1293071 47.8575939, 12.1292604 47.8576041, 12.1291745 47.8576278, 12.1287012 47.8577343, 12.1282861 47.8577235)",,,,,
26640334,,Ludwigsplatz,residential,20,True,False,13.134000000000002,"LINESTRING (12.1291838 47.8560252, 12.1291861 47.8560448, 12.1291779 47.8560637, 12.1291603 47.8560794, 12.1291354 47.8560899, 12.1291067 47.8560938, 12.1290777 47.8560905)",,,roundabout,,
"[55974730, 479768822, 120394102]",2,Innstraße,residential,"['20', '50']",False,True,67.873,"LINESTRING (12.1291838 47.8560252, 12.1292919 47.8559821, 12.1293275 47.8559672, 12.1293692 47.8559403, 12.129404 47.855908, 12.1297312 47.8555509)",,,,,
26586671,,Ludwigsplatz,residential,20,False,False,71.403,"LINESTRING (12.1290777 47.8560905, 12.1289426 47.8562778, 12.1286529 47.8566659)",,,,,
26640334,,Ludwigsplatz,residential,20,True,False,12.065999999999999,"LINESTRING (12.1290777 47.8560905, 12.1290542 47.8560817, 12.1290364 47.8560682, 12.129026 47.8560514, 12.1290244 47.8560334, 12.1290317 47.856016, 12.1290471 47.8560011)",,,roundabout,,
"[41436326, 5941791]","['4', '5']",Brianconstraße,secondary,50,False,False,128.308,"LINESTRING (12.1307195 47.8508363, 12.1304776 47.8507393, 12.1301144 47.8505896, 12.1297738 47.8504556, 12.1291942 47.8503143)",St 2363,,,,
"[118220846, 27995775]",,Jahnstraße,residential,30,False,False,171.736,"LINESTRING (12.1307195 47.8508363, 12.1311633 47.8505781, 12.1301123 47.8496694)",,,,,
444950511,4,Brianconstraße,secondary,50,False,True,74.405,"LINESTRING (12.1307195 47.8508363, 12.131189 47.8510703, 12.1312217 47.8510866, 12.1314087 47.8511828, 12.1315166 47.8512383)",St 2363,,,,
317421959,4,Brianconstraße,secondary,50,False,False,11.784,"LINESTRING (12.1291942 47.8503143, 12.129043 47.8502837)",St 2363,,,,
27995804,,David-Eisenmann-Straße,residential,30,False,False,102.682,"LINESTRING (12.1291942 47.8503143, 12.129222 47.8502101, 12.1293151 47.8500839, 12.1301123 47.8496694)",,,,,
"[41436326, 5941791]","['4', '5']",Brianconstraße,secondary,50,False,True,128.308,"LINESTRING (12.1291942 47.8503143, 12.1297738 47.8504556, 12.1301144 47.8505896, 12.1304776 47.8507393, 12.1307195 47.8508363)",St 2363,,,,
27995804,,David-Eisenmann-Straße,residential,30,False,True,102.682,"LINESTRING (12.1301123 47.8496694, 12.1293151 47.8500839, 12.129222 47.8502101, 12.1291942 47.8503143)",,,,,
"[118220846, 27995775]",,Jahnstraße,residential,30,False,True,171.736,"LINESTRING (12.1301123 47.8496694, 12.1311633 47.8505781, 12.1307195 47.8508363)",,,,,
561062812,,Schmettererstraße,residential,30,True,False,50.843,"LINESTRING (12.1206129 47.8538778, 12.120686 47.8537731, 12.1209165 47.8534685)",,,,,
"[53538594, 580168839]",,Am Hammer,residential,50,False,False,111.626,"LINESTRING (12.1243657 47.8494757, 12.1243673 47.8495448, 12.1243632 47.8496829, 12.1245307 47.8497957, 12.1251304 47.8500603, 12.1252959 47.8501695)",,,,,
251384395,3,Gießereistraße,secondary,50,False,False,30.509,"LINESTRING (12.1243657 47.8494757, 12.1241849 47.8494719, 12.1241495 47.8494712, 12.1241339 47.8494707, 12.124096 47.8494704, 12.1240582 47.8494701, 12.123957 47.8494685)",,,,,
"[447548776, 447548777, 858625698, 440614670]",3,Gießereistraße,secondary,50,False,True,227.36800000000002,"LINESTRING (12.1243657 47.8494757, 12.1244867 47.8494793, 12.1262826 47.8495329, 12.1266269 47.8495493, 12.1268177 47.8495584, 12.1271632 47.8495706, 12.1274088 47.8495764)",,,,,
"[53538594, 580168839]",,Am Hammer,residential,50,False,True,111.62599999999999,"LINESTRING (12.1252959 47.8501695, 12.1251304 47.8500603, 12.1245307 47.8497957, 12.1243632 47.8496829, 12.1243673 47.8495448, 12.1243657 47.8494757)",,,,,
"[576880616, 60144253]",,Hammerweg,residential,30,False,True,26.953000000000003,"LINESTRING (12.1275825 47.8514562, 12.12745 47.8516209, 12.1274109 47.8516695)",,,,,
103330408,,Max-Bram-Platz,residential,50,False,False,68.026,"LINESTRING (12.1305289 47.8521974, 12.1304481 47.8521319, 12.1299353 47.8517331)",,,,,
443237950,,Rathausstraße,secondary,50,False,True,58.224000000000004,"LINESTRING (12.1305289 47.8521974, 12.1300377 47.8524701, 12.1299282 47.8525316)",B 15,,,,
"[1259477201, 437881270, 41376809]",3,Rathausstraße,secondary,50,False,False,93.196,"LINESTRING (12.1305289 47.8521974, 12.1306172 47.8521488, 12.1308379 47.8520304, 12.1309863 47.8519443, 12.1311784 47.8518383, 12.1314755 47.8516513)",B 15,,,,
"[534939787, 6111981, 534939789]",3,Kufsteiner Straße,residential,30,False,True,87.483,"LINESTRING (12.1274534 47.8507694, 12.1271958 47.8509, 12.1269329 47.8511119, 12.1266979 47.8513063, 12.1266647 47.8513443)",,,,,
60144250,,Fabrikstraße,residential,30,False,False,87.351,"LINESTRING (12.1274534 47.8507694, 12.1277957 47.8509002, 12.1278427 47.8509091, 12.1278907 47.8509167, 12.1285554 47.8510083)",,,,,
118615789,,Kufsteiner Straße,residential,30,False,False,60.60699999999999,"LINESTRING (12.1274534 47.8507694, 12.1276333 47.8506631, 12.1279705 47.8504255, 12.1280183 47.8503795)",,,,,
138914912,,Am Pfarrhof,residential,20,False,True,88.298,"LINESTRING (12.1279632 47.8551029, 12.1286886 47.8554533, 12.1289128 47.8555763)",,,,,
97866894,4,Kufsteiner Straße,residential,,False,False,30.666,"LINESTRING (12.1280183 47.8503795, 12.1280533 47.850313, 12.1280783 47.8502392, 12.1280839 47.8502071, 12.1280921 47.85011)",,,,,
118615789,,Kufsteiner Straße,residential,30,False,True,60.607,"LINESTRING (12.1280183 47.8503795, 12.1279705 47.8504255, 12.1276333 47.8506631, 12.1274534 47.8507694)",,,,,
317421958,2,Brianconstraße,secondary,50,True,False,44.625,"LINESTRING (12.1285546 47.8500521, 12.129043 47.8502837)",St 2363,,,,
5941790,4,Kufsteiner Straße,secondary,50,False,True,10.431,"LINESTRING (12.1280905 47.8500162, 12.1280921 47.85011)",St 2363,,,,
97866616,1,Brianconstraße,secondary,50,True,False,35.513999999999996,"LINESTRING (12.1280905 47.8500162, 12.1282599 47.8500044, 12.1283365 47.8500087, 12.1284193 47.8500171, 12.1285546 47.8500521)",,,,,
97866618,3,Kufsteiner Straße,secondary,50,False,False,35.342999999999996,"LINESTRING (12.1280905 47.8500162, 12.1280748 47.8499514, 12.1280264 47.849845, 12.1279391 47.8497168)",St 2363,,,,
103330408,,Max-Bram-Platz,residential,50,False,True,68.026,"LINESTRING (12.1299353 47.8517331, 12.1304481 47.8521319, 12.1305289 47.8521974)",,,,,
60144250,,Fabrikstraße,residential,30,False,True,87.351,"LINESTRING (12.1285554 47.8510083, 12.1278907 47.8509167, 12.1278427 47.8509091, 12.1277957 47.8509002, 12.1274534 47.8507694)",,,,,
116852452,,Färberstraße,residential,50,False,False,42.726,"LINESTRING (12.1339433 47.8557451, 12.1334032 47.8558728)",,,,,
116869623,,Mühlbachbogen,residential,30,False,False,14.187,"LINESTRING (12.1326164 47.8562326, 12.1325776 47.8561077)",,,,,
116869623,,Mühlbachbogen,residential,30,False,True,14.187,"LINESTRING (12.1325776 47.8561077, 12.1326164 47.8562326)",,,,,
"[568691946, 7994779, 55974732, 568691942]",,Färberstraße,residential,"['50', '30']",False,True,66.917,"LINESTRING (12.1325776 47.8561077, 12.1327147 47.8560648, 12.1331211 47.8559515, 12.1333465 47.8558886, 12.1334032 47.8558728)",,,,,
568691940,,Färberstraße,residential,30,False,False,63.186,"LINESTRING (12.1325776 47.8561077, 12.1324947 47.8561301, 12.131835 47.8563083, 12.131792 47.8563199)",,,,,
141267531,,Klosterweg,residential,50,False,False,47.587,"LINESTRING (12.124964 47.8581392, 12.1251782 47.8577361)",,,,,
