osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,lanes,junction
26184978,Henchenstraße,residential,30,False,False,43.608,"LINESTRING (7.5567099 50.1591491, 7.5564489 50.1591085, 7.5562662 50.1590478, 7.5561506 50.1589998)",,,,
26185106,Trift,residential,,False,True,218.515,"LINESTRING (7.5567099 50.1591491, 7.5568273 50.1587793, 7.5568993 50.1586067, 7.5570562 50.1582307, 7.5570814 50.1581388, 7.5570889 50.1581113, 7.5570696 50.158006, 7.5570643 50.1578684, 7.5571812 50.1575624, 7.5572065 50.1575059, 7.5572686 50.1573644, 7.5573013 50.1573062, 7.5573497 50.1572408)",,,,
27465918,Liesenfelder Straße,residential,30,False,True,178.21800000000002,"LINESTRING (7.5567099 50.1591491, 7.5566206 50.159423, 7.5564664 50.1595201, 7.5563589 50.159541, 7.5557264 50.1594812, 7.5554233 50.1594262, 7.5552677 50.1594142, 7.5551319 50.1594272, 7.5547394 50.159613)",,,,
725366043,Halsenbacher Straße,residential,,False,False,57.753,"LINESTRING (7.5567099 50.1591491, 7.5570286 50.159209, 7.5575003 50.1592608)",,,,
25349435,Heilbrünnchenstraße,residential,,False,True,9.959,"LINESTRING (7.5489841 50.1513012, 7.5488503 50.1513271)",,,,
25349435,Heilbrünnchenstraße,residential,,False,False,74.79899999999999,"LINESTRING (7.5489841 50.1513012, 7.5492996 50.1513638, 7.5496445 50.1514461, 7.5499458 50.1515621)",,,,
25349435,Heilbrünnchenstraße,residential,,False,False,79.77499999999999,"LINESTRING (7.5507507 50.1518923, 7.551052 50.1521184, 7.5511955 50.1522538, 7.5512424 50.1524134, 7.5512134 50.1525056)",,,,
25349435,Heilbrünnchenstraße,residential,,False,True,68.115,"LINESTRING (7.5507507 50.1518923, 7.5504682 50.1517832, 7.5501453 50.1516426, 7.5499458 50.1515621)",,,,
25349436,Lilienstraße,residential,,False,False,41.781000000000006,"LINESTRING (7.5507507 50.1518923, 7.5509148 50.1517936, 7.5512345 50.1516857)",,,,
25349436,Lilienstraße,residential,,False,False,38.032,"LINESTRING (7.5512345 50.1516857, 7.5513483 50.151669, 7.5514697 50.151632, 7.5515745 50.1515714, 7.5516579 50.1514982)",,,,
25349436,Lilienstraße,residential,,False,True,41.781000000000006,"LINESTRING (7.5512345 50.1516857, 7.5509148 50.1517936, 7.5507507 50.1518923)",,,,
28170122,Südring,residential,,False,True,106.649,"LINESTRING (7.5593714 50.1531944, 7.5607275 50.1536005)",4,,,
39896494,Parkstraße,residential,,False,False,18.664,"LINESTRING (7.5593714 50.1531944, 7.5592023 50.1533226)",4,,,
"[28170120, 28170123]","['Talstraße', 'Parkstraße']",residential,,False,False,231.04199999999997,"LINESTRING (7.5593714 50.1531944, 7.5601135 50.1522083, 7.5601576 50.1521825, 7.5602178 50.1521876, 7.5614911 50.1525813)",4,,,
28170124,Wiesenstraße,residential,,False,True,125.712,"LINESTRING (7.5614911 50.1525813, 7.5607275 50.1536005)",3,,,
28170120,Talstraße,residential,,False,False,22.753,"LINESTRING (7.5614911 50.1525813, 7.5616281 50.1525983, 7.5617453 50.1525898, 7.5618068 50.1525856)",4,,,
"[28170120, 28170123]","['Talstraße', 'Parkstraße']",residential,,False,True,231.04199999999997,"LINESTRING (7.5614911 50.1525813, 7.5602178 50.1521876, 7.5601576 50.1521825, 7.5601135 50.1522083, 7.5593714 50.1531944)",4,,,
"[1204934448, 38932543]",Güterstraße,residential,,False,False,53.226,"LINESTRING (7.5575426 50.1564467, 7.557602 50.1562376, 7.5576421 50.1561877, 7.5577034 50.1559814)",,,,
28291077,Rhein-Mosel-Straße,secondary,50,False,False,41.227000000000004,"LINESTRING (7.5577034 50.1559814, 7.558143 50.1559866, 7.558282 50.1559868)",,L 206,,
