osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,bridge,tunnel
380790543,Hessigheimer Straße,secondary,50,True,False,39.941,"LINESTRING (9.1450413 49.0030691, 9.1448576 49.0031484, 9.1447691 49.0031925, 9.1446913 49.0032401, 9.1446711 49.0032525, 9.1446101 49.0032889)",L 1115,2,,,
144964160,Hauptstraße,primary,50,True,False,10.31,"LINESTRING (9.1446101 49.0032889, 9.144509 49.0032241)",B 27,,,,
28148393,Friedrichstraße,residential,30,False,False,57.727,"LINESTRING (9.1461915 48.9955116, 9.1468428 48.9958064)",,,,,
"[25323238, 40618159]",Turmstraße,secondary,50,False,True,109.842,"LINESTRING (9.1461915 48.9955116, 9.1463048 48.9954277, 9.1464029 48.9953728, 9.1464692 48.9953384, 9.1465368 48.9953095, 9.1466186 48.9952823, 9.146718 48.9952621, 9.1468065 48.9952525, 9.14711 48.9952535, 9.1473977 48.9952592, 9.1475614 48.9952558)",L 1113,,6,,
415363775,Turmstraße,secondary,50,False,False,91.66599999999998,"LINESTRING (9.1461915 48.9955116, 9.1458338 48.9958027, 9.1455655 48.9960532, 9.1455038 48.9961115, 9.1454951 48.9961394, 9.1454971 48.9961842)",L 1113,2,,,
261920069,Turmstraße,living_street,,False,True,81.49399999999999,"LINESTRING (9.1443339 48.9973909, 9.1443402 48.9973777, 9.1443902 48.997273, 9.1444252 48.9971997, 9.1444921 48.9970988, 9.1445133 48.9970719, 9.1447649 48.996796, 9.1447639 48.9967253)",,,,,
"[293097657, 31697772]",Schulweg,living_street,,False,False,50.884,"LINESTRING (9.1442311 48.9978588, 9.1442882 48.9978582, 9.1443441 48.9978627, 9.1446097 48.9979444, 9.1446154 48.9979466, 9.1447194 48.9979862, 9.1448452 48.9980353, 9.1448602 48.9980412)",,,,,
44785474,Turmstraße,living_street,,True,False,52.61,"LINESTRING (9.1442311 48.9978588, 9.1442495 48.997751, 9.1442621 48.997679, 9.1442838 48.997565, 9.1442923 48.9975202, 9.1443339 48.9973909)",,,,,
295850278,Schafrainle,living_street,,True,False,48.019,"LINESTRING (9.1442311 48.9978588, 9.1441587 48.9978261, 9.1437717 48.9976108, 9.1437492 48.9976043, 9.1437141 48.9975942)",,,,,
25323239,Bügelestorstraße,residential,30,False,False,93.77199999999999,"LINESTRING (9.1447639 48.9967253, 9.1445472 48.9968714, 9.1440777 48.9972544, 9.1440184 48.9973043, 9.1439391 48.9973711)",,,,,
28148401,Turmstraße,residential,30,False,True,80.927,"LINESTRING (9.1447639 48.9967253, 9.1449141 48.9966188, 9.1450558 48.9965105, 9.1451248 48.996447, 9.1452612 48.9963213, 9.1453385 48.9962673, 9.1454239 48.9962159, 9.1454408 48.9962086, 9.1454971 48.9961842)",,,,,
261920069,Turmstraße,living_street,,False,False,81.494,"LINESTRING (9.1447639 48.9967253, 9.1447649 48.996796, 9.1445133 48.9970719, 9.1444921 48.9970988, 9.1444252 48.9971997, 9.1443902 48.997273, 9.1443402 48.9973777, 9.1443339 48.9973909)",,,,,
25323832,Pfarrgasse,living_street,,True,False,31.535999999999998,"LINESTRING (9.1428598 48.9984711, 9.1428731 48.9984511, 9.1429284 48.998409, 9.1429869 48.9983683, 9.1430364 48.9983442, 9.1431054 48.9983158, 9.1431796 48.9983043, 9.1431893 48.998304)",,,,,
25323833,Auf der Mauer,living_street,,False,False,49.627,"LINESTRING (9.1428598 48.9984711, 9.1427709 48.9984566, 9.1426603 48.9984998, 9.1426276 48.9985088, 9.1425949 48.9985143, 9.1425621 48.998519, 9.1425294 48.9985196, 9.1424971 48.998519, 9.1424688 48.9985149, 9.1424205 48.9985036, 9.1422813 48.9986084)",,,,,
770834583,Kirchstraße,living_street,,True,False,3.187,"LINESTRING (9.1418253 48.9997386, 9.1418584 48.9997199)",,,,,
"[43112056, 25323834, 28148613]",Marktplatz,living_street,,False,True,68.572,"LINESTRING (9.1418253 48.9997386, 9.1415414 48.9995758, 9.1415707 48.9995518, 9.1416405 48.9994948, 9.1419707 48.9996482)",,,,,
770834583,Kirchstraße,living_street,,True,False,28.054,"LINESTRING (9.1419707 48.9996482, 9.142223 48.9994578)",,,,,
"[43112056, 25323834, 28148613]",Marktplatz,living_street,,False,False,68.572,"LINESTRING (9.1419707 48.9996482, 9.1416405 48.9994948, 9.1415707 48.9995518, 9.1415414 48.9995758, 9.1418253 48.9997386)",,,,,
25324886,Hauptstraße,living_street,,True,False,45.05,"LINESTRING (9.1409156 49.0003766, 9.1404143 49.00014)",,,,,
28148611,Kirchstraße,living_street,,True,False,21.612000000000002,"LINESTRING (9.1409156 49.0003766, 9.1409891 49.0003439, 9.1411528 49.0002603)",,,,,
43499758,Entengasse,living_street,,False,True,31.795,"LINESTRING (9.1409999 49.0006362, 9.1407819 49.0008838)",,,,,
43499381,Bühl,living_street,,False,False,55.177,"LINESTRING (9.1409999 49.0006362, 9.1411427 49.0006807, 9.1413514 49.000756, 9.1416651 49.000872)",,,,,
"[387880179, 95533727]",Entengasse,living_street,,True,False,43.423,"LINESTRING (9.1409999 49.0006362, 9.1410648 49.0005212, 9.1410803 49.0004937, 9.1411019 49.0003954, 9.141105 49.0003811, 9.1411528 49.0002603)",,,,,
43499356,Bühl,living_street,,False,False,64.229,"LINESTRING (9.1416651 49.000872, 9.1412619 49.0013855)",,,,,
43499381,Bühl,living_street,,False,True,55.177,"LINESTRING (9.1416651 49.000872, 9.1413514 49.000756, 9.1411427 49.0006807, 9.1409999 49.0006362)",,,,,
43500512,Bühl,living_street,,False,False,53.627,"LINESTRING (9.1416651 49.000872, 9.1418517 49.0009215, 9.1419894 49.0007285, 9.1420616 49.0005998)",,,,,
43499356,Bühl,living_street,,False,True,64.229,"LINESTRING (9.1412619 49.0013855, 9.1416651 49.000872)",,,,,
43499735,,living_street,,False,True,22.788,"LINESTRING (9.1412619 49.0013855, 9.1415331 49.0014872)",,,,,
43499356,Bühl,living_street,,False,False,62.503,"LINESTRING (9.1412619 49.0013855, 9.1411864 49.0014618, 9.1407334 49.0013819, 9.1405024 49.0013208)",,,,,
40611925,Entengasse,living_street,,False,False,45.138,"LINESTRING (9.1405024 49.0013208, 9.1403608 49.0015811, 9.1403112 49.0017065)",,,,,
43499356,Bühl,living_street,,False,True,62.50300000000001,"LINESTRING (9.1405024 49.0013208, 9.1407334 49.0013819, 9.1411864 49.0014618, 9.1412619 49.0013855)",,,,,
43499758,Entengasse,living_street,,False,False,52.711999999999996,"LINESTRING (9.1405024 49.0013208, 9.1405818 49.0011827, 9.1407819 49.0008838)",,,,,
26533607,Hauptstraße,residential,20,False,False,79.793,"LINESTRING (9.1414796 49.0021312, 9.1410429 49.001999, 9.1404989 49.0018138)",,,,,
35329569,Friedrich-Kollmar-Straße,residential,30,False,True,62.577999999999996,"LINESTRING (9.1414796 49.0021312, 9.141458 49.0021563, 9.1410582 49.0026214)",,,,,
95533725,Hauptstraße,residential,30,False,True,29.564,"LINESTRING (9.1414796 49.0021312, 9.1416524 49.0021737, 9.1417211 49.0021904, 9.1417828 49.0022057, 9.1418591 49.0022245)",,,,,
"[25201499, 420903238, 295864588, 295383355, 25324893]",Oberamteigasse,"['residential', 'living_street']",,False,"[False, True]",227.36,"LINESTRING (9.1414796 49.0021312, 9.1415202 49.002063, 9.1415407 49.0020281, 9.1416708 49.0018467, 9.1417147 49.0017626, 9.1417384 49.0017103, 9.1418562 49.001451, 9.1420442 49.0009898, 9.1420539 49.000966, 9.1421715 49.0007058, 9.1421833 49.0006591, 9.1422736 49.0004992, 9.1425243 49.0002151)",,,,,
35329571,Finkenweg,residential,,False,True,149.76500000000001,"LINESTRING (9.1442769 49.0036613, 9.1438358 49.0037267, 9.1432901 49.003784, 9.1428073 49.0038073, 9.1422432 49.0038113)",,,,,
35329674,Amselweg,residential,,False,False,142.662,"LINESTRING (9.1442769 49.0036613, 9.1441598 49.0035067, 9.1438709 49.0033222, 9.1435218 49.0031958, 9.1433735 49.0031606, 9.1433245 49.0031399, 9.1433235 49.0031297, 9.143327 49.0030947, 9.1434175 49.0028978, 9.1434384 49.0028525, 9.1434847 49.0027651, 9.1435106 49.0027162)",,,,,
95533715,Hauptstraße,primary,50,False,False,38.011,"LINESTRING (9.1435106 49.0027162, 9.1430371 49.0025735)",B 27,3,,,
35329674,Amselweg,residential,,False,True,142.662,"LINESTRING (9.1435106 49.0027162, 9.1434847 49.0027651, 9.1434384 49.0028525, 9.1434175 49.0028978, 9.143327 49.0030947, 9.1433235 49.0031297, 9.1433245 49.0031399, 9.1433735 49.0031606, 9.1435218 49.0031958, 9.1438709 49.0033222, 9.1441598 49.0035067, 9.1442769 49.0036613)",,,,,
95533736,Hauptstraße,primary,50,True,False,52.071,"LINESTRING (9.1435106 49.0027162, 9.1436778 49.0027278, 9.1437604 49.002745, 9.1441359 49.0029182)",B 27,2,,,
"[769619136, 26533611, 26533612]",Hauptstraße,"['residential', 'unclassified']",20,False,True,101.319,"LINESTRING (9.1404617 48.9981186, 9.1405544 48.9981813, 9.1405868 48.9982035, 9.1413054 48.9987049, 9.1413624 48.9987484, 9.1413765 48.9987691, 9.1413825 48.9987936)",,,,yes,
"[40611465, 33071691, 35333665, 727270375]","['Steinbachstraße', 'Enzweg']",residential,20,False,True,220.08,"LINESTRING (9.1404617 48.9981186, 9.1404044 48.9981757, 9.1401172 48.9984615, 9.1399952 48.9985384, 9.1398708 48.998607, 9.1396896 48.9986877, 9.1396101 48.9987231, 9.1395392 48.9987012, 9.138052 48.9982091)",,,,,
"[26533613, 415355733]",Bahnhofstraße,residential,20,False,False,60.626000000000005,"LINESTRING (9.1404617 48.9981186, 9.1402387 48.9979609, 9.1399944 48.9977924, 9.1398918 48.9977218)",,,,,
"[1081587321, 383418052]",Weinstraße,residential,,True,False,42.330999999999996,"LINESTRING (9.1369425 48.9978546, 9.1369158 48.9978278, 9.1369119 48.9977889, 9.1369202 48.9977468, 9.136943 48.9977138, 9.1370246 48.9976265, 9.137069 48.9975788, 9.1371269 48.9975168)",,,,,
"[149744028, 837403167]",Weinstraße,residential,20,False,False,39.645,"LINESTRING (9.1369425 48.9978546, 9.1371209 48.9976572, 9.137161 48.9976128, 9.1372196 48.9975479)",,,,,
383418037,Weinstraße,residential,20,False,True,35.453,"LINESTRING (9.1379346 48.996743, 9.1377047 48.9970239)",,,,,
28124671,Karlstraße,secondary,50,False,False,59.418,"LINESTRING (9.1454971 48.9961842, 9.1455109 48.9962121, 9.1455485 48.9962465, 9.1456535 48.9963083, 9.1461161 48.9965006, 9.1461305 48.9965059)",L 1113,2,,,
28148401,Turmstraße,residential,30,False,False,80.92699999999999,"LINESTRING (9.1454971 48.9961842, 9.1454408 48.9962086, 9.1454239 48.9962159, 9.1453385 48.9962673, 9.1452612 48.9963213, 9.1451248 48.996447, 9.1450558 48.9965105, 9.1449141 48.9966188, 9.1447639 48.9967253)",,,,,
415363775,Turmstraße,secondary,50,False,True,91.666,"LINESTRING (9.1454971 48.9961842, 9.1454951 48.9961394, 9.1455038 48.9961115, 9.1455655 48.9960532, 9.1458338 48.9958027, 9.1461915 48.9955116)",L 1113,2,,,
31697262,Wilhelmstraße,residential,30,False,False,93.544,"LINESTRING (9.1461305 48.9965059, 9.1468428 48.9958064)",,,,,
28124671,Karlstraße,secondary,50,False,False,55.349000000000004,"LINESTRING (9.1461305 48.9965059, 9.146273 48.9965493, 9.1468151 48.9967204)",L 1113,2,,,
28124671,Karlstraße,secondary,50,False,True,59.418,"LINESTRING (9.1461305 48.9965059, 9.1461161 48.9965006, 9.1456535 48.9963083, 9.1455485 48.9962465, 9.1455109 48.9962121, 9.1454971 48.9961842)",L 1113,2,,,
28148393,Friedrichstraße,residential,30,False,False,80.877,"LINESTRING (9.1474105 48.9960284, 9.1483766 48.9963851)",,,,,
28148393,Friedrichstraße,residential,30,False,True,48.216,"LINESTRING (9.1474105 48.9960284, 9.1468428 48.9958064)",,,,,
31696853,Eugenstraße,residential,30,False,True,88.361,"LINESTRING (9.1474105 48.9960284, 9.1468151 48.9967204)",,,,,
40612075,Eugenstraße,residential,30,False,False,75.206,"LINESTRING (9.1474105 48.9960284, 9.1478578 48.9955075, 9.1479109 48.9954372)",,,,,
840490199,Ulrichstraße,residential,30,False,True,32.512,"LINESTRING (9.1479109 48.9954372, 9.1475614 48.9952558)",,,,,
40612075,Eugenstraße,residential,30,False,True,75.206,"LINESTRING (9.1479109 48.9954372, 9.1478578 48.9955075, 9.1474105 48.9960284)",,,,,
"[295864714, 295864715]","['Oberamteigasse', 'Schlossgasse']",living_street,,True,False,114.697,"LINESTRING (9.1422376 48.9994476, 9.1425311 48.9996263, 9.1426177 48.9996697, 9.1428877 48.999805, 9.1427708 48.9999423, 9.1425243 49.0002151)",,,,,
295870465,Kirchstraße,living_street,,True,False,22.948,"LINESTRING (9.1422376 48.9994476, 9.1423919 48.99934, 9.142466 48.9993072)",,,,,
28159912,Freudentaler Straße,residential,30,False,True,128.45399999999998,"LINESTRING (9.1369739 48.9965819, 9.1371395 48.9965508, 9.1373115 48.9964986, 9.1374838 48.9964146, 9.1376023 48.9963216, 9.1376937 48.9962364, 9.1378541 48.9960782, 9.138012 48.9959314, 9.138097 48.9958513, 9.1381282 48.9957695)",,,,,
35329390,Froschbergstraße,residential,30,False,False,139.052,"LINESTRING (9.1369739 48.9965819, 9.1369698 48.9967467, 9.1369442 48.9968247, 9.1369114 48.9968972, 9.1368353 48.9970029, 9.1367482 48.9971055, 9.1365489 48.9973034, 9.1363983 48.9974177, 9.1362909 48.9974972, 9.1361571 48.9975668, 9.1360312 48.997601)",,,,,
44785638,Freudentaler Straße,residential,30,False,True,47.366,"LINESTRING (9.1369739 48.9965819, 9.1369328 48.9965044, 9.1368971 48.9964732, 9.1368464 48.996453, 9.1364483 48.9964027)",,,,,
25323239,Bügelestorstraße,residential,30,False,True,93.77199999999999,"LINESTRING (9.1439391 48.9973711, 9.1440184 48.9973043, 9.1440777 48.9972544, 9.1445472 48.9968714, 9.1447639 48.9967253)",,,,,
28163885,Bügelestorstraße,residential,30,False,False,29.747,"LINESTRING (9.1439391 48.9973711, 9.1438424 48.997467, 9.1437141 48.9975942)",,,,,
26533607,Hauptstraße,residential,20,False,True,18.161,"LINESTRING (9.1403112 49.0017065, 9.1404989 49.0018138)",,,,,
26533607,Hauptstraße,residential,20,False,False,46.312000000000005,"LINESTRING (9.1403112 49.0017065, 9.1401311 49.0016141, 9.140106 49.0016028, 9.1399561 49.0015356, 9.1398759 49.001496, 9.1398104 49.0014519)",,,,,
40611925,Entengasse,living_street,,False,True,45.138,"LINESTRING (9.1403112 49.0017065, 9.1403608 49.0015811, 9.1405024 49.0013208)",,,,,
28148611,Kirchstraße,living_street,,True,False,4.02,"LINESTRING (9.1411528 49.0002603, 9.141184 49.0002305)",,,,,
840490199,Ulrichstraße,residential,30,False,False,32.512,"LINESTRING (9.1475614 48.9952558, 9.1479109 48.9954372)",,,,,
"[25323238, 40618159]",Turmstraße,secondary,50,False,False,109.842,"LINESTRING (9.1475614 48.9952558, 9.1473977 48.9952592, 9.14711 48.9952535, 9.1468065 48.9952525, 9.146718 48.9952621, 9.1466186 48.9952823, 9.1465368 48.9953095, 9.1464692 48.9953384, 9.1464029 48.9953728, 9.1463048 48.9954277, 9.1461915 48.9955116)",L 1113,,6,,
840490198,Christofstraße,residential,30,False,False,60.478,"LINESTRING (9.1479663 48.9968577, 9.1483766 48.9963851)",,,,,
840490198,Christofstraße,residential,30,False,True,16.457,"LINESTRING (9.1479663 48.9968577, 9.1478759 48.9969933)",,,,,
28148393,Friedrichstraße,residential,30,False,True,80.877,"LINESTRING (9.1483766 48.9963851, 9.1474105 48.9960284)",,,,,
840490198,Christofstraße,residential,30,False,True,60.478,"LINESTRING (9.1483766 48.9963851, 9.1479663 48.9968577)",,,,,
28124671,Karlstraße,secondary,50,False,True,82.956,"LINESTRING (9.1477803 48.997112, 9.1476867 48.9970766, 9.1476387 48.9970548, 9.147598 48.9970375, 9.1472266 48.9968631, 9.1468151 48.9967204)",L 1113,2,,,
31696853,Eugenstraße,residential,30,False,False,88.361,"LINESTRING (9.1468151 48.9967204, 9.1474105 48.9960284)",,,,,
28124671,Karlstraße,secondary,50,False,False,82.956,"LINESTRING (9.1468151 48.9967204, 9.1472266 48.9968631, 9.147598 48.9970375, 9.1476387 48.9970548, 9.1476867 48.9970766, 9.1477803 48.997112)",L 1113,2,,,
28124671,Karlstraße,secondary,50,False,True,55.349000000000004,"LINESTRING (9.1468151 48.9967204, 9.146273 48.9965493, 9.1461305 48.9965059)",L 1113,2,,,
28148393,Friedrichstraße,residential,30,False,False,48.216,"LINESTRING (9.1468428 48.9958064, 9.1474105 48.9960284)",,,,,
28148393,Friedrichstraße,residential,30,False,True,57.727,"LINESTRING (9.1468428 48.9958064, 9.1461915 48.9955116)",,,,,
31697262,Wilhelmstraße,residential,30,False,True,93.544,"LINESTRING (9.1468428 48.9958064, 9.1461305 48.9965059)",,,,,
43505270,Pfarrgasse,living_street,,True,False,18.714,"LINESTRING (9.1434047 48.9988108, 9.1432095 48.9987016)",,,,,
"[380593315, 28148749]",Kirchstraße,living_street,,False,False,48.412,"LINESTRING (9.1434047 48.9988108, 9.1435029 48.9986908, 9.1435161 48.9986746, 9.1436168 48.9985376, 9.1434514 48.9984684)",,,,,
"[293097657, 31697772]",Schulweg,living_street,,False,True,50.884,"LINESTRING (9.1448602 48.9980412, 9.1448452 48.9980353, 9.1447194 48.9979862, 9.1446154 48.9979466, 9.1446097 48.9979444, 9.1443441 48.9978627, 9.1442882 48.9978582, 9.1442311 48.9978588)",,,,,
"[265077468, 265077469]",Bietigheimer Straße,residential,30,False,True,191.65900000000002,"LINESTRING (9.1392485 48.9969179, 9.1391677 48.996858, 9.1390816 48.9967942, 9.1389568 48.9966285, 9.1388649 48.9963986, 9.1388537 48.9963327, 9.1388413 48.9962383, 9.1388478 48.9961658, 9.138856 48.9961121, 9.1388712 48.9960601, 9.1388945 48.9960011, 9.1389144 48.9959589, 9.1389436 48.9959091, 9.1389763 48.9958655, 9.1390545 48.9957889, 9.1391245 48.9957291, 9.1392111 48.9956718, 9.1396006 48.9954476)",,,,,
33071558,Gustav-Siegle-Straße,residential,20,True,False,92.95100000000001,"LINESTRING (9.138828 48.9975461, 9.1386615 48.9976884, 9.1384869 48.9978375, 9.1380835 48.9981822, 9.138052 48.9982091)",,,,,
"[33071557, 415355735]",Bahnhofstraße,residential,20,False,True,84.825,"LINESTRING (9.138828 48.9975461, 9.1391442 48.9976487, 9.1395317 48.9977627, 9.1396042 48.9977763, 9.1396626 48.9977815, 9.1397147 48.9977772, 9.1397632 48.9977705, 9.139804 48.9977587, 9.1398918 48.9977218)",,,,,
49868872,Weinstraße,residential,20,True,False,21.845,"LINESTRING (9.1375927 48.9972061, 9.1377047 48.9970239)",,,,,
415355734,Bahnhofstraße,residential,20,False,False,12.891,"LINESTRING (9.1375927 48.9972061, 9.1377645 48.997179)",,,,,
415355750,Weinstraße,residential,20,False,True,13.366,"LINESTRING (9.1375927 48.9972061, 9.1374561 48.9972862)",,,,,
33071559,Steinbachstraße,residential,20,True,False,90.03,"LINESTRING (9.138052 48.9982091, 9.137084 48.9978998, 9.1369425 48.9978546)",,,,,
"[35333665, 40611465, 33071691, 727270375]","['Steinbachstraße', 'Enzweg']",residential,20,False,False,220.08,"LINESTRING (9.138052 48.9982091, 9.1395392 48.9987012, 9.1396101 48.9987231, 9.1396896 48.9986877, 9.1398708 48.998607, 9.1399952 48.9985384, 9.1401172 48.9984615, 9.1404044 48.9981757, 9.1404617 48.9981186)",,,,,
35333668,Gustav-Siegle-Straße,residential,20,False,False,114.22200000000001,"LINESTRING (9.138052 48.9982091, 9.1379956 48.9982566, 9.1378518 48.9983778, 9.1375193 48.998658, 9.1373758 48.9987749, 9.1372302 48.9988937, 9.1372162 48.9989044, 9.1370826 48.9990157)",,,,,
35333668,Gustav-Siegle-Straße,residential,20,False,True,114.22200000000001,"LINESTRING (9.1370826 48.9990157, 9.1372162 48.9989044, 9.1372302 48.9988937, 9.1373758 48.9987749, 9.1375193 48.998658, 9.1378518 48.9983778, 9.1379956 48.9982566, 9.138052 48.9982091)",,,,,
35329246,Mattesstraße,residential,30,False,False,174.373,"LINESTRING (9.1396006 48.9954476, 9.139975 48.9957124, 9.140353 48.9959157, 9.1407258 48.9961009, 9.140841 48.9961589, 9.1408517 48.9961645, 9.1409721 48.9962176, 9.14134 48.9963915, 9.1414472 48.9964347)",,,,,
"[265077468, 265077469]",Bietigheimer Straße,residential,30,False,False,191.65900000000005,"LINESTRING (9.1396006 48.9954476, 9.1392111 48.9956718, 9.1391245 48.9957291, 9.1390545 48.9957889, 9.1389763 48.9958655, 9.1389436 48.9959091, 9.1389144 48.9959589, 9.1388945 48.9960011, 9.1388712 48.9960601, 9.138856 48.9961121, 9.1388478 48.9961658, 9.1388413 48.9962383, 9.1388537 48.9963327, 9.1388649 48.9963986, 9.1389568 48.9966285, 9.1390816 48.9967942, 9.1391677 48.996858, 9.1392485 48.9969179)",,,,,
35329390,Froschbergstraße,residential,30,False,True,139.05200000000002,"LINESTRING (9.1360312 48.997601, 9.1361571 48.9975668, 9.1362909 48.9974972, 9.1363983 48.9974177, 9.1365489 48.9973034, 9.1367482 48.9971055, 9.1368353 48.9970029, 9.1369114 48.9968972, 9.1369442 48.9968247, 9.1369698 48.9967467, 9.1369739 48.9965819)",,,,,
35329512,Vorstadt,residential,20,False,True,113.347,"LINESTRING (9.1389636 49.0006222, 9.1387091 49.0009184, 9.1387229 49.0009601, 9.1387446 49.001005, 9.1388178 49.001077, 9.1391532 49.001273, 9.1393963 49.0013915, 9.1394087 49.0013967)",,,,,
"[295792413, 769619133]",Vorstadt,residential,20,False,"[False, True]",201.38700000000003,"LINESTRING (9.1389636 49.0006222, 9.1389953 49.0005829, 9.1391593 49.0003802, 9.1393632 49.000169, 9.1396957 48.9999737, 9.1399123 48.9998436, 9.1404087 48.9996217, 9.140558 48.9995597, 9.1406729 48.9995119, 9.1408403 48.999438, 9.1408876 48.9994257, 9.1409425 48.9994187)",,,,,
"[35329509, 769619134]",Vorstadt,residential,,False,True,47.655,"LINESTRING (9.1389636 49.0006222, 9.1388149 49.0005886, 9.1386922 49.0006279, 9.1385973 49.0006582, 9.1383947 49.0007586)",,,,,
73578117,Hauptstraße,residential,20,False,False,31.356,"LINESTRING (9.1409425 48.9994187, 9.1409858 48.9993636, 9.1411329 48.9991659)",,,,,
263067688,Hauptstraße,residential,20,False,True,89.257,"LINESTRING (9.1409425 48.9994187, 9.1407459 48.9997597, 9.1404457 49.0001024, 9.1404143 49.00014)",,,,,
