osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,bridge,access
1232241175,False,Brandmühlendamm,tertiary,True,37.076,K 98,"LINESTRING (13.1296046 53.9734263, 13.1299052 53.9731436)",,,
"[206138549, 38760015]",False,Kampstraße,residential,False,331.065,,"LINESTRING (13.1296046 53.9734263, 13.1273831 53.9732487, 13.1274367 53.9729773, 13.1274436 53.972935, 13.1273867 53.9729331, 13.1251654 53.9728447)",10,,
244680970,False,Goethestraße,secondary,True,48.527,L 261,"LINESTRING (13.1301212 53.973546, 13.1300337 53.9735045, 13.1299894 53.9734436, 13.1299052 53.9731436)",,,
38760022,False,Mühlenteich,residential,False,9.948,L 261,"LINESTRING (13.132994 53.9698243, 13.1330563 53.9698496, 13.133113 53.9698797)",,,
"[206130569, 225826797]",False,Mühlenstraße,residential,False,117.47600000000001,L 261,"LINESTRING (13.132994 53.9698243, 13.1327589 53.9698414, 13.1321465 53.9696944, 13.1315123 53.969491, 13.1313582 53.9694417)",,,
38760022,False,Mühlenteich,residential,True,9.948,L 261,"LINESTRING (13.133113 53.9698797, 13.1330563 53.9698496, 13.132994 53.9698243)",,,
75284436,False,Mühlenteich,residential,True,266.307,L 261,"LINESTRING (13.133113 53.9698797, 13.1331616 53.9699671, 13.1332162 53.970348, 13.1334001 53.9711345, 13.1334739 53.9713377, 13.1334833 53.9713636, 13.1335884 53.9716529, 13.1337785 53.9717376, 13.1345151 53.9718813)",,,
38760024,False,,residential,False,113.866,,"LINESTRING (13.1361712 53.9721969, 13.1359461 53.9721492, 13.1345151 53.9718813)",,,
38760005,False,Schlossbergstraße,residential,False,147.578,L 261,"LINESTRING (13.1339623 53.9731629, 13.1342444 53.9727109, 13.1343871 53.9723664, 13.13441 53.9723112, 13.1345151 53.9718813)",,,
74866800,False,Am Kälberteich,residential,False,184.094,,"LINESTRING (13.1339623 53.9731629, 13.1324108 53.9727347, 13.1322899 53.9727195, 13.1318059 53.972463, 13.1315282 53.9723627)",,,
74866800,False,Am Kälberteich,residential,True,184.094,,"LINESTRING (13.1315282 53.9723627, 13.1318059 53.972463, 13.1322899 53.9727195, 13.1324108 53.9727347, 13.1339623 53.9731629)",,,
75046037,True,Neustadt,residential,False,39.619,,"LINESTRING (13.1273536 53.9701063, 13.1273525 53.9704626)",,,
75046060,False,Neustadt,residential,False,138.446,,"LINESTRING (13.1273536 53.9701063, 13.1264552 53.9701043, 13.126744 53.9694081)",,,
75046033,False,Neustadt,residential,True,47.657999999999994,,"LINESTRING (13.1265645 53.9706963, 13.1267101 53.9707938, 13.1269673 53.9709048, 13.1270504 53.9709465, 13.1271255 53.9709624)",,,
75046066,False,Neustadt,residential,True,72.975,,"LINESTRING (13.1282163 53.9711004, 13.1271255 53.9709624)",,,
75046037,True,Neustadt,residential,False,62.601,,"LINESTRING (13.1276088 53.9695637, 13.1273536 53.9701063)",,,
95400047,False,Marktstraße,secondary,False,29.34,L 261,"LINESTRING (13.1276088 53.9695637, 13.1280378 53.9696408)",,,
95400047,False,Marktstraße,secondary,True,59.151,L 261,"LINESTRING (13.1276088 53.9695637, 13.126744 53.9694081)",,,
75046037,True,Neustadt,residential,False,134.297,,"LINESTRING (13.1273525 53.9704626, 13.1293894 53.970615)",,,
75046066,False,Neustadt,residential,False,57.524,,"LINESTRING (13.1273525 53.9704626, 13.1271255 53.9709624)",,,
75046066,False,Neustadt,residential,False,72.975,,"LINESTRING (13.1271255 53.9709624, 13.1282163 53.9711004)",,,
75046066,False,Neustadt,residential,True,57.524,,"LINESTRING (13.1271255 53.9709624, 13.1273525 53.9704626)",,,
75046033,False,Neustadt,residential,False,47.658,,"LINESTRING (13.1271255 53.9709624, 13.1270504 53.9709465, 13.1269673 53.9709048, 13.1267101 53.9707938, 13.1265645 53.9706963)",,,
95400047,False,Marktstraße,secondary,False,59.151,L 261,"LINESTRING (13.126744 53.9694081, 13.1276088 53.9695637)",,,
95400047,False,Marktstraße,secondary,True,12.083,L 261,"LINESTRING (13.126744 53.9694081, 13.1265673 53.9693764)",,,
75046060,False,Neustadt,residential,True,138.446,,"LINESTRING (13.126744 53.9694081, 13.1264552 53.9701043, 13.1273536 53.9701063)",,,
370682470,False,,residential,True,19.118,,"LINESTRING (13.1262237 53.9690031, 13.1259833 53.9689053)",,,
23007729,True,Lange Straße,residential,False,116.495,,"LINESTRING (13.1262237 53.9690031, 13.1263481 53.9688974, 13.1265038 53.9688987, 13.1266956 53.9688966, 13.1270783 53.9689022, 13.1279075 53.9689434)",,,
95400047,False,Marktstraße,secondary,False,12.083,L 261,"LINESTRING (13.1265673 53.9693764, 13.126744 53.9694081)",,,
23007729,True,Lange Straße,residential,False,47.739999999999995,,"LINESTRING (13.1265673 53.9693764, 13.1264234 53.969153, 13.1262237 53.9690031)",,,
"[688345849, 83195382, 95400047]",False,Marktstraße,secondary,True,72.312,L 261,"LINESTRING (13.1265673 53.9693764, 13.1257947 53.9692431, 13.1256202 53.9692128, 13.1255065 53.9691932)",,yes,
80870749,False,Steintorvorstadt,residential,True,78.974,,"LINESTRING (13.1254887 53.9698959, 13.1254532 53.9698311, 13.1254271 53.9697835, 13.1255009 53.9692337, 13.1255065 53.9691932)",,,permissive
80870749,False,Steintorvorstadt,residential,False,78.97399999999999,,"LINESTRING (13.1255065 53.9691932, 13.1255009 53.9692337, 13.1254271 53.9697835, 13.1254532 53.9698311, 13.1254887 53.9698959)",,,permissive
"[688345849, 83195382, 95400047]",False,Marktstraße,secondary,False,72.312,L 261,"LINESTRING (13.1255065 53.9691932, 13.1256202 53.9692128, 13.1257947 53.9692431, 13.1265673 53.9693764)",,yes,
23007729,True,Lange Straße,residential,False,23.446,,"LINESTRING (13.1279075 53.9689434, 13.1282587 53.9689856)",,,
"[84790944, 84790945, 84790943]",False,Lange Straße,residential,False,100.066,,"LINESTRING (13.1279075 53.9689434, 13.1280684 53.9685582, 13.1283654 53.9681708, 13.1283939 53.9681341, 13.1284184 53.968099)",30,yes,
"[84790944, 84790945, 84790943]",False,Lange Straße,residential,True,100.066,,"LINESTRING (13.1284184 53.968099, 13.1283939 53.9681341, 13.1283654 53.9681708, 13.1280684 53.9685582, 13.1279075 53.9689434)",30,yes,
370682470,False,,residential,False,19.118,,"LINESTRING (13.1259833 53.9689053, 13.1262237 53.9690031)",,,
