osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,bridge,width,access,junction
81920363,True,Königstraße,living_street,False,16.819,,"LINESTRING (8.1155189 49.1963349, 8.1155251 49.1964861)",,,,,,
28207491,False,Pfortengasse,residential,False,71.57300000000001,30,"LINESTRING (8.1155189 49.1963349, 8.1162282 49.1963392, 8.1162904 49.1965147)",,,,,,
13831320,True,Königstraße,residential,False,31.427999999999997,30,"LINESTRING (8.1154886 49.1948628, 8.1154489 49.1949419, 8.1154226 49.1949942, 8.115422 49.1950015, 8.1154365 49.1951382)",,,,,,
"[81920360, 51655434, 22293941]",False,Friedrich-Ebert-Straße,residential,False,124.921,"['50', '30']","LINESTRING (8.1154886 49.1948628, 8.1155876 49.1947917, 8.1156376 49.1947558, 8.1157456 49.1946824, 8.1157762 49.1946425, 8.1159133 49.1944635, 8.1160301 49.1943229, 8.1162607 49.194025, 8.116276 49.1940063, 8.1163604 49.193903)","['2', '3']",,,,,
"[897517760, 897517761, 81920362, 81920366, 60667796]",False,Reiterstraße,residential,False,170.78300000000002,30,"LINESTRING (8.1154886 49.1948628, 8.115359 49.1948733, 8.1152805 49.1948797, 8.1151659 49.1948947, 8.1148179 49.1948994, 8.114246 49.1949202, 8.113453 49.194957, 8.1133536 49.1949616, 8.1131513 49.1949938)",2,,,,,
60667803,False,Reiterstraße,residential,True,112.16300000000001,30,"LINESTRING (8.1154886 49.1948628, 8.1156237 49.1949119, 8.1156747 49.1949304, 8.1162099 49.1950565, 8.1166523 49.195158, 8.1168187 49.1951955, 8.1168481 49.1952073, 8.1168957 49.1952512)",2,,,,,
"[897517760, 897517761, 81920362, 81920366, 60667796]",False,Reiterstraße,residential,True,170.78300000000002,30,"LINESTRING (8.1131513 49.1949938, 8.1133536 49.1949616, 8.113453 49.194957, 8.114246 49.1949202, 8.1148179 49.1948994, 8.1151659 49.1948947, 8.1152805 49.1948797, 8.115359 49.1948733, 8.1154886 49.1948628)",2,,,,,
"[61480689, 161157190]",False,Reiterstraße,living_street,False,15.857999999999999,,"LINESTRING (8.1131513 49.1949938, 8.1131148 49.1950007, 8.1129684 49.1950304, 8.1129428 49.1950359)",,,,,,
32744921,False,Westbahnstraße,residential,False,128.781,30,"LINESTRING (8.1090501 49.1958255, 8.1092582 49.1958667, 8.1093004 49.195875, 8.1106525 49.1961426, 8.1107498 49.1961505)",2,,,,,
"[14433282, 14433283, 203985828, 765300681, 765300682, 368363672, 65437855]",False,Westring,unclassified,False,168.444,50,"LINESTRING (8.1090501 49.1958255, 8.1090004 49.1959349, 8.1089873 49.1959637, 8.1088513 49.1962628, 8.1087811 49.1964485, 8.1087516 49.196597, 8.1087498 49.1966211, 8.1087523 49.1969666, 8.1087533 49.1971086, 8.1087547 49.1973146)","['4', '2']",K 4,yes,,,
203985825,False,Westbahnstraße,tertiary,True,94.679,50,"LINESTRING (8.1090501 49.1958255, 8.1088305 49.1957881, 8.1087743 49.1957785, 8.108147 49.1956716, 8.1077893 49.1956106)",3,,,,,
"[203985827, 14811369, 893428810, 893428811, 893428812, 765300683]",False,Westring,tertiary,True,169.114,50,"LINESTRING (8.1090501 49.1958255, 8.1090875 49.1957485, 8.1091047 49.1957131, 8.1091788 49.1955604, 8.1092888 49.1953338, 8.109344 49.1952247, 8.1093752 49.195163, 8.1095189 49.1948789, 8.1096603 49.1945993, 8.1097113 49.1945216, 8.1097703 49.1944593, 8.1098445 49.1944039)","['2', '3']",K 4,,,,
"[21981272, 203972037, 73816086]",False,Nordring,unclassified,False,149.49300000000002,50,"LINESTRING (8.1087793 49.2007685, 8.1096346 49.20079, 8.1102727 49.200806, 8.1103981 49.2008091, 8.1105056 49.2008106, 8.1105991 49.2008126, 8.1106704 49.2008148, 8.1108353 49.2008201)",3,,,,,
32744920,False,Nordring,unclassified,True,82.703,30,"LINESTRING (8.1087793 49.2007685, 8.1086743 49.2007659, 8.1077166 49.2007425, 8.1076418 49.2007407)",2,K 4,,,,
"[765300680, 203972039, 75642280, 765300679]",False,Westring,unclassified,True,98.81199999999998,50,"LINESTRING (8.1087793 49.2007685, 8.1087618 49.2007471, 8.1087537 49.2007033, 8.1087606 49.2005719, 8.1087737 49.2003366, 8.1087715 49.2001705, 8.1087677 49.1998833)","['2', '3']",K 4,,,,
"[203972035, 21981270]",False,Nordring,unclassified,False,89.488,50,"LINESTRING (8.1149978 49.2009138, 8.1150736 49.2009155, 8.1151064 49.2009172, 8.1156557 49.200934, 8.1160481 49.200946, 8.116099 49.2009475, 8.1161461 49.2009488, 8.1162281 49.2009513)","['2', '3']",,,,,
"[75651129, 20266870, 75651127]",False,Neustadter Straße,residential,True,97.09100000000001,30,"LINESTRING (8.1149978 49.2009138, 8.1149924 49.2008747, 8.1149874 49.2008377, 8.1149513 49.200575, 8.1149225 49.2003598, 8.1149094 49.2002443, 8.1149044 49.2001998, 8.1148906 49.2000435)",2,,,,,
"[191460001, 203972034, 26331149]",False,Nordring,unclassified,True,239.64000000000001,50,"LINESTRING (8.1149978 49.2009138, 8.1149053 49.2009112, 8.1148737 49.2009102, 8.1142348 49.2008964, 8.1141926 49.2008955, 8.1141704 49.200895, 8.1136591 49.200884, 8.1134193 49.2008788, 8.1124421 49.2008577, 8.1119548 49.2008472, 8.1119193 49.2008464, 8.1118798 49.2008456, 8.1117014 49.200841)",3,,,,,
"[75651120, 203972033, 72283554]",False,Neustadter Straße,residential,True,121.75800000000001,50,"LINESTRING (8.1149978 49.2009138, 8.1150025 49.2009506, 8.1150074 49.2009887, 8.1150706 49.2014843, 8.1150725 49.201499, 8.1150952 49.201677, 8.1151108 49.2017805, 8.1151373 49.202005)","['2', '3']",,,,,
"[81920377, 227672501]",False,Ostring,unclassified,True,121.86,50,"LINESTRING (8.1177587 49.2009986, 8.1177819 49.2009132, 8.1178236 49.20084, 8.1180254 49.2005321, 8.1183769 49.199982)",3,,,,,
"[169165681, 203972036]",False,Nordring,unclassified,True,111.33200000000001,50,"LINESTRING (8.1177587 49.2009986, 8.1176171 49.2009942, 8.1175469 49.2009921, 8.1173777 49.2009869, 8.117152 49.20098, 8.1170321 49.2009763, 8.1167851 49.2009682, 8.1165458 49.2009604, 8.1165119 49.2009594, 8.116461 49.200958, 8.1162281 49.2009513)",3,,,,,
"[1243525969, 75651121]",False,Nordparkstraße,residential,False,43.486,30,"LINESTRING (8.1122358 49.2019383, 8.1118287 49.2019282, 8.1117762 49.2019269, 8.1116998 49.2019264, 8.1116376 49.201926)",2,,,,,
"[1243525970, 1243525971, 13707554]",False,Nordparkstraße,residential,True,210.941,30,"LINESTRING (8.1122358 49.2019383, 8.1124175 49.2019425, 8.1126763 49.2019486, 8.113457 49.2019669, 8.1138701 49.2019765, 8.1148769 49.2020001, 8.1150306 49.2020037, 8.1150525 49.2020032, 8.1150885 49.2020044, 8.1151373 49.202005)",2,,,,,
"[61480677, 203972031]",False,Hindenburgstraße,residential,False,120.761,30,"LINESTRING (8.1116376 49.201926, 8.1116408 49.2018638, 8.1116526 49.2014806, 8.1116966 49.2009541, 8.1116973 49.2009373, 8.1116964 49.2009263, 8.1116981 49.2009189, 8.1117014 49.200841)","['2', '3']",,,,,
75836696,False,Hindenburgstraße,residential,True,35.349000000000004,30,"LINESTRING (8.1116376 49.201926, 8.1116344 49.2019967, 8.1116315 49.2020849, 8.1116258 49.2022438)",2,,,,,
"[1243525969, 75651121]",False,Nordparkstraße,residential,True,43.486000000000004,30,"LINESTRING (8.1116376 49.201926, 8.1116998 49.2019264, 8.1117762 49.2019269, 8.1118287 49.2019282, 8.1122358 49.2019383)",2,,,,,
"[13707554, 1243525971, 1243525970]",False,Nordparkstraße,residential,False,210.941,30,"LINESTRING (8.1151373 49.202005, 8.1150885 49.2020044, 8.1150525 49.2020032, 8.1150306 49.2020037, 8.1148769 49.2020001, 8.1138701 49.2019765, 8.113457 49.2019669, 8.1126763 49.2019486, 8.1124175 49.2019425, 8.1122358 49.2019383)",2,,,,,
"[75651120, 203972033, 72283554]",False,Neustadter Straße,residential,False,121.75800000000001,50,"LINESTRING (8.1151373 49.202005, 8.1151108 49.2017805, 8.1150952 49.201677, 8.1150725 49.201499, 8.1150706 49.2014843, 8.1150074 49.2009887, 8.1150025 49.2009506, 8.1149978 49.2009138)","['2', '3']",,,,,
13707558,False,Am Kronwerk,residential,False,136.97199999999998,30,"LINESTRING (8.1116258 49.2022438, 8.1115545 49.2022494, 8.1115285 49.2022508, 8.1111695 49.2022799, 8.1104301 49.2024692, 8.1102498 49.2024963, 8.1101337 49.2024804, 8.110005 49.2024383, 8.1099096 49.2023845, 8.109868 49.2023582)",,,,,,
75836696,False,Hindenburgstraße,residential,False,35.349000000000004,30,"LINESTRING (8.1116258 49.2022438, 8.1116315 49.2020849, 8.1116344 49.2019967, 8.1116376 49.201926)",2,,,,,
"[203972032, 1220279298, 1220279299, 1220279300, 23177652]",False,Marktstraße,residential,False,56.725,30,"LINESTRING (8.1117014 49.200841, 8.1117047 49.2007551, 8.1117049 49.2007493, 8.1117051 49.2007445, 8.1117058 49.2007272, 8.1117065 49.2007104, 8.1117114 49.2005823, 8.1117126 49.2005442, 8.1117162 49.2004338, 8.1117195 49.200331)",2,,,,,
"[191460001, 203972034, 26331149]",False,Nordring,unclassified,False,239.64,50,"LINESTRING (8.1117014 49.200841, 8.1118798 49.2008456, 8.1119193 49.2008464, 8.1119548 49.2008472, 8.1124421 49.2008577, 8.1134193 49.2008788, 8.1136591 49.200884, 8.1141704 49.200895, 8.1141926 49.2008955, 8.1142348 49.2008964, 8.1148737 49.2009102, 8.1149053 49.2009112, 8.1149978 49.2009138)",3,,,,,
