osmid,ref,highway,oneway,reversed,length,name,geometry,bridge,maxspeed
154611114,D 926,secondary,False,False,15.883,,"LINESTRING (4.3102515 49.5224763, 4.3104549 49.5224218)",,
154611114,D 926,secondary,False,True,5.329,,"LINESTRING (4.3102515 49.5224763, 4.3101842 49.522496)",,
288078226,,residential,False,False,349.15700000000004,Rue des Élus,"LINESTRING (4.3102515 49.5224763, 4.310265 49.5225059, 4.3106344 49.5233158, 4.3106867 49.523341, 4.3107459 49.5233396, 4.3124726 49.5228823, 4.3130847 49.5227385, 4.3138951 49.5225758)",,
154611114,D 926,secondary,False,False,5.882,,"LINESTRING (4.3134613 49.5218069, 4.3135408 49.5217953)",,
154352930,,residential,False,False,41.754000000000005,Rue Basse,"LINESTRING (4.3134613 49.5218069, 4.3134465 49.521778, 4.3133569 49.5216025, 4.3132558 49.5214564)",,
154611114,D 926,secondary,False,True,228.598,,"LINESTRING (4.3134613 49.5218069, 4.3132301 49.521838, 4.3124913 49.5219122, 4.3120659 49.5220025, 4.3104549 49.5224218)",,
154352928,,residential,False,True,149.816,,"LINESTRING (4.3129286 49.5198293, 4.3134009 49.519754, 4.3143716 49.5195689, 4.314672 49.5195132, 4.3148973 49.5194227)",,
"[534131328, 534131329, 534131330]",,residential,False,False,190.103,Rue du Stade,"LINESTRING (4.3129286 49.5198293, 4.3129916 49.519979, 4.3131204 49.5202497, 4.3132598 49.520635, 4.3132824 49.5206997, 4.3133155 49.5208187, 4.3134141 49.5212044, 4.3134094 49.5213554, 4.313326 49.5214336, 4.3132558 49.5214564)",yes,
"[534131328, 154352922, 534131327]",,residential,False,True,287.088,"['Rue du Stade', ""Rue de l'Ancienne Église""]","LINESTRING (4.3129286 49.5198293, 4.3123331 49.5199311, 4.3115115 49.5200693, 4.3114145 49.5200887, 4.3103804 49.5202654, 4.3100755 49.5203286, 4.3096981 49.5204085, 4.3095329 49.5204883, 4.3094578 49.520558, 4.3094293 49.5206178, 4.309391 49.5207395)",yes,
154352928,,residential,False,False,149.816,,"LINESTRING (4.3148973 49.5194227, 4.314672 49.5195132, 4.3143716 49.5195689, 4.3134009 49.519754, 4.3129286 49.5198293)",,
154352926,,residential,False,True,80.867,Rue de la Bascule,"LINESTRING (4.309391 49.5207395, 4.3097796 49.5214216)",,
"[534131328, 154352922, 534131327]",,residential,False,False,287.08799999999997,"['Rue du Stade', ""Rue de l'Ancienne Église""]","LINESTRING (4.309391 49.5207395, 4.3094293 49.5206178, 4.3094578 49.520558, 4.3095329 49.5204883, 4.3096981 49.5204085, 4.3100755 49.5203286, 4.3103804 49.5202654, 4.3114145 49.5200887, 4.3115115 49.5200693, 4.3123331 49.5199311, 4.3129286 49.5198293)",yes,
154352926,,residential,False,False,99.705,Rue de la Bascule,"LINESTRING (4.3102316 49.5222689, 4.3097796 49.5214216)",,
