osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,ref,access,lanes,tunnel
"[39118560, 39120892]",Kehrstraße,living_street,False,False,126.40899999999998,"LINESTRING (7.3338241 50.4940131, 7.3342487 50.493973, 7.3345829 50.4939239, 7.3347348 50.4938796, 7.3349732 50.493766, 7.3352011 50.493634, 7.3352344 50.4936153, 7.3352758 50.4935929, 7.3353874 50.4935362)",,,,,,,
"[39118563, 854906676]",Bachstraße,"['living_street', 'residential']",False,False,63.952,"LINESTRING (7.3338241 50.4940131, 7.3338709 50.494066, 7.3339212 50.4941411, 7.3339272 50.4941884, 7.3338846 50.4942115, 7.3338582 50.494241, 7.3337963 50.4944057, 7.3337536 50.4944875, 7.333708 50.4945403)",,,,,,,
39118573,Kehrstraße,residential,False,False,47.095,"LINESTRING (7.3338241 50.4940131, 7.3335545 50.4940407, 7.333469 50.4940494, 7.3331659 50.4940767)",,,,,,,
"[39118568, 39120893]",Bachstraße,"['living_street', 'residential']",False,True,79.776,"LINESTRING (7.3338241 50.4940131, 7.3337935 50.4939852, 7.333719 50.4938798, 7.3335828 50.4937206, 7.3335023 50.4936774, 7.3334157 50.4936427, 7.3332526 50.4935943, 7.3330528 50.4935356)",,,,,,,
39118570,Pfarrer-Volk-Straße,residential,False,True,267.824,"LINESTRING (7.3255956 50.4978186, 7.3256738 50.4976979, 7.3262995 50.4970587, 7.3264402 50.4969297, 7.3272476 50.4964142, 7.3274835 50.4962259, 7.3277173 50.4960326, 7.3278762 50.4959142)",,,,,,,
39315753,Pfarrer-Volk-Straße,residential,False,True,139.956,"LINESTRING (7.3255956 50.4978186, 7.326043 50.4980576, 7.3262539 50.4981717, 7.326674 50.4983372, 7.3270786 50.4985327, 7.327186 50.4985595)",,,,,,,
24060837,Mühlenpfad,residential,False,True,45.863,"LINESTRING (7.3353874 50.4935362, 7.335548 50.4936436, 7.3355849 50.493674, 7.335637 50.4937331, 7.3356922 50.4937899, 7.3357198 50.4938238, 7.3357413 50.4938751)",30,,,,,,
"[39118560, 39120892]",Kehrstraße,living_street,False,True,126.409,"LINESTRING (7.3353874 50.4935362, 7.3352758 50.4935929, 7.3352344 50.4936153, 7.3352011 50.493634, 7.3349732 50.493766, 7.3347348 50.4938796, 7.3345829 50.4939239, 7.3342487 50.493973, 7.3338241 50.4940131)",,,,,,,
"[24060833, 24060837]",Mühlenpfad,residential,False,False,201.142,"LINESTRING (7.335146 50.4956083, 7.3351183 50.4954407, 7.3351075 50.4952555, 7.3351161 50.4951854, 7.3351215 50.4951265, 7.3351336 50.4950625, 7.3351593 50.4950115, 7.3351754 50.4949756, 7.3353515 50.4946541, 7.3355464 50.4943847, 7.3356419 50.4942505, 7.3357227 50.4941188, 7.3357467 50.4939982, 7.3357413 50.4938751)",30,4,,,,,
24062081,Alte Hohl,residential,False,False,65.55699999999999,"LINESTRING (7.335146 50.4956083, 7.3353986 50.4956906, 7.3355373 50.4958171, 7.3355932 50.4960694)",30,5,,,,,
"[39118558, 39174245, 39174246]",Kirchstraße,residential,False,True,68.486,"LINESTRING (7.335146 50.4956083, 7.3349538 50.495612, 7.3347247 50.4956441, 7.3346234 50.4956623, 7.3345679 50.4956833, 7.3344903 50.4957135, 7.3343831 50.4957577, 7.334329 50.4957619, 7.3342315 50.4957696)",30,5,yes,,,,
24062077,Auf dem Rümmer,residential,False,False,378.556,"LINESTRING (7.3359039 50.4963374, 7.3358269 50.496409, 7.3357992 50.4964874, 7.33581 50.4966314, 7.3358577 50.4968588, 7.3358916 50.4970793, 7.3359288 50.4973433, 7.3359042 50.4976227, 7.3358316 50.4978411, 7.3357672 50.4980561, 7.3356689 50.4982626, 7.3356324 50.4983985, 7.335635 50.4985279, 7.3356745 50.498643, 7.3357478 50.4987432, 7.3359499 50.4988817, 7.3362459 50.4990466, 7.3363718 50.4992187, 7.3363816 50.4993626, 7.3363162 50.4995282)",30,,,,,,
24062081,Alte Hohl,residential,False,True,37.830999999999996,"LINESTRING (7.3359039 50.4963374, 7.3356821 50.4961924, 7.3356206 50.4961387, 7.3355932 50.4960694)",30,5,,,,,
27536119,Alte Hohl,residential,False,False,161.04,"LINESTRING (7.3359039 50.4963374, 7.3361817 50.4964706, 7.3367051 50.4968202, 7.3370045 50.4970146, 7.3371227 50.497148, 7.3371673 50.497278, 7.3371491 50.4974635)",30,,,,,,
24062076,Römerbergstraße,residential,False,False,105.68299999999999,"LINESTRING (7.3337297 50.5018861, 7.3338384 50.5017693, 7.3341234 50.5016131, 7.3342554 50.5014843, 7.3343405 50.5013776, 7.3344499 50.5012685, 7.334603 50.5011782, 7.3346542 50.5011553)",30,,,,,,
24062079,Im Lampental,tertiary,False,False,155.699,"LINESTRING (7.3337297 50.5018861, 7.3339488 50.5019204, 7.3342136 50.5019129, 7.3344624 50.5019089, 7.3347017 50.5019126, 7.3349968 50.5019396, 7.3352515 50.5019866, 7.3358719 50.5021282)",30,,,K 1,,,
592151255,Im Lampental,tertiary,False,True,92.738,"LINESTRING (7.3337297 50.5018861, 7.3336006 50.501845, 7.333528 50.5018225, 7.3334429 50.5017867, 7.3328638 50.5013331, 7.332818 50.5013034)",50,,,K 1,,,
24062079,Im Lampental,tertiary,False,True,155.699,"LINESTRING (7.3358719 50.5021282, 7.3352515 50.5019866, 7.3349968 50.5019396, 7.3347017 50.5019126, 7.3344624 50.5019089, 7.3342136 50.5019129, 7.3339488 50.5019204, 7.3337297 50.5018861)",30,,,K 1,,,
39315752,Im Lampental,residential,False,False,82.845,"LINESTRING (7.3358719 50.5021282, 7.3359477 50.502046, 7.3360784 50.5019209, 7.3360879 50.5018724, 7.3360763 50.5018406, 7.3359417 50.5017681, 7.3356375 50.5016389, 7.3355225 50.5016408)",30,,,,,,
24062076,Römerbergstraße,residential,False,True,88.792,"LINESTRING (7.3358743 50.5009881, 7.3353803 50.5010314, 7.3349837 50.5010706, 7.3346542 50.5011553)",30,,,,,,
24062077,Auf dem Rümmer,residential,False,True,168.491,"LINESTRING (7.3358743 50.5009881, 7.3358292 50.5005842, 7.3358921 50.5002746, 7.336165 50.4996887, 7.3363162 50.4995282)",30,,,,,,
24062080,Römerbergstraße,residential,False,False,98.27499999999999,"LINESTRING (7.3358743 50.5009881, 7.336015 50.5009861, 7.336194 50.5009978, 7.3363021 50.5011281, 7.336416 50.5012706, 7.3365622 50.5013516, 7.3366883 50.5014164, 7.3368814 50.5014957)",30,,,,,,
24062080,Römerbergstraße,residential,False,True,98.275,"LINESTRING (7.3368814 50.5014957, 7.3366883 50.5014164, 7.3365622 50.5013516, 7.336416 50.5012706, 7.3363021 50.5011281, 7.336194 50.5009978, 7.336015 50.5009861, 7.3358743 50.5009881)",30,,,,,,
"[39118568, 39120893]",Bachstraße,"['residential', 'living_street']",False,False,79.776,"LINESTRING (7.3330528 50.4935356, 7.3332526 50.4935943, 7.3334157 50.4936427, 7.3335023 50.4936774, 7.3335828 50.4937206, 7.333719 50.4938798, 7.3337935 50.4939852, 7.3338241 50.4940131)",,,,,,,
102305306,Hauptstraße,tertiary,False,True,35.351,"LINESTRING (7.3330528 50.4935356, 7.3328842 50.4936599, 7.3327122 50.4937679)",50,,,K 15,,,
575012432,Bachstraße,residential,False,True,38.601,"LINESTRING (7.3330528 50.4935356, 7.3329566 50.4934542, 7.3329363 50.4934254, 7.3328743 50.4933402, 7.3328368 50.4932719, 7.3328201 50.4932256)",,,,,yes,,
39118550,Wilhelmstraße,residential,False,False,140.88400000000001,"LINESTRING (7.3313296 50.4951837, 7.3310432 50.4950649, 7.3306382 50.4948891, 7.3303465 50.4947685, 7.3303363 50.4947468, 7.3303274 50.4947279, 7.3307702 50.4943468)",,,,,,,
102305306,Hauptstraße,tertiary,False,False,55.569,"LINESTRING (7.3313296 50.4951837, 7.3314546 50.4949671, 7.3316169 50.4947187)",50,,,K 15,,,
102305306,Hauptstraße,tertiary,False,True,25.726,"LINESTRING (7.3313296 50.4951837, 7.3312474 50.4953164, 7.3312338 50.4954047)",50,,,K 15,,,
39118544,Ferdinand-Schmitz-Straße,residential,False,False,160.679,"LINESTRING (7.3297891 50.4972111, 7.3289234 50.4968993, 7.3283338 50.4966657, 7.3278153 50.4964973)",,,,,destination,,
102305306,Hauptstraße,tertiary,False,False,163.744,"LINESTRING (7.3297891 50.4972111, 7.3300452 50.4970688, 7.3301646 50.4970024, 7.3305134 50.4967988, 7.3307303 50.496683, 7.3308695 50.4966027, 7.3310249 50.4964834, 7.3311782 50.4963622, 7.3312461 50.4962481, 7.3312838 50.4961284)",50,,,K 15,,,
102305306,Hauptstraße,tertiary,False,True,131.72699999999998,"LINESTRING (7.3297891 50.4972111, 7.3296254 50.4973509, 7.3293272 50.4976026, 7.3288851 50.4979758, 7.3286696 50.4981578)",50,,,K 15,,,
39118527,Goethestraße,residential,True,False,89.428,"LINESTRING (7.3286696 50.4981578, 7.3297459 50.4985798)",30,,,,,,
102305306,Hauptstraße,tertiary,False,False,131.72699999999998,"LINESTRING (7.3286696 50.4981578, 7.3288851 50.4979758, 7.3293272 50.4976026, 7.3296254 50.4973509, 7.3297891 50.4972111)",50,,,K 15,,,
102305306,Hauptstraße,tertiary,False,True,86.074,"LINESTRING (7.3286696 50.4981578, 7.3282459 50.4985469, 7.3279656 50.4987891)",50,,,K 15,,,
24062073,Mozartstraße,tertiary,False,False,34.503,"LINESTRING (7.3323718 50.501178, 7.3326446 50.5012529, 7.332818 50.5013034)",50,,,K 1,,,
35030614,Mozartstraße,tertiary,False,False,67.519,"LINESTRING (7.3323718 50.501178, 7.3317366 50.5009761, 7.3315235 50.5008998)",50,,,K 1,,,
27523529,Beethovenstraße,residential,False,True,66.674,"LINESTRING (7.3281516 50.5020465, 7.3284473 50.5020891, 7.3287445 50.5021379, 7.3290617 50.5022015)",30,,,,,,
35030615,Arienheller Straße,residential,False,False,128.019,"LINESTRING (7.3281516 50.5020465, 7.3282388 50.5012573, 7.3282297 50.5008972)",30,,,,,,
27536119,Alte Hohl,residential,False,True,161.04,"LINESTRING (7.3371491 50.4974635, 7.3371673 50.497278, 7.3371227 50.497148, 7.3370045 50.4970146, 7.3367051 50.4968202, 7.3361817 50.4964706, 7.3359039 50.4963374)",30,,,,,,
35030614,Mozartstraße,tertiary,False,True,274.596,"LINESTRING (7.3281918 50.4996329, 7.3296914 50.5001835, 7.3297759 50.5002181, 7.3303079 50.5004298, 7.3308772 50.5006593, 7.3310975 50.5007453, 7.3315235 50.5008998)",50,,,K 1,,,
35030615,Arienheller Straße,residential,False,True,140.618,"LINESTRING (7.3281918 50.4996329, 7.3281992 50.5000285, 7.3282015 50.500249, 7.328206 50.5003417, 7.3282101 50.5004285, 7.3282213 50.5006155, 7.3282248 50.500734, 7.3282297 50.5008972)",30,,,,,,
51754468,Arienheller Straße,tertiary,False,False,84.294,"LINESTRING (7.3281918 50.4996329, 7.3281893 50.4995626, 7.3281664 50.498875)",30,,,K 1,,,
51754468,Arienheller Straße,tertiary,False,True,17.116,"LINESTRING (7.3279656 50.4987891, 7.3281664 50.498875)",30,,,K 1,,,
102305306,Hauptstraße,tertiary,False,True,4.634,"LINESTRING (7.3279656 50.4987891, 7.3279213 50.4988198)",50,,,K 15,,,
