osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,tunnel,access,bridge
52099138,True,,,Im Trierischen Hof,residential,,False,165.922,"LINESTRING (8.6845916 50.1126974, 8.6846238 50.1126989, 8.684683 50.1126959, 8.6847063 50.1126917, 8.6847622 50.1126815, 8.6848382 50.1126632, 8.6849019 50.112655, 8.684984 50.112658, 8.6853331 50.1126836, 8.6854911 50.1126925, 8.685548 50.112704, 8.6855784 50.1127225, 8.6856037 50.1127469, 8.6856337 50.1128009, 8.6856925 50.1129646, 8.6857357 50.1131159, 8.6857483 50.1132266, 8.6857552 50.1133436, 8.6857453 50.1135123, 8.6857431 50.1135489)",,,destination,
24535786,True,2,,Junghofstraße,tertiary,40,False,63.977,"LINESTRING (8.6752086 50.1127817, 8.675404 50.1127467, 8.675894 50.1126418, 8.6759381 50.1126334, 8.6760634 50.1126073)",,,,
174274186,True,,,Alte Rothofstraße,residential,,False,115.55400000000002,"LINESTRING (8.6752524 50.1138089, 8.675174 50.1136093, 8.6751428 50.1135108, 8.6752023 50.1131153, 8.6752305 50.1128579, 8.6752086 50.1127817)",,,,
1203874088,False,,,An der Staufenmauer,residential,,True,26.812,"LINESTRING (8.6867542 50.1139224, 8.6870519 50.1137751)",,,,
5069757,True,,,Münzgasse,residential,30,False,51.664,"LINESTRING (8.6789304 50.1097953, 8.6795339 50.1098956, 8.6796317 50.1099119)",,,,
5069757,True,,,Münzgasse,residential,30,False,36.023,"LINESTRING (8.6784442 50.1097074, 8.6789304 50.1097953)",,,,
5073086,False,1,,Karmelitergasse,living_street,,False,95.20000000000002,"LINESTRING (8.6784442 50.1097074, 8.678465 50.1096676, 8.6788509 50.1089279, 8.6788678 50.1088955)",,,,
4793116,True,2,K 818,Kurt-Schumacher-Straße,primary,50,False,11.209,"LINESTRING (8.6877071 50.1095287, 8.687726 50.1095648, 8.6877613 50.1096233)",,,,
"[1004017416, 4856361, 504597517, 975406000, 975406001, 30705976, 5736030]",False,"['4', '3']",,"['Walter-Kolb-Straße', 'Kurt-Schumacher-Straße', 'Alte Brücke']",primary,50,False,259.77299999999997,"LINESTRING (8.6877071 50.1095287, 8.687708 50.1094767, 8.68771 50.1094188, 8.6877146 50.1091755, 8.6877418 50.1080222, 8.6877531 50.1076131, 8.6877596 50.107379, 8.6877603 50.1073541, 8.6877607 50.1073442, 8.687761 50.1073288, 8.6877615 50.1073134, 8.6877605 50.1071928)",,,,yes
49515976,False,2,K 818,Berliner Straße,secondary,40,True,39.752,"LINESTRING (8.6831398 50.1120052, 8.6836732 50.1121091)",,,,
492264418,False,2,K 818,Berliner Straße,secondary,40,False,68.061,"LINESTRING (8.6831398 50.1120052, 8.6822265 50.1118274)",,,,
"[30706050, 266312306, 991268118]",True,2,B 43,Walter-Kolb-Straße,primary,50,False,80.835,"LINESTRING (8.6874089 50.1065259, 8.6874894 50.1065953, 8.6875713 50.1066717, 8.6876408 50.1067529, 8.6876947 50.1068236, 8.6877252 50.1068803, 8.6877541 50.1069445, 8.6877706 50.1070192, 8.6877766 50.1070801, 8.6877605 50.1071928)",,,,
"[241952841, 26659437]",False,,,Fahrgasse,"['living_street', 'residential']",30,False,70.379,"LINESTRING (8.6873951 50.1100232, 8.6873082 50.1101987, 8.6872781 50.1102458, 8.6871637 50.1104218, 8.6870527 50.1106164)",,,,
"[174698948, 174698949, 26784427, 184076535, 184076536]",True,,,Große Fischerstraße,"['living_street', 'residential']",30,False,173.84300000000002,"LINESTRING (8.6873951 50.1100232, 8.6873478 50.1100091, 8.6872994 50.1099947, 8.6872315 50.1099769, 8.6871729 50.1099643, 8.6871341 50.1099394, 8.6870754 50.1098884, 8.6869967 50.1098299, 8.6869218 50.1097913, 8.6868761 50.1097784, 8.6868213 50.1097642, 8.686777 50.1097578, 8.6865855 50.1097476, 8.6865133 50.109746, 8.6864408 50.1097524, 8.6863066 50.1097779, 8.6862194 50.1097825, 8.6861688 50.1097793, 8.6860351 50.1097686, 8.6860066 50.1097683, 8.6856055 50.1097558, 8.6851146 50.1097381)",4.9,building_passage,,
"[35146833, 35146834]",False,3,B 43,Schaumainkai,secondary,,True,85.24199999999999,"LINESTRING (8.6819397 50.10698, 8.6822981 50.107041, 8.6824196 50.1070631, 8.6824835 50.1070748, 8.682542 50.107087, 8.6830837 50.1072012)",,,,
"[155498665, 39460498, 1251619817]",True,,,"['Dreikönigsstraße', 'Färberstraße']",residential,30,False,151.88900000000004,"LINESTRING (8.6853659 50.1068603, 8.6851589 50.1069162, 8.6844884 50.1070973, 8.6843631 50.1071289, 8.6841505 50.1071733, 8.6840691 50.1071845, 8.683961 50.1071927, 8.6838387 50.1071987, 8.683716 50.1071979, 8.6835464 50.1071873, 8.683509 50.107189, 8.6834889 50.1071927, 8.683446 50.1072091, 8.6834044 50.1072697)",,,,
"[5735634, 155498668]",False,,,"['Löherstraße', 'Oppenheimer Straße']",residential,30,False,152.287,"LINESTRING (8.6853659 50.1068603, 8.6854259 50.1069446, 8.6855711 50.1071487, 8.6855984 50.1071636, 8.6856334 50.1071769, 8.6856819 50.1071809, 8.6858708 50.1071776, 8.6860477 50.1071695, 8.6861521 50.1071617, 8.6867145 50.1070566, 8.6869396 50.1070048, 8.687146 50.1069572)",,,,
389399200,False,3,B 43,Sachsenhäuser Ufer,secondary,50,False,24.106,"LINESTRING (8.6834044 50.1072697, 8.6832291 50.1072324, 8.6830837 50.1072012)",,,,
"[653944768, 4556912, 975395206]",False,"['4', '3']",B 43,Sachsenhäuser Ufer,secondary,50,True,316.61199999999997,"LINESTRING (8.6834044 50.1072697, 8.6836848 50.1073306, 8.6839861 50.1073835, 8.6842498 50.1074179, 8.6845344 50.1074459, 8.6847667 50.1074637, 8.6851008 50.1074671, 8.6854444 50.10746, 8.6856719 50.1074507, 8.6859638 50.1074243, 8.6863442 50.1073804, 8.6866996 50.10731, 8.6870266 50.1072497, 8.6872038 50.1072256, 8.6874006 50.1072069, 8.6874887 50.1072005, 8.6875489 50.1071986, 8.6877605 50.1071928)",,,,
"[5735634, 155498668]",False,,,"['Löherstraße', 'Oppenheimer Straße']",residential,30,True,152.287,"LINESTRING (8.687146 50.1069572, 8.6869396 50.1070048, 8.6867145 50.1070566, 8.6861521 50.1071617, 8.6860477 50.1071695, 8.6858708 50.1071776, 8.6856819 50.1071809, 8.6856334 50.1071769, 8.6855984 50.1071636, 8.6855711 50.1071487, 8.6854259 50.1069446, 8.6853659 50.1068603)",,,,
30706041,True,2,,Walter-Kolb-Straße,primary,50,False,15.404,"LINESTRING (8.6871427 50.106539, 8.6869852 50.1064442)",,,,
5736032,True,2,,,primary_link,50,False,28.403000000000006,"LINESTRING (8.6871427 50.106539, 8.6870809 50.1064135, 8.687072 50.1063847, 8.6870686 50.1063609, 8.6870643 50.1063314, 8.6870693 50.1062906)",,,,
"[1149011808, 43204508]",True,,,Töngesgasse,residential,30,False,140.63,"LINESTRING (8.6819889 50.1130292, 8.6825707 50.1131987, 8.6829297 50.1132758, 8.6832971 50.1133389, 8.6835199 50.1133771, 8.6837409 50.113415, 8.6838512 50.1134355)",,,,
24586342,True,,,Schärfengäßchen,residential,50,False,65.27000000000001,"LINESTRING (8.6815743 50.1135525, 8.6817625 50.1133202, 8.6819889 50.1130292)",,,,
"[389066096, 692792970, 389066095]",True,,,Holzgraben,residential,50,False,184.83100000000002,"LINESTRING (8.6815743 50.1135525, 8.6807839 50.1132673, 8.6800256 50.1130018, 8.6798741 50.1129503, 8.6798189 50.1129346, 8.679444 50.1128434, 8.6792579 50.1128248)",,building_passage,,
"[375502623, 24586359]",False,,,Töngesgasse,residential,30,False,92.441,"LINESTRING (8.6844552 50.113489, 8.6845598 50.1134738, 8.684974 50.113504, 8.6851894 50.1135161, 8.6857431 50.1135489)",,,,
26655910,True,,,Töngesgasse,residential,30,False,43.623,"LINESTRING (8.6844552 50.113489, 8.6839603 50.1134577, 8.6838512 50.1134355)",,,,
1203874088,False,,,An der Staufenmauer,residential,,False,26.812,"LINESTRING (8.6870519 50.1137751, 8.6867542 50.1139224)",,,,
"[174824966, 26656574, 174824967]",False,2,,An der Staufenmauer,residential,,False,72.657,"LINESTRING (8.6870519 50.1137751, 8.6869914 50.1137235, 8.6868804 50.1136342, 8.6868279 50.1136138, 8.686788 50.1135975, 8.6867508 50.113585, 8.686717 50.1135774, 8.6866489 50.1135631, 8.6865811 50.1135479, 8.6864742 50.1135312, 8.6863901 50.1135229, 8.6863007 50.1135132, 8.6862366 50.1135121, 8.6861763 50.1135115)",,building_passage,,
"[292598928, 174824969, 174824968]",False,,,An der Staufenmauer,residential,,True,52.033,"LINESTRING (8.6870519 50.1137751, 8.6871897 50.1137003, 8.6872194 50.1136793, 8.6872434 50.1136579, 8.6872664 50.1136343, 8.6872882 50.1136073, 8.6873164 50.1135649, 8.6873446 50.1135172, 8.6873571 50.1134927, 8.6873645 50.1134698, 8.6873705 50.113446, 8.6873752 50.1134198, 8.6873762 50.1134112, 8.6873787 50.1133774)",,building_passage,,
26823383,False,,,Fahrgasse,residential,,False,126.05499999999998,"LINESTRING (8.6861763 50.1135115, 8.6861813 50.1134291, 8.6861822 50.1133612, 8.6861771 50.1132891, 8.6861587 50.1131635, 8.6859716 50.1126387, 8.685944 50.1125614, 8.6859358 50.1125061, 8.6859265 50.1123945)",,,,
"[375502623, 26823383]",False,,,"['Fahrgasse', 'Töngesgasse']",residential,30,True,37.309,"LINESTRING (8.6861763 50.1135115, 8.6861632 50.1135757, 8.6860153 50.1135687, 8.6857431 50.1135489)",,,,
"[26656574, 174824966, 174824967]",False,2,,An der Staufenmauer,residential,,True,72.65700000000001,"LINESTRING (8.6861763 50.1135115, 8.6862366 50.1135121, 8.6863007 50.1135132, 8.6863901 50.1135229, 8.6864742 50.1135312, 8.6865811 50.1135479, 8.6866489 50.1135631, 8.686717 50.1135774, 8.6867508 50.113585, 8.686788 50.1135975, 8.6868279 50.1136138, 8.6868804 50.1136342, 8.6869914 50.1137235, 8.6870519 50.1137751)",,building_passage,,
241952842,False,,,Fahrgasse,residential,30,True,41.63,"LINESTRING (8.6859984 50.1120512, 8.6862824 50.1117241)",,,,
26780668,True,,,Fahrgasse,residential,30,False,16.224,"LINESTRING (8.6859984 50.1120512, 8.6859297 50.1121633, 8.6859152 50.112187)",,,,
34568605,False,,,Limpurgergasse,residential,30,True,68.792,"LINESTRING (8.6805729 50.1100472, 8.6802497 50.1099962, 8.6799776 50.1099582, 8.6796317 50.1099119)",,,,
49501589,True,,,Kaiserstraße,tertiary,30,False,34.236999999999995,"LINESTRING (8.6753068 50.1103755, 8.6753957 50.1105246, 8.6755037 50.1106557)",,,,
30785047,False,,,Brückhofstraße,residential,,False,63.31099999999999,"LINESTRING (8.688945 50.1103855, 8.6883509 50.1103175, 8.6881685 50.1102945, 8.6880701 50.1102962)",,,,
48098269,False,5,K 818,Battonnstraße,secondary,40,True,17.346,"LINESTRING (8.6876592 50.112537, 8.6878484 50.1125524, 8.6879005 50.1125567)",,,,
"[492264416, 266026705]",False,"['4', '5']",K 818,Battonnstraße,secondary,40,False,124.62000000000002,"LINESTRING (8.6876592 50.112537, 8.6875745 50.1125286, 8.6870379 50.1124754, 8.6863304 50.1124333, 8.6861621 50.1124177, 8.6859265 50.1123945)",,,,
167633348,True,2,,Berliner Straße,tertiary,40,False,78.631,"LINESTRING (8.677821 50.1106992, 8.6777586 50.1106424, 8.6776572 50.1105316, 8.6775137 50.1103654, 8.6774408 50.1102765, 8.677349 50.1101586, 8.6772909 50.11008)",,,,
404737753,True,,,Berliner Straße,tertiary,40,False,160.75300000000001,"LINESTRING (8.6775864 50.1098089, 8.6776057 50.109838, 8.6776126 50.1098578, 8.6776183 50.1098772, 8.6776181 50.1099547, 8.6776154 50.1100728, 8.6776281 50.1101283, 8.6776799 50.1101999, 8.6778496 50.1104125, 8.678004 50.1105753, 8.678056 50.1106327, 8.6785014 50.1108987, 8.6786664 50.1110151)",,,,
553918577,True,1,,Bethmannstraße,residential,40,False,97.16,"LINESTRING (8.6775864 50.1098089, 8.6777894 50.1099257, 8.6779063 50.1099863, 8.6779487 50.1100083, 8.6782442 50.1101558, 8.6784716 50.1102506, 8.6786821 50.1103235)",,,,
"[155498665, 155498662]",True,,,Dreikönigsstraße,residential,30,False,126.07499999999999,"LINESTRING (8.6869852 50.1064442, 8.6868339 50.1064389, 8.6867593 50.1064423, 8.6866386 50.1064594, 8.6860823 50.1066346, 8.6853659 50.1068603)",,,,
749328787,True,1,,Walter-Kolb-Straße,primary,50,False,24.266,"LINESTRING (8.6869852 50.1064442, 8.6868645 50.1063539, 8.6868241 50.1063235, 8.6867649 50.1062779)",,,,
"[247843232, 247843212, 4937455]",False,,,"['Braubachstraße', 'Paulsplatz', 'Bethmannstraße']",residential,40,False,308.5,"LINESTRING (8.6795353 50.1104966, 8.6797191 50.1105015, 8.6798576 50.1105065, 8.6799528 50.1105141, 8.6800269 50.1105225, 8.68012 50.1105373, 8.6802123 50.1105534, 8.6803088 50.1105727, 8.6803707 50.1105883, 8.6804514 50.1106107, 8.6805619 50.1106457, 8.680684 50.1106843, 8.6807664 50.1107058, 8.6809021 50.1107401, 8.6810177 50.1107672, 8.6812973 50.1108142, 8.6814389 50.1108306, 8.6815814 50.1108447, 8.6818736 50.1108735, 8.6819154 50.1108792, 8.6819865 50.1108874, 8.6821049 50.1109163, 8.6823229 50.1109796, 8.6824276 50.1110134, 8.6825332 50.1110492, 8.6826651 50.1110988, 8.6828018 50.111149, 8.6828932 50.1111797, 8.683056 50.1112274, 8.6832357 50.1112713, 8.6836037 50.1113592)",,,,
5069792,False,,,Buchgasse,residential,30,True,65.38,"LINESTRING (8.6795353 50.1104966, 8.679537 50.110484, 8.6795459 50.1104172, 8.6796317 50.1099119)",,,,
"[692664113, 191548220, 296607982]",False,2,,Kornmarkt,residential,40,False,79.827,"LINESTRING (8.6795353 50.1104966, 8.6795329 50.1105125, 8.6795238 50.110572, 8.6795103 50.110692, 8.6794878 50.1109238, 8.6794632 50.1110849, 8.6794561 50.1111078, 8.6794239 50.1112101)",,,,
"[1149011789, 148754590]",True,,,Fahrgasse,residential,30,False,23.385,"LINESTRING (8.6859152 50.112187, 8.6859003 50.1122231, 8.685897 50.1122548, 8.6858977 50.1122703, 8.6858985 50.1122861, 8.6859265 50.1123945)",,,,
1149011793,True,,,Braubachstraße,residential,40,False,13.349,"LINESTRING (8.6859152 50.112187, 8.6858887 50.1122114, 8.6858567 50.1122292, 8.6858309 50.1122364, 8.6857825 50.1122353, 8.6857608 50.1122333)",,,,
5073086,False,1,,Karmelitergasse,living_street,,True,95.20000000000002,"LINESTRING (8.6788678 50.1088955, 8.6788509 50.1089279, 8.678465 50.1096676, 8.6784442 50.1097074)",,,,
370683167,True,,,Alte Mainzer Gasse,residential,30,False,99.51799999999999,"LINESTRING (8.6788678 50.1088955, 8.678658 50.1088745, 8.6782973 50.1088245, 8.6778497 50.1087568, 8.6776404 50.1087195, 8.6775924 50.1087164, 8.6775548 50.1087198, 8.6775345 50.1087281, 8.6775151 50.1087399)",,,,
"[174824968, 174824969, 292598928]",False,,,An der Staufenmauer,residential,,False,52.033,"LINESTRING (8.6873787 50.1133774, 8.6873762 50.1134112, 8.6873752 50.1134198, 8.6873705 50.113446, 8.6873645 50.1134698, 8.6873571 50.1134927, 8.6873446 50.1135172, 8.6873164 50.1135649, 8.6872882 50.1136073, 8.6872664 50.1136343, 8.6872434 50.1136579, 8.6872194 50.1136793, 8.6871897 50.1137003, 8.6870519 50.1137751)",,building_passage,,
31281046,True,,,Roßmarkt,residential,40,False,36.304,"LINESTRING (8.6767366 50.1117528, 8.6770646 50.1120025)",,,,
4722379,False,2,,Roßmarkt,tertiary,40,True,75.21,"LINESTRING (8.6767366 50.1117528, 8.6766471 50.1118019, 8.6765936 50.1118302, 8.6760527 50.1121163, 8.6760243 50.1121313, 8.6759243 50.1121842)",,,,
4567555,False,2,,Untermainkai,tertiary,50,False,10.642,"LINESTRING (8.6756603 50.1075165, 8.6757955 50.107557)",,,,
247500046,True,,,Neue Mainzer Straße,secondary,50,False,21.003,"LINESTRING (8.6756603 50.1075165, 8.6757864 50.1074361, 8.6758691 50.1073833)",,,,
4567555,False,2,,Untermainkai,tertiary,50,True,10.642,"LINESTRING (8.6757955 50.107557, 8.6756603 50.1075165)",,,,
"[312969824, 177592548, 1211092744, 167633352, 167633355, 53567948, 1211092717, 503322109, 265714783]",False,2,,Mainkai,tertiary,40,False,705.2890000000001,"LINESTRING (8.6757955 50.107557, 8.6758581 50.1075723, 8.6759501 50.1075941, 8.6761343 50.1076407, 8.6762992 50.1076824, 8.6764422 50.1077185, 8.6765458 50.1077444, 8.6769067 50.1078393, 8.6778955 50.1080991, 8.6779902 50.1081243, 8.6790604 50.1084088, 8.6799119 50.1086107, 8.6800026 50.1086322, 8.680578 50.1087847, 8.6811199 50.1088858, 8.6816787 50.1089946, 8.6822308 50.10909, 8.683327 50.1092601, 8.6836245 50.1093014, 8.6839197 50.1093344, 8.6851947 50.1094421)",,,,
"[247500048, 1036351443]",True,3,,Neue Mainzer Straße,secondary,40,False,65.256,"LINESTRING (8.6757955 50.107557, 8.6757258 50.107661, 8.6754781 50.107972, 8.6754222 50.1080454, 8.6753929 50.1080838)",,,,
5069788,True,,,Am Salzhaus,residential,,False,73.274,"LINESTRING (8.6770646 50.1120025, 8.6771759 50.1119432, 8.677806 50.1116154, 8.6778683 50.1115929)",,,,
"[183215273, 167633351, 371173887, 42759519]",True,,,"['Katharinenpforte', 'Roßmarkt']",residential,"['40', '30']",False,229.882,"LINESTRING (8.6770646 50.1120025, 8.6773755 50.1122279, 8.678622 50.1129841, 8.6789058 50.1131625, 8.678916 50.1131552, 8.6790582 50.1130673, 8.6791723 50.1129472, 8.6792579 50.1128248)",,,,
4722379,False,2,,Roßmarkt,tertiary,40,False,75.21000000000001,"LINESTRING (8.6759243 50.1121842, 8.6760243 50.1121313, 8.6760527 50.1121163, 8.6765936 50.1118302, 8.6766471 50.1118019, 8.6767366 50.1117528)",,,,
24527662,True,2,,Roßmarkt,secondary,40,False,48.081,"LINESTRING (8.6760634 50.1126073, 8.675952 50.1122684, 8.6759466 50.1122519, 8.6759243 50.1121842)",,,,
4722378,True,,,Goethestraße,residential,,False,85.044,"LINESTRING (8.676401 50.1136593, 8.6762991 50.1136345, 8.6760008 50.1136636, 8.6752524 50.1138089)",,,,
24527660,True,2,,Goetheplatz,secondary,40,False,119.42999999999999,"LINESTRING (8.676401 50.1136593, 8.6761595 50.1129001, 8.6761093 50.1127443, 8.6760896 50.1126885, 8.6760634 50.1126073)",,,,
24527659,True,2,,Rathenauplatz,secondary,40,False,63.11400000000001,"LINESTRING (8.6765504 50.1142187, 8.6765004 50.114019, 8.676469 50.1138938, 8.6764478 50.1138206, 8.676421 50.1137245, 8.676401 50.1136593)",,,,
692664116,True,2,K 818,Berliner Straße,secondary,40,False,58.343,"LINESTRING (8.6786664 50.1110151, 8.6788829 50.1110875, 8.6791628 50.1111539, 8.6792553 50.1111709, 8.6794239 50.1112101)",,,,
692664110,False,,,Kornmarkt,residential,,True,8.827,"LINESTRING (8.6794239 50.1112101, 8.6794066 50.1112887)",,,,
"[692664113, 191548220, 296607982]",False,2,,Kornmarkt,residential,40,True,79.827,"LINESTRING (8.6794239 50.1112101, 8.6794561 50.1111078, 8.6794632 50.1110849, 8.6794878 50.1109238, 8.6795103 50.110692, 8.6795238 50.110572, 8.6795329 50.1105125, 8.6795353 50.1104966)",,,,
"[1051941946, 339610125]",True,2,K 818,Berliner Straße,secondary,40,False,64.106,"LINESTRING (8.6794239 50.1112101, 8.6796257 50.1112517, 8.6798175 50.1113048, 8.680062 50.1113613, 8.6802556 50.1114259)",,,,
692664110,False,,,Kornmarkt,residential,,False,8.827,"LINESTRING (8.6794066 50.1112887, 8.6794239 50.1112101)",,,,
5069579,False,,,Kornmarkt,residential,,True,49.458999999999996,"LINESTRING (8.6794066 50.1112887, 8.6793893 50.1113608, 8.6793682 50.1114482, 8.6793027 50.1115687, 8.6792958 50.1116352, 8.6792989 50.1116892, 8.6793131 50.1117231)",,,,
49499524,True,2,K 818,Berliner Straße,secondary,40,False,60.405,"LINESTRING (8.6794066 50.1112887, 8.6792147 50.1112488, 8.6788594 50.1111688, 8.678618 50.111093)",,,,
"[247843209, 1051941947]",True,2,K 818,Berliner Straße,secondary,40,False,62.664,"LINESTRING (8.6802556 50.1114259, 8.6800448 50.111413, 8.6796735 50.111341, 8.6795925 50.1113242, 8.6794066 50.1112887)",,,,
"[49499523, 504582668, 504582669]",False,2,K 818,Berliner Straße,secondary,40,True,147.471,"LINESTRING (8.6802556 50.1114259, 8.6806396 50.111506, 8.6812278 50.1116286, 8.6814225 50.1116692, 8.6816172 50.1117098, 8.6817807 50.111742, 8.6819225 50.1117699, 8.6822265 50.1118274)",,,,
138700618,False,4,B 43,Deutschherrnufer,primary,50,True,79.904,"LINESTRING (8.6877605 50.1071928, 8.6879928 50.1071908, 8.6880864 50.1071911, 8.6888809 50.1071938)",,,,
"[1021598690, 262759994, 262759995, 266312307]",True,"['4', '2']",,Walter-Kolb-Straße,primary,50,False,86.883,"LINESTRING (8.6877605 50.1071928, 8.6876994 50.1070804, 8.6876656 50.107002, 8.6876262 50.1069259, 8.6875821 50.1068635, 8.6875347 50.1068106, 8.6874864 50.1067627, 8.6873915 50.1066942, 8.6873577 50.1066732, 8.6872899 50.1066311, 8.6871427 50.106539)",,,,
"[1004017416, 4856361, 504597517, 975406000, 975406001, 30705976, 5736030]",False,"['4', '3']",,"['Walter-Kolb-Straße', 'Kurt-Schumacher-Straße', 'Alte Brücke']",primary,50,True,259.773,"LINESTRING (8.6877605 50.1071928, 8.6877615 50.1073134, 8.687761 50.1073288, 8.6877607 50.1073442, 8.6877603 50.1073541, 8.6877596 50.107379, 8.6877531 50.1076131, 8.6877418 50.1080222, 8.6877146 50.1091755, 8.68771 50.1094188, 8.687708 50.1094767, 8.6877071 50.1095287)",,,,yes
"[4556912, 975395206, 653944768]",False,"['4', '3']",B 43,Sachsenhäuser Ufer,secondary,50,False,316.612,"LINESTRING (8.6877605 50.1071928, 8.6875489 50.1071986, 8.6874887 50.1072005, 8.6874006 50.1072069, 8.6872038 50.1072256, 8.6870266 50.1072497, 8.6866996 50.10731, 8.6863442 50.1073804, 8.6859638 50.1074243, 8.6856719 50.1074507, 8.6854444 50.10746, 8.6851008 50.1074671, 8.6847667 50.1074637, 8.6845344 50.1074459, 8.6842498 50.1074179, 8.6839861 50.1073835, 8.6836848 50.1073306, 8.6834044 50.1072697)",,,,
138700618,False,4,B 43,Deutschherrnufer,primary,50,False,79.904,"LINESTRING (8.6888809 50.1071938, 8.6880864 50.1071911, 8.6879928 50.1071908, 8.6877605 50.1071928)",,,,
26823692,False,,,Braubachstraße,residential,40,False,21.579,"LINESTRING (8.6857608 50.1122333, 8.6856733 50.112195, 8.6855168 50.1121186)",,,,
26656404,False,,,Dominikanergasse,residential,30,False,44.849000000000004,"LINESTRING (8.6869018 50.1117696, 8.6867294 50.1117713, 8.6865734 50.1117686, 8.6863963 50.1117506, 8.6862824 50.1117241)",,,,
1149011828,True,,,Kurt-Schumacher-Straße,secondary_link,,False,57.214999999999996,"LINESTRING (8.6878471 50.1130204, 8.6877684 50.1128921, 8.6877778 50.1127562, 8.6877813 50.1127116, 8.6877801 50.1126829, 8.6877616 50.1126377, 8.6877396 50.1126088, 8.6876592 50.112537)",,,,
"[1246071072, 266334237]",True,1,,Kurt-Schumacher-Straße,primary,40,False,51.715999999999994,"LINESTRING (8.6878471 50.1130204, 8.6878687 50.1127589, 8.6878759 50.1127168, 8.6879005 50.1125567)",,,,
