osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
"[471129433, 53560427, 827871823]",2,B 39,primary,"['50', '100']",False,True,324.026,"LINESTRING (9.3793711 49.0954626, 9.3791485 49.0952857, 9.3790184 49.0951884, 9.3789532 49.0951323, 9.3789317 49.0950951, 9.3789007 49.0950284, 9.3789016 49.0949307, 9.3789235 49.0948707, 9.3789586 49.0948261, 9.379063 49.0947044, 9.3793176 49.0944172, 9.3794789 49.0941933, 9.379633 49.0938827, 9.3797827 49.0934692, 9.3798413 49.0932545, 9.3798669 49.0931027, 9.3798565 49.0929851, 9.3798161 49.0929046, 9.3797701 49.0928625, 9.3796978 49.0928109)",Maybachstraße
"[10622167, 12100959]",,,residential,30,False,True,347.83900000000006,"LINESTRING (9.3801858 49.0970911, 9.3794942 49.0971742, 9.3790601 49.097223, 9.3789573 49.0972258, 9.3788287 49.0972088, 9.3786834 49.0971683, 9.3784838 49.0970812, 9.3783976 49.0970098, 9.3783175 49.0969275, 9.378269 49.0968238, 9.3782867 49.0966404, 9.3783449 49.0965668, 9.3784394 49.0964601, 9.3789507 49.0961235, 9.3790162 49.0960749, 9.3790643 49.0960229, 9.3790743 49.0959693, 9.3790078 49.0958862, 9.3789841 49.095826, 9.3789927 49.0957762, 9.3790238 49.0956978, 9.3791423 49.0955682, 9.3792373 49.0955047, 9.3793711 49.0954626)","['Alter Weg', 'Neue Gärten']"
71537983,,,residential,30,False,False,236.732,"LINESTRING (9.3801858 49.0970911, 9.3796161 49.0977314, 9.3795167 49.0978221, 9.3794051 49.0978546, 9.3790765 49.0981002, 9.3785773 49.098399, 9.3780575 49.0985567, 9.3779838 49.0985757)",Schulweinberge
"[429443505, 429443506, 162236433]",,,residential,30,False,False,387.06,"LINESTRING (9.3801858 49.0970911, 9.3806873 49.0971412, 9.3809827 49.0972107, 9.3812887 49.0973381, 9.3814798 49.0974654, 9.3815324 49.097555, 9.3815427 49.0976576, 9.3815197 49.0978181, 9.3813956 49.0979572, 9.3812949 49.0980429, 9.3811389 49.0981597, 9.3809069 49.0982811, 9.3806673 49.0983867, 9.3797642 49.098636, 9.3795724 49.0986926, 9.379392 49.0987629, 9.379278 49.0988372, 9.3792279 49.0989328, 9.3792076 49.0990124, 9.3792443 49.0990782, 9.3793056 49.0991534)",Neue Gärten
10622483,,,residential,30,False,False,37.62,"LINESTRING (9.3789038 49.099366, 9.3791623 49.0992247, 9.3793056 49.0991534)",Weinstraße
27122029,,,residential,30,False,True,113.99700000000001,"LINESTRING (9.3789038 49.099366, 9.3786381 49.0992307, 9.3784387 49.0991293, 9.3781761 49.0989264, 9.3780607 49.0987548, 9.3779838 49.0985757)",Reisacher Straße
27122029,,,residential,30,False,False,113.99700000000001,"LINESTRING (9.3779838 49.0985757, 9.3780607 49.0987548, 9.3781761 49.0989264, 9.3784387 49.0991293, 9.3786381 49.0992307, 9.3789038 49.099366)",Reisacher Straße
27122029,,,residential,30,False,True,226.16799999999998,"LINESTRING (9.3779838 49.0985757, 9.3778281 49.0983513, 9.3776791 49.0981664, 9.3776104 49.0980723, 9.377265 49.0975989, 9.3771161 49.0973252, 9.3769898 49.0968274, 9.376888 49.0966882)",Reisacher Straße
71537983,,,residential,30,False,True,236.732,"LINESTRING (9.3779838 49.0985757, 9.3780575 49.0985567, 9.3785773 49.098399, 9.3790765 49.0981002, 9.3794051 49.0978546, 9.3795167 49.0978221, 9.3796161 49.0977314, 9.3801858 49.0970911)",Schulweinberge
429443518,,,residential,30,False,False,45.486999999999995,"LINESTRING (9.3815717 49.09879, 9.3819129 49.0987022, 9.3821645 49.0986643)",Weinstraße
"[71537953, 429443518]",,,residential,30,False,True,175.04600000000002,"LINESTRING (9.3815717 49.09879, 9.381155 49.0989361, 9.3808898 49.0990264, 9.3806648 49.0990876, 9.3804855 49.0991029, 9.3802685 49.099102, 9.3800195 49.0990829, 9.3799631 49.0990786, 9.3798083 49.09907, 9.3796574 49.0990694, 9.3794928 49.0990922, 9.3793056 49.0991534)",Weinstraße
429443517,,,residential,30,False,False,23.355,"LINESTRING (9.3821645 49.0986643, 9.3821796 49.0984545)",Weinstraße
"[79226901, 140856725]",,,residential,30,False,"[False, True]",171.79700000000003,"LINESTRING (9.3821645 49.0986643, 9.3823596 49.0986439, 9.3827028 49.0986225, 9.3829461 49.0986213, 9.3830727 49.0986247, 9.3832141 49.0986727, 9.3832723 49.0987438, 9.3833941 49.0993739, 9.3834299 49.0994993)",Weinstraße
429443518,,,residential,30,False,True,45.486999999999995,"LINESTRING (9.3821645 49.0986643, 9.3819129 49.0987022, 9.3815717 49.09879)",Weinstraße
10622483,,,residential,30,False,True,37.62,"LINESTRING (9.3793056 49.0991534, 9.3791623 49.0992247, 9.3789038 49.099366)",Weinstraße
"[71537953, 429443518]",,,residential,30,False,False,175.046,"LINESTRING (9.3793056 49.0991534, 9.3794928 49.0990922, 9.3796574 49.0990694, 9.3798083 49.09907, 9.3799631 49.0990786, 9.3800195 49.0990829, 9.3802685 49.099102, 9.3804855 49.0991029, 9.3806648 49.0990876, 9.3808898 49.0990264, 9.381155 49.0989361, 9.3815717 49.09879)",Weinstraße
"[162236433, 429443506, 429443505]",,,residential,30,False,True,387.0599999999999,"LINESTRING (9.3793056 49.0991534, 9.3792443 49.0990782, 9.3792076 49.0990124, 9.3792279 49.0989328, 9.379278 49.0988372, 9.379392 49.0987629, 9.3795724 49.0986926, 9.3797642 49.098636, 9.3806673 49.0983867, 9.3809069 49.0982811, 9.3811389 49.0981597, 9.3812949 49.0980429, 9.3813956 49.0979572, 9.3815197 49.0978181, 9.3815427 49.0976576, 9.3815324 49.097555, 9.3814798 49.0974654, 9.3812887 49.0973381, 9.3809827 49.0972107, 9.3806873 49.0971412, 9.3801858 49.0970911)",Neue Gärten
429443517,,,residential,30,False,True,23.355,"LINESTRING (9.3821796 49.0984545, 9.3821645 49.0986643)",Weinstraße
26594351,,,residential,30,False,False,41.279,"LINESTRING (9.3771281 49.0962956, 9.376981 49.0961896, 9.3767476 49.0960204)",Teusserbadstraße
295790132,2,B 39,primary,70,False,True,47.059,"LINESTRING (9.3771281 49.0962956, 9.3770223 49.0964902, 9.376888 49.0966882)",
"[421614246, 827871822]",2,B 39,primary,100,False,False,473.64500000000004,"LINESTRING (9.3771281 49.0962956, 9.3772024 49.0960833, 9.3772288 49.0958752, 9.3772534 49.0956422, 9.3772587 49.0952768, 9.377279 49.0951471, 9.3772975 49.095084, 9.3773164 49.0950195, 9.377352 49.0949337, 9.3773908 49.0948628, 9.3774321 49.0948109, 9.3775308 49.0946914, 9.377608 49.0946232, 9.3777227 49.0945382, 9.3779057 49.0944357, 9.3780641 49.0943678, 9.3782694 49.0942893, 9.3784167 49.0942275, 9.3785893 49.0941405, 9.3787055 49.0940705, 9.378825 49.0939906, 9.3789666 49.0938671, 9.3790976 49.0937301, 9.3791774 49.0936022, 9.3792084 49.0935522, 9.3792436 49.0934843, 9.3792971 49.0933217, 9.3793099 49.0932239, 9.3793105 49.0931474, 9.3792929 49.0930142, 9.3792841 49.092922, 9.3793018 49.0928656, 9.3793383 49.0928293, 9.3793942 49.0927951, 9.3794682 49.0927796, 9.3795316 49.0927778, 9.3796201 49.0927824, 9.3796978 49.0928109)",
26594351,,,residential,30,False,False,84.194,"LINESTRING (9.3767476 49.0960204, 9.3763775 49.0957753, 9.3760611 49.0954186)",Teusserbadstraße
26594351,,,residential,30,False,True,41.279,"LINESTRING (9.3767476 49.0960204, 9.376981 49.0961896, 9.3771281 49.0962956)",Teusserbadstraße
107597377,,,residential,30,False,False,277.766,"LINESTRING (9.3767476 49.0960204, 9.3767887 49.0949058, 9.3771454 49.0939923, 9.377169 49.0939554, 9.3772186 49.093896, 9.3773053 49.0938378, 9.3774431 49.0937777, 9.3776376 49.0937132)",Gartenstraße
"[69908680, 26594351]",,,residential,30,False,False,211.758,"LINESTRING (9.3760611 49.0954186, 9.3760431 49.0953268, 9.3760303 49.0952024, 9.3760369 49.0950808, 9.3760884 49.0947364, 9.3761711 49.0943076, 9.3761917 49.0942306, 9.3762323 49.0941424, 9.3762787 49.0940418, 9.3764136 49.0937621, 9.3764224 49.0936961, 9.3764117 49.0936346, 9.3763698 49.093591, 9.3763214 49.0935685)",Teusserbadstraße
26594351,,,residential,30,False,True,84.194,"LINESTRING (9.3760611 49.0954186, 9.3763775 49.0957753, 9.3767476 49.0960204)",Teusserbadstraße
97224211,,,residential,30,False,False,237.783,"LINESTRING (9.3760611 49.0954186, 9.3760059 49.0954728, 9.3759216 49.0956107, 9.3758873 49.0957438, 9.37588 49.095854, 9.375918 49.0960232, 9.3760637 49.0963946, 9.3761243 49.096604, 9.3761272 49.0967126, 9.3761133 49.096788, 9.3760107 49.0971228, 9.3759853 49.0972056, 9.3759275 49.0972962, 9.3759155 49.0973513, 9.3759378 49.0974206, 9.3760205 49.0974749)",Tiergartenstraße
421614250,,,residential,30,False,True,22.25,"LINESTRING (9.3762714 49.0933711, 9.3763214 49.0935685)",Teusserbadstraße
33098611,,,residential,30,False,True,179.45099999999996,"LINESTRING (9.3762714 49.0933711, 9.376141 49.0933282, 9.3760045 49.0932796, 9.3758615 49.0932447, 9.3755774 49.0931754, 9.3755358 49.0931653, 9.3754567 49.0931582, 9.3753865 49.093165, 9.3753412 49.0931781, 9.3752904 49.093211, 9.3752209 49.0933038, 9.3750008 49.0937988, 9.3749027 49.0939499, 9.374806 49.0940611)",Ziegelhütte
97225037,,,residential,,False,False,158.185,"LINESTRING (9.3762714 49.0933711, 9.376366 49.0933326, 9.3764719 49.0932779, 9.3766529 49.0931794, 9.3766989 49.0931319, 9.3767223 49.0930695, 9.3767852 49.0927973, 9.3768409 49.0927061, 9.3772974 49.0921707)",Obermühle
97224211,,,residential,30,False,True,237.783,"LINESTRING (9.3760205 49.0974749, 9.3759378 49.0974206, 9.3759155 49.0973513, 9.3759275 49.0972962, 9.3759853 49.0972056, 9.3760107 49.0971228, 9.3761133 49.096788, 9.3761272 49.0967126, 9.3761243 49.096604, 9.3760637 49.0963946, 9.375918 49.0960232, 9.37588 49.095854, 9.3758873 49.0957438, 9.3759216 49.0956107, 9.3760059 49.0954728, 9.3760611 49.0954186)",Tiergartenstraße
"[827871820, 827871821]",3,B 39,primary,70,False,False,108.23500000000001,"LINESTRING (9.3760205 49.0974749, 9.3763614 49.0972205, 9.3765202 49.0970847, 9.376888 49.0966882)",
"[429446608, 54633923]",,,residential,30,False,False,382.82399999999996,"LINESTRING (9.3857893 49.0961272, 9.3856865 49.0960523, 9.385631 49.0959805, 9.3855724 49.0959022, 9.385438 49.0956698, 9.3853297 49.0954513, 9.3852234 49.0952155, 9.3851326 49.0949239, 9.3850646 49.09479, 9.3849261 49.0946409, 9.3847887 49.094526, 9.3845469 49.0943375, 9.3843747 49.0942585, 9.38422 49.0942127, 9.3839683 49.0942185, 9.383779 49.0942705, 9.3826246 49.0947531)",Friedhofweg
53560428,,,residential,30,False,True,22.004,"LINESTRING (9.3807476 49.0943407, 9.380487 49.0942405)",Schulgasse
53560428,,,residential,30,False,False,53.391,"LINESTRING (9.3807476 49.0943407, 9.380997 49.0944814, 9.3810813 49.0945272, 9.3812502 49.094619, 9.3812976 49.0946571)",Schulgasse
"[145010113, 53560429]",,,residential,30,False,"[False, True]",107.90199999999999,"LINESTRING (9.3807476 49.0943407, 9.3808341 49.0942505, 9.3808894 49.0942033, 9.3809348 49.0941791, 9.3809584 49.0941773, 9.381007 49.0941736, 9.3811801 49.0942544, 9.3812926 49.0943075, 9.3814166 49.0943349, 9.3815417 49.0943595, 9.3816542 49.0943725, 9.3816956 49.0943947, 9.3816606 49.0946008)","['Kirchgasse', 'Oberer Weg']"
53560425,,,residential,30,False,True,28.089,"LINESTRING (9.3816606 49.0946008, 9.3815642 49.0945972, 9.3814384 49.0946048, 9.3813671 49.0946245, 9.3812976 49.0946571)",Welschdorfgasse
127176821,,,residential,30,False,False,63.22,"LINESTRING (9.3816606 49.0946008, 9.3817178 49.0946024, 9.3823282 49.094787, 9.3824504 49.0948299)",Welschdorfgasse
"[145010113, 53560429]",,,residential,30,False,"[False, True]",107.902,"LINESTRING (9.3816606 49.0946008, 9.3816956 49.0943947, 9.3816542 49.0943725, 9.3815417 49.0943595, 9.3814166 49.0943349, 9.3812926 49.0943075, 9.3811801 49.0942544, 9.381007 49.0941736, 9.3809584 49.0941773, 9.3809348 49.0941791, 9.3808894 49.0942033, 9.3808341 49.0942505, 9.3807476 49.0943407)","['Kirchgasse', 'Oberer Weg']"
962267144,2,B 39,primary,30,False,True,17.998,"LINESTRING (9.3802984 49.0949927, 9.3803808 49.0951453)",Maybachstraße
145010127,,,residential,30,True,False,47.565,"LINESTRING (9.3802984 49.0949927, 9.3803578 49.0949789, 9.3805252 49.0949617, 9.3808106 49.0949956, 9.3809232 49.0950391)",Rathausplatz
"[170331043, 170331045]",2,B 39,primary,"['50', '30']",False,False,9.985,"LINESTRING (9.3802984 49.0949927, 9.3802902 49.0949773, 9.3802542 49.0949077)",Maybachstraße
54633309,,,residential,30,False,True,11.315,"LINESTRING (9.3809232 49.0950391, 9.3810765 49.0950558)",Kelterplatz
170331049,,,residential,30,True,False,41.233999999999995,"LINESTRING (9.3809232 49.0950391, 9.380801 49.0950671, 9.3803808 49.0951453)",Rathausplatz
54633309,,,residential,30,False,False,11.315,"LINESTRING (9.3810765 49.0950558, 9.3809232 49.0950391)",Kelterplatz
818702048,,,residential,30,False,True,10.164,"LINESTRING (9.3810765 49.0950558, 9.3812132 49.0950373)",Kelterplatz
"[243671915, 243671917, 54633926]",,,residential,30,False,False,64.759,"LINESTRING (9.3810765 49.0950558, 9.3810386 49.0952115, 9.3809481 49.0953353, 9.3809001 49.095358, 9.3806431 49.0954285, 9.380547 49.0954492)",Wettengasse
962267144,2,B 39,primary,30,False,False,17.998,"LINESTRING (9.3803808 49.0951453, 9.3802984 49.0949927)",Maybachstraße
818722622,2,B 39,primary,30,False,True,35.908,"LINESTRING (9.3803808 49.0951453, 9.3804048 49.0951876, 9.3805073 49.095365, 9.380547 49.0954492)",Maybachstraße
33098611,,,residential,30,False,False,179.45099999999996,"LINESTRING (9.374806 49.0940611, 9.3749027 49.0939499, 9.3750008 49.0937988, 9.3752209 49.0933038, 9.3752904 49.093211, 9.3753412 49.0931781, 9.3753865 49.093165, 9.3754567 49.0931582, 9.3755358 49.0931653, 9.3755774 49.0931754, 9.3758615 49.0932447, 9.3760045 49.0932796, 9.376141 49.0933282, 9.3762714 49.0933711)",Ziegelhütte
33904034,,,residential,30,False,False,266.092,"LINESTRING (9.3806027 49.0932981, 9.3807181 49.093298, 9.3807856 49.0932718, 9.3810728 49.092918, 9.3811864 49.0928177, 9.3814893 49.0925898, 9.3816573 49.0924782, 9.3818845 49.0924021, 9.3820891 49.0923658, 9.3823108 49.0923346, 9.3825313 49.0923317, 9.3830882 49.0923609, 9.3835433 49.0924689)",Burgweg
"[170331043, 125911095]",2,B 39,primary,30,False,True,107.543,"LINESTRING (9.3806027 49.0932981, 9.3805647 49.0935038, 9.380569 49.0936267, 9.3805759 49.093741, 9.3806343 49.0939578, 9.3806269 49.0940137, 9.3806117 49.0940698, 9.3805468 49.0941682, 9.380487 49.0942405)",Maybachstraße
37839681,,,residential,30,False,False,87.53999999999999,"LINESTRING (9.3828217 49.0940374, 9.3836105 49.0939344, 9.3837375 49.0939231, 9.3838254 49.0939258, 9.3839141 49.0939425, 9.383973 49.0939866)",Hofgartenweg
37839680,,,residential,30,False,True,132.74200000000002,"LINESTRING (9.383973 49.0939866, 9.3838182 49.0940331, 9.3836158 49.0941123, 9.3830312 49.0943883, 9.3829043 49.0944637, 9.3828208 49.0945421, 9.3826781 49.0946741, 9.3826246 49.0947531)",Hofgartenweg
37839681,,,residential,30,False,True,87.54,"LINESTRING (9.383973 49.0939866, 9.3839141 49.0939425, 9.3838254 49.0939258, 9.3837375 49.0939231, 9.3836105 49.0939344, 9.3828217 49.0940374)",Hofgartenweg
429446610,,,residential,30,False,False,121.696,"LINESTRING (9.383973 49.0939866, 9.3841964 49.0939536, 9.3843837 49.0939317, 9.3845793 49.0939458, 9.3847453 49.0939725, 9.3850399 49.0940365, 9.3851775 49.0940887, 9.3852976 49.0941509, 9.3854509 49.0942899)",Hofgartenweg
53560428,,,residential,30,False,False,22.004,"LINESTRING (9.380487 49.0942405, 9.3807476 49.0943407)",Schulgasse
"[170331043, 125911095]",2,B 39,primary,30,False,False,107.543,"LINESTRING (9.380487 49.0942405, 9.3805468 49.0941682, 9.3806117 49.0940698, 9.3806269 49.0940137, 9.3806343 49.0939578, 9.3805759 49.093741, 9.380569 49.0936267, 9.3805647 49.0935038, 9.3806027 49.0932981)",Maybachstraße
170331043,2,B 39,primary,30,False,True,58.81400000000001,"LINESTRING (9.380487 49.0942405, 9.3802931 49.0944869, 9.3802402 49.0945761, 9.3802094 49.0946671, 9.3802029 49.0947298)",Maybachstraße
53560425,,,residential,30,False,False,28.089,"LINESTRING (9.3812976 49.0946571, 9.3813671 49.0946245, 9.3814384 49.0946048, 9.3815642 49.0945972, 9.3816606 49.0946008)",Welschdorfgasse
53560428,,,residential,30,False,True,53.391,"LINESTRING (9.3812976 49.0946571, 9.3812502 49.094619, 9.3810813 49.0945272, 9.380997 49.0944814, 9.3807476 49.0943407)",Schulgasse
127176796,,,residential,30,False,False,16.164,"LINESTRING (9.3812976 49.0946571, 9.3813606 49.0947228, 9.3813782 49.0947896)",Schulgasse
127176788,2,B 39,primary,30,False,True,21.473000000000003,"LINESTRING (9.380547 49.0954492, 9.380568 49.0954935, 9.3806195 49.0956363)",Maybachstraße
"[243671915, 243671917, 54633926]",,,residential,30,False,True,64.759,"LINESTRING (9.380547 49.0954492, 9.3806431 49.0954285, 9.3809001 49.095358, 9.3809481 49.0953353, 9.3810386 49.0952115, 9.3810765 49.0950558)",Wettengasse
818722622,2,B 39,primary,30,False,False,35.908,"LINESTRING (9.380547 49.0954492, 9.3805073 49.095365, 9.3804048 49.0951876, 9.3803808 49.0951453)",Maybachstraße
818702048,,,residential,30,False,False,10.164,"LINESTRING (9.3812132 49.0950373, 9.3810765 49.0950558)",Kelterplatz
54638228,,,residential,30,False,True,29.885,"LINESTRING (9.3812132 49.0950373, 9.381332 49.095012, 9.3816106 49.0949711)",Kelterplatz
127176796,,,residential,30,False,True,30.14,"LINESTRING (9.3812132 49.0950373, 9.381311 49.0948658, 9.3813782 49.0947896)",Schulgasse
"[79226901, 140856725]",,,residential,30,False,"[False, True]",171.79699999999997,"LINESTRING (9.3834299 49.0994993, 9.3833941 49.0993739, 9.3832723 49.0987438, 9.3832141 49.0986727, 9.3830727 49.0986247, 9.3829461 49.0986213, 9.3827028 49.0986225, 9.3823596 49.0986439, 9.3821645 49.0986643)",Weinstraße
429446610,,,residential,30,False,True,121.696,"LINESTRING (9.3854509 49.0942899, 9.3852976 49.0941509, 9.3851775 49.0940887, 9.3850399 49.0940365, 9.3847453 49.0939725, 9.3845793 49.0939458, 9.3843837 49.0939317, 9.3841964 49.0939536, 9.383973 49.0939866)",Hofgartenweg
97225037,,,residential,,False,True,158.185,"LINESTRING (9.3772974 49.0921707, 9.3768409 49.0927061, 9.3767852 49.0927973, 9.3767223 49.0930695, 9.3766989 49.0931319, 9.3766529 49.0931794, 9.3764719 49.0932779, 9.376366 49.0933326, 9.3762714 49.0933711)",Obermühle
33904034,,,residential,30,False,True,266.09200000000004,"LINESTRING (9.3835433 49.0924689, 9.3830882 49.0923609, 9.3825313 49.0923317, 9.3823108 49.0923346, 9.3820891 49.0923658, 9.3818845 49.0924021, 9.3816573 49.0924782, 9.3814893 49.0925898, 9.3811864 49.0928177, 9.3810728 49.092918, 9.3807856 49.0932718, 9.3807181 49.093298, 9.3806027 49.0932981)",Burgweg
107597377,,,residential,30,False,True,99.828,"LINESTRING (9.3772004 49.0947192, 9.3773177 49.0945017, 9.3773429 49.0944551, 9.3773945 49.0943253, 9.3774436 49.0942458, 9.3775416 49.094122, 9.3777571 49.0939056)",Gartenstraße
107597377,,,residential,30,False,False,99.828,"LINESTRING (9.3777571 49.0939056, 9.3775416 49.094122, 9.3774436 49.0942458, 9.3773945 49.0943253, 9.3773429 49.0944551, 9.3773177 49.0945017, 9.3772004 49.0947192)",Gartenstraße
107597377,,,residential,30,False,True,25.65,"LINESTRING (9.3777571 49.0939056, 9.3777664 49.093825, 9.3777439 49.0937665, 9.377711 49.0937389, 9.3776376 49.0937132)",Gartenstraße
107597381,,,residential,30,False,False,117.58500000000001,"LINESTRING (9.3777571 49.0939056, 9.3778234 49.0939005, 9.3778848 49.0938773, 9.3779474 49.0938288, 9.3780715 49.0936988, 9.378114 49.0936782, 9.3781956 49.0936586, 9.3782905 49.0936692, 9.3783656 49.0937044, 9.3784335 49.0937628, 9.3784541 49.0938075, 9.3784642 49.0938489, 9.3784452 49.0938947, 9.3784231 49.0939195, 9.3780919 49.0941228)",Gartenstraße
421614250,,,residential,30,False,False,22.25,"LINESTRING (9.3763214 49.0935685, 9.3762714 49.0933711)",Teusserbadstraße
"[69908680, 26594351]",,,residential,30,False,True,211.75799999999998,"LINESTRING (9.3763214 49.0935685, 9.3763698 49.093591, 9.3764117 49.0936346, 9.3764224 49.0936961, 9.3764136 49.0937621, 9.3762787 49.0940418, 9.3762323 49.0941424, 9.3761917 49.0942306, 9.3761711 49.0943076, 9.3760884 49.0947364, 9.3760369 49.0950808, 9.3760303 49.0952024, 9.3760431 49.0953268, 9.3760611 49.0954186)",Teusserbadstraße
107597385,,,residential,30,False,True,99.46900000000001,"LINESTRING (9.3782759 49.0929607, 9.3781879 49.0930041, 9.3781341 49.0930361, 9.3780351 49.0931096, 9.3778762 49.0932218, 9.3778137 49.0932996, 9.3777895 49.0933529, 9.3777502 49.0935245, 9.3777218 49.0936149, 9.3776904 49.0936719, 9.3776376 49.0937132)",Gartenstraße
107597377,,,residential,30,False,False,25.65,"LINESTRING (9.3776376 49.0937132, 9.377711 49.0937389, 9.3777439 49.0937665, 9.3777664 49.093825, 9.3777571 49.0939056)",Gartenstraße
107597377,,,residential,30,False,True,277.766,"LINESTRING (9.3776376 49.0937132, 9.3774431 49.0937777, 9.3773053 49.0938378, 9.3772186 49.093896, 9.377169 49.0939554, 9.3771454 49.0939923, 9.3767887 49.0949058, 9.3767476 49.0960204)",Gartenstraße
107597385,,,residential,30,False,False,99.46900000000001,"LINESTRING (9.3776376 49.0937132, 9.3776904 49.0936719, 9.3777218 49.0936149, 9.3777502 49.0935245, 9.3777895 49.0933529, 9.3778137 49.0932996, 9.3778762 49.0932218, 9.3780351 49.0931096, 9.3781341 49.0930361, 9.3781879 49.0930041, 9.3782759 49.0929607)",Gartenstraße
107597381,,,residential,30,False,True,117.585,"LINESTRING (9.3780919 49.0941228, 9.3784231 49.0939195, 9.3784452 49.0938947, 9.3784642 49.0938489, 9.3784541 49.0938075, 9.3784335 49.0937628, 9.3783656 49.0937044, 9.3782905 49.0936692, 9.3781956 49.0936586, 9.378114 49.0936782, 9.3780715 49.0936988, 9.3779474 49.0938288, 9.3778848 49.0938773, 9.3778234 49.0939005, 9.3777571 49.0939056)",Gartenstraße
429446607,,,residential,30,False,False,15.291,"LINESTRING (9.3826246 49.0947531, 9.3824504 49.0948299)",Friedhofweg
