osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,est_width
8590128,Hauptstraße,residential,False,True,235.42600000000002,,30,"LINESTRING (9.6345212 47.9497879, 9.6344921 47.9498485, 9.6344925 47.9498862, 9.6344928 47.9499221, 9.6345227 47.9500156, 9.634533 47.9500479, 9.6345655 47.9501495, 9.6347223 47.9504355, 9.6349618 47.9507452, 9.6350322 47.9508652, 9.6350962 47.9509884, 9.6351336 47.9510603, 9.6351448 47.9510962, 9.6351698 47.9512157, 9.6352019 47.9513707, 9.6352337 47.9514539, 9.6352659 47.9515524, 9.6353152 47.9516525, 9.6354225 47.951787)",,
8590187,Mockenstraße,secondary,False,True,48.113,L 285,50,"LINESTRING (9.6345212 47.9497879, 9.6345705 47.9497941, 9.6346141 47.949795, 9.6346507 47.9497921, 9.6347032 47.9497758, 9.6350308 47.9495619)",2,
1017424907,Saulgauer Straße,secondary,False,False,22.096000000000004,L 285,50,"LINESTRING (9.6345212 47.9497879, 9.6344499 47.9497659, 9.6343835 47.9497326, 9.6343298 47.9496998, 9.6342909 47.949667)",,
19831065,Zollenreuter Straße,residential,False,True,40.562,,50,"LINESTRING (9.6411786 47.9485464, 9.6411578 47.9485958, 9.6411516 47.9486359, 9.6411552 47.9486787, 9.6411707 47.948752, 9.6412265 47.9489037)",,
19831067,Zollenreuter Straße,secondary,False,False,40.961,,50,"LINESTRING (9.6411786 47.9485464, 9.6412401 47.9485551, 9.641309 47.9485416, 9.6414864 47.948502, 9.6415965 47.9484884, 9.6417128 47.9484854)",2,
579551254,Bahnhofstraße,residential,False,True,93.02900000000001,,50,"LINESTRING (9.6433389 47.953006, 9.6430534 47.9530123, 9.6423249 47.9530086, 9.6422037 47.9529928, 9.6421157 47.9529469)",,
628977134,Poststraße,secondary,False,False,39.574,L 284,,"LINESTRING (9.6433389 47.953006, 9.6433836 47.9531503, 9.6434235 47.9532682, 9.6434276 47.9533558)",,
"[1002253737, 8609847, 174680701, 1017424903]",Poststraße,secondary,False,True,203.78699999999998,L 284,50,"LINESTRING (9.6433389 47.953006, 9.6432803 47.9528619, 9.6432678 47.9528387, 9.6431492 47.9525333, 9.6431391 47.9524508, 9.6431552 47.9523628, 9.643166 47.9523268, 9.6432035 47.9522631, 9.643225 47.9522295, 9.6432438 47.9521499, 9.6432387 47.9520824, 9.6432276 47.9520124, 9.6429335 47.9512253)",,
8609846,Hauptstraße,secondary,False,False,260.436,L 284,,"LINESTRING (9.6434276 47.9533558, 9.6433852 47.9534477, 9.6432834 47.9535245, 9.6431403 47.9536461, 9.6421306 47.9541172, 9.6411607 47.954528, 9.6408912 47.9545993, 9.6405931 47.9546278)",,
628977134,Poststraße,secondary,False,True,39.574,L 284,,"LINESTRING (9.6434276 47.9533558, 9.6434235 47.9532682, 9.6433836 47.9531503, 9.6433389 47.953006)",,
"[823848265, 101406595, 579271477]",Schloßplatz,"['living_street', 'residential']",False,False,152.163,,20,"LINESTRING (9.6364299 47.9550183, 9.6365564 47.9549708, 9.6366762 47.9549429, 9.6368266 47.9548924, 9.6370008 47.9548145, 9.6372082 47.9546402, 9.6372396 47.9546138, 9.6373621 47.9545108, 9.637767 47.9541703, 9.6378986 47.9541048)",,
"[166719515, 619493251, 166719502]",Hofgartenstraße,living_street,False,"[False, True]",198.42299999999997,,,"LINESTRING (9.6364299 47.9550183, 9.6363367 47.9552005, 9.63636 47.9553049, 9.6364939 47.955427, 9.6365927 47.9555015, 9.6366746 47.9555493, 9.6367434 47.955593, 9.6371601 47.9558398, 9.6373077 47.9559384, 9.637489 47.9560374, 9.6378052 47.9558311, 9.637991 47.9557802)",,
592858932,Parkstraße,living_street,False,True,61.099000000000004,,,"LINESTRING (9.6364299 47.9550183, 9.6363885 47.9549803, 9.6362882 47.9548883, 9.6361585 47.954694, 9.636037 47.9545383)",,
547213307,Friedenstraße,residential,False,False,55.617,,30,"LINESTRING (9.6343563 47.9524066, 9.6350602 47.9522395)",,
547213307,Friedenstraße,residential,False,True,55.617,,30,"LINESTRING (9.6350602 47.9522395, 9.6343563 47.9524066)",,
23431224,Breiteweg,residential,False,False,72.481,,30,"LINESTRING (9.6350602 47.9522395, 9.6348132 47.9520497, 9.6346684 47.9519267, 9.634515 47.9517895, 9.6344626 47.9517266)",,
"[23431224, 579258178]",Breiteweg,residential,False,True,136.983,,30,"LINESTRING (9.6350602 47.9522395, 9.6351372 47.9523024, 9.6353277 47.9524616, 9.6353969 47.9525293, 9.6354319 47.9525658, 9.6354788 47.9526146, 9.6355546 47.95269, 9.635939 47.9530722, 9.6359894 47.9530989, 9.6360852 47.953187, 9.6361332 47.9532369)",,
23431223,Safranmoosstraße,living_street,False,True,4.395,,,"LINESTRING (9.6361332 47.9532369, 9.6361847 47.9532176)",,
"[23431224, 579258178]",Breiteweg,residential,False,False,136.98300000000003,,30,"LINESTRING (9.6361332 47.9532369, 9.6360852 47.953187, 9.6359894 47.9530989, 9.635939 47.9530722, 9.6355546 47.95269, 9.6354788 47.9526146, 9.6354319 47.9525658, 9.6353969 47.9525293, 9.6353277 47.9524616, 9.6351372 47.9523024, 9.6350602 47.9522395)",,
592858927,Safranmoosstraße,residential,False,False,39.963,,,"LINESTRING (9.6361332 47.9532369, 9.6360198 47.9532792, 9.6358441 47.953304, 9.6356669 47.9533175, 9.6356183 47.9533212)",,
23431224,Breiteweg,residential,False,True,72.481,,30,"LINESTRING (9.6344626 47.9517266, 9.634515 47.9517895, 9.6346684 47.9519267, 9.6348132 47.9520497, 9.6350602 47.9522395)",,
8609846,Hauptstraße,secondary,False,False,76.415,L 284,,"LINESTRING (9.6405931 47.9546278, 9.6398643 47.9545943, 9.6396924 47.9546169, 9.6395985 47.9546674)",,
8609846,Hauptstraße,secondary,False,True,260.43600000000004,L 284,,"LINESTRING (9.6405931 47.9546278, 9.6408912 47.9545993, 9.6411607 47.954528, 9.6421306 47.9541172, 9.6431403 47.9536461, 9.6432834 47.9535245, 9.6433852 47.9534477, 9.6434276 47.9533558)",,
871560317,Löwenbreitestraße,residential,False,True,32.173,,50,"LINESTRING (9.6405931 47.9546278, 9.6406584 47.9547047, 9.6408067 47.9548793)",,
19831063,Kolpingstraße,residential,True,False,59.147000000000006,,30,"LINESTRING (9.6404963 47.9543581, 9.640652 47.9543146, 9.6407397 47.9542837, 9.6409704 47.9541865, 9.6411605 47.9540738)",,
207874215,Hofschmiedgäßle,residential,False,False,114.84700000000001,,,"LINESTRING (9.6404963 47.9543581, 9.640389 47.9541571, 9.6403587 47.9541002, 9.6403196 47.954023, 9.6403022 47.9539693, 9.6403272 47.953923, 9.6402811 47.9537129, 9.6402401 47.9534605, 9.640243 47.9533535)",,
207874345,Bachstraße,residential,False,False,16.155,,30,"LINESTRING (9.6421157 47.9529469, 9.6419069 47.9529863)",,
19831065,Zollenreuter Straße,residential,False,False,47.922,,50,"LINESTRING (9.6421157 47.9529469, 9.6420698 47.9528868, 9.6420702 47.9528137, 9.6421619 47.9525299)",,
579551254,Bahnhofstraße,residential,False,False,93.029,,50,"LINESTRING (9.6421157 47.9529469, 9.6422037 47.9529928, 9.6423249 47.9530086, 9.6430534 47.9530123, 9.6433389 47.953006)",,
19831065,Zollenreuter Straße,residential,False,False,132.913,,50,"LINESTRING (9.6421619 47.9525299, 9.6422217 47.9523376, 9.6422352 47.9522661, 9.6422387 47.9521993, 9.6422302 47.9521621, 9.6422124 47.9521242, 9.6421566 47.9520182, 9.6421246 47.9519786, 9.6419945 47.9518175, 9.6418936 47.9516785, 9.6417909 47.9515165, 9.6417306 47.9514126)",,
19831065,Zollenreuter Straße,residential,False,True,47.922,,50,"LINESTRING (9.6421619 47.9525299, 9.6420702 47.9528137, 9.6420698 47.9528868, 9.6421157 47.9529469)",,
308599150,Kornhausstraße,residential,False,True,66.94500000000001,,,"LINESTRING (9.6421619 47.9525299, 9.6420436 47.9525163, 9.6418831 47.9525072, 9.6418258 47.9525092, 9.6412661 47.9525284)",,
1017424897,Graf-Erwin-Straße,residential,False,False,76.748,,30,"LINESTRING (9.6412265 47.9489037, 9.6402072 47.9490051)",,
19831065,Zollenreuter Straße,residential,False,False,40.562,,50,"LINESTRING (9.6412265 47.9489037, 9.6411707 47.948752, 9.6411552 47.9486787, 9.6411516 47.9486359, 9.6411578 47.9485958, 9.6411786 47.9485464)",,
19831065,Zollenreuter Straße,residential,False,True,176.902,,50,"LINESTRING (9.6412265 47.9489037, 9.6412512 47.9490098, 9.6412671 47.9491209, 9.6413357 47.94975, 9.641416 47.9504892)",,
8609847,Poststraße,secondary,False,False,324.59000000000003,L 284,50,"LINESTRING (9.6417128 47.9484854, 9.6418132 47.9484977, 9.6418715 47.9485194, 9.6419258 47.9485592, 9.6419616 47.9486085, 9.6420213 47.9487208, 9.6420686 47.9488262, 9.6423036 47.9494954, 9.6426465 47.9504363, 9.6428873 47.9510971, 9.6429335 47.9512253)",,
19831067,Zollenreuter Straße,secondary,False,True,40.961,,50,"LINESTRING (9.6417128 47.9484854, 9.6415965 47.9484884, 9.6414864 47.948502, 9.641309 47.9485416, 9.6412401 47.9485551, 9.6411786 47.9485464)",2,
308599146,Eckstraße,residential,False,False,48.842,,30,"LINESTRING (9.6393387 47.9527601, 9.6392704 47.9527041, 9.6391845 47.9526511, 9.6390304 47.952556, 9.6388413 47.9524787)",,
1017424901,Kornhausstraße,residential,False,False,23.387,,,"LINESTRING (9.6393387 47.9527601, 9.6395064 47.9527822, 9.6396485 47.9527707)",,
1017424902,Eckstraße,residential,False,True,59.254999999999995,,30,"LINESTRING (9.6393387 47.9527601, 9.6390544 47.9531487, 9.6390229 47.9531918, 9.6389641 47.953226)",,
1077388945,Mühlweg,residential,False,True,15.284,,,"LINESTRING (9.6387595 47.9533302, 9.6385597 47.9532988)",,
19831183,Pfarrhausgäßle,residential,False,True,158.601,,,"LINESTRING (9.6387595 47.9533302, 9.6388252 47.9534497, 9.6391296 47.9537129, 9.6391856 47.9537555, 9.6393725 47.9539396, 9.639453 47.9540104, 9.6395007 47.9540586, 9.6395339 47.9541091, 9.6395269 47.9541781, 9.6395216 47.9542298, 9.6395112 47.9543322, 9.6394936 47.9543732, 9.6394484 47.9545895)",,
19831961,Eckstraße,residential,False,False,19.142,,,"LINESTRING (9.6387595 47.9533302, 9.6388666 47.9532761, 9.6389641 47.953226)",,
19831958,Schmiedgäßle,living_street,False,False,28.565,,,"LINESTRING (9.6370074 47.9508984, 9.6367225 47.9510704)",,
308599146,Eckstraße,residential,False,False,214.648,,30,"LINESTRING (9.6370074 47.9508984, 9.6367212 47.9503742, 9.6361216 47.949762, 9.6359346 47.9495712, 9.6356652 47.9492961, 9.6356171 47.9492198)",,
308599146,Eckstraße,residential,False,True,232.76199999999997,,30,"LINESTRING (9.6370074 47.9508984, 9.6370354 47.9509548, 9.6372135 47.9513138, 9.6376162 47.951811, 9.6377381 47.951968, 9.6378683 47.9520732, 9.6380594 47.9522084, 9.6382753 47.9522987, 9.6386111 47.9524055, 9.6388413 47.9524787)",,
19831958,Schmiedgäßle,living_street,False,False,14.915,,,"LINESTRING (9.6367225 47.9510704, 9.6367046 47.951204)",,
19831958,Schmiedgäßle,living_street,False,True,28.565,,,"LINESTRING (9.6367225 47.9510704, 9.6370074 47.9508984)",,
23880826,Neue Gasse,living_street,False,False,210.35199999999998,,,"LINESTRING (9.6367225 47.9510704, 9.6366301 47.9510187, 9.6365356 47.9509339, 9.6365062 47.9508932, 9.6363425 47.9507838, 9.636031 47.9504755, 9.6355673 47.950059, 9.6350308 47.9495619)",,
8590128,Hauptstraße,residential,False,False,235.426,,30,"LINESTRING (9.6354225 47.951787, 9.6353152 47.9516525, 9.6352659 47.9515524, 9.6352337 47.9514539, 9.6352019 47.9513707, 9.6351698 47.9512157, 9.6351448 47.9510962, 9.6351336 47.9510603, 9.6350962 47.9509884, 9.6350322 47.9508652, 9.6349618 47.9507452, 9.6347223 47.9504355, 9.6345655 47.9501495, 9.634533 47.9500479, 9.6345227 47.9500156, 9.6344928 47.9499221, 9.6344925 47.9498862, 9.6344921 47.9498485, 9.6345212 47.9497879)",,
"[8590128, 1017424904, 740899870]",Hauptstraße,"['residential', 'living_street']",False,True,93.971,,30,"LINESTRING (9.6354225 47.951787, 9.6354906 47.9518657, 9.6356187 47.9520101, 9.6359829 47.9523646, 9.636049 47.952435, 9.6361037 47.9524978)",,
19831958,Schmiedgäßle,living_street,False,True,115.411,,,"LINESTRING (9.6354225 47.951787, 9.6357055 47.9516574, 9.6367046 47.951204)",,
8590187,Mockenstraße,secondary,False,True,35.42,L 285,50,"LINESTRING (9.6350308 47.9495619, 9.6353809 47.9493463)",2,
8590187,Mockenstraße,secondary,False,False,48.113,L 285,50,"LINESTRING (9.6350308 47.9495619, 9.6347032 47.9497758, 9.6346507 47.9497921, 9.6346141 47.949795, 9.6345705 47.9497941, 9.6345212 47.9497879)",2,
23880826,Neue Gasse,living_street,False,True,210.35199999999998,,,"LINESTRING (9.6350308 47.9495619, 9.6355673 47.950059, 9.636031 47.9504755, 9.6363425 47.9507838, 9.6365062 47.9508932, 9.6365356 47.9509339, 9.6366301 47.9510187, 9.6367225 47.9510704)",,
19831960,Schulstraße,residential,False,False,56.173,,30,"LINESTRING (9.6368855 47.9487509, 9.6371926 47.9492123)",,
1017424896,Allewindenstraße,secondary,False,False,24.454,L 285,50,"LINESTRING (9.6368855 47.9487509, 9.6371798 47.9486534)",2,
1017424896,Allewindenstraße,secondary,False,True,27.675,L 285,50,"LINESTRING (9.6368855 47.9487509, 9.6365521 47.9488608)",2,
19831960,Schulstraße,residential,False,True,56.263,,30,"LINESTRING (9.6375076 47.9496722, 9.6371926 47.9492123)",,
19831960,Schulstraße,residential,False,False,164.26100000000002,,30,"LINESTRING (9.6375076 47.9496722, 9.6378514 47.9501708, 9.6381605 47.950619, 9.6382118 47.9506934, 9.6384324 47.9510133)",,
561881691,Graf-Erwin-Straße,residential,False,True,86.35900000000001,,30,"LINESTRING (9.6375076 47.9496722, 9.6382999 47.9494233, 9.6385574 47.9493424)",,
19831960,Schulstraße,residential,False,True,164.26100000000002,,30,"LINESTRING (9.6384324 47.9510133, 9.6382118 47.9506934, 9.6381605 47.950619, 9.6378514 47.9501708, 9.6375076 47.9496722)",,
207874508,Hermann-von-Vicari-Straße,residential,True,False,79.03,,30,"LINESTRING (9.6384324 47.9510133, 9.6388605 47.9508743, 9.6389115 47.9508612, 9.6389371 47.9508546, 9.6392514 47.9507742, 9.6394077 47.950735)",,
1017424900,Schulstraße,residential,False,False,215.399,,30,"LINESTRING (9.6384324 47.9510133, 9.6390291 47.9518845, 9.63923 47.9521792, 9.639439 47.9524893, 9.6396485 47.9527707)",,
308599150,Kornhausstraße,residential,False,False,40.529,,,"LINESTRING (9.6396485 47.9527707, 9.6401803 47.9526933)",,
1017424900,Schulstraße,residential,False,True,215.399,,30,"LINESTRING (9.6396485 47.9527707, 9.639439 47.9524893, 9.63923 47.9521792, 9.6390291 47.9518845, 9.6384324 47.9510133)",,
1017424901,Kornhausstraße,residential,False,True,23.387,,,"LINESTRING (9.6396485 47.9527707, 9.6395064 47.9527822, 9.6393387 47.9527601)",,
308599150,Kornhausstraße,residential,False,True,40.529,,,"LINESTRING (9.6401803 47.9526933, 9.6396485 47.9527707)",,
142244688,Schillerstraße,residential,False,False,225.365,,30,"LINESTRING (9.6401803 47.9526933, 9.6401562 47.9526399, 9.6400504 47.9522958, 9.6398139 47.9516797, 9.6396254 47.951189, 9.6394077 47.950735)",,
142244688,Schillerstraße,residential,False,True,77.17500000000001,,30,"LINESTRING (9.6401803 47.9526933, 9.6402272 47.9527737, 9.6402883 47.9529483, 9.6404852 47.9533559)",,
308599150,Kornhausstraße,residential,False,False,72.90899999999999,,,"LINESTRING (9.6401803 47.9526933, 9.640819 47.9525927, 9.6411342 47.9525458)",,
19831961,Eckstraße,residential,False,True,19.142,,,"LINESTRING (9.6389641 47.953226, 9.6388666 47.9532761, 9.6387595 47.9533302)",,
207874345,Bachstraße,residential,False,True,98.675,,30,"LINESTRING (9.6389641 47.953226, 9.6390626 47.953286, 9.6391638 47.9533139, 9.6394193 47.9533401, 9.640243 47.9533535)",,
250571353,Radgasse,residential,False,True,43.712999999999994,,,"LINESTRING (9.6389641 47.953226, 9.6387862 47.953092, 9.638544 47.9529527)",,
1017424902,Eckstraße,residential,False,False,59.254999999999995,,30,"LINESTRING (9.6389641 47.953226, 9.6390229 47.9531918, 9.6390544 47.9531487, 9.6393387 47.9527601)",,
19831963,Hermann-von-Vicari-Straße,residential,False,True,90.198,,30,"LINESTRING (9.6394077 47.950735, 9.6394639 47.9507224, 9.6395796 47.9506964, 9.6397847 47.9506639, 9.6399984 47.9506269, 9.6401852 47.9506039, 9.6404061 47.9505767, 9.6405871 47.9505554)",,
142244688,Schillerstraße,residential,False,True,225.36499999999998,,30,"LINESTRING (9.6394077 47.950735, 9.6396254 47.951189, 9.6398139 47.9516797, 9.6400504 47.9522958, 9.6401562 47.9526399, 9.6401803 47.9526933)",,
8100483,Allewindenstraße,secondary,False,False,22.086,L 285,50,"LINESTRING (9.637882 47.948423, 9.6381416 47.948327)",2,
561881692,Schillerstraße,residential,False,True,57.044,,30,"LINESTRING (9.637882 47.948423, 9.6381501 47.9487843, 9.6382229 47.9488824)",,
1017424880,Allewindenstraße,secondary,False,True,58.239000000000004,L 285,50,"LINESTRING (9.637882 47.948423, 9.6375465 47.9485357, 9.6371798 47.9486534)",2,
1017424899,Hermann-von-Vicari-Straße,residential,False,True,62.357,,30,"LINESTRING (9.6405871 47.9505554, 9.6414219 47.9505122)",,
19831963,Hermann-von-Vicari-Straße,residential,False,False,90.198,,30,"LINESTRING (9.6405871 47.9505554, 9.6404061 47.9505767, 9.6401852 47.9506039, 9.6399984 47.9506269, 9.6397847 47.9506639, 9.6395796 47.9506964, 9.6394639 47.9507224, 9.6394077 47.950735)",,
207065589,Hermann-Lanz-Straße,residential,False,True,226.25900000000004,,30,"LINESTRING (9.6405871 47.9505554, 9.6405999 47.950654, 9.640622 47.9508278, 9.6406469 47.9509419, 9.6406744 47.9510487, 9.6408025 47.9513922, 9.6408099 47.9514632, 9.6408386 47.9515765, 9.6408958 47.951748, 9.6409414 47.9518871, 9.640961 47.9519468, 9.6409714 47.9519787, 9.6410311 47.9521229, 9.6412135 47.9523996, 9.6412661 47.9525284)",,
1017424898,Zeppelinstraße,residential,False,False,174.716,,30,"LINESTRING (9.6405871 47.9505554, 9.6405784 47.9504878, 9.6404202 47.9498452, 9.6402072 47.9490051)",,
19831065,Zollenreuter Straße,residential,False,False,2.595,,50,"LINESTRING (9.6414219 47.9505122, 9.641416 47.9504892)",,
19831065,Zollenreuter Straße,residential,False,True,34.42,,50,"LINESTRING (9.6414219 47.9505122, 9.641515 47.9508154)",,
1017424899,Hermann-von-Vicari-Straße,residential,False,False,62.357,,30,"LINESTRING (9.6414219 47.9505122, 9.6405871 47.9505554)",,
1017424897,Graf-Erwin-Straße,residential,False,True,76.748,,30,"LINESTRING (9.6402072 47.9490051, 9.6412265 47.9489037)",,
19831965,Graf-Erwin-Straße,residential,False,False,61.529,,30,"LINESTRING (9.6402072 47.9490051, 9.6394422 47.9491372, 9.6394072 47.9491432)",,
1017424898,Zeppelinstraße,residential,False,True,174.71599999999998,,30,"LINESTRING (9.6402072 47.9490051, 9.6404202 47.9498452, 9.6405784 47.9504878, 9.6405871 47.9505554)",,
19831965,Graf-Erwin-Straße,residential,False,False,67.13499999999999,,30,"LINESTRING (9.6394072 47.9491432, 9.6393567 47.9491532, 9.638974 47.9492291, 9.638636 47.949321, 9.6385574 47.9493424)",,
19831965,Graf-Erwin-Straße,residential,False,True,61.529,,30,"LINESTRING (9.6394072 47.9491432, 9.6394422 47.9491372, 9.6402072 47.9490051)",,
561881689,Schillerstraße,residential,False,True,14.902,,,"LINESTRING (9.6385574 47.9493424, 9.6386402 47.9494644)",,
561881692,Schillerstraße,residential,False,False,56.894,,30,"LINESTRING (9.6385574 47.9493424, 9.6382229 47.9488824)",,
19831965,Graf-Erwin-Straße,residential,False,True,67.135,,30,"LINESTRING (9.6385574 47.9493424, 9.638636 47.949321, 9.638974 47.9492291, 9.6393567 47.9491532, 9.6394072 47.9491432)",,
561881691,Graf-Erwin-Straße,residential,False,False,86.35900000000001,,30,"LINESTRING (9.6385574 47.9493424, 9.6382999 47.9494233, 9.6375076 47.9496722)",,
207874345,Bachstraße,residential,False,False,8.928,,30,"LINESTRING (9.6406028 47.9533403, 9.6404852 47.9533559)",,
19831962,Gerbergasse,residential,False,True,80.16,,,"LINESTRING (9.6406028 47.9533403, 9.6407162 47.9533946, 9.6410736 47.9535561, 9.6413771 47.953729, 9.641456 47.9537778)",,
207874345,Bachstraße,residential,False,True,74.254,,30,"LINESTRING (9.6406028 47.9533403, 9.6408494 47.9532069, 9.6412243 47.9530752, 9.641467 47.9530191)",,
19831962,Gerbergasse,residential,False,False,80.16,,,"LINESTRING (9.641456 47.9537778, 9.6413771 47.953729, 9.6410736 47.9535561, 9.6407162 47.9533946, 9.6406028 47.9533403)",,
207874433,Kolpingstraße,residential,False,False,39.594,,30,"LINESTRING (9.641456 47.9537778, 9.6411798 47.9540552, 9.6411605 47.9540738)",,
207874433,Kolpingstraße,residential,False,True,94.47,,30,"LINESTRING (9.641456 47.9537778, 9.6415142 47.9537191, 9.6415689 47.9536425, 9.641772 47.9532626, 9.6419069 47.9529863)",,
23430601,Bauhofgasse,residential,False,False,58.172,,,"LINESTRING (9.6411342 47.9525458, 9.641467 47.9530191)",,
308599150,Kornhausstraße,residential,False,False,10.012,,,"LINESTRING (9.6411342 47.9525458, 9.6412661 47.9525284)",,
308599150,Kornhausstraße,residential,False,True,72.90899999999999,,,"LINESTRING (9.6411342 47.9525458, 9.640819 47.9525927, 9.6401803 47.9526933)",,
23430601,Bauhofgasse,residential,False,True,58.172,,,"LINESTRING (9.641467 47.9530191, 9.6411342 47.9525458)",,
207874345,Bachstraße,residential,False,False,74.254,,30,"LINESTRING (9.641467 47.9530191, 9.6412243 47.9530752, 9.6408494 47.9532069, 9.6406028 47.9533403)",,
207874345,Bachstraße,residential,False,True,33.053,,30,"LINESTRING (9.641467 47.9530191, 9.6417156 47.9529896, 9.6419069 47.9529863)",,
19831061,Löwenbreitestraße,residential,False,True,182.299,,30,"LINESTRING (9.6408067 47.9548793, 9.6415637 47.9564384)",,
"[23430602, 982250084, 982250085]",Talstraße,residential,False,False,278.9,,30,"LINESTRING (9.6408067 47.9548793, 9.6417041 47.9550116, 9.6418308 47.9550445, 9.6418982 47.95509, 9.6419158 47.9551141, 9.6419413 47.955149, 9.6423781 47.9561263, 9.6423775 47.9561599, 9.6423553 47.9561864, 9.6423174 47.9562067, 9.6415637 47.9564384)",,
871560317,Löwenbreitestraße,residential,False,False,32.173,,50,"LINESTRING (9.6408067 47.9548793, 9.6406584 47.9547047, 9.6405931 47.9546278)",,
19831061,Löwenbreitestraße,residential,False,False,182.299,,30,"LINESTRING (9.6415637 47.9564384, 9.6408067 47.9548793)",,
"[23430602, 982250084, 982250085]",Talstraße,residential,False,True,278.9,,30,"LINESTRING (9.6415637 47.9564384, 9.6423174 47.9562067, 9.6423553 47.9561864, 9.6423775 47.9561599, 9.6423781 47.9561263, 9.6419413 47.955149, 9.6419158 47.9551141, 9.6418982 47.95509, 9.6418308 47.9550445, 9.6417041 47.9550116, 9.6408067 47.9548793)",,
8590127,Hauptstraße,living_street,False,True,58.832,,,"LINESTRING (9.636619 47.9530016, 9.6367477 47.9531013, 9.6369115 47.9531874, 9.6372012 47.9533572)",,
23431223,Safranmoosstraße,living_street,False,False,40.358999999999995,,,"LINESTRING (9.636619 47.9530016, 9.6363725 47.9531376, 9.6361847 47.9532176)",,
1017424904,Hauptstraße,living_street,False,False,33.343999999999994,,,"LINESTRING (9.636619 47.9530016, 9.6364592 47.9528544, 9.6363548 47.9527595)",,
592858927,Safranmoosstraße,residential,False,True,39.963,,,"LINESTRING (9.6356183 47.9533212, 9.6356669 47.9533175, 9.6358441 47.953304, 9.6360198 47.9532792, 9.6361332 47.9532369)",,
8590127,Hauptstraße,living_street,False,False,58.832,,,"LINESTRING (9.6372012 47.9533572, 9.6369115 47.9531874, 9.6367477 47.9531013, 9.636619 47.9530016)",,
"[8590126, 823848270, 8590127]",Hauptstraße,"['living_street', 'residential']",False,True,98.708,,20,"LINESTRING (9.6372012 47.9533572, 9.6373313 47.953447, 9.6374494 47.9535408, 9.6375069 47.9536033, 9.6375448 47.9536574, 9.6375819 47.9537105, 9.6376182 47.9537569, 9.6376626 47.9538205, 9.6377979 47.9539954, 9.6378986 47.9541048)",,
"[19826144, 23431225, 466049833]","['Metzgergäßle', 'Glasergäßle']",living_street,False,False,110.47,,,"LINESTRING (9.6372012 47.9533572, 9.6370449 47.9534699, 9.6366975 47.9536445, 9.6366139 47.9535855, 9.6364311 47.9534467, 9.6363957 47.9534123, 9.6361847 47.9532176)",,2
"[23880827, 19831959]","['Schulgäßle', 'Gumpenweihergäßle']",residential,False,"[False, True]",113.59400000000001,,30,"LINESTRING (9.6369444 47.9522508, 9.6371935 47.9524017, 9.6374201 47.9524803, 9.6375017 47.9525086, 9.6376379 47.9525891, 9.6377119 47.9526605, 9.6378158 47.9526091, 9.6380017 47.952563, 9.6381797 47.9524969)",,
19831959,Gumpenweihergäßle,residential,False,True,19.704,,30,"LINESTRING (9.6369444 47.9522508, 9.6369217 47.9521631, 9.6369356 47.9520754)",,
23898156,Gumpengasse,residential,False,False,35.299,,,"LINESTRING (9.6369444 47.9522508, 9.6368891 47.952263, 9.6364915 47.9521816)",,
