osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,junction,bridge
196392422,False,2,B 484,Hauptstraße,primary,50,True,6.528,"LINESTRING (7.2842242 50.9325545, 7.2841365 50.9325743)",,,
324577348,True,,,,tertiary_link,50,False,45.711,"LINESTRING (7.2842242 50.9325545, 7.2845352 50.9324444, 7.2846147 50.9323926, 7.2846981 50.9322912)",,,
415869299,False,2,B 484,Hauptstraße,primary,50,False,31.008000000000003,"LINESTRING (7.2842242 50.9325545, 7.2844016 50.9325322, 7.2845385 50.9325328, 7.2846626 50.9325403)",,,
"[320593251, 26994678]",False,,,An den Gärten,residential,30,False,261.5,"LINESTRING (7.2846584 50.9320717, 7.2847809 50.932042, 7.2849892 50.9319785, 7.2852304 50.9319147, 7.2853495 50.9318835, 7.2855185 50.931845, 7.2857344 50.9318456, 7.2860759 50.9319319, 7.2861353 50.9319469, 7.2863073 50.9319959, 7.2866888 50.9321766, 7.2869866 50.9322944, 7.2870759 50.932329, 7.2874507 50.9324594, 7.2875489 50.9325634, 7.2875948 50.9325803, 7.2876348 50.9325949, 7.2877378 50.9326327, 7.2878177 50.9326619, 7.2879018 50.9326927)",,,
"[61650144, 61650146, 195259397, 61650155, 160207543, 44821820]",False,2,K 25,Propsteistraße,tertiary,50,False,204.50500000000002,"LINESTRING (7.2846584 50.9320717, 7.2845579 50.9319979, 7.2845139 50.9319656, 7.2844815 50.9319418, 7.2842884 50.9318343, 7.2841777 50.9317558, 7.2841349 50.931729, 7.2840355 50.9316456, 7.2839805 50.9315734, 7.2838632 50.9313227, 7.2838104 50.9311957, 7.2837477 50.9310262, 7.2837097 50.9308736, 7.2837074 50.9308021, 7.283705 50.9307039, 7.283715 50.9306168, 7.2837289 50.9305305, 7.2837587 50.9304189)",yes,,
567098959,False,3,K 25,Propsteistraße,tertiary,50,True,24.904000000000003,"LINESTRING (7.2846584 50.9320717, 7.2846992 50.9321452, 7.2847027 50.9322013, 7.2846981 50.9322912)",,,
26997522,False,,,Jahnstraße,residential,30,False,110.924,"LINESTRING (7.2837587 50.9304189, 7.283829 50.9304242, 7.2841134 50.9304792, 7.2844885 50.9305508, 7.2845136 50.9305553, 7.28528 50.9306919)",,,
44821820,False,2,K 25,Propsteistraße,tertiary,,False,62.628,"LINESTRING (7.2837587 50.9304189, 7.2837847 50.9302222, 7.2837579 50.9300918, 7.2837015 50.929941, 7.2836726 50.9298637)",,,
"[61650144, 61650146, 195259397, 61650155, 160207543, 44821820]",False,2,K 25,Propsteistraße,tertiary,50,True,204.50500000000002,"LINESTRING (7.2837587 50.9304189, 7.2837289 50.9305305, 7.283715 50.9306168, 7.283705 50.9307039, 7.2837074 50.9308021, 7.2837097 50.9308736, 7.2837477 50.9310262, 7.2838104 50.9311957, 7.2838632 50.9313227, 7.2839805 50.9315734, 7.2840355 50.9316456, 7.2841349 50.931729, 7.2841777 50.9317558, 7.2842884 50.9318343, 7.2844815 50.9319418, 7.2845139 50.9319656, 7.2845579 50.9319979, 7.2846584 50.9320717)",yes,,
26997497,False,,,Dr. Wester Straße,residential,,False,23.285,"LINESTRING (7.2808599 50.9292503, 7.2808478 50.9291767, 7.2808776 50.9290426)",,,
659142981,False,,,Wiesenauel,residential,30,False,20.671,"LINESTRING (7.2808599 50.9292503, 7.2806954 50.9292944, 7.280584 50.9293152)",,,
"[668779058, 26997499, 659142981]",False,,,Wiesenauel,residential,30,True,200.006,"LINESTRING (7.2808599 50.9292503, 7.2810093 50.929258, 7.2811213 50.9292811, 7.2819869 50.929514, 7.2821663 50.9295641, 7.2826642 50.9296815, 7.2830811 50.9297553, 7.2833363 50.9297961, 7.2834051 50.9298032, 7.2835553 50.9298134)",,,
29577869,False,,,Weberstraße,residential,,False,472.18899999999996,"LINESTRING (7.280584 50.9293152, 7.280465 50.9293354, 7.2803642 50.9293322, 7.28024 50.9293085, 7.2799316 50.9292104, 7.2795567 50.9290943, 7.2792445 50.929011, 7.2785821 50.9288709, 7.2782266 50.9287957, 7.2764557 50.9283875, 7.2763377 50.9283331, 7.276228 50.9284011, 7.2762178 50.9284217, 7.2759656 50.9289301, 7.2759527 50.9289561, 7.2769833 50.9291973)",,,
"[658950920, 659142981]",False,,,Wiesenauel,residential,30,False,87.583,"LINESTRING (7.280584 50.9293152, 7.2805971 50.9293745, 7.2805963 50.9294333, 7.2805798 50.9294886, 7.2805683 50.9295105, 7.2805412 50.9295622, 7.2802716 50.9300697)",,,
659142981,False,,,Wiesenauel,residential,30,True,20.671,"LINESTRING (7.280584 50.9293152, 7.2806954 50.9292944, 7.2808599 50.9292503)",,,
26997497,False,,,Dr. Wester Straße,residential,,False,111.179,"LINESTRING (7.2808776 50.9290426, 7.2808734 50.9290155, 7.2808441 50.9289922, 7.2805067 50.9288998, 7.2804049 50.9288903, 7.2803035 50.9288846, 7.2802147 50.9288776, 7.2795449 50.9287042, 7.2795822 50.9286391)",,,
26997497,False,,,Dr. Wester Straße,residential,,True,23.285,"LINESTRING (7.2808776 50.9290426, 7.2808478 50.9291767, 7.2808599 50.9292503)",,,
26997498,False,,,Dr. Wester Straße,residential,,False,49.992999999999995,"LINESTRING (7.2808776 50.9290426, 7.2809268 50.9290209, 7.2809993 50.9290085, 7.2815684 50.9290727)",,,
26997498,False,,,Dr. Wester Straße,residential,,True,49.992999999999995,"LINESTRING (7.2815684 50.9290727, 7.2809993 50.9290085, 7.2809268 50.9290209, 7.2808776 50.9290426)",,,
26997501,False,,,Wiesenauel,residential,,False,148.156,"LINESTRING (7.2802716 50.9300697, 7.2794784 50.9298299, 7.2791392 50.9297209, 7.2783722 50.9294849)",,,
"[658950920, 659142981]",False,,,Wiesenauel,residential,30,True,87.583,"LINESTRING (7.2802716 50.9300697, 7.2805412 50.9295622, 7.2805683 50.9295105, 7.2805798 50.9294886, 7.2805963 50.9294333, 7.2805971 50.9293745, 7.280584 50.9293152)",,,
26997501,False,,,Wiesenauel,residential,,True,148.156,"LINESTRING (7.2783722 50.9294849, 7.2791392 50.9297209, 7.2794784 50.9298299, 7.2802716 50.9300697)",,,
660611592,False,2,B 484,Siegburger Straße,primary,50,True,14.627,"LINESTRING (7.2830772 50.9322171, 7.2831377 50.932343)",,,
26997512,True,,,Auf dem Klarenberg,residential,30,False,161.814,"LINESTRING (7.2830772 50.9322171, 7.2829223 50.9322445, 7.2826858 50.9321467, 7.2824377 50.9320544, 7.2824227 50.9320488, 7.282231 50.9320256, 7.2818158 50.932029, 7.2816475 50.9320054, 7.2815684 50.9319791, 7.2811859 50.9318058, 7.2809896 50.9317485)",,,
26997512,True,,,Auf dem Klarenberg,residential,30,False,57.43,"LINESTRING (7.2809896 50.9317485, 7.2805582 50.931807, 7.2803874 50.9318373, 7.2801975 50.9318784)",,,
26997517,False,,,Kapellenstraße,residential,,False,223.496,"LINESTRING (7.2809896 50.9317485, 7.2800245 50.9313999, 7.2799451 50.9313798, 7.2798906 50.931366, 7.2797469 50.931348, 7.2795764 50.9313451, 7.2792923 50.9313547, 7.2791617 50.9313656, 7.2790209 50.9313823, 7.2787085 50.9314193, 7.2784947 50.93145, 7.2782171 50.9315461, 7.2780846 50.9316422)",,,
26997514,False,,,St.-Anno-Höhe,residential,,True,19.737,"LINESTRING (7.2778783 50.9324079, 7.2776261 50.9323289)",,,
41753398,True,,,St.-Anno-Höhe,residential,,False,67.162,"LINESTRING (7.2778783 50.9324079, 7.2778161 50.9328261, 7.2778003 50.9328849, 7.2777747 50.9329421, 7.2777387 50.9330029)",,,
26997513,False,,,St.-Anno-Höhe,residential,,False,26.399,"LINESTRING (7.2777387 50.9330029, 7.2780771 50.9331072)",,,
258322682,False,,,Burgholzweg,residential,,False,183.11499999999998,"LINESTRING (7.2770491 50.9336966, 7.2774832 50.9335874, 7.2775702 50.9335661, 7.2779702 50.9334728, 7.278139 50.9334339, 7.2786257 50.9333411, 7.2790388 50.9332775, 7.2793233 50.9332224, 7.2795207 50.9331692)",,,
41998520,True,,,Burgholzweg,residential,,False,116.805,"LINESTRING (7.2795207 50.9331692, 7.2798478 50.933086, 7.2804544 50.9329194, 7.2805573 50.9328969, 7.2806284 50.9328898, 7.2806951 50.9328971, 7.2807481 50.9329084, 7.2807755 50.9329143, 7.2808458 50.9329476, 7.2808821 50.932985, 7.2809428 50.9330792)",,,
258322682,False,,,Burgholzweg,residential,,True,183.11499999999998,"LINESTRING (7.2795207 50.9331692, 7.2793233 50.9332224, 7.2790388 50.9332775, 7.2786257 50.9333411, 7.278139 50.9334339, 7.2779702 50.9334728, 7.2775702 50.9335661, 7.2774832 50.9335874, 7.2770491 50.9336966)",,,
258322685,False,2,L 136,Hauptstraße,secondary,50,False,123.00099999999999,"LINESTRING (7.2809428 50.9330792, 7.2810187 50.9330657, 7.2811673 50.9330393, 7.2812482 50.93303, 7.2813971 50.9330128, 7.2815072 50.9330016, 7.2816769 50.9329877, 7.2818272 50.9329753, 7.2821167 50.9329515, 7.2821282 50.9329505, 7.2822421 50.9329407, 7.2823489 50.9329323, 7.2826738 50.9329042)",,,
"[769815776, 658966126]",False,2,L 136,Hauptstraße,secondary,50,True,97.35999999999999,"LINESTRING (7.2809428 50.9330792, 7.2807465 50.9331354, 7.2805842 50.9331861, 7.2804571 50.9332382, 7.2802956 50.9333144, 7.2801729 50.9333811, 7.2801275 50.9334059, 7.2799251 50.9335246, 7.2798222 50.933585)",,,
26997513,False,,,St.-Anno-Höhe,residential,,True,26.399,"LINESTRING (7.2780771 50.9331072, 7.2777387 50.9330029)",,,
26997517,False,,,Kapellenstraße,residential,,False,82.843,"LINESTRING (7.2780846 50.9316422, 7.2776261 50.9323289)",,,
26997517,False,,,Kapellenstraße,residential,,True,223.49600000000004,"LINESTRING (7.2780846 50.9316422, 7.2782171 50.9315461, 7.2784947 50.93145, 7.2787085 50.9314193, 7.2790209 50.9313823, 7.2791617 50.9313656, 7.2792923 50.9313547, 7.2795764 50.9313451, 7.2797469 50.931348, 7.2798906 50.931366, 7.2799451 50.9313798, 7.2800245 50.9313999, 7.2809896 50.9317485)",,,
41753396,False,,,Auf dem Klarenberg,residential,,True,168.31900000000002,"LINESTRING (7.2780846 50.9316422, 7.2781973 50.9317784, 7.2782378 50.9318031, 7.2782864 50.9318166, 7.2783591 50.9318107, 7.2786709 50.931759, 7.278961 50.9317381, 7.2790313 50.9317339, 7.2792974 50.9316999, 7.2794403 50.9316822, 7.2796381 50.9316934, 7.2797781 50.9317178, 7.2801694 50.9318106, 7.2801975 50.9318784)",,,
26997514,False,,,St.-Anno-Höhe,residential,,False,19.737,"LINESTRING (7.2776261 50.9323289, 7.2778783 50.9324079)",,,
26997517,False,,,Kapellenstraße,residential,,True,82.843,"LINESTRING (7.2776261 50.9323289, 7.2780846 50.9316422)",,,
42662686,False,2,B 484,Hauptstraße,primary,50,False,95.022,"LINESTRING (7.2883702 50.9334314, 7.2884354 50.9334506, 7.2888633 50.9335769, 7.2893953 50.9337255, 7.2894731 50.9337499, 7.2896027 50.9337875)",,,
"[42672680, 574847129, 47204403, 765036260]",True,,,"['An den Gärten', 'Bahnhofplatz']",residential,,False,184.29000000000002,"LINESTRING (7.2883702 50.9334314, 7.2886931 50.9330634, 7.2887196 50.9330507, 7.2887484 50.9330392, 7.2888138 50.933042, 7.2888719 50.9330581, 7.2889438 50.9330832, 7.2890174 50.9331086, 7.2891169 50.9331431, 7.289318 50.9332126, 7.2897772 50.9333714, 7.289804 50.9333852, 7.28982 50.9334013, 7.2898317 50.9334215, 7.2898388 50.9334532, 7.28982 50.9335141, 7.2897654 50.9335828, 7.2896027 50.9337875)",,,
"[411650841, 411650843, 593245859]",False,2,B 484,Hauptstraße,primary,50,True,114.447,"LINESTRING (7.2883702 50.9334314, 7.2883153 50.9334153, 7.2882412 50.9333935, 7.2881392 50.9333635, 7.2880716 50.9333436, 7.2880197 50.9333283, 7.2877692 50.9332544, 7.2874962 50.9331738, 7.2872083 50.9330929, 7.2869612 50.9330212, 7.2868857 50.9330027)",,,
42662686,False,2,B 484,Hauptstraße,primary,50,True,95.02200000000002,"LINESTRING (7.2896027 50.9337875, 7.2894731 50.9337499, 7.2893953 50.9337255, 7.2888633 50.9335769, 7.2884354 50.9334506, 7.2883702 50.9334314)",,,
