osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width
194772289,2,B 42,Rheinstraße,primary,False,False,25.819,"LINESTRING (7.7186688 50.1530784, 7.7185519 50.1531592, 7.7184268 50.1532512)",,
"[220107178, 354965119]",2,B 42,Rheinstraße,primary,False,True,72.263,"LINESTRING (7.7186688 50.1530784, 7.7188137 50.1529922, 7.7194574 50.1526703)",,
143686355,,,Dolkstraße,living_street,True,False,27.153,"LINESTRING (7.7196991 50.1528591, 7.7194574 50.1526703)",,
229857050,1,,,primary_link,True,False,20.838,"LINESTRING (7.717931 50.1532038, 7.7181108 50.1531745, 7.7182146 50.153158)",10,
"[26233568, 360061369]",,,,primary_link,False,True,33.285000000000004,"LINESTRING (7.717931 50.1532038, 7.7175827 50.1532519, 7.717472 50.1532559)",10,
355355068,,,Dolkstraße,living_street,True,False,59.45,"LINESTRING (7.7190404 50.1531873, 7.7196991 50.1528591)",,3
"[359635993, 323696350]",,,Dolkstraße,residential,False,False,53.004999999999995,"LINESTRING (7.7190404 50.1531873, 7.7188045 50.1533672, 7.7187691 50.1533926, 7.718723 50.1534257, 7.7185493 50.1535452)",,"['2.5', '2']"
194772296,,,Kirchgasse,residential,False,True,26.846,"LINESTRING (7.7182833 50.1533742, 7.7185493 50.1535452)",,2.5
354965117,2,B 42,Bahnhofstraße,primary,False,False,131.59199999999998,"LINESTRING (7.7182833 50.1533742, 7.7182139 50.153426, 7.718176 50.1534525, 7.7180861 50.1535153, 7.7180219 50.153562, 7.7178525 50.1536852, 7.7175573 50.1539016, 7.7174013 50.1540159, 7.7172164 50.1541514, 7.7171137 50.1542258, 7.717063 50.1542625)",50,
354965118,,B 42,Rheinstraße,primary,False,True,17.079,"LINESTRING (7.7182833 50.1533742, 7.7183553 50.1533101, 7.7184268 50.1532512)",,
24646241,,,,secondary,True,False,8.127,"LINESTRING (7.721275 50.1519614, 7.721193 50.1520122)",,
356403816,1,L 338,Marktplatz,secondary,True,False,26.552,"LINESTRING (7.721275 50.1519614, 7.7213166 50.151987, 7.7213729 50.1520194, 7.7214727 50.1520694, 7.7215616 50.1521137)",50,
"[209874441, 323692211, 355378567]","['2', '3']",,Heinrich-Heine-Straße,primary_link,True,False,148.841,"LINESTRING (7.7167877 50.1541106, 7.7167713 50.1540994, 7.7167317 50.1540745, 7.7167085 50.1540591, 7.7166652 50.1540309, 7.7168145 50.1539536, 7.7168696 50.1539259, 7.7173403 50.1536875, 7.7178161 50.153436, 7.7178413 50.1534207, 7.7179508 50.1533586, 7.7179681 50.1533392, 7.7179749 50.153324, 7.7179783 50.1533094, 7.7179724 50.1532802, 7.717952 50.1532419, 7.717931 50.1532038)","['50', '10']",
194772296,,,Kirchgasse,residential,False,False,26.846,"LINESTRING (7.7185493 50.1535452, 7.7182833 50.1533742)",,2.5
"[359635993, 323696350]",,,Dolkstraße,residential,False,True,53.004999999999995,"LINESTRING (7.7185493 50.1535452, 7.718723 50.1534257, 7.7187691 50.1533926, 7.7188045 50.1533672, 7.7190404 50.1531873)",,"['2.5', '2']"
"[348415195, 359635999]",,,Kirchgasse,residential,False,True,108.343,"LINESTRING (7.7185493 50.1535452, 7.7186327 50.1536122, 7.7186418 50.1536505, 7.7186042 50.1536843, 7.7185656 50.1537092, 7.7185164 50.1537465, 7.7184792 50.1537755, 7.7184209 50.1538243, 7.7183259 50.1539085, 7.7181266 50.1540789, 7.7180397 50.1541377, 7.7177913 50.1543005)",,"['2.5', '2']"
356403817,2,B 42,Rheinstraße,primary,False,True,13.469,"LINESTRING (7.7209707 50.1519301, 7.7211233 50.1518586)",50,
354965119,2,B 42,Rheinstraße,primary,False,False,135.652,"LINESTRING (7.7209707 50.1519301, 7.7204397 50.1521869, 7.7200564 50.1523699, 7.7194574 50.1526703)",,
209874441,,,Heinrich-Heine-Straße,primary_link,True,False,25.884,"LINESTRING (7.717063 50.1542625, 7.7169036 50.1541735, 7.7167877 50.1541106)",50,
354965117,2,B 42,Bahnhofstraße,primary,False,True,131.592,"LINESTRING (7.717063 50.1542625, 7.7171137 50.1542258, 7.7172164 50.1541514, 7.7174013 50.1540159, 7.7175573 50.1539016, 7.7178525 50.1536852, 7.7180219 50.153562, 7.7180861 50.1535153, 7.718176 50.1534525, 7.7182139 50.153426, 7.7182833 50.1533742)",50,
"[325024394, 356403815]",2,L 338,Marktplatz,secondary,True,False,18.503,"LINESTRING (7.721193 50.1520122, 7.7211511 50.1519999, 7.721081 50.1519832, 7.7209999 50.1519498, 7.7209707 50.1519301)",50,
"[360156472, 358689435, 360156471]",,,Dolkstraße,living_street,True,False,142.289,"LINESTRING (7.721193 50.1520122, 7.7211694 50.1520264, 7.7210953 50.1520738, 7.7206434 50.1523617, 7.7201858 50.1526142, 7.7199297 50.1527419, 7.7199039 50.1527553, 7.7196991 50.1528591)",,3
"[26233568, 360061369]",,,,primary_link,False,False,33.285000000000004,"LINESTRING (7.717472 50.1532559, 7.7175827 50.1532519, 7.717931 50.1532038)",10,
356403817,2,B 42,Rheinstraße,primary,False,False,13.469,"LINESTRING (7.7211233 50.1518586, 7.7209707 50.1519301)",50,
"[23763000, 356403816]",1,L 338,Marktplatz,secondary,True,False,15.747,"LINESTRING (7.7211233 50.1518586, 7.7212013 50.1519161, 7.721275 50.1519614)",50,
325024394,2,L 338,Marktplatz,secondary,True,False,28.592,"LINESTRING (7.7215616 50.1521137, 7.7214725 50.1520865, 7.721193 50.1520122)",50,
323093366,1,,,primary_link,True,False,18.486,"LINESTRING (7.7182146 50.153158, 7.7182816 50.153177, 7.7183245 50.1531941, 7.7184268 50.1532512)",10,
354965120,1,,,primary_link,True,False,33.562,"LINESTRING (7.7182146 50.153158, 7.7183481 50.1531347, 7.7185583 50.1531013, 7.7186688 50.1530784)",10,
"[348415195, 359635999]",,,Kirchgasse,residential,False,False,108.34299999999999,"LINESTRING (7.7177913 50.1543005, 7.7180397 50.1541377, 7.7181266 50.1540789, 7.7183259 50.1539085, 7.7184209 50.1538243, 7.7184792 50.1537755, 7.7185164 50.1537465, 7.7185656 50.1537092, 7.7186042 50.1536843, 7.7186418 50.1536505, 7.7186327 50.1536122, 7.7185493 50.1535452)",,"['2.5', '2']"
194772289,2,B 42,Rheinstraße,primary,False,True,25.819,"LINESTRING (7.7184268 50.1532512, 7.7185519 50.1531592, 7.7186688 50.1530784)",,
354965118,,B 42,Rheinstraße,primary,False,False,17.079,"LINESTRING (7.7184268 50.1532512, 7.7183553 50.1533101, 7.7182833 50.1533742)",,
