osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width
439777056,2,L 170,Nauener Straße,secondary,False,False,30.454,"LINESTRING (13.0332193 52.7566263, 13.0327679 52.7566068)",,
348033631,,L 170,Nauener Straße,secondary,False,True,90.77000000000001,"LINESTRING (13.0332193 52.7566263, 13.0342466 52.7566436, 13.034566 52.7566234)",,
26769354,,,Alte Wallstraße,residential,True,False,215.90200000000004,"LINESTRING (13.0300647 52.759034, 13.0302424 52.7593683, 13.0302887 52.759476, 13.0304046 52.7597459, 13.0304144 52.7597998, 13.0304292 52.7598809, 13.0304324 52.7600302, 13.0304098 52.7602125, 13.0303413 52.7603594, 13.0302578 52.7604978, 13.0301253 52.7606739, 13.0299709 52.7608938)",30,
132505098,,,Berliner Straße,residential,False,False,327.28200000000004,"LINESTRING (13.0300647 52.759034, 13.0310375 52.7587612, 13.0324352 52.7583693, 13.0329042 52.7581246, 13.033044 52.7580516, 13.0331753 52.7579892, 13.0335294 52.7577706, 13.0340259 52.757411)",30,
132505098,,,Berliner Straße,residential,False,True,109.364,"LINESTRING (13.0300647 52.759034, 13.0294374 52.7591902, 13.0288636 52.759337, 13.0285596 52.7594047)",30,
27130445,,,Berliner Straße,residential,False,True,4.451,"LINESTRING (13.0285596 52.7594047, 13.0284964 52.7594165)",30,
"[151984931, 27130443]",,,Kurzer Damm,residential,False,False,243.313,"LINESTRING (13.0285596 52.7594047, 13.0285301 52.7588537, 13.0285142 52.7585545, 13.0284941 52.7582296, 13.0284816 52.758027, 13.0284721 52.7578259, 13.0284638 52.7574562, 13.0284809 52.7572177)",20,
132505098,,,Berliner Straße,residential,False,False,109.364,"LINESTRING (13.0285596 52.7594047, 13.0288636 52.759337, 13.0294374 52.7591902, 13.0300647 52.759034)",30,
26769351,,,Dammstraße,residential,False,False,86.473,"LINESTRING (13.0266463 52.7597517, 13.0270666 52.7604866)",30,
27130445,,,Berliner Straße,residential,False,False,81.957,"LINESTRING (13.0266463 52.7597517, 13.0278149 52.759544)",30,
27130446,,,Am Markt,residential,False,True,182.021,"LINESTRING (13.0266463 52.7597517, 13.0261619 52.7598548, 13.0257118 52.7600081, 13.0242999 52.7605535)",30,
439910229,2,L 19,Ruppiner Straße,secondary,False,False,70.405,"LINESTRING (13.0242999 52.7605535, 13.0248537 52.7610907)",50,
6269280,,,Mühlenstraße,residential,False,True,157.059,"LINESTRING (13.0242999 52.7605535, 13.0235547 52.7611256, 13.02319 52.7614006, 13.0228583 52.7616643)",30,
27130446,,,Am Markt,residential,False,False,182.021,"LINESTRING (13.0242999 52.7605535, 13.0257118 52.7600081, 13.0261619 52.7598548, 13.0266463 52.7597517)",30,
53267973,2,L 19,Schloßdamm,secondary,False,False,85.501,"LINESTRING (13.0242999 52.7605535, 13.024066 52.7603408, 13.0240151 52.7602988, 13.0237038 52.7600123, 13.0236763 52.7599869, 13.0235924 52.7599149)",50,
6269280,,,Mühlenstraße,residential,False,True,40.455,"LINESTRING (13.0228583 52.7616643, 13.0224821 52.7619481)",30,
6269280,,,Mühlenstraße,residential,False,False,157.059,"LINESTRING (13.0228583 52.7616643, 13.02319 52.7614006, 13.0235547 52.7611256, 13.0242999 52.7605535)",30,
26769349,,,Alte Kietzstraße,residential,False,False,124.885,"LINESTRING (13.0228583 52.7616643, 13.0232673 52.7617817, 13.0236815 52.7619021, 13.024539 52.7621407)",,
6269280,,,Mühlenstraße,residential,False,False,40.455,"LINESTRING (13.0224821 52.7619481, 13.0228583 52.7616643)",30,
6269283,,,Neue Kietzstraße,residential,False,False,133.228,"LINESTRING (13.0224821 52.7619481, 13.0228084 52.7620424, 13.0229915 52.7620769, 13.0242769 52.7624514)",,
258146705,1,,Burgweg,residential,False,True,283.39399999999995,"LINESTRING (13.0224821 52.7619481, 13.0223495 52.761875, 13.0222501 52.7618206, 13.0221984 52.7617866, 13.0221892 52.7616752, 13.0222 52.7615827, 13.0222154 52.7615404, 13.0222482 52.761502, 13.0223573 52.7614058, 13.0226468 52.7611718, 13.0226943 52.7611188, 13.0227012 52.7610703, 13.0226267 52.7607044, 13.0226316 52.760577, 13.0226489 52.7604166, 13.0226725 52.7603378, 13.0228267 52.7600849, 13.0228579 52.7600637, 13.0230871 52.7600083, 13.0233016 52.7599701, 13.0235924 52.7599149)",30,3
761363691,,L 19,Ruppiner Straße,secondary,False,True,10.578,"LINESTRING (13.0262261 52.7627625, 13.0262391 52.7628573)",50,
6269283,,,Neue Kietzstraße,residential,False,True,136.229,"LINESTRING (13.0262261 52.7627625, 13.0260203 52.7627645, 13.0256235 52.7626866, 13.0253626 52.7626377, 13.0242769 52.7624514)",,
932043340,2,L 19,Ruppiner Straße,secondary,False,True,34.78,"LINESTRING (13.0262261 52.7627625, 13.0262104 52.7626064, 13.0261947 52.7624503)",50,
27130449,,,Grabenstraße,residential,False,True,193.97299999999998,"LINESTRING (13.0288167 52.7621312, 13.0285478 52.7622608, 13.0281939 52.7623994, 13.0277102 52.7625914, 13.027364 52.7626813, 13.0271103 52.7627272, 13.0269706 52.7627515, 13.0262391 52.7628573)",30,
53268073,,,Straße der Einheit,residential,False,True,17.357,"LINESTRING (13.0288167 52.7621312, 13.0289351 52.7621217, 13.0290734 52.7621171)",30,
74315905,,,Grabenstraße,residential,False,False,52.23100000000001,"LINESTRING (13.0288167 52.7621312, 13.0287188 52.7620772, 13.0286322 52.7619688, 13.0285665 52.761885, 13.0285204 52.7617946, 13.0285273 52.7617129)",30,
46438495,,,Baustraße,residential,False,False,21.688000000000002,"LINESTRING (13.0285273 52.7617129, 13.0283917 52.7616787, 13.028235 52.761631)",30,
74315905,,,Grabenstraße,residential,False,True,52.230999999999995,"LINESTRING (13.0285273 52.7617129, 13.0285204 52.7617946, 13.0285665 52.761885, 13.0286322 52.7619688, 13.0287188 52.7620772, 13.0288167 52.7621312)",30,
