osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,width,bridge
197356757,True,Bahnhofstraße,tertiary,50,False,37.992000000000004,"LINESTRING (10.4844861 53.1425708, 10.4846223 53.1424905, 10.4848335 53.1424072, 10.4848596 53.1423934, 10.4849278 53.1423572)",,,,,
"[172290392, 800088073]",True,Uelzener Straße,tertiary,50,False,43.923,"LINESTRING (10.4917506 53.14156, 10.4918524 53.1414747, 10.492016 53.1412017)",1,K 10,,,
325023341,True,Uelzener Straße,tertiary,50,False,13.599999999999998,"LINESTRING (10.4917506 53.14156, 10.491829 53.1415517, 10.4918904 53.1415568, 10.4919416 53.1415781)",1,,roundabout,,
325023341,True,Uelzener Straße,tertiary,50,False,25.666,"LINESTRING (10.4919475 53.1417077, 10.4919014 53.1417387, 10.4916959 53.1418451, 10.4916567 53.1418572)",1,,roundabout,,
800109851,False,Hohnstorfer Straße,tertiary,50,False,43.832,"LINESTRING (10.4911216 53.1448056, 10.4917758 53.1447679)",,K 10,,,
29084574,False,Niendorfer Straße,tertiary,50,False,38.652,"LINESTRING (10.4911216 53.1448056, 10.4910971 53.1445847, 10.4910934 53.1444585)",,K 10,,,
180578408,False,Sandweg,residential,30,True,72.141,"LINESTRING (10.4970768 53.1365222, 10.496055 53.1367347)",,,,,
180578404,False,Im Grund,residential,30,False,224.913,"LINESTRING (10.4970768 53.1365222, 10.4970946 53.136582, 10.496923 53.1379307, 10.4968237 53.1385371)",,,,,
28159125,False,Hohnstorfer Straße,tertiary,50,True,222.791,"LINESTRING (10.4952268 53.1449461, 10.4937588 53.1447155, 10.4935185 53.1446914, 10.4932278 53.1446853, 10.4919451 53.1447583)",,K 10,,,
38104452,False,Am Hang,residential,30,False,273.718,"LINESTRING (10.4968237 53.1385371, 10.4966664 53.1385336, 10.4960176 53.1386255, 10.4959264 53.1386199, 10.49587 53.1385957, 10.4958492 53.138542, 10.4960854 53.1368001, 10.496055 53.1367347)",,,,,
180578404,False,Im Grund,residential,30,True,224.913,"LINESTRING (10.4968237 53.1385371, 10.496923 53.1379307, 10.4970946 53.136582, 10.4970768 53.1365222)",,,,,
180578407,False,Im Grund,residential,30,False,205.385,"LINESTRING (10.4968237 53.1385371, 10.496778 53.1388676, 10.4970098 53.1394531, 10.4970623 53.1395858, 10.497002 53.1396397, 10.4958461 53.139803)",,,,,
180573895,True,Marktstraße,residential,,False,35.522,"LINESTRING (10.4881414 53.1418519, 10.4883413 53.1415558)",,,,,
37700079,False,Lindenstraße,residential,30,False,184.64,"LINESTRING (10.4881414 53.1418519, 10.4880918 53.141951, 10.488022 53.1420469, 10.4877189 53.1423164, 10.4875995 53.1424339, 10.4874946 53.1425526, 10.4871932 53.1429286, 10.4871654 53.1429579, 10.4871376 53.1429827, 10.4870805 53.1430122, 10.4869401 53.1430656, 10.486585 53.1431514)",,,,,
"[326255339, 326255340]",False,Bahnhofstraße,tertiary,"['50', '30']",False,93.744,"LINESTRING (10.4881414 53.1418519, 10.4893429 53.1416305, 10.4894867 53.1416081)",,,,,
326255340,False,Bahnhofstraße,tertiary,30,True,152.322,"LINESTRING (10.4881414 53.1418519, 10.4873821 53.141993, 10.4872649 53.1420147, 10.4865087 53.1421545, 10.4859593 53.142256)",,,,,
37700079,False,Lindenstraße,residential,30,True,16.394,"LINESTRING (10.4852342 53.1436666, 10.485404 53.14356)",,,,,
37700079,False,Lindenstraße,residential,30,False,41.811,"LINESTRING (10.4852342 53.1436666, 10.4850894 53.1437304, 10.4847297 53.1438898)",,,,,
38104428,False,Schmiedeweg,residential,30,False,107.957,"LINESTRING (10.4859593 53.142256, 10.4861005 53.142458, 10.486585 53.1431514)",,,,,
326255340,False,Bahnhofstraße,tertiary,30,False,152.322,"LINESTRING (10.4859593 53.142256, 10.4865087 53.1421545, 10.4872649 53.1420147, 10.4873821 53.141993, 10.4881414 53.1418519)",,,,,
