osmid,name,highway,oneway,reversed,length,maxspeed,geometry,width,lanes
84822495,Diersfordter Straße,residential,False,False,41.001,,"LINESTRING (6.5884778 51.7296707, 6.588344 51.7293114)",,
84822495,Diersfordter Straße,residential,False,True,81.812,,"LINESTRING (6.5884778 51.7296707, 6.5888932 51.73036)",,
28056701,Krummer Weg,residential,True,False,182.451,30,"LINESTRING (6.5884778 51.7296707, 6.5865403 51.7298936, 6.5863506 51.7302971)",,
25201203,Diersfordter Straße,residential,False,False,13.341999999999999,,"LINESTRING (6.5893126 51.7308874, 6.5892684 51.73083, 6.5892292 51.7307791)",,
27715315,Marktstraße,residential,False,False,170.24200000000002,,"LINESTRING (6.5893126 51.7308874, 6.5894189 51.7308556, 6.589456 51.7308445, 6.5899517 51.7306902, 6.5902063 51.7306084, 6.5906298 51.7304898, 6.5907768 51.73047, 6.5909709 51.7304663, 6.5911222 51.7304808, 6.5912566 51.7304937, 6.5915169 51.7305186, 6.5916248 51.7305289)",,
311444694,Mehrhooger Straße,residential,False,True,17.035,,"LINESTRING (6.5893126 51.7308874, 6.589195 51.7309348, 6.5891272 51.7309861)",,
28057106,Krokusweg,residential,False,False,128.768,,"LINESTRING (6.5925794 51.7334956, 6.5924171 51.7335015, 6.5921914 51.7336444, 6.591223 51.7342572)",,
237692786,Ringenberger Straße,residential,False,False,87.87100000000001,30,"LINESTRING (6.5925794 51.7334956, 6.5925117 51.7331126, 6.5924966 51.7330189, 6.5924429 51.7327099)",,
237692786,Ringenberger Straße,residential,False,True,154.917,30,"LINESTRING (6.5925794 51.7334956, 6.5926481 51.7338498, 6.5926521 51.7338783, 6.5927847 51.7348828)",,
28026952,Rosenstraße,residential,False,False,49.44499999999999,30,"LINESTRING (6.5924429 51.7327099, 6.5918784 51.7327413, 6.5917322 51.7327652)",,
84822292,Ringenberger Straße,residential,False,False,94.73500000000001,,"LINESTRING (6.5924429 51.7327099, 6.5923974 51.7324208, 6.5922569 51.7319222, 6.5922403 51.7318678)",,
237692786,Ringenberger Straße,residential,False,True,87.871,30,"LINESTRING (6.5924429 51.7327099, 6.5924966 51.7330189, 6.5925117 51.7331126, 6.5925794 51.7334956)",,
311444681,An der Windmühle,residential,False,True,149.17000000000002,,"LINESTRING (6.5924429 51.7327099, 6.5925977 51.7327012, 6.5926719 51.7327047, 6.5927467 51.7327205, 6.5927933 51.7327515, 6.5938303 51.7336542)",,
27882593,Am Bongert,residential,False,True,61.526,,"LINESTRING (6.5922403 51.7318678, 6.5913776 51.7320116)",,
84822292,Ringenberger Straße,residential,False,False,85.02199999999999,,"LINESTRING (6.5922403 51.7318678, 6.5921435 51.7315923, 6.5919105 51.7311317)",,
84822292,Ringenberger Straße,residential,False,True,94.735,,"LINESTRING (6.5922403 51.7318678, 6.5922569 51.7319222, 6.5923974 51.7324208, 6.5924429 51.7327099)",,
28026971,Martin-Luther-Straße,living_street,False,False,45.751,30,"LINESTRING (6.5919105 51.7311317, 6.59128 51.7312613)",,
84822292,Ringenberger Straße,residential,False,False,69.923,,"LINESTRING (6.5919105 51.7311317, 6.5916896 51.73071, 6.5916248 51.7305289)",,
84822292,Ringenberger Straße,residential,False,True,85.02199999999999,,"LINESTRING (6.5919105 51.7311317, 6.5921435 51.7315923, 6.5922403 51.7318678)",,
504566608,Diersfordter Straße,residential,False,False,52.031,,"LINESTRING (6.5892292 51.7307791, 6.5888932 51.73036)",,
25201203,Diersfordter Straße,residential,False,True,13.341999999999999,,"LINESTRING (6.5892292 51.7307791, 6.5892684 51.73083, 6.5893126 51.7308874)",,
25370755,Bislicher Straße,residential,False,True,206.197,30,"LINESTRING (6.5892292 51.7307791, 6.5890998 51.7307912, 6.5874722 51.7305131, 6.5870503 51.7304381, 6.5863506 51.7302971)",,
25370755,Bislicher Straße,residential,False,False,206.197,30,"LINESTRING (6.5863506 51.7302971, 6.5870503 51.7304381, 6.5874722 51.7305131, 6.5890998 51.7307912, 6.5892292 51.7307791)",,
25370755,Bislicher Straße,residential,False,True,115.622,30,"LINESTRING (6.5863506 51.7302971, 6.5858998 51.7302283, 6.5854944 51.7301549, 6.5847341 51.7300171)",,
25421310,Sedgefieldstraße,living_street,False,True,11.355,,"LINESTRING (6.5843336 51.7310606, 6.584388 51.7309642)",,
25421310,Sedgefieldstraße,living_street,False,False,27.767,,"LINESTRING (6.5843336 51.7310606, 6.5843914 51.7311038, 6.5844498 51.731294)",,
25370758,Sedgefieldstraße,living_street,False,False,58.093,,"LINESTRING (6.5852635 51.7311563, 6.5844498 51.731294)",,
25370758,Sedgefieldstraße,living_street,False,True,58.093,,"LINESTRING (6.5844498 51.731294, 6.5852635 51.7311563)",,
25421310,Sedgefieldstraße,living_street,False,False,53.966,,"LINESTRING (6.5844498 51.731294, 6.5843843 51.7313842, 6.584506 51.7317018, 6.5845283 51.7317602)",,
25421310,Sedgefieldstraße,living_street,False,True,27.767,,"LINESTRING (6.5844498 51.731294, 6.5843914 51.7311038, 6.5843336 51.7310606)",,
25370759,Sedgefieldstraße,living_street,False,False,31.791,,"LINESTRING (6.5842801 51.7306263, 6.5846018 51.7305916, 6.5847361 51.7306005)",,
25421310,Sedgefieldstraße,living_street,False,False,38.464,,"LINESTRING (6.5842801 51.7306263, 6.5843295 51.7307095, 6.584388 51.7309642)",,
25421310,Sedgefieldstraße,living_street,False,True,78.328,,"LINESTRING (6.5842801 51.7306263, 6.5841597 51.7301704, 6.5841884 51.7299286)",,
25370761,Sedgefieldstraße,living_street,False,False,61.745,,"LINESTRING (6.5852645 51.7308474, 6.584388 51.7309642)",,
25370761,Sedgefieldstraße,living_street,False,True,61.745,,"LINESTRING (6.584388 51.7309642, 6.5852645 51.7308474)",,
25421310,Sedgefieldstraße,living_street,False,False,11.355,,"LINESTRING (6.584388 51.7309642, 6.5843336 51.7310606)",,
