osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
33886540,K 31,Dörpstraat,tertiary,50,False,False,38.578,"LINESTRING (9.2155045 54.3872874, 9.2149816 54.3874537)",
35976203,,Glockenbergweg,unclassified,,False,True,49.444,"LINESTRING (9.2155045 54.3872874, 9.2157616 54.3877061)",
33886540,K 31,Dörpstraat,tertiary,50,False,True,58.468,"LINESTRING (9.2120583 54.3885177, 9.2124703 54.388269, 9.2126963 54.3881458)",
158931730,,Mühlenweg,residential,,False,False,179.409,"LINESTRING (9.2120583 54.3885177, 9.2130969 54.3897288, 9.2132969 54.389961)",
76152559,,Schoosterweg,residential,,False,True,10.787,"LINESTRING (9.2162478 54.3884615, 9.216083 54.3884757)",3 m
35976203,,Glockenbergweg,unclassified,,False,False,89.769,"LINESTRING (9.2162478 54.3884615, 9.2161406 54.3882929, 9.2160118 54.3880555, 9.2157616 54.3877061)",
76152542,,Am Ehrenmal,residential,,False,False,328.56899999999996,"LINESTRING (9.2175675 54.3912248, 9.2173969 54.3911044, 9.2171202 54.3909204, 9.2169345 54.390773, 9.2167414 54.3905543, 9.2166069 54.3903164, 9.2164325 54.3898606, 9.2163932 54.3895685, 9.2163447 54.3890334, 9.2162991 54.388879, 9.2161406 54.3885975, 9.216083 54.3884757)",
76152555,,Schmidbarg,residential,,False,True,433.75800000000004,"LINESTRING (9.2175675 54.3912248, 9.2174193 54.3911783, 9.2169848 54.3910075, 9.2164329 54.3907636, 9.2150859 54.3902061, 9.2146946 54.3900289, 9.2145055 54.3899265, 9.2143456 54.3897936, 9.2143023 54.3897502, 9.2142153 54.3896631, 9.2140436 54.3894274, 9.2136783 54.3889707, 9.2135817 54.3887739, 9.2135603 54.3886083, 9.2135603 54.3884584, 9.2135978 54.3883616)",
35976203,,Glockenbergweg,unclassified,,False,False,49.444,"LINESTRING (9.2157616 54.3877061, 9.2155045 54.3872874)",
35976203,,Glockenbergweg,unclassified,,False,True,89.769,"LINESTRING (9.2157616 54.3877061, 9.2160118 54.3880555, 9.2161406 54.3882929, 9.2162478 54.3884615)",
76152513,,,residential,,False,False,58.134,"LINESTRING (9.2157616 54.3877061, 9.2154203 54.3875627, 9.2149816 54.3874537)",
33886540,K 31,Dörpstraat,tertiary,50,False,True,38.578,"LINESTRING (9.2149816 54.3874537, 9.2155045 54.3872874)",
33886540,K 31,Dörpstraat,tertiary,50,False,False,103.55799999999999,"LINESTRING (9.2149816 54.3874537, 9.2147826 54.3875172, 9.2135627 54.3878834)",
76152513,,,residential,,False,True,58.134,"LINESTRING (9.2149816 54.3874537, 9.2154203 54.3875627, 9.2157616 54.3877061)",
33886540,K 31,Dörpstraat,tertiary,50,False,False,63.292,"LINESTRING (9.2135627 54.3878834, 9.2129452 54.3880576, 9.2126963 54.3881458)",
33886540,K 31,Dörpstraat,tertiary,50,False,True,103.55799999999999,"LINESTRING (9.2135627 54.3878834, 9.2147826 54.3875172, 9.2149816 54.3874537)",
76152555,,Schmidbarg,residential,,False,False,54.634,"LINESTRING (9.2135627 54.3878834, 9.2136568 54.3880086, 9.2135978 54.3883616)",
