osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,access
39546868,2,B 66,Bruchweg,primary,50,False,True,8.742,"LINESTRING (8.9053997 52.0318617, 8.9054463 52.0317885)",,,,
6268478,,,Pideritstraße,residential,30,True,False,270.74199999999996,"LINESTRING (8.9053997 52.0318617, 8.9037055 52.0319118, 8.9030443 52.0319314, 8.902276 52.0319523, 8.9015601 52.0319828, 8.9015042 52.0319994, 8.9014584 52.0320129)",,,,
4756075,,,Walterstraße,residential,30,False,False,91.492,"LINESTRING (8.8959718 52.0261714, 8.8959367 52.0258479, 8.8959293 52.0257275, 8.8959454 52.0256472, 8.8959479 52.0255202, 8.8959395 52.0253501)",,,,
24745531,,,Stiftstraße,residential,30,False,False,136.08,"LINESTRING (8.8959718 52.0261714, 8.8959313 52.0261754, 8.8955495 52.0262077, 8.8949826 52.0262528, 8.8944645 52.0262936, 8.8943061 52.0263061, 8.89411 52.026321, 8.8940867 52.0263226, 8.8939995 52.0263292)",,,,
24745531,,,Stiftstraße,residential,30,False,True,155.607,"LINESTRING (8.8959718 52.0261714, 8.8961937 52.0261546, 8.8964018 52.0261397, 8.8964329 52.0261375, 8.8966092 52.0261248, 8.8981601 52.0260136, 8.8982307 52.0260087)",,,,
24745434,,,Rembken,residential,30,False,True,192.05800000000002,"LINESTRING (8.9064348 52.0252909, 8.9065383 52.025643, 8.9065548 52.0261607, 8.9065463 52.0262197, 8.9064044 52.0266661, 8.9061871 52.026976)",,,,
25210029,,,Orpingstraße,residential,30,False,False,199.23600000000002,"LINESTRING (8.9064348 52.0252909, 8.9062718 52.0252069, 8.9061575 52.0251549, 8.9059932 52.0251263, 8.9059118 52.025116, 8.905377 52.0250525, 8.9046997 52.0250212, 8.9043698 52.0250072, 8.9038585 52.0249952, 8.9036215 52.0249911)",,,,
252668576,,,Schuhstraße,residential,30,False,False,189.674,"LINESTRING (8.9064348 52.0252909, 8.9057881 52.0255313, 8.9051578 52.0257062, 8.904488 52.0258404, 8.9041882 52.0258523, 8.9038678 52.0258529)",,,,
"[360952833, 4487596, 979797181, 34025498, 34094523, 4760317]",,,Breite Straße,residential,20,True,False,179.81399999999996,"LINESTRING (8.8993901 52.0235883, 8.8994033 52.0236469, 8.8994113 52.0236737, 8.8994207 52.0237414, 8.8994073 52.0238489, 8.8993736 52.024068, 8.8993681 52.0241, 8.8993604 52.0241952, 8.8993528 52.0243504, 8.8993639 52.0244186, 8.899429 52.0245932, 8.8996213 52.0250226, 8.8996489 52.0250633, 8.899721 52.0251693)",yes,,,
6272852,1,,Ostertor,primary,50,True,False,13.431,"LINESTRING (8.9074412 52.027905, 8.907414 52.0278684, 8.9074058 52.0278285, 8.9074173 52.0277888)",,roundabout,,
"[4487776, 496183819]",1,,Ostertor,residential,30,True,False,64.079,"LINESTRING (8.9074412 52.027905, 8.9073725 52.0278837, 8.9073164 52.0278777, 8.9072791 52.0278824, 8.9071539 52.0278963, 8.9069832 52.027925, 8.9067631 52.0279737, 8.9065569 52.0280315)",,,,
"[4487776, 29390277]",1,,"['Echternstraße', 'Ostertor']",residential,30,True,False,420.33500000000004,"LINESTRING (8.9065569 52.0280315, 8.9064204 52.028086, 8.9063783 52.0281076, 8.9063419 52.0281265, 8.9061105 52.0282459, 8.905781 52.0283984, 8.9052926 52.0286003, 8.9051063 52.0286665, 8.9043526 52.028835, 8.9042872 52.028847, 8.9033797 52.0289489, 8.9028084 52.0290131, 8.9025689 52.0290306, 8.9022397 52.0290663, 8.9021238 52.0290768, 8.9020856 52.0290802, 8.9015589 52.0291278, 8.901038 52.0291752, 8.900912 52.0291867, 8.9008426 52.0291924)",,,,
8083847,,,Neue Torstraße,residential,30,False,True,59.788,"LINESTRING (8.9008426 52.0291924, 8.9008649 52.0297165, 8.9008655 52.0297299)",,,,
29390277,1,,Echternstraße,residential,30,True,False,122.498,"LINESTRING (8.9008426 52.0291924, 8.9005188 52.0292123, 8.9002762 52.0292195, 8.9002087 52.0292174, 8.8999786 52.0292216, 8.8992866 52.0292293, 8.8990543 52.0292323)",,,,
24502785,,,Luisenstraße,living_street,,False,True,44.534,"LINESTRING (8.8972845 52.0292594, 8.8972844 52.0296599)",,,,
