osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,access,width
24625663,,,residential,30,,False,False,19.398,"LINESTRING (8.3812842 50.6019369, 8.3812781 50.6018797, 8.3812697 50.6017627)",Austraße,,,
27509028,1,B 277,primary,50,roundabout,True,False,18.857,"LINESTRING (8.3812842 50.6019369, 8.3813358 50.6019278, 8.381389 50.6019303, 8.3814392 50.6019418, 8.3814827 50.6019615, 8.3815163 50.6019879)",,,,
157630498,2,L 3052,secondary,50,,False,False,70.556,"LINESTRING (8.382112 50.6041056, 8.3823743 50.6047179)",Kölschhäuser Straße,,,
157630498,2,L 3052,secondary,50,,False,True,220.72400000000002,"LINESTRING (8.382112 50.6041056, 8.3820208 50.6038737, 8.3818809 50.6035248, 8.3817279 50.6031379, 8.3816299 50.6028899, 8.381526 50.6026094, 8.3815055 50.6025492, 8.3814086 50.6022652, 8.3813829 50.6021756)",Kölschhäuser Straße,,,
157630498,2,L 3052,secondary,50,,False,True,70.556,"LINESTRING (8.3823743 50.6047179, 8.382112 50.6041056)",Kölschhäuser Straße,,,
"[190427889, 23458874, 700462419, 190427890]",2,,residential,30,,False,"[False, True]",92.26500000000001,"LINESTRING (8.3823743 50.6047179, 8.3824214 50.6047106, 8.3825625 50.6046879, 8.3825986 50.6046817, 8.3827111 50.6046622, 8.3827829 50.6046488, 8.3829715 50.6046182, 8.3830709 50.6046035, 8.3832258 50.6045773, 8.383512 50.6045312, 8.3836439 50.6045365)",Stegwiese,yes,,
190427890,,,residential,30,,False,True,8.576,"LINESTRING (8.3837642 50.6045474, 8.3836439 50.6045365)",Stegwiese,,,
27509028,1,B 277,primary,50,roundabout,True,False,26.841,"LINESTRING (8.3815163 50.6019879, 8.3815358 50.6020154, 8.3815444 50.6020451, 8.3815415 50.6020751, 8.3815274 50.602104, 8.3815027 50.6021298, 8.3814691 50.6021511, 8.3814283 50.6021667, 8.3813829 50.6021756)",,,,
687381533,2,B 277,primary,50,,False,False,92.148,"LINESTRING (8.3815163 50.6019879, 8.3816364 50.6019329, 8.3820237 50.6017196, 8.3823389 50.601566, 8.3825439 50.6014781)",Wetzlarer Straße,,,
24625663,,,residential,30,,False,True,100.376,"LINESTRING (8.3812098 50.6008608, 8.3812697 50.6017627)",Austraße,,,
"[1253413154, 1253413155, 1044263818, 1044263820, 30163852, 190427825, 190427826]","['2', '1']",,residential,30,,False,True,175.14399999999998,"LINESTRING (8.3812098 50.6008608, 8.38165 50.6006821, 8.3817648 50.6006562, 8.3820396 50.6005954, 8.3821384 50.6005735, 8.382371 50.6005045, 8.3824581 50.6004672, 8.3825329 50.6004252, 8.3825532 50.6004147, 8.3826266 50.6003768, 8.3827581 50.6003284, 8.3834074 50.6001508)",Lempstraße,yes,,
326566190,,,residential,30,,False,False,74.926,"LINESTRING (8.3812098 50.6008608, 8.3812166 50.6008306, 8.3812127 50.6007947, 8.3811932 50.6007524, 8.3811448 50.6006564, 8.3808774 50.6002262)",Austraße,,,
519384052,,,residential,30,,False,True,163.89500000000004,"LINESTRING (8.3812098 50.6008608, 8.3806746 50.601013, 8.3796507 50.6012951, 8.3795715 50.6013398, 8.3795267 50.6014142, 8.3794986 50.6014608, 8.3794364 50.6015288, 8.3792876 50.6015992)",Lempstraße,,,
27311117,2,,residential,50,,False,False,32.544,"LINESTRING (8.3762651 50.6050265, 8.376078 50.604759)",Richard-Wagner-Ring,,,
27311127,,,residential,50,,False,False,109.03200000000001,"LINESTRING (8.3762651 50.6050265, 8.376594 50.6049212, 8.3772038 50.6046744, 8.3774009 50.6045883, 8.3774767 50.6045433, 8.3775203 50.604479)",Am Rimpfler,,,
27311117,2,,residential,50,,False,True,32.544,"LINESTRING (8.376078 50.604759, 8.3762651 50.6050265)",Richard-Wagner-Ring,,,
27350087,,,residential,50,,True,False,103.623,"LINESTRING (8.376078 50.604759, 8.3772936 50.6042363)",Grüner Weg,,,
32013316,2,,residential,50,,False,False,44.378,"LINESTRING (8.376078 50.604759, 8.3758191 50.6044964, 8.3757459 50.6044201)",Richard-Wagner-Ring,,,
226446601,2,B 277,primary,50,,False,False,10.343,"LINESTRING (8.3757459 50.6044201, 8.3758671 50.6043678)",Herborner Straße,,,
32013316,2,,residential,50,,False,True,44.378,"LINESTRING (8.3757459 50.6044201, 8.3758191 50.6044964, 8.376078 50.604759)",Richard-Wagner-Ring,,,
19640633,2,B 277,primary,50,,False,True,288.64200000000005,"LINESTRING (8.3873938 50.5990886, 8.3862523 50.5994735, 8.3860902 50.5995282, 8.3856286 50.5996838, 8.3850923 50.5998767, 8.3850031 50.5999102, 8.3848909 50.5999844, 8.3845254 50.6002615, 8.3842423 50.6004593, 8.3841687 50.6004995, 8.3840781 50.6005325, 8.3840632 50.6005374)",Wetzlarer Straße,,,
25161228,,,residential,50,,False,False,87.253,"LINESTRING (8.3873938 50.5990886, 8.3868937 50.5984455, 8.3868693 50.5983798)",Niedergasse,,,
25161228,,,residential,50,,False,True,87.253,"LINESTRING (8.3868693 50.5983798, 8.3868937 50.5984455, 8.3873938 50.5990886)",Niedergasse,,,
29111361,,,residential,50,,False,True,35.579,"LINESTRING (8.3868693 50.5983798, 8.3867924 50.5983931, 8.3864196 50.5985218)",Niedergasse,,,
"[27311112, 588387303]",,,residential,30,,True,False,351.72999999999996,"LINESTRING (8.3825439 50.6014781, 8.3826741 50.6016316, 8.3828873 50.6018902, 8.3829458 50.6019812, 8.3829977 50.6021048, 8.3830155 50.6021882, 8.3830201 50.6022908, 8.3830373 50.6025459, 8.3830531 50.6026477, 8.3830705 50.6027408, 8.3830913 50.6028293, 8.3831054 50.6028977, 8.3832375 50.6032882, 8.3835093 50.6041008, 8.3836126 50.6044222, 8.3836439 50.6045365)",Stegwiese,,,
"[687381533, 687381534]","['2', '3']",B 277,primary,50,,False,False,87.28099999999999,"LINESTRING (8.3825439 50.6014781, 8.3830091 50.6013077, 8.3834313 50.6011473, 8.3836034 50.6010737)",Wetzlarer Straße,,,
687381533,2,B 277,primary,50,,False,True,92.148,"LINESTRING (8.3825439 50.6014781, 8.3823389 50.601566, 8.3820237 50.6017196, 8.3816364 50.6019329, 8.3815163 50.6019879)",Wetzlarer Straße,,,
27311113,,,residential,50,,True,False,43.418,"LINESTRING (8.3805926 50.6023424, 8.3808236 50.6027043)",An der Limpseit,,,
692609283,2,B 277,primary,50,,False,False,48.586999999999996,"LINESTRING (8.3805926 50.6023424, 8.3810522 50.6021448, 8.3811654 50.6021001)",Herborner Straße,,,
692609283,2,B 277,primary,50,,False,True,302.596,"LINESTRING (8.3805926 50.6023424, 8.3787357 50.6031271, 8.3784298 50.6032557, 8.3770291 50.6038557)",Herborner Straße,,,
529392806,2,,residential,50,,False,True,212.065,"LINESTRING (8.3808236 50.6027043, 8.3783445 50.603782)",Grüner Weg,,,
27311128,,,residential,50,,False,True,120.76,"LINESTRING (8.3811604 50.6034231, 8.3796447 50.6039271)",Stemelpfad,,,
1062312608,,,residential,30,,True,False,83.387,"LINESTRING (8.3811604 50.6034231, 8.3808236 50.6027043)",An der Limpseit,,,
1062312608,,,residential,30,,True,False,90.816,"LINESTRING (8.3815232 50.6042067, 8.3811604 50.6034231)",An der Limpseit,,,
27350080,,,residential,50,,False,True,80.036,"LINESTRING (8.3815232 50.6042067, 8.3806119 50.6044795, 8.3804894 50.6044996)",Lessingstraße,,,
550784727,,,residential,50,,True,False,43.050000000000004,"LINESTRING (8.3815232 50.6042067, 8.3820078 50.6041254, 8.382112 50.6041056)",Lessingstraße,,,
27311124,,,residential,50,,False,True,133.53799999999998,"LINESTRING (8.3782705 50.6050769, 8.3782355 50.6050038, 8.3782192 50.6049265, 8.3782138 50.6048331, 8.3782241 50.6047831, 8.3782573 50.6047332, 8.3783124 50.6046855, 8.3783839 50.6046355, 8.3784403 50.6045914, 8.3784485 50.6045533, 8.3784054 50.6045121, 8.378305 50.6044844, 8.3781688 50.6044766, 8.3780199 50.6044837, 8.3778319 50.6045056, 8.3777164 50.6045154, 8.3776261 50.6045075, 8.3775203 50.604479)",Seibelsgraben,,,
27350080,,,residential,50,,False,False,73.161,"LINESTRING (8.3782705 50.6050769, 8.3784818 50.6050341, 8.3791483 50.60492, 8.3792603 50.6048854)",Lessingstraße,,,
27350080,,,residential,50,,False,False,33.439,"LINESTRING (8.3792603 50.6048854, 8.3793558 50.6048337, 8.3794789 50.6047253, 8.3795582 50.6046538)",Lessingstraße,,,
27350080,,,residential,50,,False,True,73.161,"LINESTRING (8.3792603 50.6048854, 8.3791483 50.60492, 8.3784818 50.6050341, 8.3782705 50.6050769)",Lessingstraße,,,
114782675,,,residential,50,,False,True,53.194,"LINESTRING (8.3792603 50.6048854, 8.3794634 50.6052494, 8.3795054 50.6053377)",Ahornweg,,,
27311130,,,residential,50,,False,False,81.036,"LINESTRING (8.3795582 50.6046538, 8.3796447 50.6039271)",Lessingstraße,,,
27350080,,,residential,50,,False,False,68.298,"LINESTRING (8.3795582 50.6046538, 8.3796939 50.6046073, 8.3798555 50.6045811, 8.3804894 50.6044996)",Lessingstraße,,,
27350080,,,residential,50,,False,True,33.43900000000001,"LINESTRING (8.3795582 50.6046538, 8.3794789 50.6047253, 8.3793558 50.6048337, 8.3792603 50.6048854)",Lessingstraße,,,
27311124,,,residential,50,,False,False,46.255,"LINESTRING (8.3770291 50.6038557, 8.3772936 50.6042363)",Seibelsgraben,,,
226446602,2,B 277,primary,50,,False,True,99.839,"LINESTRING (8.3770291 50.6038557, 8.3761854 50.6042302, 8.3761387 50.6042509, 8.3760717 50.6042797, 8.3758671 50.6043678)",Herborner Straße,,,
692609283,2,B 277,primary,50,,False,False,302.596,"LINESTRING (8.3770291 50.6038557, 8.3784298 50.6032557, 8.3787357 50.6031271, 8.3805926 50.6023424)",Herborner Straße,,,
27311124,,,residential,50,,False,False,31.373,"LINESTRING (8.3772936 50.6042363, 8.3775203 50.604479)",Seibelsgraben,,,
27311124,,,residential,50,,False,True,46.255,"LINESTRING (8.3772936 50.6042363, 8.3770291 50.6038557)",Seibelsgraben,,,
529392806,2,,residential,50,,False,False,89.735,"LINESTRING (8.3772936 50.6042363, 8.3783445 50.603782)",Grüner Weg,,,
27311124,,,residential,50,,False,True,31.373,"LINESTRING (8.3775203 50.604479, 8.3772936 50.6042363)",Seibelsgraben,,,
27311124,,,residential,50,,False,False,133.53799999999998,"LINESTRING (8.3775203 50.604479, 8.3776261 50.6045075, 8.3777164 50.6045154, 8.3778319 50.6045056, 8.3780199 50.6044837, 8.3781688 50.6044766, 8.378305 50.6044844, 8.3784054 50.6045121, 8.3784485 50.6045533, 8.3784403 50.6045914, 8.3783839 50.6046355, 8.3783124 50.6046855, 8.3782573 50.6047332, 8.3782241 50.6047831, 8.3782138 50.6048331, 8.3782192 50.6049265, 8.3782355 50.6050038, 8.3782705 50.6050769)",Seibelsgraben,,,
27311127,,,residential,50,,False,True,109.032,"LINESTRING (8.3775203 50.604479, 8.3774767 50.6045433, 8.3774009 50.6045883, 8.3772038 50.6046744, 8.376594 50.6049212, 8.3762651 50.6050265)",Am Rimpfler,,,
529392806,2,,residential,50,,False,False,212.065,"LINESTRING (8.3783445 50.603782, 8.3808236 50.6027043)",Grüner Weg,,,
529392806,2,,residential,50,,False,True,89.735,"LINESTRING (8.3783445 50.603782, 8.3772936 50.6042363)",Grüner Weg,,,
27311128,,,residential,50,,False,False,125.144,"LINESTRING (8.3783445 50.603782, 8.3788907 50.6042157, 8.3789471 50.6042245, 8.3796447 50.6039271)",Stemelpfad,,,
27311128,,,residential,50,,False,False,120.76,"LINESTRING (8.3796447 50.6039271, 8.3811604 50.6034231)",Stemelpfad,,,
27311130,,,residential,50,,False,True,81.036,"LINESTRING (8.3796447 50.6039271, 8.3795582 50.6046538)",Lessingstraße,,,
27311128,,,residential,50,,False,True,125.144,"LINESTRING (8.3796447 50.6039271, 8.3789471 50.6042245, 8.3788907 50.6042157, 8.3783445 50.603782)",Stemelpfad,,,
28388749,,,residential,,,False,False,109.691,"LINESTRING (8.387442 50.601907, 8.3884577 50.6019102, 8.3889939 50.6019418)",Rathausstraße,,,
"[28388739, 28388749]",2,,residential,,,False,"[False, True]",280.78200000000004,"LINESTRING (8.387442 50.601907, 8.3869303 50.6018515, 8.386572 50.6018049, 8.3858159 50.6015707, 8.3856367 50.601497, 8.3853924 50.6014027, 8.3850967 50.601314, 8.3849637 50.6012828, 8.3847434 50.6012538, 8.384546 50.601234, 8.3844238 50.6012261, 8.3843909 50.6012237, 8.3841552 50.6012066, 8.3839285 50.6011817, 8.383834 50.6011699, 8.3837899 50.6011644, 8.3836988 50.6011483)",Rathausstraße,,,
"[28388750, 28388751]",,,residential,,,False,True,256.767,"LINESTRING (8.387442 50.601907, 8.3872064 50.6021773, 8.3870906 50.6021954, 8.3861828 50.6022104, 8.3854156 50.6021578, 8.3845705 50.6020854, 8.384428 50.6021017, 8.3843371 50.6021251, 8.3842248 50.6021646, 8.3841216 50.6022131)",Ihringstraße,,,
190427186,,,residential,,,False,False,29.994,"LINESTRING (8.3889939 50.6019418, 8.3890183 50.6016725)",Hessenring,,,
28388749,,,residential,,,False,True,109.691,"LINESTRING (8.3889939 50.6019418, 8.3884577 50.6019102, 8.387442 50.601907)",Rathausstraße,,,
28388739,2,,residential,,,False,False,10.684,"LINESTRING (8.3836988 50.6011483, 8.3836034 50.6010737)",Rathausstraße,,,
"[28388739, 28388749]",2,,residential,,,False,"[False, True]",280.782,"LINESTRING (8.3836988 50.6011483, 8.3837899 50.6011644, 8.383834 50.6011699, 8.3839285 50.6011817, 8.3841552 50.6012066, 8.3843909 50.6012237, 8.3844238 50.6012261, 8.384546 50.601234, 8.3847434 50.6012538, 8.3849637 50.6012828, 8.3850967 50.601314, 8.3853924 50.6014027, 8.3856367 50.601497, 8.3858159 50.6015707, 8.386572 50.6018049, 8.3869303 50.6018515, 8.387442 50.601907)",Rathausstraße,,,
28388741,,,residential,,,False,True,162.46299999999997,"LINESTRING (8.3836988 50.6011483, 8.3833401 50.6012926, 8.3832104 50.6013448, 8.3831823 50.6013655, 8.3831701 50.6013886, 8.3831637 50.601425, 8.3831764 50.6014527, 8.3831905 50.6014809, 8.3832138 50.60151, 8.3832598 50.6015511, 8.3835302 50.6017056, 8.3838145 50.6019924, 8.3839973 50.6021246, 8.3841216 50.6022131)",Kirchberg,,,
28388739,2,,residential,,,False,True,10.684,"LINESTRING (8.3836034 50.6010737, 8.3836988 50.6011483)",Rathausstraße,,,
19643089,2,B 277,primary,50,,False,False,52.162000000000006,"LINESTRING (8.3836034 50.6010737, 8.3836726 50.6010319, 8.3837348 50.600988, 8.383804 50.6009211, 8.3838639 50.6008271, 8.3838962 50.6007496, 8.3839066 50.6007014, 8.3839163 50.6006627)",Wetzlarer Straße,,,
"[687381533, 687381534]","['2', '3']",B 277,primary,50,,False,True,87.281,"LINESTRING (8.3836034 50.6010737, 8.3834313 50.6011473, 8.3830091 50.6013077, 8.3825439 50.6014781)",Wetzlarer Straße,,,
1071692971,,,residential,,,False,True,39.503,"LINESTRING (8.3847999 50.6025803, 8.3853583 50.6025558)",Kirchberg,,,
28388741,,,residential,,,False,False,22.166,"LINESTRING (8.3847999 50.6025803, 8.3847204 50.6025743, 8.3846146 50.6025517, 8.3845414 50.6025344, 8.3845078 50.6025161)",Kirchberg,,,
28388753,,,residential,,,False,False,197.91799999999998,"LINESTRING (8.3847999 50.6025803, 8.3848734 50.6029375, 8.3849503 50.6031362, 8.3850103 50.6032339, 8.3850409 50.603278, 8.3850627 50.6032999, 8.3850823 50.6033179, 8.3851316 50.6033372, 8.3851843 50.6033471, 8.3858133 50.6033986, 8.3864102 50.6035109, 8.3866213 50.6035662)",Schöne Aussicht,,,
28388741,,,residential,,,False,True,43.337,"LINESTRING (8.3841216 50.6022131, 8.3845078 50.6025161)",Kirchberg,,,
28388741,,,residential,,,False,False,162.46300000000002,"LINESTRING (8.3841216 50.6022131, 8.3839973 50.6021246, 8.3838145 50.6019924, 8.3835302 50.6017056, 8.3832598 50.6015511, 8.3832138 50.60151, 8.3831905 50.6014809, 8.3831764 50.6014527, 8.3831637 50.601425, 8.3831701 50.6013886, 8.3831823 50.6013655, 8.3832104 50.6013448, 8.3833401 50.6012926, 8.3836988 50.6011483)",Kirchberg,,,
"[28388750, 28388751]",,,residential,,,False,False,256.767,"LINESTRING (8.3841216 50.6022131, 8.3842248 50.6021646, 8.3843371 50.6021251, 8.384428 50.6021017, 8.3845705 50.6020854, 8.3854156 50.6021578, 8.3861828 50.6022104, 8.3870906 50.6021954, 8.3872064 50.6021773, 8.387442 50.601907)",Ihringstraße,,,
28388748,,,residential,,,False,False,250.242,"LINESTRING (8.3888838 50.6023318, 8.3884829 50.602373, 8.3881737 50.6024025, 8.3880205 50.6024152, 8.3873197 50.6024725, 8.3862227 50.6025248, 8.3853583 50.6025558)",Feldstraße,,,
28388757,,,residential,,,False,True,87.598,"LINESTRING (8.3888838 50.6023318, 8.388898 50.6023889, 8.3886543 50.6031023)",Schieferseite,,,
1071692971,,,residential,,,False,False,39.503,"LINESTRING (8.3853583 50.6025558, 8.3847999 50.6025803)",Kirchberg,,,
28388748,,,residential,,,False,True,250.242,"LINESTRING (8.3853583 50.6025558, 8.3862227 50.6025248, 8.3873197 50.6024725, 8.3880205 50.6024152, 8.3881737 50.6024025, 8.3884829 50.602373, 8.3888838 50.6023318)",Feldstraße,,,
28388755,,,residential,,,False,False,55.749,"LINESTRING (8.3853583 50.6025558, 8.3853597 50.6025951, 8.3853924 50.6026321, 8.3854312 50.6026555, 8.3858883 50.6029096)",Bechlinger Weg,,,
28388753,,,residential,,,False,False,136.50300000000001,"LINESTRING (8.3866213 50.6035662, 8.387407 50.603905, 8.3877122 50.6040648, 8.3878044 50.6041088, 8.3878836 50.604148, 8.387927 50.6041808, 8.3879734 50.6042284, 8.3880084 50.6042801, 8.3880366 50.6043597)",Schöne Aussicht,,,
28388753,,,residential,,,False,True,197.918,"LINESTRING (8.3866213 50.6035662, 8.3864102 50.6035109, 8.3858133 50.6033986, 8.3851843 50.6033471, 8.3851316 50.6033372, 8.3850823 50.6033179, 8.3850627 50.6032999, 8.3850409 50.603278, 8.3850103 50.6032339, 8.3849503 50.6031362, 8.3848734 50.6029375, 8.3847999 50.6025803)",Schöne Aussicht,,,
28388755,,,residential,,,False,True,15.533999999999999,"LINESTRING (8.3866213 50.6035662, 8.3866138 50.6035257, 8.3866262 50.6034706, 8.3866588 50.6034326)",Bechlinger Weg,,,
28388753,,,residential,,,False,True,136.503,"LINESTRING (8.3880366 50.6043597, 8.3880084 50.6042801, 8.3879734 50.6042284, 8.387927 50.6041808, 8.3878836 50.604148, 8.3878044 50.6041088, 8.3877122 50.6040648, 8.387407 50.603905, 8.3866213 50.6035662)",Schöne Aussicht,,,
28388755,,,residential,,,False,False,80.937,"LINESTRING (8.3858883 50.6029096, 8.3865046 50.6033881, 8.3865803 50.6034223, 8.3866588 50.6034326)",Bechlinger Weg,,,
28388755,,,residential,,,False,True,55.749,"LINESTRING (8.3858883 50.6029096, 8.3854312 50.6026555, 8.3853924 50.6026321, 8.3853597 50.6025951, 8.3853583 50.6025558)",Bechlinger Weg,,,
28388759,,,residential,,,False,False,130.275,"LINESTRING (8.3858883 50.6029096, 8.3859343 50.6028823, 8.386006 50.6028676, 8.3873414 50.6028136, 8.3875473 50.6028128, 8.3875671 50.6028881, 8.3875742 50.6029152)",Mittelweg,,,
28388756,,,residential,,,False,True,145.819,"LINESTRING (8.3886543 50.6031023, 8.3870655 50.603334, 8.3867329 50.6034084, 8.3866588 50.6034326)",Schieferseite,,,
28388757,,,residential,,,False,False,87.598,"LINESTRING (8.3886543 50.6031023, 8.388898 50.6023889, 8.3888838 50.6023318)",Schieferseite,,,
28388766,,,residential,,,False,True,26.28,"LINESTRING (8.3876119 50.6000866, 8.3877768 50.6002985)",Dillblick,,,
28388766,,,residential,,,False,False,57.688,"LINESTRING (8.3881073 50.600773, 8.3877768 50.6002985)",Dillblick,,,
28388779,,,residential,,,False,True,238.21400000000003,"LINESTRING (8.3881073 50.600773, 8.3873514 50.6010145, 8.3872516 50.6010794, 8.387221 50.6011177, 8.3871986 50.6011591, 8.387189 50.601213, 8.3872002 50.6012607, 8.3872256 50.6013046, 8.3873068 50.6014158, 8.3873421 50.6014563, 8.387403 50.6014951, 8.38751 50.6015242, 8.3876124 50.6015326, 8.3884794 50.6015827, 8.3888188 50.6016005, 8.388878 50.6016135, 8.3889498 50.6016399, 8.3890183 50.6016725)",Hessenring,,,
190427187,,,residential,,,False,False,99.733,"LINESTRING (8.3881073 50.600773, 8.3884243 50.6011981, 8.38845 50.6012226, 8.3884758 50.6012347, 8.388527 50.6012406, 8.389067 50.6012673)",Zehnetfrei,,,
30844041,,,residential,,,False,False,13.38,"LINESTRING (8.389067 50.6012673, 8.3890554 50.6013874)",Zehnetfrei,,,
30844041,,,residential,,,False,True,30.442,"LINESTRING (8.389067 50.6012673, 8.3893018 50.6012751, 8.3892926 50.6013995)",Zehnetfrei,,,
677691829,,,residential,,,False,False,21.676000000000002,"LINESTRING (8.389067 50.6012673, 8.3891813 50.6013373, 8.3892926 50.6013995)",Zehnetfrei,,,
190427187,,,residential,,,False,True,99.733,"LINESTRING (8.389067 50.6012673, 8.388527 50.6012406, 8.3884758 50.6012347, 8.38845 50.6012226, 8.3884243 50.6011981, 8.3881073 50.600773)",Zehnetfrei,,,
190427186,,,residential,,,False,True,29.994,"LINESTRING (8.3890183 50.6016725, 8.3889939 50.6019418)",Hessenring,,,
678603239,,,residential,,,False,True,31.81,"LINESTRING (8.3890183 50.6016725, 8.3890554 50.6013874)",Zehnetfrei,,,
28388779,,,residential,,,False,False,238.214,"LINESTRING (8.3890183 50.6016725, 8.3889498 50.6016399, 8.388878 50.6016135, 8.3888188 50.6016005, 8.3884794 50.6015827, 8.3876124 50.6015326, 8.38751 50.6015242, 8.387403 50.6014951, 8.3873421 50.6014563, 8.3873068 50.6014158, 8.3872256 50.6013046, 8.3872002 50.6012607, 8.387189 50.601213, 8.3871986 50.6011591, 8.387221 50.6011177, 8.3872516 50.6010794, 8.3873514 50.6010145, 8.3881073 50.600773)",Hessenring,,,
30844042,,,residential,,,False,True,16.795,"LINESTRING (8.3892926 50.6013995, 8.3890554 50.6013874)",Zehnetfrei,,,
30844041,,,residential,,,False,False,30.442,"LINESTRING (8.3892926 50.6013995, 8.3893018 50.6012751, 8.389067 50.6012673)",Zehnetfrei,,,
677691829,,,residential,,,False,True,21.676000000000002,"LINESTRING (8.3892926 50.6013995, 8.3891813 50.6013373, 8.389067 50.6012673)",Zehnetfrei,,,
28388766,,,residential,,,False,False,26.28,"LINESTRING (8.3877768 50.6002985, 8.3876119 50.6000866)",Dillblick,,,
28388766,,,residential,,,False,True,57.688,"LINESTRING (8.3877768 50.6002985, 8.3881073 50.600773)",Dillblick,,,
"[740724311, 29091503]",,,residential,30,,True,False,298.0520000000001,"LINESTRING (8.3756119 50.6033279, 8.3758285 50.6032471, 8.3767795 50.6027888, 8.3772231 50.6025833, 8.378081 50.6021918, 8.3784329 50.6020392, 8.3788936 50.6017914, 8.3790037 50.6017345)",Lempstraße,,,
"[217653880, 679271175]",2,,residential,"['50', '30']",,False,True,44.518,"LINESTRING (8.3756119 50.6033279, 8.3756981 50.6034857, 8.3757518 50.6036107, 8.375782 50.6037127)",Neustadt-Straße,,,
"[217653880, 679271175]",2,,residential,"['50', '30']",,False,False,44.518,"LINESTRING (8.375782 50.6037127, 8.3757518 50.6036107, 8.3756981 50.6034857, 8.3756119 50.6033279)",Neustadt-Straße,,,
217653880,2,,residential,50,,False,True,16.549,"LINESTRING (8.375782 50.6037127, 8.3757947 50.6037925, 8.3758034 50.6038609)",Neustadt-Straße,,,
29091505,,,residential,30,,True,False,346.06999999999994,"LINESTRING (8.3758034 50.6038609, 8.3759346 50.6038526, 8.3759704 50.6038418, 8.376006 50.6038311, 8.3765866 50.6035709, 8.3779686 50.6029893, 8.3783944 50.6027963, 8.3787047 50.6026647, 8.3798814 50.6021519)",Dr.-Hermann-Huttel-Straße,,,
217653880,2,,residential,50,,False,False,16.549,"LINESTRING (8.3758034 50.6038609, 8.3757947 50.6037925, 8.375782 50.6037127)",Neustadt-Straße,,,
217653880,2,,residential,50,,False,True,59.817,"LINESTRING (8.3758034 50.6038609, 8.3757917 50.6039128, 8.3757274 50.6040777, 8.3757136 50.6041502, 8.3757307 50.604218, 8.3757701 50.6042788, 8.3758671 50.6043678)",Neustadt-Straße,,,
24625663,,,residential,30,,False,False,100.376,"LINESTRING (8.3812697 50.6017627, 8.3812098 50.6008608)",Austraße,,,
24625663,,,residential,30,,False,True,19.398,"LINESTRING (8.3812697 50.6017627, 8.3812781 50.6018797, 8.3812842 50.6019369)",Austraße,,,
