osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction
61411700,D 788,Rue Verte,tertiary,False,False,64.031,"LINESTRING (7.6749263 48.4479091, 7.6748227 48.4479705, 7.6747294 48.4480813, 7.6744546 48.448388)",,,
"[61411826, 61411700, 61411701]",D 788,"['Rue Verte', 'Rue Zoll']",tertiary,False,True,103.314,"LINESTRING (7.6749263 48.4479091, 7.6750316 48.4478824, 7.6751972 48.4478716, 7.6754836 48.4478816, 7.6756137 48.4478837, 7.6757259 48.4478686, 7.6762752 48.4477254)",yes,,
68606012,,Rue de l'Église,residential,False,False,176.85,"LINESTRING (7.6749263 48.4479091, 7.6748157 48.4478405, 7.6745805 48.4477681, 7.6744186 48.4477322, 7.6739907 48.4475934, 7.6738447 48.4475818, 7.6733473 48.4476009, 7.6731088 48.4476223, 7.6728037 48.4477199, 7.6727103 48.4477648)",,,
61411700,D 788,Rue Verte,tertiary,False,False,124.643,"LINESTRING (7.6744546 48.448388, 7.6743621 48.4484956, 7.6736994 48.4492092, 7.6736217 48.4492697, 7.6735255 48.4493171)",,,
61411700,D 788,Rue Verte,tertiary,False,True,64.031,"LINESTRING (7.6744546 48.448388, 7.6747294 48.4480813, 7.6748227 48.4479705, 7.6749263 48.4479091)",,,
68606018,,Rue du Foyer,residential,False,False,114.375,"LINESTRING (7.6744546 48.448388, 7.6743401 48.4483858, 7.6741935 48.448394, 7.6740368 48.4483877, 7.6737948 48.4483432, 7.6731131 48.4481311, 7.6730018 48.4480892)",,,
61411700,D 788,Rue Verte,tertiary,False,True,124.643,"LINESTRING (7.6735255 48.4493171, 7.6736217 48.4492697, 7.6736994 48.4492092, 7.6743621 48.4484956, 7.6744546 48.448388)",,,
67901366,D 788,Rue des Forgerons,tertiary,False,False,41.042,"LINESTRING (7.6735255 48.4493171, 7.6734526 48.449332, 7.6733802 48.4493266, 7.6730892 48.4492484, 7.6730027 48.4492251)",,,
68088825,,Rue du Maire Reibel,residential,False,False,96.447,"LINESTRING (7.6735255 48.4493171, 7.673568 48.4493653, 7.6736112 48.4494218, 7.673675 48.4494747, 7.6744181 48.4499438)",,,
67901366,D 788,Rue des Forgerons,tertiary,False,False,42.582,"LINESTRING (7.6730027 48.4492251, 7.6724635 48.4490882)",,,
67901366,D 788,Rue des Forgerons,tertiary,False,True,41.041999999999994,"LINESTRING (7.6730027 48.4492251, 7.6730892 48.4492484, 7.6733802 48.4493266, 7.6734526 48.449332, 7.6735255 48.4493171)",,,
68606000,,Rue des Serruriers,residential,False,True,128.71200000000002,"LINESTRING (7.6730027 48.4492251, 7.6730298 48.4491486, 7.6731316 48.4488608, 7.6731276 48.4487103, 7.6729734 48.4481789, 7.6730018 48.4480892)",,,
67901366,D 788,Rue des Forgerons,tertiary,False,True,4.489,"LINESTRING (7.6700444 48.4486937, 7.6701052 48.4486955)",,,
"[67901353, 372356220]",D 788,Rue du Maréchal Leclerc,tertiary,False,False,212.86700000000002,"LINESTRING (7.6700444 48.4486937, 7.6678246 48.4486052, 7.667727 48.4486018, 7.6674386 48.4485954, 7.6671626 48.4485919)",,,
68088810,,Rue de Hipsheim,living_street,False,False,397.983,"LINESTRING (7.6700444 48.4486937, 7.6698785 48.4496543, 7.6697408 48.4505798, 7.6697562 48.4511376, 7.6695939 48.4522568)",,20,
220332320,D 788,Rue du Ried,tertiary,False,True,82.326,"LINESTRING (7.6781214 48.4472605, 7.6792047 48.4470821)",,,
67901371,,Rue des Lilas,residential,False,True,76.26599999999999,"LINESTRING (7.6781214 48.4472605, 7.6780994 48.447206, 7.6779065 48.4467229, 7.677885 48.4466597, 7.6778862 48.4465948)",,,
"[61411826, 61411827, 220332318]",D 788,"['Rue du Ried', 'Rue Zoll']",tertiary,False,False,98.053,"LINESTRING (7.6781214 48.4472605, 7.6773461 48.4474476, 7.6769095 48.4475614, 7.6768766 48.4475699)",yes,,
67901425,,Rue des Bleuets,residential,False,False,57.762,"LINESTRING (7.6778862 48.4465948, 7.6771157 48.4465019)",,,
