osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access
13209155,2,B 93,Neustädtler Straße,primary,50,False,False,28.22,"LINESTRING (12.6392064 50.5920876, 12.6393494 50.5918506)",,
43302069,2,B 93,Magazinstraße,primary,50,False,True,29.984,"LINESTRING (12.6392064 50.5920876, 12.6390536 50.5923392)",,
20204579,,,Neustädtler Straße,residential,50,False,True,42.453,"LINESTRING (12.6392064 50.5920876, 12.639229 50.5921302, 12.6392731 50.5921748, 12.6393272 50.5922167, 12.6394051 50.5922737, 12.6394774 50.5923288, 12.6395351 50.5924031)",,
"[952653810, 29237541]",,,Seminarstraße,residential,50,False,False,95.933,"LINESTRING (12.6362255 50.5987009, 12.6363653 50.5985708, 12.6364146 50.5985264, 12.6365407 50.5983878, 12.6367989 50.5980589, 12.6368985 50.5979529)",,
"[310463513, 1250857919]",,,Seminarstraße,residential,50,False,True,74.53200000000001,"LINESTRING (12.6362255 50.5987009, 12.6360962 50.5988298, 12.6358383 50.5990741, 12.6358054 50.5991058, 12.6356448 50.5992607)",,
20202402,,,Grundstraße,residential,,False,False,20.162,"LINESTRING (12.6395497 50.5915924, 12.6398159 50.5916581)",,
13209155,2,B 93,Neustädtler Straße,primary,50,False,True,32.007,"LINESTRING (12.6395497 50.5915924, 12.6394005 50.5917808, 12.6393494 50.5918506)",,
"[256314848, 964983051]",2,B 93,Neustädtler Straße,primary,50,False,False,71.212,"LINESTRING (12.6395497 50.5915924, 12.6397125 50.5913925, 12.639738 50.5913586, 12.6400162 50.5910246)",,
20202402,,,Grundstraße,residential,,False,True,20.162,"LINESTRING (12.6398159 50.5916581, 12.6395497 50.5915924)",,
256314847,,,Grundstraße,residential,,False,False,119.02099999999999,"LINESTRING (12.6398159 50.5916581, 12.6398944 50.5916058, 12.6401085 50.5914278, 12.6402765 50.5913069, 12.6404902 50.5911785, 12.6409418 50.5909497, 12.6409929 50.5909)",,
34111253,,,Bachstraße,residential,,False,True,19.477,"LINESTRING (12.6409929 50.5909, 12.6412548 50.5908449)",,
256314847,,,Grundstraße,residential,,False,True,119.021,"LINESTRING (12.6409929 50.5909, 12.6409418 50.5909497, 12.6404902 50.5911785, 12.6402765 50.5913069, 12.6401085 50.5914278, 12.6398944 50.5916058, 12.6398159 50.5916581)",,
47189647,,,Webergasse,residential,,False,True,133.34,"LINESTRING (12.6449934 50.5918867, 12.645233 50.5920936, 12.6454187 50.5922305, 12.6454561 50.5922973, 12.6455371 50.5924813, 12.6455918 50.5925917, 12.6456459 50.5926975, 12.6456721 50.5927716, 12.645691 50.5928413, 12.6456831 50.5929248, 12.6456594 50.5929645)",,
60500317,,,Webergasse,residential,,False,False,151.37699999999998,"LINESTRING (12.6449934 50.5918867, 12.6446535 50.5916728, 12.6441193 50.59134, 12.6440135 50.5912904, 12.6439072 50.5912548, 12.6437877 50.5912365, 12.6436612 50.5912356, 12.6435169 50.5912495, 12.6433104 50.5912575, 12.6432519 50.591273)",,
