osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,bridge,width
"[868811673, 646322827, 646322828]",Filsstraße,residential,False,False,29.293,,"LINESTRING (9.6244979 48.5624012, 9.6245156 48.5623693, 9.624576 48.5622663, 9.6246379 48.5621546)",,,yes,
229213315,Sommerbergstraße,residential,False,True,78.649,30,"LINESTRING (9.6277758 48.5645395, 9.6285425 48.5650323)",,,,
"[27009075, 966969244, 966969245]",Bahnhofstraße,residential,False,True,117.648,30,"LINESTRING (9.6277758 48.5645395, 9.6279207 48.5644035, 9.6279657 48.5643626, 9.6281071 48.56423, 9.6283436 48.5640099, 9.6287009 48.5636766)",,,yes,
"[1044492571, 73491943]",Sommerbergstraße,residential,False,True,125.086,30,"LINESTRING (9.6277758 48.5645395, 9.6272566 48.5642078, 9.6268164 48.563886, 9.6267561 48.5638419, 9.6266257 48.5637146)",,,,
"[4443638, 518917398]",Westerheimer Straße,secondary,False,False,222.17799999999997,50,"LINESTRING (9.6264347 48.5609864, 9.6264751 48.5609441, 9.6267593 48.5606252, 9.6269631 48.5603492, 9.6271931 48.5599388, 9.627299 48.5597026, 9.6273136 48.5596099, 9.6272786 48.5593594, 9.6272759 48.5592419, 9.6273 48.5591187)",,L 1236,,
4443638,Westerheimer Straße,secondary,False,True,46.623,50,"LINESTRING (9.6264347 48.5609864, 9.6263234 48.5611281, 9.6262191 48.5612496, 9.626106 48.5613432)",,L 1236,,
26698989,Seltelstraße,residential,False,False,43.206999999999994,30,"LINESTRING (9.6264347 48.5609864, 9.6262348 48.5609117, 9.626207 48.5608605, 9.6262077 48.5608244, 9.6262539 48.5606815)",,,,
26698989,Seltelstraße,residential,False,False,53.842000000000006,30,"LINESTRING (9.6262539 48.5606815, 9.6263027 48.5605035, 9.6263859 48.5602809, 9.6264189 48.5602102)",,,,
26698989,Seltelstraße,residential,False,True,43.206999999999994,30,"LINESTRING (9.6262539 48.5606815, 9.6262077 48.5608244, 9.626207 48.5608605, 9.6262348 48.5609117, 9.6264347 48.5609864)",,,,
35139964,Gießbachstraße,residential,False,False,31.512,30,"LINESTRING (9.6262539 48.5606815, 9.6261169 48.560632, 9.6258606 48.5605715)",,,,
35139964,Gießbachstraße,residential,False,True,180.78,30,"LINESTRING (9.6236588 48.5611685, 9.6239983 48.5610451, 9.6244094 48.5608624, 9.6246349 48.5607228, 9.6249279 48.5606418, 9.6253269 48.5605706, 9.6256476 48.560562, 9.6258606 48.5605715)",,,,
"[941040095, 966969247]",Seestraße,residential,False,True,50.946,30,"LINESTRING (9.6236588 48.5611685, 9.6236831 48.5612122, 9.6236975 48.5612604, 9.6237251 48.5613496, 9.6237508 48.5614611, 9.6237458 48.5616197)",,,yes,
4443638,Westerheimer Straße,secondary,False,False,33.274,50,"LINESTRING (9.6256843 48.561443, 9.6258979 48.5613926, 9.6260483 48.5613712, 9.626106 48.5613432)",,L 1236,,
4443638,Westerheimer Straße,secondary,False,True,38.149,50,"LINESTRING (9.6256843 48.561443, 9.6256183 48.5614757, 9.6255641 48.5615026, 9.6254685 48.5615674, 9.6253248 48.5616874)",,L 1236,,
35900945,Waisengasse,residential,False,False,89.805,,"LINESTRING (9.6256843 48.561443, 9.6256544 48.561364, 9.6257233 48.5611271, 9.6257047 48.5610807, 9.6256572 48.5610602, 9.6255301 48.5610522, 9.6250559 48.5610781)",,,,
35900895,Sommerbergstraße,residential,False,False,42.116,30,"LINESTRING (9.6295278 48.5658112, 9.6296025 48.5657976, 9.6297005 48.5658137, 9.6299825 48.5659957)",,,,
229213315,Sommerbergstraße,residential,False,False,113.73299999999999,30,"LINESTRING (9.6295278 48.5658112, 9.6294756 48.5657236, 9.6293863 48.5656322, 9.6291799 48.5654747, 9.6291225 48.5654309, 9.6285753 48.5650549, 9.6285425 48.5650323)",,,,
229213315,Sommerbergstraße,residential,False,False,78.649,30,"LINESTRING (9.6285425 48.5650323, 9.6277758 48.5645395)",,,,
229213315,Sommerbergstraße,residential,False,True,113.733,30,"LINESTRING (9.6285425 48.5650323, 9.6285753 48.5650549, 9.6291225 48.5654309, 9.6291799 48.5654747, 9.6293863 48.5656322, 9.6294756 48.5657236, 9.6295278 48.5658112)",,,,
"[26980488, 163506960, 163506967]",Leonhardsweg,residential,False,False,99.336,,"LINESTRING (9.6266257 48.5637146, 9.6266818 48.56343, 9.626728 48.5633202, 9.6267375 48.5632422, 9.6271883 48.562955)",,,yes,
"[1044492571, 73491943]",Sommerbergstraße,residential,False,False,125.08599999999998,30,"LINESTRING (9.6266257 48.5637146, 9.6267561 48.5638419, 9.6268164 48.563886, 9.6272566 48.5642078, 9.6277758 48.5645395)",,,,
73491943,Sommerbergstraße,residential,False,True,215.12300000000002,30,"LINESTRING (9.6266257 48.5637146, 9.6262002 48.5634249, 9.6257072 48.5631148, 9.6255346 48.5629598, 9.6253308 48.562824, 9.6250304 48.5626474, 9.6247894 48.5625201, 9.6244979 48.5624012)",,,,
"[27009075, 966969244, 966969245]",Bahnhofstraße,residential,False,False,117.64800000000001,30,"LINESTRING (9.6287009 48.5636766, 9.6283436 48.5640099, 9.6281071 48.56423, 9.6279657 48.5643626, 9.6279207 48.5644035, 9.6277758 48.5645395)",,,yes,
1044492572,Hauptstraße,secondary,False,False,61.29,50,"LINESTRING (9.6287009 48.5636766, 9.6285806 48.5636295, 9.6284115 48.5635615, 9.6279837 48.5633964)",,L 1200,,
26698989,Seltelstraße,residential,False,True,147.37300000000002,30,"LINESTRING (9.6261662 48.5590255, 9.6266561 48.5594617, 9.6266972 48.5595486, 9.6266947 48.5596527, 9.626648 48.5597459, 9.6265252 48.559982, 9.6264189 48.5602102)",,,,
941040096,Gießbachstraße,residential,False,True,177.382,30,"LINESTRING (9.6261662 48.5590255, 9.6261035 48.5591033, 9.6259949 48.5593838, 9.6258929 48.5596024, 9.6257744 48.5598031, 9.6257565 48.5599579, 9.6257699 48.5600553, 9.6258022 48.5603378, 9.6258606 48.5605715)",,,,
35139964,Gießbachstraße,residential,False,False,180.77999999999997,30,"LINESTRING (9.6258606 48.5605715, 9.6256476 48.560562, 9.6253269 48.5605706, 9.6249279 48.5606418, 9.6246349 48.5607228, 9.6244094 48.5608624, 9.6239983 48.5610451, 9.6236588 48.5611685)",,,,
35139964,Gießbachstraße,residential,False,True,31.512,30,"LINESTRING (9.6258606 48.5605715, 9.6261169 48.560632, 9.6262539 48.5606815)",,,,
941040096,Gießbachstraße,residential,False,False,177.382,30,"LINESTRING (9.6258606 48.5605715, 9.6258022 48.5603378, 9.6257699 48.5600553, 9.6257565 48.5599579, 9.6257744 48.5598031, 9.6258929 48.5596024, 9.6259949 48.5593838, 9.6261035 48.5591033, 9.6261662 48.5590255)",,,,
35139968,Grabenstraße,residential,False,False,115.482,,"LINESTRING (9.6279837 48.5633964, 9.6281093 48.563204, 9.6281519 48.5631148, 9.6280646 48.5630296, 9.6279953 48.5629556, 9.6279126 48.562868, 9.627793 48.5627575, 9.6276878 48.5626557, 9.6274596 48.5625526)",,,,
"[171663252, 1044492572]",Hauptstraße,secondary,False,False,76.446,50,"LINESTRING (9.6279837 48.5633964, 9.6278534 48.563329, 9.6275165 48.5631546, 9.6271883 48.562955)",,L 1200,,
1044492572,Hauptstraße,secondary,False,True,61.29,50,"LINESTRING (9.6279837 48.5633964, 9.6284115 48.5635615, 9.6285806 48.5636295, 9.6287009 48.5636766)",,L 1200,,
35139972,Hirschgasse,residential,False,True,46.498,,"LINESTRING (9.6274596 48.5625526, 9.6270725 48.5628831)",,,,
35139968,Grabenstraße,residential,False,False,36.568,,"LINESTRING (9.6274596 48.5625526, 9.6272692 48.5624318, 9.627117 48.5623149)",,,,
35139968,Grabenstraße,residential,False,True,115.482,,"LINESTRING (9.6274596 48.5625526, 9.6276878 48.5626557, 9.627793 48.5627575, 9.6279126 48.562868, 9.6279953 48.5629556, 9.6280646 48.5630296, 9.6281519 48.5631148, 9.6281093 48.563204, 9.6279837 48.5633964)",,,,
366777779,Schmiedgasse,residential,False,True,50.6,,"LINESTRING (9.627117 48.5623149, 9.626802 48.5627194)",,,,
35139968,Grabenstraße,residential,False,False,37.655,,"LINESTRING (9.627117 48.5623149, 9.6269446 48.5622338, 9.6267757 48.5622037, 9.6267123 48.5622752)",,,,
35139968,Grabenstraße,residential,False,True,36.568,,"LINESTRING (9.627117 48.5623149, 9.6272692 48.5624318, 9.6274596 48.5625526)",,,,
35139970,Kirchgasse,residential,False,False,34.245,,"LINESTRING (9.6267123 48.5622752, 9.626477 48.5625409)",,,,
35139968,Grabenstraße,residential,False,True,37.655,,"LINESTRING (9.6267123 48.5622752, 9.6267757 48.5622037, 9.6269446 48.5622338, 9.627117 48.5623149)",,,,
646449291,Kirchgasse,residential,False,False,64.41499999999999,,"LINESTRING (9.6267123 48.5622752, 9.6262516 48.5621512, 9.6261445 48.5622659, 9.6260863 48.5623746)",,,,
35139970,Kirchgasse,residential,False,True,34.245,,"LINESTRING (9.626477 48.5625409, 9.6267123 48.5622752)",,,,
171663252,Hauptstraße,secondary,False,True,31.08,50,"LINESTRING (9.626477 48.5625409, 9.626802 48.5627194)",,L 1200,,
1096150878,Hauptstraße,secondary,False,False,34.188,30,"LINESTRING (9.626477 48.5625409, 9.6262807 48.5624549, 9.6260863 48.5623746)",,L 1200,,
646449291,Kirchgasse,residential,False,True,64.41499999999999,,"LINESTRING (9.6260863 48.5623746, 9.6261445 48.5622659, 9.6262516 48.5621512, 9.6267123 48.5622752)",,,,
"[831775081, 1096150878, 1013266127]",Hauptstraße,secondary,False,False,69.788,30,"LINESTRING (9.6260863 48.5623746, 9.6257696 48.562261, 9.6257213 48.5622437, 9.6254843 48.5621628, 9.6254029 48.5621257, 9.6253477 48.5621005, 9.6252794 48.5620516)",,L 1200,,
1096150878,Hauptstraße,secondary,False,True,34.188,30,"LINESTRING (9.6260863 48.5623746, 9.6262807 48.5624549, 9.626477 48.5625409)",,L 1200,,
35139972,Hirschgasse,residential,False,False,46.498,,"LINESTRING (9.6270725 48.5628831, 9.6274596 48.5625526)",,,,
171663252,Hauptstraße,secondary,False,False,26.974,50,"LINESTRING (9.6270725 48.5628831, 9.626802 48.5627194)",,L 1200,,
171663252,Hauptstraße,secondary,False,True,11.685,50,"LINESTRING (9.6270725 48.5628831, 9.6271883 48.562955)",,L 1200,,
"[83188952, 35775889, 536685174, 676664718]","['Schakentalstraße', 'Malakoffstraße']","['residential', 'living_street']",False,"[False, True]",367.28799999999995,,"LINESTRING (9.6280449 48.5615957, 9.627961 48.5615448, 9.6279564 48.5615352, 9.6279043 48.561426, 9.6278757 48.5613339, 9.6278584 48.5612311, 9.6278391 48.5611162, 9.6278369 48.5610473, 9.6278761 48.5604835, 9.6279068 48.5599871, 9.6279084 48.5598077, 9.6278997 48.5596518, 9.6278966 48.5595195, 9.6278801 48.5594239, 9.6278599 48.5591456, 9.6278746 48.5589647, 9.6278525 48.5588702, 9.6277955 48.5588283, 9.627711 48.5588138, 9.6276195 48.5588281, 9.6275407 48.5588636, 9.6274237 48.5590027, 9.6273 48.5591187)",,,,
"[83188952, 35775889, 676664718, 536685174]","['Schakentalstraße', 'Malakoffstraße']","['living_street', 'residential']",False,"[False, True]",367.288,,"LINESTRING (9.6273 48.5591187, 9.6274237 48.5590027, 9.6275407 48.5588636, 9.6276195 48.5588281, 9.627711 48.5588138, 9.6277955 48.5588283, 9.6278525 48.5588702, 9.6278746 48.5589647, 9.6278599 48.5591456, 9.6278801 48.5594239, 9.6278966 48.5595195, 9.6278997 48.5596518, 9.6279084 48.5598077, 9.6279068 48.5599871, 9.6278761 48.5604835, 9.6278369 48.5610473, 9.6278391 48.5611162, 9.6278584 48.5612311, 9.6278757 48.5613339, 9.6279043 48.561426, 9.6279564 48.5615352, 9.627961 48.5615448, 9.6280449 48.5615957)",,,,
"[4443638, 518917398]",Westerheimer Straße,secondary,False,True,222.17799999999997,50,"LINESTRING (9.6273 48.5591187, 9.6272759 48.5592419, 9.6272786 48.5593594, 9.6273136 48.5596099, 9.627299 48.5597026, 9.6271931 48.5599388, 9.6269631 48.5603492, 9.6267593 48.5606252, 9.6264751 48.5609441, 9.6264347 48.5609864)",,L 1236,,
35900895,Sommerbergstraße,residential,False,True,42.116,30,"LINESTRING (9.6299825 48.5659957, 9.6297005 48.5658137, 9.6296025 48.5657976, 9.6295278 48.5658112)",,,,
35900945,Waisengasse,residential,False,False,69.565,,"LINESTRING (9.6250559 48.5610781, 9.6247624 48.5610758, 9.6245525 48.5610929, 9.6244527 48.5611234, 9.6243577 48.5613328)",,,,
35900945,Waisengasse,residential,False,True,89.80499999999999,,"LINESTRING (9.6250559 48.5610781, 9.6255301 48.5610522, 9.6256572 48.5610602, 9.6257047 48.5610807, 9.6257233 48.5611271, 9.6256544 48.561364, 9.6256843 48.561443)",,,,
163618560,Lammgasse,residential,False,False,53.792,,"LINESTRING (9.6250559 48.5610781, 9.6251247 48.5614705, 9.6250873 48.5615557)",,,,
163618560,Lammgasse,residential,False,False,14.681,,"LINESTRING (9.6250873 48.5615557, 9.6250912 48.5616877)",,,,
37178313,Schlossergasse,residential,False,False,60.733000000000004,,"LINESTRING (9.6250873 48.5615557, 9.6249877 48.5615454, 9.6247377 48.5614634, 9.6246906 48.5614109, 9.6243577 48.5613328)",,,,
163618560,Lammgasse,residential,False,True,53.792,,"LINESTRING (9.6250873 48.5615557, 9.6251247 48.5614705, 9.6250559 48.5610781)",,,,
163618560,Lammgasse,residential,False,True,14.681,,"LINESTRING (9.6250912 48.5616877, 9.6250873 48.5615557)",,,,
163618563,Spitalgasse,residential,False,False,17.191,,"LINESTRING (9.6250912 48.5616877, 9.6253248 48.5616874)",,,,
37526713,Spitalgasse,residential,True,False,36.632999999999996,,"LINESTRING (9.6250912 48.5616877, 9.6247775 48.5616973, 9.6246008 48.5617307)",,,,3
163618563,Spitalgasse,residential,False,True,17.191,,"LINESTRING (9.6253248 48.5616874, 9.6250912 48.5616877)",,,,
4443638,Westerheimer Straße,secondary,False,False,38.149,50,"LINESTRING (9.6253248 48.5616874, 9.6254685 48.5615674, 9.6255641 48.5615026, 9.6256183 48.5614757, 9.6256843 48.561443)",,L 1236,,
4443638,Westerheimer Straße,secondary,False,True,40.888999999999996,50,"LINESTRING (9.6253248 48.5616874, 9.6253118 48.5618558, 9.6252874 48.5619177, 9.62527 48.5619892, 9.6252794 48.5620516)",,L 1236,,
366777780,Im Gräble,residential,False,False,31.466,,"LINESTRING (9.6261831 48.5616071, 9.6262101 48.5614871, 9.6261938 48.5614365, 9.626106 48.5613432)",,,,
4443638,Westerheimer Straße,secondary,False,False,46.623000000000005,50,"LINESTRING (9.626106 48.5613432, 9.6262191 48.5612496, 9.6263234 48.5611281, 9.6264347 48.5609864)",,L 1236,,
4443638,Westerheimer Straße,secondary,False,True,33.274,50,"LINESTRING (9.626106 48.5613432, 9.6260483 48.5613712, 9.6258979 48.5613926, 9.6256843 48.561443)",,L 1236,,
366777780,Im Gräble,residential,False,True,31.466,,"LINESTRING (9.626106 48.5613432, 9.6261938 48.5614365, 9.6262101 48.5614871, 9.6261831 48.5616071)",,,,
35900945,Waisengasse,residential,False,False,35.084,,"LINESTRING (9.6243577 48.5613328, 9.6242666 48.5616425)",,,,
35900945,Waisengasse,residential,False,True,69.565,,"LINESTRING (9.6243577 48.5613328, 9.6244527 48.5611234, 9.6245525 48.5610929, 9.6247624 48.5610758, 9.6250559 48.5610781)",,,,
37178313,Schlossergasse,residential,False,True,60.733,,"LINESTRING (9.6243577 48.5613328, 9.6246906 48.5614109, 9.6247377 48.5614634, 9.6249877 48.5615454, 9.6250873 48.5615557)",,,,
38742418,Hauptstraße,secondary,False,False,26.514,,"LINESTRING (9.6246008 48.5617307, 9.624464 48.561688, 9.6242666 48.5616425)",,L 1200,,
"[38742418, 1013266078]",Hauptstraße,secondary,False,True,63.778999999999996,,"LINESTRING (9.6246008 48.5617307, 9.624782 48.5618171, 9.624844 48.5618618, 9.6249398 48.5619309, 9.6250668 48.5620231, 9.6251757 48.5620527, 9.6252794 48.5620516)",,L 1200,,
204561992,Brunnenstraße,residential,False,False,34.81,,"LINESTRING (9.6264189 48.5602102, 9.6268602 48.5603229)",,,,
26698989,Seltelstraße,residential,False,False,147.373,30,"LINESTRING (9.6264189 48.5602102, 9.6265252 48.559982, 9.626648 48.5597459, 9.6266947 48.5596527, 9.6266972 48.5595486, 9.6266561 48.5594617, 9.6261662 48.5590255)",,,,
26698989,Seltelstraße,residential,False,True,53.842,30,"LINESTRING (9.6264189 48.5602102, 9.6263859 48.5602809, 9.6263027 48.5605035, 9.6262539 48.5606815)",,,,
171663252,Hauptstraße,secondary,False,False,31.08,50,"LINESTRING (9.626802 48.5627194, 9.626477 48.5625409)",,L 1200,,
171663252,Hauptstraße,secondary,False,True,26.974,50,"LINESTRING (9.626802 48.5627194, 9.6270725 48.5628831)",,L 1200,,
366777779,Schmiedgasse,residential,False,False,50.6,,"LINESTRING (9.626802 48.5627194, 9.627117 48.5623149)",,,,
38742418,Hauptstraße,secondary,False,True,19.918,,"LINESTRING (9.6240006 48.5616094, 9.6242666 48.5616425)",,L 1200,,
"[163618552, 38742418, 163618555]",Hauptstraße,secondary,False,False,19.327,,"LINESTRING (9.6240006 48.5616094, 9.6239818 48.561607, 9.6238605 48.5615947, 9.6237458 48.5616197)",2,L 1200,yes,
646077935,Filsstraße,residential,False,True,36.916000000000004,,"LINESTRING (9.6240006 48.5616094, 9.6239336 48.5618803, 9.623947 48.5619371)",,,,
646077935,Filsstraße,residential,False,False,36.916000000000004,,"LINESTRING (9.623947 48.5619371, 9.6239336 48.5618803, 9.6240006 48.5616094)",,,,
"[868811673, 646322827, 646322828]",Filsstraße,residential,False,True,29.293,,"LINESTRING (9.6246379 48.5621546, 9.624576 48.5622663, 9.6245156 48.5623693, 9.6244979 48.5624012)",,,yes,
204561992,Brunnenstraße,residential,False,True,34.81,,"LINESTRING (9.6268602 48.5603229, 9.6264189 48.5602102)",,,,
