osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,width
25434191,Dorotheenstraße,residential,False,True,38.565,,"LINESTRING (12.7508409 50.8567615, 12.7513549 50.856884)",,,
236446995,Helenenstraße,residential,False,False,41.983,50,"LINESTRING (12.7508409 50.8567615, 12.7511941 50.8570662)",,,
300222415,Querstraße,residential,False,False,103.01800000000001,,"LINESTRING (12.752903 50.8582667, 12.7524469 50.8588535, 12.7522966 50.8590521, 12.7522996 50.8591048)",,,
706778007,Querstraße,residential,False,True,124.413,,"LINESTRING (12.752903 50.8582667, 12.7533386 50.8577766, 12.753566 50.8575098, 12.7537088 50.8572724)",,,
1164411111,Helenenstraße,residential,True,False,255.70799999999997,20,"LINESTRING (12.752903 50.8582667, 12.7536131 50.8583122, 12.7547697 50.8583864, 12.7564303 50.8584992, 12.7565263 50.8585057)",,,
"[236446993, 25437892]",Helenenstraße,residential,True,False,298.29900000000004,20,"LINESTRING (12.7565263 50.8585057, 12.7566021 50.8585108, 12.7572096 50.8585514, 12.7576615 50.8585816, 12.7579284 50.8585995, 12.7580745 50.8586093, 12.7590378 50.8586693, 12.7592726 50.8586839, 12.7605299 50.8587622, 12.7606215 50.8587679, 12.7606799 50.8587772, 12.7607309 50.8588105)",,,
"[1028298987, 23804222]",Paul-Seydel-Straße,residential,False,False,91.231,20,"LINESTRING (12.7565263 50.8585057, 12.7564773 50.8588402, 12.7564371 50.8591148, 12.7564022 50.8593224)",,,
"[1069913090, 25432742]",Paul-Seydel-Straße,residential,False,True,145.70300000000003,,"LINESTRING (12.7565263 50.8585057, 12.7565993 50.8582023, 12.7566729 50.8581324, 12.7567544 50.8577253, 12.7567729 50.8576561, 12.7568838 50.8572831, 12.7569009 50.8572246)",,,
"[1028298987, 23804222]",Paul-Seydel-Straße,residential,False,True,91.231,20,"LINESTRING (12.7564022 50.8593224, 12.7564371 50.8591148, 12.7564773 50.8588402, 12.7565263 50.8585057)",,,
650233113,Paul-Seydel-Straße,residential,False,False,23.719,,"LINESTRING (12.7564022 50.8593224, 12.7563905 50.8594829, 12.7563845 50.8595354)",,,
"[819515876, 10315887]",Albertstraße,residential,False,False,172.41099999999997,20,"LINESTRING (12.7564022 50.8593224, 12.7567679 50.8593426, 12.7586661 50.8594472, 12.75876 50.8594609, 12.7588452 50.8594734)",,,
"[684462784, 25438613]",Straße des Friedens,secondary,False,True,342.622,50,"LINESTRING (12.7563845 50.8595354, 12.7575095 50.8596394, 12.757554 50.8596422, 12.7580772 50.8596701, 12.7586342 50.8596852, 12.7587411 50.8596854, 12.7588789 50.8596871, 12.7591112 50.8596899, 12.7595602 50.8596888, 12.759645 50.8596894, 12.7598485 50.8596885, 12.7599808 50.8596873, 12.7600871 50.8596868, 12.760265 50.8596849, 12.7603163 50.8596844, 12.7604744 50.8596811, 12.760624 50.859678, 12.7607476 50.8596942, 12.761226 50.8597877)","['2', '3']",S 249,
588197723,Straße des Friedens,secondary,False,False,111.572,50,"LINESTRING (12.7563845 50.8595354, 12.7562405 50.8595507, 12.7559368 50.8596111, 12.7556289 50.8597073, 12.7549426 50.8599434)",2,S 249,
650233113,Paul-Seydel-Straße,residential,False,True,23.719,,"LINESTRING (12.7563845 50.8595354, 12.7563905 50.8594829, 12.7564022 50.8593224)",,,
588197956,Albertstraße,residential,False,False,9.545,20,"LINESTRING (12.7588452 50.8594734, 12.75883 50.8595587)",,,
10315887,Albertstraße,residential,False,False,53.82,20,"LINESTRING (12.7588452 50.8594734, 12.758999 50.8594772, 12.7590475 50.8594784, 12.7595562 50.8594688, 12.7596114 50.8594658)",,,
"[819515876, 10315887]",Albertstraße,residential,False,True,172.411,20,"LINESTRING (12.7588452 50.8594734, 12.75876 50.8594609, 12.7586661 50.8594472, 12.7567679 50.8593426, 12.7564022 50.8593224)",,,
13856058,Körnerstraße,residential,False,True,182.33,,"LINESTRING (12.7498689 50.8598247, 12.7510345 50.8612901)",,,
820372252,Friedrichstraße,residential,False,False,88.267,,"LINESTRING (12.7498689 50.8598247, 12.7487354 50.8601685)",,,
"[212498129, 686264534]",Körnerstraße,residential,False,False,124.455,,"LINESTRING (12.7498689 50.8598247, 12.7500071 50.8591069, 12.750058 50.858823, 12.7501098 50.8587175)",,,
675449702,Gießerweg,residential,False,True,39.461,30,"LINESTRING (12.7501098 50.8587175, 12.7502821 50.8583797)",,,
212428071,Georgstraße,residential,False,False,159.667,50,"LINESTRING (12.7501098 50.8587175, 12.7503825 50.8587659, 12.750625 50.858809, 12.7513954 50.8589513, 12.7517091 50.8590092, 12.7520308 50.8590686, 12.7522996 50.8591048)",,,
"[212498129, 686264534]",Körnerstraße,residential,False,True,124.45500000000001,,"LINESTRING (12.7501098 50.8587175, 12.750058 50.858823, 12.7500071 50.8591069, 12.7498689 50.8598247)",,,
13856062,Friedrichstraße,residential,True,False,188.46400000000003,50,"LINESTRING (12.7522996 50.8591048, 12.7514556 50.8593459, 12.7514126 50.8593589, 12.7508345 50.8595334, 12.7506995 50.8595741, 12.7506789 50.8595803, 12.7498689 50.8598247)",,,
13856064,Pestalozzistraße,residential,False,False,181.128,,"LINESTRING (12.7522996 50.8591048, 12.7523436 50.8591712, 12.7530698 50.8602674, 12.7532543 50.8605325, 12.7533109 50.8606032)",,,
25549334,Albertstraße,residential,True,False,288.974,,"LINESTRING (12.7522996 50.8591048, 12.7562431 50.859314, 12.7563279 50.8593185, 12.7564022 50.8593224)",,,
212428071,Georgstraße,residential,False,True,159.667,50,"LINESTRING (12.7522996 50.8591048, 12.7520308 50.8590686, 12.7517091 50.8590092, 12.7513954 50.8589513, 12.750625 50.858809, 12.7503825 50.8587659, 12.7501098 50.8587175)",,,
300222415,Querstraße,residential,False,True,103.018,,"LINESTRING (12.7522996 50.8591048, 12.7522966 50.8590521, 12.7524469 50.8588535, 12.752903 50.8582667)",,,
13856058,Körnerstraße,residential,False,False,182.33,,"LINESTRING (12.7510345 50.8612901, 12.7498689 50.8598247)",,,
212428073,Straße des Friedens,secondary,False,False,87.367,50,"LINESTRING (12.7510345 50.8612901, 12.7499194 50.8616393)",2,S 249,
25983541,Körnerstraße,residential,False,False,114.547,,"LINESTRING (12.7510345 50.8612901, 12.7517014 50.8621307, 12.7517653 50.8622112)",,,
"[212498133, 684462782]",Straße des Friedens,secondary,False,True,177.093,50,"LINESTRING (12.7510345 50.8612901, 12.7523305 50.8608977, 12.7527034 50.8607857, 12.7533109 50.8606032)","['2', '3']",S 249,
13856064,Pestalozzistraße,residential,False,True,181.128,,"LINESTRING (12.7533109 50.8606032, 12.7532543 50.8605325, 12.7530698 50.8602674, 12.7523436 50.8591712, 12.7522996 50.8591048)",,,
212498132,Pestalozzistraße,residential,False,False,108.73400000000001,,"LINESTRING (12.7533109 50.8606032, 12.753386 50.8606841, 12.7538693 50.8612047, 12.7540379 50.8613863, 12.7540941 50.8614469)",,,10
"[212498133, 684462782]",Straße des Friedens,secondary,False,False,177.093,50,"LINESTRING (12.7533109 50.8606032, 12.7527034 50.8607857, 12.7523305 50.8608977, 12.7510345 50.8612901)","['2', '3']",S 249,
"[588197723, 684462783]",Straße des Friedens,secondary,False,True,136.11499999999998,50,"LINESTRING (12.7533109 50.8606032, 12.753974 50.8603187, 12.7543233 50.8601672, 12.7547653 50.860004, 12.7549426 50.8599434)","['2', '3']",S 249,
682993841,Peniger Straße,tertiary,False,True,88.271,50,"LINESTRING (12.7613114 50.861807, 12.7613196 50.8617468, 12.761312 50.8616988, 12.7612861 50.8615759, 12.7612047 50.8613453, 12.7611214 50.861081, 12.7611043 50.8610266)",,K 7311,8
"[682993850, 954408482]",Peniger Straße,tertiary,False,True,78.96600000000001,50,"LINESTRING (12.7613114 50.861807, 12.7612803 50.8618483, 12.761221 50.8618956, 12.7611339 50.8619468, 12.761021 50.8619945, 12.7606269 50.862106, 12.7603765 50.8621703)",2,K 7311,6.5
"[1069913090, 25432742]",Paul-Seydel-Straße,residential,False,False,145.703,,"LINESTRING (12.7569009 50.8572246, 12.7568838 50.8572831, 12.7567729 50.8576561, 12.7567544 50.8577253, 12.7566729 50.8581324, 12.7565993 50.8582023, 12.7565263 50.8585057)",,,
25433504,Sachsenstraße,residential,False,True,217.79600000000002,,"LINESTRING (12.7569009 50.8572246, 12.7547915 50.8569569, 12.7540594 50.8568721, 12.7539616 50.8568608, 12.7538559 50.8568485)",,,
1094480431,Sachsenstraße,residential,False,False,118.6,,"LINESTRING (12.7569009 50.8572246, 12.7583141 50.8574105, 12.758555 50.8574422)",,,
"[25432905, 627358975]",Bachstraße,"['residential', 'living_street']",True,False,119.80600000000001,20,"LINESTRING (12.7615744 50.8597964, 12.7615584 50.8597025, 12.761513 50.859458, 12.7614453 50.8590905, 12.7614207 50.8589677, 12.7613627 50.8587274)",,,
684462785,Straße des Friedens,secondary,False,False,24.59,50,"LINESTRING (12.7615744 50.8597964, 12.7613888 50.8598025, 12.761226 50.8597877)",3,S 249,
23804226,Johannisplatz,living_street,False,True,45.371,7,"LINESTRING (12.7613627 50.8587274, 12.7611344 50.8587658, 12.7611023 50.8587712, 12.7608443 50.8588031, 12.7607309 50.8588105)",,,
25433504,Sachsenstraße,residential,False,False,217.796,,"LINESTRING (12.7538559 50.8568485, 12.7539616 50.8568608, 12.7540594 50.8568721, 12.7547915 50.8569569, 12.7569009 50.8572246)",,,
"[706778006, 706778007]",Querstraße,residential,False,False,48.260999999999996,50,"LINESTRING (12.7538559 50.8568485, 12.7537655 50.8571264, 12.7537088 50.8572724)",,,
25434191,Dorotheenstraße,residential,False,False,170.871,,"LINESTRING (12.7537088 50.8572724, 12.7528273 50.8571368, 12.7523344 50.8570668, 12.7517497 50.8569645, 12.751622 50.8569422, 12.7513549 50.856884)",,,
706778007,Querstraße,residential,False,False,124.413,,"LINESTRING (12.7537088 50.8572724, 12.753566 50.8575098, 12.7533386 50.8577766, 12.752903 50.8582667)",,,
"[706778006, 706778007]",Querstraße,residential,False,True,48.260999999999996,50,"LINESTRING (12.7537088 50.8572724, 12.7537655 50.8571264, 12.7538559 50.8568485)",,,
820372252,Friedrichstraße,residential,False,True,88.267,,"LINESTRING (12.7487354 50.8601685, 12.7498689 50.8598247)",,,
25437956,Goethestraße,residential,False,True,183.619,,"LINESTRING (12.7487354 50.8601685, 12.7488473 50.8602667, 12.7493475 50.8609135, 12.7499194 50.8616393)",,,
212428073,Straße des Friedens,secondary,False,False,73.926,50,"LINESTRING (12.7499194 50.8616393, 12.74898 50.86194)",2,S 249,
212428073,Straße des Friedens,secondary,False,True,87.367,50,"LINESTRING (12.7499194 50.8616393, 12.7510345 50.8612901)",2,S 249,
25437956,Goethestraße,residential,False,False,183.619,,"LINESTRING (12.7499194 50.8616393, 12.7493475 50.8609135, 12.7488473 50.8602667, 12.7487354 50.8601685)",,,
25983543,Gabelsberger Straße,residential,False,True,114.726,,"LINESTRING (12.7499194 50.8616393, 12.7499991 50.8617356, 12.7503117 50.8621135, 12.7505736 50.8624504, 12.7506584 50.8625595)",,,
25438006,Schröderstraße,residential,False,False,49.634,,"LINESTRING (12.7483442 50.8617587, 12.7487988 50.8618509, 12.74898 50.86194)",,,
212428073,Straße des Friedens,secondary,False,True,73.926,50,"LINESTRING (12.74898 50.86194, 12.7499194 50.8616393)",2,S 249,
25438006,Schröderstraße,residential,False,True,49.634,,"LINESTRING (12.74898 50.86194, 12.7487988 50.8618509, 12.7483442 50.8617587)",,,
"[707285107, 212498132]",Pestalozzistraße,residential,False,False,118.54300000000002,,"LINESTRING (12.7540941 50.8614469, 12.7541748 50.8615339, 12.7548792 50.8623186, 12.7549133 50.8623782)",,,10
212498132,Pestalozzistraße,residential,False,True,108.734,,"LINESTRING (12.7540941 50.8614469, 12.7540379 50.8613863, 12.7538693 50.8612047, 12.753386 50.8606841, 12.7533109 50.8606032)",,,10
810688451,Lindenstraße,residential,False,True,115.92699999999999,,"LINESTRING (12.7540941 50.8614469, 12.754212 50.8614049, 12.7551455 50.861072, 12.7554372 50.860968, 12.7554714 50.8609496, 12.7554959 50.8609325, 12.7555086 50.860917)",,,
