osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access
31006312,2,St 2128,Passauerstraße,secondary,False,False,80.971,"LINESTRING (13.6292638 48.6575975, 13.6298395 48.6578684, 13.6301559 48.6580252)",
35156985,2,St 2128,Fritz-Weidinger-Straße,secondary,False,True,339.72299999999996,"LINESTRING (13.6292638 48.6575975, 13.6290641 48.6575061, 13.6276035 48.6568189, 13.627024 48.6565435, 13.6268227 48.6564458, 13.6266517 48.6563628, 13.6264614 48.656271, 13.6263083 48.6561881, 13.6260892 48.656005, 13.6259658 48.6558677, 13.6258719 48.6557215, 13.6258215 48.6556324)",
108322288,,,Eckhofkeller,residential,False,False,124.991,"LINESTRING (13.6292638 48.6575975, 13.6291537 48.6576806, 13.6291002 48.6577194, 13.6289905 48.6577421, 13.6285777 48.6577437, 13.6282868 48.6577268, 13.6281169 48.6576891, 13.6280048 48.6576257, 13.6279605 48.6575569, 13.6279088 48.6574325)",
129762188,,,Florianstraße,residential,False,False,157.35600000000002,"LINESTRING (13.6292638 48.6575975, 13.6293911 48.6574992, 13.6294305 48.6574277, 13.6296034 48.6570851, 13.629945 48.6563733, 13.6299924 48.6562764)",
262246205,,St 2128,Büchlberger Straße,secondary,False,True,8.203,"LINESTRING (13.6238877 48.6558839, 13.6237833 48.6559101)",
31006305,,St 2128,Kusserstraße,secondary,False,False,55.973,"LINESTRING (13.6238877 48.6558839, 13.6238715 48.655779, 13.6238787 48.6553811)",
41111501,,St 2132,Waldkirchener Straße,secondary,False,False,98.36,"LINESTRING (13.6238877 48.6558839, 13.6239215 48.6560071, 13.624069 48.6563676, 13.6241401 48.6564987, 13.6242299 48.6565971, 13.6242745 48.6566234, 13.6243788 48.6566848)",
41111501,,St 2132,Waldkirchener Straße,secondary,False,False,51.845,"LINESTRING (13.6224905 48.6588853, 13.6224033 48.6588826, 13.6223199 48.6588912, 13.622221 48.6589154, 13.6218302 48.6590318)",
41111501,,St 2132,Waldkirchener Straße,secondary,False,True,410.0560000000001,"LINESTRING (13.6224905 48.6588853, 13.6226587 48.658906, 13.623218 48.6590274, 13.6234481 48.6590678, 13.6235984 48.6590854, 13.6237422 48.6590896, 13.6239295 48.6590793, 13.6241387 48.6590501, 13.6244029 48.6589863, 13.6254517 48.6586753, 13.6256649 48.6586009, 13.6258701 48.6584964, 13.6260458 48.6583839, 13.6261312 48.658317, 13.6262127 48.6582315, 13.6262719 48.6581512, 13.6262974 48.6580921, 13.6263166 48.6580129, 13.6263118 48.6579274, 13.6262831 48.6578398, 13.6262367 48.6577638, 13.6261712 48.6576942, 13.6260913 48.6576329, 13.6259747 48.6575583, 13.6257668 48.6574369)",
67595387,,,Am Kalvarienberg,residential,False,False,110.81,"LINESTRING (13.6224905 48.6588853, 13.6225495 48.6588189, 13.6226219 48.6587622, 13.6227172 48.6587081, 13.6228057 48.6586762, 13.6230578 48.6586169, 13.6235889 48.658546, 13.6238314 48.658529)",
41111501,,St 2132,Waldkirchener Straße,secondary,False,True,36.846,"LINESTRING (13.6213899 48.6591906, 13.6218302 48.6590318)",
41111501,,St 2132,Waldkirchener Straße,secondary,False,False,25.211,"LINESTRING (13.6213899 48.6591906, 13.621233 48.6592588, 13.6211155 48.659326)",
26748232,,,Pfarrstraße,residential,False,True,98.112,"LINESTRING (13.6216381 48.6517772, 13.6217209 48.6516814, 13.6221094 48.6514334, 13.6222235 48.6513606, 13.6225618 48.6511453)",
26748236,,,Im Tränental,residential,False,True,76.612,"LINESTRING (13.6216381 48.6517772, 13.6219069 48.651843, 13.6220253 48.6518813, 13.6221 48.6519128, 13.622284 48.6520184, 13.6223608 48.6520502, 13.6224392 48.6520779, 13.6225091 48.6520897, 13.6225487 48.6520949)",
147251750,,,Hafnerstraße,residential,False,True,145.40800000000002,"LINESTRING (13.6216381 48.6517772, 13.6216111 48.6519594, 13.6215869 48.6525194, 13.6215327 48.6527442, 13.6214173 48.6530722)",
26748233,,,Josef-Greschniok-Straße,tertiary,False,False,78.52699999999999,"LINESTRING (13.6225713 48.6553103, 13.6223034 48.6552882, 13.6220795 48.6552465, 13.621834 48.6551845, 13.6215632 48.6550938)",
26748233,,,Josef-Greschniok-Straße,tertiary,False,True,98.467,"LINESTRING (13.6225713 48.6553103, 13.6227835 48.655313, 13.6229726 48.655297, 13.6232596 48.6552722, 13.6235842 48.6552439, 13.6237565 48.6552301, 13.6238241 48.6552288, 13.6239032 48.6552345)",
128722371,,,Hammerschmiedstraße,residential,False,True,203.907,"LINESTRING (13.6225713 48.6553103, 13.6226902 48.6551095, 13.6228043 48.6548627, 13.6229506 48.6544091, 13.6232177 48.6535303)",
26748236,,,Im Tränental,residential,False,False,76.612,"LINESTRING (13.6225487 48.6520949, 13.6225091 48.6520897, 13.6224392 48.6520779, 13.6223608 48.6520502, 13.622284 48.6520184, 13.6221 48.6519128, 13.6220253 48.6518813, 13.6219069 48.651843, 13.6216381 48.6517772)",
"[129891730, 26748235, 26748236]",,,"['Im Tränental', 'Am Rathaus']",residential,False,"[False, True]",122.473,"LINESTRING (13.6225487 48.6520949, 13.6226578 48.652096, 13.6227414 48.6520992, 13.6228227 48.6521105, 13.6229107 48.6521228, 13.6229833 48.6521502, 13.6230757 48.6521697, 13.6231339 48.6521754, 13.6231929 48.6521713, 13.6232836 48.6521502, 13.6235885 48.652377, 13.6238098 48.6525416, 13.6238438 48.6526135)",
71308346,,,Pointweg,living_street,False,True,75.364,"LINESTRING (13.6225487 48.6520949, 13.6225036 48.6521778, 13.6223898 48.6522774, 13.6221685 48.6524479, 13.6219 48.65261)",
35296841,,,Eckmühlstraße,residential,False,False,136.97,"LINESTRING (13.6290208 48.652811, 13.6288063 48.6530094, 13.6284801 48.6532135, 13.6280853 48.653378, 13.627639 48.6535027, 13.6275505 48.6535254)",
127005683,,,Eckmühlstraße,residential,False,True,214.111,"LINESTRING (13.6290208 48.652811, 13.6292192 48.6529029, 13.6292495 48.652991, 13.6291369 48.6535672, 13.6292284 48.6537649, 13.6293584 48.6538362, 13.6294545 48.6538629, 13.6296298 48.6539048, 13.6298518 48.6539448, 13.6301503 48.6539772, 13.6304892 48.6540377)",
129762197,,,Schulsteig,residential,False,False,138.97299999999998,"LINESTRING (13.6290208 48.652811, 13.6288388 48.6527372, 13.6283048 48.6525167, 13.6278928 48.6523857, 13.6277439 48.6523823, 13.6275317 48.6523687, 13.6273029 48.6523602)",
388891800,,,Schulstraße,residential,False,True,21.09,"LINESTRING (13.6249068 48.6533068, 13.6246583 48.6532118)",
