osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,ref
23187219,2,Andreasstraße,residential,50,False,True,153.163,"LINESTRING (10.2325676 50.8118962, 10.2325455 50.8116819, 10.2324934 50.8113454, 10.232445 50.8109824, 10.2324396 50.8107916, 10.2324155 50.8106272, 10.2323376 50.8105352)",,,
23188073,2,Leimbacher Straße,residential,50,False,False,198.058,"LINESTRING (10.2325676 50.8118962, 10.2324996 50.8118961, 10.2322593 50.8119041, 10.2313593 50.8118816, 10.2301921 50.8118553, 10.2301072 50.8118542, 10.2297505 50.8118519)",,,
23412073,,Ratsstraße,living_street,,True,False,57.340999999999994,"LINESTRING (10.2325676 50.8118962, 10.232932 50.8119517, 10.2333463 50.8120477)",,,
24338930,,Rudolf-Breitscheid-Straße,residential,30,False,True,80.70400000000001,"LINESTRING (10.2325676 50.8118962, 10.232594 50.812152, 10.2326386 50.8123804, 10.2328134 50.8125927)",,,
23162466,2,Rhönstraße,residential,50,False,False,25.134,"LINESTRING (10.2252973 50.8106392, 10.225163 50.8104297)",,,
23191713,,Willi-Steitz-Straße,residential,50,False,False,16.792,"LINESTRING (10.2252973 50.8106392, 10.2251839 50.8106125, 10.2250734 50.8105864)",,,
917549392,2,Rhönstraße,residential,50,False,True,192.51500000000001,"LINESTRING (10.2252973 50.8106392, 10.2255747 50.8108236, 10.2256997 50.8109022, 10.2260074 50.8110973, 10.2261893 50.8112054, 10.2262892 50.811324, 10.2263985 50.8114538, 10.2263905 50.811732, 10.2263894 50.8117711, 10.2263911 50.8120168, 10.2264007 50.8120541, 10.2264122 50.8121036)",,,
23162466,2,Rhönstraße,residential,50,False,False,114.444,"LINESTRING (10.226267 50.8098431, 10.2264445 50.8097972, 10.2271136 50.8095241, 10.2272993 50.8094434, 10.2276355 50.8092896)",,,
23162466,2,Rhönstraße,residential,50,False,True,108.725,"LINESTRING (10.226267 50.8098431, 10.2262296 50.8098519, 10.2261141 50.809879, 10.2255703 50.8100192, 10.2253716 50.8101216, 10.2252202 50.8102612, 10.225163 50.8104297)",,,
23187214,,Hans-Beimler-Weg,residential,30,False,True,53.475,"LINESTRING (10.226267 50.8098431, 10.2262529 50.8098185, 10.226252 50.8097893, 10.226229 50.809707, 10.2261896 50.8094589, 10.2261774 50.8093666)",,,
23411803,,Müllerstraße,residential,,True,False,66.089,"LINESTRING (10.226267 50.8098431, 10.2262819 50.809875, 10.2264334 50.8100018, 10.226459 50.8100798, 10.2264512 50.810163, 10.2264185 50.8102744, 10.226364 50.8103955)",,,
23162466,2,Rhönstraße,residential,50,False,True,62.625,"LINESTRING (10.2283422 50.8089465, 10.2282457 50.8089953, 10.2281536 50.8090419, 10.2276355 50.8092896)",,,
23640120,,Siedlung,residential,30,True,False,19.911,"LINESTRING (10.2283422 50.8089465, 10.2283796 50.8089086, 10.2284449 50.8087807)",,,
661158360,2,Langenfelder Straße,unclassified,50,False,True,60.843,"LINESTRING (10.2283422 50.8089465, 10.2280921 50.8087713, 10.227755 50.8085444)",,,
799773508,2,Langenfelder Straße,unclassified,50,False,False,115.883,"LINESTRING (10.2283422 50.8089465, 10.2294101 50.8096304, 10.2295011 50.809688)",,,
23187214,,Hans-Beimler-Weg,residential,30,False,False,13.973,"LINESTRING (10.2261065 50.8092492, 10.2261774 50.8093666)",,,
23411807,,Hans-Beimler-Weg,living_street,,False,False,58.707,"LINESTRING (10.2261065 50.8092492, 10.2262793 50.8090038, 10.2261337 50.8087613)",,,
25617062,,Langenfelder Straße,living_street,,False,False,119.90299999999999,"LINESTRING (10.2261065 50.8092492, 10.226488 50.8091185, 10.2271765 50.8088154, 10.2275266 50.808654)",,,
23187224,,,unclassified,50,True,False,24.908,"LINESTRING (10.2320563 50.8104356, 10.2320686 50.8103991, 10.232099 50.8103671, 10.2321441 50.810343, 10.2321991 50.8103294, 10.2322582 50.8103277, 10.2323149 50.8103382)",roundabout,,
115751082,2,Langenfelder Straße,unclassified,50,False,True,198.228,"LINESTRING (10.2320563 50.8104356, 10.2318797 50.8104097, 10.2317043 50.810357, 10.2313882 50.8102526, 10.2306464 50.8100114, 10.2304112 50.8099429, 10.2302593 50.8098941, 10.2296579 50.8097286, 10.2295011 50.809688)",,,
