osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,est_width,bridge
635360232,Stadionstraße,residential,False,True,67.477,"LINESTRING (8.1840725 50.635945, 8.1844894 50.6353988)",,,,,
34321857,Schulberg,residential,False,True,214.65400000000002,"LINESTRING (8.1840725 50.635945, 8.1839024 50.6358865, 8.1828644 50.6354981, 8.182227 50.6352761, 8.1820609 50.6352097, 8.1817967 50.6350918, 8.1814881 50.634932)",,,,,
34949271,Schneiderstriesch,residential,False,False,116.84100000000001,"LINESTRING (8.1775986 50.6308347, 8.1775483 50.6308605, 8.1775225 50.6308746, 8.1774637 50.6308957, 8.1769688 50.63113, 8.1762629 50.6314555)",,,,,
"[772414144, 810673805, 773604695]",Schloßstraße,tertiary,False,False,157.45100000000002,"LINESTRING (8.1775986 50.6308347, 8.1781166 50.6311215, 8.1788845 50.631562, 8.1790907 50.6316878, 8.1792617 50.6317789)",,K 77,"['50', '100']",,
34949272,Marktstraße,residential,False,False,85.031,"LINESTRING (8.1853666 50.6344618, 8.1863736 50.6348823)",,,50,,
61007912,Weilburger Straße,secondary,False,True,59.981,"LINESTRING (8.1853666 50.6344618, 8.1858346 50.6340114)",2,L 3044,50,,
34949272,Marktstraße,residential,False,True,95.741,"LINESTRING (8.1853666 50.6344618, 8.1851853 50.6343913, 8.1847748 50.6342214, 8.1842713 50.633956)",,,50,,
61007912,Weilburger Straße,secondary,False,False,36.288,"LINESTRING (8.1853666 50.6344618, 8.1851731 50.6346268, 8.18513 50.6346738, 8.1851204 50.6347087, 8.1851194 50.6347396)",2,L 3044,50,,
34949272,Marktstraße,residential,False,True,85.031,"LINESTRING (8.1863736 50.6348823, 8.1853666 50.6344618)",,,50,,
111681143,Marktstraße,residential,False,False,60.474,"LINESTRING (8.1863736 50.6348823, 8.1870976 50.6351737)",,,50,,
1039561134,Wilhelmstraße,residential,False,True,61.63,"LINESTRING (8.1863736 50.6348823, 8.1868484 50.634417)",,,50,,
1039561134,Wilhelmstraße,residential,False,False,41.808,"LINESTRING (8.1863736 50.6348823, 8.1861126 50.6351524, 8.1860591 50.6352009)",,,50,,
173023659,Schloßstraße,secondary,False,False,40.129000000000005,"LINESTRING (8.1860591 50.6352009, 8.1861171 50.6352447, 8.1862143 50.6353531, 8.1863501 50.63551)",2,L 3044,50,,
173023659,Schloßstraße,secondary,False,True,84.71700000000001,"LINESTRING (8.1860591 50.6352009, 8.185978 50.6351526, 8.1851992 50.6348193, 8.1851502 50.6347833, 8.1851194 50.6347396)",2,L 3044,50,,
1039561134,Wilhelmstraße,residential,False,True,41.808,"LINESTRING (8.1860591 50.6352009, 8.1861126 50.6351524, 8.1863736 50.6348823)",,,50,,
111681144,Auf der Liebfrauenkirch,residential,False,True,197.80100000000002,"LINESTRING (8.1897549 50.6334147, 8.189315 50.6332145, 8.1892666 50.6331925, 8.1885899 50.6329095, 8.1882374 50.6327519, 8.1874839 50.6324306, 8.1874401 50.6324108)",,,,,
63116905,Oranienstraße,residential,False,False,111.741,"LINESTRING (8.1879316 50.6338397, 8.1878945 50.6338398, 8.187567 50.6342906, 8.1875358 50.6343336, 8.1874843 50.634366, 8.1874441 50.6343746, 8.1873416 50.6343741, 8.1872167 50.6343143, 8.1871683 50.6342431, 8.1871417 50.6341213)",,,50,4,
1039561134,Wilhelmstraße,residential,False,False,38.846,"LINESTRING (8.1871417 50.6341213, 8.1868484 50.634417)",,,50,,
63116905,Oranienstraße,residential,False,True,111.741,"LINESTRING (8.1871417 50.6341213, 8.1871683 50.6342431, 8.1872167 50.6343143, 8.1873416 50.6343741, 8.1874441 50.6343746, 8.1874843 50.634366, 8.1875358 50.6343336, 8.187567 50.6342906, 8.1878945 50.6338398, 8.1879316 50.6338397)",,,50,4,
111681146,Oranienstraße,residential,False,True,84.143,"LINESTRING (8.1871417 50.6341213, 8.1861992 50.6337202, 8.1861523 50.6336985)",,,50,,
1039561134,Wilhelmstraße,residential,False,False,61.63,"LINESTRING (8.1868484 50.634417, 8.1863736 50.6348823)",,,50,,
1039561134,Wilhelmstraße,residential,False,True,38.846,"LINESTRING (8.1868484 50.634417, 8.1871417 50.6341213)",,,50,,
61007909,Wilhelmstraße,residential,False,True,84.53800000000001,"LINESTRING (8.1868484 50.634417, 8.1858856 50.6340304, 8.1858346 50.6340114)",,,50,,
204054026,Wilhelmstraße,residential,False,False,121.007,"LINESTRING (8.1868484 50.634417, 8.1877987 50.6348199, 8.1880517 50.6348746, 8.1883456 50.6349273)",,,50,,
34949271,Schneiderstriesch,residential,False,True,116.84100000000001,"LINESTRING (8.1762629 50.6314555, 8.1769688 50.63113, 8.1774637 50.6308957, 8.1775225 50.6308746, 8.1775483 50.6308605, 8.1775986 50.6308347)",,,,,
"[51798209, 51798210]","['Höllkopfstraße', 'Schneiderstriesch']",residential,False,"[False, True]",393.817,"LINESTRING (8.1762629 50.6314555, 8.1766879 50.6317033, 8.1778704 50.6323928, 8.1779346 50.6324302, 8.1785314 50.6323964, 8.1786781 50.6324018, 8.1811319 50.6328797)",,,50,,
635360231,Schulberg,residential,False,False,65.458,"LINESTRING (8.1790889 50.6336176, 8.1797988 50.6339968)",,,,,
51798201,Weiherstraße,residential,False,False,239.425,"LINESTRING (8.1798912 50.631352, 8.1800745 50.6312277, 8.1805682 50.6308929, 8.1825008 50.6317993)",,,,,
51798201,Weiherstraße,residential,False,True,64.997,"LINESTRING (8.1798912 50.631352, 8.1792924 50.6317582, 8.1792617 50.6317789)",,,,,
51798203,Wilhelmstraße,living_street,False,False,248.231,"LINESTRING (8.1798912 50.631352, 8.1813924 50.6321915, 8.1826531 50.632728)",,,,,
51798208,Sonnenweg,residential,False,True,156.064,"LINESTRING (8.1811319 50.6328797, 8.1808822 50.6331463, 8.1797988 50.6339968)",,,50,,
"[51798209, 51798210]","['Höllkopfstraße', 'Schneiderstriesch']",residential,False,"[False, True]",393.817,"LINESTRING (8.1811319 50.6328797, 8.1786781 50.6324018, 8.1785314 50.6323964, 8.1779346 50.6324302, 8.1778704 50.6323928, 8.1766879 50.6317033, 8.1762629 50.6314555)",,,50,,
184590005,Höllkopfstraße,residential,False,False,79.37700000000001,"LINESTRING (8.1811319 50.6328797, 8.1814633 50.6330767, 8.18202 50.6333146)",,,50,,
"[449382913, 51798207]",Höllkopfstraße,residential,False,True,95.026,"LINESTRING (8.1811319 50.6328797, 8.1803636 50.6324127, 8.1803009 50.6323694, 8.1802573 50.6323392, 8.180221 50.6323073, 8.1802206 50.6322917, 8.1802394 50.6322698)",,,50,,
51798200,Oranienstraße,residential,False,False,99.337,"LINESTRING (8.1817746 50.6319107, 8.1829535 50.6323995)",,,,,
51798201,Weiherstraße,residential,False,False,60.525,"LINESTRING (8.1825008 50.6317993, 8.1832239 50.6320924)",,,,,
51798201,Weiherstraße,residential,False,True,239.42499999999998,"LINESTRING (8.1825008 50.6317993, 8.1805682 50.6308929, 8.1800745 50.6312277, 8.1798912 50.631352)",,,,,
"[51798211, 449382933]",Weiherstraße,residential,False,True,155.99699999999999,"LINESTRING (8.1825008 50.6317993, 8.1831105 50.6311395, 8.1834152 50.6308071, 8.183619 50.6305889)",,,,,
"[51798211, 449382933]",Weiherstraße,residential,False,False,155.997,"LINESTRING (8.183619 50.6305889, 8.1834152 50.6308071, 8.1831105 50.6311395, 8.1825008 50.6317993)",,,,,
635626616,Schloßstraße,tertiary,False,False,81.522,"LINESTRING (8.1823266 50.6330236, 8.1833088 50.6334101)",,K 77,50,,
61163506,Kahlberg,residential,False,True,40.135999999999996,"LINESTRING (8.1823266 50.6330236, 8.1823599 50.6329955, 8.1826531 50.632728)",,,,,
122926729,Kahlberg,residential,False,True,38.919,"LINESTRING (8.1823266 50.6330236, 8.1823043 50.6330443, 8.18202 50.6333146)",,,30,,
131301763,Schloßstraße,tertiary,False,True,169.712,"LINESTRING (8.1823266 50.6330236, 8.1814772 50.6326642, 8.1802394 50.6322698)",,K 77,50,,
51798200,Oranienstraße,residential,False,False,83.515,"LINESTRING (8.1829535 50.6323995, 8.1839298 50.6328245)",,,,,
51798200,Oranienstraße,residential,False,True,99.337,"LINESTRING (8.1829535 50.6323995, 8.1817746 50.6319107)",,,,,
61163506,Kahlberg,residential,False,False,42.228,"LINESTRING (8.1829535 50.6323995, 8.1826531 50.632728)",,,,,
61163506,Kahlberg,residential,False,True,39.113,"LINESTRING (8.1829535 50.6323995, 8.1832239 50.6320924)",,,,,
51798200,Oranienstraße,residential,False,True,83.515,"LINESTRING (8.1839298 50.6328245, 8.1829535 50.6323995)",,,,,
61163514,Marktstraße,residential,False,False,38.729,"LINESTRING (8.1839298 50.6328245, 8.1836252 50.6331143)",,,,,
61163514,Marktstraße,residential,False,True,41.802,"LINESTRING (8.1839298 50.6328245, 8.1842511 50.6325086)",,,,,
51798200,Oranienstraße,residential,False,False,184.434,"LINESTRING (8.1839298 50.6328245, 8.1861167 50.6336836, 8.1861523 50.6336985)",,,,,
51798203,Wilhelmstraße,living_street,False,False,80.906,"LINESTRING (8.1826531 50.632728, 8.1836252 50.6331143)",,,,,
61163506,Kahlberg,residential,False,True,42.228,"LINESTRING (8.1826531 50.632728, 8.1829535 50.6323995)",,,,,
51798203,Wilhelmstraße,living_street,False,True,248.231,"LINESTRING (8.1826531 50.632728, 8.1813924 50.6321915, 8.1798912 50.631352)",,,,,
61163506,Kahlberg,residential,False,False,40.135999999999996,"LINESTRING (8.1826531 50.632728, 8.1823599 50.6329955, 8.1823266 50.6330236)",,,,,
51798203,Wilhelmstraße,living_street,False,True,80.906,"LINESTRING (8.1836252 50.6331143, 8.1826531 50.632728)",,,,,
61163514,Marktstraße,residential,False,True,38.729,"LINESTRING (8.1836252 50.6331143, 8.1839298 50.6328245)",,,,,
131302938,Wilhelmstraße,living_street,False,False,185.024,"LINESTRING (8.1836252 50.6331143, 8.1849457 50.6336574, 8.1856397 50.6339333, 8.1858346 50.6340114)",,,,,
131302940,Marktstraße,residential,False,False,39.748,"LINESTRING (8.1836252 50.6331143, 8.1833303 50.6333897, 8.1833088 50.6334101)",,,,,
34321857,Schulberg,residential,False,False,34.411,"LINESTRING (8.180519 50.6343944, 8.1808916 50.6345942)",,,,,
122926729,Kahlberg,residential,False,False,160.073,"LINESTRING (8.180519 50.6343944, 8.18202 50.6333146)",,,30,,
635360231,Schulberg,residential,False,True,67.34,"LINESTRING (8.180519 50.6343944, 8.1797988 50.6339968)",,,,,
122926729,Kahlberg,residential,False,True,160.073,"LINESTRING (8.18202 50.6333146, 8.180519 50.6343944)",,,30,,
184590005,Höllkopfstraße,residential,False,False,83.818,"LINESTRING (8.18202 50.6333146, 8.1830121 50.6337296)",,,50,,
122926729,Kahlberg,residential,False,False,38.919,"LINESTRING (8.18202 50.6333146, 8.1823043 50.6330443, 8.1823266 50.6330236)",,,30,,
184590005,Höllkopfstraße,residential,False,True,79.37700000000001,"LINESTRING (8.18202 50.6333146, 8.1814633 50.6330767, 8.1811319 50.6328797)",,,50,,
635360231,Schulberg,residential,False,False,67.34,"LINESTRING (8.1797988 50.6339968, 8.180519 50.6343944)",,,,,
635360231,Schulberg,residential,False,True,65.458,"LINESTRING (8.1797988 50.6339968, 8.1790889 50.6336176)",,,,,
51798208,Sonnenweg,residential,False,False,156.064,"LINESTRING (8.1797988 50.6339968, 8.1808822 50.6331463, 8.1811319 50.6328797)",,,50,,
34321857,Schulberg,residential,False,True,56.398,"LINESTRING (8.1814881 50.634932, 8.1808916 50.6345942)",,,,,
51798197,Zur Hassel,residential,False,False,131.834,"LINESTRING (8.1814881 50.634932, 8.1826994 50.634029)",,,30,,
34321857,Schulberg,residential,False,False,214.654,"LINESTRING (8.1814881 50.634932, 8.1817967 50.6350918, 8.1820609 50.6352097, 8.182227 50.6352761, 8.1828644 50.6354981, 8.1839024 50.6358865, 8.1840725 50.635945)",,,,,
"[51975532, 299366788, 51798197]","['Stadionstraße', 'Zur Hassel']",residential,False,"[False, True]",574.029,"LINESTRING (8.1814881 50.634932, 8.1807224 50.6354725, 8.180657 50.6355201, 8.1801546 50.6358848, 8.179256 50.6365518, 8.1800163 50.6369926, 8.1807837 50.6366244, 8.1808701 50.6366373, 8.1822502 50.637081, 8.1831296 50.6372902, 8.1832979 50.6373303)",,,30,,
34321857,Schulberg,residential,False,False,56.398,"LINESTRING (8.1808916 50.6345942, 8.1814881 50.634932)",,,,,
34321857,Schulberg,residential,False,True,34.411,"LINESTRING (8.1808916 50.6345942, 8.180519 50.6343944)",,,,,
51798205,Eulersgarten,residential,False,True,126.131,"LINESTRING (8.1808916 50.6345942, 8.1814802 50.6341628, 8.1820769 50.6337449)",,,50,,
51798204,Turmstraße,residential,False,False,74.332,"LINESTRING (8.1834014 50.6344969, 8.183193 50.634234, 8.1826994 50.634029)",,,,,
51798204,Turmstraße,residential,False,True,121.072,"LINESTRING (8.1834014 50.6344969, 8.1834356 50.6345801, 8.1835375 50.6346819, 8.1837567 50.6347945, 8.1846534 50.6352083)",,,,,
122926947,Im Dorfe,residential,False,True,80.367,"LINESTRING (8.1834014 50.6344969, 8.1835877 50.6343475, 8.1836038 50.6342826, 8.1835215 50.6342027, 8.1834347 50.6341199, 8.1834101 50.6340676, 8.1834636 50.6339884, 8.1835094 50.6338607)",,,,,
51798197,Zur Hassel,residential,False,False,39.934,"LINESTRING (8.1826994 50.634029, 8.1830121 50.6337296)",,,30,,
51798197,Zur Hassel,residential,False,True,131.834,"LINESTRING (8.1826994 50.634029, 8.1814881 50.634932)",,,30,,
51798204,Turmstraße,residential,False,True,74.332,"LINESTRING (8.1826994 50.634029, 8.183193 50.634234, 8.1834014 50.6344969)",,,,,
635626616,Schloßstraße,tertiary,False,True,81.522,"LINESTRING (8.1833088 50.6334101, 8.1823266 50.6330236)",,K 77,50,,
131302939,Schloßstraße,tertiary,False,False,62.012,"LINESTRING (8.1833088 50.6334101, 8.1835429 50.6335229, 8.1836013 50.633573, 8.1838289 50.6338461)",,K 77,50,,
131302940,Marktstraße,residential,False,True,39.748,"LINESTRING (8.1833088 50.6334101, 8.1833303 50.6333897, 8.1836252 50.6331143)",,,,,
449382934,Zur Hassel,residential,False,True,41.233,"LINESTRING (8.1833088 50.6334101, 8.1832807 50.6334387, 8.1830121 50.6337296)",,,50,,
51798205,Eulersgarten,residential,False,False,126.131,"LINESTRING (8.1820769 50.6337449, 8.1814802 50.6341628, 8.1808916 50.6345942)",,,50,,
51798197,Zur Hassel,residential,False,True,39.934,"LINESTRING (8.1830121 50.6337296, 8.1826994 50.634029)",,,30,,
184590005,Höllkopfstraße,residential,False,True,83.818,"LINESTRING (8.1830121 50.6337296, 8.18202 50.6333146)",,,50,,
449382914,Höllkopfstraße,residential,False,False,38.964,"LINESTRING (8.1830121 50.6337296, 8.1832241 50.6338193, 8.1833169 50.6338481, 8.1834019 50.6338592, 8.1835094 50.6338607)",,,50,,
449382934,Zur Hassel,residential,False,False,41.233,"LINESTRING (8.1830121 50.6337296, 8.1832807 50.6334387, 8.1833088 50.6334101)",,,50,,
"[865649000, 131302939]",Schloßstraße,tertiary,False,False,138.93299999999996,"LINESTRING (8.1838289 50.6338461, 8.1840186 50.6340851, 8.1842087 50.6342673, 8.1844254 50.6344339, 8.1846015 50.6345456, 8.1848554 50.634679, 8.1849337 50.634708, 8.1850058 50.634727, 8.1850667 50.6347362, 8.1851194 50.6347396)",2,K 77,50,,
131302939,Schloßstraße,tertiary,False,True,62.01199999999999,"LINESTRING (8.1838289 50.6338461, 8.1836013 50.633573, 8.1835429 50.6335229, 8.1833088 50.6334101)",,K 77,50,,
449382914,Höllkopfstraße,residential,False,True,22.702,"LINESTRING (8.1838289 50.6338461, 8.1837844 50.6338492, 8.1836948 50.6338452, 8.183593 50.6338503, 8.1835094 50.6338607)",,,50,,
34949272,Marktstraße,residential,False,False,95.741,"LINESTRING (8.1842713 50.633956, 8.1847748 50.6342214, 8.1851853 50.6343913, 8.1853666 50.6344618)",,,50,,
635360232,Stadionstraße,residential,False,False,24.135,"LINESTRING (8.1846534 50.6352083, 8.1844894 50.6353988)",,,,,
51798204,Turmstraße,residential,False,False,121.072,"LINESTRING (8.1846534 50.6352083, 8.1837567 50.6347945, 8.1835375 50.6346819, 8.1834356 50.6345801, 8.1834014 50.6344969)",,,,,
122926730,Stadionstraße,residential,False,False,61.618,"LINESTRING (8.1846534 50.6352083, 8.1850424 50.6348215, 8.1851194 50.6347396)",2,,50,,
61163516,Weilburger Straße,secondary,False,False,39.966,"LINESTRING (8.1864651 50.6333988, 8.1861523 50.6336985)",,L 3044,50,,
51798201,Weiherstraße,residential,False,True,184.885,"LINESTRING (8.1864651 50.6333988, 8.1864119 50.6333761, 8.1842511 50.6325086)",,,,,
"[61163517, 61163516, 1039908077, 61007911]",Weilburger Straße,secondary,False,True,129.66500000000002,"LINESTRING (8.1864651 50.6333988, 8.1869732 50.6329151, 8.187044 50.6328431, 8.1871709 50.6327064, 8.1874401 50.6324108)",,L 3044,50,,yes
61163516,Weilburger Straße,secondary,False,False,41.384,"LINESTRING (8.1861523 50.6336985, 8.1858346 50.6340114)",,L 3044,50,,
61163516,Weilburger Straße,secondary,False,True,39.966,"LINESTRING (8.1861523 50.6336985, 8.1864651 50.6333988)",,L 3044,50,,
51798200,Oranienstraße,residential,False,True,184.434,"LINESTRING (8.1861523 50.6336985, 8.1861167 50.6336836, 8.1839298 50.6328245)",,,,,
111681146,Oranienstraße,residential,False,False,84.143,"LINESTRING (8.1861523 50.6336985, 8.1861992 50.6337202, 8.1871417 50.6341213)",,,50,,
51798196,Am Obertor,residential,False,True,97.704,"LINESTRING (8.1850924 50.6354543, 8.1844987 50.6362482)",,,,,
51798198,Am Wallgraben,residential,False,False,91.32100000000001,"LINESTRING (8.1850924 50.6354543, 8.1856903 50.6355695, 8.1858095 50.6355735, 8.1859065 50.6355695, 8.1862944 50.635518, 8.1863501 50.63551)",,,,,
51798198,Am Wallgraben,residential,False,True,43.134,"LINESTRING (8.1850924 50.6354543, 8.184642 50.6353982, 8.1844894 50.6353988)",,,,,
34321858,Stadionstraße,residential,False,True,17.322,"LINESTRING (8.1839877 50.6360912, 8.1840725 50.635945)",,,,,
51798214,Zum Bienengarten,residential,False,False,40.044,"LINESTRING (8.1839877 50.6360912, 8.1844987 50.6362482)",,,,,
34321858,Stadionstraße,residential,False,False,146.137,"LINESTRING (8.1839877 50.6360912, 8.1835746 50.6368014, 8.1832979 50.6373303)",,,,,
51798196,Am Obertor,residential,False,False,97.704,"LINESTRING (8.1844987 50.6362482, 8.1850924 50.6354543)",,,,,
51798214,Zum Bienengarten,residential,False,True,40.044,"LINESTRING (8.1844987 50.6362482, 8.1839877 50.6360912)",,,,,
51798214,Zum Bienengarten,residential,False,False,44.54,"LINESTRING (8.1844987 50.6362482, 8.1846776 50.6363072, 8.1850586 50.6364335)",,,,,
865651487,Haigerer Straße,secondary,False,False,32.255,"LINESTRING (8.1861274 50.6364402, 8.1859162 50.6366975)",,L 3044,50,,
173023655,Haigerer Straße,secondary,False,True,80.604,"LINESTRING (8.1861274 50.6364402, 8.1865318 50.6359336, 8.1865526 50.6359011, 8.1865728 50.6358651, 8.1865825 50.635831, 8.1865848 50.6357819)",2,L 3044,50,,
665915895,Haigerer Straße,secondary,False,False,49.561,"LINESTRING (8.1859162 50.6366975, 8.1856065 50.6370976)",,L 3044,50,,
865651487,Haigerer Straße,secondary,False,True,32.255,"LINESTRING (8.1859162 50.6366975, 8.1861274 50.6364402)",,L 3044,50,,
"[447265097, 447539499]",Zum Bienengarten,residential,False,True,67.23100000000001,"LINESTRING (8.1859162 50.6366975, 8.1858779 50.6366848, 8.1850586 50.6364335)",,,,,
51798214,Zum Bienengarten,residential,False,True,44.54,"LINESTRING (8.1850586 50.6364335, 8.1846776 50.6363072, 8.1844987 50.6362482)",,,,,
"[447265097, 447539499]",Zum Bienengarten,residential,False,False,67.23100000000001,"LINESTRING (8.1850586 50.6364335, 8.1858779 50.6366848, 8.1859162 50.6366975)",,,,,
861194524,Weilburger Straße,secondary,False,False,22.672,"LINESTRING (8.1896585 50.630181, 8.1895006 50.6303586)",,L 3044,50,,
51798291,Wolfsberg,residential,False,False,325.465,"LINESTRING (8.1896585 50.630181, 8.1896176 50.6301642, 8.1888305 50.629901, 8.1879687 50.6296128, 8.1863508 50.6290718, 8.1862197 50.6291217, 8.1858777 50.6295234)",,,,,
51798291,Wolfsberg,residential,False,True,325.46500000000003,"LINESTRING (8.1858777 50.6295234, 8.1862197 50.6291217, 8.1863508 50.6290718, 8.1879687 50.6296128, 8.1888305 50.629901, 8.1896176 50.6301642, 8.1896585 50.630181)",,,,,
183173916,Heunwiese,residential,False,True,240.22099999999998,"LINESTRING (8.1858777 50.6295234, 8.1870112 50.6299699, 8.187377 50.6301461, 8.1877006 50.6304, 8.1881157 50.6306705, 8.1882845 50.6307993, 8.1883712 50.6309401)",,,,,
635360230,Weilburger Straße,secondary,False,False,87.003,"LINESTRING (8.1895006 50.6303586, 8.1888334 50.6310167)",,L 3044,50,,
861194524,Weilburger Straße,secondary,False,True,22.672,"LINESTRING (8.1895006 50.6303586, 8.1896585 50.630181)",,L 3044,50,,
51798288,Berliner Straße,residential,False,False,45.565000000000005,"LINESTRING (8.1895006 50.6303586, 8.1895369 50.6303726, 8.1900444 50.6305798)",,,,,
51798288,Berliner Straße,residential,False,True,45.565000000000005,"LINESTRING (8.1900444 50.6305798, 8.1895369 50.6303726, 8.1895006 50.6303586)",,,,,
135264351,Königsberger Straße,residential,False,False,41.358,"LINESTRING (8.1896143 50.6318486, 8.1900612 50.6320894)",,,,,
"[51798293, 135264351]",Königsberger Straße,residential,False,True,95.63900000000001,"LINESTRING (8.1896143 50.6318486, 8.189215 50.6316737, 8.1888465 50.6315123, 8.1885674 50.6313664, 8.1885327 50.6313344)",,,,,
135264351,Königsberger Straße,residential,False,True,41.358,"LINESTRING (8.1900612 50.6320894, 8.1896143 50.6318486)",,,,,
51798201,Weiherstraße,residential,False,True,85.969,"LINESTRING (8.1842511 50.6325086, 8.1832239 50.6320924)",,,,,
61163514,Marktstraße,residential,False,False,41.802,"LINESTRING (8.1842511 50.6325086, 8.1839298 50.6328245)",,,,,
51798201,Weiherstraße,residential,False,False,184.885,"LINESTRING (8.1842511 50.6325086, 8.1864119 50.6333761, 8.1864651 50.6333988)",,,,,
51798201,Weiherstraße,residential,False,False,85.969,"LINESTRING (8.1832239 50.6320924, 8.1842511 50.6325086)",,,,,
51798201,Weiherstraße,residential,False,True,60.525,"LINESTRING (8.1832239 50.6320924, 8.1825008 50.6317993)",,,,,
