osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,access
25174021,False,Mühlenweg,residential,50,False,77.236,"LINESTRING (9.9141059 52.6773234, 9.9141366 52.6773564, 9.9143264 52.6775599, 9.9144208 52.6776026, 9.9145297 52.677626, 9.9146247 52.6776245, 9.9147668 52.6775798, 9.9149674 52.677544)",,,,
"[1248770870, 55956430]",False,Celler Straße,secondary,50,False,291.34999999999997,"LINESTRING (9.9141059 52.6773234, 9.9136832 52.6774318, 9.9132185 52.6775788, 9.912609 52.6777905, 9.9121271 52.6779738, 9.9115696 52.6781867, 9.9114135 52.6782463, 9.9112681 52.6783018, 9.9111715 52.6783387, 9.9105535 52.6785746, 9.9103779 52.6786417)",2,L 180,,
55958395,False,Meißendorfer Straße,tertiary,50,True,77.934,"LINESTRING (9.9097843 52.6834834, 9.9095922 52.6836227, 9.9087983 52.6838178)",2,K 63,,
55961314,False,Alte Celler Heerstraße,residential,30,True,68.54400000000001,"LINESTRING (9.9097843 52.6834834, 9.9102959 52.6834144, 9.9104651 52.6833954, 9.9107343 52.6833652, 9.9107804 52.68336)",,,,
272715092,False,Poststraße,secondary,50,True,193.32299999999998,"LINESTRING (9.9097843 52.6834834, 9.9097804 52.6834565, 9.9097599 52.6834014, 9.9096345 52.6829793, 9.9096087 52.6828924, 9.9096024 52.6828712, 9.9095514 52.6826994, 9.9095398 52.6826063, 9.9095673 52.6824769, 9.9095954 52.6823613, 9.9096861 52.6817627)",2,L 298,,
46109814,False,Am Junkernhof,residential,30,True,182.15899999999996,"LINESTRING (9.9096861 52.6817627, 9.9095091 52.6817656, 9.9091293 52.6818207, 9.9087242 52.6818525, 9.9084818 52.6818024, 9.9082155 52.6817321, 9.9078129 52.6816794, 9.9073806 52.681649, 9.9071867 52.6816354, 9.9070503 52.6816258)",,,,
272715092,False,Poststraße,secondary,50,False,193.32299999999998,"LINESTRING (9.9096861 52.6817627, 9.9095954 52.6823613, 9.9095673 52.6824769, 9.9095398 52.6826063, 9.9095514 52.6826994, 9.9096024 52.6828712, 9.9096087 52.6828924, 9.9096345 52.6829793, 9.9097599 52.6834014, 9.9097804 52.6834565, 9.9097843 52.6834834)",2,L 298,,
1210278479,False,Poststraße,secondary,50,True,112.737,"LINESTRING (9.9096861 52.6817627, 9.9096812 52.6811614, 9.9096805 52.6810819, 9.9096421 52.6809197, 9.9095638 52.6807573)",2,L 298,,
271107131,False,Schulstraße,residential,30,True,48.846000000000004,"LINESTRING (9.9095638 52.6807573, 9.9097895 52.6808016, 9.9100421 52.6809181, 9.9101595 52.6809926)",,,,
"[1090671459, 53847884, 488340181]",False,Poststraße,secondary,50,True,168.071,"LINESTRING (9.9095638 52.6807573, 9.9094434 52.6805362, 9.9091928 52.6800841, 9.9090069 52.6797368, 9.9088326 52.679467, 9.9087451 52.6793301)","['2', '3']",L 298,,
1210278479,False,Poststraße,secondary,50,False,112.737,"LINESTRING (9.9095638 52.6807573, 9.9096421 52.6809197, 9.9096805 52.6810819, 9.9096812 52.6811614, 9.9096861 52.6817627)",2,L 298,,
38532787,False,Schulgarten,residential,30,True,99.181,"LINESTRING (9.9087983 52.6838178, 9.9087788 52.6837571, 9.9087273 52.6835969, 9.9086827 52.6834581, 9.9086365 52.6833142, 9.9086116 52.6832368, 9.9085533 52.6830554, 9.9085271 52.6829737, 9.908517 52.6829423)",,,,
55958395,False,Meißendorfer Straße,tertiary,50,False,77.934,"LINESTRING (9.9087983 52.6838178, 9.9095922 52.6836227, 9.9097843 52.6834834)",2,K 63,,
52393025,False,Kirchstraße,secondary,50,False,56.373000000000005,"LINESTRING (9.9087451 52.6793301, 9.9085753 52.6794048, 9.9085459 52.6794186, 9.9083046 52.6794887, 9.9080054 52.6795603)",2,L 180,,
"[1090671459, 53847884, 488340181]",False,Poststraße,secondary,50,False,168.07099999999997,"LINESTRING (9.9087451 52.6793301, 9.9088326 52.679467, 9.9090069 52.6797368, 9.9091928 52.6800841, 9.9094434 52.6805362, 9.9095638 52.6807573)","['2', '3']",L 298,,
"[272715090, 1248770866]",False,Celler Straße,secondary,50,True,134.346,"LINESTRING (9.9087451 52.6793301, 9.9089384 52.6792358, 9.9093995 52.6790094, 9.9094719 52.6789778, 9.9095292 52.6789566, 9.9096076 52.6789275, 9.9096379 52.6789162, 9.9098623 52.678833, 9.9102692 52.678682, 9.9103779 52.6786417)","['2', '3']",L 180,,
"[272715091, 112748268, 427878341]",False,Von-Reden-Straße,secondary,50,True,178.76099999999997,"LINESTRING (9.9087451 52.6793301, 9.9086584 52.6791844, 9.9084438 52.6788618, 9.9084299 52.6788378, 9.9083743 52.6787416, 9.9083443 52.6786916, 9.9081705 52.6784023, 9.9078331 52.6778208)","['2', '3']",L 298,,
"[5170362, 77432403, 23757796, 1205724511]",False,"['Von-Reden-Straße', 'Neuwinsener Straße']",secondary,50,True,217.864,"LINESTRING (9.9077987 52.6773769, 9.9079482 52.6769417, 9.9079709 52.6768827, 9.9083136 52.675908, 9.9083318 52.6758563, 9.9083647 52.6757253, 9.9083678 52.6756381, 9.9083583 52.675546, 9.9083252 52.6754555)",2,L 298,yes,
38532792,False,Am Wördel,living_street,,False,65.734,"LINESTRING (9.9077987 52.6773769, 9.9077245 52.6773663, 9.9073667 52.6773356, 9.9072023 52.6773306, 9.9068296 52.6773368)",,,,
295941911,False,Von-Reden-Straße,secondary,50,False,50.095,"LINESTRING (9.9077987 52.6773769, 9.9077703 52.6775046, 9.9077582 52.6776062, 9.9077739 52.6776834, 9.9078331 52.6778208)",2,L 298,,
55961314,False,Alte Celler Heerstraße,residential,30,False,39.274,"LINESTRING (9.9124119 52.6834599, 9.9119752 52.6832261)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,True,87.07,"LINESTRING (9.9124119 52.6834599, 9.9126142 52.6834988, 9.9128201 52.6835194, 9.9131512 52.6835252, 9.9136905 52.6835155)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,True,39.274,"LINESTRING (9.9119752 52.6832261, 9.9124119 52.6834599)",,,,
25963243,False,Schulstraße,residential,30,False,42.582,"LINESTRING (9.9119752 52.6832261, 9.9120887 52.6831237, 9.912097 52.6829532, 9.9120568 52.6828676)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,False,81.904,"LINESTRING (9.9119752 52.6832261, 9.9118588 52.6832391, 9.9107804 52.68336)",,,,
228138892,False,Am Wördel,living_street,,False,43.487,"LINESTRING (9.9068097 52.6769459, 9.9068296 52.6773368)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,False,68.54400000000001,"LINESTRING (9.9107804 52.68336, 9.9107343 52.6833652, 9.9104651 52.6833954, 9.9102959 52.6834144, 9.9097843 52.6834834)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,True,81.904,"LINESTRING (9.9107804 52.68336, 9.9118588 52.6832391, 9.9119752 52.6832261)",,,,
271107123,False,Schulstraße,residential,30,False,50.838,"LINESTRING (9.9115905 52.6818043, 9.9109956 52.6815233)",,,,
25963243,False,Schulstraße,residential,30,True,122.361,"LINESTRING (9.9115905 52.6818043, 9.9118141 52.6823539, 9.9120026 52.682752, 9.9120568 52.6828676)",,,,
95538233,False,Hasseler Straße,residential,30,True,139.246,"LINESTRING (9.9115905 52.6818043, 9.9120038 52.6819148, 9.9129349 52.6822027, 9.9134402 52.6823609)",,,,
202358696,False,Schützenstraße,residential,30,True,55.046,"LINESTRING (9.9109956 52.6815233, 9.911759 52.6813476)",,,,
271107123,False,Schulstraße,residential,30,True,50.838,"LINESTRING (9.9109956 52.6815233, 9.9115905 52.6818043)",,,,
271107131,False,Schulstraße,residential,30,False,81.603,"LINESTRING (9.9109956 52.6815233, 9.9101595 52.6809926)",,,,
271107112,True,Kanonenstraße,residential,30,False,92.41,"LINESTRING (9.9109956 52.6815233, 9.9105855 52.6816055, 9.9098683 52.6817492, 9.9096861 52.6817627)",,,,
35779483,False,Heerstraße,residential,30,False,99.349,"LINESTRING (9.9156319 52.6810641, 9.9150981 52.6802313)",,,,
156469611,False,Schützenstraße,residential,30,False,46.043,"LINESTRING (9.9156319 52.6810641, 9.9149489 52.6810615)",,,,
35779191,False,Heerstraße,residential,30,True,113.83,"LINESTRING (9.9156319 52.6810641, 9.9158411 52.6812765, 9.9161046 52.6815154, 9.9165339 52.6819293)",,,,
36136736,False,Hasseler Straße,residential,30,False,76.126,"LINESTRING (9.9152618 52.6829396, 9.915058 52.68285, 9.9148106 52.6827746, 9.914267 52.6826197)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,False,131.226,"LINESTRING (9.9152618 52.6829396, 9.9147134 52.6833251, 9.9147 52.6833345, 9.9144974 52.6834272, 9.9142872 52.683483, 9.9140151 52.6835192, 9.9136905 52.6835155)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,True,105.595,"LINESTRING (9.9152618 52.6829396, 9.9158592 52.6824606, 9.9161992 52.6821788)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,False,87.07000000000001,"LINESTRING (9.9136905 52.6835155, 9.9131512 52.6835252, 9.9128201 52.6835194, 9.9126142 52.6834988, 9.9124119 52.6834599)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,True,131.226,"LINESTRING (9.9136905 52.6835155, 9.9140151 52.6835192, 9.9142872 52.683483, 9.9144974 52.6834272, 9.9147 52.6833345, 9.9147134 52.6833251, 9.9152618 52.6829396)",,,,
35779191,False,Heerstraße,residential,30,False,113.83,"LINESTRING (9.9165339 52.6819293, 9.9161046 52.6815154, 9.9158411 52.6812765, 9.9156319 52.6810641)",,,,
1090671457,False,Alte Celler Heerstraße,residential,30,False,35.824,"LINESTRING (9.9165339 52.6819293, 9.9163508 52.6820505, 9.9161992 52.6821788)",,,,
55961314,False,Alte Celler Heerstraße,residential,30,False,105.595,"LINESTRING (9.9161992 52.6821788, 9.9158592 52.6824606, 9.9152618 52.6829396)",,,,
1090671457,False,Alte Celler Heerstraße,residential,30,True,35.824,"LINESTRING (9.9161992 52.6821788, 9.9163508 52.6820505, 9.9165339 52.6819293)",,,,
1090671458,False,Wolthäuser Straße,residential,30,True,114.348,"LINESTRING (9.9161992 52.6821788, 9.9157217 52.6821257, 9.9154181 52.6820771, 9.9145585 52.6819221)",,,,
35779483,False,Heerstraße,residential,30,False,91.547,"LINESTRING (9.9150981 52.6802313, 9.9146037 52.6794645)",,,,
35779483,False,Heerstraße,residential,30,True,99.349,"LINESTRING (9.9150981 52.6802313, 9.9156319 52.6810641)",,,,
"[35779484, 94569190]",False,Dammworth,residential,30,True,340.83000000000004,"LINESTRING (9.9150981 52.6802313, 9.9145837 52.6803251, 9.9144194 52.6803518, 9.9142381 52.6803694, 9.9138872 52.6803753, 9.9137046 52.6803731, 9.913033 52.6791026, 9.912966 52.6790041, 9.9131386 52.6789308, 9.9141078 52.6786953)",,,,
35779483,False,Heerstraße,residential,30,False,91.833,"LINESTRING (9.9146037 52.6794645, 9.9141078 52.6786953)",,,,
35779483,False,Heerstraße,residential,30,True,91.547,"LINESTRING (9.9146037 52.6794645, 9.9150981 52.6802313)",,,,
35779488,False,Beckmanns Worth,residential,30,True,144.976,"LINESTRING (9.9146037 52.6794645, 9.915635 52.6792224, 9.9165951 52.6789729)",,,,
35779483,False,Heerstraße,residential,30,True,109.738,"LINESTRING (9.9134616 52.6777895, 9.9141078 52.6786953)",,,,
35779485,False,Am Osterboy,residential,30,True,69.914,"LINESTRING (9.9174436 52.6781095, 9.9173083 52.6778159, 9.9172299 52.6774955)",,,,
35779486,False,Wünningweg,residential,30,True,184.076,"LINESTRING (9.9174436 52.6781095, 9.9166479 52.6781949, 9.9148086 52.6785338)",,,,
36004285,False,Zur Worth,residential,30,False,110.58,"LINESTRING (9.9149674 52.677544, 9.9148086 52.6785338)",,,,
25174021,False,Mühlenweg,residential,50,False,163.607,"LINESTRING (9.9149674 52.677544, 9.9150782 52.6774029, 9.9156654 52.6773701, 9.9159931 52.6773809, 9.9172299 52.6774955)",,,,
25174021,False,Mühlenweg,residential,50,True,77.23599999999999,"LINESTRING (9.9149674 52.677544, 9.9147668 52.6775798, 9.9146247 52.6776245, 9.9145297 52.677626, 9.9144208 52.6776026, 9.9143264 52.6775599, 9.9141366 52.6773564, 9.9141059 52.6773234)",,,,
