osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,lanes,ref,bridge
"[25851834, 38629365, 38629358]",Lange Straße,residential,30,False,False,65.937,yes,"LINESTRING (13.0483123 54.1122678, 13.0478254 54.1123536, 13.0477489 54.1123857, 13.0475471 54.1125943)",,,
38903139,Greifswalder Straße,secondary,50,False,False,56.235,,"LINESTRING (13.0483123 54.1122678, 13.0484263 54.1122806, 13.0491618 54.1122052)",2,L 19,
"[315352968, 315352980]",Friedrichstraße,secondary,50,False,True,404.02599999999995,,"LINESTRING (13.0483123 54.1122678, 13.0481997 54.112233, 13.0478939 54.1120731, 13.0475853 54.1119211, 13.0473333 54.1118378, 13.0470959 54.1117925, 13.0464166 54.1117654, 13.0456719 54.1117051, 13.044633 54.1116209, 13.0445529 54.1116136, 13.044414 54.1115972, 13.0443896 54.1115943, 13.0430361 54.1113797, 13.04247 54.1112865)",3,L 19,
"[315352968, 315352980]",Friedrichstraße,secondary,50,False,False,404.02599999999995,,"LINESTRING (13.04247 54.1112865, 13.0430361 54.1113797, 13.0443896 54.1115943, 13.044414 54.1115972, 13.0445529 54.1116136, 13.044633 54.1116209, 13.0456719 54.1117051, 13.0464166 54.1117654, 13.0470959 54.1117925, 13.0473333 54.1118378, 13.0475853 54.1119211, 13.0478939 54.1120731, 13.0481997 54.112233, 13.0483123 54.1122678)",3,L 19,
"[315352968, 315352975, 315352977, 191625082, 575498012]",Friedrichstraße,secondary,50,False,True,240.44099999999997,,"LINESTRING (13.04247 54.1112865, 13.0421782 54.1112193, 13.0415039 54.1110639, 13.0411923 54.1109886, 13.0406433 54.110867, 13.0402331 54.110774, 13.03996 54.1107218, 13.0396406 54.1106758, 13.0395129 54.1106609, 13.0393835 54.11065, 13.039286 54.1106452, 13.0391765 54.110645, 13.0389741 54.1106437)",3,L 19,yes
242538487,Lange Straße,residential,30,True,False,32.752,,"LINESTRING (13.0475471 54.1125943, 13.0474114 54.1128779)",,,
31510100,Strohstraße,residential,,True,False,92.827,,"LINESTRING (13.0475471 54.1125943, 13.0468898 54.1124838, 13.0466174 54.112465, 13.0461514 54.1124614)",,,
"[25851834, 38629365, 38629358]",Lange Straße,residential,30,False,True,65.937,yes,"LINESTRING (13.0475471 54.1125943, 13.0477489 54.1123857, 13.0478254 54.1123536, 13.0483123 54.1122678)",,,
30247165,Markt,living_street,,False,False,39.855,,"LINESTRING (13.0433311 54.1129969, 13.0427764 54.1128461)",,,
26266710,Sundische Straße,living_street,,True,False,89.302,,"LINESTRING (13.0433311 54.1129969, 13.0432802 54.1130789, 13.0428789 54.113755)",,,
38629363,Buddeliner Straße,living_street,,False,True,38.809,,"LINESTRING (13.0433311 54.1129969, 13.0434232 54.1129684, 13.0436631 54.1127171)",,,
46124850,Bahnhofstraße,residential,,False,True,21.742,,"LINESTRING (13.0389395 54.111691, 13.0391967 54.1118155)",,,
"[38903154, 302895548]",Bahnhofstraße,residential,,True,False,88.787,,"LINESTRING (13.0389395 54.111691, 13.0385275 54.1116053, 13.0380739 54.1115919, 13.037604 54.1116086)",,,
"[315352993, 191625081]",Straße der Solidarität,residential,50,False,True,116.524,,"LINESTRING (13.0389395 54.111691, 13.0389522 54.1113729, 13.0389798 54.1110901, 13.0389804 54.1110431, 13.0389814 54.1108203, 13.0389822 54.1107973, 13.0389741 54.1106437)",3,,
189284769,Straße der Solidarität,residential,50,False,True,52.36600000000001,,"LINESTRING (13.0389741 54.1106437, 13.0389691 54.1105351, 13.0389675 54.1105084, 13.0389545 54.1102916, 13.0389602 54.1102302, 13.0389712 54.1101734)",3,,
"[191625081, 315352993]",Straße der Solidarität,residential,50,False,False,116.524,,"LINESTRING (13.0389741 54.1106437, 13.0389822 54.1107973, 13.0389814 54.1108203, 13.0389804 54.1110431, 13.0389798 54.1110901, 13.0389522 54.1113729, 13.0389395 54.111691)",3,,
"[315352968, 315352975, 315352977, 191625082, 575498012]",Friedrichstraße,secondary,50,False,False,240.44100000000003,,"LINESTRING (13.0389741 54.1106437, 13.0391765 54.110645, 13.039286 54.1106452, 13.0393835 54.11065, 13.0395129 54.1106609, 13.0396406 54.1106758, 13.03996 54.1107218, 13.0402331 54.110774, 13.0406433 54.110867, 13.0411923 54.1109886, 13.0415039 54.1110639, 13.0421782 54.1112193, 13.04247 54.1112865)",3,L 19,yes
"[38903152, 315352972]",Friedrichstraße,secondary,50,False,True,119.975,,"LINESTRING (13.0389741 54.1106437, 13.0387658 54.1106421, 13.0387399 54.1106417, 13.038284 54.110634, 13.0377975 54.1106297, 13.0371339 54.1106241)",3,L 19,
38629399,Lindenstraße,residential,30,False,True,225.533,,"LINESTRING (13.0390508 54.1085223, 13.0422206 54.1093351)",2,,
29909952,Straße der Solidarität,residential,50,False,False,115.895,,"LINESTRING (13.0390508 54.1085223, 13.0390582 54.108935, 13.0390597 54.1090163, 13.0390696 54.1095645)",,,
26266710,Sundische Straße,living_street,,True,False,52.786,,"LINESTRING (13.0428789 54.113755, 13.0426423 54.114209)",,,
38629326,Norderhinterstraße,residential,,True,False,72.413,,"LINESTRING (13.0428789 54.113755, 13.043976 54.1138576)",,,
252764159,Domstraße,living_street,,False,True,63.125,,"LINESTRING (13.0428789 54.113755, 13.0419504 54.1135936)",,,
38629322,Norderquerstraße,residential,,True,False,81.857,,"LINESTRING (13.043976 54.1138576, 13.044205 54.113357, 13.0442791 54.1131435)",,,
38629326,Norderhinterstraße,residential,,True,False,78.45,,"LINESTRING (13.043976 54.1138576, 13.0444138 54.1138859, 13.045173 54.1139313)",,,
38629326,Norderhinterstraße,residential,,True,False,32.911,,"LINESTRING (13.045173 54.1139313, 13.0456651 54.113865)",,,
38629340,Nordpromenade,residential,,True,False,207.757,,"LINESTRING (13.045173 54.1139313, 13.0452773 54.1142062, 13.044726 54.114311, 13.0443153 54.1143729, 13.0440828 54.1144058, 13.043799 54.1144073, 13.0426239 54.1143417)",,,
38629326,Norderhinterstraße,residential,,True,False,56.704,,"LINESTRING (13.0456651 54.113865, 13.0457461 54.1138356, 13.0464048 54.1135966)",,,
"[38629346, 38629355]","['Nordpromenade', 'Quebbe']",residential,30,False,False,416.86199999999997,,"LINESTRING (13.0456651 54.113865, 13.0457578 54.1140431, 13.045837 54.1140773, 13.0471986 54.1137635, 13.0476884 54.1136506, 13.0479031 54.1137751, 13.0481801 54.1138791, 13.0482347 54.1138864, 13.0482881 54.1138723, 13.0486343 54.1136836, 13.0488575 54.1135463, 13.0489671 54.1134422, 13.0492 54.1131864, 13.0494038 54.1128571, 13.0494202 54.1127633, 13.0491618 54.1122052)",,,
242538487,Lange Straße,residential,30,True,False,79.95599999999999,,"LINESTRING (13.0474114 54.1128779, 13.0469574 54.1129898, 13.0462571 54.113119)",,,
31510096,Kleine Leichnamstraße,residential,,True,False,53.972,,"LINESTRING (13.0462571 54.113119, 13.0464048 54.1135966)",,,
38629348,Kleine Leichnamstraße,residential,,True,False,73.446,,"LINESTRING (13.0462571 54.113119, 13.0461514 54.1124614)",,,
242538487,Lange Straße,residential,30,True,False,129.68200000000002,,"LINESTRING (13.0462571 54.113119, 13.0458556 54.1131608, 13.045456 54.1131808, 13.0452581 54.11319, 13.0442791 54.1131435)",,,
