osmid,name,highway,maxspeed,width,oneway,reversed,length,est_width,lanes,geometry,ref,access,bridge
"[166720097, 23389836]","['Am Schifferwall', 'Bockelmannstraße']",secondary,50,,False,True,19.744,,3,"LINESTRING (10.4153267 53.2529266, 10.415291 53.2528791, 10.4152653 53.2528355, 10.4152558 53.2527949, 10.415259 53.2527567)",,,
148564064,Bockelmannstraße,secondary_link,50,,True,False,25.829,,1,"LINESTRING (10.4153267 53.2529266, 10.4152194 53.2528895, 10.4151071 53.2528564, 10.4149756 53.2528292)",,,
"[230118150, 230118151, 227656108, 511208367, 148565455, 399084662, 12481151]",Bastionstraße,secondary,"['50', '30']",,True,False,227.826,,"['2', '1']","LINESTRING (10.403072 53.2510095, 10.4030568 53.2511553, 10.4028872 53.2515272, 10.4026985 53.2518967, 10.4026218 53.2520438, 10.402558 53.2521634, 10.4025014 53.252275, 10.4024899 53.2523104, 10.4024876 53.252344, 10.4024946 53.2524005, 10.4025295 53.2524428, 10.4025629 53.2524676, 10.4027883 53.2526118, 10.4028434 53.2526469, 10.4030505 53.2527786, 10.4031683 53.2528536)",L 216,,
17042995,Egersdorffstraße,residential,50,,False,False,20.490000000000002,,2,"LINESTRING (10.403072 53.2510095, 10.4032347 53.2509918, 10.4033687 53.2509626)",,,
475720041,Hindenburgstraße,secondary,50,,True,False,31.072,,1,"LINESTRING (10.4035636 53.253046, 10.4030973 53.25303)",L 216,,
17257121,Hindenburgstraße,secondary,50,,False,False,85.305,,2,"LINESTRING (10.4035636 53.253046, 10.4037572 53.2530541, 10.4048428 53.2530992)",L 216,,
24220498,Julius-Wolff-Straße,residential,50,,False,True,80.505,,2,"LINESTRING (10.4035636 53.253046, 10.4036189 53.2529588, 10.4037015 53.2528916, 10.4039379 53.2527833, 10.4040557 53.2527315, 10.4040824 53.25272, 10.4044017 53.2525867, 10.4044289 53.252575, 10.404442 53.2525705)",,,
"[96311854, 186320934]",Reichenbachstraße,secondary,50,,True,False,110.262,,2,"LINESTRING (10.4097136 53.2531857, 10.4098397 53.2531698, 10.4099355 53.2531488, 10.410079 53.2531135, 10.4104206 53.2529879, 10.4105932 53.2529245, 10.4108231 53.2528591, 10.4109977 53.252815, 10.4112215 53.252814)",,,
15021023,Rote Straße,residential,50,7.5,False,True,45.726,,,"LINESTRING (10.4091329 53.2463633, 10.4092626 53.2460708, 10.409305 53.2459652)",,,
17257121,Hindenburgstraße,secondary,50,,False,True,109.05900000000001,,2,"LINESTRING (10.4064782 53.2531672, 10.405893 53.2531429, 10.405356 53.2531206, 10.4049927 53.2531055, 10.4048428 53.2530992)",L 216,,
24220477,Garlopstraße,residential,50,,False,True,57.492,,,"LINESTRING (10.4064782 53.2531672, 10.4065054 53.2531, 10.4065219 53.2529877, 10.4065419 53.2528563, 10.4065639 53.2526535)",,,
"[420011937, 23390822]",Am Markt,residential,20,9,True,False,68.296,,,"LINESTRING (10.4087869 53.2504366, 10.4078747 53.2505234, 10.4077731 53.2505331)",,,
"[96294232, 23389873]",Bardowicker Straße,residential,20,10,False,True,115.362,,,"LINESTRING (10.4087869 53.2504366, 10.4088164 53.2506205, 10.408846 53.250777, 10.4088526 53.2508164, 10.4088981 53.2509739, 10.4089243 53.2510647, 10.409039 53.2513901, 10.4090662 53.2514593)",,,
26966161,Am Springintgut,secondary,50,,True,False,68.805,,1,"LINESTRING (10.400555 53.2528488, 10.4005266 53.2528115, 10.4004133 53.2523334, 10.4003903 53.2522395)",L 216,,
23389553,Frommestraße,residential,50,,False,False,47.226,,,"LINESTRING (10.4003903 53.2522395, 10.4008165 53.2522786, 10.4010823 53.2522996, 10.4010926 53.2523011)",,,
23918359,Altenbrückertorstraße,residential,50,,False,False,60.667,,,"LINESTRING (10.4145731 53.2475969, 10.4142134 53.2475431, 10.413683 53.2474792)",,,
29408065,Ilmenaustraße,residential,50,,False,True,252.95100000000002,,2,"LINESTRING (10.4145731 53.2475969, 10.4145846 53.2476826, 10.414598 53.2478648, 10.4145938 53.2479789, 10.4145724 53.2480869, 10.4145361 53.2481763, 10.4144984 53.2482632, 10.4144137 53.2483991, 10.4143363 53.2484909, 10.4142483 53.2485792, 10.4141486 53.2486666, 10.4140426 53.2487446, 10.4136682 53.2489945, 10.4132459 53.2492763, 10.4130757 53.2494064, 10.4129243 53.2495449)",,,
17384248,Bei der St. Johanniskirche,residential,50,,False,False,143.50799999999998,,,"LINESTRING (10.413683 53.2474792, 10.4136757 53.2475379, 10.413666 53.2476147, 10.4136346 53.2477197, 10.413584 53.2478224, 10.413516 53.2479168, 10.4134016 53.2480335, 10.4132247 53.2482713, 10.4131634 53.2483538, 10.4129918 53.2486228, 10.4128911 53.2486455)",,,
23918359,Altenbrückertorstraße,residential,50,,False,True,60.667,,,"LINESTRING (10.413683 53.2474792, 10.4142134 53.2475431, 10.4145731 53.2475969)",,,
"[486972235, 558917533]","['Altenbrückertorstraße', 'Bei der Ratsmühle']",residential,50,,False,False,65.915,,,"LINESTRING (10.413683 53.2474792, 10.4135302 53.2474628, 10.4135283 53.2474125, 10.413517 53.2471205, 10.413538 53.2469635)",,,
440803438,Wandfärberstraße,living_street,,5,False,False,28.767,,,"LINESTRING (10.4123659 53.2492302, 10.4123697 53.2494889)",,,
26626390,Conventstraße,living_street,,6,False,False,37.42,,,"LINESTRING (10.4123697 53.2494889, 10.4129243 53.2495449)",,,
440803438,Wandfärberstraße,living_street,,5,False,True,28.767,,,"LINESTRING (10.4123697 53.2494889, 10.4123659 53.2492302)",,,
29408070,Conventstraße,living_street,,2.2,True,False,74.85300000000001,,,"LINESTRING (10.4123697 53.2494889, 10.4122579 53.2494874, 10.411932 53.2494831, 10.4113077 53.2494748, 10.4112449 53.249474)",,destination,
26626390,Conventstraße,living_street,,6,False,True,37.42,,,"LINESTRING (10.4129243 53.2495449, 10.4123697 53.2494889)",,,
29408065,Ilmenaustraße,residential,50,,False,False,252.95099999999996,,2,"LINESTRING (10.4129243 53.2495449, 10.4130757 53.2494064, 10.4132459 53.2492763, 10.4136682 53.2489945, 10.4140426 53.2487446, 10.4141486 53.2486666, 10.4142483 53.2485792, 10.4143363 53.2484909, 10.4144137 53.2483991, 10.4144984 53.2482632, 10.4145361 53.2481763, 10.4145724 53.2480869, 10.4145938 53.2479789, 10.414598 53.2478648, 10.4145846 53.2476826, 10.4145731 53.2475969)",,,
"[29408064, 29408065]","['Bei der Abtspferdetränke', 'Ilmenaustraße']",residential,50,5,False,True,147.378,,2,"LINESTRING (10.4129243 53.2495449, 10.4128115 53.2497012, 10.4126922 53.2499384, 10.4126586 53.2500288, 10.4126546 53.2501202, 10.412679 53.2503073, 10.412662 53.2503324, 10.4126164 53.2503467, 10.4124499 53.2503502, 10.4118208 53.2503867)",,,
"[16893609, 155364235]",Am Berge,residential,50,"['7', '5']",False,False,100.66900000000001,,2,"LINESTRING (10.4112892 53.2496299, 10.4113101 53.2497115, 10.411352 53.2498755, 10.4115734 53.2503594, 10.4116739 53.2503895, 10.4118208 53.2503867)",,,
17384249,Münzstraße,residential,50,5.0,False,False,44.402,,,"LINESTRING (10.4112892 53.2496299, 10.4108802 53.2496052, 10.4108306 53.2496022, 10.4106252 53.2495898)",,,
41109444,Auf der Altstadt,residential,30,5.30,True,False,50.647999999999996,,1,"LINESTRING (10.403174 53.247688, 10.4031098 53.2477568, 10.4030325 53.2478174, 10.4029751 53.2478625, 10.402728 53.2480563)",,,
"[896232848, 18922909, 896232847]",Auf der Rübekuhle,residential,30,"['5.00', '6.00']",False,False,153.19299999999998,,1,"LINESTRING (10.403174 53.247688, 10.4031365 53.2476184, 10.4031115 53.2475698, 10.4030382 53.2474263, 10.4030033 53.2473577, 10.4029759 53.2473038, 10.4029349 53.2472589, 10.4028803 53.24722, 10.4027191 53.2471447, 10.4023742 53.2469938, 10.4019778 53.2468203, 10.4018492 53.2467737, 10.401801 53.2467562, 10.4016894 53.2467158)",,,
"[896232848, 18922909, 896232847]",Auf der Rübekuhle,residential,30,"['5.00', '6.00']",False,True,153.193,,1,"LINESTRING (10.4016894 53.2467158, 10.401801 53.2467562, 10.4018492 53.2467737, 10.4019778 53.2468203, 10.4023742 53.2469938, 10.4027191 53.2471447, 10.4028803 53.24722, 10.4029349 53.2472589, 10.4029759 53.2473038, 10.4030033 53.2473577, 10.4030382 53.2474263, 10.4031115 53.2475698, 10.4031365 53.2476184, 10.403174 53.247688)",,,
896162153,Salzbrückerstraße,residential,30,3.80,True,False,50.30199999999999,,,"LINESTRING (10.4016894 53.2467158, 10.4015784 53.2468699, 10.4014607 53.2469993, 10.4013618 53.2470857, 10.4013328 53.2471132)",,,
28999470,Vor der Sülze,residential,50,,False,True,81.457,,2,"LINESTRING (10.401975 53.2456579, 10.4018012 53.2456633, 10.4015464 53.245664, 10.4014021 53.2456676, 10.4011795 53.2456731, 10.4007517 53.2456837)",,,
34064949,St. Lambertiplatz,residential,50,5,True,False,65.861,,,"LINESTRING (10.401975 53.2456579, 10.4020528 53.245643, 10.4021477 53.2456141, 10.4022657 53.2455738, 10.4026435 53.2453651, 10.4027559 53.2453042)",,,
557447585,Bei der St. Lambertikirche,residential,20,9,False,True,12.996,,,"LINESTRING (10.401975 53.2456579, 10.4020295 53.2457023, 10.4020906 53.2457521)",,,
29282657,Sülztorstraße,residential,50,6,False,False,10.639,,,"LINESTRING (10.4031976 53.2451305, 10.4032623 53.245043)",,,
46171711,Bei der St. Lambertikirche,residential,50,6,False,True,9.39,,,"LINESTRING (10.4031976 53.2451305, 10.4031653 53.2452127)",,,
18925169,Egersdorffstraße,residential,50,9,False,True,18.166,,,"LINESTRING (10.4054674 53.2501238, 10.4052152 53.2501864)",,,
"[96306833, 718174275, 1012086134]",Neue Sülze,residential,50,6,False,False,264.86,,2,"LINESTRING (10.4054674 53.2501238, 10.4055266 53.250083, 10.4055484 53.2500473, 10.4055522 53.2499989, 10.4054731 53.2497177, 10.4054555 53.2496566, 10.4053399 53.2492441, 10.405312 53.2491665, 10.4052583 53.2490731, 10.4050098 53.2487732, 10.4048289 53.2485677, 10.4048108 53.2485464, 10.4046066 53.2483048, 10.4044469 53.248109, 10.4043676 53.2480015, 10.4043251 53.2479437, 10.4042996 53.2479092)",,,
"[717929720, 46158597]",Auf dem Harz,residential,50,"['4', '6']",True,False,22.314999999999998,,,"LINESTRING (10.4029416 53.244986, 10.403048 53.2450115, 10.403113 53.2450228, 10.4032623 53.245043)",,,
46171708,Auf dem Harz,residential,50,6,False,False,37.664,,,"LINESTRING (10.4029416 53.244986, 10.4028698 53.2449573, 10.4028204 53.2449314, 10.4027786 53.2449034, 10.4027441 53.244875, 10.4027081 53.2448436, 10.4026721 53.2448187, 10.402637 53.2448013, 10.402527 53.2447617)",,,
46171708,Auf dem Harz,residential,50,6,False,True,37.664,,,"LINESTRING (10.402527 53.2447617, 10.402637 53.2448013, 10.4026721 53.2448187, 10.4027081 53.2448436, 10.4027441 53.244875, 10.4027786 53.2449034, 10.4028204 53.2449314, 10.4028698 53.2449573, 10.4029416 53.244986)",,,
770679467,Kalandstraße,residential,20,8,False,True,33.182,,,"LINESTRING (10.4119294 53.2468503, 10.4117691 53.2468139, 10.4114503 53.2467697)",,,
186522907,Lünertorstraße,residential,30,,False,False,11.075,,,"LINESTRING (10.4144929 53.2512455, 10.4143287 53.2512619)",,,
186522907,Lünertorstraße,residential,30,,False,True,19.06,,,"LINESTRING (10.4144929 53.2512455, 10.4147792 53.2512393)",,,
24219491,Am Werder,residential,50,3.5,True,False,66.872,,,"LINESTRING (10.4144929 53.2512455, 10.4143513 53.25089, 10.4142782 53.2507064, 10.4142782 53.2506592)",,,
72147000,Lünertorstraße,residential,30,4.6,True,False,1.968,,,"LINESTRING (10.4136954 53.2513566, 10.4136667 53.2513609)",,,
26832344,Rotehahnstraße,residential,50,4,False,True,114.412,,,"LINESTRING (10.4110081 53.2515714, 10.4110948 53.2512557, 10.4112001 53.2508727, 10.4112809 53.2505787, 10.4112871 53.2505561)",,,
118607901,Lüner Straße,residential,30,3.5,True,False,73.641,,,"LINESTRING (10.4110081 53.2515714, 10.4110841 53.2515775, 10.4121138 53.2515975)",,,
"[35470096, 1012086133]",Am Marienplatz,residential,20,,True,False,59.179,,,"LINESTRING (10.4060877 53.2506713, 10.4059822 53.2506346, 10.4059047 53.2505734, 10.4058683 53.2505131, 10.4057387 53.2503047, 10.4056737 53.250217)",,,
30249753,Im Wendischen Dorfe,residential,30,5.1,True,False,17.63,,,"LINESTRING (10.4121138 53.2515975, 10.4120768 53.2517545)",,,
24219491,Am Werder,residential,50,3.5,True,False,91.447,,,"LINESTRING (10.4142782 53.2506592, 10.4143119 53.250626, 10.4143769 53.2506033, 10.4144542 53.2505942, 10.4145225 53.2506145, 10.4145574 53.2506506, 10.4145771 53.2506771, 10.4146841 53.2509733, 10.4147792 53.2512393)",,,
"[29408063, 30182079]","['Am Fischmarkt', 'Bei der Lüner Mühle']",living_street,,3.3,True,False,99.238,,,"LINESTRING (10.4142782 53.2506592, 10.4139115 53.2507206, 10.4138749 53.2507301, 10.4138489 53.2507444, 10.4138379 53.2507597, 10.4137949 53.2509555, 10.4136954 53.2513566)",,,
"[166720096, 403835077, 23918054, 85046917, 32295081, 40469167, 84659023, 129329265]","['Am Schifferwall', 'Reichenbachstraße']",secondary,50,,False,False,187.993,,"['4', '3']","LINESTRING (10.4117841 53.2527341, 10.4120313 53.2527392, 10.4130425 53.2527714, 10.4134117 53.2527884, 10.4139124 53.2528137, 10.4142721 53.2528194, 10.4142776 53.2528195, 10.4145137 53.2528174, 10.4145651 53.2528142, 10.4146047 53.252811)",,,yes
"[83188856, 40469166]",Reichenbachstraße,secondary,50,,False,True,38.531,,"['4', '3']","LINESTRING (10.4117841 53.2527341, 10.4115159 53.252762, 10.4112215 53.252814)",,,
148564070,Im Wendischen Dorfe,residential,50,,False,True,35.485,,2,"LINESTRING (10.4117841 53.2527341, 10.4117897 53.2526697, 10.4117914 53.2526407, 10.4118604 53.2524189)",,,
24220477,Garlopstraße,residential,50,,False,False,57.492000000000004,,,"LINESTRING (10.4065639 53.2526535, 10.4065419 53.2528563, 10.4065219 53.2529877, 10.4065054 53.2531, 10.4064782 53.2531672)",,,
24220498,Julius-Wolff-Straße,residential,50,,False,False,80.505,,2,"LINESTRING (10.404442 53.2525705, 10.4044289 53.252575, 10.4044017 53.2525867, 10.4040824 53.25272, 10.4040557 53.2527315, 10.4039379 53.2527833, 10.4037015 53.2528916, 10.4036189 53.2529588, 10.4035636 53.253046)",,,
24220992,Bei der St. Lambertikirche,residential,20,6,False,False,81.14200000000001,,,"LINESTRING (10.4031983 53.2460232, 10.4031452 53.2460235, 10.4030482 53.2460227, 10.4029552 53.2460126, 10.4025526 53.2459106, 10.4024024 53.2458726, 10.4022707 53.2458392, 10.4020906 53.2457521)",,,
"[295406392, 46171713, 96365259]","['Bei der St. Lambertikirche', 'Salzstraße']",residential,"['20', '50']",6,False,False,90.183,,,"LINESTRING (10.4031983 53.2460232, 10.4031907 53.2459363, 10.4031848 53.2456864, 10.4031827 53.2456595, 10.4031593 53.2453555, 10.4031653 53.2452127)",,,
"[13215492, 1237636069]",An den Reeperbahnen,residential,30,,False,False,88.696,,,"LINESTRING (10.4069164 53.245582, 10.4069426 53.2455291, 10.4070875 53.245236, 10.4071407 53.2451285, 10.407198 53.2450128, 10.4072094 53.2449897, 10.4072419 53.244924, 10.4072934 53.2448169)",,,
24221021,Gummastraße,living_street,,,True,False,51.06,,,"LINESTRING (10.4069164 53.245582, 10.4068609 53.2457273, 10.4068342 53.2457974, 10.4067934 53.2458667, 10.4067373 53.2459509, 10.4066796 53.2460165)",,,
"[96306840, 297891992]",Wallstraße,residential,30,,False,False,218.591,,,"LINESTRING (10.4069164 53.245582, 10.4068725 53.2455747, 10.4046858 53.2452344, 10.4046154 53.2452197, 10.4045348 53.2451976, 10.4042149 53.2450928, 10.4041942 53.245086, 10.4039156 53.2449947, 10.4038182 53.2449628)",,,
"[96306840, 13215491, 297891991]",Wallstraße,residential,30,,False,True,164.551,,,"LINESTRING (10.4069164 53.245582, 10.4070808 53.2456092, 10.4072267 53.2456333, 10.4077935 53.2457271, 10.4080511 53.2457687, 10.4083064 53.2458099, 10.4087802 53.2458871, 10.4091703 53.2459452, 10.409305 53.2459652)",,,
"[307076768, 118607894]",Friedenstraße,residential,30,,False,True,201.97899999999998,,,"LINESTRING (10.4148144 53.2455415, 10.4143152 53.2456981, 10.4140652 53.2458282, 10.4139938 53.2458472, 10.4139148 53.2458533, 10.4138463 53.2458493, 10.4130854 53.2457559, 10.4120072 53.2456248, 10.4119709 53.2456204)",,,
"[378330769, 24716580]",Ritterstraße,"['living_street', 'residential']",,,True,False,167.776,,,"LINESTRING (10.4066796 53.2460165, 10.4069074 53.2460432, 10.4070673 53.2460617, 10.4073536 53.2460969, 10.4075838 53.2461288, 10.4080225 53.2461934, 10.4082491 53.2462247, 10.408343 53.2462394, 10.4091329 53.2463633)",,,
"[30341883, 1012129004]",Ritterstraße,residential,50,6,True,False,252.67499999999995,,,"LINESTRING (10.4066796 53.2460165, 10.4060665 53.2459256, 10.4057551 53.2458704, 10.405375 53.2457963, 10.4047771 53.2456841, 10.4044116 53.2456124, 10.4042734 53.2455816, 10.4040289 53.2455185, 10.4037608 53.2454239, 10.403389 53.2452581, 10.4032939 53.2452247, 10.4032453 53.2452155, 10.4031653 53.2452127)",,,
19355403,Kalandstraße,residential,20,4.5,True,False,162.414,,,"LINESTRING (10.4114503 53.2467697, 10.4112035 53.2467325, 10.4109968 53.2467003, 10.410837 53.2466768, 10.4106306 53.246648, 10.4101151 53.2465739, 10.4100992 53.2465712, 10.4098336 53.2465282, 10.409235 53.2464333, 10.409203 53.2464128, 10.4091329 53.2463633)",,,
770679467,Kalandstraße,residential,20,8,False,False,33.182,,,"LINESTRING (10.4114503 53.2467697, 10.4117691 53.2468139, 10.4119294 53.2468503)",,,
46171710,Sülztorstraße,residential,50,6,False,True,25.752,,,"LINESTRING (10.4034528 53.2448414, 10.4032623 53.245043)",,,
"[297891992, 718099394]",Wallstraße,residential,30,5,False,True,27.811,,,"LINESTRING (10.4034528 53.2448414, 10.4035161 53.2448638, 10.4038182 53.2449628)",,,
26832344,Rotehahnstraße,residential,50,4,False,False,114.41199999999999,,,"LINESTRING (10.4112871 53.2505561, 10.4112809 53.2505787, 10.4112001 53.2508727, 10.4110948 53.2512557, 10.4110081 53.2515714)",,,
17042995,Egersdorffstraße,residential,50,,False,True,20.490000000000002,,2,"LINESTRING (10.4033687 53.2509626, 10.4032347 53.2509918, 10.403072 53.2510095)",,,
"[899233504, 41110035, 29380301]",Klostergang,residential,"['50', '30']",,False,False,105.415,"['5', '3.5']",,"LINESTRING (10.4033687 53.2509626, 10.4033648 53.2509504, 10.4033405 53.2508745, 10.4032992 53.2508116, 10.403127 53.2506914, 10.4030614 53.2506203, 10.4029935 53.2505399, 10.4028582 53.2504202, 10.4025228 53.2501753)",,,
"[85220995, 899418894]",Egersdorffstraße,residential,50,7,False,False,157.60899999999998,"['6', '5.20']",2,"LINESTRING (10.4033687 53.2509626, 10.4039347 53.2508848, 10.404078 53.2508595, 10.4042364 53.2508247, 10.4043816 53.2507768, 10.4045183 53.2507177, 10.4046281 53.2506628, 10.4047217 53.2505972, 10.4048221 53.2505144, 10.4051228 53.2502387, 10.4052152 53.2501864)",,,
"[899238844, 899238845]",Hinter der Bardowicker Mauer,residential,10,3.7,False,False,75.121,,,"LINESTRING (10.4033687 53.2509626, 10.4036558 53.2510185, 10.4039446 53.251076, 10.4044407 53.2511748)",,,
33913930,Wendische Straße,residential,30,5.20,False,True,64.28200000000001,,,"LINESTRING (10.4013328 53.2471132, 10.4012681 53.2470773, 10.400664 53.2467423, 10.4006214 53.2467222)",,,
"[896195552, 896196897, 896193807]",Salzbrückerstraße,residential,30,"['4.5', '4.50']",True,False,80.064,,,"LINESTRING (10.4013328 53.2471132, 10.401278 53.2471546, 10.4011866 53.2472257, 10.4011566 53.247249, 10.4010516 53.2473037, 10.4009949 53.2473333, 10.4009748 53.2473428, 10.4007935 53.2474284, 10.4004717 53.2475829, 10.4004468 53.2475953)",,,
"[29379312, 29282612]","['Johann-Sebastian-Bach-Platz', 'Am Iflock']",residential,30,"['5.6', '5']",False,True,52.897,4.4,,"LINESTRING (10.4014468 53.2488533, 10.4014676 53.2488746, 10.401541 53.2489462, 10.4015636 53.2489682, 10.4018241 53.249215, 10.4018344 53.2492248, 10.4018756 53.2492534)",,,
17454325,Auf dem Meere,residential,30,3.5,True,False,145.011,6.2,,"LINESTRING (10.403273 53.2496003, 10.4032959 53.2496083, 10.4042881 53.2499527, 10.4047585 53.2500713, 10.4050695 53.2501497, 10.4052152 53.2501864)",,,
41109447,Auf dem Meere,living_street,,4,False,False,39.093,6,,"LINESTRING (10.403273 53.2496003, 10.403255 53.249594, 10.4027653 53.2494233)",,,
235060365,Auf der Altstadt,residential,30,5.30,True,False,42.326,,1,"LINESTRING (10.4026636 53.2481069, 10.4022421 53.248392)",,,
41109443,Obere Ohlingerstraße,living_street,,4,True,False,70.49000000000001,7.7,,"LINESTRING (10.4026636 53.2481069, 10.4026119 53.2480812, 10.402503 53.2480269, 10.4021828 53.2478404, 10.4021328 53.2477974, 10.4019524 53.2476421)",,,
33913930,Wendische Straße,residential,30,5.20,False,False,64.282,,,"LINESTRING (10.4006214 53.2467222, 10.400664 53.2467423, 10.4012681 53.2470773, 10.4013328 53.2471132)",,,
"[896217930, 29284813]",Hinter der Sülzmauer,living_street,,"['7.00', '6.00']",False,True,120.588,,,"LINESTRING (10.4006214 53.2467222, 10.4006548 53.2466883, 10.4008395 53.2465114, 10.4008783 53.2464414, 10.4008859 53.2463602, 10.40086 53.2462261, 10.4008422 53.246121, 10.4008269 53.2460204, 10.4007592 53.2457419, 10.4007517 53.2456837)",,,
28999470,Vor der Sülze,residential,50,,False,False,81.45700000000001,,2,"LINESTRING (10.4007517 53.2456837, 10.4011795 53.2456731, 10.4014021 53.2456676, 10.4015464 53.245664, 10.4018012 53.2456633, 10.401975 53.2456579)",,,
"[896217930, 29284813]",Hinter der Sülzmauer,living_street,,"['7.00', '6.00']",False,False,120.58800000000001,,,"LINESTRING (10.4007517 53.2456837, 10.4007592 53.2457419, 10.4008269 53.2460204, 10.4008422 53.246121, 10.40086 53.2462261, 10.4008859 53.2463602, 10.4008783 53.2464414, 10.4008395 53.2465114, 10.4006548 53.2466883, 10.4006214 53.2467222)",,,
29379312,Am Iflock,residential,30,5,False,False,121.33099999999999,4.4,,"LINESTRING (10.4025228 53.2501753, 10.402306 53.250073, 10.4021913 53.2500189, 10.4021465 53.2499861, 10.4021397 53.2499479, 10.4021822 53.2497334, 10.4021849 53.2496761, 10.4021686 53.24961, 10.40205 53.2493348, 10.4020235 53.2493147, 10.4019953 53.2493041, 10.4019251 53.2492776, 10.4018756 53.2492534)",,,
29379321,Hinter dem Brunnen,residential,30,2.9,True,False,82.298,,,"LINESTRING (10.4025228 53.2501753, 10.4025758 53.2501423, 10.4028058 53.2500139, 10.4029639 53.2499221, 10.4030292 53.2498752, 10.4031355 53.2497903, 10.4031788 53.2497396, 10.4032447 53.2496422, 10.403273 53.2496003)",,,
41109446,Im Verdener Hof,residential,5,2,False,False,20.959,,,"LINESTRING (10.4025228 53.2501753, 10.4024023 53.2502473, 10.4022959 53.2501886)",,,
"[899233504, 41110035, 29380301]",Klostergang,residential,"['50', '30']",,False,True,105.415,"['3.5', '5']",,"LINESTRING (10.4025228 53.2501753, 10.4028582 53.2504202, 10.4029935 53.2505399, 10.4030614 53.2506203, 10.403127 53.2506914, 10.4032992 53.2508116, 10.4033405 53.2508745, 10.4033648 53.2509504, 10.4033687 53.2509626)",,,
"[29379312, 29282612]","['Johann-Sebastian-Bach-Platz', 'Am Iflock']",residential,30,"['5.6', '5']",False,False,52.897,4.4,,"LINESTRING (10.4018756 53.2492534, 10.4018344 53.2492248, 10.4018241 53.249215, 10.4015636 53.2489682, 10.401541 53.2489462, 10.4014676 53.2488746, 10.4014468 53.2488533)",,,
29379312,Am Iflock,residential,30,5,False,True,121.331,4.4,,"LINESTRING (10.4018756 53.2492534, 10.4019251 53.2492776, 10.4019953 53.2493041, 10.4020235 53.2493147, 10.40205 53.2493348, 10.4021686 53.24961, 10.4021849 53.2496761, 10.4021822 53.2497334, 10.4021397 53.2499479, 10.4021465 53.2499861, 10.4021913 53.2500189, 10.402306 53.250073, 10.4025228 53.2501753)",,,
41109447,Auf dem Meere,living_street,,4,False,True,64.17999999999999,6,,"LINESTRING (10.4018756 53.2492534, 10.4019322 53.2492465, 10.4019586 53.2492433, 10.4020645 53.2492305, 10.4024316 53.2493216, 10.4027653 53.2494233)",,,
17457033,Am Berge,living_street,,3.5,True,False,17.584,,,"LINESTRING (10.4112449 53.249474, 10.4112892 53.2496299)",,,
30181986,Viskulenhof,residential,30,,False,False,54.144,,,"LINESTRING (10.4120768 53.2517545, 10.4124784 53.2517936, 10.4126485 53.2520148)",,yes,
30249753,Im Wendischen Dorfe,residential,30,5.1,True,False,75.268,,,"LINESTRING (10.4120768 53.2517545, 10.4119483 53.2521491, 10.4118604 53.2524189)",,,
30181986,Viskulenhof,residential,30,,False,True,54.144,,,"LINESTRING (10.4126485 53.2520148, 10.4124784 53.2517936, 10.4120768 53.2517545)",,yes,
186522907,Lünertorstraße,residential,30,,False,False,19.06,,,"LINESTRING (10.4147792 53.2512393, 10.4144929 53.2512455)",,,
30182236,Kaufhausstraße,residential,30,5.10,True,False,78.782,,,"LINESTRING (10.4136667 53.2513609, 10.4139475 53.2520492)",,,
