osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge,lanes
"[28046920, 37697036, 35066879]",False,Untere Eichenstraße,residential,False,266.65599999999995,"LINESTRING (11.3173789 49.3571648, 11.3170877 49.3570507, 11.3168185 49.3570782, 11.3165767 49.3570738, 11.3164239 49.3570453, 11.3162806 49.3569936, 11.3162201 49.3569589, 11.3161743 49.3569336, 11.3160687 49.3568994, 11.3158795 49.3568842, 11.3156798 49.3568557, 11.3153187 49.3567928, 11.3151198 49.3567473, 11.3149881 49.3566735, 11.3147917 49.3564296, 11.3146285 49.3562068, 11.3144738 49.3560463)",,,,
"[35066880, 24514770, 24514771]",True,Schwarzachstraße,residential,False,118.563,"LINESTRING (11.3173789 49.3571648, 11.3172628 49.3573276, 11.3172386 49.3573831, 11.3171437 49.3576013, 11.3170511 49.3578088, 11.3169249 49.3581246, 11.3169047 49.358183)",,30,yes,
35005079,False,Altenthanner Weg,residential,False,180.55,"LINESTRING (11.3139083 49.3583002, 11.3138787 49.3584225, 11.3138048 49.3584579, 11.3131589 49.3587153, 11.3129327 49.3587388, 11.3127482 49.3588322, 11.3125754 49.3590015, 11.3125022 49.3590732, 11.3123006 49.3594043)",,,,
36527824,False,Ochenbrucker Straße,secondary,True,54.622,"LINESTRING (11.3139083 49.3583002, 11.3139525 49.3582938, 11.3146448 49.3581944)",St 2401,50,,2
36527824,False,Ochenbrucker Straße,secondary,True,35.219,"LINESTRING (11.316419 49.3581675, 11.3169047 49.358183)",St 2401,50,,2
35005130,False,Hangweg,residential,False,98.20199999999998,"LINESTRING (11.316419 49.3581675, 11.3163799 49.3582746, 11.3162277 49.3583739, 11.3160782 49.3585405, 11.3160743 49.3585627, 11.3160546 49.3586762, 11.3161254 49.3588043, 11.3161625 49.3588255, 11.3163182 49.3589145)",,,,
36527824,False,Ochenbrucker Straße,secondary,False,128.931,"LINESTRING (11.316419 49.3581675, 11.3158971 49.358144, 11.3154463 49.3581451, 11.3150616 49.3581548, 11.314753 49.3581821, 11.3146448 49.3581944)",St 2401,50,,2
35005119,False,Lochtweg,residential,False,44.694,"LINESTRING (11.3143275 49.3588617, 11.3149424 49.3588276)",,,,
24381577,False,Lochtweg,residential,False,106.91300000000001,"LINESTRING (11.3143275 49.3588617, 11.3142466 49.3591138, 11.3141475 49.3592794, 11.3139966 49.3594802, 11.3139908 49.3594874, 11.3137807 49.3597482)",,,,
24381577,False,Lochtweg,residential,True,78.78399999999999,"LINESTRING (11.3143275 49.3588617, 11.3144689 49.3585093, 11.3145225 49.3584217, 11.3146174 49.3583373, 11.3146433 49.3582808, 11.3146448 49.3581944)",,,,
24381577,False,Lochtweg,residential,False,71.57300000000001,"LINESTRING (11.3137807 49.3597482, 11.3136845 49.3598223, 11.3136404 49.3598842, 11.3135823 49.3599658, 11.3134256 49.3603406)",,,,
24381577,False,Lochtweg,residential,True,106.91300000000001,"LINESTRING (11.3137807 49.3597482, 11.3139908 49.3594874, 11.3139966 49.3594802, 11.3141475 49.3592794, 11.3142466 49.3591138, 11.3143275 49.3588617)",,,,
35005113,False,Lochtweg,residential,False,80.945,"LINESTRING (11.3137807 49.3597482, 11.3144056 49.3597023, 11.3148941 49.3596908)",,,,
1094105796,False,Bergstraße,tertiary,False,32.321,"LINESTRING (11.317729 49.3553118, 11.3179061 49.3555786)",LAU 22,50,,
34958850,False,Schützenstraße,residential,False,114.574,"LINESTRING (11.317729 49.3553118, 11.3178614 49.3553354, 11.3180299 49.3554264, 11.318201 49.3555006, 11.3183791 49.3555734, 11.3185711 49.355676, 11.3187005 49.3558331, 11.3188176 49.3560044)",,,,
24514682,False,Am Hammerberg,residential,True,41.403000000000006,"LINESTRING (11.3191536 49.3589184, 11.3193632 49.3586536, 11.3194166 49.3585878)",,,,
35005152,False,Am Hammerberg,residential,True,82.44500000000001,"LINESTRING (11.3191536 49.3589184, 11.3189764 49.3588047, 11.3188089 49.3587335, 11.3181433 49.358616)",,,,
36528811,False,Am Hammerberg,residential,False,61.213,"LINESTRING (11.3191536 49.3589184, 11.3192943 49.3590337, 11.3195071 49.3592526, 11.3195894 49.3593864)",,,,
35005175,False,Sophienweg,residential,True,152.175,"LINESTRING (11.3195894 49.3593864, 11.3198205 49.3593794, 11.3200693 49.3593905, 11.3202748 49.3594195, 11.3207281 49.3595252, 11.3211904 49.3596571, 11.3215508 49.3598026)",,,,
35005176,False,Reinholdshöheweg,residential,False,34.294,"LINESTRING (11.3195894 49.3593864, 11.3196349 49.3595055, 11.319678 49.3596034, 11.3197134 49.359684)",,,,
36528811,False,Am Hammerberg,residential,True,61.212999999999994,"LINESTRING (11.3195894 49.3593864, 11.3195071 49.3592526, 11.3192943 49.3590337, 11.3191536 49.3589184)",,,,
35005175,False,Sophienweg,residential,False,109.084,"LINESTRING (11.3225342 49.3605219, 11.3223879 49.3603299, 11.3222489 49.3601857, 11.3220386 49.3600449, 11.3217327 49.3598818, 11.3215508 49.3598026)",,,,
35005175,False,Sophienweg,residential,True,67.373,"LINESTRING (11.3225342 49.3605219, 11.3227587 49.3607739, 11.3227844 49.3608063, 11.3229367 49.3610661)",,,,
36527826,False,Reinholdshöheweg,residential,True,52.251,"LINESTRING (11.3225342 49.3605219, 11.3225418 49.3606168, 11.322495 49.3607023, 11.3223868 49.3607887, 11.3222746 49.3608308, 11.3221489 49.3608638)",,,,
28046970,False,Obere Eichenstraße,residential,False,71.976,"LINESTRING (11.3169563 49.355769, 11.3175832 49.3556433, 11.3176067 49.3556386, 11.3177427 49.3556113, 11.3179061 49.3555786)",,50,,
1094105796,False,Bergstraße,tertiary,True,32.321,"LINESTRING (11.3179061 49.3555786, 11.317729 49.3553118)",LAU 22,50,,
28046970,False,Obere Eichenstraße,residential,True,71.976,"LINESTRING (11.3179061 49.3555786, 11.3177427 49.3556113, 11.3176067 49.3556386, 11.3175832 49.3556433, 11.3169563 49.355769)",,50,,
1094105796,False,Bergstraße,tertiary,False,163.79500000000002,"LINESTRING (11.3179061 49.3555786, 11.3183589 49.3562916, 11.3188058 49.3569298)",LAU 22,50,,
35005152,False,Am Hammerberg,residential,False,4.84,"LINESTRING (11.3180859 49.3585937, 11.3181433 49.358616)",,,,
"[35005152, 35005151]",False,Am Hammerberg,residential,True,125.895,"LINESTRING (11.3180859 49.3585937, 11.3177969 49.3585313, 11.3174157 49.3583858, 11.3171434 49.3590071)",,,,
35005157,False,Am Hammerberg,residential,False,124.952,"LINESTRING (11.3180859 49.3585937, 11.3179464 49.3588263, 11.3178011 49.359036, 11.3177442 49.3591375, 11.3174435 49.3591807, 11.3171823 49.3592186, 11.3169906 49.3593203)",,,,
29362827,False,Reinholdshöheweg,residential,False,45.717,"LINESTRING (11.3221489 49.3608638, 11.3221996 49.3610197, 11.3220791 49.3611529, 11.3220213 49.3611901, 11.3219697 49.3612189)",,,,
35005176,False,Reinholdshöheweg,residential,True,241.63899999999998,"LINESTRING (11.3221489 49.3608638, 11.3218899 49.360873, 11.3216342 49.3608659, 11.3213782 49.360838, 11.3210501 49.3607642, 11.3207475 49.3606522, 11.3204775 49.3605211, 11.3202111 49.3603495, 11.3199777 49.3601584, 11.3198699 49.3600357, 11.3197904 49.3598935, 11.3197134 49.359684)",,,,
36527826,False,Reinholdshöheweg,residential,False,52.251,"LINESTRING (11.3221489 49.3608638, 11.3222746 49.3608308, 11.3223868 49.3607887, 11.322495 49.3607023, 11.3225418 49.3606168, 11.3225342 49.3605219)",,,,
29362827,False,Reinholdshöheweg,residential,True,45.717,"LINESTRING (11.3219697 49.3612189, 11.3220213 49.3611901, 11.3220791 49.3611529, 11.3221996 49.3610197, 11.3221489 49.3608638)",,,,
35066879,False,Untere Eichenstraße,residential,True,55.853,"LINESTRING (11.3142496 49.3555657, 11.3144738 49.3560463)",,,,
34957523,False,Untere Eichenstraße,residential,False,43.931,"LINESTRING (11.3144738 49.3560463, 11.3138722 49.3560967)",,,,
35066879,False,Untere Eichenstraße,residential,False,55.853,"LINESTRING (11.3144738 49.3560463, 11.3142496 49.3555657)",,,,
"[28046920, 37697036, 35066879]",False,Untere Eichenstraße,residential,True,266.65599999999995,"LINESTRING (11.3144738 49.3560463, 11.3146285 49.3562068, 11.3147917 49.3564296, 11.3149881 49.3566735, 11.3151198 49.3567473, 11.3153187 49.3567928, 11.3156798 49.3568557, 11.3158795 49.3568842, 11.3160687 49.3568994, 11.3161743 49.3569336, 11.3162201 49.3569589, 11.3162806 49.3569936, 11.3164239 49.3570453, 11.3165767 49.3570738, 11.3168185 49.3570782, 11.3170877 49.3570507, 11.3173789 49.3571648)",,,,
34957523,False,Untere Eichenstraße,residential,True,43.931,"LINESTRING (11.3138722 49.3560967, 11.3144738 49.3560463)",,,,
34958850,False,Schützenstraße,residential,False,251.39700000000002,"LINESTRING (11.3188176 49.3560044, 11.3188911 49.3561456, 11.3189854 49.3562573, 11.3190955 49.3563277, 11.3192236 49.3563808, 11.3193493 49.3564049, 11.3194997 49.356407, 11.3196558 49.3563858, 11.3199212 49.35628, 11.3203167 49.3561872, 11.3208144 49.3560895, 11.3210931 49.3559992, 11.3213439 49.3558792, 11.3217075 49.3557352)",,,,
34958850,False,Schützenstraße,residential,True,114.57399999999998,"LINESTRING (11.3188176 49.3560044, 11.3187005 49.3558331, 11.3185711 49.355676, 11.3183791 49.3555734, 11.318201 49.3555006, 11.3180299 49.3554264, 11.3178614 49.3553354, 11.317729 49.3553118)",,,,
34958851,False,Berglohweg,residential,False,434.36100000000005,"LINESTRING (11.3188176 49.3560044, 11.3189424 49.3560144, 11.3191652 49.3560754, 11.3193172 49.3560867, 11.319567 49.3560784, 11.3198112 49.3560434, 11.3200843 49.3559484, 11.3203451 49.3558431, 11.3205462 49.3556907, 11.3208559 49.3554771, 11.3210933 49.3553795, 11.3213647 49.3552201, 11.321606 49.3550252, 11.3216245 49.3549482, 11.321424 49.3546729, 11.3215079 49.3546112, 11.3217694 49.3543534, 11.3219718 49.3540568, 11.3220808 49.3538388, 11.3224466 49.3535878)",,,,
34958850,False,Schützenstraße,residential,True,251.39700000000005,"LINESTRING (11.3217075 49.3557352, 11.3213439 49.3558792, 11.3210931 49.3559992, 11.3208144 49.3560895, 11.3203167 49.3561872, 11.3199212 49.35628, 11.3196558 49.3563858, 11.3194997 49.356407, 11.3193493 49.3564049, 11.3192236 49.3563808, 11.3190955 49.3563277, 11.3189854 49.3562573, 11.3188911 49.3561456, 11.3188176 49.3560044)",,,,
34958851,False,Berglohweg,residential,True,434.3609999999999,"LINESTRING (11.3224466 49.3535878, 11.3220808 49.3538388, 11.3219718 49.3540568, 11.3217694 49.3543534, 11.3215079 49.3546112, 11.321424 49.3546729, 11.3216245 49.3549482, 11.321606 49.3550252, 11.3213647 49.3552201, 11.3210933 49.3553795, 11.3208559 49.3554771, 11.3205462 49.3556907, 11.3203451 49.3558431, 11.3200843 49.3559484, 11.3198112 49.3560434, 11.319567 49.3560784, 11.3193172 49.3560867, 11.3191652 49.3560754, 11.3189424 49.3560144, 11.3188176 49.3560044)",,,,
35005079,False,Altenthanner Weg,residential,True,180.55,"LINESTRING (11.3123006 49.3594043, 11.3125022 49.3590732, 11.3125754 49.3590015, 11.3127482 49.3588322, 11.3129327 49.3587388, 11.3131589 49.3587153, 11.3138048 49.3584579, 11.3138787 49.3584225, 11.3139083 49.3583002)",,,,
24381577,False,Lochtweg,residential,True,71.57300000000001,"LINESTRING (11.3134256 49.3603406, 11.3135823 49.3599658, 11.3136404 49.3598842, 11.3136845 49.3598223, 11.3137807 49.3597482)",,,,
35005113,False,Lochtweg,residential,True,80.945,"LINESTRING (11.3148941 49.3596908, 11.3144056 49.3597023, 11.3137807 49.3597482)",,,,
35005119,False,Lochtweg,residential,True,44.694,"LINESTRING (11.3149424 49.3588276, 11.3143275 49.3588617)",,,,
35005130,False,Hangweg,residential,True,98.202,"LINESTRING (11.3163182 49.3589145, 11.3161625 49.3588255, 11.3161254 49.3588043, 11.3160546 49.3586762, 11.3160743 49.3585627, 11.3160782 49.3585405, 11.3162277 49.3583739, 11.3163799 49.3582746, 11.316419 49.3581675)",,,,
"[35005152, 35005151]",False,Am Hammerberg,residential,False,125.895,"LINESTRING (11.3171434 49.3590071, 11.3174157 49.3583858, 11.3177969 49.3585313, 11.3180859 49.3585937)",,,,
35005157,False,Am Hammerberg,residential,True,124.952,"LINESTRING (11.3169906 49.3593203, 11.3171823 49.3592186, 11.3174435 49.3591807, 11.3177442 49.3591375, 11.3178011 49.359036, 11.3179464 49.3588263, 11.3180859 49.3585937)",,,,
35005152,False,Am Hammerberg,residential,True,4.84,"LINESTRING (11.3181433 49.358616, 11.3180859 49.3585937)",,,,
35005152,False,Am Hammerberg,residential,False,82.44500000000001,"LINESTRING (11.3181433 49.358616, 11.3188089 49.3587335, 11.3189764 49.3588047, 11.3191536 49.3589184)",,,,
35005158,False,Am Hammerberg,residential,False,89.24600000000001,"LINESTRING (11.3181433 49.358616, 11.3180368 49.3587977, 11.3179503 49.3589426, 11.3179676 49.3590184, 11.3181477 49.3591165, 11.318461 49.3592067)",,,,
35005158,False,Am Hammerberg,residential,True,89.24600000000001,"LINESTRING (11.318461 49.3592067, 11.3181477 49.3591165, 11.3179676 49.3590184, 11.3179503 49.3589426, 11.3180368 49.3587977, 11.3181433 49.358616)",,,,
35005174,False,Sophienweg,residential,False,147.90300000000002,"LINESTRING (11.3197134 49.359684, 11.3202409 49.3597966, 11.320924 49.3599874, 11.3210915 49.3600054, 11.3212645 49.3599781, 11.3214069 49.3599122, 11.3215508 49.3598026)",,,,
35005176,False,Reinholdshöheweg,residential,False,241.63899999999998,"LINESTRING (11.3197134 49.359684, 11.3197904 49.3598935, 11.3198699 49.3600357, 11.3199777 49.3601584, 11.3202111 49.3603495, 11.3204775 49.3605211, 11.3207475 49.3606522, 11.3210501 49.3607642, 11.3213782 49.360838, 11.3216342 49.3608659, 11.3218899 49.360873, 11.3221489 49.3608638)",,,,
35005176,False,Reinholdshöheweg,residential,True,34.294,"LINESTRING (11.3197134 49.359684, 11.319678 49.3596034, 11.3196349 49.3595055, 11.3195894 49.3593864)",,,,
35005174,False,Sophienweg,residential,True,147.903,"LINESTRING (11.3215508 49.3598026, 11.3214069 49.3599122, 11.3212645 49.3599781, 11.3210915 49.3600054, 11.320924 49.3599874, 11.3202409 49.3597966, 11.3197134 49.359684)",,,,
35005175,False,Sophienweg,residential,False,152.17499999999998,"LINESTRING (11.3215508 49.3598026, 11.3211904 49.3596571, 11.3207281 49.3595252, 11.3202748 49.3594195, 11.3200693 49.3593905, 11.3198205 49.3593794, 11.3195894 49.3593864)",,,,
35005175,False,Sophienweg,residential,True,109.084,"LINESTRING (11.3215508 49.3598026, 11.3217327 49.3598818, 11.3220386 49.3600449, 11.3222489 49.3601857, 11.3223879 49.3603299, 11.3225342 49.3605219)",,,,
35005175,False,Sophienweg,residential,False,67.373,"LINESTRING (11.3229367 49.3610661, 11.3227844 49.3608063, 11.3227587 49.3607739, 11.3225342 49.3605219)",,,,
