osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,access,width
4694353,True,K 1602,Ludwigsburger Straße,tertiary,50,False,28.727999999999998,"LINESTRING (9.2530643 48.9357981, 9.2532238 48.9357579, 9.253446 48.935751)",,,
"[237282673, 852371295]",False,L 1100,,secondary,70,False,8.854,"LINESTRING (9.2530643 48.9357981, 9.2530824 48.9358446, 9.2530972 48.9358747)",2,,
301324864,False,L 1100,,secondary,50,True,9.341,"LINESTRING (9.2538036 48.9420536, 9.2538052 48.9419696)",3,,
78062125,True,,Ludwigsburger Straße,tertiary,50,False,64.076,"LINESTRING (9.253446 48.935751, 9.2535782 48.935817, 9.2536466 48.9358804, 9.2536667 48.935921, 9.2537069 48.9360143, 9.2537856 48.9362587)",,,
10778443,False,K 1602,Grabenstraße,tertiary,30,False,90.29499999999999,"LINESTRING (9.2554311 48.9395856, 9.2554981 48.9396137, 9.2555584 48.9396254, 9.2556259 48.9396299, 9.2557248 48.9396127, 9.2558978 48.9395451, 9.2560899 48.9394639, 9.2563075 48.939418, 9.2565638 48.9393726)",2,,
"[149245513, 25663469]",False,,Ludwigsburger Straße,living_street,,"[False, True]",51.565999999999995,"LINESTRING (9.2554311 48.9395856, 9.2553679 48.9396387, 9.2553136 48.939684, 9.2552964 48.9397466, 9.2552572 48.939898, 9.2552335 48.9400185)",,,
857886860,False,K 1602,Ludwigsburger Straße,tertiary,30,False,61.325,"LINESTRING (9.2554311 48.9395856, 9.2553956 48.9395629, 9.2553617 48.9395298, 9.2553341 48.9394851, 9.255322 48.9394348, 9.255301 48.9392685, 9.255286 48.9391287, 9.2552661 48.939057)",2,,
17463088,False,,Steinerstraße,residential,30,False,107.207,"LINESTRING (9.2573345 48.9392704, 9.2572944 48.939151, 9.2573585 48.9388851, 9.2573659 48.9388611, 9.2574016 48.9387499, 9.2575101 48.9384123, 9.2575895 48.9383396)",,,
275780433,False,K 1602,Grabenstraße,tertiary,30,True,35.182,"LINESTRING (9.2573345 48.9392704, 9.2571476 48.9392936, 9.2568611 48.9393288)",2,,
"[237282668, 998027158, 937851503]",False,K 1602,Grabenstraße,tertiary,30,False,122.318,"LINESTRING (9.2573345 48.9392704, 9.2578075 48.9392107, 9.2581309 48.9391695, 9.2582315 48.9391561, 9.2584415 48.9391316, 9.2584947 48.9391254, 9.2588058 48.9391001, 9.2589822 48.939076)",2,,
"[546620277, 998027159]",True,K 1602,Grabenstraße,tertiary,30,False,25.842,"LINESTRING (9.2589822 48.939076, 9.2590579 48.9390148, 9.2590864 48.9389828, 9.2591857 48.9388863)",,,
"[237282668, 998027158, 937851503]",False,K 1602,Grabenstraße,tertiary,30,True,122.31800000000001,"LINESTRING (9.2589822 48.939076, 9.2588058 48.9391001, 9.2584947 48.9391254, 9.2584415 48.9391316, 9.2582315 48.9391561, 9.2581309 48.9391695, 9.2578075 48.9392107, 9.2573345 48.9392704)",2,,
546620267,False,K 1695,König-Wilhelm-Platz,tertiary,50,False,5.212,"LINESTRING (9.2592414 48.9389156, 9.2591857 48.9388863)",2,,
15724934,False,K 1695,Charlottenstraße,tertiary,50,False,21.346,"LINESTRING (9.2592414 48.9389156, 9.2593686 48.9389812, 9.2594597 48.9390426)",3,,
