osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,width
37263001,2,L 27,Rudolf-Breitscheid-Straße,secondary,False,True,124.42800000000001,"LINESTRING (13.2466687 53.6885935, 13.2468987 53.688852, 13.2470685 53.6889917, 13.2472789 53.6891211, 13.2479108 53.6894138)",,,
655397004,,,Oberbaustraße,residential,False,True,31.714,"LINESTRING (13.2505625 53.6903879, 13.2509925 53.6905164)",,,
37263001,2,L 27,Rudolf-Breitscheid-Straße,secondary,False,False,54.677,"LINESTRING (13.2485503 53.6897218, 13.2485022 53.6896748, 13.2479108 53.6894138)",,,
46927917,2,L 27,Feldstraße,secondary,False,True,157.53900000000002,"LINESTRING (13.2485503 53.6897218, 13.2485377 53.6897647, 13.2484998 53.689802, 13.2484337 53.6898324, 13.2480594 53.6899075, 13.2477943 53.6899712, 13.2476124 53.6900251, 13.2474794 53.6900883, 13.2474007 53.6901454, 13.2472862 53.6902284, 13.2471231 53.6903961, 13.2469858 53.6905892, 13.2469772 53.6906604)",,,
"[655396995, 1046138484]",,,Rudolf-Breitscheid-Straße,residential,False,True,58.638000000000005,"LINESTRING (13.2485503 53.6897218, 13.2488243 53.6898126, 13.2491688 53.6899287, 13.2492136 53.6899385, 13.2492592 53.6899429, 13.2493086 53.6899414, 13.2493444 53.6899365)",,,
99042697,,,Brunnenstraße,unclassified,False,False,19.298,"LINESTRING (13.2465613 53.6972247, 13.2466873 53.6973814)",,,
26290246,,L 27,Loickenziner Straße,secondary,True,False,140.607,"LINESTRING (13.2465613 53.6972247, 13.2466657 53.6971794, 13.2479674 53.6965967, 13.2481941 53.696521, 13.2482945 53.6964888)",,,
143018430,,,Loickenziner Straße,residential,False,True,201.82,"LINESTRING (13.2465613 53.6972247, 13.2463634 53.6973125, 13.2451665 53.6978225, 13.2450393 53.6978292, 13.2449335 53.6978119, 13.2448627 53.6977757, 13.2448178 53.6977098, 13.2447527 53.6971827)",,,
26336155,2,L 27,Stralsunder Straße,secondary,False,False,40.986999999999995,"LINESTRING (13.2482945 53.6964888, 13.2482594 53.696275, 13.248233 53.696122)",,,
46770770,,L 27,Barkower Straße,secondary,False,True,20.011,"LINESTRING (13.2460081 53.6964962, 13.245706 53.6964763)",,,
46770532,,L 27,Brunnenstraße,secondary,True,False,91.08800000000001,"LINESTRING (13.2460081 53.6964962, 13.2460171 53.6965964, 13.2462004 53.6968652, 13.2463847 53.6971356, 13.2465613 53.6972247)",,,
26336155,2,L 27,Stralsunder Straße,secondary,False,True,40.986999999999995,"LINESTRING (13.248233 53.696122, 13.2482594 53.696275, 13.2482945 53.6964888)",,,
37262996,2,,Demminer Straße,residential,False,False,63.163,"LINESTRING (13.248233 53.696122, 13.2485031 53.6960635, 13.249134 53.6959268)",,,
37263000,,L 27,Barkower Straße,secondary,True,False,153.58499999999998,"LINESTRING (13.248233 53.696122, 13.24799 53.6961796, 13.2469588 53.6964171, 13.2467976 53.6964446, 13.246482 53.6964781, 13.24618 53.6964792, 13.2460081 53.6964962)",,,
46770542,2,L 27,Karl-Liebknecht-Straße,secondary,False,False,349.80999999999995,"LINESTRING (13.248233 53.696122, 13.2482121 53.696044, 13.2481304 53.6959057, 13.2477275 53.6953231, 13.2476295 53.6951428, 13.2475922 53.6950062, 13.2475719 53.6948789, 13.2474132 53.693862, 13.2473547 53.6933727, 13.2473043 53.6930506)",50,,
37262998,,,Mauerstraße,residential,True,False,25.025,"LINESTRING (13.25453 53.6928715, 13.2544435 53.692908, 13.2543805 53.6929442, 13.2543425 53.6929807, 13.2542971 53.6930424)",,,
52833056,,,Mauerstraße,residential,True,False,65.311,"LINESTRING (13.2542971 53.6930424, 13.2542984 53.6931185, 13.2542931 53.693159, 13.2542819 53.6932298, 13.2542444 53.6933614, 13.2542381 53.6935294, 13.2542344 53.6936274)",,,
37262999,,,Oberbaustraße,residential,True,False,78.03299999999999,"LINESTRING (13.2534918 53.6942484, 13.2534481 53.6940858, 13.2532966 53.6939133, 13.2528995 53.693664)",,,
145096759,2,,Demminer Straße,residential,False,True,81.859,"LINESTRING (13.2534918 53.6942484, 13.2534317 53.6943399, 13.2533029 53.6944212, 13.2528137 53.6946499, 13.2525879 53.6947331)",,,
28943270,,,Hospitalstraße,residential,True,False,49.203,"LINESTRING (13.2528995 53.693664, 13.2532199 53.6934716, 13.2534071 53.6933397)",,,
37263192,,,Oberbaustraße,residential,False,False,148.701,"LINESTRING (13.2528995 53.693664, 13.2524725 53.6933813, 13.2524052 53.6933394, 13.2521528 53.6930643, 13.2519296 53.6927238, 13.2518347 53.6925562, 13.2518133 53.6925129)",30,,
37263193,,,Hospitalstraße,residential,True,False,18.016,"LINESTRING (13.2539043 53.6929817, 13.2539777 53.6929501, 13.2540289 53.6929368, 13.2541525 53.6929196)",30,,
46823429,,,Bahnhofstraße,residential,False,True,53.367,"LINESTRING (13.2501093 53.6928932, 13.2494677 53.6929643, 13.2493105 53.6929726)",,,
"[1258860897, 47152542, 46953743]",,,Unterbaustraße,residential,True,False,183.60500000000002,"LINESTRING (13.2501093 53.6928932, 13.2501519 53.6930188, 13.2502608 53.6933099, 13.2503645 53.6936962, 13.2504224 53.6938475, 13.2505993 53.6941678, 13.2508785 53.6944668)",,,
125345138,,,Mühlenstraße,residential,True,False,25.424,"LINESTRING (13.2541525 53.6929196, 13.25453 53.6928715)",30,,
37262997,,,Mauerstraße,residential,True,False,18.55,"LINESTRING (13.2541525 53.6929196, 13.2542123 53.6929296, 13.2542411 53.6929404, 13.2542635 53.6929561, 13.2542825 53.6929814, 13.2542971 53.6930424)",,,
83507314,,,Oberbaustraße,residential,False,False,85.39999999999999,"LINESTRING (13.2520914 53.6909106, 13.2520407 53.6908634, 13.251538 53.6906772, 13.2513149 53.6906169, 13.2509925 53.6905164)",,,
"[83507314, 178018715]",,,Oberbaustraße,residential,False,True,20.723,"LINESTRING (13.2520914 53.6909106, 13.2520969 53.6909621, 13.2520442 53.6910932)",30,,
181067291,,,Am Amtshof,residential,False,True,321.127,"LINESTRING (13.2520914 53.6909106, 13.2521559 53.6908647, 13.2524414 53.6905857, 13.2524526 53.6905337, 13.2524384 53.6904796, 13.2523722 53.6904297, 13.2519314 53.6902619, 13.2518252 53.6901997, 13.2517223 53.6900813, 13.2515898 53.6899206, 13.2514917 53.689849, 13.251411 53.6898118, 13.2508944 53.6896349, 13.2507493 53.6895852, 13.2505663 53.6895308, 13.2504181 53.6895051, 13.2502622 53.6895056, 13.2501055 53.6895276, 13.2499822 53.6895639, 13.2497356 53.6897282, 13.2494236 53.6899103, 13.2493863 53.6899264, 13.2493444 53.6899365)",,,
37262992,,,Feldstraße,residential,False,False,67.514,"LINESTRING (13.2469772 53.6906604, 13.246734 53.690724, 13.2462672 53.690812, 13.246017 53.6908715)",,,
46927917,2,L 27,Feldstraße,secondary,False,False,157.53900000000002,"LINESTRING (13.2469772 53.6906604, 13.2469858 53.6905892, 13.2471231 53.6903961, 13.2472862 53.6902284, 13.2474007 53.6901454, 13.2474794 53.6900883, 13.2476124 53.6900251, 13.2477943 53.6899712, 13.2480594 53.6899075, 13.2484337 53.6898324, 13.2484998 53.689802, 13.2485377 53.6897647, 13.2485503 53.6897218)",,,
83507315,2,L 27,Poststraße,secondary,False,True,266.732,"LINESTRING (13.2469772 53.6906604, 13.247024 53.6908683, 13.2470459 53.6909653, 13.2471704 53.6917503, 13.2472734 53.6927616, 13.2473043 53.6930506)",,,
"[626617040, 626617043, 37262996, 145096758, 1024682198]","['2', '1']",,Demminer Straße,residential,False,False,86.804,"LINESTRING (13.2497661 53.6957268, 13.2498675 53.6956922, 13.2504472 53.6954925, 13.250499 53.6954764, 13.2505499 53.6954605, 13.2507477 53.6953956, 13.2507667 53.6953894, 13.2508565 53.6953589, 13.2509119 53.6953407)",,building_passage,
37262996,2,,Demminer Straße,residential,False,True,47.229,"LINESTRING (13.2497661 53.6957268, 13.2496484 53.695767, 13.2492806 53.6958891, 13.249202 53.6959093, 13.249134 53.6959268)",,,
"[46823361, 46823483]",,,Schulstraße,residential,True,False,324.738,"LINESTRING (13.2497661 53.6957268, 13.2497033 53.6956587, 13.2492652 53.6952331, 13.2488835 53.694868, 13.2488548 53.6948391, 13.248575 53.6944825, 13.248364 53.694077, 13.2483179 53.6938041, 13.2482674 53.6935053, 13.2482039 53.6930173)",30,,
145096759,2,,Demminer Straße,residential,False,False,78.26,"LINESTRING (13.2515844 53.6951103, 13.2516788 53.6950773, 13.2525879 53.6947331)",,,
145096759,2,,Demminer Straße,residential,False,True,51.153999999999996,"LINESTRING (13.2515844 53.6951103, 13.2515205 53.6951323, 13.2510193 53.6953046, 13.2509119 53.6953407)",,,
37263192,,,Oberbaustraße,residential,False,False,124.21000000000001,"LINESTRING (13.2517217 53.6921826, 13.2516969 53.6920642, 13.2517044 53.6918951, 13.2517389 53.6917311, 13.2518164 53.6915464, 13.2519399 53.6913217, 13.2520442 53.6910932)",30,,
37263192,,,Oberbaustraße,residential,False,True,37.232,"LINESTRING (13.2517217 53.6921826, 13.251773 53.6923801, 13.2517967 53.6924713, 13.2518133 53.6925129)",30,,
37263187,,,Mühlenstraße,residential,True,False,167.91,"LINESTRING (13.2520442 53.6910932, 13.2526592 53.6912093, 13.2529596 53.6912906, 13.2532429 53.6914431, 13.2535175 53.6916921, 13.2535776 53.6920987)",,,
37263192,,,Oberbaustraße,residential,False,True,124.21000000000001,"LINESTRING (13.2520442 53.6910932, 13.2519399 53.6913217, 13.2518164 53.6915464, 13.2517389 53.6917311, 13.2517044 53.6918951, 13.2516969 53.6920642, 13.2517217 53.6921826)",30,,
"[83507314, 178018715]",,,Oberbaustraße,residential,False,False,20.723,"LINESTRING (13.2520442 53.6910932, 13.2520969 53.6909621, 13.2520914 53.6909106)",30,,
37263191,,,Mühlengasse,residential,False,False,59.485,"LINESTRING (13.2536431 53.6923658, 13.2527536 53.6924595)",,,
37263187,,,Mühlenstraße,residential,True,False,71.422,"LINESTRING (13.2536431 53.6923658, 13.2537585 53.6927766, 13.2538388 53.6929338, 13.2539043 53.6929817)",,,
37263187,,,Mühlenstraße,residential,True,False,30.012,"LINESTRING (13.2535776 53.6920987, 13.2536431 53.6923658)",,,
37263189,,,Kirchengasse,residential,True,False,125.12699999999998,"LINESTRING (13.2535776 53.6920987, 13.253207 53.6920471, 13.2529705 53.6920292, 13.2527911 53.6920298, 13.2526731 53.6920378, 13.2525005 53.6920611, 13.2520336 53.6921442, 13.2517217 53.6921826)",,,
37263191,,,Mühlengasse,residential,False,True,59.485,"LINESTRING (13.2527536 53.6924595, 13.2536431 53.6923658)",,,
46823429,,,Bahnhofstraße,residential,False,False,73.028,"LINESTRING (13.2482039 53.6930173, 13.2493105 53.6929726)",,,
46823434,,,Bahnhofstraße,residential,False,False,59.345,"LINESTRING (13.2482039 53.6930173, 13.2473043 53.6930506)",,,
47152535,,,Westphalstraße,residential,False,True,347.214,"LINESTRING (13.2482039 53.6930173, 13.2481917 53.6921194, 13.2481953 53.6920125, 13.2482515 53.691689, 13.248569 53.6912345, 13.2486954 53.6910213, 13.2489444 53.6906971, 13.249177 53.6904227, 13.2494888 53.6900549)",,,
46823434,,,Bahnhofstraße,residential,False,True,59.345,"LINESTRING (13.2473043 53.6930506, 13.2482039 53.6930173)",,,
46770542,2,L 27,Karl-Liebknecht-Straße,secondary,False,True,349.81,"LINESTRING (13.2473043 53.6930506, 13.2473547 53.6933727, 13.2474132 53.693862, 13.2475719 53.6948789, 13.2475922 53.6950062, 13.2476295 53.6951428, 13.2477275 53.6953231, 13.2481304 53.6959057, 13.2482121 53.696044, 13.248233 53.696122)",50,,
69687234,,,Bahnhofstraße,residential,False,False,71.765,"LINESTRING (13.2473043 53.6930506, 13.2468527 53.6930634, 13.2466004 53.6930705, 13.2463143 53.69308, 13.2462157 53.6930832)",,,
83507315,2,L 27,Poststraße,secondary,False,False,266.73199999999997,"LINESTRING (13.2473043 53.6930506, 13.2472734 53.6927616, 13.2471704 53.6917503, 13.2470459 53.6909653, 13.247024 53.6908683, 13.2469772 53.6906604)",,,
46953744,,,Mauerstraße,residential,False,True,41.864,"LINESTRING (13.2494475 53.6939627, 13.2500681 53.6938807)",,,
46823463,,,Mauerstraße,residential,False,False,102.768,"LINESTRING (13.2494475 53.6939627, 13.2495158 53.6940907, 13.2497178 53.694429, 13.2499464 53.6947068, 13.2500733 53.6948031)",,,
171031206,,,Mauerstraße,residential,False,True,110.847,"LINESTRING (13.2494475 53.6939627, 13.2493737 53.693797, 13.2493482 53.6936416, 13.2493105 53.6929726)",,,
46823463,,,Mauerstraße,residential,False,True,38.98,"LINESTRING (13.2509119 53.6953407, 13.250892 53.6953191, 13.2507279 53.6952131, 13.2506516 53.6951802, 13.2505441 53.6951172, 13.2504998 53.6950915)",,,
60256607,,,Mauerstraße,residential,False,True,278.834,"LINESTRING (13.2509119 53.6953407, 13.2509374 53.6953683, 13.2509468 53.6953775, 13.2510205 53.6954507, 13.2510427 53.695462, 13.2511446 53.6954931, 13.2511709 53.6954962, 13.2512538 53.6954971, 13.2512954 53.6954939, 13.2515492 53.6954582, 13.251624 53.6954433, 13.252485 53.6952115, 13.252988 53.6950578, 13.2534812 53.6948895, 13.2536575 53.6948042, 13.2538541 53.6946695, 13.253935 53.6945993, 13.254107 53.6943263, 13.2541045 53.6942904, 13.2540769 53.6942467)",,,
145096759,2,,Demminer Straße,residential,False,False,51.153999999999996,"LINESTRING (13.2509119 53.6953407, 13.2510193 53.6953046, 13.2515205 53.6951323, 13.2515844 53.6951103)",,,
