osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,access,ref
"[320192712, 4235243]",True,"['2', '3']",primary,50,False,16.396,"LINESTRING (8.4613697 49.4934505, 8.4614437 49.4934708, 8.4615788 49.4935079)",Luisenring,,
"[4474669, 190023423]",True,2,primary_link,50,False,30.186,"LINESTRING (8.4613697 49.4934505, 8.4615145 49.4935704, 8.4615469 49.4936032, 8.4615949 49.493677)",Seilerstraße,,B 44
320188702,True,1,primary_link,50,False,19.607,"LINESTRING (8.4613697 49.4934505, 8.4613902 49.4935191, 8.4613809 49.4935745, 8.461336 49.493616)",,,
164088356,True,1,tertiary_link,50,False,26.547000000000004,"LINESTRING (8.473393 49.4924813, 8.4732654 49.4924663, 8.4731514 49.4924556, 8.4730313 49.4924393)",Cahn-Garnier-Ufer,,
235390250,True,2,tertiary,50,False,54.038,"LINESTRING (8.473393 49.4924813, 8.4731758 49.4925176, 8.4730116 49.4925446, 8.4726701 49.4926064)",Cahn-Garnier-Ufer,,
190022224,True,4,primary,50,False,50.056,"LINESTRING (8.461336 49.493616, 8.461109 49.4935493, 8.4608417 49.493454, 8.460724 49.493406)",Luisenring,,
164086589,True,4,primary,50,False,9.362,"LINESTRING (8.47114 49.4934177, 8.4710826 49.4934289, 8.4710145 49.4934385)",Kurpfalzkreisel,,
268931681,False,2,residential,50,False,6.397,"LINESTRING (8.4716925 49.492619, 8.4717066 49.4926758)",,,
124080769,True,2,residential,30,False,23.941000000000003,"LINESTRING (8.4716551 49.4924053, 8.4716614 49.4924839, 8.4716848 49.4925855, 8.4716925 49.492619)",,,
"[164095384, 252028273]",True,1,residential,30,False,35.914,"LINESTRING (8.4716551 49.4924053, 8.4717846 49.4924628, 8.471874 49.4925565, 8.4719242 49.4925987, 8.471992 49.4926357)",,,
"[305325048, 164094179]",True,2,primary,50,False,64.901,"LINESTRING (8.471992 49.4926357, 8.4720629 49.4926258, 8.4721381 49.4926079, 8.4722036 49.4925866, 8.4726136 49.492426, 8.4726934 49.4923936, 8.4727378 49.4923757, 8.4727782 49.4923594)",Friedrichsring,,
268931681,False,2,residential,50,True,6.397,"LINESTRING (8.4717066 49.4926758, 8.4716925 49.492619)",,,
164094179,True,2,primary,50,False,21.090000000000003,"LINESTRING (8.4717066 49.4926758, 8.4718193 49.4926599, 8.4718885 49.4926502, 8.471992 49.4926357)",Friedrichsring,,
164094180,True,2,residential,50,False,22.226000000000003,"LINESTRING (8.4717066 49.4926758, 8.4717467 49.4928251, 8.4717515 49.4928429, 8.4717529 49.4928484, 8.4717604 49.4928726)",,,
"[315426064, 204207294]",True,4,primary,50,False,24.547,"LINESTRING (8.4717767 49.4930563, 8.4716897 49.4931274, 8.4715704 49.4932317)",Kurpfalzkreisel,,
131229614,False,,living_street,,True,106.13499999999999,"LINESTRING (8.4656187 49.4919395, 8.4655632 49.4919591, 8.4654345 49.4920045, 8.4652867 49.4918364, 8.4652238 49.4917649, 8.4645139 49.4920505)",,,
47214333,True,,residential,30,False,69.167,"LINESTRING (8.4645139 49.4920505, 8.4644952 49.4920303, 8.4644523 49.4919847, 8.4640272 49.4915148)",,,
131229614,False,,living_street,,False,106.135,"LINESTRING (8.4645139 49.4920505, 8.4652238 49.4917649, 8.4652867 49.4918364, 8.4654345 49.4920045, 8.4655632 49.4919591, 8.4656187 49.4919395)",,,
"[165823635, 626345991]",True,,residential,"['50', '30']",False,109.116,"LINESTRING (8.4637791 49.4863919, 8.463325 49.4858979, 8.4630046 49.4855494)",Marktstraße,,
165823636,True,,residential,30,False,70.231,"LINESTRING (8.4637791 49.4863919, 8.4636951 49.4864245, 8.4629448 49.4867162)",,,
317890187,False,,living_street,,False,51.281,"LINESTRING (8.461053 49.4857776, 8.4613529 49.4861373, 8.4614146 49.4861706)",Asamplatz,,
150556230,True,,residential,30,False,63.828,"LINESTRING (8.4614146 49.4861706, 8.4614412 49.4861559, 8.4621699 49.4858733)",,,
317890187,False,,living_street,,True,51.281,"LINESTRING (8.4614146 49.4861706, 8.4613529 49.4861373, 8.461053 49.4857776)",Asamplatz,,
4235244,True,4,primary,50,False,25.761,"LINESTRING (8.4703137 49.4932983, 8.470528 49.4931131)",Luisenring,,
164094299,True,1,residential,50,False,34.992,"LINESTRING (8.4703137 49.4932983, 8.4702207 49.4932404, 8.469964 49.4930805)",,,
97301292,True,1,residential,30,False,98.637,"LINESTRING (8.4653434 49.4881001, 8.4653332 49.4880894, 8.4646438 49.4873383)",Marktstraße,,
150554195,False,2,residential,50,False,69.276,"LINESTRING (8.4653434 49.4881001, 8.4652029 49.4881545, 8.4645196 49.4884191)",Planken,,
43578399,False,3,tertiary,50,True,91.243,"LINESTRING (8.4646368 49.4860591, 8.4642888 49.4856845, 8.4639785 49.4853588)",Kurpfalzstraße,,
150556234,True,,residential,50,False,72.167,"LINESTRING (8.4646368 49.4860591, 8.4646207 49.4860654, 8.4637791 49.4863919)",,,
"[1064398602, 1055826509]",False,"['2', '3']",tertiary,50,False,123.26,"LINESTRING (8.4646368 49.4860591, 8.4647676 49.4862003, 8.4651052 49.4865647, 8.4653474 49.486831, 8.4655163 49.487009)",Kurpfalzstraße,,
"[387015256, 4220893, 387015254, 387015255]",True,1,residential,"['20', '30']",False,72.378,"LINESTRING (8.4655163 49.487009, 8.4655354 49.4870018, 8.4655921 49.4869801, 8.4656485 49.4869587, 8.4659796 49.4868297, 8.4662888 49.4867103, 8.4663136 49.4867006, 8.4663739 49.4866727)",Kunststraße,,
"[1064398602, 1055826509]",False,"['2', '3']",tertiary,50,True,123.26,"LINESTRING (8.4655163 49.487009, 8.4653474 49.486831, 8.4651052 49.4865647, 8.4647676 49.4862003, 8.4646368 49.4860591)",Kurpfalzstraße,,
268931674,True,3,primary,50,False,28.531999999999996,"LINESTRING (8.4700064 49.4934575, 8.4700658 49.4934345, 8.470122 49.4934104, 8.4701756 49.4933832, 8.47021 49.4933658, 8.4702665 49.4933315, 8.4703137 49.4932983)",Luisenring,,
"[165823634, 268931685, 164086006, 345546095]",True,1,residential,30,False,45.025999999999996,"LINESTRING (8.4700064 49.4934575, 8.4700617 49.493377, 8.4700836 49.4933372, 8.4700918 49.4933098, 8.4700924 49.4932862, 8.4700864 49.4932604, 8.4700612 49.4932167, 8.4700258 49.4931605, 8.469964 49.4930805)",,,
"[358953096, 358953100, 165823634, 358953080]",True,,residential,30,False,174.45999999999998,"LINESTRING (8.469964 49.4930805, 8.4697962 49.4928895, 8.4694942 49.4925628, 8.4693068 49.4923602, 8.4688414 49.4918512, 8.4688008 49.4918069, 8.4687308 49.4917315)",,,
"[183629216, 268931657]",True,4,primary,50,False,81.964,"LINESTRING (8.4726701 49.4926064, 8.4720832 49.4928684, 8.4720499 49.4928844, 8.4719399 49.4929422, 8.4717767 49.4930563)",Friedrichsring,,
"[183629218, 164094284]",True,"['2', '3']",primary,50,False,32.031,"LINESTRING (8.4730313 49.4924393, 8.4729909 49.4924585, 8.4729153 49.4924944, 8.4727905 49.4925515, 8.4726701 49.4926064)",Friedrichsring,,
164094285,True,1,tertiary_link,50,False,20.333,"LINESTRING (8.4730313 49.4924393, 8.4729143 49.4924051, 8.4728725 49.4923911, 8.4727782 49.4923594)",,,
"[360248206, 165343935]",False,2,living_street,,False,91.176,"LINESTRING (8.4623836 49.4912937, 8.4626188 49.4913968, 8.4626668 49.4914174, 8.4629696 49.4915472, 8.4633898 49.4917274, 8.4634355 49.491747)",,,
189899511,True,2,primary,50,False,23.582,"LINESTRING (8.4680211 49.4937813, 8.4681595 49.4937645, 8.4682268 49.4937576, 8.4683423 49.4937433)",Luisenring,,
360064820,True,1,residential,50,False,22.28,"LINESTRING (8.4680211 49.4937813, 8.4681321 49.4937099, 8.4681543 49.4936938, 8.4682076 49.4936247)",,,
1133384028,False,1,residential,50,False,10.283,"LINESTRING (8.4708244 49.4927406, 8.4708881 49.4928233)",,,
204207312,True,2,primary,50,False,20.653000000000002,"LINESTRING (8.4717604 49.4928726, 8.4717755 49.4929138, 8.4717851 49.4929557, 8.4717871 49.4929893, 8.4717842 49.493023, 8.4717767 49.4930563)",Kurpfalzkreisel,,
165849627,True,,residential,30,False,69.045,"LINESTRING (8.4688446 49.4857098, 8.4689186 49.4856815, 8.4695841 49.4854269, 8.4696682 49.4853947)",Kunststraße,,
150554195,False,2,residential,50,False,69.949,"LINESTRING (8.4645196 49.4884191, 8.4636876 49.488741)",Planken,,
150554195,False,2,residential,50,True,69.276,"LINESTRING (8.4645196 49.4884191, 8.4652029 49.4881545, 8.4653434 49.4881001)",Planken,,
"[581663849, 165828294]",True,,residential,"['50', '30']",False,79.774,"LINESTRING (8.4645196 49.4884191, 8.4645302 49.4884294, 8.4646453 49.4885527, 8.4650529 49.4889892, 8.4650931 49.4890322)",,,
711528929,True,,residential,30,False,160.233,"LINESTRING (8.4682076 49.4936247, 8.4670808 49.4923834)",,,
7980450,False,,residential,30,True,59.181000000000004,"LINESTRING (8.4719312 49.4890475, 8.4715556 49.4886385, 8.4715115 49.4885904)",,,
"[268931683, 376865405, 376865390, 268931677, 268931678, 268931679]",True,1,residential,30,False,173.55200000000002,"LINESTRING (8.4704296 49.4910631, 8.4704901 49.4911289, 8.470799 49.4914651, 8.4709333 49.4916113, 8.4710867 49.4917783, 8.4711792 49.4918789, 8.4712919 49.4920016, 8.4714533 49.4921771, 8.4716336 49.4923733, 8.4716551 49.4924053)",,,
178376520,True,,residential,30,False,68.228,"LINESTRING (8.4697338 49.4903059, 8.4698088 49.4902767, 8.4705446 49.4899911)",,,
"[376865354, 376865405, 268931687]",True,1,residential,30,False,98.056,"LINESTRING (8.4697338 49.4903059, 8.4702442 49.4908613, 8.4703282 49.4909527, 8.4703615 49.490989, 8.4703936 49.4910239, 8.4704296 49.4910631)",,,
231285503,True,,residential,30,False,97.385,"LINESTRING (8.4712313 49.4907448, 8.4705446 49.4899911)",,,
195130786,True,,residential,30,False,67.866,"LINESTRING (8.4712313 49.4907448, 8.4704785 49.4910437, 8.4704296 49.4910631)",,,
1133384028,False,1,residential,50,True,10.283,"LINESTRING (8.4708881 49.4928233, 8.4708244 49.4927406)",,,
164095588,True,4,primary,50,False,35.245,"LINESTRING (8.4708881 49.4928233, 8.4708959 49.4928184, 8.4709363 49.4927948, 8.4710205 49.4927672, 8.4711236 49.4927478, 8.4713422 49.4927261)",Kurpfalzkreisel,,
