osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width
"[24921360, 23694454]",Langgasse,residential,"['20', '30']",False,False,134.554,"LINESTRING (8.2557581 49.3632691, 8.25522 49.3633231, 8.254656 49.3633937, 8.2544992 49.3634139, 8.2539208 49.3634365)",,,
23899853,Bahnhofstraße,residential,20,True,False,147.702,"LINESTRING (8.2557581 49.3632691, 8.2561146 49.3637998, 8.2561802 49.3639691, 8.2562222 49.3641995, 8.2561932 49.3643208, 8.2561294 49.3644757, 8.2560898 49.3645291)",,,
143101086,Kirchgasse,residential,20,False,True,82.298,"LINESTRING (8.2557581 49.3632691, 8.2557159 49.3631646, 8.2557384 49.3625327)",,,
23723618,Schießmauer,residential,30,False,True,44.599999999999994,"LINESTRING (8.2547007 49.3596889, 8.2548643 49.3596914, 8.2553139 49.35966)",,,
23723619,Schießmauer,residential,30,False,False,201.385,"LINESTRING (8.2547007 49.3596889, 8.2544004 49.3596972, 8.2524431 49.3596874, 8.2520431 49.3596865, 8.2519233 49.359669)",,,
24921360,Langgasse,residential,30,False,True,22.628,"LINESTRING (8.2536084 49.3634323, 8.2539208 49.3634365)",,,
24921360,Langgasse,residential,30,False,False,247.602,"LINESTRING (8.2536084 49.3634323, 8.2529176 49.3635017, 8.2520243 49.3635165, 8.2501984 49.3634843)",,,
24921360,Langgasse,residential,30,False,False,10.741,"LINESTRING (8.2501984 49.3634843, 8.2500501 49.3634826)",,,
23694459,Ohliggasse,residential,30,False,False,107.89099999999999,"LINESTRING (8.2501984 49.3634843, 8.2503439 49.3629849, 8.2504644 49.3627794, 8.2506594 49.3625734)",,,
24921360,Langgasse,residential,30,False,True,247.602,"LINESTRING (8.2501984 49.3634843, 8.2520243 49.3635165, 8.2529176 49.3635017, 8.2536084 49.3634323)",,,
23694459,Ohliggasse,residential,30,False,True,107.89099999999999,"LINESTRING (8.2506594 49.3625734, 8.2504644 49.3627794, 8.2503439 49.3629849, 8.2501984 49.3634843)",,,
23694460,Kühngasse,residential,30,True,False,245.98,"LINESTRING (8.2506594 49.3625734, 8.2510543 49.3626584, 8.2514743 49.3626916, 8.2518425 49.3627151, 8.2522243 49.3627698, 8.2525881 49.3628417, 8.2529896 49.362942, 8.2531561 49.3630259, 8.2533193 49.3631371, 8.2535389 49.3633337, 8.2536084 49.3634323)",,,
23774841,Ohliggasse,residential,30,False,False,97.786,"LINESTRING (8.2506594 49.3625734, 8.2507613 49.3624823, 8.2511717 49.3617637)",,,
24921360,Langgasse,residential,30,False,True,10.741,"LINESTRING (8.2500501 49.3634826, 8.2501984 49.3634843)",,,
23723217,Gillergasse,residential,30,False,False,195.266,"LINESTRING (8.2625793 49.3589303, 8.2624146 49.3594665, 8.2621426 49.3606627)",,,
23911847,Neugasse,residential,30,True,False,286.123,"LINESTRING (8.2625793 49.3589303, 8.262118 49.3589888, 8.2616814 49.3590772, 8.2612588 49.3591446, 8.2607932 49.3591954, 8.2600435 49.3592007, 8.2586785 49.3591574)",,,
52304835,Schmähgasse,residential,30,False,False,53.866,"LINESTRING (8.2625793 49.3589303, 8.2627226 49.3587464, 8.2629055 49.358495)",,,
23911848,Pfarrgasse,residential,30,False,False,34.678,"LINESTRING (8.2617499 49.3622174, 8.2621989 49.3623258)",2,,
23723216,Schillerstraße,residential,30,False,False,35.548,"LINESTRING (8.2617499 49.3622174, 8.2616189 49.3621888, 8.2612792 49.362127)",2,,
23723217,Gillergasse,residential,30,False,True,175.30700000000002,"LINESTRING (8.2617499 49.3622174, 8.2617761 49.3621694, 8.2619214 49.361635, 8.2621426 49.3606627)",,,
442025056,Schillerstraße,residential,30,False,False,38.377,"LINESTRING (8.2605773 49.3620404, 8.2600538 49.3619868)",2,,
442025056,Schillerstraße,residential,30,False,True,10.215,"LINESTRING (8.2605773 49.3620404, 8.2607155 49.3620588)",2,,
