osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,access,junction
29338270,,Parkstraße,residential,,False,False,179.035,"LINESTRING (8.9062561 53.8053828, 8.9051506 53.8054172, 8.9046161 53.8054388, 8.9041013 53.8054596, 8.904046 53.8054625, 8.9039772 53.8054633, 8.903918 53.8054644, 8.9035342 53.8054745)",,,,
23358479,,Große Dammstraße,residential,50,False,False,41.529,"LINESTRING (8.9041574 53.8075069, 8.9040824 53.8073021, 8.9040369 53.8071911, 8.9040333 53.8071629, 8.9040277 53.8071417)",,,,
125736536,2,Marktstraße,residential,30,False,False,96.362,"LINESTRING (8.9041574 53.8075069, 8.9039796 53.8075437, 8.9038513 53.8075649, 8.9037761 53.80758, 8.9035212 53.807615, 8.9034757 53.8076226, 8.9033489 53.8076385, 8.9032649 53.8076511, 8.9027359 53.8077187)",,,,
"[125736536, 70066367]",2,Marktstraße,residential,30,False,True,68.77199999999999,"LINESTRING (8.9041574 53.8075069, 8.9042487 53.8074938, 8.9047167 53.807426, 8.9049386 53.8073883, 8.9050408 53.8073641, 8.9051688 53.807349)",,,,
"[25514648, 1148297386, 1148297387, 38352454]",,Am Großen Specken,residential,50,False,False,280.098,"LINESTRING (8.8977918 53.8107385, 8.8977204 53.8105337, 8.8976371 53.8102949, 8.8976019 53.8102151, 8.8975763 53.8101572, 8.8975102 53.8100075, 8.8974833 53.8099465, 8.8973622 53.8096722, 8.8972783 53.8095477, 8.8972475 53.8094903, 8.897198 53.8094026, 8.8971658 53.8093426, 8.8970642 53.8091815, 8.8970594 53.8091714, 8.8970203 53.8090931, 8.8970244 53.8090352, 8.8970729 53.8089285, 8.8971438 53.8088415, 8.897276 53.8087135, 8.8974264 53.808613, 8.8975178 53.8085655, 8.8977756 53.8084551)",,,,
"[25514697, 692613045]",2,Goethestraße,tertiary,30,False,True,116.763,"LINESTRING (8.8977918 53.8107385, 8.8980077 53.8107529, 8.8981788 53.8107547, 8.8982462 53.8107527, 8.8984066 53.8107382, 8.898544 53.8107101, 8.8986158 53.8106954, 8.8986362 53.8106909, 8.8994913 53.8104952)",,,,
"[30429832, 30429833, 259451720, 25514644, 692613046]","['2', '3']","['Alfred-Paulsen-Straße', 'Goethestraße']",tertiary,30,False,"[False, True]",265.276,"LINESTRING (8.8977918 53.8107385, 8.8972325 53.8107017, 8.8971008 53.8106996, 8.8969676 53.8107078, 8.8968254 53.8107169, 8.8966516 53.8107281, 8.8965084 53.8107546, 8.8956931 53.8108839, 8.895523 53.8109276, 8.8952411 53.8109495, 8.8948661 53.8109532, 8.8945853 53.810921, 8.8942673 53.8108679, 8.8940903 53.8108037, 8.893894 53.8107321)",,yes,,
"[25514347, 35917029]",,"['Rathausplatz', 'Wallstraße']",residential,30,False,False,106.42299999999999,"LINESTRING (8.9016022 53.8078867, 8.9016035 53.8079483, 8.9016053 53.8080355, 8.9015942 53.8081309, 8.901565 53.8081686, 8.9015035 53.8082123, 8.9013944 53.8083897, 8.9012178 53.8085297, 8.9010583 53.8086126, 8.9008513 53.8086415)",,,,
115712136,2,Reichenstraße,residential,30,False,False,19.787999999999997,"LINESTRING (8.9016022 53.8078867, 8.9013894 53.8078658, 8.9013172 53.8078539, 8.9013069 53.8078522)",,,,
118720872,2,Marktstraße,residential,30,False,True,66.98400000000001,"LINESTRING (8.9016022 53.8078867, 8.901689 53.8078835, 8.9018072 53.8078703, 8.9020454 53.8078213, 8.9023253 53.8077808, 8.9025891 53.8077405)",,,,
"[25514512, 70066010]",,Schleusenstraße,residential,30,False,"[False, True]",164.706,"LINESTRING (8.9004108 53.8088462, 8.9005887 53.8090726, 8.9006297 53.8091359, 8.9007299 53.8093879, 8.9008082 53.8096562, 8.9008317 53.8097387, 8.9008422 53.8097829, 8.9008876 53.8099314, 8.900971 53.810202, 8.9009803 53.8102322, 8.900998 53.8102789)",,,,
35917029,,Wallstraße,residential,,False,True,37.863,"LINESTRING (8.9004108 53.8088462, 8.9004628 53.8087902, 8.9007506 53.8086591, 8.9008513 53.8086415)",,,,
25514697,2,Goethestraße,tertiary,30,False,False,101.806,"LINESTRING (8.900998 53.8102789, 8.8994913 53.8104952)",,,,
"[25514512, 70066010]",,Schleusenstraße,residential,30,False,"[False, True]",164.70600000000002,"LINESTRING (8.900998 53.8102789, 8.9009803 53.8102322, 8.900971 53.810202, 8.9008876 53.8099314, 8.9008422 53.8097829, 8.9008317 53.8097387, 8.9008082 53.8096562, 8.9007299 53.8093879, 8.9006297 53.8091359, 8.9005887 53.8090726, 8.9004108 53.8088462)",,,,
127716336,2,Schulstraße,tertiary,30,False,True,140.339,"LINESTRING (8.900998 53.8102789, 8.9018633 53.8102257, 8.902046 53.8102163, 8.9020868 53.8102149, 8.9031283 53.8101794)",,,,
27384401,,Liebesweg,residential,,False,False,315.49,"LINESTRING (8.9051688 53.807349, 8.9051653 53.8074054, 8.9052123 53.8075711, 8.9052168 53.807587, 8.9053081 53.8078194, 8.9053734 53.8079898, 8.9054387 53.8081058, 8.9055664 53.8082432, 8.9057775 53.8084235, 8.9061159 53.8087279, 8.9063023 53.8091018, 8.9063586 53.809227, 8.9063935 53.8093396, 8.9064117 53.8094155, 8.9064374 53.8095163, 8.9064784 53.8096771, 8.9065404 53.8099507, 8.9065612 53.8100197)",,,,
37714251,2,Marktstraße,tertiary,50,False,True,76.89200000000001,"LINESTRING (8.9051688 53.807349, 8.9052083 53.807315, 8.9054023 53.8072227, 8.9054745 53.807191, 8.9058735 53.8070142, 8.906007 53.8069691, 8.9061101 53.8069474)",,,,
"[125736536, 70066367]",2,Marktstraße,residential,30,False,False,68.77199999999999,"LINESTRING (8.9051688 53.807349, 8.9050408 53.8073641, 8.9049386 53.8073883, 8.9047167 53.807426, 8.9042487 53.8074938, 8.9041574 53.8075069)",,,,
27384401,,Liebesweg,residential,,False,True,315.49000000000007,"LINESTRING (8.9065612 53.8100197, 8.9065404 53.8099507, 8.9064784 53.8096771, 8.9064374 53.8095163, 8.9064117 53.8094155, 8.9063935 53.8093396, 8.9063586 53.809227, 8.9063023 53.8091018, 8.9061159 53.8087279, 8.9057775 53.8084235, 8.9055664 53.8082432, 8.9054387 53.8081058, 8.9053734 53.8079898, 8.9053081 53.8078194, 8.9052168 53.807587, 8.9052123 53.8075711, 8.9051653 53.8074054, 8.9051688 53.807349)",,,,
"[127716336, 606323794]",2,Schulstraße,tertiary,30,False,False,226.473,"LINESTRING (8.9065612 53.8100197, 8.9060569 53.810083, 8.9054082 53.8101169, 8.9053114 53.8101197, 8.9052151 53.8101225, 8.9050593 53.810129, 8.904843 53.810138, 8.9046789 53.8101402, 8.9046505 53.8101406, 8.9043412 53.8101484, 8.9035028 53.8101689, 8.9034269 53.8101708, 8.9032798 53.8101747, 8.9031283 53.8101794)",,,,
606331937,,Liebesweg,residential,30,False,False,123.505,"LINESTRING (8.9065612 53.8100197, 8.9065848 53.8100966, 8.9067957 53.8106741, 8.9069224 53.8111095)",,,,
28182945,,Himmelreich,residential,30,True,False,110.631,"LINESTRING (8.8986011 53.8069657, 8.8987359 53.8069367, 8.8989565 53.8068953, 8.8990863 53.8068758, 8.8992449 53.8068734, 8.8993872 53.806888, 8.8994819 53.8069058, 8.8995335 53.806944, 8.899547 53.8069839, 8.8995736 53.8072399, 8.8995859 53.8072667, 8.8996232 53.8073467)",,,yes,
29338362,,Eschstraße,residential,30,False,True,15.831,"LINESTRING (8.8986011 53.8069657, 8.8984 53.8069586, 8.898365 53.8069476)",,,,
"[29338464, 973500089, 973500088]",,Johann-Heinrich-Voß-Straße,residential,30,False,False,100.332,"LINESTRING (8.8986011 53.8069657, 8.8986681 53.8071672, 8.8986406 53.8073297, 8.8986299 53.8073933, 8.8986183 53.8074505, 8.898606 53.807511, 8.8985931 53.8075745, 8.8986049 53.8076837, 8.8986109 53.8077392, 8.8986189 53.8078613)",,,,
107465351,2,Reichenstraße,residential,30,False,False,10.51,"LINESTRING (8.8997672 53.8077218, 8.8996692 53.8077219, 8.8996073 53.8077246)",,,,
"[107465352, 111545020, 107465351]",2,Reichenstraße,residential,30,False,True,102.762,"LINESTRING (8.8997672 53.8077218, 8.8998374 53.8077207, 8.8999708 53.8077187, 8.9000291 53.8077204, 8.9003387 53.8077295, 8.9004095 53.8077337, 8.9005355 53.8077413, 8.9007602 53.8077614, 8.9012035 53.8078333, 8.9013069 53.8078522)",,,,
28182945,,Himmelreich,residential,30,True,False,42.919,"LINESTRING (8.8996232 53.8073467, 8.8996986 53.8074877, 8.8997099 53.8075171, 8.8997545 53.807633, 8.8997672 53.8077218)",,,yes,
30449357,1,Große Dammstraße,residential,30,True,False,200.39200000000002,"LINESTRING (8.8996232 53.8073467, 8.9003863 53.8071376, 8.9005931 53.8070574, 8.9012532 53.8067843, 8.9013176 53.8067618, 8.9013833 53.8067634, 8.9023224 53.8068611, 8.9023833 53.8068708)",,,yes,
23358479,,Große Dammstraße,residential,50,False,True,41.528999999999996,"LINESTRING (8.9040277 53.8071417, 8.9040333 53.8071629, 8.9040369 53.8071911, 8.9040824 53.8073021, 8.9041574 53.8075069)",,,,
30449357,1,Große Dammstraße,residential,30,True,False,113.162,"LINESTRING (8.9023833 53.8068708, 8.9038164 53.8070559, 8.9040277 53.8071417)",,,yes,
"[28183025, 118720871]",,Beutelstraße,residential,30,False,True,99.636,"LINESTRING (8.9023833 53.8068708, 8.9023042 53.8070932, 8.9023308 53.8071545, 8.9024832 53.8074993, 8.9025891 53.8077405)",,,yes,
29261075,,Sheringhamplatz,residential,,True,False,11.748000000000001,"LINESTRING (8.9072969 53.8118659, 8.9072401 53.8118552, 8.907191 53.8118352, 8.9071537 53.8118077)",,,,roundabout
25514701,,Schillerstraße,residential,,False,True,175.731,"LINESTRING (8.9071537 53.8118077, 8.9065088 53.811955, 8.9045681 53.8122017)",,,,
29261075,,Sheringhamplatz,residential,,True,False,19.017,"LINESTRING (8.9071537 53.8118077, 8.9071321 53.811776, 8.9071264 53.8117419, 8.9071371 53.8117083, 8.9071635 53.8116779, 8.9072033 53.811653)",,,,roundabout
38352454,,Am Großen Specken,residential,50,False,False,27.82,"LINESTRING (8.8981596 53.8081661, 8.8981134 53.8079174)",,,,
38352454,,Am Großen Specken,residential,50,False,True,48.900999999999996,"LINESTRING (8.8981596 53.8081661, 8.8981661 53.8083541, 8.8977756 53.8084551)",,,,
127717426,,Am Großen Specken,residential,50,False,True,41.376999999999995,"LINESTRING (8.8981596 53.8081661, 8.8980776 53.8082089, 8.8979524 53.8082743, 8.8977756 53.8084551)",,,,
38352454,,Am Großen Specken,residential,50,False,True,27.82,"LINESTRING (8.8981134 53.8079174, 8.8981596 53.8081661)",,,,
"[30449305, 30449306, 52004382]",2,Cuxhavener Straße,residential,"['50', '30']",False,False,50.125,"LINESTRING (8.8981134 53.8079174, 8.8978759 53.8079067, 8.8975674 53.8078675, 8.8973693 53.807827)",,yes,,
52004382,2,Cuxhavener Straße,residential,30,False,True,33.772999999999996,"LINESTRING (8.8981134 53.8079174, 8.8983945 53.8078869, 8.8986189 53.8078613)",,,,
25514697,2,Goethestraße,tertiary,30,False,True,101.806,"LINESTRING (8.8994913 53.8104952, 8.900998 53.8102789)",,,,
"[25514697, 692613045]",2,Goethestraße,tertiary,30,False,False,116.76299999999999,"LINESTRING (8.8994913 53.8104952, 8.8986362 53.8106909, 8.8986158 53.8106954, 8.898544 53.8107101, 8.8984066 53.8107382, 8.8982462 53.8107527, 8.8981788 53.8107547, 8.8980077 53.8107529, 8.8977918 53.8107385)",,,,
29266169,,Landeshäuser Straße,residential,30,True,False,39.551,"LINESTRING (8.8999633 53.8081369, 8.9001474 53.8081025, 8.9005477 53.8080522)",,,,
111542623,,Schleusenstraße,residential,30,True,False,84.928,"LINESTRING (8.8999633 53.8081369, 8.9000935 53.8084468, 8.900259 53.8086997, 8.9003386 53.8087983, 8.9004108 53.8088462)",,,,
29266060,,Schleusenstraße,residential,30,True,False,51.471000000000004,"LINESTRING (8.8996073 53.8077246, 8.8996719 53.8078069, 8.8997318 53.807872, 8.8999633 53.8081369)",,,,
"[973500091, 52004382, 52004383]",2,"['Am Kirchplatz', 'Cuxhavener Straße']",residential,30,False,False,68.422,"LINESTRING (8.8996073 53.8077246, 8.8994245 53.8077311, 8.8993356 53.8077342, 8.8992229 53.8077396, 8.8990711 53.8077427, 8.8990081 53.8077474, 8.8988938 53.80776, 8.8987943 53.8078036, 8.8987073 53.8078368, 8.8986189 53.8078613)",,,,
107465351,2,Reichenstraße,residential,30,False,True,10.51,"LINESTRING (8.8996073 53.8077246, 8.8996692 53.8077219, 8.8997672 53.8077218)",,,,
29266169,,Landeshäuser Straße,residential,30,True,False,58.03,"LINESTRING (8.9005477 53.8080522, 8.9007993 53.8080144, 8.9011424 53.8079581, 8.901226 53.8079444, 8.9012865 53.8079038, 8.9013069 53.8078522)",,,,
"[107465352, 111545020, 107465351]",2,Reichenstraße,residential,30,False,False,102.762,"LINESTRING (8.9013069 53.8078522, 8.9012035 53.8078333, 8.9007602 53.8077614, 8.9005355 53.8077413, 8.9004095 53.8077337, 8.9003387 53.8077295, 8.9000291 53.8077204, 8.8999708 53.8077187, 8.8998374 53.8077207, 8.8997672 53.8077218)",,,,
115712136,2,Reichenstraße,residential,30,False,True,19.788,"LINESTRING (8.9013069 53.8078522, 8.9013172 53.8078539, 8.9013894 53.8078658, 8.9016022 53.8078867)",,,,
21524448,2,Scholienstraße,tertiary,50,False,False,66.07,"LINESTRING (8.9062075 53.8046901, 8.9060884 53.8041001)",,,,
21524448,2,Scholienstraße,tertiary,50,False,True,77.11,"LINESTRING (8.9062075 53.8046901, 8.9062226 53.8048047, 8.9062262 53.8048403, 8.9062486 53.805112, 8.9062561 53.8053828)",,,,
606331937,,Liebesweg,residential,30,False,True,64.541,"LINESTRING (8.9072033 53.811653, 8.9070885 53.8115808, 8.9069224 53.8111095)",,,,
25514701,,Schillerstraße,residential,,False,False,175.731,"LINESTRING (8.9045681 53.8122017, 8.9065088 53.811955, 8.9071537 53.8118077)",,,,
29337687,,Stephanstraße,residential,30,False,True,66.658,"LINESTRING (8.9045681 53.8122017, 8.9044554 53.8121107, 8.9040759 53.8116786)",,,,
29337687,,Stephanstraße,residential,30,False,False,112.16,"LINESTRING (8.9031283 53.8101794, 8.9033202 53.8107035, 8.9036104 53.8111438)",,,,
127716336,2,Schulstraße,tertiary,30,False,False,140.339,"LINESTRING (8.9031283 53.8101794, 8.9020868 53.8102149, 8.902046 53.8102163, 8.9018633 53.8102257, 8.900998 53.8102789)",,,,
"[127716336, 606323794]",2,Schulstraße,tertiary,30,False,True,226.473,"LINESTRING (8.9031283 53.8101794, 8.9032798 53.8101747, 8.9034269 53.8101708, 8.9035028 53.8101689, 8.9043412 53.8101484, 8.9046505 53.8101406, 8.9046789 53.8101402, 8.904843 53.810138, 8.9050593 53.810129, 8.9052151 53.8101225, 8.9053114 53.8101197, 8.9054082 53.8101169, 8.9060569 53.810083, 8.9065612 53.8100197)",,,,
21524448,2,Scholienstraße,tertiary,50,False,True,66.07,"LINESTRING (8.9060884 53.8041001, 8.9062075 53.8046901)",,,,
29338269,,Am Mühlenberg,residential,,False,False,552.057,"LINESTRING (8.9060884 53.8041001, 8.9052683 53.8041558, 8.9049657 53.8041944, 8.904335 53.8043257, 8.904208 53.8043723, 8.9041343 53.8044668, 8.9041555 53.8047401, 8.9041343 53.8048169, 8.903987 53.8048909, 8.9010892 53.8051713, 8.89856 53.8053758)",,,,
29338269,,Am Mühlenberg,residential,,False,True,552.057,"LINESTRING (8.89856 53.8053758, 8.9010892 53.8051713, 8.903987 53.8048909, 8.9041343 53.8048169, 8.9041555 53.8047401, 8.9041343 53.8044668, 8.904208 53.8043723, 8.904335 53.8043257, 8.9049657 53.8041944, 8.9052683 53.8041558, 8.9060884 53.8041001)",,,,
29338270,,Parkstraße,residential,,False,True,179.035,"LINESTRING (8.9035342 53.8054745, 8.903918 53.8054644, 8.9039772 53.8054633, 8.904046 53.8054625, 8.9041013 53.8054596, 8.9046161 53.8054388, 8.9051506 53.8054172, 8.9062561 53.8053828)",,,,
29338465,,Medemstraße,residential,,False,False,78.826,"LINESTRING (8.8967284 53.8061327, 8.8955412 53.8062378)",,,,
29338363,,Mühlenstraße,residential,,False,False,103.511,"LINESTRING (8.8967284 53.8061327, 8.8968412 53.8065794, 8.8969208 53.8067934, 8.8970288 53.8069497, 8.8970542 53.8070398)",,,,
29338465,,Medemstraße,residential,,False,True,49.626,"LINESTRING (8.8967284 53.8061327, 8.8971404 53.806092, 8.8974751 53.806064)",,,,
29338465,,Medemstraße,residential,,False,True,78.826,"LINESTRING (8.8955412 53.8062378, 8.8967284 53.8061327)",,,,
259450375,2,Bahnhofstraße,tertiary,50,False,False,13.455,"LINESTRING (8.8955412 53.8062378, 8.8955069 53.8061185)",K 70,,,
"[27384397, 259450375]","['2', '3']",Bahnhofstraße,tertiary,50,False,True,106.295,"LINESTRING (8.8955412 53.8062378, 8.8955945 53.8064815, 8.8957081 53.8069445, 8.895729 53.8070087, 8.8957557 53.807185)",K 70,,,
29338363,,Mühlenstraße,residential,,False,False,83.15899999999999,"LINESTRING (8.8970542 53.8070398, 8.8966995 53.8072139, 8.8962401 53.8074143, 8.8961839 53.8074683, 8.8961759 53.807543)",,,,
29338363,,Mühlenstraße,residential,,False,True,103.511,"LINESTRING (8.8970542 53.8070398, 8.8970288 53.8069497, 8.8969208 53.8067934, 8.8968412 53.8065794, 8.8967284 53.8061327)",,,,
29338363,,Mühlenstraße,residential,,False,True,83.159,"LINESTRING (8.8961759 53.807543, 8.8961839 53.8074683, 8.8962401 53.8074143, 8.8966995 53.8072139, 8.8970542 53.8070398)",,,,
259450376,3,Cuxhavener Straße,tertiary,50,False,False,30.921,"LINESTRING (8.8961759 53.807543, 8.8959799 53.8075142, 8.8957209 53.8074714)",,,,
"[259450376, 51741726]","['2', '3']",Cuxhavener Straße,tertiary,50,False,True,68.994,"LINESTRING (8.8961759 53.807543, 8.8966031 53.8076199, 8.8966924 53.8076371, 8.8971412 53.8077804)",,,,
259450375,2,Bahnhofstraße,tertiary,50,False,True,13.455,"LINESTRING (8.8955069 53.8061185, 8.8955412 53.8062378)",K 70,,,
29338365,,Am Bahnhof,residential,,False,False,91.55600000000001,"LINESTRING (8.8955069 53.8061185, 8.8953766 53.806133, 8.8952192 53.8061452, 8.8945362 53.8062132, 8.8941302 53.8062484)",,,,
"[37919776, 116761905, 37919775, 606331935]",2,"['Bahnhofstraße', 'Wesermünder Straße']",tertiary,50,False,False,157.581,"LINESTRING (8.8955069 53.8061185, 8.8954814 53.8059738, 8.8954565 53.80586, 8.8954425 53.8058082, 8.8954192 53.8057225, 8.895407 53.8056685, 8.8953914 53.8056192, 8.8953381 53.8054226, 8.8952841 53.8052354, 8.8952638 53.8051248, 8.8952331 53.8050107, 8.8952195 53.8049549, 8.8951699 53.8047158)",K 70,yes,,
"[29338365, 606331934]",,Am Bahnhof,residential,,False,False,132.398,"LINESTRING (8.8941302 53.8062484, 8.8940285 53.8062562, 8.8937342 53.8062853, 8.8935441 53.8063041, 8.8932655 53.8062978, 8.893091 53.8062885, 8.892897 53.8062678, 8.8923952 53.8063055, 8.8922405 53.8063148, 8.8921319 53.8063256)",,,,
29338365,,Am Bahnhof,residential,,False,True,91.556,"LINESTRING (8.8941302 53.8062484, 8.8945362 53.8062132, 8.8952192 53.8061452, 8.8953766 53.806133, 8.8955069 53.8061185)",,,,
29338366,,Herzog-Erich-Straße,residential,,True,False,113.17200000000001,"LINESTRING (8.8943429 53.8072582, 8.8943232 53.8071079, 8.8941302 53.8062484)",,,,
670732567,2,Cuxhavener Straße,tertiary,50,False,False,45.715999999999994,"LINESTRING (8.8943429 53.8072582, 8.8939129 53.8071967, 8.8936662 53.8071615)",K 70,,,
670732567,2,Cuxhavener Straße,tertiary,50,False,True,35.874,"LINESTRING (8.8943429 53.8072582, 8.8947207 53.8073169, 8.8947433 53.8073195, 8.8948713 53.8073401)",K 70,,,
37714315,2,Marktstraße,residential,30,False,False,9.939,"LINESTRING (8.9027359 53.8077187, 8.9025891 53.8077405)",,,,
29338764,,Sackstraße,residential,30,False,False,92.706,"LINESTRING (8.9027359 53.8077187, 8.902881 53.8079829, 8.902987 53.8081404, 8.9031349 53.8082988, 8.9031804 53.8083467, 8.9032878 53.8084834)",,,,
125736536,2,Marktstraße,residential,30,False,True,96.362,"LINESTRING (8.9027359 53.8077187, 8.9032649 53.8076511, 8.9033489 53.8076385, 8.9034757 53.8076226, 8.9035212 53.807615, 8.9037761 53.80758, 8.9038513 53.8075649, 8.9039796 53.8075437, 8.9041574 53.8075069)",,,,
29338764,,Sackstraße,residential,30,False,True,92.706,"LINESTRING (8.9032878 53.8084834, 8.9031804 53.8083467, 8.9031349 53.8082988, 8.902987 53.8081404, 8.902881 53.8079829, 8.9027359 53.8077187)",,,,
688934957,2,Cuxhavener Straße,residential,50,False,False,15.848,"LINESTRING (8.8973693 53.807827, 8.8971412 53.8077804)",,,,
29338892,,Mühlenstraße,residential,,True,False,94.204,"LINESTRING (8.8973693 53.807827, 8.8974038 53.8077066, 8.8974228 53.8076324, 8.8974105 53.807553, 8.8973971 53.8074284, 8.8973658 53.8073742, 8.8973306 53.807321, 8.8972664 53.8072973, 8.8970542 53.8070398)",,,,
"[30449305, 30449306, 52004382]",2,Cuxhavener Straße,residential,"['50', '30']",False,True,50.125,"LINESTRING (8.8973693 53.807827, 8.8975674 53.8078675, 8.8978759 53.8079067, 8.8981134 53.8079174)",,yes,,
"[25514297, 259451719]","['2', '3']",Sophienweg,tertiary,,False,False,136.55599999999998,"LINESTRING (8.8924506 53.8098487, 8.8928127 53.8100899, 8.8928458 53.810112, 8.8931925 53.8103153, 8.893418 53.8104574, 8.8937333 53.8106385, 8.893894 53.8107321)",K 4,,,
"[259451720, 30429833, 30429832, 25514644, 692613046]","['2', '3']","['Alfred-Paulsen-Straße', 'Goethestraße']",tertiary,30,False,"[False, True]",265.27599999999995,"LINESTRING (8.893894 53.8107321, 8.8940903 53.8108037, 8.8942673 53.8108679, 8.8945853 53.810921, 8.8948661 53.8109532, 8.8952411 53.8109495, 8.895523 53.8109276, 8.8956931 53.8108839, 8.8965084 53.8107546, 8.8966516 53.8107281, 8.8968254 53.8107169, 8.8969676 53.8107078, 8.8971008 53.8106996, 8.8972325 53.8107017, 8.8977918 53.8107385)",,yes,,
26525994,2,Große Ortstraße,tertiary,50,False,False,110.685,"LINESTRING (8.893894 53.8107321, 8.8938377 53.8107685, 8.8937705 53.8108098, 8.8932964 53.8111012, 8.8929464 53.8113167, 8.8927193 53.8114459)",K 4,,,
"[25514297, 259451719]","['2', '3']",Sophienweg,tertiary,,False,True,136.556,"LINESTRING (8.893894 53.8107321, 8.8937333 53.8106385, 8.893418 53.8104574, 8.8931925 53.8103153, 8.8928458 53.810112, 8.8928127 53.8100899, 8.8924506 53.8098487)",K 4,,,
608574923,2,Große Ortstraße,tertiary,50,False,True,179.829,"LINESTRING (8.893894 53.8107321, 8.8939961 53.8106563, 8.8940425 53.8106193, 8.8941364 53.810546, 8.8950537 53.8098129, 8.8954589 53.8095433, 8.8955663 53.8094528)",,,,
30429854,,An der Hornweide,residential,30,False,True,152.072,"LINESTRING (8.905764 53.8106693, 8.9050053 53.810752, 8.9036104 53.8111438)",,,,
29337687,,Stephanstraße,residential,30,False,False,66.861,"LINESTRING (8.9036104 53.8111438, 8.9040759 53.8116786)",,,,
29337687,,Stephanstraße,residential,30,False,True,112.16,"LINESTRING (8.9036104 53.8111438, 8.9033202 53.8107035, 8.9031283 53.8101794)",,,,
30429854,,An der Hornweide,residential,30,False,False,152.072,"LINESTRING (8.9036104 53.8111438, 8.9050053 53.810752, 8.905764 53.8106693)",,,,
30429870,,Hermann-Allmers-Straße,residential,30,False,True,197.524,"LINESTRING (8.9069224 53.8111095, 8.9067622 53.8111265, 8.905397 53.8113794, 8.9040759 53.8116786)",,,,
606331937,,Liebesweg,residential,30,False,False,64.541,"LINESTRING (8.9069224 53.8111095, 8.9070885 53.8115808, 8.9072033 53.811653)",,,,
606331937,,Liebesweg,residential,30,False,True,123.505,"LINESTRING (8.9069224 53.8111095, 8.9067957 53.8106741, 8.9065848 53.8100966, 8.9065612 53.8100197)",,,,
30429846,,Wittmackstraße,residential,30,False,True,28.903,"LINESTRING (8.8930791 53.808491, 8.8931972 53.8082406)",,,,
30429845,,Jahnstraße,residential,30,False,False,66.644,"LINESTRING (8.8931972 53.8082406, 8.8941795 53.8083915)",,,,
30429846,,Wittmackstraße,residential,30,False,False,28.903,"LINESTRING (8.8931972 53.8082406, 8.8930791 53.808491)",,,,
30429846,,Wittmackstraße,residential,30,False,True,123.884,"LINESTRING (8.8931972 53.8082406, 8.8933896 53.8078187, 8.8936662 53.8071615)",,,,
30429846,,Wittmackstraße,residential,30,False,False,123.884,"LINESTRING (8.8936662 53.8071615, 8.8933896 53.8078187, 8.8931972 53.8082406)",,,,
