osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access
5782471,Gartenstraße,residential,30,False,False,63.39,"LINESTRING (11.7791111 51.9075134, 11.7782096 51.9076386)",,,,
1233069982,Schloßstraße,residential,30,False,False,43.366,"LINESTRING (11.7791111 51.9075134, 11.7792836 51.9078886)",,,,
1233069982,Schloßstraße,residential,30,False,True,61.261,"LINESTRING (11.7791111 51.9075134, 11.778894 51.906979)",,,,
11355598,Grabenstraße,residential,30,False,False,111.95400000000001,"LINESTRING (11.7732764 51.9074559, 11.7733475 51.9074348, 11.7734149 51.9074184, 11.7736205 51.9073712, 11.7737273 51.9073513, 11.7748339 51.9071589)",,,,
23854198,Magdeburger Straße,secondary,50,False,False,51.327,"LINESTRING (11.7732764 51.9074559, 11.7734896 51.9076939, 11.7735553 51.9077771, 11.7736205 51.9078655)",2,L 65,,
"[650980236, 650980234, 1231993124, 23854198]",Magdeburger Straße,secondary,50,False,True,340.584,"LINESTRING (11.7732764 51.9074559, 11.7732131 51.90738, 11.7731545 51.9073031, 11.7726486 51.9066119, 11.7724444 51.9063312, 11.7720856 51.9058398, 11.7718673 51.9055424, 11.7715893 51.9051643, 11.7714822 51.9050198, 11.7713931 51.9049053, 11.7713886 51.9048989, 11.7713202 51.9048011, 11.7713095 51.9047845, 11.771306 51.904779, 11.7712793 51.9047292, 11.7712497 51.9046613)",2,L 65,,
11355598,Grabenstraße,residential,30,False,False,76.133,"LINESTRING (11.7765491 51.9068911, 11.7776097 51.9066895)",,,,
8162999,Tuchmacherstraße,residential,,False,True,112.436,"LINESTRING (11.7765491 51.9068911, 11.7762387 51.9064291, 11.7758877 51.9059662)",,,,
11355598,Grabenstraße,residential,30,False,True,121.411,"LINESTRING (11.7765491 51.9068911, 11.7755353 51.9070632, 11.7748339 51.9071589)",,,,
11355598,Grabenstraße,residential,30,False,True,73.927,"LINESTRING (11.778645 51.906505, 11.7776097 51.9066895)",,,,
27658634,Schloßstraße,residential,30,False,False,55.40899999999999,"LINESTRING (11.778645 51.906505, 11.7787426 51.9066809, 11.778894 51.906979)",,,,
27658634,Schloßstraße,residential,30,False,True,52.849000000000004,"LINESTRING (11.778645 51.906505, 11.7784235 51.9062358, 11.7782913 51.9060828)",,,,
729964246,Bernburger Straße,living_street,7,False,True,47.193,"LINESTRING (11.7758307 51.9019644, 11.7758249 51.9023888)",,,,
"[8163002, 110687666]","['Kuhgasse', 'Ritterstraße']",residential,,False,True,168.664,"LINESTRING (11.7758307 51.9019644, 11.7740605 51.9020389, 11.7741211 51.9024593)",,,,
110687667,Bernburger Straße,living_street,7,False,True,93.915,"LINESTRING (11.7758307 51.9019644, 11.7758273 51.9017693, 11.775796 51.9016401, 11.7757231 51.9014461, 11.7756915 51.9013547, 11.7756052 51.9011348)",,,,
27658964,Schulstraße,residential,,False,True,140.356,"LINESTRING (11.7743148 51.89898, 11.7722728 51.8990551)",,,,
609601059,Bernburger Straße,residential,30,False,False,74.859,"LINESTRING (11.7743148 51.89898, 11.7743016 51.8991696, 11.7743748 51.8993708, 11.7743995 51.8994245, 11.7745083 51.8996355)",,,,
