osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge
25029074,2,Bornaer Straße,tertiary,50,5.5,False,False,120.30799999999999,"LINESTRING (12.444963 51.092832, 12.4450914 51.092771, 12.4451708 51.0927092, 12.4454999 51.0922786, 12.4455983 51.0921315, 12.4456999 51.0919344, 12.4457146 51.0918781)",
25029074,2,Bornaer Straße,tertiary,50,5.5,False,True,3.979,"LINESTRING (12.445702 51.0918432, 12.4457146 51.0918781)",
25029081,2,Rathausstraße,residential,30,5.0,False,False,37.073,"LINESTRING (12.445702 51.0918432, 12.4458618 51.0917918, 12.4459426 51.0917393, 12.446013 51.0916858, 12.4460649 51.0916147)",
760944955,2,Goethestraße,tertiary,50,5.5,False,False,114.028,"LINESTRING (12.445702 51.0918432, 12.4456534 51.0918117, 12.4444766 51.0913716, 12.4443043 51.0913166)",
25029075,2,Goethestraße,tertiary,50,5.0,False,False,110.56299999999999,"LINESTRING (12.4435917 51.0911444, 12.4434838 51.0910942, 12.4432101 51.0909281, 12.4430176 51.090769, 12.4428546 51.0906455, 12.4425533 51.0903991)",
25029075,2,Goethestraße,tertiary,50,5.0,False,True,53.789,"LINESTRING (12.4435917 51.0911444, 12.4437024 51.0911945, 12.4437808 51.0912176, 12.4442218 51.0912958, 12.4443043 51.0913166)",
25872318,2,Bergmannsring,residential,,5.0,False,False,174.851,"LINESTRING (12.4435917 51.0911444, 12.4435113 51.0911966, 12.4434237 51.0912303, 12.4430183 51.091371, 12.4422654 51.0915995, 12.4420709 51.0916472, 12.4418508 51.0916781, 12.4415635 51.0916858, 12.4412995 51.0916848)",
25029075,2,Goethestraße,tertiary,50,5.0,False,True,211.948,"LINESTRING (12.4408907 51.0888092, 12.4410139 51.0888915, 12.4417383 51.0896777, 12.4421535 51.0900613, 12.4422656 51.090156, 12.4424776 51.0903351, 12.4425533 51.0903991)",
25029076,2,Schillerstraße,tertiary,,5.5,False,False,67.718,"LINESTRING (12.4408907 51.0888092, 12.4407967 51.0887645, 12.440677 51.0887217, 12.4405152 51.0886926, 12.4404231 51.0886805, 12.4399805 51.0886244)",
25762794,2,Weststraße,residential,30,4.5,False,False,17.552,"LINESTRING (12.4408907 51.0888092, 12.4410419 51.0887646, 12.4411258 51.0887597)",
25872324,1,Karl-Liebknecht-Straße,residential,,3.5,False,False,91.22099999999999,"LINESTRING (12.4326055 51.0862695, 12.4326984 51.0861675, 12.4327314 51.0860326, 12.4328027 51.0857621, 12.4328378 51.085612, 12.4328713 51.0854731)",
