osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel,bridge,junction
47504756,2,B 466,Spitalgasse,primary,50,False,True,20.723,"LINESTRING (10.609541 48.9527618, 10.6094889 48.952945)",,,,
47510974,,,Bleichgasse,residential,,False,False,9.831,"LINESTRING (10.609541 48.9527618, 10.609407 48.9527532)",,,,
44424472,,,Hofgasse,residential,30,False,True,96.456,"LINESTRING (10.6064809 48.9527998, 10.6063984 48.9527472, 10.6063463 48.9527139, 10.6061991 48.9526604, 10.6059081 48.9526318, 10.6053651 48.9526275, 10.6052378 48.9526345)",,,,
91865363,,,Rosengasse,residential,,False,False,55.551,"LINESTRING (10.6064809 48.9527998, 10.6063632 48.953109, 10.6062913 48.9532836)",,,,
92125361,,,Zwinger,residential,30,False,False,41.69199999999999,"LINESTRING (10.6064809 48.9527998, 10.6069097 48.9528896, 10.6070121 48.9529318)",,,,
10865918,,,Manggasse,residential,,False,False,75.826,"LINESTRING (10.604888 48.9519942, 10.6049137 48.9521578, 10.6050206 48.9524007, 10.6051401 48.9526534)",,,,
10865918,,,Manggasse,residential,,False,True,97.96600000000001,"LINESTRING (10.604888 48.9519942, 10.6047919 48.9519599, 10.6045941 48.9519016, 10.6042841 48.9518498, 10.6039445 48.951835, 10.6035901 48.9518507)",,,,
91865402,,,Reithausgasse,residential,,False,False,26.204,"LINESTRING (10.604888 48.9519942, 10.6049801 48.951968, 10.6051117 48.9518219)",,,,
971382087,,,Nördlinger Straße,residential,,False,False,9.182,"LINESTRING (10.6012867 48.9490448, 10.6011653 48.9490663)",,,,
982313063,,,Königsstraße,residential,50,False,True,35.839,"LINESTRING (10.6012867 48.9490448, 10.6014915 48.9493377)",,,,
28509533,,,Königsstraße,residential,30,False,True,20.319,"LINESTRING (10.6027578 48.950332, 10.6029208 48.9504801)",,,,
28509533,,,Königsstraße,residential,30,False,False,26.375,"LINESTRING (10.6027578 48.950332, 10.6025203 48.9501709, 10.6025072 48.9501612)",,,,
411311282,,,Königsstraße,residential,,False,False,62.938,"LINESTRING (10.6027578 48.950332, 10.6032072 48.950216, 10.603251 48.9501933, 10.603243 48.9499811)",,,,
186451045,,,Schloßstraße,residential,30,False,False,59.975,"LINESTRING (10.6039699 48.9529577, 10.6040945 48.9531499, 10.6042546 48.9534632)",4,,,
186451045,,,Schloßstraße,residential,30,False,True,114.019,"LINESTRING (10.6039699 48.9529577, 10.6038832 48.9527801, 10.603836 48.952662, 10.6038115 48.9525896, 10.603754 48.952417, 10.6037452 48.9523858, 10.6036631 48.9521101, 10.6036265 48.9519587)",4,,,
186451045,,,Schloßstraße,residential,30,False,False,12.3,"LINESTRING (10.6035901 48.9518507, 10.6036265 48.9519587)",4,,,
10865918,,,Manggasse,residential,,False,False,97.96600000000001,"LINESTRING (10.6035901 48.9518507, 10.6039445 48.951835, 10.6042841 48.9518498, 10.6045941 48.9519016, 10.6047919 48.9519599, 10.604888 48.9519942)",,,,
"[28509533, 25972766, 25972767]",,,"['Königsstraße', 'Schloßstraße', 'Königstor']",residential,30,False,"[False, True]",76.24600000000001,"LINESTRING (10.6035901 48.9518507, 10.6035296 48.9516637, 10.6034832 48.9515201, 10.6034111 48.951337, 10.6033989 48.9513047, 10.6033704 48.9512158, 10.6033563 48.9511826)",,yes,,
28509638,,,Hofgasse,residential,30,False,False,7.437,"LINESTRING (10.6051401 48.9526534, 10.6052378 48.9526345)",,,,
10865918,,,Manggasse,residential,,False,True,75.826,"LINESTRING (10.6051401 48.9526534, 10.6050206 48.9524007, 10.6049137 48.9521578, 10.604888 48.9519942)",,,,
28509639,,,Hofgasse,residential,30,True,False,91.93100000000001,"LINESTRING (10.6051401 48.9526534, 10.6050651 48.952674, 10.6043981 48.9528569, 10.6039699 48.9529577)",3,,,
23393095,,,August-Lutz-Straße,residential,30,False,True,79.656,"LINESTRING (10.6006632 48.9487999, 10.6001936 48.9488802, 10.5996076 48.9489804)",,,,
89036477,,,Nördlinger Straße,residential,,False,True,47.594,"LINESTRING (10.6006632 48.9487999, 10.6009322 48.9489674, 10.6010848 48.9490481, 10.6011653 48.9490663)",,,,
47511076,,St 2214,Georg-Friedrich-Steinmeyer-Straße,secondary,50,False,True,14.489,"LINESTRING (10.6052105 48.9552784, 10.605017 48.9553073)",,,,
"[971382081, 331376405, 331376406, 37707559]",,St 2214,Schloßbuck,secondary,50,False,False,118.89500000000001,"LINESTRING (10.6052105 48.9552784, 10.605327 48.9552583, 10.6053971 48.9552462, 10.6062312 48.9551185, 10.6064892 48.9550816, 10.6067219 48.9550494, 10.6067981 48.9550418)",,,,
47511076,,St 2214,Georg-Friedrich-Steinmeyer-Straße,secondary,50,False,False,14.489,"LINESTRING (10.605017 48.9553073, 10.6052105 48.9552784)",,,,
"[25972688, 1187892746, 25972643]",1,,Schloßstraße,residential,30,False,False,101.552,"LINESTRING (10.605017 48.9553073, 10.6049808 48.9551975, 10.6049417 48.9549322, 10.6049053 48.9547691, 10.6048322 48.9544663, 10.6048008 48.9544068)",,building_passage,,
37707560,2,St 2214,Georg-Friedrich-Steinmeyer-Straße,secondary,50,False,True,66.298,"LINESTRING (10.605017 48.9553073, 10.6048334 48.9553571, 10.6046913 48.9554132, 10.6046746 48.9554246, 10.6045466 48.9555125, 10.6044086 48.9555712, 10.6042519 48.9556142)",,,,
47506502,,,,residential,30,False,False,40.623,"LINESTRING (10.6048008 48.9544068, 10.6053486 48.954343)",,,,
25972689,,,Schloßstraße,residential,30,False,False,34.229,"LINESTRING (10.6048008 48.9544068, 10.6046831 48.9542849, 10.6045803 48.954136)",,,,
"[25972688, 1187892746, 25972643]",1,,Schloßstraße,residential,30,False,True,101.552,"LINESTRING (10.6048008 48.9544068, 10.6048322 48.9544663, 10.6049053 48.9547691, 10.6049417 48.9549322, 10.6049808 48.9551975, 10.605017 48.9553073)",,building_passage,,
44424471,,,Schloßstraße,residential,30,False,True,54.405,"LINESTRING (10.6045803 48.954136, 10.6053116 48.9540423)",,,,
114119351,,,Schloßstraße,residential,30,False,True,15.607,"LINESTRING (10.6045803 48.954136, 10.6045182 48.9540017)",,,,
25972689,,,Schloßstraße,residential,30,False,True,34.229,"LINESTRING (10.6045803 48.954136, 10.6046831 48.9542849, 10.6048008 48.9544068)",,,,
25972801,,,Hexengasse,residential,30,False,True,120.76,"LINESTRING (10.6025072 48.9501612, 10.6023801 48.9502718, 10.6022588 48.9504312, 10.6022342 48.9504634, 10.6021954 48.9505952, 10.6021827 48.9506382, 10.6021827 48.9506994, 10.6021827 48.9508016, 10.6022342 48.9509482, 10.602261 48.9510097, 10.6022857 48.9510665, 10.6023204 48.9511826)",,,,
28509533,,,Königsstraße,residential,30,False,True,26.375,"LINESTRING (10.6025072 48.9501612, 10.6025203 48.9501709, 10.6027578 48.950332)",,,,
"[89036473, 1191179294]",,,Königsstraße,residential,30,False,False,102.361,"LINESTRING (10.6025072 48.9501612, 10.6023436 48.950012, 10.6019405 48.9497367, 10.6018005 48.9496289, 10.6017805 48.9496193, 10.6017391 48.9495949, 10.6016068 48.9494602)",,,,
