osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,access
"[91326322, 314292710]",True,"['4', '2']",,Herkulesstraße,secondary,50,False,135.155,"LINESTRING (7.022346 51.4555117, 7.022259 51.4553762, 7.0221966 51.45528, 7.0221332 51.4551918, 7.0220926 51.4551416, 7.0220346 51.4550603, 7.0219584 51.454971, 7.0215778 51.4546104, 7.0215461 51.4545851, 7.0213715 51.454469)",,
396071364,False,2,,Silberstraße,residential,50,True,12.109,"LINESTRING (7.022346 51.4555117, 7.0224153 51.455494, 7.0224595 51.4554865, 7.0225097 51.455474)",,
105609987,True,2,L 448,Varnhorststraße,secondary,50,False,27.322000000000003,"LINESTRING (7.0170664 51.4546018, 7.0172111 51.4546504, 7.0174151 51.4547165)",,
105609989,True,4,,Bernestraße,primary,50,False,31.015,"LINESTRING (7.0170664 51.4546018, 7.0169732 51.454787, 7.0169257 51.4548665)",,
32595822,True,3,L 448,Varnhorststraße,secondary,50,False,24.907,"LINESTRING (7.0177088 51.454911, 7.0173513 51.4548876)",,
314340748,True,1,L 448,Varnhorststraße,unclassified,,False,61.225,"LINESTRING (7.0177088 51.454911, 7.0175276 51.454943, 7.017311 51.4549473, 7.0170466 51.4549668, 7.0168392 51.4549951)",,
193032429,False,2,,Rottstraße,residential,30,True,6.851,"LINESTRING (7.0125575 51.4605628, 7.0125515 51.4605013)",,
13085958,False,,,Pferdemarkt,residential,30,True,78.021,"LINESTRING (7.0125575 51.4605628, 7.012701 51.460571, 7.0133463 51.4606031, 7.0135444 51.4606159, 7.0136037 51.4606272, 7.0136647 51.4606528)",,
"[28217564, 403114103]",False,2,,Rottstraße,residential,30,False,83.876,"LINESTRING (7.0125575 51.4605628, 7.012552 51.4606429, 7.0125382 51.4606961, 7.012522 51.4607468, 7.0124776 51.4608252, 7.0124443 51.460874, 7.012432 51.4608906, 7.0123269 51.4610258, 7.012247 51.4611235, 7.0121345 51.4612609)",,
55390223,True,2,,Rottstraße,residential,30,False,41.199,"LINESTRING (7.0121345 51.4612609, 7.0121092 51.4613682, 7.0120502 51.4614774, 7.0120315 51.4615137, 7.0120135 51.4615675, 7.0120201 51.4616211)",,
"[28217564, 403114103]",False,2,,Rottstraße,residential,30,True,83.876,"LINESTRING (7.0121345 51.4612609, 7.012247 51.4611235, 7.0123269 51.4610258, 7.012432 51.4608906, 7.0124443 51.460874, 7.0124776 51.4608252, 7.012522 51.4607468, 7.0125382 51.4606961, 7.012552 51.4606429, 7.0125575 51.4605628)",,
314882938,True,4,L 452,Friedrich-Ebert-Straße,secondary,50,False,25.926000000000002,"LINESTRING (7.0120201 51.4616211, 7.0121836 51.4616825, 7.012343 51.4617389)",,
13085958,False,,,Pferdemarkt,residential,30,False,78.021,"LINESTRING (7.0136647 51.4606528, 7.0136037 51.4606272, 7.0135444 51.4606159, 7.0133463 51.4606031, 7.012701 51.460571, 7.0125575 51.4605628)",,
193032429,False,2,,Rottstraße,residential,30,False,6.851,"LINESTRING (7.0125515 51.4605013, 7.0125575 51.4605628)",,
13038500,False,2,,Rottstraße,residential,30,True,87.46000000000001,"LINESTRING (7.0125515 51.4605013, 7.0125369 51.4604349, 7.0125054 51.4603543, 7.0124828 51.460303, 7.0124153 51.4601485, 7.0123622 51.4600243, 7.0122631 51.4597888, 7.0122423 51.4597392)",,
164522568,False,1,,Kastanienallee,residential,30,False,122.013,"LINESTRING (7.0125515 51.4605013, 7.0123248 51.4605071, 7.0117478 51.4604475, 7.011505 51.4604224, 7.0108112 51.4603508)",,
35681069,False,,,Teichstraße,residential,30,False,64.302,"LINESTRING (7.0150931 51.4540724, 7.0151151 51.4541271, 7.0151286 51.4542095, 7.0151916 51.454588, 7.0152001 51.4546463)",,
5781941,False,1,,I. Dellbrügge,residential,30,False,18.341,"LINESTRING (7.0152001 51.4546463, 7.0154643 51.4546564)",,
5781941,False,1,,I. Dellbrügge,residential,30,True,45.881,"LINESTRING (7.0152001 51.4546463, 7.0150863 51.4546471, 7.0149247 51.4546419, 7.0146524 51.4546316, 7.0145988 51.4546216, 7.0145459 51.4546071)",,
35681069,False,,,Teichstraße,residential,30,True,64.302,"LINESTRING (7.0152001 51.4546463, 7.0151916 51.454588, 7.0151286 51.4542095, 7.0151151 51.4541271, 7.0150931 51.4540724)",,
5781941,False,1,,I. Dellbrügge,residential,30,False,45.88100000000001,"LINESTRING (7.0145459 51.4546071, 7.0145988 51.4546216, 7.0146524 51.4546316, 7.0149247 51.4546419, 7.0150863 51.4546471, 7.0152001 51.4546463)",,
5781941,False,1,,I. Dellbrügge,residential,30,True,72.626,"LINESTRING (7.0145459 51.4546071, 7.0143684 51.4546057, 7.01418 51.4546037, 7.0134981 51.4545909)",,
13038500,False,2,,Rottstraße,residential,30,False,87.46000000000001,"LINESTRING (7.0122423 51.4597392, 7.0122631 51.4597888, 7.0123622 51.4600243, 7.0124153 51.4601485, 7.0124828 51.460303, 7.0125054 51.4603543, 7.0125369 51.4604349, 7.0125515 51.4605013)",,
13038500,False,2,,Rottstraße,residential,30,True,53.690999999999995,"LINESTRING (7.0122423 51.4597392, 7.0121271 51.4593051, 7.0121134 51.4592631)",,
25659178,True,2,,Herkulesstraße,secondary,50,False,34.078,"LINESTRING (7.021691 51.4543449, 7.021811 51.454425, 7.0219133 51.4545299, 7.0219714 51.4545946)",,
32595815,True,4,L 448,Steeler Straße,secondary,50,False,26.088,"LINESTRING (7.021691 51.4543449, 7.0216241 51.4543711, 7.0215814 51.4543874, 7.0215171 51.4544115, 7.0214654 51.4544323, 7.0213715 51.454469)",,
32596120,True,3,,Hollestraße,secondary,50,False,24.075,"LINESTRING (7.0214571 51.4541848, 7.0215213 51.4542286, 7.0215513 51.4542493, 7.0215948 51.4542792, 7.0216313 51.454304, 7.021691 51.4543449)",,
314292720,True,2,L 448,Steeler Straße,secondary,50,False,46.372,"LINESTRING (7.0214571 51.4541848, 7.0216904 51.4540826, 7.0220373 51.4539799)",,
"[32816168, 395361663]",True,3,,Hollestraße,secondary,50,False,49.06,"LINESTRING (7.0209504 51.4538769, 7.0213228 51.4540991, 7.0213805 51.4541319, 7.0214571 51.4541848)",,
235093434,True,1,,Hollestraße,secondary_link,50,False,76.50699999999999,"LINESTRING (7.0209504 51.4538769, 7.0212738 51.453928, 7.021402 51.4539469, 7.0215293 51.4539623, 7.0216522 51.4539714, 7.0220373 51.4539799)",,
395231239,True,3,L 448,Schützenbahn,primary,50,False,9.023,"LINESTRING (7.0153494 51.4568541, 7.0153798 51.4567752)",,
25659396,True,2,,Schützenbahn,tertiary,50,False,37.21,"LINESTRING (7.0153494 51.4568541, 7.0155619 51.4567322, 7.0156087 51.4567155, 7.0157053 51.4566898, 7.0157916 51.4566757)",,
49967418,False,3,,Turmstraße,residential,30,True,11.05,"LINESTRING (7.010553 51.4609845, 7.0104789 51.4610725)",,
"[394984704, 25687054]",False,3,,Turmstraße,residential,30,False,72.908,"LINESTRING (7.010553 51.4609845, 7.0105914 51.4609283, 7.0106184 51.4608742, 7.0106228 51.4608637, 7.0106686 51.4607544, 7.0106795 51.4607269, 7.0107423 51.4605763, 7.0107945 51.460451, 7.0108112 51.4603508)",,
"[387304985, 314882937]",True,"['4', '2']",L 452,Friedrich-Ebert-Straße,secondary,50,False,93.083,"LINESTRING (7.010553 51.4609845, 7.0107119 51.4610448, 7.0110991 51.4612057, 7.0113511 51.4613318, 7.0116507 51.4614659)",,
27377495,False,,,I. Weberstraße,residential,30,False,56.954,"LINESTRING (7.0108112 51.4603508, 7.0108076 51.4602949, 7.0108025 51.4600902, 7.0107962 51.4598387)",,
164522568,False,1,,Kastanienallee,residential,30,True,122.01299999999999,"LINESTRING (7.0108112 51.4603508, 7.011505 51.4604224, 7.0117478 51.4604475, 7.0123248 51.4605071, 7.0125515 51.4605013)",,
"[394984704, 25687054]",False,3,,Turmstraße,residential,30,True,72.908,"LINESTRING (7.0108112 51.4603508, 7.0107945 51.460451, 7.0107423 51.4605763, 7.0106795 51.4607269, 7.0106686 51.4607544, 7.0106228 51.4608637, 7.0106184 51.4608742, 7.0105914 51.4609283, 7.010553 51.4609845)",,
27377495,False,,,I. Weberstraße,residential,30,True,56.95400000000001,"LINESTRING (7.0107962 51.4598387, 7.0108025 51.4600902, 7.0108076 51.4602949, 7.0108112 51.4603508)",,
32596119,True,2,,Hollestraße,secondary,50,False,23.240000000000002,"LINESTRING (7.0211464 51.4543322, 7.0210404 51.4542699, 7.0209021 51.454189)",,
32596121,True,3,L 448,Steeler Straße,secondary,50,False,27.058,"LINESTRING (7.0211464 51.4543322, 7.0212791 51.4542693, 7.0214571 51.4541848)",,
32596122,True,2,,Schützenbahn,tertiary,50,False,29.073,"LINESTRING (7.0157916 51.4566757, 7.0157501 51.4567913, 7.0157041 51.4569314)",,
239124005,True,2,,Alfredistraße,tertiary,50,False,30.817,"LINESTRING (7.0157916 51.4566757, 7.015724 51.4566422, 7.0156451 51.4565973, 7.0155795 51.4565318, 7.0155413 51.4564559)",,
"[395231224, 5054050, 314409551]",True,"['4', '2']",,Alfredistraße,tertiary,50,False,137.941,"LINESTRING (7.0157916 51.4566757, 7.0159756 51.4566416, 7.0161084 51.4566328, 7.0166016 51.4566411, 7.0168714 51.4566609, 7.0170319 51.4566726, 7.017225 51.4566774, 7.0175145 51.4566809, 7.0175588 51.4566811, 7.0177704 51.4566824)",,
251061121,True,2,L 448,Gerlingstraße,secondary,50,False,34.774,"LINESTRING (7.0151721 51.4610748, 7.0151061 51.4610615, 7.0150362 51.4610367, 7.014933 51.4609919, 7.0147734 51.4608919)",,
251061139,True,2,L 448,Viehofer Platz,secondary,50,False,11.696,"LINESTRING (7.0151721 51.4610748, 7.0152271 51.4610397, 7.0153099 51.4610176)",,
"[43169720, 45057516]",True,1,,Altenessener Straße,residential,30,False,38.875,"LINESTRING (7.0135606 51.4624897, 7.0135336 51.462348, 7.0134981 51.462285, 7.0133785 51.4621663)",,
27361488,True,1,,Ribbeckstraße,tertiary,50,False,42.268,"LINESTRING (7.0149484 51.4589556, 7.0150375 51.4591273, 7.0150661 51.4591598, 7.0151092 51.4591826, 7.0152878 51.4592446)",,
"[27361489, 34372783]",True,1,,"['Schützenbahn', 'Ribbeckstraße']",tertiary,50,False,85.356,"LINESTRING (7.0152878 51.4592446, 7.0151519 51.4592701, 7.0150689 51.4592955, 7.0149864 51.4593428, 7.0149309 51.4593855, 7.0149403 51.4595075, 7.0149541 51.4597073, 7.0149583 51.4597945, 7.0149484 51.4598817)",,
27361490,False,2,,Ribbeckstraße,tertiary,50,False,13.336,"LINESTRING (7.0152878 51.4592446, 7.0153704 51.4592448, 7.0154781 51.4592312)",,
410592261,False,,,Bornstraße,living_street,10,True,10.322,"LINESTRING (7.0154781 51.4592312, 7.0154623 51.4593235)",,
27361490,False,2,,Ribbeckstraße,tertiary,50,True,13.336,"LINESTRING (7.0154781 51.4592312, 7.0153704 51.4592448, 7.0152878 51.4592446)",,
"[51254930, 395270734]",False,"['2', '3']",,Ribbeckstraße,tertiary,50,False,64.681,"LINESTRING (7.0154781 51.4592312, 7.0156707 51.4591863, 7.0158984 51.4591175, 7.0160795 51.459041, 7.0162064 51.4589784, 7.016274 51.4589375)",,
"[895990368, 71830690, 164916555, 895990367]",True,"['4', '3']",L 448,Schützenbahn,primary,50,False,129.19,"LINESTRING (7.0149484 51.4598817, 7.0150025 51.4601312, 7.0150379 51.4603062, 7.0150496 51.4603932, 7.0150978 51.4605558, 7.0151785 51.4607662, 7.0152427 51.4609039, 7.0152613 51.4609438, 7.0153099 51.4610176)",,
27361839,False,,,Immestraße,residential,30,False,22.296,"LINESTRING (7.0179917 51.459964, 7.0181188 51.4599872, 7.0183078 51.4599946)",,
"[28797208, 28797210, 37635579]",False,,,"['Hofterbergstraße', 'Klosterstraße']","['residential', 'living_street']","['30', 'walk']",False,261.46500000000003,"LINESTRING (7.0179917 51.459964, 7.0181051 51.4597337, 7.0182302 51.4594874, 7.0182482 51.4594505, 7.01848 51.4590076, 7.0186018 51.4587781, 7.0188184 51.4583285, 7.0188412 51.458276, 7.0189631 51.4582947, 7.0191873 51.4583295, 7.01933 51.4583512, 7.019683 51.4584117, 7.0197456 51.4584222)",,
"[46037203, 46037004]",False,,,Immestraße,living_street,,True,165.945,"LINESTRING (7.0179917 51.459964, 7.0177935 51.4598846, 7.0174882 51.4597629, 7.0170525 51.4594564, 7.016274 51.4589375)",,
395144374,False,,,Waldthausenstraße,residential,30,False,100.029,"LINESTRING (7.0179917 51.459964, 7.0179564 51.4600552, 7.0177074 51.4607622, 7.0176455 51.4608345)",,
27361839,False,,,Immestraße,residential,30,False,78.143,"LINESTRING (7.0191103 51.4599706, 7.0200287 51.4598479, 7.020216 51.4598339)",,
27361839,False,,,Immestraße,residential,30,True,55.763,"LINESTRING (7.0191103 51.4599706, 7.018837 51.4599929, 7.0186301 51.4599955, 7.0183078 51.4599946)",,
27362029,False,,,Severinstraße,residential,30,False,174.22000000000003,"LINESTRING (7.0191103 51.4599706, 7.019622 51.4587347, 7.0197335 51.4584527)",,
27361839,False,,,Immestraße,residential,30,False,62.837999999999994,"LINESTRING (7.020216 51.4598339, 7.0203301 51.4598184, 7.0204169 51.4598031, 7.0205182 51.4597793, 7.0209608 51.4596672, 7.021066 51.4596399)",,
27361839,False,,,Immestraße,residential,30,True,78.143,"LINESTRING (7.020216 51.4598339, 7.0200287 51.4598479, 7.0191103 51.4599706)",,
27362489,False,,,Söllingstraße,residential,30,False,140.25,"LINESTRING (7.020216 51.4598339, 7.0202323 51.4597534, 7.0205342 51.4589526, 7.020666 51.4586046)",,
27362489,False,,,Söllingstraße,residential,30,True,105.475,"LINESTRING (7.020216 51.4598339, 7.0201791 51.4599483, 7.0201176 51.4600721, 7.0200103 51.4602983, 7.0199559 51.460419, 7.0199105 51.4605151, 7.0197994 51.4607458)",,
27361839,False,,,Immestraße,residential,30,True,62.837999999999994,"LINESTRING (7.021066 51.4596399, 7.0209608 51.4596672, 7.0205182 51.4597793, 7.0204169 51.4598031, 7.0203301 51.4598184, 7.020216 51.4598339)",,
27361838,False,,,Waldthausenstraße,residential,30,False,45.711,"LINESTRING (7.0176455 51.4608345, 7.0175542 51.4610002, 7.0174939 51.4611167, 7.0174832 51.4611588, 7.0174806 51.4611688, 7.0174677 51.461229)",,
27362430,False,,,Bornstraße,living_street,10,False,226.077,"LINESTRING (7.0176455 51.4608345, 7.0174701 51.4607181, 7.0174288 51.460687, 7.0167794 51.4602363, 7.0167285 51.4602009, 7.0162054 51.4598378, 7.0154623 51.4593235)",,
27362635,True,,,Gerlingplatz,residential,30,False,70.116,"LINESTRING (7.0176455 51.4608345, 7.01774 51.4608686, 7.0185086 51.4610528, 7.0185839 51.4610684)",,
395144374,False,,,Waldthausenstraße,residential,30,True,100.029,"LINESTRING (7.0176455 51.4608345, 7.0177074 51.4607622, 7.0179564 51.4600552, 7.0179917 51.459964)",,
