osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,junction
37046901,Schützenstraße,residential,30,False,True,168.83300000000003,"LINESTRING (8.6963568 51.5210676, 8.6962067 51.5210369, 8.6951857 51.5208519, 8.6945799 51.5207428, 8.6943197 51.520681, 8.6940434 51.5205941)",,,,
54699815,Mittelstraße,secondary,30,False,True,106.142,"LINESTRING (8.6963568 51.5210676, 8.6964503 51.521077, 8.6978712 51.5212201)",L 549,,,
"[297898496, 54699831]",Heuweg,tertiary,50,False,True,70.767,"LINESTRING (8.6963568 51.5210676, 8.6964538 51.5206887, 8.6964899 51.5205596, 8.6965235 51.5204397)",,"['2', '3']",,
32846123,Querweg,residential,30,False,True,88.293,"LINESTRING (8.6954398 51.5195096, 8.6946223 51.5201193)",,,,
297898493,Heuweg,tertiary,50,False,False,131.086,"LINESTRING (8.6954398 51.5195096, 8.6963813 51.5201523, 8.6964797 51.5202538, 8.6965246 51.5203328, 8.6965235 51.5204397)",,2,,
297898493,Heuweg,tertiary,50,False,True,166.986,"LINESTRING (8.6954398 51.5195096, 8.6949254 51.5191135, 8.6947777 51.5189703, 8.6946929 51.5188807, 8.6945259 51.5186448, 8.6943246 51.5182016)",,2,,
32846114,Leostraße,residential,30,True,False,37.531,"LINESTRING (8.6943246 51.5182016, 8.69396 51.5184515)",,,,
297898493,Heuweg,tertiary,50,False,False,166.986,"LINESTRING (8.6943246 51.5182016, 8.6945259 51.5186448, 8.6946929 51.5188807, 8.6947777 51.5189703, 8.6949254 51.5191135, 8.6954398 51.5195096)",,2,,
297898493,Heuweg,tertiary,50,False,True,88.274,"LINESTRING (8.6943246 51.5182016, 8.6940678 51.5175491, 8.6940627 51.5174805, 8.694092 51.5174303)",,2,,
32846555,Stadtring,residential,,False,True,28.97,"LINESTRING (8.6974089 51.5171098, 8.6972441 51.5171391, 8.6971562 51.5171923, 8.697125 51.5172674)",,,,
119300421,Burgstraße,tertiary,50,False,False,48.326,"LINESTRING (8.6974089 51.5171098, 8.6975178 51.5173142, 8.6975531 51.5173981, 8.6976071 51.5175263)",,2,,
119300421,Burgstraße,tertiary,50,False,True,61.910000000000004,"LINESTRING (8.6974089 51.5171098, 8.6973471 51.5169945, 8.6973119 51.5168862, 8.6973006 51.5168135, 8.6973001 51.5166889, 8.697328 51.516563)",,2,,
32846555,Stadtring,residential,,False,False,63.688,"LINESTRING (8.6979486 51.518911, 8.6970533 51.518778)",,,,
32846069,Heuweg,tertiary,50,False,False,401.775,"LINESTRING (8.6979486 51.518911, 8.6979237 51.5190031, 8.6979067 51.519067, 8.6978848 51.5191099, 8.6978553 51.5191391, 8.6978046 51.5191783, 8.69774 51.5192059, 8.6976496 51.5192247, 8.6975375 51.5192351, 8.6973985 51.5192312, 8.6972317 51.5192142, 8.6970426 51.5191892, 8.696643 51.5191274, 8.6958402 51.518966, 8.695565 51.5188837, 8.6953724 51.5188113, 8.6952423 51.5187211, 8.6950935 51.5185601, 8.6949491 51.5183597, 8.6944242 51.5174799, 8.6943189 51.5173989, 8.6942229 51.5173866, 8.6941468 51.5174052, 8.694092 51.5174303)",,2,,
"[297898490, 119300421, 119300429]",Burgstraße,tertiary,50,False,True,156.514,"LINESTRING (8.6979486 51.518911, 8.6979505 51.5188153, 8.6979543 51.5186699, 8.6979516 51.5186188, 8.6979425 51.5185341, 8.6979291 51.5184423, 8.6979116 51.5183655, 8.6978968 51.5183011, 8.6977292 51.5178255, 8.697715 51.5177951, 8.6977031 51.5177669, 8.6976071 51.5175263)",,2,,
32846069,Heuweg,tertiary,50,False,True,401.77500000000003,"LINESTRING (8.694092 51.5174303, 8.6941468 51.5174052, 8.6942229 51.5173866, 8.6943189 51.5173989, 8.6944242 51.5174799, 8.6949491 51.5183597, 8.6950935 51.5185601, 8.6952423 51.5187211, 8.6953724 51.5188113, 8.695565 51.5188837, 8.6958402 51.518966, 8.696643 51.5191274, 8.6970426 51.5191892, 8.6972317 51.5192142, 8.6973985 51.5192312, 8.6975375 51.5192351, 8.6976496 51.5192247, 8.69774 51.5192059, 8.6978046 51.5191783, 8.6978553 51.5191391, 8.6978848 51.5191099, 8.6979067 51.519067, 8.6979237 51.5190031, 8.6979486 51.518911)",,2,,
"[32846099, 32846103]","['Heuweg', 'Golmekeweg']",residential,30,False,"[False, True]",187.133,"LINESTRING (8.694092 51.5174303, 8.6925648 51.5170482, 8.692467 51.517028, 8.6921599 51.5170036, 8.6919715 51.5169973, 8.6916733 51.5172129)",,,,
297898493,Heuweg,tertiary,50,False,False,88.274,"LINESTRING (8.694092 51.5174303, 8.6940627 51.5174805, 8.6940678 51.5175491, 8.6943246 51.5182016)",,2,,
32846123,Querweg,residential,30,False,False,66.27,"LINESTRING (8.6940434 51.5205941, 8.6946223 51.5201193)",,,,
37046901,Schützenstraße,residential,30,False,False,168.83299999999997,"LINESTRING (8.6940434 51.5205941, 8.6943197 51.520681, 8.6945799 51.5207428, 8.6951857 51.5208519, 8.6962067 51.5210369, 8.6963568 51.5210676)",,,,
"[37046901, 32846071]",Schützenstraße,residential,30,False,True,157.767,"LINESTRING (8.6940434 51.5205941, 8.6932187 51.520289, 8.6926088 51.5200572, 8.6924535 51.5199982, 8.6920916 51.5198606)",,,,
32845451,Tannenweg,residential,30,False,False,76.275,"LINESTRING (8.7051263 51.5208652, 8.7050973 51.5208118, 8.7051889 51.5201848)",,,,
"[40936786, 32845451]",Tannenweg,residential,30,False,True,321.879,"LINESTRING (8.7053266 51.5172915, 8.7052785 51.5181801, 8.7052515 51.5191808, 8.7052477 51.5192536, 8.7052234 51.5197132, 8.7051889 51.5201848)",,,,
32846449,Schäferstraße,residential,30,False,True,67.665,"LINESTRING (8.7042063 51.5211318, 8.7032382 51.5210455)",,,,
32845453,Hasselberg,residential,30,False,False,178.717,"LINESTRING (8.7042063 51.5211318, 8.7041836 51.5210843, 8.7039997 51.5207348, 8.7040881 51.5202502, 8.7041637 51.520207, 8.7042959 51.5202066, 8.7051889 51.5201848)",,,,
"[40936786, 32845451]",Tannenweg,residential,30,False,False,321.879,"LINESTRING (8.7051889 51.5201848, 8.7052234 51.5197132, 8.7052477 51.5192536, 8.7052515 51.5191808, 8.7052785 51.5181801, 8.7053266 51.5172915)",,,,
32845451,Tannenweg,residential,30,False,True,76.275,"LINESTRING (8.7051889 51.5201848, 8.7050973 51.5208118, 8.7051263 51.5208652)",,,,
32845453,Hasselberg,residential,30,False,True,178.717,"LINESTRING (8.7051889 51.5201848, 8.7042959 51.5202066, 8.7041637 51.520207, 8.7040881 51.5202502, 8.7039997 51.5207348, 8.7041836 51.5210843, 8.7042063 51.5211318)",,,,
"[786467682, 786467683, 32845454]",Schäferstraße,residential,30,False,False,104.27999999999999,"LINESTRING (8.6965235 51.5204397, 8.6965965 51.5204456, 8.6974221 51.5205118, 8.6976421 51.5205285, 8.6978585 51.5205461, 8.6980184 51.5205591)",,,,
"[297898496, 54699831]",Heuweg,tertiary,50,False,False,70.767,"LINESTRING (8.6965235 51.5204397, 8.6964899 51.5205596, 8.6964538 51.5206887, 8.6963568 51.5210676)",,"['2', '3']",,
297898493,Heuweg,tertiary,50,False,True,131.086,"LINESTRING (8.6965235 51.5204397, 8.6965246 51.5203328, 8.6964797 51.5202538, 8.6963813 51.5201523, 8.6954398 51.5195096)",,2,,
32846449,Schäferstraße,residential,30,False,False,67.665,"LINESTRING (8.7032382 51.5210455, 8.7042063 51.5211318)",,,,
32846449,Schäferstraße,residential,30,False,True,107.667,"LINESTRING (8.7032382 51.5210455, 8.7025143 51.5209583, 8.7017035 51.5208873)",,,,
39336837,Mittelstraße,secondary,30,False,True,107.34,"LINESTRING (8.6978712 51.5212201, 8.6994137 51.5213235)",L 549,,,
54699823,Schulstraße,residential,30,False,True,74.202,"LINESTRING (8.6978712 51.5212201, 8.6980184 51.5205591)",,,,
54699815,Mittelstraße,secondary,30,False,False,106.142,"LINESTRING (8.6978712 51.5212201, 8.6964503 51.521077, 8.6963568 51.5210676)",L 549,,,
54699823,Schulstraße,residential,30,False,False,74.202,"LINESTRING (8.6980184 51.5205591, 8.6978712 51.5212201)",,,,
