osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,bridge
5213376,2,L 1110,Bahnhofstraße,secondary,50,False,False,217.81199999999998,"LINESTRING (9.1260644 48.92112, 9.1262991 48.9210492, 9.1265857 48.9209783, 9.1271556 48.9208629, 9.127276 48.9208393, 9.1280846 48.9206799, 9.1286728 48.9205642, 9.1287763 48.9205403, 9.1288327 48.9205262, 9.1288946 48.9205106)",,,
"[5213376, 653710202, 649040650]",2,L 1110,Bahnhofstraße,secondary,50,False,True,131.974,"LINESTRING (9.1260644 48.92112, 9.1254989 48.9213422, 9.1251913 48.9214728, 9.1250715 48.9215238, 9.1248506 48.9216335, 9.1248111 48.9216531, 9.1246395 48.9217584, 9.1245832 48.9217931)",,,
27144203,,,Im Länderrain,residential,30,False,False,67.17,"LINESTRING (9.1260644 48.92112, 9.1259596 48.9210082, 9.1255822 48.9206057)",6.5,,
5213374,,,,secondary,50,True,False,33.289,"LINESTRING (9.1292222 48.9204737, 9.129212 48.9205054, 9.1291859 48.920536, 9.1291442 48.9205609, 9.1291089 48.9205723, 9.1290907 48.9205761, 9.1290584 48.9205787, 9.129013 48.9205759, 9.1289645 48.920563, 9.1289415 48.9205524, 9.1289118 48.9205309, 9.1288946 48.9205106)",6.5,roundabout,
25011834,,,Ahornweg,living_street,,False,False,38.203,"LINESTRING (9.1304341 48.9249761, 9.1305049 48.9253165)",,,
25011827,,,Alleenstraße,residential,30,False,False,70.763,"LINESTRING (9.1304341 48.9249761, 9.1298576 48.925046, 9.129481 48.9250893)",,,
25011834,,,Ahornweg,living_street,,False,True,38.203,"LINESTRING (9.1305049 48.9253165, 9.1304341 48.9249761)",,,
27144217,,,Bauhofring,residential,30,False,False,188.467,"LINESTRING (9.1242265 48.9263117, 9.1232636 48.9268065, 9.1231806 48.9268794, 9.1231461 48.9269752, 9.1231746 48.927103, 9.1232915 48.9273276, 9.1234671 48.9276429)",6,,
27144217,,,Bauhofring,residential,30,False,True,91.922,"LINESTRING (9.1242265 48.9263117, 9.1245877 48.9261243, 9.1247703 48.9260252, 9.1248408 48.9259709, 9.1248896 48.9259036, 9.1249031 48.9258559, 9.1249019 48.9258443, 9.1249006 48.9258301, 9.1248941 48.925724, 9.1248864 48.9256821)",6,,
27144217,,,Bauhofring,residential,30,False,True,181.25799999999998,"LINESTRING (9.1242265 48.9263117, 9.1243419 48.9264123, 9.1243653 48.9265837, 9.1245014 48.9274207, 9.123882 48.9276941)",6,,
25011856,,,Blumenstraße,residential,30,False,False,80.809,"LINESTRING (9.1263461 48.9254842, 9.1261253 48.9247721)",5,,
164370199,,,Alleenstraße,residential,30,False,False,99.37699999999998,"LINESTRING (9.1263461 48.9254842, 9.125959 48.9255291, 9.1257618 48.9255394, 9.1254235 48.9255552, 9.1251532 48.9255698, 9.125028 48.9255848, 9.1249975 48.9255904)",,,
164370199,,,Alleenstraße,residential,30,False,True,210.31900000000002,"LINESTRING (9.1263461 48.9254842, 9.1265162 48.9254612, 9.1267853 48.9254035, 9.1271234 48.9253165, 9.1272801 48.9252671, 9.1275489 48.9252101, 9.1276516 48.9251883, 9.1278673 48.9251426, 9.1280783 48.9251009, 9.128534 48.925075, 9.1287195 48.9250772, 9.1289607 48.9250801, 9.1291211 48.9251011)",,,
25011845,,,Brachheimer Weg,residential,30,False,False,75.702,"LINESTRING (9.1229766 48.9246937, 9.1229363 48.9248393, 9.1229763 48.9249661, 9.1231203 48.9250816, 9.1234182 48.9252435)",5,,
25011847,,,Lilienstraße,residential,30,False,False,108.166,"LINESTRING (9.1229766 48.9246937, 9.1231246 48.9246599, 9.1232601 48.9246356, 9.124064 48.9245242, 9.1244159 48.9244691)",5,,
"[25011843, 97954540]",,,"['Am Egelsee', 'Lilienstraße']",residential,"['50', '30']",False,True,172.407,"LINESTRING (9.1229766 48.9246937, 9.1228433 48.9246912, 9.1227876 48.9246942, 9.1226749 48.9247014, 9.1226551 48.9249171, 9.1226797 48.9251467, 9.1227879 48.9254138, 9.1229919 48.9256461, 9.1232103 48.9258213, 9.1233434 48.9259234)",6,,
25011845,,,Brachheimer Weg,residential,30,False,False,43.517,"LINESTRING (9.1234182 48.9252435, 9.123897 48.9254763)",5,,
25011845,,,Brachheimer Weg,residential,30,False,True,75.702,"LINESTRING (9.1234182 48.9252435, 9.1231203 48.9250816, 9.1229763 48.9249661, 9.1229363 48.9248393, 9.1229766 48.9246937)",5,,
25011854,,,Rosenstraße,residential,30,False,False,29.841,"LINESTRING (9.1234182 48.9252435, 9.1236018 48.9252051, 9.1238045 48.9251565)",4,,
25011845,,,Brachheimer Weg,residential,30,False,True,43.517,"LINESTRING (9.123897 48.9254763, 9.1234182 48.9252435)",5,,
25011849,,,Nelkenweg,residential,30,False,False,63.439,"LINESTRING (9.1244159 48.9244691, 9.1246494 48.9250186)",4,,
25011847,,,Lilienstraße,residential,30,False,False,103.592,"LINESTRING (9.1244159 48.9244691, 9.1253231 48.92433, 9.1258007 48.9242698)",5,,
25011847,,,Lilienstraße,residential,30,False,True,108.166,"LINESTRING (9.1244159 48.9244691, 9.124064 48.9245242, 9.1232601 48.9246356, 9.1231246 48.9246599, 9.1229766 48.9246937)",5,,
25011847,,,Lilienstraße,residential,30,False,False,27.688,"LINESTRING (9.1258007 48.9242698, 9.1259017 48.9242849, 9.1260194 48.9243276, 9.1261516 48.9243597)",5,,
