osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width
4250998,Berliner Ring,residential,30,False,False,101.158,"LINESTRING (10.7723878 52.1483917, 10.7721537 52.1483164, 10.7720981 52.1483057, 10.7720076 52.1482966, 10.7719325 52.1482777, 10.7718346 52.148232, 10.771286 52.148046, 10.7711995 52.1480061, 10.7711177 52.1479448)",,,,
78816680,Braunschweiger Straße,residential,50,False,True,111.21700000000001,"LINESTRING (10.7723878 52.1483917, 10.772768 52.1479707, 10.7731153 52.1474976)",,,,
4251000,Wolfenbütteler Straße,residential,50,False,True,199.743,"LINESTRING (10.7735542 52.146841, 10.7709832 52.1459821)",,,,
24391910,Braunschweiger Straße,residential,50,False,True,83.825,"LINESTRING (10.7735542 52.146841, 10.7737928 52.1461015)",,,,
78816680,Braunschweiger Straße,residential,50,False,False,79.024,"LINESTRING (10.7735542 52.146841, 10.7734691 52.1470097, 10.773171 52.147414, 10.7731153 52.1474976)",,,,
4251117,Wallpforte,residential,50,False,False,63.52,"LINESTRING (10.7737928 52.1461015, 10.7747153 52.1461781)",,,,
24391910,Braunschweiger Straße,residential,50,False,False,83.825,"LINESTRING (10.7737928 52.1461015, 10.7735542 52.146841)",,,,
"[37684587, 37684588, 4251107]","['Markt', 'Braunschweiger Straße']",residential,"['20', '50']",False,False,242.544,"LINESTRING (10.7737928 52.1461015, 10.7738871 52.1457747, 10.7739186 52.1457319, 10.7740004 52.1456887, 10.7745282 52.1455109, 10.7749982 52.1453776, 10.7750291 52.1453579, 10.7750284 52.1453274, 10.7750009 52.1452797, 10.7748085 52.1448567, 10.7747857 52.1446574, 10.7746855 52.1443879, 10.7746787 52.1443631)",,,,
4252435,Elmstraße,residential,50,False,True,171.75,"LINESTRING (10.7680295 52.1459148, 10.7680852 52.1459204, 10.7682066 52.1459383, 10.770276 52.146603)",,,,
74170071,Bansleber Straße,secondary,50,False,True,70.80699999999999,"LINESTRING (10.7680295 52.1459148, 10.768017 52.1457119, 10.7679972 52.1454249, 10.7679899 52.1452785)",2,L 625,,
244722195,Bansleber Straße,secondary,50,False,False,61.852,"LINESTRING (10.7680295 52.1459148, 10.7680562 52.1463378, 10.768069 52.1464705)",3,L 625,,
74170071,Bansleber Straße,secondary,50,False,False,23.488,"LINESTRING (10.7679776 52.1450674, 10.7679899 52.1452785)",2,L 625,,
4251000,Wolfenbütteler Straße,residential,50,False,False,229.652,"LINESTRING (10.7679776 52.1450674, 10.7680444 52.1450719, 10.768145 52.145079, 10.7682646 52.1451154, 10.7709832 52.1459821)",,,,
74170071,Bansleber Straße,secondary,50,False,True,56.206,"LINESTRING (10.7679776 52.1450674, 10.7679521 52.1448024, 10.7679485 52.1445624)",2,L 625,,
74170071,Bansleber Straße,secondary,50,False,True,9.953,"LINESTRING (10.7679485 52.1445624, 10.7679469 52.1444729)",2,L 625,,
74170071,Bansleber Straße,secondary,50,False,False,56.206,"LINESTRING (10.7679485 52.1445624, 10.7679521 52.1448024, 10.7679776 52.1450674)",2,L 625,,
74170071,Bansleber Straße,secondary,50,False,False,9.953,"LINESTRING (10.7679469 52.1444729, 10.7679485 52.1445624)",2,L 625,,
769451964,Stobenstraße,residential,50,False,True,100.309,"LINESTRING (10.7679469 52.1444729, 10.7680127 52.1444706, 10.7681037 52.1444664, 10.7693853 52.1442917)",,,,
"[538508402, 769569701, 37684590, 538508407]",Bansleber Straße,secondary,50,False,True,89.34,"LINESTRING (10.7679469 52.1444729, 10.7679668 52.1440072, 10.7679674 52.1439366, 10.7679683 52.1438304, 10.7679696 52.1436696)",,L 625,yes,
"[42456125, 500433241, 500433242, 500433244, 500433245, 4824510]",Neue Straße,secondary,50,False,True,465.144,"LINESTRING (10.7679696 52.1436696, 10.7679489 52.1432015, 10.7679714 52.1431064, 10.7680231 52.1430197, 10.7681326 52.1429115, 10.7682184 52.1428498, 10.7683171 52.1427984, 10.7684214 52.1427529, 10.7685653 52.1427122, 10.7686883 52.1426849, 10.7688468 52.1426731, 10.7690153 52.142671, 10.7698677 52.142665, 10.7702212 52.1426672, 10.7709633 52.1426759, 10.7712628 52.1426776, 10.7718744 52.1426814, 10.7725088 52.1426959, 10.7729935 52.1427267, 10.7735418 52.1427545)","['2', '3']",L 625,,
"[538508402, 769569701, 37684590, 538508407]",Bansleber Straße,secondary,50,False,False,89.34,"LINESTRING (10.7679696 52.1436696, 10.7679683 52.1438304, 10.7679674 52.1439366, 10.7679668 52.1440072, 10.7679469 52.1444729)",,L 625,yes,
4250998,Berliner Ring,residential,30,False,False,124.094,"LINESTRING (10.7711177 52.1479448, 10.7710855 52.1479082, 10.7710279 52.1478708, 10.7706229 52.1477411, 10.7698088 52.1474847, 10.7695463 52.1474019)",,,,
4250998,Berliner Ring,residential,30,False,True,101.15800000000002,"LINESTRING (10.7711177 52.1479448, 10.7711995 52.1480061, 10.771286 52.148046, 10.7718346 52.148232, 10.7719325 52.1482777, 10.7720076 52.1482966, 10.7720981 52.1483057, 10.7721537 52.1483164, 10.7723878 52.1483917)",,,,
4250998,Berliner Ring,residential,30,False,True,321.736,"LINESTRING (10.7711177 52.1479448, 10.7705048 52.1485069, 10.7704619 52.1485373, 10.7703875 52.1485707, 10.7703084 52.1485904, 10.7702125 52.1486065, 10.76967 52.1486883, 10.7695728 52.1486995, 10.7694863 52.1486999, 10.7694145 52.14869, 10.7693542 52.1486706, 10.7693106 52.1486414, 10.7692657 52.1485921, 10.7692268 52.1485102, 10.7690933 52.1480983, 10.7689472 52.147635, 10.7689445 52.1475943, 10.7689545 52.1475548, 10.768976 52.1475173, 10.7690155 52.1474733, 10.7690652 52.1474284, 10.7691188 52.1473988, 10.7691825 52.1473754, 10.7692382 52.1473622, 10.7693005 52.1473556)",,,,
4250998,Berliner Ring,residential,30,False,False,321.736,"LINESTRING (10.7693005 52.1473556, 10.7692382 52.1473622, 10.7691825 52.1473754, 10.7691188 52.1473988, 10.7690652 52.1474284, 10.7690155 52.1474733, 10.768976 52.1475173, 10.7689545 52.1475548, 10.7689445 52.1475943, 10.7689472 52.147635, 10.7690933 52.1480983, 10.7692268 52.1485102, 10.7692657 52.1485921, 10.7693106 52.1486414, 10.7693542 52.1486706, 10.7694145 52.14869, 10.7694863 52.1486999, 10.7695728 52.1486995, 10.76967 52.1486883, 10.7702125 52.1486065, 10.7703084 52.1485904, 10.7703875 52.1485707, 10.7704619 52.1485373, 10.7705048 52.1485069, 10.7711177 52.1479448)",,,,
4250998,Berliner Ring,residential,30,False,True,17.921,"LINESTRING (10.7693005 52.1473556, 10.7693726 52.1473552, 10.7694333 52.1473657, 10.7695463 52.1474019)",,,,
33627391,Berliner Ring,residential,30,False,False,52.80500000000001,"LINESTRING (10.7693005 52.1473556, 10.7692764 52.1473173, 10.7691765 52.147247, 10.7686825 52.1470918)",,,,
4251001,Bockstwete,residential,50,False,False,83.555,"LINESTRING (10.770396 52.1466415, 10.7709832 52.1459821)",,,,
4252435,Elmstraße,residential,50,False,False,9.24,"LINESTRING (10.770396 52.1466415, 10.770276 52.146603)",,,,
4252435,Elmstraße,residential,50,False,True,208.566,"LINESTRING (10.770396 52.1466415, 10.773055 52.1474737, 10.7731153 52.1474976)",,,,
4251000,Wolfenbütteler Straße,residential,50,False,False,199.743,"LINESTRING (10.7709832 52.1459821, 10.7735542 52.146841)",,,,
4251001,Bockstwete,residential,50,False,True,83.555,"LINESTRING (10.7709832 52.1459821, 10.770396 52.1466415)",,,,
4251000,Wolfenbütteler Straße,residential,50,False,True,229.65200000000002,"LINESTRING (10.7709832 52.1459821, 10.7682646 52.1451154, 10.768145 52.145079, 10.7680444 52.1450719, 10.7679776 52.1450674)",,,,
"[42041952, 191132891, 191132888]",Jungfernstieg,residential,50,False,False,144.02599999999998,"LINESTRING (10.7709832 52.1459821, 10.7713253 52.1455713, 10.771485 52.1455545, 10.771541 52.1455295, 10.7715682 52.1454559, 10.7716111 52.144995, 10.7718588 52.1449653)",,,yes,
4251016,Am Krähenfelde,residential,30,False,False,210.8,"LINESTRING (10.7780003 52.1428806, 10.7782453 52.1426139, 10.7793482 52.1411756)",,,,
74170074,Neue Straße,primary,50,False,False,148.551,"LINESTRING (10.7780003 52.1428806, 10.7778943 52.1428666, 10.7777589 52.1428543, 10.7775275 52.1428489, 10.7758284 52.1428835)",,B 82,,
