osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge
267382689,False,Steinstraße,secondary,True,54.778999999999996,"LINESTRING (14.4286989 51.1810034, 14.4288967 51.1810005, 14.4294846 51.1809927)",2,S 111,30,,
"[10102053, 267385853]",False,"['Steinstraße', 'Kornmarkt']",secondary,False,42.777,"LINESTRING (14.4286989 51.1810034, 14.4285967 51.1809974, 14.4284125 51.1809754, 14.4282728 51.1809358, 14.4281238 51.1808842)",2,S 111,30,,
"[4986081, 256411060]",False,Wendischer Graben,residential,False,119.451,"LINESTRING (14.4281238 51.1808842, 14.4280782 51.1809587, 14.4280201 51.1810737, 14.4280003 51.1811625, 14.4279865 51.1812182, 14.4279972 51.1815576, 14.4279916 51.1818093, 14.428057 51.1819396)","['2', '3']",,30,,
"[267385853, 10102053]",False,"['Steinstraße', 'Kornmarkt']",secondary,True,42.777,"LINESTRING (14.4281238 51.1808842, 14.4282728 51.1809358, 14.4284125 51.1809754, 14.4285967 51.1809974, 14.4286989 51.1810034)",2,S 111,30,,
"[204315603, 256625044]",False,Kornmarkt,secondary,False,44.203,"LINESTRING (14.4281238 51.1808842, 14.4280485 51.1808426, 14.4279807 51.1807988, 14.4279094 51.1807415, 14.4278565 51.1806965, 14.4278157 51.1806434, 14.427768 51.1805627)","['2', '3']",S 111,30,,
256625044,False,Kornmarkt,secondary,False,8.246,"LINESTRING (14.427768 51.1805627, 14.4277328 51.1804919)",2,S 111,30,,
18345974,True,Kornmarkt,residential,False,47.084,"LINESTRING (14.427768 51.1805627, 14.4278909 51.1805366, 14.4284066 51.1804247)",,,30,,
"[204315603, 256625044]",False,Kornmarkt,secondary,True,44.203,"LINESTRING (14.427768 51.1805627, 14.4278157 51.1806434, 14.4278565 51.1806965, 14.4279094 51.1807415, 14.4279807 51.1807988, 14.4280485 51.1808426, 14.4281238 51.1808842)","['2', '3']",S 111,30,,
256625044,False,Kornmarkt,secondary,True,8.246,"LINESTRING (14.4277328 51.1804919, 14.427768 51.1805627)",2,S 111,30,,
256625044,False,Kornmarkt,secondary,False,80.425,"LINESTRING (14.4277328 51.1804919, 14.4276861 51.1803888, 14.4275281 51.1800928, 14.4273879 51.1798963, 14.4272972 51.1798282)",2,S 111,30,,
"[4068250, 1236637531]",True,Kesselstraße,residential,False,282.504,"LINESTRING (14.4237221 51.180728, 14.424447 51.1806399, 14.4248191 51.180628, 14.4253235 51.180625, 14.4261751 51.1806379, 14.426744 51.1806287, 14.4270696 51.1806102, 14.4271957 51.180587, 14.4273192 51.1805644, 14.4275607 51.18052, 14.4277328 51.1804919)",,,30,,
"[170655945, 4068246]",False,"['Heringstraße', 'Innere Lauenstraße']",residential,False,81.155,"LINESTRING (14.4237221 51.180728, 14.4236844 51.1811124, 14.423135 51.1810976)",1,,30,3.5,
"[165935552, 170655945]",False,"['Innere Lauenstraße', 'Äußere Lauenstraße']",residential,True,83.372,"LINESTRING (14.4237221 51.180728, 14.4237417 51.1802703, 14.4237443 51.1801496, 14.4237118 51.1799796)",1,,"['50', '30']",,
18347158,False,Siebergasse,residential,False,118.034,"LINESTRING (14.423135 51.1810976, 14.4228648 51.1821455)",,,30,4.6,
4068246,False,Heringstraße,residential,False,53.09700000000001,"LINESTRING (14.423135 51.1810976, 14.4226156 51.1811067, 14.4223747 51.1811221)",,,30,3.5,
"[170655945, 4068246]",False,"['Heringstraße', 'Innere Lauenstraße']",residential,True,81.155,"LINESTRING (14.423135 51.1810976, 14.4236844 51.1811124, 14.4237221 51.180728)",1,,30,3.5,
4068246,False,Heringstraße,residential,True,109.956,"LINESTRING (14.421212 51.1816678, 14.4215536 51.1813, 14.4216246 51.1812459, 14.4217799 51.1811885, 14.42199 51.1811488, 14.422189 51.181134, 14.4223747 51.1811221)",,,30,3.5,
38044338,False,Burglehn,residential,False,108.799,"LINESTRING (14.421212 51.1816678, 14.4209919 51.1818401, 14.4207696 51.181984, 14.4206569 51.1820587, 14.4205987 51.1821551, 14.420658 51.1823671, 14.4207157 51.1824985)",,,30,,
778072345,False,Mönchsgasse,residential,True,53.941,"LINESTRING (14.421212 51.1816678, 14.4212339 51.1816946, 14.4214419 51.1819725, 14.4215244 51.1821112)",,,30,3,
539222214,False,Burgplatz,residential,False,11.962,"LINESTRING (14.4207157 51.1824985, 14.420859 51.1824393)",,,,,
1052416695,False,Burgplatz,residential,False,18.017,"LINESTRING (14.4207157 51.1824985, 14.420523 51.1826065)",,,30,,
38044338,False,Burglehn,residential,True,108.79899999999999,"LINESTRING (14.4207157 51.1824985, 14.420658 51.1823671, 14.4205987 51.1821551, 14.4206569 51.1820587, 14.4207696 51.181984, 14.4209919 51.1818401, 14.421212 51.1816678)",,,30,,
23163319,False,Wendische Straße,residential,False,53.024,"LINESTRING (14.428057 51.1819396, 14.4279545 51.1819368, 14.4279316 51.1819362, 14.4272966 51.1819261)",,,30,4.5,
"[1237293952, 256411060]",False,Wendischer Graben,residential,False,51.122,"LINESTRING (14.428057 51.1819396, 14.4281204 51.1820687, 14.4281364 51.1821012, 14.4281659 51.1822055, 14.4282173 51.1823874)",2,,30,,
"[4986081, 256411060]",False,Wendischer Graben,residential,True,119.451,"LINESTRING (14.428057 51.1819396, 14.4279916 51.1818093, 14.4279972 51.1815576, 14.4279865 51.1812182, 14.4280003 51.1811625, 14.4280201 51.1810737, 14.4280782 51.1809587, 14.4281238 51.1808842)","['2', '3']",,30,,
7956322,False,Äußere Lauenstraße,secondary,False,20.686,"LINESTRING (14.4233168 51.1769637, 14.4232924 51.1770209, 14.4232492 51.1771448)",,,30,8,
560578556,True,Schilleranlagen,residential,False,25.537,"LINESTRING (14.4236824 51.1769495, 14.4234487 51.1769597, 14.4233168 51.1769637)",1,,30,,
7955637,True,Holzmarkt,residential,False,93.273,"LINESTRING (14.4332594 51.1820413, 14.4332751 51.1818806, 14.4333014 51.1815562, 14.4333068 51.181436, 14.43331 51.181355, 14.4333199 51.1812034)",,,,,
7955639,False,Töpferstraße,residential,False,168.40000000000003,"LINESTRING (14.4332594 51.1820413, 14.4327199 51.1821049, 14.4321102 51.1821629, 14.4314619 51.1822232, 14.4312622 51.1822378, 14.4308705 51.1822638)",,,30,,
22930941,False,Ziegelstraße,residential,False,168.30700000000002,"LINESTRING (14.4332594 51.1820413, 14.4333342 51.1822097, 14.4334393 51.1825046, 14.4337245 51.183008, 14.4337315 51.1831151, 14.4337562 51.1834395, 14.4337358 51.1835088)",,,30,,
267237909,False,Holzmarkt,residential,True,85.396,"LINESTRING (14.4332594 51.1820413, 14.4333817 51.1819615, 14.4340251 51.1815967, 14.4341301 51.1815355, 14.4341547 51.1815176)",,,30,,
7955639,False,Töpferstraße,residential,True,185.47299999999996,"LINESTRING (14.4282173 51.1823874, 14.4288564 51.1823667, 14.4293863 51.1823384, 14.4295709 51.1823285, 14.4297033 51.1823211, 14.4298173 51.1823157, 14.4302226 51.1822899, 14.4304852 51.1822777, 14.4305382 51.1822758, 14.4308705 51.1822638)",,,30,,
7955641,False,Dr.-Maria-Grollmuß-Straße,residential,False,206.136,"LINESTRING (14.4282173 51.1823874, 14.4285444 51.18384, 14.4286175 51.1842241)",,,30,,
600281235,True,Vor dem Schülertor,residential,False,26.787999999999997,"LINESTRING (14.4282173 51.1823874, 14.428129 51.1823951, 14.4280475 51.1824136, 14.427957 51.1824448, 14.427873 51.1824845)",,,30,,
"[1237293952, 256411060]",False,Wendischer Graben,residential,True,51.122,"LINESTRING (14.4282173 51.1823874, 14.4281659 51.1822055, 14.4281364 51.1821012, 14.4281204 51.1820687, 14.428057 51.1819396)",2,,30,,
58658394,False,An den Fleischbänken,residential,False,15.575,"LINESTRING (14.4255375 51.1820182, 14.4253447 51.182089)",,,30,,
18346019,True,Schülerstraße,residential,False,54.553,"LINESTRING (14.4255375 51.1820182, 14.4257355 51.1823487, 14.4258126 51.1824775)",,,30,4.5,
40580261,False,Vor dem Schülertor,residential,True,115.56800000000001,"LINESTRING (14.427873 51.1824845, 14.4278022 51.1825693, 14.4277285 51.1826615, 14.4275876 51.1828191, 14.4274956 51.1828801, 14.42739 51.1829189, 14.4269492 51.1830406, 14.4268482 51.1830638, 14.4266538 51.1831085)",,,30,,
"[267447131, 18345991]",True,Goschwitzstraße,residential,False,150.258,"LINESTRING (14.4235993 51.1790128, 14.4240862 51.1789856, 14.4243903 51.1789597, 14.424452 51.1789523, 14.4245117 51.1789428, 14.4247252 51.1788975, 14.4256658 51.1786668)",1,,30,,
"[560578552, 378960419, 267447132]",False,Äußere Lauenstraße,secondary,False,69.53899999999999,"LINESTRING (14.4235993 51.1790128, 14.4236185 51.1792945, 14.423626 51.1793745, 14.4236326 51.1794745, 14.4236387 51.1795189, 14.423653 51.1796372)",3,,30,,
560578553,False,Äußere Lauenstraße,secondary,True,37.503,"LINESTRING (14.4235993 51.1790128, 14.4235756 51.1788453, 14.4235447 51.1786773)",3,,30,,
170655942,False,Fleischmarkt,residential,False,12.736,"LINESTRING (14.4234644 51.1819476, 14.4234821 51.1818336)",,,30,,
"[165935569, 58658394, 170655942]",False,"['Fleischmarkt', 'An den Fleischbänken']",residential,True,176.454,"LINESTRING (14.4234644 51.1819476, 14.4235411 51.1819481, 14.4236401 51.1819483, 14.4238109 51.1819294, 14.4239277 51.1819155, 14.4240613 51.1818981, 14.424113 51.1819085, 14.4241526 51.1819183, 14.4242288 51.1820259, 14.4244953 51.182402, 14.4246724 51.1823269, 14.4250301 51.1822016, 14.425221 51.1821331, 14.4253447 51.182089)",,,30,,
"[18347097, 539433646]",False,"['Fleischmarkt', 'An der Petrikirche']",residential,False,95.774,"LINESTRING (14.4234644 51.1819476, 14.4233586 51.182214, 14.4233163 51.1822533, 14.4232786 51.1822883, 14.4231972 51.1824265, 14.4231978 51.1824591, 14.4231992 51.1825453, 14.4232001 51.1825938, 14.4232336 51.1827751)",,,30,5.5,
18345927,True,Dr.-Ernst-Mucke-Straße,residential,False,113.443,"LINESTRING (14.4296999 51.1781654, 14.4298631 51.1781411, 14.4305128 51.1780572, 14.4308101 51.1780188, 14.4311082 51.1779779, 14.4312259 51.1779247, 14.4312581 51.1779073)",1,,30,5,
444427470,True,Kurt-Pchalek-Straße,residential,False,119.73,"LINESTRING (14.4296999 51.1781654, 14.4297329 51.1782478, 14.4301863 51.179198)",,,,,
18345961,True,Lotzestraße,residential,False,130.85,"LINESTRING (14.4322807 51.1790875, 14.4323969 51.180262)",,,,,
18345959,True,Tuchmacherstraße,residential,False,146.657,"LINESTRING (14.4322807 51.1790875, 14.4305006 51.179231, 14.4301941 51.1792563)",,,30,,
18345972,False,Rosenstraße,residential,False,124.657,"LINESTRING (14.4323969 51.180262, 14.4331021 51.1802172, 14.4332287 51.1802065, 14.4335977 51.1801569, 14.4336667 51.1801288, 14.4340351 51.1799818, 14.4340821 51.1799634)",,,,,
18345972,False,Rosenstraße,residential,True,146.705,"LINESTRING (14.4323969 51.180262, 14.4313606 51.1801917, 14.4309291 51.180144, 14.4307292 51.1801431, 14.4305509 51.1801528, 14.4304536 51.1801616, 14.4303085 51.1801762)",,,,,
18345964,False,Rosenstraße,residential,False,60.343,"LINESTRING (14.4303085 51.1801762, 14.4300401 51.1802177, 14.4294693 51.1803094)",,,,,
18345972,False,Rosenstraße,residential,False,146.70499999999998,"LINESTRING (14.4303085 51.1801762, 14.4304536 51.1801616, 14.4305509 51.1801528, 14.4307292 51.1801431, 14.4309291 51.180144, 14.4313606 51.1801917, 14.4323969 51.180262)",,,,,
"[22931269, 267388301]",False,Kurt-Pchalek-Straße,residential,False,89.168,"LINESTRING (14.4303085 51.1801762, 14.4303405 51.1805779, 14.4303606 51.1809774)",,,,,
204316240,False,Postplatz,residential,True,10.398,"LINESTRING (14.4289752 51.1778702, 14.4288425 51.1779129)",1,,30,6,
18345966,True,Postplatz,residential,False,60.711999999999996,"LINESTRING (14.4289752 51.1778702, 14.4291132 51.1779099, 14.4295457 51.1780745, 14.4296152 51.1781049, 14.4296999 51.1781654)",1,,,5,
18492838,False,Postplatz,residential,False,107.833,"LINESTRING (14.4289752 51.1778702, 14.4289877 51.1777706, 14.4289968 51.1776331, 14.4290652 51.1772044, 14.4290832 51.1771203, 14.4291192 51.1769391, 14.4291259 51.1769054)",1,,30,5,
22931266,True,Tuchmacherstraße,residential,False,59.552,"LINESTRING (14.4293519 51.179313, 14.4301863 51.179198)",,,,,
18345970,False,Dornschnabel,living_street,False,111.114,"LINESTRING (14.4293519 51.179313, 14.4293842 51.1795454, 14.4294021 51.1796741, 14.4294412 51.179956, 14.4294693 51.1803094)",,,,,
18345964,False,Rosenstraße,residential,False,28.457,"LINESTRING (14.4294693 51.1803094, 14.4291269 51.1803878, 14.4290856 51.1803968)",,,,,
18345964,False,Rosenstraße,residential,True,60.343,"LINESTRING (14.4294693 51.1803094, 14.4300401 51.1802177, 14.4303085 51.1801762)",,,,,
18345970,False,Dornschnabel,living_street,True,111.11399999999999,"LINESTRING (14.4294693 51.1803094, 14.4294412 51.179956, 14.4294021 51.1796741, 14.4293842 51.1795454, 14.4293519 51.179313)",,,,,
18345964,False,Rosenstraße,residential,True,28.457,"LINESTRING (14.4290856 51.1803968, 14.4291269 51.1803878, 14.4294693 51.1803094)",,,,,
744243974,False,,residential,False,51.478,"LINESTRING (14.4290856 51.1803968, 14.4290826 51.1803858, 14.4290631 51.1803734, 14.4290284 51.180367, 14.4288905 51.1803724, 14.4287406 51.1803809, 14.4286282 51.1803804, 14.4285087 51.1803801, 14.4284605 51.1803847, 14.4284465 51.1803903, 14.4284297 51.1803968, 14.4284118 51.1804119, 14.4284066 51.1804247)",,,,,
744243974,False,,residential,True,57.93299999999999,"LINESTRING (14.4290856 51.1803968, 14.4290883 51.1804069, 14.429077 51.1804208, 14.4290587 51.1804317, 14.4290101 51.1804493, 14.4289455 51.1804593, 14.4288614 51.1804651, 14.4287761 51.1804675, 14.4287327 51.1804708, 14.4286892 51.180477, 14.4286346 51.1804909, 14.4285559 51.1805082, 14.4284974 51.1805114, 14.4284668 51.1805054, 14.428442 51.1804961, 14.4284256 51.1804821, 14.4284143 51.1804613, 14.4284066 51.1804247)",,,,,
744243974,False,,residential,False,57.93299999999999,"LINESTRING (14.4284066 51.1804247, 14.4284143 51.1804613, 14.4284256 51.1804821, 14.428442 51.1804961, 14.4284668 51.1805054, 14.4284974 51.1805114, 14.4285559 51.1805082, 14.4286346 51.1804909, 14.4286892 51.180477, 14.4287327 51.1804708, 14.4287761 51.1804675, 14.4288614 51.1804651, 14.4289455 51.1804593, 14.4290101 51.1804493, 14.4290587 51.1804317, 14.429077 51.1804208, 14.4290883 51.1804069, 14.4290856 51.1803968)",,,,,
744243974,False,,residential,True,51.478,"LINESTRING (14.4284066 51.1804247, 14.4284118 51.1804119, 14.4284297 51.1803968, 14.4284465 51.1803903, 14.4284605 51.1803847, 14.4285087 51.1803801, 14.4286282 51.1803804, 14.4287406 51.1803809, 14.4288905 51.1803724, 14.4290284 51.180367, 14.4290631 51.1803734, 14.4290826 51.1803858, 14.4290856 51.1803968)",,,,,
18345982,False,Postplatz,residential,True,14.271,"LINESTRING (14.4285957 51.1781289, 14.4284702 51.1780275)",,,30,,
18345978,True,Karl-Marx-Straße,residential,False,192.227,"LINESTRING (14.4285957 51.1781289, 14.4285653 51.1781723, 14.4285108 51.1782502, 14.4283436 51.1785172, 14.4282167 51.1786831, 14.4280926 51.1788195, 14.4277431 51.1791527, 14.4273957 51.1795242, 14.4273663 51.179586, 14.4273376 51.1796583)",,,30,4.5,
18345982,False,Postplatz,residential,False,14.271,"LINESTRING (14.4284702 51.1780275, 14.4285957 51.1781289)",,,30,,
18345986,False,Postplatz,residential,False,28.912,"LINESTRING (14.4284702 51.1780275, 14.4288425 51.1779129)",,,30,,
18345986,False,Postplatz,residential,True,28.912,"LINESTRING (14.4288425 51.1779129, 14.4284702 51.1780275)",,,30,,
204316240,False,Postplatz,residential,False,10.398,"LINESTRING (14.4288425 51.1779129, 14.4289752 51.1778702)",1,,30,6,
18345983,True,Postplatz,residential,False,29.552999999999997,"LINESTRING (14.4288425 51.1779129, 14.428704 51.1780283, 14.4285957 51.1781289)",1,,30,6,
18345988,False,Seminarstraße,living_street,False,63.057,"LINESTRING (14.4256658 51.1786668, 14.4255455 51.1783846, 14.4254133 51.1781224)",,,30,,
"[1235156416, 40794292]",True,Goschwitzstraße,residential,False,208.538,"LINESTRING (14.4256658 51.1786668, 14.4262347 51.1785222, 14.4268078 51.1783765, 14.4270254 51.1782985, 14.4270977 51.1782831, 14.4275052 51.1781966, 14.4278476 51.1781338, 14.4284702 51.1780275)",,,30,,
"[717599325, 104392229, 165935574]",False,"['Mühltorgasse', 'Wendischer Kirchhof']",living_street,False,185.64700000000002,"LINESTRING (14.4215066 51.1809699, 14.4215861 51.1809613, 14.4216973 51.1809393, 14.4220757 51.1808457, 14.4224025 51.1807406, 14.4225034 51.180677, 14.4226464 51.1805862, 14.4227107 51.1805322, 14.4228356 51.1804369, 14.4229989 51.1802912, 14.4231846 51.1801717, 14.4234039 51.1800604, 14.4235557 51.1800129, 14.4235927 51.180005)",,,,3,
"[504233292, 1035373285]",False,Wendischer Kirchhof,living_street,False,41.699,"LINESTRING (14.4215066 51.1809699, 14.4214276 51.180998, 14.421175 51.1811068, 14.421017 51.1811846)",,,,,
717599323,False,Wendischer Kirchhof,living_street,False,28.679,"LINESTRING (14.4215066 51.1809699, 14.4214614 51.1809243, 14.4212429 51.1808527, 14.4211725 51.1808299)",,,,,
23180824,False,Unterm Schloß,living_street,True,45.666000000000004,"LINESTRING (14.4209921 51.1841446, 14.4214234 51.1842437, 14.4215926 51.1843055)",,,,,
18445016,False,Vor dem Gerbertor,residential,False,128.856,"LINESTRING (14.4215926 51.1843055, 14.4217694 51.1842955, 14.4224332 51.1843609, 14.4226414 51.1843665, 14.4228154 51.1843563, 14.4230026 51.1843253, 14.4231767 51.1842849, 14.4233908 51.1842214)",,,30,,
23180824,False,Unterm Schloß,living_street,False,45.666000000000004,"LINESTRING (14.4215926 51.1843055, 14.4214234 51.1842437, 14.4209921 51.1841446)",,,,,
"[59636906, 26645781, 18346007]",False,Seidauer Straße,residential,"[False, True]",95.43400000000001,"LINESTRING (14.4215926 51.1843055, 14.4214613 51.1843506, 14.4213094 51.1845279, 14.4211463 51.184649, 14.4210605 51.1847072, 14.4208445 51.1848466, 14.4206635 51.1849123)",,,30,,yes
59634568,False,Nicolaipforte,residential,False,7.931,"LINESTRING (14.4226253 51.1831684, 14.4226221 51.1830971)",,,,,
18347103,False,Nicolaipforte,residential,False,39.61,"LINESTRING (14.4226253 51.1831684, 14.4226536 51.1833801, 14.4226896 51.1835221)",,,,,
18349340,False,Fleischergasse,residential,False,143.38,"LINESTRING (14.4226253 51.1831684, 14.4230177 51.1831739, 14.4233125 51.1831708, 14.4235855 51.1831504, 14.4237755 51.1831277, 14.4239351 51.1830983, 14.4242252 51.183023, 14.4246034 51.182907)",,,30,,
46152672,False,Vor dem Schülertor,residential,False,32.886,"LINESTRING (14.4260465 51.1829272, 14.4261798 51.1832109)",,,,,
165935561,True,Schülerstraße,residential,False,37.359,"LINESTRING (14.4258311 51.1825069, 14.4259964 51.1828265)",,,30,4.5,
55825230,False,Gickelsberg,residential,True,45.579,"LINESTRING (14.4258311 51.1825069, 14.4261154 51.1824566, 14.4262511 51.182445, 14.4264722 51.1824361)",,,,,
65084756,True,Wendische Straße,residential,False,58.069,"LINESTRING (14.4272966 51.1819261, 14.426465 51.1819574)",,,30,,
23163319,False,Wendische Straße,residential,True,53.024,"LINESTRING (14.4272966 51.1819261, 14.4279316 51.1819362, 14.4279545 51.1819368, 14.428057 51.1819396)",,,30,4.5,
58658394,False,An den Fleischbänken,residential,True,15.575,"LINESTRING (14.4253447 51.182089, 14.4255375 51.1820182)",,,30,,
"[18347083, 18444774, 18444830]",True,"['Buttermarkt', 'Hintere Reichenstraße', 'Kornstraße']",residential,False,279.81899999999996,"LINESTRING (14.4253447 51.182089, 14.4252402 51.1819626, 14.425092 51.1818126, 14.4249072 51.1816577, 14.424968 51.1816202, 14.4251947 51.181561, 14.425546 51.1815043, 14.4260891 51.1814585, 14.4261648 51.1814552, 14.4266501 51.1814767, 14.4273514 51.1814943, 14.4273325 51.1817366, 14.4272966 51.1819261)",,,30,,
"[165935569, 58658394, 170655942]",False,"['Fleischmarkt', 'An den Fleischbänken']",residential,False,176.454,"LINESTRING (14.4253447 51.182089, 14.425221 51.1821331, 14.4250301 51.1822016, 14.4246724 51.1823269, 14.4244953 51.182402, 14.4242288 51.1820259, 14.4241526 51.1819183, 14.424113 51.1819085, 14.4240613 51.1818981, 14.4239277 51.1819155, 14.4238109 51.1819294, 14.4236401 51.1819483, 14.4235411 51.1819481, 14.4234644 51.1819476)",,,30,,
18347134,False,An der Petrikirche,residential,True,35.502,"LINESTRING (14.4232336 51.1827751, 14.422754 51.1828826)",,,30,5.9,
"[18347097, 539433646]",False,"['Fleischmarkt', 'An der Petrikirche']",residential,True,95.774,"LINESTRING (14.4232336 51.1827751, 14.4232001 51.1825938, 14.4231992 51.1825453, 14.4231978 51.1824591, 14.4231972 51.1824265, 14.4232786 51.1822883, 14.4233163 51.1822533, 14.4233586 51.182214, 14.4234644 51.1819476)",,,30,5.5,
18347134,False,An der Petrikirche,residential,False,27.201,"LINESTRING (14.4232336 51.1827751, 14.4232727 51.1827659, 14.4234958 51.1827131, 14.4235987 51.1826887)",,,30,5.9,
18347134,False,An der Petrikirche,residential,False,35.502,"LINESTRING (14.422754 51.1828826, 14.4232336 51.1827751)",,,30,5.9,
55825227,False,Kleine Brüdergasse,residential,True,82.663,"LINESTRING (14.422754 51.1828826, 14.4227353 51.1827032, 14.4227655 51.1825563, 14.4227981 51.1824101, 14.4228648 51.1821455)",,,30,,
"[667297801, 643386981]",False,Schloßstraße,residential,True,30.622999999999998,"LINESTRING (14.422754 51.1828826, 14.4226035 51.1829259, 14.4226221 51.1830971)",,,30,2.6,
18349340,False,Fleischergasse,residential,True,143.38,"LINESTRING (14.4246034 51.182907, 14.4242252 51.183023, 14.4239351 51.1830983, 14.4237755 51.1831277, 14.4235855 51.1831504, 14.4233125 51.1831708, 14.4230177 51.1831739, 14.4226253 51.1831684)",,,30,,
165935550,True,Fleischergasse,residential,False,98.299,"LINESTRING (14.4246034 51.182907, 14.4247559 51.1828488, 14.424999 51.1827126, 14.4251811 51.1826355, 14.425337 51.1825695, 14.425508 51.1825335, 14.4258126 51.1824775)",,,30,2.6,
18347158,False,Siebergasse,residential,True,118.034,"LINESTRING (14.4228648 51.1821455, 14.423135 51.1810976)",,,30,4.6,
18349301,False,Große Brüdergasse,residential,False,39.08,"LINESTRING (14.4228648 51.1821455, 14.422568 51.1821473, 14.4223046 51.1821377)",,,,,
55825227,False,Kleine Brüdergasse,residential,False,82.663,"LINESTRING (14.4228648 51.1821455, 14.4227981 51.1824101, 14.4227655 51.1825563, 14.4227353 51.1827032, 14.422754 51.1828826)",,,30,,
"[18349282, 539222213]",False,"['Rittergasse', 'Burgplatz']",residential,"[False, True]",98.19500000000001,"LINESTRING (14.4213583 51.1832589, 14.4210952 51.1829353, 14.420993 51.1827948, 14.4209401 51.1826728, 14.4209026 51.1825506, 14.420859 51.1824393)",,,30,,
18349310,False,Schloßstraße,residential,False,90.657,"LINESTRING (14.4213583 51.1832589, 14.4216151 51.1831891, 14.4221348 51.1831184, 14.422488 51.1830969, 14.4226221 51.1830971)",,,30,,
"[18347100, 18349310]",False,"['Schloßgraben', 'Schloßstraße']",residential,True,108.954,"LINESTRING (14.4213583 51.1832589, 14.4210882 51.1833226, 14.420523 51.1826065)",,,30,,
"[778072344, 18349293]",False,"['Große Brüdergasse', 'Predigergasse']",residential,False,80.947,"LINESTRING (14.4217538 51.1822618, 14.4218329 51.1823793, 14.4219321 51.1825278, 14.4219916 51.1826521, 14.4220078 51.1826888, 14.422088 51.1829557)",,,30,,
18349301,False,Große Brüdergasse,residential,True,41.179,"LINESTRING (14.4217538 51.1822618, 14.4219318 51.1822101, 14.4221022 51.1821579, 14.4223046 51.1821377)",,,,,
18349304,False,Große Brüdergasse,residential,False,24.118000000000002,"LINESTRING (14.4217538 51.1822618, 14.4216682 51.1821617, 14.4215244 51.1821112)",,,30,4,
18349301,False,Große Brüdergasse,residential,False,41.179,"LINESTRING (14.4223046 51.1821377, 14.4221022 51.1821579, 14.4219318 51.1822101, 14.4217538 51.1822618)",,,,,
18349301,False,Große Brüdergasse,residential,True,39.08,"LINESTRING (14.4223046 51.1821377, 14.422568 51.1821473, 14.4228648 51.1821455)",,,,,
44644947,False,Hohengasse,residential,False,114.905,"LINESTRING (14.4223046 51.1821377, 14.4222872 51.1819369, 14.4222429 51.1818955, 14.4222304 51.1818824, 14.4222716 51.1816709, 14.4222785 51.1816364, 14.4223604 51.1813664, 14.4223684 51.1812679, 14.4223747 51.1811221)",,,30,3,
4068246,False,Heringstraße,residential,False,109.95599999999999,"LINESTRING (14.4223747 51.1811221, 14.422189 51.181134, 14.42199 51.1811488, 14.4217799 51.1811885, 14.4216246 51.1812459, 14.4215536 51.1813, 14.421212 51.1816678)",,,30,3.5,
4068246,False,Heringstraße,residential,True,53.09700000000001,"LINESTRING (14.4223747 51.1811221, 14.4226156 51.1811067, 14.423135 51.1810976)",,,30,3.5,
44644947,False,Hohengasse,residential,True,114.90500000000002,"LINESTRING (14.4223747 51.1811221, 14.4223684 51.1812679, 14.4223604 51.1813664, 14.4222785 51.1816364, 14.4222716 51.1816709, 14.4222304 51.1818824, 14.4222429 51.1818955, 14.4222872 51.1819369, 14.4223046 51.1821377)",,,30,3,
18349304,False,Große Brüdergasse,residential,True,24.118000000000002,"LINESTRING (14.4215244 51.1821112, 14.4216682 51.1821617, 14.4217538 51.1822618)",,,30,4,
