osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel,junction
276813960,3,Heiersstraße,residential,50,False,False,54.95700000000001,"LINESTRING (8.7578058 51.7223385, 8.7579756 51.7224693, 8.7580755 51.7225512, 8.7581717 51.7226222, 8.7583088 51.722722)",,,,
14839368,,Busdorfmauer,living_street,30,False,True,296.995,"LINESTRING (8.7619287 51.7186604, 8.7618659 51.7185266, 8.7618297 51.7184685, 8.7617257 51.7183225, 8.7614905 51.7179924, 8.7611189 51.7176245, 8.7607746 51.7172905, 8.7606542 51.7171559, 8.7605647 51.7170493, 8.7603929 51.7168728, 8.7603442 51.7168258, 8.7601323 51.7166212, 8.760086 51.7165915, 8.7599836 51.7165515, 8.7596789 51.7164324)",,,,
16566320,,Trampeweg,living_street,,False,False,77.683,"LINESTRING (8.7690319 51.7163543, 8.7693351 51.7157908, 8.769378 51.7156896)",,,,
34835599,,Am Bahneinschnitt,residential,30,False,False,87.50600000000001,"LINESTRING (8.7690319 51.7163543, 8.7689203 51.716334, 8.7686859 51.7162848, 8.7685951 51.7162657, 8.7679345 51.7161266, 8.7678327 51.7160965)",,,,
"[887549297, 887549298, 34835598, 34835599]",,Am Bahneinschnitt,residential,30,False,True,157.95999999999998,"LINESTRING (8.7690319 51.7163543, 8.7696244 51.7164733, 8.7698198 51.7165067, 8.7699395 51.716518, 8.770057 51.7165187, 8.7701758 51.7165042, 8.770312 51.7164722, 8.7704109 51.7164418, 8.7705255 51.7163988, 8.7707274 51.7163229, 8.7708257 51.7162859, 8.7708457 51.7162784, 8.7711595 51.7161925)",,,,
"[208483928, 51247477, 16566326, 16566328, 67739835]",,Am Hilligenbusch,living_street,,True,False,232.89599999999996,"LINESTRING (8.7678327 51.7160965, 8.7677323 51.7161719, 8.7675437 51.7165693, 8.7674829 51.7166439, 8.7674429 51.716705, 8.7673729 51.7168817, 8.7673407 51.7170503, 8.7673246 51.7171301, 8.7672967 51.7171707, 8.7672346 51.7172163, 8.7670804 51.7172875, 8.7670369 51.7173094, 8.7669882 51.7173339, 8.7666627 51.7173534, 8.7658593 51.7172902)",,,yes,
34835599,,Am Bahneinschnitt,residential,30,False,True,87.50600000000001,"LINESTRING (8.7678327 51.7160965, 8.7679345 51.7161266, 8.7685951 51.7162657, 8.7686859 51.7162848, 8.7689203 51.716334, 8.7690319 51.7163543)",,,,
"[887549297, 887549298, 34835598, 34835599]",,Am Bahneinschnitt,residential,30,False,False,157.95999999999998,"LINESTRING (8.7711595 51.7161925, 8.7708457 51.7162784, 8.7708257 51.7162859, 8.7707274 51.7163229, 8.7705255 51.7163988, 8.7704109 51.7164418, 8.770312 51.7164722, 8.7701758 51.7165042, 8.770057 51.7165187, 8.7699395 51.716518, 8.7698198 51.7165067, 8.7696244 51.7164733, 8.7690319 51.7163543)",,,,
43111542,2,Warburger Straße,secondary,50,False,False,19.631,"LINESTRING (8.7653312 51.7146236, 8.7653873 51.7146, 8.7655641 51.7145219)",,,,
280764591,2,Warburger Straße,secondary,50,False,True,128.556,"LINESTRING (8.7653312 51.7146236, 8.7652543 51.7146587, 8.765033 51.7147574, 8.7648757 51.7148288, 8.7645851 51.7149529, 8.7644358 51.7150167, 8.7642055 51.715115, 8.7641357 51.7151448, 8.7638645 51.7152605, 8.763801 51.715285)",,,,
426997943,,Trampeweg,living_street,,False,False,12.054,"LINESTRING (8.769378 51.7156896, 8.7693767 51.7155812)",,,,
16566320,,Trampeweg,living_street,,False,False,52.892,"LINESTRING (8.769378 51.7156896, 8.7694626 51.7156893, 8.7700398 51.7159157)",,,,
16566320,,Trampeweg,living_street,,False,True,77.683,"LINESTRING (8.769378 51.7156896, 8.7693351 51.7157908, 8.7690319 51.7163543)",,,,
16566320,,Trampeweg,living_street,,False,True,52.892,"LINESTRING (8.7700398 51.7159157, 8.7694626 51.7156893, 8.769378 51.7156896)",,,,
16566323,,Auf der Schulbrede,residential,30,True,False,161.602,"LINESTRING (8.7655641 51.7145219, 8.7657718 51.7147238, 8.7658213 51.7147753, 8.7659541 51.7148606, 8.76611 51.7148932, 8.7662285 51.7149196, 8.7665645 51.714933, 8.7666942 51.7149288, 8.7667719 51.7149182, 8.766833 51.714907, 8.7671007 51.7148526, 8.7672341 51.7148215, 8.7673386 51.7147863, 8.7675314 51.7147113)",,,,
43111542,2,Warburger Straße,secondary,50,False,True,19.631,"LINESTRING (8.7655641 51.7145219, 8.7653873 51.7146, 8.7653312 51.7146236)",,,,
16586524,,Grimmestraße,residential,30,False,False,200.08499999999998,"LINESTRING (8.7675314 51.7147113, 8.7675829 51.7147714, 8.7675953 51.714837, 8.7675953 51.7149499, 8.7675953 51.7149622, 8.767544 51.7150797, 8.7673755 51.7153214, 8.7671823 51.7155622, 8.7670554 51.7156917, 8.7669245 51.715828, 8.7668698 51.7158773, 8.7667912 51.7159488, 8.7666718 51.7160527, 8.766397 51.7163024)",,,,
16566325,,Am Bahneinschnitt,residential,30,False,True,20.231,"LINESTRING (8.766397 51.7163024, 8.7666722 51.7163659)",,,,
"[4291273, 16566325]",,Am Bahneinschnitt,residential,30,False,False,330.09400000000005,"LINESTRING (8.766397 51.7163024, 8.7661653 51.7162761, 8.7659436 51.7162547, 8.7653183 51.7162288, 8.7648613 51.7162397, 8.7644104 51.716261, 8.7638263 51.7162985, 8.7636144 51.7163048, 8.7635025 51.716303, 8.7632852 51.7162791, 8.7625953 51.7161699, 8.762133 51.7160877, 8.7618226 51.7160229, 8.7616873 51.7159947)",,2.5 m,,
16586524,,Grimmestraße,residential,30,False,True,200.085,"LINESTRING (8.766397 51.7163024, 8.7666718 51.7160527, 8.7667912 51.7159488, 8.7668698 51.7158773, 8.7669245 51.715828, 8.7670554 51.7156917, 8.7671823 51.7155622, 8.7673755 51.7153214, 8.767544 51.7150797, 8.7675953 51.7149622, 8.7675953 51.7149499, 8.7675953 51.714837, 8.7675829 51.7147714, 8.7675314 51.7147113)",,,,
16566325,,Am Bahneinschnitt,residential,30,False,False,20.231,"LINESTRING (8.7666722 51.7163659, 8.766397 51.7163024)",,,,
"[899430252, 369470726, 31310199]","['4', '2']",Driburger Straße,secondary,50,False,True,424.00999999999993,"LINESTRING (8.7703476 51.7187107, 8.7701108 51.7187721, 8.7700452 51.7187891, 8.7696043 51.7189032, 8.767713 51.7194015, 8.7674769 51.7194667, 8.7668925 51.7196222, 8.766223 51.7197987, 8.7660528 51.7198422, 8.7657078 51.7199241, 8.765585 51.7199498, 8.7653414 51.7199938, 8.7649056 51.7200678, 8.7646291 51.7201062)",,,,
8010677,,Am Ostfriedhof,residential,30,False,False,329.627,"LINESTRING (8.7658593 51.7172902, 8.7653956 51.7180573, 8.7652449 51.7183066, 8.7652363 51.7183192, 8.7646584 51.7192056, 8.7646228 51.7192935, 8.7645685 51.7194862, 8.7645517 51.7196462, 8.7645676 51.7198046, 8.7645689 51.7198142, 8.7645778 51.719879, 8.7645813 51.7199064, 8.7646028 51.7199985, 8.7646291 51.7201062)",,,,
8551725,,Andreasstraße,residential,30,False,False,74.955,"LINESTRING (8.7658593 51.7172902, 8.7653221 51.7172479, 8.7647808 51.7172012)",,,,
"[19201526, 323350445, 68609046]",2,"['Dörener Platz', 'Penzlinger Straße']",unclassified,50,False,True,85.601,"LINESTRING (8.7635251 51.7218284, 8.7637659 51.7215933, 8.7637904 51.7215693, 8.7638117 51.7215485, 8.7638783 51.7214835, 8.7640281 51.7213569, 8.7642314 51.7211959)",,,,
"[683085914, 19206341]",,Dörener Weg,residential,30,False,False,155.49699999999999,"LINESTRING (8.7635251 51.7218284, 8.7636815 51.7218914, 8.7639568 51.722037, 8.7640067 51.7220724, 8.7640507 51.7221108, 8.76438 51.72257, 8.764429 51.7226378, 8.7645699 51.7228159, 8.7647163 51.7229822)",,,,
"[683085914, 19206341]",,Dörener Weg,residential,30,False,True,155.49699999999999,"LINESTRING (8.7647163 51.7229822, 8.7645699 51.7228159, 8.764429 51.7226378, 8.76438 51.72257, 8.7640507 51.7221108, 8.7640067 51.7220724, 8.7639568 51.722037, 8.7636815 51.7218914, 8.7635251 51.7218284)",,,,
19202356,,Fechtelerstraße,residential,30,False,False,210.66,"LINESTRING (8.769485 51.7199392, 8.7691943 51.7204199, 8.7688455 51.7209967, 8.7687865 51.7211013, 8.768742 51.7211316, 8.768658 51.7211369, 8.7677857 51.7209856)",,,,
19202356,,Fechtelerstraße,residential,30,False,False,102.99700000000001,"LINESTRING (8.7677857 51.7209856, 8.766606 51.7207577, 8.7664744 51.7207626, 8.7663505 51.7207816)",,,,
19202356,,Fechtelerstraße,residential,30,False,True,210.66000000000003,"LINESTRING (8.7677857 51.7209856, 8.768658 51.7211369, 8.768742 51.7211316, 8.7687865 51.7211013, 8.7688455 51.7209967, 8.7691943 51.7204199, 8.769485 51.7199392)",,,,
19202362,,Fröbelstraße,residential,30,False,True,159.411,"LINESTRING (8.7677857 51.7209856, 8.7675158 51.7213662, 8.7673782 51.7215342, 8.7673213 51.7216037, 8.7667725 51.722274)",,,,
"[886237225, 19202364]",,Fröbelstraße,living_street,,False,False,85.34,"LINESTRING (8.7677857 51.7209856, 8.7680526 51.7204823, 8.7681508 51.7203424, 8.7682837 51.7203642)",,,,
19202356,,Fechtelerstraße,residential,30,False,False,128.683,"LINESTRING (8.7663505 51.7207816, 8.7660627 51.7209086, 8.7658243 51.7208998, 8.7657584 51.7208878, 8.7654038 51.7208305, 8.7653473 51.720822, 8.7645872 51.7207065)",,,,
19202356,,Fechtelerstraße,residential,30,False,True,102.99700000000001,"LINESTRING (8.7663505 51.7207816, 8.7664744 51.7207626, 8.766606 51.7207577, 8.7677857 51.7209856)",,,,
"[19202360, 19202357]",,"['Luise-Hensel-Straße', 'Fechtelerstraße']","['residential', 'living_street']",30,False,False,195.148,"LINESTRING (8.7663505 51.7207816, 8.7663002 51.720683, 8.7663171 51.7206331, 8.7665044 51.7203028, 8.7666284 51.7200718, 8.7666286 51.720029, 8.7665653 51.7199689, 8.7665381 51.719943, 8.7658523 51.7200709, 8.7655204 51.7201096, 8.7652224 51.7201443, 8.7651893 51.7201482)",,,,
369470720,,Benhauser Straße,secondary,50,False,True,23.842,"LINESTRING (8.7644921 51.7209124, 8.7645269 51.7208544, 8.7645872 51.7207065)",,,,
1160257273,,Benhauser Straße,secondary,50,False,False,36.308,"LINESTRING (8.7644921 51.7209124, 8.7644058 51.7210187, 8.7642314 51.7211959)",,,,
1160257274,1,Benhauser Straße,secondary,50,True,False,47.985,"LINESTRING (8.7644921 51.7209124, 8.7644961 51.7210651, 8.7644774 51.7212179, 8.7645822 51.7213254)",,,,
"[19202360, 19202357]",,"['Luise-Hensel-Straße', 'Fechtelerstraße']","['living_street', 'residential']",30,False,True,195.148,"LINESTRING (8.7651893 51.7201482, 8.7652224 51.7201443, 8.7655204 51.7201096, 8.7658523 51.7200709, 8.7665381 51.719943, 8.7665653 51.7199689, 8.7666286 51.720029, 8.7666284 51.7200718, 8.7665044 51.7203028, 8.7663171 51.7206331, 8.7663002 51.720683, 8.7663505 51.7207816)",,,,
8010676,2,Benhauser Straße,secondary,50,False,False,140.452,"LINESTRING (8.7667725 51.722274, 8.7672299 51.7225221, 8.7675993 51.7227005, 8.7678099 51.7228065, 8.7680075 51.7228951, 8.7683953 51.7230333)",,,,
8010676,2,Benhauser Straße,secondary,50,False,True,84.814,"LINESTRING (8.7667725 51.722274, 8.7664188 51.7221085, 8.7662678 51.7220379, 8.7662011 51.7220067, 8.7659559 51.721892, 8.7658295 51.7218357, 8.765787 51.7218168)",,,,
19202362,,Fröbelstraße,residential,30,False,False,159.411,"LINESTRING (8.7667725 51.722274, 8.7673213 51.7216037, 8.7673782 51.7215342, 8.7675158 51.7213662, 8.7677857 51.7209856)",,,,
19206334,,Brandisstraße,living_street,,False,True,63.598,"LINESTRING (8.7710811 51.7204809, 8.771061 51.7204279, 8.771219 51.7202291, 8.7713375 51.7200798, 8.7714299 51.7199636)",,,,
32498279,,Brandisstraße,residential,30,False,False,82.065,"LINESTRING (8.7710811 51.7204809, 8.7709948 51.7205106, 8.7706337 51.7209606, 8.7705134 51.7211182)",,,,
19206334,,Brandisstraße,living_street,,False,False,63.598,"LINESTRING (8.7714299 51.7199636, 8.7713375 51.7200798, 8.771219 51.7202291, 8.771061 51.7204279, 8.7710811 51.7204809)",,,,
32498279,,Brandisstraße,residential,30,False,False,45.112,"LINESTRING (8.7705134 51.7211182, 8.7702329 51.7214848)",,,,
19206340,,Brandisstraße,living_street,,False,False,90.759,"LINESTRING (8.7705134 51.7211182, 8.7714321 51.7213467, 8.7716219 51.7211813)",,,,
32498279,,Brandisstraße,residential,30,False,True,82.065,"LINESTRING (8.7705134 51.7211182, 8.7706337 51.7209606, 8.7709948 51.7205106, 8.7710811 51.7204809)",,,,
32498279,,Brandisstraße,residential,30,False,True,45.112,"LINESTRING (8.7702329 51.7214848, 8.7705134 51.7211182)",,,,
32498279,,Brandisstraße,residential,30,False,False,129.628,"LINESTRING (8.7702329 51.7214848, 8.7701004 51.7214752, 8.7697196 51.7217089, 8.7690617 51.7222629, 8.7690134 51.7223187)",,,,
8010676,2,Benhauser Straße,secondary,50,False,True,140.452,"LINESTRING (8.7683953 51.7230333, 8.7680075 51.7228951, 8.7678099 51.7228065, 8.7675993 51.7227005, 8.7672299 51.7225221, 8.7667725 51.722274)",,,,
32498279,,Brandisstraße,residential,30,False,True,90.148,"LINESTRING (8.7683953 51.7230333, 8.7686671 51.7227191, 8.7690134 51.7223187)",,,,
19206340,,Brandisstraße,living_street,,False,True,90.759,"LINESTRING (8.7716219 51.7211813, 8.7714321 51.7213467, 8.7705134 51.7211182)",,,,
19212622,,Theresienstraße,residential,50,False,False,59.486,"LINESTRING (8.7604566 51.7215686, 8.7608351 51.7216976, 8.7610086 51.7217562, 8.761214 51.7218256)",,,,
"[326641833, 326641836, 326641839]","['4', '2', '3']",Gierswall,secondary,50,False,False,197.391,"LINESTRING (8.7604566 51.7215686, 8.7602238 51.7217774, 8.760175 51.7218106, 8.7601346 51.7218381, 8.7599938 51.721934, 8.7597543 51.7220738, 8.7596881 51.722105, 8.7594533 51.7222156, 8.7591151 51.7223749, 8.7590506 51.7224001, 8.7589452 51.722447, 8.7585049 51.7226427, 8.7583088 51.722722)",,,,
"[323634327, 4546269, 326641839]","['4', '2']",Gierswall,secondary,50,False,True,148.246,"LINESTRING (8.7604566 51.7215686, 8.7608409 51.7212359, 8.7611233 51.7209717, 8.7613115 51.72079, 8.7614885 51.7206287, 8.7615447 51.7205775, 8.7616339 51.720455)",,,,
19212623,,Theresienstraße,residential,50,False,False,20.266,"LINESTRING (8.761214 51.7218256, 8.7613537 51.7216652)",,,,
19212622,,Theresienstraße,residential,50,False,True,59.486000000000004,"LINESTRING (8.761214 51.7218256, 8.7610086 51.7217562, 8.7608351 51.7216976, 8.7604566 51.7215686)",,,,
19212623,,Theresienstraße,residential,50,False,True,146.57,"LINESTRING (8.761214 51.7218256, 8.7609435 51.722127, 8.7608793 51.7222049, 8.7608294 51.7222655, 8.7607382 51.7223762, 8.760483 51.7227413, 8.760354 51.7229259, 8.7603695 51.7230199)",,,,
19212623,,Theresienstraße,residential,50,False,False,146.57,"LINESTRING (8.7603695 51.7230199, 8.760354 51.7229259, 8.760483 51.7227413, 8.7607382 51.7223762, 8.7608294 51.7222655, 8.7608793 51.7222049, 8.7609435 51.722127, 8.761214 51.7218256)",,,,
19212623,,Theresienstraße,residential,50,False,True,20.266,"LINESTRING (8.7613537 51.7216652, 8.761214 51.7218256)",,,,
19382459,,Andreasstraße,residential,30,False,True,116.91900000000001,"LINESTRING (8.7617359 51.71704, 8.7618999 51.7169439, 8.7623671 51.7166262, 8.7623869 51.7166128, 8.7625263 51.7166097, 8.762993 51.716852)",,,,
129438624,,Giersstraße,residential,30,False,True,21.873,"LINESTRING (8.7603616 51.7201531, 8.7600741 51.7200696)",,,,
