osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,tunnel,est_width,access
656701394,,,Windgässchen,residential,False,True,49.230999999999995,"LINESTRING (10.4878287 48.8502101, 10.4878509 48.8502675, 10.4879102 48.8503961, 10.4879311 48.8504363, 10.4880035 48.8505782, 10.4880118 48.8506349)",30,,,,
"[26654468, 466993931, 27159793, 445564882, 26472602]",2,,"['Augsburger Straße', 'Reimlinger Straße']",unclassified,False,True,144.468,"LINESTRING (10.4935283 48.8481181, 10.4932203 48.8482324, 10.4930557 48.8482979, 10.4927995 48.8483933, 10.4925408 48.8484827, 10.4922932 48.8485994, 10.4921903 48.8486498, 10.4921325 48.8486781, 10.4919156 48.8487599, 10.4918449 48.8487932)",30,yes,building_passage,,
445564883,3,,Augsburger Straße,primary,False,False,41.713,"LINESTRING (10.4935283 48.8481181, 10.4938444 48.8479825, 10.4939627 48.8479319, 10.494006 48.8479134)",,,,,
"[445564884, 4415807]",4,B 466,Bürgermeister-Reiger-Straße,secondary,False,False,162.651,"LINESTRING (10.4935283 48.8481181, 10.4936263 48.8483004, 10.4936663 48.8484407, 10.4936973 48.8485721, 10.4938102 48.8487672, 10.4938766 48.8488204, 10.4939485 48.8488781, 10.4941066 48.848963, 10.4942769 48.8490281, 10.4945029 48.8490697, 10.4946695 48.8490966, 10.4948325 48.849122)",30,,,,
"[4415808, 445564886]",3,B 466,Oskar-Mayer-Straße,primary,False,True,89.46,"LINESTRING (10.4935283 48.8481181, 10.4932897 48.8478508, 10.4932025 48.8477581, 10.4930455 48.8475913, 10.492989 48.8475321, 10.4928925 48.847431)",,,,,
"[86334177, 86334174, 29491518, 4707527]",,,"['Deininger Straße', 'Wemdinger Straße']",unclassified,False,True,104.32,"LINESTRING (10.4953408 48.8521707, 10.4950925 48.8521124, 10.4945411 48.851953, 10.4944064 48.8519043, 10.4941868 48.8518496, 10.4940447 48.851822, 10.4940219 48.8518191)",,,building_passage,,
25048446,,,Löpsinger Graben,residential,False,True,342.88599999999997,"LINESTRING (10.4953408 48.8521707, 10.4951932 48.8522942, 10.4950162 48.852353, 10.4948168 48.8524362, 10.4946714 48.8525015, 10.4945893 48.852567, 10.4945506 48.8526421, 10.4944641 48.8528697, 10.494327 48.8532717, 10.494303 48.8533296, 10.4942326 48.8535855, 10.4941088 48.853768, 10.4939894 48.8539791, 10.4938548 48.8541961, 10.4937811 48.8542456, 10.4935906 48.854388, 10.4934597 48.8544558, 10.4932622 48.8545501, 10.4930011 48.8546626)",,,,,
26707690,,,Äußere Einfahrt,residential,False,True,83.09,"LINESTRING (10.493542 48.8517146, 10.4934243 48.8518945, 10.4933376 48.8520123, 10.4932114 48.8521584, 10.4929817 48.8523606)",,,,,
86334177,,,Deininger Straße,unclassified,False,False,37.036,"LINESTRING (10.493542 48.8517146, 10.4936093 48.8517311, 10.4938575 48.8517919, 10.4940219 48.8518191)",,,,,
86334177,,,Deininger Straße,unclassified,False,True,55.894000000000005,"LINESTRING (10.493542 48.8517146, 10.4932251 48.8516212, 10.493125 48.8515992, 10.4931207 48.8515918, 10.4928403 48.8515233)",,,,,
466993932,,,Baldinger Straße,unclassified,False,True,4.377,"LINESTRING (10.4848035 48.8538679, 10.4847541 48.8538901)",,,,,
"[84865880, 173831597, 466437776, 466437775]",,,Baldinger Straße,unclassified,False,False,47.371,"LINESTRING (10.4848035 48.8538679, 10.4848553 48.8537964, 10.4850052 48.853687, 10.4851253 48.8536309, 10.4851654 48.8536127, 10.4852584 48.8535776)",30,,building_passage,,
"[466437777, 466437778, 35822220, 166626703]",,,Baldinger Straße,unclassified,False,True,47.017,"LINESTRING (10.4848035 48.8538679, 10.4849196 48.8538335, 10.4851189 48.8537355, 10.4852904 48.8536423, 10.485328 48.8536272)",30,,building_passage,,
4789642,,,Bergerstraße,residential,False,False,98.539,"LINESTRING (10.4841325 48.8488466, 10.4843548 48.8489407, 10.484525 48.8490011, 10.4846457 48.8490642, 10.4848891 48.8491813, 10.4850697 48.849285, 10.4852214 48.8493642)",30,,,,
"[86334176, 4789642, 86334175]",,,Bergerstraße,"['residential', 'tertiary']",False,True,32.864,"LINESTRING (10.4841325 48.8488466, 10.4840835 48.8488061, 10.4838539 48.8487315, 10.4837474 48.848704)",30,,building_passage,,
25074577,,,An der Bergermauer,residential,False,False,135.705,"LINESTRING (10.4841325 48.8488466, 10.4841917 48.8487805, 10.4842034 48.8486851, 10.4842391 48.8485972, 10.4842891 48.8485299, 10.4845618 48.8482936, 10.4848623 48.8481363, 10.4850856 48.8480533, 10.4852245 48.8479938, 10.4852944 48.8479639)",30,,,,
"[500197416, 500197417]",,,An der Bergermauer,residential,False,True,241.33799999999997,"LINESTRING (10.4841325 48.8488466, 10.4840841 48.8488995, 10.4838921 48.8491149, 10.4837208 48.8494608, 10.4836195 48.8496551, 10.4833935 48.849998, 10.4833288 48.8501164, 10.4832286 48.850263, 10.4831934 48.8504151, 10.4831765 48.8505082, 10.4831548 48.8506103, 10.4832394 48.8506306, 10.4832698 48.8506536, 10.4833418 48.8506687, 10.4835284 48.8507343)",,,,,
4789648,,,Ulmer Straße,tertiary,False,True,77.635,"LINESTRING (10.4827354 48.8483867, 10.4826951 48.8483473, 10.482673 48.8483257, 10.4826403 48.8482652, 10.4825375 48.8479519, 10.4824379 48.8477211)",30,,,,
"[35822218, 1203953807, 110660720, 4789652, 86334175]",,,"['Ulmer Straße', 'Bergerstraße']",residential,False,False,82.119,"LINESTRING (10.4827354 48.8483867, 10.4828516 48.8484335, 10.4829861 48.8484731, 10.4831585 48.8485235, 10.4836499 48.848668, 10.4836758 48.8486771, 10.4836943 48.8486841, 10.4837474 48.848704)",30,,,,
25279635,,,Nähermemminger Weg,tertiary,False,False,101.761,"LINESTRING (10.4827354 48.8483867, 10.4827406 48.8484353, 10.4827437 48.8485178, 10.4827273 48.8485973, 10.482692 48.8486501, 10.4826419 48.8486895, 10.4825637 48.8487218, 10.4824267 48.8487397, 10.48204 48.8487332, 10.4817552 48.8487329)",50,,,,
4825349,,,Drehergasse,unclassified,True,False,26.856,"LINESTRING (10.4908458 48.8502452, 10.4910142 48.8504598)",30,,,,
4825349,,,Drehergasse,unclassified,True,False,57.486,"LINESTRING (10.4910142 48.8504598, 10.4910658 48.8505545, 10.4912955 48.8508317, 10.4913517 48.8509253)",30,,,,
25048688,,,Münzgasse,residential,False,True,185.26199999999997,"LINESTRING (10.4910142 48.8504598, 10.4911606 48.8503643, 10.4914368 48.8500887, 10.4916096 48.8498565, 10.4916482 48.8498074, 10.4916948 48.8497399, 10.4919375 48.8493566, 10.492031 48.8491701, 10.492074 48.8490971, 10.4921374 48.848982)",30,,,,
4825349,,,Drehergasse,unclassified,True,False,37.592,"LINESTRING (10.4913517 48.8509253, 10.4913726 48.8510535, 10.4913784 48.8511484, 10.4913612 48.851262)",30,,,,
25048686,,,Henkergasse,residential,False,True,198.95500000000004,"LINESTRING (10.4913517 48.8509253, 10.4914369 48.8508772, 10.4914902 48.8507826, 10.4915685 48.8507166, 10.4916259 48.8506884, 10.491838 48.8506809, 10.4919144 48.8506585, 10.4920219 48.8504867, 10.4921958 48.8502208, 10.4924192 48.8498901, 10.4925705 48.8496623, 10.4925935 48.8496209, 10.4926351 48.8495533, 10.4926969 48.8494775)",,,,,
1215605117,1,,Neubaugasse,unclassified,True,False,22.734,"LINESTRING (10.4883478 48.8491678, 10.4886584 48.8491627)",,,,,
4821797,,,Turmgasse,residential,False,False,102.57400000000001,"LINESTRING (10.4883478 48.8491678, 10.4883643 48.8494695, 10.4884187 48.8496316, 10.4885244 48.8498011, 10.4886345 48.8500626)",,,,,
4821799,1,,Schlüsselgasse,residential,False,True,33.254000000000005,"LINESTRING (10.4929817 48.8523606, 10.4927215 48.8522109, 10.4926368 48.8521659)",30,,,2,
26707690,,,Äußere Einfahrt,residential,False,False,83.09,"LINESTRING (10.4929817 48.8523606, 10.4932114 48.8521584, 10.4933376 48.8520123, 10.4934243 48.8518945, 10.493542 48.8517146)",,,,,
26707690,,,Äußere Einfahrt,residential,False,True,104.44500000000001,"LINESTRING (10.4929817 48.8523606, 10.4927573 48.8525354, 10.4925936 48.8526204, 10.4924908 48.8526818, 10.4922512 48.8527902, 10.4920435 48.8528407, 10.4918316 48.8528801)",,,,,
84972201,,,Würzburger Straße,residential,False,False,67.138,"LINESTRING (10.4829882 48.8547181, 10.4831079 48.8546596, 10.4835585 48.8544436, 10.4837312 48.8543638)",,,,,
25031074,,,Löpsinger Straße,unclassified,False,False,49.796,"LINESTRING (10.4908263 48.8527782, 10.4910902 48.8529201, 10.4913009 48.8530955)",30,,,,
25048103,,,Bauhofgasse,unclassified,True,False,91.757,"LINESTRING (10.4908263 48.8527782, 10.4904794 48.853214, 10.4902606 48.8534595, 10.4902076 48.8534934)",30,,,,
25047725,,,Beim Klösterle,residential,False,False,7.295,"LINESTRING (10.4885854 48.8527568, 10.4884857 48.8527568)",,,,,
25047728,,,Tändelmarkt,residential,False,True,83.266,"LINESTRING (10.4885854 48.8527568, 10.4886323 48.8528249, 10.4888292 48.8529159, 10.4890203 48.8530034, 10.4894414 48.8532372)",,,,,
57684979,,,Hafenmarkt,residential,False,True,41.562,"LINESTRING (10.4885854 48.8527568, 10.4885946 48.8527476, 10.4886316 48.8527106, 10.4887539 48.8525961, 10.4889165 48.8524532)",,,,,
48847642,,,Baldinger Straße,residential,False,True,13.822,"LINESTRING (10.4875619 48.8525629, 10.4874548 48.8526653)",,,,,
"[4707530, 25047722]",,,"['Marktplatz', 'Baldinger Straße']",living_street,False,False,86.681,"LINESTRING (10.4875619 48.8525629, 10.4875873 48.852537, 10.487693 48.8523801, 10.487803 48.852222, 10.4879226 48.8520871, 10.4880512 48.8519261, 10.4880977 48.8518686)",,,,,
25047725,,,Beim Klösterle,residential,False,True,71.067,"LINESTRING (10.4875619 48.8525629, 10.487943 48.8526534, 10.4881535 48.8527056, 10.4884857 48.8527568)",,,,,
19753396,,,Nonnengasse,residential,False,False,93.574,"LINESTRING (10.4902354 48.8526023, 10.490197 48.8526602, 10.4899948 48.8529051, 10.4898931 48.8530055, 10.4896743 48.8531432, 10.4894414 48.8532372)",,,,,
19753396,,,Nonnengasse,residential,False,True,93.574,"LINESTRING (10.4894414 48.8532372, 10.4896743 48.8531432, 10.4898931 48.8530055, 10.4899948 48.8529051, 10.490197 48.8526602, 10.4902354 48.8526023)",,,,,
25047727,,,Manggasse,residential,False,False,66.013,"LINESTRING (10.4894414 48.8532372, 10.4892796 48.853377, 10.4891946 48.8535136, 10.4891238 48.8537799)",,,,,
25047728,,,Tändelmarkt,residential,False,False,83.26599999999999,"LINESTRING (10.4894414 48.8532372, 10.4890203 48.8530034, 10.4888292 48.8529159, 10.4886323 48.8528249, 10.4885854 48.8527568)",,,,,
25047727,,,Manggasse,residential,False,True,66.013,"LINESTRING (10.4891238 48.8537799, 10.4891946 48.8535136, 10.4892796 48.853377, 10.4894414 48.8532372)",,,,,
25048105,,,Vordere Gerbergasse,unclassified,True,False,27.89,"LINESTRING (10.4891238 48.8537799, 10.4890021 48.8537894, 10.4887438 48.8537808)",30,,,,
25048106,,,Vordere Gerbergasse,residential,False,False,64.529,"LINESTRING (10.4891238 48.8537799, 10.4890842 48.8539451, 10.4890712 48.8539901, 10.4891435 48.854023, 10.4893984 48.8541093, 10.4895567 48.8541705)",,,,,
"[30071478, 25047726, 30071479]",,,Scheckengasse,residential,False,False,48.904999999999994,"LINESTRING (10.4887438 48.8537808, 10.4887068 48.8538483, 10.4885764 48.8540193, 10.4885261 48.8540945, 10.4884723 48.8541822)",,yes,,,
25048105,,,Vordere Gerbergasse,unclassified,True,False,58.387,"LINESTRING (10.4887438 48.8537808, 10.4885857 48.8537496, 10.4881985 48.8536038, 10.488045 48.8535337)",30,,,,
468700717,,,Mittlere Gerbergasse,residential,False,False,29.791,"LINESTRING (10.4869816 48.8535498, 10.4873 48.8537168)",,,,,
25048107,,,Mittlere Gerbergasse,residential,False,True,46.369,"LINESTRING (10.4869816 48.8535498, 10.4872187 48.853365, 10.4873154 48.8532018)",,,,,
84865394,,,Eugene-Shoemaker-Platz,residential,False,False,34.093,"LINESTRING (10.4869816 48.8535498, 10.4869359 48.8535899, 10.486886 48.853663, 10.4869314 48.8538368)",,,,,
25048105,,,Vordere Gerbergasse,unclassified,True,False,47.17100000000001,"LINESTRING (10.4873154 48.8532018, 10.4872116 48.8531612, 10.4869483 48.8530124, 10.4868158 48.8529353)",30,,,,
25048107,,,Mittlere Gerbergasse,residential,False,False,46.369,"LINESTRING (10.4873154 48.8532018, 10.4872187 48.853365, 10.4869816 48.8535498)",,,,,
26809380,,,Pfarrgasse,living_street,False,False,39.302,"LINESTRING (10.4890475 48.8504587, 10.4893094 48.8504903, 10.4894106 48.8505663, 10.4895273 48.8505741)",,,,,
25031074,,,Löpsinger Straße,unclassified,False,False,50.12499999999999,"LINESTRING (10.4913009 48.8530955, 10.4913404 48.8531507, 10.4916268 48.853385, 10.4916752 48.8534057, 10.4917283 48.853443)",30,,,,
25031074,,,Löpsinger Straße,unclassified,False,True,49.796,"LINESTRING (10.4913009 48.8530955, 10.4910902 48.8529201, 10.4908263 48.8527782)",30,,,,
"[857733896, 26707690, 25031075, 857733895]",,,Äußere Einfahrt,residential,False,False,45.676,"LINESTRING (10.4913009 48.8530955, 10.4913818 48.8530584, 10.491573 48.8529753, 10.4916129 48.8529577, 10.4918316 48.8528801)",,,building_passage,,
25031076,,,Innere Einfahrt,residential,False,False,175.87199999999999,"LINESTRING (10.4918316 48.8528801, 10.4918277 48.8527412, 10.4918443 48.8525169, 10.4918453 48.8523925, 10.4918956 48.852331, 10.491931 48.852306, 10.4921416 48.8521428, 10.4923294 48.8520048, 10.4923723 48.8519776, 10.4925794 48.8518112, 10.4928057 48.8515801, 10.4928403 48.8515233)",,,,,
26707690,,,Äußere Einfahrt,residential,False,False,104.445,"LINESTRING (10.4918316 48.8528801, 10.4920435 48.8528407, 10.4922512 48.8527902, 10.4924908 48.8526818, 10.4925936 48.8526204, 10.4927573 48.8525354, 10.4929817 48.8523606)",,,,,
"[857733896, 26707690, 25031075, 857733895]",,,Äußere Einfahrt,residential,False,True,45.676,"LINESTRING (10.4918316 48.8528801, 10.4916129 48.8529577, 10.491573 48.8529753, 10.4913818 48.8530584, 10.4913009 48.8530955)",,,building_passage,,
25031076,,,Innere Einfahrt,residential,False,True,175.872,"LINESTRING (10.4928403 48.8515233, 10.4928057 48.8515801, 10.4925794 48.8518112, 10.4923723 48.8519776, 10.4923294 48.8520048, 10.4921416 48.8521428, 10.491931 48.852306, 10.4918956 48.852331, 10.4918453 48.8523925, 10.4918443 48.8525169, 10.4918277 48.8527412, 10.4918316 48.8528801)",,,,,
86334177,,,Deininger Straße,unclassified,False,False,55.894000000000005,"LINESTRING (10.4928403 48.8515233, 10.4931207 48.8515918, 10.493125 48.8515992, 10.4932251 48.8516212, 10.493542 48.8517146)",,,,,
86334177,,,Deininger Straße,unclassified,False,True,113.41499999999999,"LINESTRING (10.4928403 48.8515233, 10.4926515 48.8514638, 10.4921172 48.8513387, 10.4920803 48.8513409, 10.4918023 48.8512851, 10.4915411 48.8512536, 10.4913612 48.851262)",,,,,
25031078,,,Hintere Reimlinger Gasse,residential,False,False,42.95,"LINESTRING (10.4893674 48.8489632, 10.4898507 48.848744)",,,,,
"[26472600, 183534409]",,,Salvatorgasse,residential,False,True,29.787999999999997,"LINESTRING (10.4893674 48.8489632, 10.4894004 48.8489955, 10.4894091 48.8490134, 10.4894556 48.8490612, 10.4894429 48.8491079, 10.4894083 48.8492114)",,,,,
1215605116,,,Salvatorgasse,residential,False,False,38.912,"LINESTRING (10.4893674 48.8489632, 10.4892731 48.848904, 10.4890986 48.8487593, 10.4890229 48.8486974)",,,,,
25031078,,,Hintere Reimlinger Gasse,residential,False,True,42.95,"LINESTRING (10.4898507 48.848744, 10.4893674 48.8489632)",,,,,
"[116079340, 25031078]",,,Hintere Reimlinger Gasse,residential,False,False,103.889,"LINESTRING (10.4898507 48.848744, 10.4899381 48.8487084, 10.4900659 48.848629, 10.4901853 48.8485539, 10.4904724 48.8483865, 10.4906153 48.8482961, 10.4907656 48.848214, 10.4908844 48.848109)",,,,,
25031079,,,Lebergasse,residential,False,False,80.233,"LINESTRING (10.4898507 48.848744, 10.4896579 48.8485599, 10.4895052 48.8484035, 10.4893844 48.8482942, 10.4892994 48.8482297, 10.4892041 48.848163)",,,,,
25048874,,,An der Reimlinger Mauer,residential,False,True,106.556,"LINESTRING (10.4908844 48.848109, 10.4907531 48.8480636, 10.490445 48.8479968, 10.4897771 48.847819, 10.4897136 48.8477717, 10.4895569 48.8477335)",30,,,,
"[116079340, 25031078]",,,Hintere Reimlinger Gasse,residential,False,True,103.889,"LINESTRING (10.4908844 48.848109, 10.4907656 48.848214, 10.4906153 48.8482961, 10.4904724 48.8483865, 10.4901853 48.8485539, 10.4900659 48.848629, 10.4899381 48.8487084, 10.4898507 48.848744)",,,,,
"[386422419, 173830771, 173830772]",,,An der Reimlinger Mauer,residential,False,False,74.161,"LINESTRING (10.4908844 48.848109, 10.4909945 48.8480891, 10.4910871 48.8481081, 10.4911574 48.8481284, 10.4911966 48.8481427, 10.4912567 48.8481676, 10.4914454 48.8483229, 10.4915019 48.8483705, 10.4916405 48.8484793)",30,,,,
25031079,,,Lebergasse,residential,False,False,48.33,"LINESTRING (10.4892041 48.848163, 10.4891111 48.8481193, 10.4889858 48.848061, 10.4887976 48.8480076, 10.4886246 48.8479595)",,,,,
25031079,,,Lebergasse,residential,False,True,80.233,"LINESTRING (10.4892041 48.848163, 10.4892994 48.8482297, 10.4893844 48.8482942, 10.4895052 48.8484035, 10.4896579 48.8485599, 10.4898507 48.848744)",,,,,
25031334,,,Basteigasse,residential,False,False,55.525,"LINESTRING (10.4892041 48.848163, 10.4893655 48.8480229, 10.4894766 48.8479321, 10.4895498 48.8477943, 10.4895569 48.8477335)",,,,,
25031334,,,Basteigasse,residential,False,True,53.602000000000004,"LINESTRING (10.4892041 48.848163, 10.4889439 48.8483741, 10.4887512 48.8485418)",,,,,
25031333,,,Salvatorgäßchen,residential,False,False,49.731,"LINESTRING (10.4882304 48.8483234, 10.4884734 48.848114, 10.4886246 48.8479595)",30,,,,
480460215,,,Salvatorgasse,residential,False,False,14.190999999999999,"LINESTRING (10.4882304 48.8483234, 10.4881114 48.8482899, 10.4880521 48.8482732)",,,,,
480460215,,,Salvatorgasse,residential,False,True,45.2,"LINESTRING (10.4882304 48.8483234, 10.4883637 48.8483774, 10.4885157 48.8484461, 10.4887512 48.8485418)",,,,,
25031334,,,Basteigasse,residential,False,False,53.602000000000004,"LINESTRING (10.4887512 48.8485418, 10.4889439 48.8483741, 10.4892041 48.848163)",,,,,
480460215,,,Salvatorgasse,residential,False,False,45.2,"LINESTRING (10.4887512 48.8485418, 10.4885157 48.8484461, 10.4883637 48.8483774, 10.4882304 48.8483234)",,,,,
1215605115,,,Salvatorgasse,residential,False,True,26.433999999999997,"LINESTRING (10.4887512 48.8485418, 10.4889135 48.8486227, 10.4890229 48.8486974)",,,,,
480460218,,,Basteigasse,residential,False,False,3.088,"LINESTRING (10.4895569 48.8477335, 10.4895668 48.8477065)",,,,,
25031334,,,Basteigasse,residential,False,True,55.525,"LINESTRING (10.4895569 48.8477335, 10.4895498 48.8477943, 10.4894766 48.8479321, 10.4893655 48.8480229, 10.4892041 48.848163)",,,,,
25048874,,,An der Reimlinger Mauer,residential,False,False,106.55599999999998,"LINESTRING (10.4895569 48.8477335, 10.4897136 48.8477717, 10.4897771 48.847819, 10.490445 48.8479968, 10.4907531 48.8480636, 10.4908844 48.848109)",30,,,,
25031079,,,Lebergasse,residential,False,True,48.330000000000005,"LINESTRING (10.4886246 48.8479595, 10.4887976 48.8480076, 10.4889858 48.848061, 10.4891111 48.8481193, 10.4892041 48.848163)",,,,,
25031333,,,Salvatorgäßchen,residential,False,False,39.188,"LINESTRING (10.4886246 48.8479595, 10.4887574 48.8477718, 10.4888216 48.8476327)",30,,,,
25031333,,,Salvatorgäßchen,residential,False,True,49.731,"LINESTRING (10.4886246 48.8479595, 10.4884734 48.848114, 10.4882304 48.8483234)",30,,,,
25048875,,,An der Reimlinger Mauer,residential,False,True,53.311,"LINESTRING (10.4914129 48.8489132, 10.4914005 48.8488243, 10.4914069 48.8487279, 10.4914619 48.8486569, 10.4915114 48.8485897, 10.4916405 48.8484793)",,,,,
26472602,,,Reimlinger Straße,unclassified,False,False,34.358000000000004,"LINESTRING (10.4914129 48.8489132, 10.4914605 48.8489036, 10.4917242 48.8488336, 10.4918449 48.8487932)",30,,,,
26472602,,,Reimlinger Straße,unclassified,False,True,118.37299999999999,"LINESTRING (10.4914129 48.8489132, 10.4907544 48.8491574, 10.4905951 48.8492143, 10.4902099 48.8493512, 10.4901562 48.8493743, 10.4900896 48.8494106, 10.4900258 48.8494544)",30,,,,
25031074,,,Löpsinger Straße,unclassified,False,False,26.738,"LINESTRING (10.4917283 48.853443, 10.491975 48.8536204)",30,,,,
469369367,,,Am Plätzle,residential,False,False,25.745,"LINESTRING (10.4917283 48.853443, 10.4914557 48.8535894)",,,,,
25031074,,,Löpsinger Straße,unclassified,False,True,50.12499999999999,"LINESTRING (10.4917283 48.853443, 10.4916752 48.8534057, 10.4916268 48.853385, 10.4913404 48.8531507, 10.4913009 48.8530955)",30,,,,
25031074,,,Löpsinger Straße,unclassified,False,True,26.738,"LINESTRING (10.491975 48.8536204, 10.4917283 48.853443)",30,,,,
25031074,,,Löpsinger Straße,unclassified,False,False,88.746,"LINESTRING (10.491975 48.8536204, 10.4921016 48.8537217, 10.4924169 48.8539782, 10.492688 48.8542642)",30,,,,
25048434,,,Frauengasse,residential,False,True,69.591,"LINESTRING (10.491975 48.8536204, 10.4921811 48.8535147, 10.4923803 48.8534083, 10.4925571 48.8532781, 10.4925724 48.8532693, 10.4926834 48.8532053)",30,,,,
"[466993928, 25031074, 29567917]",,,"['Löpsinger Straße', 'Nürnberger Straße']",unclassified,False,False,49.89099999999999,"LINESTRING (10.492688 48.8542642, 10.4927072 48.8542909, 10.4928196 48.8544403, 10.4929704 48.8546194, 10.4930011 48.8546626)",30,,building_passage,,
25031074,,,Löpsinger Straße,unclassified,False,True,88.746,"LINESTRING (10.492688 48.8542642, 10.4924169 48.8539782, 10.4921016 48.8537217, 10.491975 48.8536204)",30,,,,
25048215,,,An der Löpsinger Mauer,residential,False,False,82.604,"LINESTRING (10.492688 48.8542642, 10.4925955 48.8543483, 10.4925148 48.8544067, 10.4922473 48.8545296, 10.4917931 48.8547029)",30,,,,
25048444,,,An der Löpsinger Mauer,residential,False,True,86.59500000000001,"LINESTRING (10.492688 48.8542642, 10.4927598 48.854264, 10.4928376 48.854274, 10.4929631 48.8542278, 10.4931771 48.8541167, 10.493298 48.8540425, 10.4933843 48.853943, 10.4934923 48.8537754)",30,,,,
25048446,,,Löpsinger Graben,residential,False,False,342.88599999999985,"LINESTRING (10.4930011 48.8546626, 10.4932622 48.8545501, 10.4934597 48.8544558, 10.4935906 48.854388, 10.4937811 48.8542456, 10.4938548 48.8541961, 10.4939894 48.8539791, 10.4941088 48.853768, 10.4942326 48.8535855, 10.494303 48.8533296, 10.494327 48.8532717, 10.4944641 48.8528697, 10.4945506 48.8526421, 10.4945893 48.852567, 10.4946714 48.8525015, 10.4948168 48.8524362, 10.4950162 48.852353, 10.4951932 48.8522942, 10.4953408 48.8521707)",,,,,
29567917,,,Nürnberger Straße,unclassified,False,False,70.011,"LINESTRING (10.4930011 48.8546626, 10.4931328 48.8548261, 10.4933208 48.855049, 10.4933559 48.8550943, 10.4934554 48.8552167)",,,,,
"[466993928, 25031074, 29567917]",,,"['Löpsinger Straße', 'Nürnberger Straße']",unclassified,False,True,49.891,"LINESTRING (10.4930011 48.8546626, 10.4929704 48.8546194, 10.4928196 48.8544403, 10.4927072 48.8542909, 10.492688 48.8542642)",30,,building_passage,,
