osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel,bridge,width
"[1154074464, 825515901, 1154074463, 50412447]",False,2,Hauptstraße,tertiary,30,True,203.149,"LINESTRING (7.7044005 47.8428477, 7.7045724 47.8426858, 7.704825 47.8424232, 7.7049271 47.8423035, 7.7049404 47.8422861, 7.7050174 47.8421882, 7.7052252 47.8419452, 7.7053038 47.8418581, 7.7053859 47.8417775, 7.7055477 47.8416739, 7.7056668 47.8416251, 7.7057991 47.8415926, 7.7059677 47.8415815, 7.7061401 47.8415794)",,,,yes,
926338164,False,2,Hauptstraße,tertiary,30,True,4.844,"LINESTRING (7.7115511 47.839839, 7.7116124 47.8398533)",,,,,
283208532,False,,Klostergasse,residential,,True,98.41199999999999,"LINESTRING (7.7115511 47.839839, 7.7113739 47.8399006, 7.7111419 47.8399762, 7.7110457 47.8400282, 7.7109732 47.8400934, 7.7107965 47.8402036, 7.7108813 47.8403087, 7.7109044 47.8404401)",,,,,
"[145349874, 926338163, 926338164]",False,2,Hauptstraße,tertiary,30,False,19.537,"LINESTRING (7.7115511 47.839839, 7.7115192 47.8398221, 7.711408 47.8397445, 7.7113679 47.8397139)",,,,yes,
283208531,False,2,Hauptstraße,tertiary,30,True,70.44,"LINESTRING (7.7084858 47.8406187, 7.7092697 47.8402659)",,,,,
30027653,False,2,Hauptstraße,tertiary,30,True,22.608,"LINESTRING (7.7084858 47.8406187, 7.708327 47.8406977, 7.7082416 47.840739)",,,,,
185449206,False,,Marktplatz,residential,30,False,31.934,"LINESTRING (7.7084858 47.8406187, 7.7084533 47.8405899, 7.708365 47.8405119, 7.7081376 47.8404999)",,,,,
216499900,False,,Bannholzweg,unclassified,,True,229.26899999999998,"LINESTRING (7.7116079 47.8360669, 7.7115168 47.8363275, 7.7114654 47.8365446, 7.7113693 47.8368776, 7.7112934 47.8370572, 7.7112083 47.8371527, 7.7110998 47.8373447, 7.7109605 47.8375097, 7.7108638 47.8376954, 7.7108317 47.8378414, 7.7108558 47.8379237, 7.7108722 47.8380372)",,,,,
145350681,False,2,Bannholzweg,unclassified,,True,42.775999999999996,"LINESTRING (7.7108722 47.8380372, 7.7108969 47.8381892, 7.7110861 47.8383831)",,,,,
"[145350688, 145350691]",False,2,Klosterwaldstraße,residential,30,False,230.596,"LINESTRING (7.7108722 47.8380372, 7.7109438 47.8379797, 7.7111155 47.8378166, 7.711475 47.8375819, 7.7119611 47.8374398, 7.712262 47.8373564, 7.7126306 47.8373141, 7.71281 47.8373323, 7.7128836 47.8374246, 7.7130619 47.8378174)",,,,,
216499900,False,,Bannholzweg,unclassified,,False,229.269,"LINESTRING (7.7108722 47.8380372, 7.7108558 47.8379237, 7.7108317 47.8378414, 7.7108638 47.8376954, 7.7109605 47.8375097, 7.7110998 47.8373447, 7.7112083 47.8371527, 7.7112934 47.8370572, 7.7113693 47.8368776, 7.7114654 47.8365446, 7.7115168 47.8363275, 7.7116079 47.8360669)",,,,,
145350688,False,2,Klosterwaldstraße,residential,,True,86.38900000000001,"LINESTRING (7.7134642 47.8385453, 7.7133768 47.8383504, 7.7133419 47.8382913, 7.7130619 47.8378174)",,,,,
145350696,False,,Obertalstraße,residential,,False,48.827999999999996,"LINESTRING (7.7134642 47.8385453, 7.7135704 47.8384896, 7.7140007 47.8382943)",,,,,
145350696,False,,Obertalstraße,residential,,True,136.28900000000002,"LINESTRING (7.7134642 47.8385453, 7.7132589 47.8387148, 7.713162 47.8387642, 7.7127736 47.8389324, 7.7126136 47.8390129, 7.7123505 47.8391158, 7.712137 47.8391802, 7.7119762 47.8392317)",,,,,
145349874,False,2,Hauptstraße,tertiary,30,False,44.992,"LINESTRING (7.7113679 47.8397139, 7.7113117 47.8396963, 7.7112453 47.8396894, 7.7110183 47.8396855, 7.7108835 47.8396953, 7.7107757 47.8397129)",,,,,
"[145349874, 926338163, 926338164]",False,2,Hauptstraße,tertiary,30,True,19.537,"LINESTRING (7.7113679 47.8397139, 7.711408 47.8397445, 7.7115192 47.8398221, 7.7115511 47.839839)",,,,yes,
145350685,False,,Im Winkel,residential,,True,75.76400000000001,"LINESTRING (7.7113679 47.8397139, 7.7114864 47.8396695, 7.7116333 47.8396209, 7.7117634 47.8395866, 7.7119025 47.8395663, 7.7118851 47.8393723, 7.7118142 47.8392882)",,,,,
164809838,False,,Im Brühl,residential,,True,31.913999999999998,"LINESTRING (7.7054212 47.8410572, 7.7056647 47.8408934, 7.7057232 47.840854)",,,,,
27181419,False,,Am Schlittenbuck,residential,,True,343.789,"LINESTRING (7.7139487 47.8373358, 7.7152646 47.8369975, 7.7153724 47.8369915, 7.7154912 47.8370209, 7.7156057 47.8371766, 7.7156072 47.8372459, 7.7152005 47.8373657, 7.7140543 47.8376575, 7.7139367 47.8377195, 7.7139134 47.837788, 7.7139535 47.8378792, 7.7141505 47.8382126)",,,,,
"[283208532, 145349878]",False,,Klostergasse,residential,,False,14.523,"LINESTRING (7.7102023 47.840859, 7.7102029 47.8408772, 7.7102251 47.8408916, 7.710256 47.8408977, 7.710276 47.8408938, 7.7102955 47.8408844, 7.7103035 47.8408673, 7.7102956 47.8408459)",,,,,
1077438284,False,,Klostergasse,residential,,True,8.562999999999999,"LINESTRING (7.7102023 47.840859, 7.7102257 47.8408389, 7.710264 47.8408326, 7.7102956 47.8408459)",,,,,
145349878,False,,Klostergasse,residential,,True,17.021,"LINESTRING (7.7102023 47.840859, 7.7101334 47.8408474, 7.7100019 47.8407898)",,,,,
50412447,False,2,Hauptstraße,tertiary,30,False,118.26,"LINESTRING (7.7040573 47.8431537, 7.7039729 47.8432295, 7.703325 47.8437803, 7.7030671 47.8439838)",,,,,
50412447,False,2,Hauptstraße,tertiary,30,True,42.589,"LINESTRING (7.7040573 47.8431537, 7.7042383 47.8429926, 7.7042616 47.8429717, 7.7044005 47.8428477)",,,,,
1214295829,False,,,residential,,True,87.166,"LINESTRING (7.7040573 47.8431537, 7.7031536 47.8426909, 7.7031349 47.8426741)",,,,,
1214295829,False,,,residential,,False,122.46100000000001,"LINESTRING (7.7039458 47.8419567, 7.7029806 47.8424089, 7.7029458 47.8424503, 7.7029581 47.8425152, 7.7031349 47.8426741)",,,,,
1214463950,False,,,residential,,True,45.896,"LINESTRING (7.7031349 47.8426741, 7.7026467 47.8429251)",,,,,
1214295829,False,,,residential,,False,87.166,"LINESTRING (7.7031349 47.8426741, 7.7031536 47.8426909, 7.7040573 47.8431537)",,,,,
1214295829,False,,,residential,,True,122.461,"LINESTRING (7.7031349 47.8426741, 7.7029581 47.8425152, 7.7029458 47.8424503, 7.7029806 47.8424089, 7.7039458 47.8419567)",,,,,
