osmid,bridge,name,highway,maxspeed,oneway,reversed,length,geometry
41215430,yes,Hoddelkestraße,residential,50,False,False,18.595,"LINESTRING (7.3956054 53.5117973, 7.395331 53.5118339)"
1124981405,,Deichhauser Straße,residential,50,False,True,74.288,"LINESTRING (7.3956054 53.5117973, 7.3953559 53.5111459)"
141749489,,Deichhauser Straße,residential,50,False,False,27.223000000000003,"LINESTRING (7.3956054 53.5117973, 7.395612 53.5118208, 7.3956817 53.512009, 7.3956914 53.5120367)"
261222073,,Deichhauser Straße,residential,50,False,False,365.72299999999996,"LINESTRING (7.3941569 53.5079351, 7.3946617 53.5092783, 7.394786 53.5096121, 7.3951928 53.5107047, 7.3953559 53.5111459)"
59432289,,Hoddelkestraße,residential,50,False,True,176.041,"LINESTRING (7.3908314 53.5130359, 7.3913118 53.5128621, 7.3914522 53.5128182, 7.3916614 53.5127527, 7.3921046 53.5126414, 7.3932291 53.5123541)"
41215430,yes,Hoddelkestraße,residential,50,False,True,18.595,"LINESTRING (7.395331 53.5118339, 7.3956054 53.5117973)"
59432289,,Hoddelkestraße,residential,50,False,False,150.546,"LINESTRING (7.395331 53.5118339, 7.3940991 53.5121318, 7.3932291 53.5123541)"
141749489,,Deichhauser Straße,residential,50,False,False,387.72800000000007,"LINESTRING (7.3956914 53.5120367, 7.3961413 53.5133144, 7.3962252 53.5136589, 7.3961393 53.5140162, 7.3959162 53.5142983, 7.3955395 53.5147748, 7.395144 53.5153319, 7.3951247 53.5153591)"
141749489,,Deichhauser Straße,residential,50,False,True,27.223000000000003,"LINESTRING (7.3956914 53.5120367, 7.3956817 53.512009, 7.395612 53.5118208, 7.3956054 53.5117973)"
141749489,,Deichhauser Straße,residential,50,False,True,387.72800000000007,"LINESTRING (7.3951247 53.5153591, 7.395144 53.5153319, 7.3955395 53.5147748, 7.3959162 53.5142983, 7.3961393 53.5140162, 7.3962252 53.5136589, 7.3961413 53.5133144, 7.3956914 53.5120367)"
1124981405,,Deichhauser Straße,residential,50,False,False,74.288,"LINESTRING (7.3953559 53.5111459, 7.3956054 53.5117973)"
261222073,,Deichhauser Straße,residential,50,False,True,365.72299999999996,"LINESTRING (7.3953559 53.5111459, 7.3951928 53.5107047, 7.394786 53.5096121, 7.3946617 53.5092783, 7.3941569 53.5079351)"
183974643,,Hoddelkestraße,residential,,False,False,94.449,"LINESTRING (7.3932291 53.5123541, 7.3944701 53.5127747)"
59432289,,Hoddelkestraße,residential,50,False,False,176.041,"LINESTRING (7.3932291 53.5123541, 7.3921046 53.5126414, 7.3916614 53.5127527, 7.3914522 53.5128182, 7.3913118 53.5128621, 7.3908314 53.5130359)"
59432289,,Hoddelkestraße,residential,50,False,True,150.546,"LINESTRING (7.3932291 53.5123541, 7.3940991 53.5121318, 7.395331 53.5118339)"
183974643,,Hoddelkestraße,residential,,False,True,94.449,"LINESTRING (7.3944701 53.5127747, 7.3932291 53.5123541)"
