osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,width,tunnel
25663739,True,Hohenzollernstraße,residential,30,False,81.105,"LINESTRING (8.141786 49.3521589, 8.1418311 49.3514301)",,,,,
213251861,True,Hindenburgstraße,residential,30,False,79.053,"LINESTRING (8.141786 49.3521589, 8.141287 49.3520463, 8.1407734 49.3518956)",,,,,
9051849,False,Exterstraße,secondary,50,True,52.152,"LINESTRING (8.1407734 49.3518956, 8.1408508 49.3514293)",3,,,,
24008034,False,Karl-Helfferich-Straße,secondary,50,False,81.643,"LINESTRING (8.1407734 49.3518956, 8.1406667 49.3523114, 8.140613 49.3526221)",2,,,,
12834152,False,Heinestraße,unclassified,,False,64.94800000000001,"LINESTRING (8.140613 49.3526221, 8.1404665 49.3526146, 8.1402279 49.3526097, 8.1397782 49.3525701, 8.1397215 49.3525651)",,,,,
12834174,True,Heinestraße,residential,30,False,83.118,"LINESTRING (8.140613 49.3526221, 8.1410194 49.3526468, 8.1417561 49.3526876)",,,,,
24008034,False,Karl-Helfferich-Straße,secondary,50,False,99.10499999999999,"LINESTRING (8.140613 49.3526221, 8.1406044 49.3529036, 8.1406094 49.3535133)",2,,,,
24008034,False,Karl-Helfferich-Straße,secondary,50,True,81.643,"LINESTRING (8.140613 49.3526221, 8.1406667 49.3523114, 8.1407734 49.3518956)",2,,,,
12834152,False,Heinestraße,unclassified,,True,64.94800000000001,"LINESTRING (8.1397215 49.3525651, 8.1397782 49.3525701, 8.1402279 49.3526097, 8.1404665 49.3526146, 8.140613 49.3526221)",,,,,
25963383,False,Mittelgasse,living_street,,True,158.407,"LINESTRING (8.1375263 49.3534584, 8.1375906 49.3536484, 8.137605 49.3538971, 8.1376886 49.3546697, 8.1376825 49.3548763)",,,,,
1225154099,False,Hauptstraße,living_street,,False,6.368,"LINESTRING (8.1369007 49.3516981, 8.1368964 49.3517553)",,,,,
1225154099,False,Hauptstraße,living_street,,True,6.873,"LINESTRING (8.1369007 49.3516981, 8.1369021 49.3516363)",,,,,
"[725801628, 1225154100]",True,Fröbelstraße,"['living_street', 'residential']",30,False,112.22999999999999,"LINESTRING (8.1369007 49.3516981, 8.1366876 49.3516978, 8.1353513 49.3516959)",,,,,
201274506,True,Talstraße,primary,50,False,49.175,"LINESTRING (8.1322698 49.3518701, 8.1321336 49.351893, 8.1318658 49.3519137, 8.1315979 49.3519258)",1,B 39,,,
1135640078,False,Kohlplatz,residential,30,False,30.945999999999998,"LINESTRING (8.1322698 49.3518701, 8.1322242 49.3520047, 8.1321488 49.3521363)",,,,,
12834170,False,Konrad-Adenauer-Straße,residential,30,False,83.421,"LINESTRING (8.139458 49.3535118, 8.1398238 49.353504, 8.1406094 49.3535133)",,,,,
"[12834171, 81002446]",True,Friedrichstraße,residential,30,False,199.098,"LINESTRING (8.139458 49.3535118, 8.1394075 49.3536315, 8.1393003 49.3538648, 8.1391646 49.3541384, 8.13862 49.3552169)",,,,,
