osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
"[94973800, 896634248]","['2', '3']",Prussman Avenue,residential,50,False,True,87.61999999999999,"LINESTRING (7.3303147 49.616139, 7.330158 49.6162724, 7.3301287 49.6162974, 7.3300917 49.6163299, 7.3300524 49.6163627, 7.3300169 49.6163918, 7.3299837 49.6164151, 7.3299509 49.6164344, 7.3299053 49.6164548, 7.329859 49.6164707, 7.3297919 49.6164876, 7.3297276 49.6164989, 7.3296511 49.6165115, 7.3293487 49.6165448)",,
122321001,3,Aulenbacher Straße,tertiary,50,False,False,47.31699999999999,"LINESTRING (7.3303147 49.616139, 7.3304401 49.6160155, 7.3304787 49.6159776, 7.3305731 49.6158781, 7.3306576 49.6157764)",,
224150049,2,Kennedyallee,residential,50,False,True,36.535,"LINESTRING (7.3303147 49.616139, 7.330547 49.61613, 7.3306558 49.6161257, 7.3308209 49.6161193)",,
224150050,3,Kennedyallee,tertiary,50,False,True,75.05,"LINESTRING (7.3303147 49.616139, 7.3300636 49.6161516, 7.3300167 49.6161539, 7.3292761 49.6161912)",,
"[391451209, 122318265]",,"['Schubertstraße', 'Aulenbacher Straße']",residential,50,False,True,226.41,"LINESTRING (7.3329988 49.6123577, 7.332918 49.6122915, 7.3328481 49.612261, 7.3327559 49.6122347, 7.3326807 49.6122257, 7.3325709 49.6122189, 7.3323358 49.6122234, 7.3320337 49.6122426, 7.3317904 49.6122804, 7.3313731 49.6123738, 7.3314097 49.6124472, 7.3314911 49.6126104, 7.3315218 49.612723, 7.33153 49.6128363, 7.3315179 49.6132734)",,
896631400,2,Aulenbacher Straße,tertiary,50,False,True,119.09100000000001,"LINESTRING (7.3329988 49.6123577, 7.3329274 49.6124036, 7.3328604 49.6124644, 7.3327638 49.61255, 7.332558 49.6127366, 7.3322971 49.6129732, 7.3320278 49.6132233)",,
1181733267,2,Schubertstraße,tertiary,50,False,False,75.689,"LINESTRING (7.3329988 49.6123577, 7.3330817 49.6123228, 7.3331963 49.6122902, 7.3333217 49.6122698, 7.3334431 49.6122607, 7.3337768 49.6122674, 7.3338729 49.6122695, 7.3340178 49.6122726)",,
121728668,,Badegasse,residential,50,False,True,118.92800000000001,"LINESTRING (7.338522 49.6152959, 7.3385634 49.6153459, 7.3386184 49.6153819, 7.3386902 49.615418, 7.339303 49.6156908, 7.3394134 49.6157417, 7.3394711 49.6157691, 7.3395596 49.6158195, 7.3397878 49.6159701)",,
122321000,,Hauptstraße,residential,50,False,False,105.06899999999999,"LINESTRING (7.338522 49.6152959, 7.3384478 49.6153099, 7.3383012 49.6153528, 7.3381553 49.6154111, 7.3379863 49.6154896, 7.337775 49.6156151, 7.3375698 49.6157356, 7.3374899 49.6157699, 7.3374014 49.615796, 7.3373196 49.615809)",,
121727343,,Pfennigstraße,residential,50,False,False,109.086,"LINESTRING (7.3373196 49.615809, 7.337345 49.6158846, 7.3374047 49.616044, 7.3374403 49.6161248, 7.3374939 49.61621, 7.3375536 49.6162795, 7.337624 49.6163512, 7.337736 49.6164529, 7.3379036 49.6165932, 7.3379998 49.6166672)",,
