osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge
293556309,2,St 2344,Münchner Straße,secondary,50,False,False,226.79199999999997,"LINESTRING (11.4266892 48.1019015, 11.4262335 48.1017534, 11.4260987 48.1017131, 11.425897 48.1016611, 11.4255831 48.1015849, 11.4252269 48.1015127, 11.4250265 48.1014863, 11.4246926 48.1014583, 11.4242786 48.1014318, 11.4241584 48.1014176, 11.4241056 48.1014114, 11.4239619 48.1013638, 11.4238139 48.1012903)",,
325182796,,St 2344,Münchner Straße,secondary,50,False,True,127.878,"LINESTRING (11.4266892 48.1019015, 11.427052 48.1020029, 11.4272214 48.1020346, 11.4272785 48.1020453, 11.4273458 48.1020579, 11.4274622 48.1020796, 11.427739 48.1021063, 11.4279771 48.1021004, 11.4281273 48.1020855, 11.4282418 48.1020898, 11.4283575 48.1021064)",,
"[1216264721, 35819826]",2,,Bahnhofstraße,tertiary,,False,True,29.033,"LINESTRING (11.4266892 48.1019015, 11.4266488 48.1019616, 11.4266388 48.1019755, 11.4265868 48.1020307, 11.4265309 48.1020619, 11.4264407 48.1020887)",,
633256392,,St 2063,Pasinger Straße,secondary,30,False,True,25.636,"LINESTRING (11.4234794 48.102708, 11.4233715 48.102927)",,
25165892,2,,Bahnhofstraße,tertiary,,False,True,25.85,"LINESTRING (11.4234794 48.102708, 11.4233822 48.1027471, 11.4231667 48.1028091)",,
"[1216264720, 35819825, 1216262927, 1216278271]",,St 2063,Pasinger Straße,secondary,30,True,False,161.85200000000003,"LINESTRING (11.4234794 48.102708, 11.423487 48.1026804, 11.4235491 48.1024284, 11.4235568 48.102096, 11.423564 48.1018929, 11.4235882 48.1017274, 11.4236063 48.1016041, 11.4236279 48.101521, 11.4237746 48.1013396, 11.4238139 48.1012903)",no,
35819826,2,,Bahnhofstraße,tertiary,,False,False,230.68300000000002,"LINESTRING (11.4234794 48.102708, 11.4235968 48.102664, 11.4237745 48.1026265, 11.4242477 48.1025225, 11.4245437 48.1024642, 11.4253019 48.1023043, 11.425722 48.1022238, 11.4257911 48.1022106, 11.4261791 48.1021365, 11.426265 48.1021201, 11.4264407 48.1020887)",,
325182796,,St 2344,Münchner Straße,secondary,50,False,False,127.878,"LINESTRING (11.4283575 48.1021064, 11.4282418 48.1020898, 11.4281273 48.1020855, 11.4279771 48.1021004, 11.427739 48.1021063, 11.4274622 48.1020796, 11.4273458 48.1020579, 11.4272785 48.1020453, 11.4272214 48.1020346, 11.427052 48.1020029, 11.4266892 48.1019015)",,
"[25166201, 385760098, 38660450, 35819823]","['2', '3']",M 21,Germeringer Straße,secondary,30,False,False,69.074,"LINESTRING (11.4237211 48.1058502, 11.423522 48.1058375, 11.4234685 48.1058316, 11.4234625 48.105831, 11.4232825 48.1058113, 11.4231094 48.1057922, 11.4229238 48.1057663, 11.4228014 48.1057627)",,yes
"[35819824, 823517985, 385760108, 389290878]","['2', '3']",St 2063,Pasinger Straße,secondary,"['50', '30']",False,False,191.161,"LINESTRING (11.4237211 48.1058502, 11.4237096 48.1057306, 11.4237072 48.105706, 11.4236695 48.1054044, 11.4235751 48.1050912, 11.4235392 48.104975, 11.4234981 48.1048165, 11.4234565 48.1046463, 11.4234228 48.1044161, 11.4234068 48.1042436, 11.4233968 48.1041474)",,
385760114,3,St 2063,Pasinger Straße,secondary,50,False,True,29.081,"LINESTRING (11.4237211 48.1058502, 11.4237265 48.1059406, 11.423728 48.1059661, 11.4237514 48.1061108)",,
490600396,3,M 21,Germeringer Straße,secondary,50,False,True,21.717,"LINESTRING (11.4237211 48.1058502, 11.4238364 48.1058567, 11.4238765 48.1058589, 11.424013 48.1058607)",,
"[25166201, 38660450, 385760098, 35819823]","['2', '3']",M 21,Germeringer Straße,secondary,30,False,True,69.074,"LINESTRING (11.4228014 48.1057627, 11.4229238 48.1057663, 11.4231094 48.1057922, 11.4232825 48.1058113, 11.4234625 48.105831, 11.4234685 48.1058316, 11.423522 48.1058375, 11.4237211 48.1058502)",,yes
362301477,2,M 21,Germeringer Straße,secondary,30,False,False,11.089,"LINESTRING (11.4228014 48.1057627, 11.4227436 48.1057674, 11.4226551 48.1057819)",,
18774200,,,Mathildenstraße,residential,30,False,False,158.189,"LINESTRING (11.4189939 48.1067931, 11.4191243 48.1070066, 11.4194703 48.1072481, 11.4195094 48.1072728, 11.4196945 48.1073896, 11.4204039 48.1078374)",,
30600766,2,M 21,Germeringer Straße,secondary,30,False,True,80.997,"LINESTRING (11.4189939 48.1067931, 11.4192821 48.1067139, 11.4194071 48.1066796, 11.4200027 48.1065159)",,
"[388777904, 389290809]",,,Mathildenstraße,residential,30,False,True,76.162,"LINESTRING (11.4189939 48.1067931, 11.4188671 48.1065807, 11.4185931 48.1061627)",,
"[388777649, 389295370, 1030728012]",2,M 21,Germeringer Straße,secondary,30,False,False,184.21500000000003,"LINESTRING (11.4189939 48.1067931, 11.4184424 48.1069642, 11.4178603 48.1071562, 11.4175905 48.1072453, 11.417415 48.1073033, 11.4169747 48.1074497, 11.4167644 48.1075197)",,
159692416,,,Hofmarkstraße,residential,30,False,False,80.82,"LINESTRING (11.4167644 48.1075197, 11.41666 48.1074542, 11.4165336 48.1071997, 11.4164198 48.1069704, 11.4163625 48.1068551)",,
"[388777649, 389295370, 1030728012]",2,M 21,Germeringer Straße,secondary,30,False,True,184.215,"LINESTRING (11.4167644 48.1075197, 11.4169747 48.1074497, 11.417415 48.1073033, 11.4175905 48.1072453, 11.4178603 48.1071562, 11.4184424 48.1069642, 11.4189939 48.1067931)",,
293556309,2,St 2344,Münchner Straße,secondary,50,False,True,226.79200000000003,"LINESTRING (11.4238139 48.1012903, 11.4239619 48.1013638, 11.4241056 48.1014114, 11.4241584 48.1014176, 11.4242786 48.1014318, 11.4246926 48.1014583, 11.4250265 48.1014863, 11.4252269 48.1015127, 11.4255831 48.1015849, 11.425897 48.1016611, 11.4260987 48.1017131, 11.4262335 48.1017534, 11.4266892 48.1019015)",,
