osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,access
153917834,,L 280,tertiary,50,True,False,112.477,"LINESTRING (6.8393882 51.0962109, 6.8391298 51.0961607, 6.8387899 51.0960771, 6.8383401 51.0959682, 6.8381556 51.095921, 6.8378993 51.0958307)",Florastraße,
32818061,,,residential,50,False,True,62.396,"LINESTRING (6.8426031 51.0900578, 6.8425616 51.0901205, 6.8425451 51.0901453, 6.8423833 51.0903892, 6.8422515 51.0905736)",Frankenstraße,
56427395,,K 18,secondary,50,False,True,119.71099999999998,"LINESTRING (6.8426031 51.0900578, 6.8426543 51.0900701, 6.8427503 51.0900932, 6.843221 51.0902063, 6.8432981 51.0902241, 6.8434602 51.0902607, 6.8438053 51.0903396, 6.8440628 51.0904052, 6.8442045 51.0904413)",Europastraße,
27085347,,,living_street,,False,False,11.797,"LINESTRING (6.8452066 51.0915832, 6.8453019 51.0916022, 6.8453701 51.0915959)",Xantener Weg,yes
297019536,,,residential,30,False,False,91.24500000000002,"LINESTRING (6.8452066 51.0915832, 6.8452282 51.0915067, 6.8452083 51.0914282, 6.8451705 51.0913419, 6.845118 51.091207, 6.8451052 51.0911537, 6.8451155 51.0910874, 6.8451455 51.0910031, 6.8451768 51.0909179, 6.8451959 51.0908753, 6.8452218 51.0908336, 6.8452538 51.090786)",Unter den Hecken,
297019536,,,residential,30,False,True,59.819,"LINESTRING (6.8452066 51.0915832, 6.8451774 51.0916334, 6.8448753 51.0920343, 6.8448466 51.0920711)",Unter den Hecken,
34123844,,,residential,30,False,True,106.597,"LINESTRING (6.84677 51.098301, 6.8473716 51.0976011, 6.8474977 51.0974583)",In der Au,
147068781,,,residential,30,False,False,195.98399999999998,"LINESTRING (6.84677 51.098301, 6.846455 51.0982031, 6.8456812 51.0979627, 6.8452712 51.0978312, 6.8442667 51.0975042)",Walhovener Straße,
25845102,,,unclassified,30,False,False,45.933,"LINESTRING (6.8375765 51.0957955, 6.8376303 51.0953838)",Römerstraße,
43543427,,L 280,tertiary,50,False,False,22.926000000000002,"LINESTRING (6.8375765 51.0957955, 6.8377162 51.0958041, 6.8377462 51.0958085, 6.8378993 51.0958307)",Florastraße,
200738037,,L 280,tertiary,50,False,True,52.028,"LINESTRING (6.8375765 51.0957955, 6.8372299 51.0958261, 6.8368466 51.0958861)",Florastraße,
147299350,,,unclassified,30,False,True,4.832,"LINESTRING (6.8384124 51.0940059, 6.8383832 51.0940453)",Römerstraße,
38316773,,,residential,30,False,True,165.92000000000002,"LINESTRING (6.8384124 51.0940059, 6.8383094 51.0939789, 6.837695 51.0938166, 6.8374882 51.0937639, 6.8370292 51.093649, 6.8362203 51.0934307)",Helbüchelstraße,
"[58731780, 50548022]",,,unclassified,30,False,False,144.443,"LINESTRING (6.8384124 51.0940059, 6.8384668 51.0939322, 6.8386048 51.0937386, 6.8388565 51.0933734, 6.8389202 51.093275, 6.8389728 51.0931872, 6.8390532 51.0930327, 6.839173 51.0927994)",Römerstraße,
"[26140769, 116189667, 1180992426, 1180992427, 1180992428, 1180992429, 26232053]",,,residential,30,False,False,225.26800000000003,"LINESTRING (6.839173 51.0927994, 6.8401539 51.0930172, 6.8402252 51.0930263, 6.8402945 51.0930307, 6.8403534 51.0930234, 6.8404195 51.0929962, 6.8404618 51.0929597, 6.8405068 51.0928982, 6.8405906 51.0927697, 6.8406714 51.0926486, 6.840796 51.0924407, 6.8408587 51.0923394, 6.8410612 51.0920189, 6.8410968 51.0918837)",Castellstraße,
50548022,,,unclassified,30,False,False,147.025,"LINESTRING (6.839173 51.0927994, 6.8392269 51.0926881, 6.8394934 51.0921743, 6.8395021 51.0921594, 6.8395404 51.0920938, 6.839559 51.0920657, 6.8395867 51.0920237, 6.8397196 51.0918382, 6.8397604 51.0917812, 6.8398087 51.0917155, 6.8398323 51.0916731, 6.8398489 51.0916359, 6.8398758 51.0915556)",Römerstraße,
"[58731780, 50548022]",,,unclassified,30,False,True,144.44299999999998,"LINESTRING (6.839173 51.0927994, 6.8390532 51.0930327, 6.8389728 51.0931872, 6.8389202 51.093275, 6.8388565 51.0933734, 6.8386048 51.0937386, 6.8384668 51.0939322, 6.8384124 51.0940059)",Römerstraße,
28524026,,,unclassified,50,False,True,155.14,"LINESTRING (6.8398758 51.0915556, 6.8397188 51.0915214, 6.8391058 51.0913935, 6.8390456 51.0913817, 6.8389354 51.0913583, 6.8381507 51.0912014, 6.8379756 51.0911608, 6.8377675 51.0911165)",Nettergasse,
50548022,,,unclassified,30,False,True,147.025,"LINESTRING (6.8398758 51.0915556, 6.8398489 51.0916359, 6.8398323 51.0916731, 6.8398087 51.0917155, 6.8397604 51.0917812, 6.8397196 51.0918382, 6.8395867 51.0920237, 6.839559 51.0920657, 6.8395404 51.0920938, 6.8395021 51.0921594, 6.8394934 51.0921743, 6.8392269 51.0926881, 6.839173 51.0927994)",Römerstraße,
147371682,,,unclassified,50,False,False,94.07700000000001,"LINESTRING (6.8398758 51.0915556, 6.8400456 51.0915869, 6.840211 51.0916169, 6.8403638 51.0916524, 6.8404869 51.091687, 6.840614 51.0917331, 6.8408953 51.091852, 6.8410221 51.0918882, 6.8410968 51.0918837)",Nettergasse,
32818061,,,residential,50,False,False,166.853,"LINESTRING (6.8410968 51.0918837, 6.841171 51.091835, 6.8412102 51.0917882, 6.8412456 51.0917364, 6.8413603 51.0915988, 6.8415452 51.0913769, 6.8416494 51.0912519, 6.8417269 51.091159, 6.8420883 51.0907774, 6.8422098 51.0906269, 6.8422515 51.0905736)",Frankenstraße,
"[26140769, 116189667, 1180992426, 1180992427, 1180992428, 1180992429, 26232053]",,,residential,30,False,True,225.26799999999997,"LINESTRING (6.8410968 51.0918837, 6.8410612 51.0920189, 6.8408587 51.0923394, 6.840796 51.0924407, 6.8406714 51.0926486, 6.8405906 51.0927697, 6.8405068 51.0928982, 6.8404618 51.0929597, 6.8404195 51.0929962, 6.8403534 51.0930234, 6.8402945 51.0930307, 6.8402252 51.0930263, 6.8401539 51.0930172, 6.839173 51.0927994)",Castellstraße,
147371682,,,unclassified,50,False,True,94.07699999999998,"LINESTRING (6.8410968 51.0918837, 6.8410221 51.0918882, 6.8408953 51.091852, 6.840614 51.0917331, 6.8404869 51.091687, 6.8403638 51.0916524, 6.840211 51.0916169, 6.8400456 51.0915869, 6.8398758 51.0915556)",Nettergasse,
1180992425,,,residential,,False,False,43.962999999999994,"LINESTRING (6.8410968 51.0918837, 6.8411624 51.0919794, 6.8412588 51.0920496, 6.8415233 51.0921582)",Nettergasse,
1146411867,,,unclassified,30,False,True,14.53,"LINESTRING (6.8376569 51.0952542, 6.8376303 51.0953838)",Römerstraße,
58731781,,,unclassified,30,False,False,56.956,"LINESTRING (6.8376569 51.0952542, 6.8377073 51.0949812, 6.8377393 51.0948604, 6.8377861 51.0947493)",Römerstraße,
143926700,,,residential,30,False,True,185.47300000000004,"LINESTRING (6.8376569 51.0952542, 6.8371085 51.0951967, 6.8369041 51.09517, 6.8366217 51.0951116, 6.8363116 51.0950308, 6.8361077 51.0949654, 6.8358976 51.0948854, 6.8356315 51.0947708, 6.8352342 51.0946242)",Vom-Stein-Straße,
28524026,,,unclassified,50,False,False,155.14,"LINESTRING (6.8377675 51.0911165, 6.8379756 51.0911608, 6.8381507 51.0912014, 6.8389354 51.0913583, 6.8390456 51.0913817, 6.8391058 51.0913935, 6.8397188 51.0915214, 6.8398758 51.0915556)",Nettergasse,
28524026,,,unclassified,50,False,True,182.048,"LINESTRING (6.8377675 51.0911165, 6.837569 51.0910686, 6.837352 51.0910123, 6.8371707 51.0909605, 6.837055 51.0909227, 6.8368812 51.0908586, 6.8365604 51.0907358, 6.8360282 51.0905311, 6.8356427 51.0903794, 6.8354934 51.090324)",Nettergasse,
28524091,,,residential,30,False,True,135.097,"LINESTRING (6.8377675 51.0911165, 6.8373657 51.0918745, 6.8371562 51.0922692)",Langemarkstraße,
28524026,,,unclassified,50,False,False,112.179,"LINESTRING (6.8340611 51.0898676, 6.8342513 51.0899271, 6.8343931 51.0899715, 6.8347474 51.0900825, 6.8350992 51.0901927, 6.8351452 51.0902071, 6.8354934 51.090324)",Nettergasse,
27085543,,,residential,,False,False,159.40800000000002,"LINESTRING (6.845125 51.0897701, 6.8454359 51.0899392, 6.8454901 51.0899687, 6.8456924 51.0900956, 6.845914 51.0902578, 6.8461263 51.0904132, 6.8461769 51.0904463, 6.8465894 51.0907167, 6.8467523 51.0907617)",Langenfelder Straße,
76234608,,,residential,30,False,True,98.531,"LINESTRING (6.845125 51.0897701, 6.8444787 51.090228, 6.8442825 51.0903777, 6.8442542 51.0904008, 6.8442045 51.0904413)",Kölner Straße,
191106485,,,residential,30,False,True,218.566,"LINESTRING (6.8368466 51.0958861, 6.8368663 51.0959954, 6.8368632 51.0960735, 6.8368448 51.0961471, 6.8367801 51.0962859, 6.8367346 51.0963899, 6.8362183 51.0975693, 6.8361507 51.0976729, 6.8360663 51.0977754)",Weingartenstraße,
200738037,,L 280,tertiary,50,False,False,52.028,"LINESTRING (6.8368466 51.0958861, 6.8372299 51.0958261, 6.8375765 51.0957955)",Florastraße,
26163745,,,residential,30,False,False,24.411,"LINESTRING (6.8337152 51.0971652, 6.8337785 51.0969493)",Brandenburger Straße,
27010511,,,residential,30,False,False,76.81,"LINESTRING (6.8337152 51.0971652, 6.8341211 51.0972436, 6.8344258 51.0973101, 6.834747 51.0974016)",Im Grunewald,
27010511,,,residential,30,False,True,101.06899999999999,"LINESTRING (6.8360663 51.0977754, 6.8352204 51.097535, 6.834747 51.0974016)",Im Grunewald,
191106485,,,residential,30,False,False,218.56599999999997,"LINESTRING (6.8360663 51.0977754, 6.8361507 51.0976729, 6.8362183 51.0975693, 6.8367346 51.0963899, 6.8367801 51.0962859, 6.8368448 51.0961471, 6.8368632 51.0960735, 6.8368663 51.0959954, 6.8368466 51.0958861)",Weingartenstraße,
26163745,,,residential,30,False,True,24.411,"LINESTRING (6.8337785 51.0969493, 6.8337152 51.0971652)",Brandenburger Straße,
26163745,,,residential,30,False,False,55.345,"LINESTRING (6.8337785 51.0969493, 6.8339304 51.0965624, 6.8339348 51.0964632)",Brandenburger Straße,
26163745,,,residential,30,False,True,55.345,"LINESTRING (6.8339348 51.0964632, 6.8339304 51.0965624, 6.8337785 51.0969493)",Brandenburger Straße,
26163816,,,residential,30,False,False,89.688,"LINESTRING (6.834747 51.0974016, 6.8350061 51.0966116)",Danziger Straße,
27010511,,,residential,30,False,False,101.06899999999999,"LINESTRING (6.834747 51.0974016, 6.8352204 51.097535, 6.8360663 51.0977754)",Im Grunewald,
27010511,,,residential,30,False,True,76.81,"LINESTRING (6.834747 51.0974016, 6.8344258 51.0973101, 6.8341211 51.0972436, 6.8337152 51.0971652)",Im Grunewald,
26163816,,,residential,30,False,True,89.688,"LINESTRING (6.8350061 51.0966116, 6.834747 51.0974016)",Danziger Straße,
28524026,,,unclassified,50,False,False,182.048,"LINESTRING (6.8354934 51.090324, 6.8356427 51.0903794, 6.8360282 51.0905311, 6.8365604 51.0907358, 6.8368812 51.0908586, 6.837055 51.0909227, 6.8371707 51.0909605, 6.837352 51.0910123, 6.837569 51.0910686, 6.8377675 51.0911165)",Nettergasse,
28524026,,,unclassified,50,False,True,112.179,"LINESTRING (6.8354934 51.090324, 6.8351452 51.0902071, 6.8350992 51.0901927, 6.8347474 51.0900825, 6.8343931 51.0899715, 6.8342513 51.0899271, 6.8340611 51.0898676)",Nettergasse,
41934248,,,residential,30,False,True,95.928,"LINESTRING (6.8354934 51.090324, 6.8351481 51.0907114, 6.8350103 51.0909035, 6.834892 51.0910978)",Friedrich-Ebert-Straße,
1180992425,,,residential,,False,True,43.962999999999994,"LINESTRING (6.8415233 51.0921582, 6.8412588 51.0920496, 6.8411624 51.0919794, 6.8410968 51.0918837)",Nettergasse,
32818061,,,residential,50,False,False,62.395999999999994,"LINESTRING (6.8422515 51.0905736, 6.8423833 51.0903892, 6.8425451 51.0901453, 6.8425616 51.0901205, 6.8426031 51.0900578)",Frankenstraße,
32818061,,,residential,50,False,True,166.85299999999998,"LINESTRING (6.8422515 51.0905736, 6.8422098 51.0906269, 6.8420883 51.0907774, 6.8417269 51.091159, 6.8416494 51.0912519, 6.8415452 51.0913769, 6.8413603 51.0915988, 6.8412456 51.0917364, 6.8412102 51.0917882, 6.841171 51.091835, 6.8410968 51.0918837)",Frankenstraße,
26164236,,,residential,,False,False,75.048,"LINESTRING (6.834892 51.0910978, 6.8359015 51.0913291)",Salierstraße,
41934248,,,residential,30,False,True,90.301,"LINESTRING (6.834892 51.0910978, 6.8344062 51.0918504)",Friedrich-Ebert-Straße,
41934248,,,residential,30,False,False,95.928,"LINESTRING (6.834892 51.0910978, 6.8350103 51.0909035, 6.8351481 51.0907114, 6.8354934 51.090324)",Friedrich-Ebert-Straße,
26164236,,,residential,,False,True,75.048,"LINESTRING (6.8359015 51.0913291, 6.834892 51.0910978)",Salierstraße,
26188668,,,residential,30,False,True,151.52100000000002,"LINESTRING (6.8362203 51.0934307, 6.8361519 51.0934483, 6.8361007 51.0934718, 6.8360524 51.0935132, 6.8359483 51.0936675, 6.8357822 51.0939188, 6.8356389 51.0941311, 6.8354683 51.0943488, 6.8352342 51.0946242)",Langemarkstraße,
28524091,,,residential,30,False,False,121.78,"LINESTRING (6.8362203 51.0934307, 6.8363232 51.0934071, 6.8363953 51.0933866, 6.8364478 51.0933502, 6.8367544 51.0928829, 6.8370255 51.0924966)",Langemarkstraße,
38316773,,,residential,30,False,False,165.92,"LINESTRING (6.8362203 51.0934307, 6.8370292 51.093649, 6.8374882 51.0937639, 6.837695 51.0938166, 6.8383094 51.0939789, 6.8384124 51.0940059)",Helbüchelstraße,
58778360,,,residential,30,False,True,40.338,"LINESTRING (6.8362203 51.0934307, 6.8361554 51.0933444, 6.8360311 51.0932675, 6.83583 51.093173)",Helbüchelstraße,
28524091,,,residential,30,False,True,26.883,"LINESTRING (6.8371562 51.0922692, 6.8370255 51.0924966)",Langemarkstraße,
"[28484410, 314386988]",,,residential,,False,"[False, True]",70.355,"LINESTRING (6.8371562 51.0922692, 6.8377474 51.0923912, 6.8381129 51.0924674)",Am Park,
28524091,,,residential,30,False,False,135.097,"LINESTRING (6.8371562 51.0922692, 6.8373657 51.0918745, 6.8377675 51.0911165)",Langemarkstraße,
26188668,,,residential,30,False,False,151.52100000000002,"LINESTRING (6.8352342 51.0946242, 6.8354683 51.0943488, 6.8356389 51.0941311, 6.8357822 51.0939188, 6.8359483 51.0936675, 6.8360524 51.0935132, 6.8361007 51.0934718, 6.8361519 51.0934483, 6.8362203 51.0934307)",Langemarkstraße,
143926700,,,residential,30,False,False,185.473,"LINESTRING (6.8352342 51.0946242, 6.8356315 51.0947708, 6.8358976 51.0948854, 6.8361077 51.0949654, 6.8363116 51.0950308, 6.8366217 51.0951116, 6.8369041 51.09517, 6.8371085 51.0951967, 6.8376569 51.0952542)",Vom-Stein-Straße,
41934248,,,residential,30,False,False,90.301,"LINESTRING (6.8344062 51.0918504, 6.834892 51.0910978)",Friedrich-Ebert-Straße,
26188727,,,residential,30,False,False,196.535,"LINESTRING (6.8344062 51.0918504, 6.8353236 51.0920803, 6.8370255 51.0924966)",Ubierstraße,
"[41934248, 26163908]",,,residential,30,False,True,92.25699999999999,"LINESTRING (6.8344062 51.0918504, 6.8343992 51.091862, 6.8342511 51.0919755, 6.8340086 51.092358, 6.8338963 51.0924799, 6.833799 51.0925402, 6.8337626 51.0925628)",Friedrich-Ebert-Straße,
28524091,,,residential,30,False,False,26.883,"LINESTRING (6.8370255 51.0924966, 6.8371562 51.0922692)",Langemarkstraße,
26188727,,,residential,30,False,True,196.535,"LINESTRING (6.8370255 51.0924966, 6.8353236 51.0920803, 6.8344062 51.0918504)",Ubierstraße,
28524091,,,residential,30,False,True,121.78,"LINESTRING (6.8370255 51.0924966, 6.8367544 51.0928829, 6.8364478 51.0933502, 6.8363953 51.0933866, 6.8363232 51.0934071, 6.8362203 51.0934307)",Langemarkstraße,
26372005,,,residential,30,False,False,164.655,"LINESTRING (6.8442667 51.0975042, 6.8447851 51.0969113, 6.845388 51.0962016)",Memeler Straße,
43543426,,,residential,30,False,False,150.078,"LINESTRING (6.8442667 51.0975042, 6.8437809 51.0973543, 6.8435761 51.097279, 6.8435102 51.0972398, 6.8433912 51.0971971, 6.8432728 51.0971587, 6.8429799 51.0970683, 6.8428639 51.0970327, 6.8424997 51.0969198, 6.8423678 51.0968778)",Walhovener Straße,
147068781,,,residential,30,False,True,195.984,"LINESTRING (6.8442667 51.0975042, 6.8452712 51.0978312, 6.8456812 51.0979627, 6.846455 51.0982031, 6.84677 51.098301)",Walhovener Straße,
"[26341171, 835799340]",2,,unclassified,50,False,False,267.21,"LINESTRING (6.8394779 51.0981878, 6.8394921 51.0981691, 6.8396164 51.0980122, 6.8396558 51.0979626, 6.8397846 51.0978316, 6.8397962 51.0978198, 6.8398442 51.097782, 6.8399388 51.0977073, 6.8400842 51.0976201, 6.8402369 51.0975502, 6.8404379 51.097479, 6.840574 51.0974408, 6.8406782 51.0974089, 6.8408266 51.0973671, 6.8409098 51.0973266, 6.8409659 51.0972545, 6.8409401 51.0971718, 6.8408702 51.0971132, 6.8403776 51.0968141, 6.8403263 51.0967704, 6.8403173 51.0967207, 6.8403221 51.0967038, 6.8403237 51.0966983, 6.8403416 51.0966787, 6.8404408 51.0965699, 6.8404847 51.096515, 6.8405641 51.0964158)",An der Wache,
34123844,,,residential,30,False,False,27.736,"LINESTRING (6.8476955 51.097242, 6.8474977 51.0974583)",In der Au,
26371954,,,residential,30,False,False,80.304,"LINESTRING (6.8455682 51.0959846, 6.8465846 51.0963224)",Orchideenweg,
26372005,,,residential,30,False,False,25.832,"LINESTRING (6.8455682 51.0959846, 6.8457475 51.0957814)",Memeler Straße,
26372005,,,residential,30,False,True,27.214,"LINESTRING (6.8455682 51.0959846, 6.845388 51.0962016)",Memeler Straße,
26372031,,,residential,30,False,True,65.259,"LINESTRING (6.8457418 51.097349, 6.8457849 51.0972447, 6.8461453 51.0968224)",Distelweg,
26371954,,,residential,30,False,True,80.304,"LINESTRING (6.8465846 51.0963224, 6.8455682 51.0959846)",Orchideenweg,
26372031,,,residential,30,False,False,63.499,"LINESTRING (6.8465846 51.0963224, 6.8461453 51.0968224)",Distelweg,
26372031,,,residential,30,False,True,63.499,"LINESTRING (6.8461453 51.0968224, 6.8465846 51.0963224)",Distelweg,
26372031,,,residential,30,False,False,65.259,"LINESTRING (6.8461453 51.0968224, 6.8457849 51.0972447, 6.8457418 51.097349)",Distelweg,
26372090,,,residential,30,False,False,74.361,"LINESTRING (6.8461453 51.0968224, 6.846767 51.0970186, 6.8468161 51.0970604, 6.8468354 51.0971185, 6.8468294 51.0971667, 6.8467773 51.097231)",Löwenzahnweg,
26372098,,,residential,30,False,False,56.298,"LINESTRING (6.8467773 51.097231, 6.8474977 51.0974583)",Löwenzahnweg,
26372090,,,residential,30,False,False,42.624,"LINESTRING (6.8467773 51.097231, 6.8465843 51.0974627, 6.8464721 51.0975621)",Löwenzahnweg,
26372090,,,residential,30,False,True,74.361,"LINESTRING (6.8467773 51.097231, 6.8468294 51.0971667, 6.8468354 51.0971185, 6.8468161 51.0970604, 6.846767 51.0970186, 6.8461453 51.0968224)",Löwenzahnweg,
26372005,,,residential,30,False,True,25.832,"LINESTRING (6.8457475 51.0957814, 6.8455682 51.0959846)",Memeler Straße,
26372298,,,residential,30,False,True,95.247,"LINESTRING (6.8457475 51.0957814, 6.8454635 51.0949436)",Memeler Straße,
32816875,,,residential,30,False,True,76.69,"LINESTRING (6.8465308 51.0947812, 6.8454635 51.0949436)",Oststraße,
244101683,,,residential,30,False,False,99.67,"LINESTRING (6.8465308 51.0947812, 6.8464425 51.0945733, 6.8453806 51.094712)",Oststraße,
26372298,,,residential,30,False,False,95.247,"LINESTRING (6.8454635 51.0949436, 6.8457475 51.0957814)",Memeler Straße,
32816875,,,residential,30,False,False,76.69,"LINESTRING (6.8454635 51.0949436, 6.8465308 51.0947812)",Oststraße,
32816875,,,residential,30,False,True,26.395,"LINESTRING (6.8454635 51.0949436, 6.8453806 51.094712)",Oststraße,
26372951,,,living_street,,False,True,33.878,"LINESTRING (6.844071 51.0921695, 6.8441322 51.0920877, 6.8442591 51.0920345, 6.844352 51.0919314)",Unter den Hecken,
26372951,,,living_street,,False,True,37.874,"LINESTRING (6.844352 51.0919314, 6.8448466 51.0920711)",Unter den Hecken,
26372951,,,living_street,,False,False,33.878,"LINESTRING (6.844352 51.0919314, 6.8442591 51.0920345, 6.8441322 51.0920877, 6.844071 51.0921695)",Unter den Hecken,
26372961,,,living_street,,False,True,41.522,"LINESTRING (6.844352 51.0919314, 6.8445453 51.0917071, 6.8444273 51.0916148)",Unter den Hecken,
26372951,,,living_street,,False,False,37.874,"LINESTRING (6.8448466 51.0920711, 6.844352 51.0919314)",Unter den Hecken,
297019536,,,residential,30,False,False,59.819,"LINESTRING (6.8448466 51.0920711, 6.8448753 51.0920343, 6.8451774 51.0916334, 6.8452066 51.0915832)",Unter den Hecken,
"[297019536, 24044519]",,,residential,30,False,True,313.018,"LINESTRING (6.8448466 51.0920711, 6.8446972 51.0922729, 6.8444812 51.0925603, 6.8444419 51.0925926, 6.8443845 51.0926216, 6.8442657 51.0926417, 6.84386 51.0926622, 6.8437602 51.092675, 6.8436958 51.092701, 6.8436697 51.0927198, 6.8436387 51.0927572, 6.8435716 51.0928351, 6.8434967 51.0929221, 6.8430485 51.0935204, 6.8429522 51.0936431, 6.8428792 51.0937361, 6.8424706 51.0942635)",Unter den Hecken,
26372961,,,living_street,,False,False,41.522,"LINESTRING (6.8444273 51.0916148, 6.8445453 51.0917071, 6.844352 51.0919314)",Unter den Hecken,
26373391,,,living_street,,False,False,71.279,"LINESTRING (6.8444702 51.0959211, 6.845388 51.0962016)",Lupinenweg,
26373391,,,living_street,,False,True,174.214,"LINESTRING (6.8444702 51.0959211, 6.844293 51.0958613, 6.8441435 51.09589, 6.8438709 51.0962148, 6.8437178 51.0963702, 6.8442501 51.0965395, 6.8441249 51.0967013, 6.8439591 51.096915)",Lupinenweg,
26373537,,,living_street,,False,False,63.456999999999994,"LINESTRING (6.8444702 51.0959211, 6.8447782 51.0957505, 6.8446752 51.0954445)",Lupinenweg,
26372005,,,residential,30,False,False,27.214,"LINESTRING (6.845388 51.0962016, 6.8455682 51.0959846)",Memeler Straße,
26373391,,,living_street,,False,True,71.279,"LINESTRING (6.845388 51.0962016, 6.8444702 51.0959211)",Lupinenweg,
26372005,,,residential,30,False,True,164.655,"LINESTRING (6.845388 51.0962016, 6.8447851 51.0969113, 6.8442667 51.0975042)",Memeler Straße,
26373391,,,living_street,,False,False,61.154,"LINESTRING (6.8431812 51.0966624, 6.8439591 51.096915)",Lupinenweg,
