osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,tunnel,ref,junction,bridge,width,access
"[267660393, 481877202, 184359492, 267660389]",False,Wollanger,tertiary,,True,161.50699999999998,,"LINESTRING (12.5004818 48.6278447, 12.5005022 48.6278918, 12.5005303 48.6279432, 12.5005867 48.6280044, 12.500645 48.6280536, 12.5007188 48.6281156, 12.5007959 48.6281733, 12.5008562 48.6282393, 12.5008911 48.628304, 12.5009193 48.6283625, 12.5009297 48.6283976, 12.500934 48.6284316, 12.50093 48.6285061, 12.5009233 48.6285779, 12.5009045 48.6286479, 12.500871 48.6287268, 12.5007974 48.6288692, 12.5007218 48.6290302, 12.5006349 48.6291829)",,,,yes,,
295876614,True,Wollanger,tertiary,,False,26.362000000000002,,"LINESTRING (12.5004818 48.6278447, 12.5004512 48.6278012, 12.5004366 48.6277687, 12.5004147 48.6277077, 12.5004053 48.6276154)",,,,,,
184359492,False,Wollanger,tertiary,,False,30.189,,"LINESTRING (12.5005163 48.6294425, 12.5005343 48.629412, 12.5005567 48.6293599, 12.5006074 48.6292312, 12.5006349 48.6291829)",,,,,,
"[628522131, 390886109]",False,Bischöflich-Geistlicher-Rat-Josef-Zinnbauer-Straße,residential,"['50', '20']",True,28.353,,"LINESTRING (12.5005163 48.6294425, 12.50041 48.62935, 12.5003238 48.6292809, 12.5002744 48.629244)",,,,,,
412193591,False,Dr.-Josef-Hastreiter-Straße,tertiary,50,False,103.62299999999999,,"LINESTRING (12.5005163 48.6294425, 12.500696 48.6295629, 12.5010829 48.6297869, 12.5012653 48.6299012, 12.501563 48.6300661)",,,,,,
"[575236809, 575236799]",False,Wollanger,tertiary,"['50', '30']",True,68.995,3,"LINESTRING (12.5005163 48.6294425, 12.5004758 48.6294948, 12.5001317 48.6297437, 12.5000083 48.6298459, 12.4999488 48.6299181, 12.4999404 48.6299283)",,,,,,
24916092,False,Dammweg,residential,30,True,102.70899999999999,,"LINESTRING (12.494022 48.6263159, 12.4940607 48.6263643, 12.49411 48.62647, 12.4942056 48.6266333, 12.4942307 48.6267618, 12.4942573 48.6269698, 12.4942635 48.6272147)",,,,,,
32643508,False,Krautaustraße,unclassified,30,True,50.782,,"LINESTRING (12.494022 48.6263159, 12.4939774 48.6262939, 12.4934062 48.6261101)",,,,,,
24916104,False,Reisbacher Straße,secondary,50,True,175.59399999999997,,"LINESTRING (12.4999937 48.6275519, 12.4996673 48.6275461, 12.4993591 48.6275338, 12.4992381 48.6275206, 12.4991319 48.627503, 12.498999 48.6274767, 12.4988714 48.6274407, 12.4986618 48.6273656, 12.4984426 48.6272862, 12.4983623 48.627257, 12.4981096 48.6271906, 12.4980397 48.6271784, 12.497993 48.627169, 12.497725 48.6271413)",,St 2327,,,,
176044214,True,Reisbacher Straße,secondary,50,False,25.255999999999997,,"LINESTRING (12.4999937 48.6275519, 12.5001357 48.6275325, 12.5002459 48.6275123, 12.5003283 48.6275006)",,St 2327,,,,
176044213,True,Reisbacher Straße,secondary,50,False,27.777,,"LINESTRING (12.5009513 48.6275668, 12.5008251 48.6275838, 12.5007249 48.6275891, 12.5006543 48.6275894, 12.5005763 48.6275907)",,St 2327,,,,
570453802,False,Reisbacher Straße,secondary,50,True,32.742000000000004,,"LINESTRING (12.5009513 48.6275668, 12.5011545 48.6275573, 12.5013954 48.6275435)",,St 2327,,,,
24916104,False,Reisbacher Straße,secondary,50,False,175.594,,"LINESTRING (12.497725 48.6271413, 12.497993 48.627169, 12.4980397 48.6271784, 12.4981096 48.6271906, 12.4983623 48.627257, 12.4984426 48.6272862, 12.4986618 48.6273656, 12.4988714 48.6274407, 12.498999 48.6274767, 12.4991319 48.627503, 12.4992381 48.6275206, 12.4993591 48.6275338, 12.4996673 48.6275461, 12.4999937 48.6275519)",,St 2327,,,,
24916106,False,Am Herrenweiher,secondary,50,True,102.63900000000001,,"LINESTRING (12.497725 48.6271413, 12.497647 48.6271216, 12.4975784 48.6270984, 12.4974118 48.6270171, 12.4969926 48.6267411, 12.4968336 48.6266238, 12.496698 48.6265276)",,St 2327,,,,
"[350423738, 24916111]",False,Griesgasse,residential,"['50', '20']",True,149.11599999999999,,"LINESTRING (12.497725 48.6271413, 12.497685 48.6273113, 12.4975982 48.6275628, 12.4975893 48.6276047, 12.4975834 48.6276538, 12.4975972 48.6278005, 12.4976113 48.6280962, 12.497646 48.6282046, 12.4976815 48.6282976, 12.4977138 48.62835, 12.4977614 48.6284073, 12.4978005 48.6284477)",,,,,,
24916111,False,Griesgasse,residential,20,False,62.304,,"LINESTRING (12.4982183 48.6289342, 12.4981358 48.6288105, 12.4978005 48.6284477)",,,,,,
24923691,False,Bischöflich-Geistlicher-Rat-Josef-Zinnbauer-Straße,residential,20,False,52.269000000000005,,"LINESTRING (12.4982183 48.6289342, 12.4988145 48.6287652, 12.4988764 48.6287595)",,,,,,
"[570453811, 570453815]",False,Bischöflich-Geistlicher-Rat-Josef-Zinnbauer-Straße,residential,20,True,22.851999999999997,,"LINESTRING (12.4982183 48.6289342, 12.498023 48.6290089, 12.4979923 48.6290188, 12.497971 48.6290221, 12.4979419 48.62902)",,,,,,
"[575236800, 575236801, 575236806]",True,Marienplatz,residential,20,False,171.67600000000002,,"LINESTRING (12.4982183 48.6289342, 12.4982879 48.6290344, 12.4983745 48.6291043, 12.4987832 48.6293613, 12.4988493 48.6294028, 12.4990701 48.6295285, 12.4991631 48.6295814, 12.4992201 48.6296139, 12.4994835 48.6297547, 12.4995496 48.6297905, 12.4996142 48.6298254, 12.4996455 48.6298438, 12.4996718 48.6298578, 12.4997387 48.6298963, 12.4998197 48.6299259, 12.4998631 48.6299342, 12.4999042 48.629933, 12.4999404 48.6299283)",building_passage,,,,,
24923692,True,Lederergasse,residential,20,False,205.592,,"LINESTRING (12.4966675 48.6294783, 12.4967699 48.6295934, 12.496885 48.6297095, 12.4969864 48.6297952, 12.4971032 48.6298602, 12.4972823 48.6299326, 12.4975023 48.629998, 12.4980718 48.6301397, 12.498362 48.6302336, 12.4985715 48.6302989, 12.4988989 48.6304073, 12.4989538 48.6304275, 12.4989737 48.6304372)",,,,,,
205493887,False,Bruckstraße,residential,20,False,104.755,,"LINESTRING (12.4966675 48.6294783, 12.4974604 48.6291458, 12.497871 48.6289735)",,,,,,
"[116420697, 205493887]",False,Bruckstraße,residential,"['20', '5']",True,116.05300000000001,,"LINESTRING (12.4966675 48.6294783, 12.4964654 48.6295618, 12.4962792 48.6296412, 12.4962252 48.6296481, 12.4961907 48.6296526, 12.4961495 48.6296548, 12.4960982 48.6296557, 12.4960388 48.6296579, 12.4959395 48.6296785, 12.4958577 48.6297048, 12.4957531 48.6297383, 12.4956506 48.6297798, 12.4954243 48.6298839, 12.4952988 48.6299594)",,,,,,
295876609,False,Oberdingolfinger Straße,residential,50,False,10.906,,"LINESTRING (12.5004058 48.6272725, 12.5003801 48.6271759)",,,,,6,
"[67202875, 570461950]",True,Oberdingolfinger Straße,residential,50,False,21.864,,"LINESTRING (12.5004058 48.6272725, 12.5004689 48.6273445, 12.5005384 48.6274482)",,,,,5,
44330489,False,Bergstraße,residential,30,True,35.501999999999995,,"LINESTRING (12.5001885 48.6262038, 12.5001111 48.6261774, 12.5000449 48.6261262, 12.4998942 48.6259593)",,,,,6,
295876609,False,Oberdingolfinger Straße,residential,50,True,110.244,,"LINESTRING (12.5001885 48.6262038, 12.5001722 48.6262517, 12.500176 48.6263062, 12.5001947 48.6263631, 12.5002884 48.6265092, 12.5003085 48.6265671, 12.5003159 48.6265885, 12.5003384 48.626676, 12.5003471 48.6267982, 12.500361 48.6270308, 12.5003801 48.6271759)",,,,,6,
116420697,False,Bruckstraße,residential,5,False,7.041,,"LINESTRING (12.4952232 48.6299983, 12.4952988 48.6299594)",,,,,,
244998566,False,Fischerei,residential,20,True,5.272,,"LINESTRING (12.4952232 48.6299983, 12.4951714 48.6300311)",,,,,,
47615529,False,Rennstraße,residential,20,True,118.333,,"LINESTRING (12.4952232 48.6299983, 12.4951139 48.629932, 12.4949264 48.6298, 12.4947462 48.6296568, 12.4945955 48.6295466, 12.4945334 48.6295025, 12.494457 48.6294411, 12.494293 48.6293479, 12.4942057 48.6293108, 12.4941487 48.6292852, 12.4940714 48.6292695)",,,,,,
173441320,False,Auenweg,residential,50,True,247.125,,"LINESTRING (12.5017786 48.6313804, 12.5010786 48.6317451, 12.5006492 48.6319515, 12.5003555 48.6320819, 12.5002293 48.6321272, 12.5000472 48.6321689, 12.4999282 48.6321907, 12.4991383 48.6323131, 12.4990458 48.6323245, 12.4988281 48.6323512)",,,,,,
"[25046188, 412193589]",False,Bräuhausgasse,residential,"['50', '30']",True,26.438,,"LINESTRING (12.5017786 48.6313804, 12.5016028 48.6312458, 12.501545 48.6311996)",,,,,,
24923693,False,Wollerstraße,tertiary,50,False,112.61999999999999,2,"LINESTRING (12.4982748 48.6313751, 12.4989599 48.6307274, 12.4990398 48.6306544, 12.4991068 48.6306068, 12.4991926 48.6305703)",,,,,,
24923693,False,Wollerstraße,tertiary,50,True,103.598,2,"LINESTRING (12.4982748 48.6313751, 12.4980221 48.6316296, 12.4979909 48.6316649, 12.4979554 48.631705, 12.4978194 48.6318586, 12.4976539 48.6320456, 12.4975556 48.6321756)",,,,,,
"[320594973, 25046278]",False,Jahnstraße,residential,"['50', '30']",False,93.586,,"LINESTRING (12.4982748 48.6313751, 12.4978706 48.6312471, 12.4975256 48.6311757, 12.4970859 48.6310783)",,,,,,
"[25046280, 320594975, 25046279]",False,"['Weberstraße', 'Mühlbachgasse']",residential,"['20', '30']",False,211.225,,"LINESTRING (12.4970859 48.6310783, 12.4969354 48.631346, 12.4967916 48.6315995, 12.4967007 48.6317197, 12.4961617 48.6315941, 12.4960228 48.6315547, 12.4959087 48.6315034, 12.4957434 48.6314258, 12.495431 48.631244, 12.495216 48.6311407, 12.4951418 48.6311151)",,,,,,
"[25046280, 320594971, 74804268]",False,"['Weberstraße', 'Gartenweg']",residential,"['20', '30']",True,145.386,,"LINESTRING (12.4970859 48.6310783, 12.4971693 48.6308978, 12.4971421 48.6308707, 12.4967805 48.6308057, 12.496586 48.6307486, 12.496331 48.6306207, 12.4961463 48.6305267, 12.496105 48.6305119, 12.4960343 48.6304937, 12.4959224 48.6304686, 12.4957974 48.6304435, 12.4957198 48.6304348, 12.4956681 48.6304292)",,,,,,
"[320594973, 25046278]",False,Jahnstraße,residential,"['50', '30']",True,93.586,,"LINESTRING (12.4970859 48.6310783, 12.4975256 48.6311757, 12.4978706 48.6312471, 12.4982748 48.6313751)",,,,,,
25663654,False,Fischerei,residential,20,False,95.403,,"LINESTRING (12.4951418 48.6311151, 12.4951245 48.6310358, 12.4950776 48.6309231, 12.4950064 48.6308266, 12.4948618 48.6306366, 12.4947296 48.6305113, 12.4946187 48.6303686, 12.4945935 48.6303464)",,,,,,
"[173441312, 320594970]",False,Fischerei,residential,"['20', '50']",False,152.13799999999998,,"LINESTRING (12.4951418 48.6311151, 12.4951306 48.6311647, 12.4951193 48.6311995, 12.495084 48.6312474, 12.495033 48.6312873, 12.4949726 48.6313324, 12.4949018 48.6313929, 12.4948556 48.6314448, 12.494831 48.6314756, 12.4948017 48.6315315, 12.4947896 48.6315785, 12.4947887 48.6316074, 12.4947944 48.6316319, 12.4948017 48.6316559, 12.494831 48.6316867, 12.4948936 48.6317222, 12.4949889 48.6317656, 12.4951007 48.6318094, 12.4952173 48.6318604, 12.4954215 48.6319479, 12.4954677 48.6319965, 12.4954896 48.6320621, 12.4954825 48.6321297, 12.4954762 48.6321909)",,,,,,
"[25046280, 25046279, 320594975]",False,"['Weberstraße', 'Mühlbachgasse']",residential,"['20', '30']",True,211.22500000000002,,"LINESTRING (12.4951418 48.6311151, 12.495216 48.6311407, 12.495431 48.631244, 12.4957434 48.6314258, 12.4959087 48.6315034, 12.4960228 48.6315547, 12.4961617 48.6315941, 12.4967007 48.6317197, 12.4967916 48.6315995, 12.4969354 48.631346, 12.4970859 48.6310783)",,,,,,
244998566,False,Fischerei,residential,20,False,5.901,,"LINESTRING (12.4945935 48.6303464, 12.4946663 48.630324)",,,,,,
25663262,False,Asenbachstraße,residential,20,False,134.65000000000003,,"LINESTRING (12.4945935 48.6303464, 12.4943547 48.6302079, 12.4943047 48.63017, 12.4942366 48.6300978, 12.494209 48.630076, 12.4941159 48.629938, 12.494083 48.6298848, 12.4940324 48.6298031, 12.4940182 48.6297697, 12.4940067 48.6296522, 12.4940067 48.6294435, 12.4940714 48.6292695)",,,,,,
25663654,False,Fischerei,residential,20,True,95.403,,"LINESTRING (12.4945935 48.6303464, 12.4946187 48.6303686, 12.4947296 48.6305113, 12.4948618 48.6306366, 12.4950064 48.6308266, 12.4950776 48.6309231, 12.4951245 48.6310358, 12.4951418 48.6311151)",,,,,,
"[756808651, 244998566]",False,Fischerei,residential,"['20', '50']",True,52.33,,"LINESTRING (12.4945935 48.6303464, 12.4944049 48.6304093, 12.4942956 48.6304457, 12.494214 48.6304756, 12.4941626 48.6304944, 12.4939559 48.6305554)",,,,,,
25663259,True,Obere Stadt,residential,30,False,19.816,,"LINESTRING (12.4955249 48.6283779, 12.4955919 48.6284257, 12.4956686 48.6284768, 12.4957251 48.6284939)",,,,,,
350428755,True,Obere Stadt,residential,30,False,16.989,,"LINESTRING (12.4955249 48.6283779, 12.4954991 48.6284506, 12.4954191 48.6285081)",,,,,,
25663260,False,Obere Stadt,residential,30,False,87.993,,"LINESTRING (12.4951702 48.6284383, 12.4951234 48.6285494, 12.4951149 48.6286291, 12.4951391 48.6287329, 12.4951627 48.6287579, 12.4951954 48.6287567, 12.4953576 48.6286895, 12.4954663 48.6286445, 12.4955676 48.628597, 12.495645 48.6285429, 12.4957251 48.6284939)",,,,,,
481877195,True,Obere Stadt,residential,30,False,123.686,,"LINESTRING (12.4951702 48.6284383, 12.4951887 48.6283469, 12.4952157 48.6282132, 12.4952204 48.6281917, 12.4952995 48.6279834, 12.4953511 48.6278476, 12.4954643 48.627508, 12.4954912 48.627474, 12.4955463 48.6274399, 12.4956382 48.6273999)",,,,,,
481877196,False,Obere Stadt,residential,30,False,20.456000000000003,,"LINESTRING (12.4951702 48.6284383, 12.4952414 48.6284782, 12.4953321 48.6285018, 12.4954191 48.6285081)",,,,,,
"[350428754, 481877197]",False,Klosterhof,residential,30,True,58.32,,"LINESTRING (12.4964694 48.6282637, 12.4962184 48.6283484, 12.4961394 48.6283765, 12.4958977 48.6284752, 12.4957604 48.6284837)",,,,,,
25663262,False,Asenbachstraße,residential,20,True,134.65,,"LINESTRING (12.4940714 48.6292695, 12.4940067 48.6294435, 12.4940067 48.6296522, 12.4940182 48.6297697, 12.4940324 48.6298031, 12.494083 48.6298848, 12.4941159 48.629938, 12.494209 48.630076, 12.4942366 48.6300978, 12.4943047 48.63017, 12.4943547 48.6302079, 12.4945935 48.6303464)",,,,,,
47615529,False,Rennstraße,residential,20,False,118.333,,"LINESTRING (12.4940714 48.6292695, 12.4941487 48.6292852, 12.4942057 48.6293108, 12.494293 48.6293479, 12.494457 48.6294411, 12.4945334 48.6295025, 12.4945955 48.6295466, 12.4947462 48.6296568, 12.4949264 48.6298, 12.4951139 48.629932, 12.4952232 48.6299983)",,,,,,
"[47615529, 47615530, 27203764]",False,Rennstraße,residential,"['20', '30']",True,17.197,,"LINESTRING (12.4940714 48.6292695, 12.494012 48.6292578, 12.4938854 48.6292405, 12.4938428 48.6292382)",,,,yes,6,
244998562,False,Dammweg,residential,30,False,62.046,,"LINESTRING (12.4942635 48.6272147, 12.4934286 48.627132)",,,,,,
24916092,False,Dammweg,residential,30,False,102.70899999999999,,"LINESTRING (12.4942635 48.6272147, 12.4942573 48.6269698, 12.4942307 48.6267618, 12.4942056 48.6266333, 12.49411 48.62647, 12.4940607 48.6263643, 12.494022 48.6263159)",,,,,,
24916092,False,Dammweg,residential,30,True,213.43000000000004,,"LINESTRING (12.4942635 48.6272147, 12.4942587 48.627356, 12.4942442 48.6274398, 12.49422 48.6275332, 12.4941519 48.6277772, 12.4940785 48.6280574, 12.4940708 48.6281332, 12.494052 48.6283171, 12.4940967 48.6286508, 12.4941139 48.6287135, 12.4941097 48.628784, 12.4940969 48.6288406, 12.4940692 48.6288904, 12.4940275 48.6289508, 12.4939765 48.6290251, 12.4939256 48.6290962)",,,,,,
24916092,False,Dammweg,residential,30,True,16.922,,"LINESTRING (12.4939256 48.6290962, 12.4938428 48.6292382)",,,,,,
24916092,False,Dammweg,residential,30,False,213.43,,"LINESTRING (12.4939256 48.6290962, 12.4939765 48.6290251, 12.4940275 48.6289508, 12.4940692 48.6288904, 12.4940969 48.6288406, 12.4941097 48.628784, 12.4941139 48.6287135, 12.4940967 48.6286508, 12.494052 48.6283171, 12.4940708 48.6281332, 12.4940785 48.6280574, 12.4941519 48.6277772, 12.49422 48.6275332, 12.4942442 48.6274398, 12.4942587 48.627356, 12.4942635 48.6272147)",,,,,,
32643832,False,Wiesenweg,residential,30,False,75.684,,"LINESTRING (12.4939256 48.6290962, 12.4935159 48.6287972, 12.4933338 48.6287096, 12.4931558 48.6286582)",,,,,,
24916092,False,Dammweg,residential,30,False,16.922,,"LINESTRING (12.4938428 48.6292382, 12.4939256 48.6290962)",,,,,,
"[47615529, 47615530, 27203764]",False,Rennstraße,residential,"['20', '30']",False,17.197,,"LINESTRING (12.4938428 48.6292382, 12.4938854 48.6292405, 12.494012 48.6292578, 12.4940714 48.6292695)",,,,yes,6,
27203764,False,Rennstraße,residential,30,True,113.43,,"LINESTRING (12.4938428 48.6292382, 12.4932911 48.6291888, 12.4930676 48.6291597, 12.4929634 48.6291414, 12.4929113 48.629123, 12.4928545 48.629097, 12.4927154 48.6290325, 12.4924608 48.6288709)",,,,,,
24916106,False,Am Herrenweiher,secondary,50,False,102.639,,"LINESTRING (12.496698 48.6265276, 12.4968336 48.6266238, 12.4969926 48.6267411, 12.4974118 48.6270171, 12.4975784 48.6270984, 12.497647 48.6271216, 12.497725 48.6271413)",,St 2327,,,,
"[25663264, 25663266, 598006962, 350428757, 567573207]",False,Obere Stadt,residential,30,"[False, True]",242.74099999999999,,"LINESTRING (12.496698 48.6265276, 12.4966384 48.6265654, 12.4963933 48.6267273, 12.4963349 48.6267769, 12.496282 48.6268438, 12.4962395 48.6269568, 12.4962263 48.6270483, 12.4962294 48.6271281, 12.4962375 48.6272737, 12.4962599 48.6275684, 12.4962547 48.6277414, 12.4962083 48.6279906, 12.4961497 48.6281989, 12.496092 48.6283019, 12.4960275 48.6283514, 12.4959543 48.6283929, 12.4958045 48.6284595, 12.4957604 48.6284837)",yes,,,,6,
"[566116230, 566116231, 566116232, 566116233, 566116234, 412193587]",False,Am Herrenweiher,secondary,50,True,96.931,,"LINESTRING (12.496698 48.6265276, 12.4966369 48.6264828, 12.4965585 48.626427, 12.4965052 48.6263892, 12.4964658 48.6263611, 12.4964443 48.6263458, 12.4963856 48.626304, 12.4962791 48.6262283, 12.4961147 48.6261077, 12.4959272 48.6259772, 12.4958012 48.6258885)",,St 2327,,,,
"[24923691, 628522131]",False,Bischöflich-Geistlicher-Rat-Josef-Zinnbauer-Straße,residential,20,False,119.98299999999999,,"LINESTRING (12.4988764 48.6287595, 12.4989259 48.6287587, 12.4989976 48.6287661, 12.4991102 48.628784, 12.4992463 48.6288079, 12.4992735 48.6288127, 12.4994492 48.6288486, 12.4996174 48.6288887, 12.4997708 48.6289353, 12.4999193 48.6289917, 12.500006 48.6290375, 12.5001036 48.6291101, 12.5002744 48.629244)",,,,,,
24923691,False,Bischöflich-Geistlicher-Rat-Josef-Zinnbauer-Straße,residential,20,True,52.269000000000005,,"LINESTRING (12.4988764 48.6287595, 12.4988145 48.6287652, 12.4982183 48.6289342)",,,,,,
"[481877200, 25663653]",False,Kirchgasse,residential,20,False,119.42899999999999,,"LINESTRING (12.4988764 48.6287595, 12.4988726 48.628694, 12.498866 48.6285795, 12.4988735 48.6285108, 12.4989076 48.6283537, 12.4989611 48.6281957, 12.4990218 48.6280738, 12.499162 48.6279559, 12.4992719 48.6278827, 12.4992856 48.6278785, 12.4994407 48.6278309)",,,,,,
44357150,False,Auenweg,tertiary,50,True,8.373,,"LINESTRING (12.4954762 48.6321909, 12.4953721 48.6321603)",,,,,,
"[975338723, 44357150]",False,Auenweg,tertiary,50,False,141.07400000000004,3,"LINESTRING (12.4954762 48.6321909, 12.4957147 48.6322752, 12.4959862 48.6323447, 12.4961999 48.6323864, 12.4964532 48.6324275, 12.4965227 48.6324376, 12.4966137 48.6324495, 12.4967282 48.6324591, 12.4968807 48.632468, 12.4970131 48.6324645, 12.4971262 48.6324529, 12.4972252 48.6324373, 12.4973099 48.6324115)",,,,,,
"[173441312, 320594970]",False,Fischerei,residential,"['50', '20']",True,152.13799999999998,,"LINESTRING (12.4954762 48.6321909, 12.4954825 48.6321297, 12.4954896 48.6320621, 12.4954677 48.6319965, 12.4954215 48.6319479, 12.4952173 48.6318604, 12.4951007 48.6318094, 12.4949889 48.6317656, 12.4948936 48.6317222, 12.494831 48.6316867, 12.4948017 48.6316559, 12.4947944 48.6316319, 12.4947887 48.6316074, 12.4947896 48.6315785, 12.4948017 48.6315315, 12.494831 48.6314756, 12.4948556 48.6314448, 12.4949018 48.6313929, 12.4949726 48.6313324, 12.495033 48.6312873, 12.495084 48.6312474, 12.4951193 48.6311995, 12.4951306 48.6311647, 12.4951418 48.6311151)",,,,,,
116420697,False,Bruckstraße,residential,5,True,7.041,,"LINESTRING (12.4952988 48.6299594, 12.4952232 48.6299983)",,,,,,
25663656,False,Ringgraben,residential,20,False,292.06499999999994,,"LINESTRING (12.4952988 48.6299594, 12.4955457 48.6300767, 12.4956484 48.6301168, 12.4957686 48.6301552, 12.4959037 48.6301838, 12.4964715 48.6303013, 12.4974327 48.6304753, 12.4979995 48.6305538, 12.4981827 48.6305843, 12.4983543 48.6306097, 12.4985028 48.6306164, 12.4986975 48.6306088, 12.4987923 48.6305902, 12.4988486 48.6305623, 12.4989737 48.6304372)",,,,,,destination
